State,County,Black low access to store (%) 2015 (PCT_LACCESS_BLACK15),Units,FIPS,FID
Georgia,Pulaski,2.991374036149892,Percent,13235,11
Georgia,Putnam,1.4172671772574652,Percent,13237,13
Georgia,Quitman,21.608450157943096,Percent,13239,16
Georgia,Rabun,0.0,Percent,13241,18
Georgia,Randolph,14.323912979669387,Percent,13243,23
Georgia,Richmond,22.19132321489217,Percent,13245,24
Georgia,Rockdale,18.364727472375755,Percent,13247,28
Georgia,Schley,0.09943650195192914,Percent,13249,31
Georgia,Screven,9.145788665414857,Percent,13251,34
Georgia,Seminole,1.1127414354109555,Percent,13253,38
Georgia,Spalding,5.929200532111919,Percent,13255,41
Georgia,Stephens,3.6153868795935704,Percent,13257,45
Georgia,Stewart,4.628250842226097,Percent,13259,48
Georgia,Sumter,12.26598192016981,Percent,13261,52
Georgia,Talbot,16.59428518230051,Percent,13263,57
Georgia,Taliaferro,40.791256943332556,Percent,13265,60
Georgia,Tattnall,0.8388585465192987,Percent,13267,63
Georgia,Taylor,2.261021974389647,Percent,13269,69
Georgia,Telfair,0.7168490933103576,Percent,13271,75
Georgia,Terrell,5.658760454590263,Percent,13273,78
Georgia,Thomas,10.724963627379204,Percent,13275,83
Georgia,Tift,4.994617540163368,Percent,13277,87
Georgia,Toombs,3.931281054681556,Percent,13279,91
Georgia,Towns,0.0,Percent,13281,95
Georgia,Treutlen,2.7664151703976034,Percent,13283,102
Georgia,Troup,6.253700142331977,Percent,13285,105
Georgia,Turner,2.534270638367671,Percent,13287,108
Georgia,Twiggs,0.05131782275804887,Percent,13289,116
Georgia,Union,0.0,Percent,13291,120
Georgia,Upson,9.715887782159358,Percent,13293,123
Georgia,Walker,0.9635842144580778,Percent,13295,126
Georgia,Walton,2.697381252759956,Percent,13297,127
Georgia,Ware,8.963323551052516,Percent,13299,132
Georgia,Warren,1.4214492971413712,Percent,13301,135
Georgia,Washington,11.978190596532636,Percent,13303,143
Georgia,Wayne,3.5193184658068715,Percent,13305,147
Georgia,Webster,0.3816903772103787,Percent,13307,149
Georgia,Wheeler,0.5270564804028636,Percent,13309,154
Georgia,White,nan,Percent,13311,157
Georgia,Whitfield,0.8026731528181883,Percent,13313,159
Georgia,Wilcox,0.17123792753493897,Percent,13315,163
Georgia,Wilkes,8.222531770700433,Percent,13317,167
Georgia,Wilkinson,8.544016694010656,Percent,13319,169
Georgia,Worth,3.0364744181702017,Percent,13321,173
Hawaii,Hawaii,0.1897016822683416,Percent,15001,198
Hawaii,Honolulu,0.7271875267268181,Percent,15003,234
Hawaii,Kalawao,0.0,Percent,15005,247
Hawaii,Kauai,0.16316255525892592,Percent,15007,261
Hawaii,Maui,0.16766582042554928,Percent,15009,323
Idaho,Ada,0.1376190976977401,Percent,16001,336
Idaho,Adams,0.025150903916663383,Percent,16003,338
Idaho,Bannock,0.16729200181559772,Percent,16005,343
Idaho,Bear Lake,0.050116940439004685,Percent,16007,349
Idaho,Benewah,0.038882108163499844,Percent,16009,354
Idaho,Bingham,0.0451568015414967,Percent,16011,362
Idaho,Blaine,0.052872232211028256,Percent,16013,371
Idaho,Boise,0.09545862367868156,Percent,16015,380
Idaho,Bonner,0.021369716338015165,Percent,16017,387
Idaho,Bonneville,0.1311998435637105,Percent,16019,395
Idaho,Boundary,0.04125910726471273,Percent,16021,405
Idaho,Butte,0.03459010824409063,Percent,16023,414
Idaho,Camas,0.26857655274476994,Percent,16025,429
Idaho,Canyon,0.0958800816783102,Percent,16027,441
Idaho,Caribou,0.01524192895395189,Percent,16029,449
Idaho,Cassia,0.024998041697744208,Percent,16031,456
Idaho,Clark,0.7128309609769918,Percent,16033,464
Idaho,Clearwater,0.045053199768719555,Percent,16035,474
Idaho,Custer,0.06868131991796497,Percent,16037,484
Idaho,Elmore,1.0617262467051556,Percent,16039,490
Idaho,Franklin,0.0,Percent,16041,498
Idaho,Fremont,0.05164154870703557,Percent,16043,502
Idaho,Gem,0.040714373682547225,Percent,16045,510
Idaho,Gooding,0.0030210864524450013,Percent,16047,519
Idaho,Idaho,0.11819980168889653,Percent,16049,528
Idaho,Jefferson,0.05746237249338026,Percent,16051,540
Idaho,Jerome,0.03931550530768307,Percent,16053,547
Idaho,Kootenai,0.06344880929952662,Percent,16055,552
Idaho,Latah,0.05746487314431532,Percent,16057,559
Idaho,Lemhi,0.1140492507694317,Percent,16059,566
Idaho,Lewis,0.1308557985753146,Percent,16061,574
Idaho,Lincoln,0.3648233353519086,Percent,16063,578
Idaho,Madison,0.09046932602005889,Percent,16065,581
Idaho,Minidoka,0.04862747967235393,Percent,16067,585
Idaho,Nez Perce,0.04470979469273526,Percent,16069,589
Idaho,Oneida,0.0,Percent,16071,593
Idaho,Owyhee,0.008676036669327928,Percent,16073,601
Idaho,Payette,0.06215687414243602,Percent,16075,606
Idaho,Power,0.0,Percent,16077,613
Idaho,Shoshone,0.0232338246112763,Percent,16079,621
Idaho,Teton,0.018115197654845917,Percent,16081,627
Idaho,Twin Falls,0.022093612151726272,Percent,16083,634
Idaho,Valley,0.02928786552513638,Percent,16085,643
Idaho,Washington,0.0,Percent,16087,649
Illinois,Adams,0.13249019748175728,Percent,17001,650
Illinois,Alexander,5.281981213495157,Percent,17003,651
Illinois,Bond,0.15090075949501408,Percent,17005,652
Illinois,Boone,0.32752726641430074,Percent,17007,653
Illinois,Brown,13.02587545724016,Percent,17009,654
Illinois,Bureau,0.12450709673375922,Percent,17011,2
Illinois,Calhoun,0.0,Percent,17013,4
Illinois,Carroll,0.22746473667007538,Percent,17015,6
Illinois,Cass,0.06563540802319073,Percent,17017,10
Illinois,Champaign,1.1242541442641771,Percent,17019,12
Illinois,Christian,0.7535836629174109,Percent,17021,14
Illinois,Clark,0.03673094590096174,Percent,17023,19
Illinois,Clay,0.0072385088402078185,Percent,17025,22
Illinois,Clinton,2.4808640269315103,Percent,17027,27
Illinois,Coles,0.3009405365308819,Percent,17029,30
Illinois,Cook,1.2299721030162751,Percent,17031,36
Illinois,Crawford,3.906077674536524,Percent,17033,40
Illinois,Cumberland,nan,Percent,17035,44
Illinois,DeKalb,2.6157686216767497,Percent,17037,49
Illinois,De Witt,0.010540858104561379,Percent,17039,53
Illinois,Douglas,0.017594477098022174,Percent,17041,55
Illinois,DuPage,1.1479807809349303,Percent,17043,64
Illinois,Edgar,0.1284448381775732,Percent,17045,66
Illinois,Edwards,0.10341443653386848,Percent,17047,71
Illinois,Effingham,0.042555883255152735,Percent,17049,76
Illinois,Fayette,0.11951994285262013,Percent,17051,79
Illinois,Ford,0.0778213806476195,Percent,17053,81
Illinois,Franklin,0.029042632696079977,Percent,17055,85
Illinois,Fulton,0.03944879155965443,Percent,17057,89
Illinois,Gallatin,0.17892288432725356,Percent,17059,92
Illinois,Greene,0.05859989487050561,Percent,17061,96
Illinois,Grundy,0.15323749505402054,Percent,17063,99
Illinois,Hamilton,0.15371881281778407,Percent,17065,106
Illinois,Hancock,0.10498485654661643,Percent,17067,111
Illinois,Hardin,0.029941251170839584,Percent,17069,113
Illinois,Henderson,6.273064151042423e-05,Percent,17071,117
Illinois,Henry,0.44708480774298226,Percent,17073,121
Illinois,Iroquois,0.1351615667588337,Percent,17075,125
Illinois,Jackson,2.2075068749502473,Percent,17077,129
Illinois,Jasper,0.00992710503334113,Percent,17079,133
Illinois,Jefferson,1.5013264320179414,Percent,17081,137
Illinois,Jersey,0.08766044275249642,Percent,17083,142
Illinois,Jo Daviess,0.0817053075246146,Percent,17085,145
Illinois,Johnson,6.519317414783841,Percent,17087,152
Illinois,Kane,0.9372783973886668,Percent,17089,156
Illinois,Kankakee,2.6697901629579546,Percent,17091,161
Illinois,Kendall,0.635004823442969,Percent,17093,165
Illinois,Knox,2.239374673638013,Percent,17095,166
Illinois,Lake,1.5961986193455937,Percent,17097,170
Illinois,LaSalle,0.25218634317599453,Percent,17099,175
Illinois,Lawrence,0.052265928346921585,Percent,17101,177
Illinois,Lee,0.5127710737757987,Percent,17103,180
Illinois,Livingston,0.04447850591275328,Percent,17105,182
Illinois,Logan,5.287039770246164,Percent,17107,186
Illinois,McDonough,0.6701428855137741,Percent,17109,189
Illinois,McHenry,0.47056138143349857,Percent,17111,192
Illinois,McLean,2.3299030675568075,Percent,17113,193
Illinois,Macon,2.4337408042255166,Percent,17115,194
Illinois,Macoupin,0.03712464176675977,Percent,17117,196
Illinois,Madison,3.6574044434128496,Percent,17119,199
Illinois,Marion,0.7112734404141441,Percent,17121,201
Illinois,Marshall,0.07911392416852216,Percent,17123,202
Illinois,Mason,0.06670791605362136,Percent,17125,206
Illinois,Massac,0.6405835043814531,Percent,17127,208
Illinois,Menard,0.012933514297893349,Percent,17129,212
Illinois,Mercer,0.10013791110999148,Percent,17131,216
Illinois,Monroe,0.0984251368568644,Percent,17133,219
Illinois,Montgomery,0.19647071245920406,Percent,17135,223
Illinois,Morgan,1.553454005195586,Percent,17137,225
Illinois,Moultrie,0.024544876207575575,Percent,17139,227
Illinois,Ogle,0.2728620244929753,Percent,17141,229
Illinois,Peoria,3.247418593294551,Percent,17143,233
Illinois,Perry,1.2271573727182685,Percent,17145,235
Illinois,Piatt,0.0023563428201220935,Percent,17147,238
Illinois,Pike,0.038721567696293854,Percent,17149,241
Illinois,Pope,0.44855453047029753,Percent,17151,245
Illinois,Pulaski,5.30979324742678,Percent,17153,248
Illinois,Putnam,0.0,Percent,17155,253
Illinois,Randolph,0.7978114339005735,Percent,17157,255
Illinois,Richland,0.02739029612741237,Percent,17159,259
Illinois,Rock Island,2.0226082971295867,Percent,17161,265
Illinois,St. Clair,9.630883659827406,Percent,17163,269
Illinois,Saline,2.2611412229292176,Percent,17165,271
Illinois,Sangamon,0.8976181549111996,Percent,17167,274
Illinois,Schuyler,0.040094908386121286,Percent,17169,278
Illinois,Scott,0.0,Percent,17171,280
Illinois,Shelby,0.02545758171611483,Percent,17173,283
Illinois,Stark,0.1482707724600724,Percent,17175,285
Illinois,Stephenson,0.5833546132352582,Percent,17177,290
Illinois,Tazewell,0.4858377173982008,Percent,17179,291
Illinois,Union,0.15362509394416834,Percent,17181,293
Illinois,Vermilion,0.6234623621689274,Percent,17183,296
Illinois,Wabash,0.08821523086806479,Percent,17185,299
Illinois,Warren,0.24828251102330096,Percent,17187,301
Illinois,Washington,0.08366050203230836,Percent,17189,305
Illinois,Wayne,0.04343171014347273,Percent,17191,310
Illinois,White,0.2031558236387296,Percent,17193,312
Illinois,Whiteside,0.206441945039974,Percent,17195,314
Illinois,Will,4.025736483112817,Percent,17197,320
Illinois,Williamson,0.40223442833446355,Percent,17199,324
Illinois,Winnebago,1.5448355204104807,Percent,17201,325
Illinois,Woodford,0.0662832857391108,Percent,17203,328
Indiana,Adams,0.050246493535572166,Percent,18001,330
Indiana,Allen,2.970376172155017,Percent,18003,335
Indiana,Bartholomew,0.5300089557588327,Percent,18005,342
Indiana,Benton,0.0677659821504929,Percent,18007,179
Indiana,Blackford,0.0,Percent,18009,183
Indiana,Boone,0.0693232234262636,Percent,18011,185
Indiana,Brown,0.003961301670068777,Percent,18013,188
Indiana,Carroll,0.0017492956368895412,Percent,18015,195
Indiana,Cass,0.030126649300701896,Percent,18017,211
Indiana,Clark,1.4634312016848192,Percent,18019,215
Indiana,Clay,0.02409934243502592,Percent,18021,221
Indiana,Clinton,0.003628270032748586,Percent,18023,226
Indiana,Crawford,0.08181437713425362,Percent,18025,232
Indiana,Daviess,0.15866390202668604,Percent,18027,239
Indiana,Dearborn,0.3329722768346794,Percent,18029,242
Indiana,Decatur,0.030288599715904623,Percent,18031,246
Indiana,DeKalb,0.09338810318899841,Percent,18033,249
Indiana,Delaware,2.1315670821072312,Percent,18035,252
Indiana,Dubois,0.012320720198811478,Percent,18037,254
Indiana,Elkhart,0.5809877806233581,Percent,18039,260
Indiana,Fayette,0.48975776755199163,Percent,18041,263
Indiana,Floyd,0.940370393033947,Percent,18043,267
Indiana,Fountain,0.016248193536224653,Percent,18045,270
Indiana,Franklin,0.00575097759928293,Percent,18047,272
Indiana,Fulton,0.07510994796841955,Percent,18049,276
Indiana,Gibson,0.04629363011817509,Percent,18051,286
Indiana,Grant,0.815262347774271,Percent,18053,297
Indiana,Greene,0.019274903007461448,Percent,18055,309
Indiana,Hamilton,0.8609973466607557,Percent,18057,321
Indiana,Hancock,0.28090906412406363,Percent,18059,329
Indiana,Harrison,0.025033091584088278,Percent,18061,334
Indiana,Hendricks,0.5946546379390855,Percent,18063,341
Indiana,Henry,0.025955417391690595,Percent,18065,344
Indiana,Howard,1.421127412751559,Percent,18067,348
Indiana,Huntington,0.08352345113743266,Percent,18069,352
Indiana,Jackson,0.08434217660397914,Percent,18071,355
Indiana,Jasper,0.014939178183048985,Percent,18073,356
Indiana,Jay,0.06287675532705829,Percent,18075,358
Indiana,Jefferson,0.22063276710416277,Percent,18077,363
Indiana,Jennings,0.2495949489893781,Percent,18079,367
Indiana,Johnson,0.18533036209049436,Percent,18081,370
Indiana,Knox,0.13541282424386603,Percent,18083,376
Indiana,Kosciusko,0.1937491885067427,Percent,18085,384
Indiana,LaGrange,0.0,Percent,18087,386
Indiana,Lake,8.377036358807635,Percent,18089,389
Indiana,LaPorte,5.982151665220962,Percent,18091,392
Indiana,Lawrence,0.03219241750958035,Percent,18093,396
Indiana,Madison,2.763105545754497,Percent,18095,401
Indiana,Marion,6.804043504333751,Percent,18097,409
Indiana,Marshall,0.07299301600299186,Percent,18099,412
Indiana,Martin,0.0,Percent,18101,418
Indiana,Miami,0.39890706194386366,Percent,18103,420
Indiana,Monroe,0.33660925274105846,Percent,18105,422
Indiana,Montgomery,0.1763672986760513,Percent,18107,425
Indiana,Morgan,0.02939602346986298,Percent,18109,430
Indiana,Newton,0.09696997339700997,Percent,18111,433
Indiana,Noble,0.026084063301303015,Percent,18113,436
Indiana,Ohio,nan,Percent,18115,440
Indiana,Orange,0.5135118423488407,Percent,18117,444
Indiana,Owen,0.004634994206257242,Percent,18119,448
Indiana,Parke,0.011534690796775476,Percent,18121,452
Indiana,Perry,2.2857960866034697,Percent,18123,459
Indiana,Pike,0.01829547074687933,Percent,18125,465
Indiana,Porter,0.8260995558549132,Percent,18127,468
Indiana,Posey,0.06390592520644964,Percent,18129,471
Indiana,Pulaski,0.0072452052361004545,Percent,18131,477
Indiana,Putnam,0.040744931968667124,Percent,18133,480
Indiana,Randolph,0.1028254735444492,Percent,18135,485
Indiana,Ripley,0.007725664290301999,Percent,18137,488
Indiana,Rush,0.02636391053270987,Percent,18139,493
Indiana,St. Joseph,2.622993979928888,Percent,18141,496
Indiana,Scott,0.01563754093734556,Percent,18143,504
Indiana,Shelby,0.16798642949753284,Percent,18145,506
Indiana,Spencer,0.0,Percent,18147,509
Indiana,Starke,0.020150243844636047,Percent,18149,512
Indiana,Steuben,0.23165156440678572,Percent,18151,515
Indiana,Sullivan,0.023675996084558695,Percent,18153,518
Indiana,Switzerland,0.009422406403637963,Percent,18155,526
Indiana,Tippecanoe,0.5735445550502627,Percent,18157,530
Indiana,Tipton,0.003037398683849768,Percent,18159,534
Indiana,Union,nan,Percent,18161,538
Indiana,Vanderburgh,0.5505198547991825,Percent,18163,543
Indiana,Vermillion,0.022040490109759316,Percent,18165,548
Indiana,Vigo,3.00104792136901,Percent,18167,553
Indiana,Wabash,0.1515083199301116,Percent,18169,555
Indiana,Warren,0.0,Percent,18171,567
Indiana,Warrick,0.5890323082531873,Percent,18173,575
Indiana,Washington,0.038114211869479164,Percent,18175,584
Indiana,Wayne,0.9139620763571397,Percent,18177,586
Indiana,Wells,0.051687534276829136,Percent,18179,590
Indiana,White,0.05492419238659822,Percent,18181,594
Indiana,Whitley,0.012755516362089481,Percent,18183,597
Iowa,Adair,0.0,Percent,19001,598
Iowa,Adams,0.0,Percent,19003,602
Iowa,Allamakee,0.006978367166093232,Percent,19005,608
Iowa,Appanoose,0.0,Percent,19007,611
Iowa,Audubon,0.010642134204743095,Percent,19009,615
Iowa,Benton,0.05617188981842498,Percent,19011,619
Iowa,Black Hawk,2.811383710137387,Percent,19013,623
Iowa,Boone,0.039760650732549224,Percent,19015,625
Iowa,Bremer,0.0002618341169674992,Percent,19017,631
Iowa,Buchanan,0.05223448900643668,Percent,19019,632
Iowa,Buena Vista,0.05303302159218459,Percent,19021,633
Iowa,Butler,0.032010286906862515,Percent,19023,361
Iowa,Calhoun,0.020682522646635886,Percent,19025,365
Iowa,Carroll,0.01191848939751595,Percent,19027,369
Iowa,Cass,0.09554214193652479,Percent,19029,374
Iowa,Cedar,0.027028487829406995,Percent,19031,379
Iowa,Cerro Gordo,0.13723541963334374,Percent,19033,383
Iowa,Cherokee,1.0455696392644135e-10,Percent,19035,388
Iowa,Chickasaw,0.00803923144947343,Percent,19037,393
Iowa,Clarke,0.012209552826754037,Percent,19039,397
Iowa,Clay,0.023067291992415133,Percent,19041,398
Iowa,Clayton,0.0004276313780308086,Percent,19043,402
Iowa,Clinton,0.32381848063224,Percent,19045,404
Iowa,Crawford,0.5986650349006493,Percent,19047,408
Iowa,Dallas,0.1523783616209405,Percent,19049,413
Iowa,Davis,0.00022146498905080888,Percent,19051,416
Iowa,Decatur,0.011824524018856688,Percent,19053,419
Iowa,Delaware,0.020716950054078812,Percent,19055,421
Iowa,Des Moines,0.7856055812274023,Percent,19057,424
Iowa,Dickinson,0.03191956716946049,Percent,19059,427
Iowa,Dubuque,0.20981523300821972,Percent,19061,434
Iowa,Emmet,0.028540574446670547,Percent,19063,437
Iowa,Fayette,0.007502533980713028,Percent,19065,442
Iowa,Floyd,0.20079390407891493,Percent,19067,447
Iowa,Franklin,0.07758059388912576,Percent,19069,451
Iowa,Fremont,0.5010660711342978,Percent,19071,455
Iowa,Greene,0.03400087608351682,Percent,19073,458
Iowa,Grundy,0.03212077377656846,Percent,19075,460
Iowa,Guthrie,0.0,Percent,19077,467
Iowa,Hamilton,0.07835839369798633,Percent,19079,469
Iowa,Hancock,0.07054051589988995,Percent,19081,470
Iowa,Hardin,0.00794471053612045,Percent,19083,475
Iowa,Harrison,0.07365064103481243,Percent,19085,478
Iowa,Henry,0.5945044721163515,Percent,19087,479
Iowa,Howard,0.09408320801692233,Percent,19089,481
Iowa,Humboldt,0.01294270438681559,Percent,19091,487
Iowa,Ida,0.0,Percent,19093,491
Iowa,Iowa,0.034823291230342036,Percent,19095,495
Iowa,Jackson,0.06759336222633969,Percent,19097,499
Iowa,Jasper,0.04910243634349818,Percent,19099,505
Iowa,Jefferson,0.11546836594019058,Percent,19101,507
Iowa,Johnson,0.699753687445661,Percent,19103,508
Iowa,Jones,0.04519056048518742,Percent,19105,516
Iowa,Keokuk,0.0877974646690683,Percent,19107,520
Iowa,Kossuth,0.13164809898987584,Percent,19109,523
Iowa,Lee,1.0653338816343596,Percent,19111,531
Iowa,Linn,0.6960984646312528,Percent,19113,535
Iowa,Louisa,0.0,Percent,19115,539
Iowa,Lucas,0.047712873196845584,Percent,19117,542
Iowa,Lyon,0.03403239080024739,Percent,19119,546
Iowa,Madison,0.10274319737076662,Percent,19121,550
Iowa,Mahaska,0.06731088039955721,Percent,19123,554
Iowa,Marion,0.031547414317801795,Percent,19125,561
Iowa,Marshall,0.10531783037286459,Percent,19127,568
Iowa,Mills,0.01703262486435029,Percent,19129,569
Iowa,Mitchell,0.01855976243504083,Percent,19131,572
Iowa,Monona,0.03245699414098723,Percent,19133,576
Iowa,Monroe,0.019932750196498743,Percent,19135,580
Iowa,Montgomery,0.022412871688715363,Percent,19137,595
Iowa,Muscatine,0.1092727280192792,Percent,19139,600
Iowa,O'Brien,0.19146678379344492,Percent,19141,604
Iowa,Osceola,0.03095017027637929,Percent,19143,607
Iowa,Page,1.889794729874416,Percent,19145,612
Iowa,Palo Alto,0.09972780718810265,Percent,19147,618
Iowa,Plymouth,0.005453944699817138,Percent,19149,622
Iowa,Pocahontas,0.14167187604600548,Percent,19151,624
Iowa,Polk,0.4450079313623584,Percent,19153,629
Iowa,Pottawattamie,0.5020040660529874,Percent,19155,637
Iowa,Poweshiek,0.0740220806661933,Percent,19157,640
Iowa,Ringgold,0.0,Percent,19159,642
Iowa,Sac,0.04856609095085932,Percent,19161,647
Iowa,Scott,0.5845886152775166,Percent,19163,657
Iowa,Shelby,0.1061734393337914,Percent,19165,660
Iowa,Sioux,0.02877996329115577,Percent,19167,663
Iowa,Story,0.5594037030322675,Percent,19169,668
Iowa,Tama,0.053624085648125396,Percent,19171,671
Iowa,Taylor,0.0,Percent,19173,674
Iowa,Union,0.1009686668000375,Percent,19175,675
Iowa,Van Buren,0.07926023934535667,Percent,19177,678
Iowa,Wapello,1.0382312357333165,Percent,19179,681
Iowa,Warren,0.07213089234789248,Percent,19181,685
Iowa,Washington,0.037959177003074225,Percent,19183,687
Iowa,Wayne,0.08949857034163533,Percent,19185,691
Iowa,Webster,1.6003900657208927,Percent,19187,694
Iowa,Winnebago,0.046015092950487765,Percent,19189,696
Iowa,Winneshiek,0.011294553379066822,Percent,19191,698
Iowa,Woodbury,0.4294115705054555,Percent,19193,702
Iowa,Worth,0.0,Percent,19195,703
Iowa,Wright,0.015553986405089726,Percent,19197,705
Kansas,Allen,0.841783392150101,Percent,20001,709
Kansas,Anderson,0.11471727434259418,Percent,20003,712
Kansas,Atchison,1.4034693288841467,Percent,20005,715
Kansas,Barber,0.020571898704831906,Percent,20007,717
Kansas,Barton,0.14099091053675183,Percent,20009,719
Kansas,Bourbon,0.268710263771879,Percent,20011,722
Kansas,Brown,0.22226160858236776,Percent,20013,723
Kansas,Butler,0.7942127850474453,Percent,20015,726
Kansas,Chase,1.2186380099224803,Percent,20017,729
Kansas,Chautauqua,0.16353229400513083,Percent,20019,730
Kansas,Cherokee,0.029249580495364025,Percent,20021,732
Kansas,Cheyenne,0.0,Percent,20023,736
Kansas,Clark,0.045146725282501986,Percent,20025,738
Kansas,Clay,0.08658629630413509,Percent,20027,739
Kansas,Cloud,0.05954928634314875,Percent,20029,740
Kansas,Coffey,0.0975764909759814,Percent,20031,745
Kansas,Comanche,0.26441035381884503,Percent,20033,748
Kansas,Cowley,0.9532750711166011,Percent,20035,752
Kansas,Crawford,0.6380317540722799,Percent,20037,756
Kansas,Decatur,0.09905587637899223,Percent,20039,759
Kansas,Dickinson,0.012526644539812948,Percent,20041,762
Kansas,Doniphan,2.254521613398452,Percent,20043,765
Kansas,Douglas,0.8029130561024904,Percent,20045,767
Kansas,Edwards,0.06585446196847579,Percent,20047,770
Kansas,Elk,0.0,Percent,20049,773
Kansas,Ellis,0.11790495519181253,Percent,20051,774
Kansas,Ellsworth,0.04617515776512237,Percent,20053,776
Kansas,Finney,0.7767018461636883,Percent,20055,778
Kansas,Ford,0.28569887967131763,Percent,20057,784
Kansas,Franklin,0.954862677059299,Percent,20059,786
Kansas,Geary,6.527207347805221,Percent,20061,788
Kansas,Gove,0.11131725120002893,Percent,20063,790
Kansas,Graham,0.8980146675730536,Percent,20065,791
Kansas,Grant,0.012773023374632776,Percent,20067,794
Kansas,Gray,0.26640026415867796,Percent,20069,798
Kansas,Greeley,0.4811547626153087,Percent,20071,801
Kansas,Greenwood,0.19899159089148305,Percent,20073,803
Kansas,Hamilton,0.2973977699731665,Percent,20075,805
Kansas,Harper,0.1160092803257257,Percent,20077,807
Kansas,Harvey,0.2471172854841829,Percent,20079,812
Kansas,Haskell,0.2819548850516706,Percent,20081,815
Kansas,Hodgeman,0.6784968584967067,Percent,20083,818
Kansas,Jackson,0.04918602924808045,Percent,20085,819
Kansas,Jefferson,0.009744783804651522,Percent,20087,821
Kansas,Jewell,0.06499837504062399,Percent,20089,822
Kansas,Johnson,0.6514037984639245,Percent,20091,824
Kansas,Kearny,0.5783253706492985,Percent,20093,826
Kansas,Kingman,0.07635530587010791,Percent,20095,827
Kansas,Kiowa,0.6642784625915708,Percent,20097,829
Kansas,Labette,0.6209934609821771,Percent,20099,831
Kansas,Lane,0.1142857176916937,Percent,20101,833
Kansas,Leavenworth,4.32965132074122,Percent,20103,836
Kansas,Lincoln,0.030854675345253935,Percent,20105,838
Kansas,Linn,0.06213753168441695,Percent,20107,840
Kansas,Logan,0.2539912880078487,Percent,20109,842
Kansas,Lyon,0.18006727207076462,Percent,20111,844
Kansas,McPherson,0.2227063910194325,Percent,20113,846
Kansas,Marion,0.23696682463397473,Percent,20115,848
Kansas,Marshall,0.019768706138183254,Percent,20117,850
Kansas,Meade,0.2841530069420962,Percent,20119,851
Kansas,Miami,0.15300185104288985,Percent,20121,853
Kansas,Mitchell,0.03138239433056285,Percent,20123,854
Kansas,Montgomery,0.8476819432621777,Percent,20125,856
Kansas,Morris,0.21948337293287018,Percent,20127,858
Kansas,Morton,0.18558614411121405,Percent,20129,859
Kansas,Nemaha,0.009825112988799371,Percent,20131,861
Kansas,Neosho,0.01618613589594731,Percent,20133,862
Kansas,Ness,0.032185387114523914,Percent,20135,864
Kansas,Norton,1.9647049195215482,Percent,20137,866
Kansas,Osage,0.05523166601809304,Percent,20139,867
Kansas,Osborne,0.10368066505292897,Percent,20141,869
Kansas,Ottawa,0.25371475716254477,Percent,20143,870
Kansas,Pawnee,0.35466684946940197,Percent,20145,872
Kansas,Phillips,0.10634526933632277,Percent,20147,873
Kansas,Pottawatomie,0.00517633086226273,Percent,20149,876
Kansas,Pratt,0.19832611660370444,Percent,20151,878
Kansas,Rawlins,0.23818974940285473,Percent,20153,880
Kansas,Reno,0.46951266569833056,Percent,20155,882
Kansas,Republic,0.06024096449944619,Percent,20157,884
Kansas,Rice,0.09917683254367252,Percent,20159,886
Kansas,Riley,3.2110228534889687,Percent,20161,888
Kansas,Rooks,0.19347834339613976,Percent,20163,889
Kansas,Rush,0.03023888720895071,Percent,20165,891
Kansas,Russell,0.014347202295552367,Percent,20167,893
Kansas,Saline,0.619704214243801,Percent,20169,895
Kansas,Scott,0.0,Percent,20171,897
Kansas,Sedgwick,2.5054953437844953,Percent,20173,898
Kansas,Seward,0.03535393657959393,Percent,20175,900
Kansas,Shawnee,2.423502190779317,Percent,20177,902
Kansas,Sheridan,0.11737089047420383,Percent,20179,904
Kansas,Sherman,0.5174576239025525,Percent,20181,907
Kansas,Smith,0.10381142493331379,Percent,20183,909
Kansas,Stafford,0.04507549927281947,Percent,20185,911
Kansas,Stanton,0.0447427293064877,Percent,20187,913
Kansas,Stevens,0.0524108999543501,Percent,20189,914
Kansas,Sumner,0.3844767342365262,Percent,20191,916
Kansas,Thomas,0.2394836905509633,Percent,20193,917
Kansas,Trego,0.0,Percent,20195,919
Kansas,Wabaunsee,0.14732076406693323,Percent,20197,920
Kansas,Wallace,0.13468013468013468,Percent,20199,921
Kansas,Washington,0.16678969910107175,Percent,20201,922
Kansas,Wichita,0.8504923912742837,Percent,20203,923
Kansas,Wilson,0.010628122010840685,Percent,20205,925
Kansas,Woodson,0.18132366769153127,Percent,20207,926
Kansas,Wyandotte,10.300543129267197,Percent,20209,927
Kentucky,Adair,0.11659729957461781,Percent,21001,928
Kentucky,Allen,0.012103879503321157,Percent,21003,929
Kentucky,Anderson,0.616784404264997,Percent,21005,930
Kentucky,Ballard,0.0977969649816848,Percent,21007,932
Kentucky,Barren,0.3829636586907263,Percent,21009,933
Kentucky,Bath,0.0,Percent,21011,934
Kentucky,Bell,0.4259854070390087,Percent,21013,936
Kentucky,Boone,0.8827435351435389,Percent,21015,1002
Kentucky,Bourbon,1.8138573101675357,Percent,21017,1005
Kentucky,Boyd,0.24764929790023815,Percent,21019,1008
Kentucky,Boyle,1.9732165530689367,Percent,21021,1010
Kentucky,Bracken,0.0,Percent,21023,1013
Kentucky,Breathitt,0.02979609044328282,Percent,21025,1017
Kentucky,Breckinridge,0.032316471241626,Percent,21027,1020
Kentucky,Bullitt,0.19306042775064788,Percent,21029,1024
