State,County,WIC redemptions per WIC-authorized stores (% change) 2011-16 (PCH_REDEMP_WICS_11_16),Units,FIPS,FID
Georgia,Tattnall,103.52843475341797,% change,13267,63
Georgia,Taylor,15.14517593383789,% change,13269,69
Georgia,Telfair,11.675312995910645,% change,13271,75
Georgia,Terrell,13.406941413879395,% change,13273,78
Georgia,Thomas,16.080751419067383,% change,13275,83
Georgia,Tift,-0.9219574928283691,% change,13277,87
Georgia,Toombs,13.91978645324707,% change,13279,91
Georgia,Towns,-39.719547271728516,% change,13281,95
Georgia,Treutlen,84.41900634765625,% change,13283,102
Georgia,Troup,-18.6247501373291,% change,13285,105
Georgia,Turner,-70.88746643066406,% change,13287,108
Georgia,Twiggs,-51.48469161987305,% change,13289,116
Georgia,Union,-38.62449645996094,% change,13291,120
Georgia,Upson,-11.249222755432129,% change,13293,123
Georgia,Walker,-8.697517395019531,% change,13295,126
Georgia,Walton,39.88323974609375,% change,13297,127
Georgia,Ware,-14.931675910949707,% change,13299,132
Georgia,Warren,-41.979736328125,% change,13301,135
Georgia,Washington,-24.140657424926758,% change,13303,143
Georgia,Wayne,22.89409828186035,% change,13305,147
Georgia,Webster,nan,% change,13307,149
Georgia,Wheeler,-79.88481903076172,% change,13309,154
Georgia,White,4.041074275970459,% change,13311,157
Georgia,Whitfield,-10.793590545654297,% change,13313,159
Georgia,Wilcox,-69.2662124633789,% change,13315,163
Georgia,Wilkes,7.094630241394043,% change,13317,167
Georgia,Wilkinson,18.864551544189453,% change,13319,169
Georgia,Worth,-39.2440071105957,% change,13321,173
Hawaii,Hawaii,-29.14519500732422,% change,15001,198
Hawaii,Honolulu,-28.746002197265625,% change,15003,234
Hawaii,Kalawao,nan,% change,15005,247
Hawaii,Kauai,-28.710283279418945,% change,15007,261
Hawaii,Maui,-37.695335388183594,% change,15009,323
Idaho,Ada,-20.904800415039062,% change,16001,336
Idaho,Adams,-4.883617401123047,% change,16003,338
Idaho,Bannock,-19.222951889038086,% change,16005,343
Idaho,Bear Lake,3.0527760982513428,% change,16007,349
Idaho,Benewah,-13.542142868041992,% change,16009,354
Idaho,Bingham,-12.628959655761719,% change,16011,362
Idaho,Blaine,-46.7368049621582,% change,16013,371
Idaho,Boise,-49.31743240356445,% change,16015,380
Idaho,Bonner,-13.137001037597656,% change,16017,387
Idaho,Bonneville,-12.129173278808594,% change,16019,395
Idaho,Boundary,-22.31671905517578,% change,16021,405
Idaho,Butte,33.9173469543457,% change,16023,414
Idaho,Camas,nan,% change,16025,429
Idaho,Canyon,-7.6691813468933105,% change,16027,441
Idaho,Caribou,-16.167160034179688,% change,16029,449
Idaho,Cassia,73.5975570678711,% change,16031,456
Idaho,Clark,-100.0,% change,16033,464
Idaho,Clearwater,-12.022547721862793,% change,16035,474
Idaho,Custer,17.372798919677734,% change,16037,484
Idaho,Elmore,9.033014297485352,% change,16039,490
Idaho,Franklin,-16.481931686401367,% change,16041,498
Idaho,Fremont,-35.40513229370117,% change,16043,502
Idaho,Gem,3.33711314201355,% change,16045,510
Idaho,Gooding,-34.92860794067383,% change,16047,519
Idaho,Idaho,-39.08338165283203,% change,16049,528
Idaho,Jefferson,-29.747570037841797,% change,16051,540
Idaho,Jerome,-14.00871753692627,% change,16053,547
Idaho,Kootenai,-22.241655349731445,% change,16055,552
Idaho,Latah,-21.323976516723633,% change,16057,559
Idaho,Lemhi,0.41784512996673584,% change,16059,566
Idaho,Lewis,-23.693378448486328,% change,16061,574
Idaho,Lincoln,-15.527373313903809,% change,16063,578
Idaho,Madison,-3.789086103439331,% change,16065,581
Idaho,Minidoka,-17.010717391967773,% change,16067,585
Idaho,Nez Perce,-16.292572021484375,% change,16069,589
Idaho,Oneida,13.841367721557617,% change,16071,593
Idaho,Owyhee,-46.828407287597656,% change,16073,601
Idaho,Payette,-19.59085464477539,% change,16075,606
Idaho,Power,-5.114933967590332,% change,16077,613
Idaho,Shoshone,9.070154190063477,% change,16079,621
Idaho,Teton,-48.380008697509766,% change,16081,627
Idaho,Twin Falls,6.753835201263428,% change,16083,634
Idaho,Valley,-3.2505621910095215,% change,16085,643
Idaho,Washington,8.156822204589844,% change,16087,649
Illinois,Adams,-22.812273025512695,% change,17001,650
Illinois,Alexander,-76.36099243164062,% change,17003,651
Illinois,Bond,-26.59620475769043,% change,17005,652
Illinois,Boone,23.33363151550293,% change,17007,653
Illinois,Brown,1.7819932699203491,% change,17009,654
Illinois,Bureau,-5.446445465087891,% change,17011,2
Illinois,Calhoun,-60.79954528808594,% change,17013,4
Illinois,Carroll,-48.899940490722656,% change,17015,6
Illinois,Cass,37.77012634277344,% change,17017,10
Illinois,Champaign,-11.205811500549316,% change,17019,12
Illinois,Christian,-32.4039306640625,% change,17021,14
Illinois,Clark,-27.074378967285156,% change,17023,19
Illinois,Clay,7.74705696105957,% change,17025,22
Illinois,Clinton,9.988422393798828,% change,17027,27
Illinois,Coles,-21.048389434814453,% change,17029,30
Illinois,Cook,-15.193958282470703,% change,17031,36
Illinois,Crawford,18.362995147705078,% change,17033,40
Illinois,Cumberland,-24.229738235473633,% change,17035,44
Illinois,DeKalb,-30.048248291015625,% change,17037,49
Illinois,De Witt,-28.47606658935547,% change,17039,53
Illinois,Douglas,-21.376514434814453,% change,17041,55
Illinois,DuPage,-23.565990447998047,% change,17043,64
Illinois,Edgar,1.2076201438903809,% change,17045,66
Illinois,Edwards,-16.405048370361328,% change,17047,71
Illinois,Effingham,-20.105276107788086,% change,17049,76
Illinois,Fayette,34.42314147949219,% change,17051,79
Illinois,Ford,15.73220157623291,% change,17053,81
Illinois,Franklin,-13.219779014587402,% change,17055,85
Illinois,Fulton,-22.36765480041504,% change,17057,89
Illinois,Gallatin,nan,% change,17059,92
Illinois,Greene,-23.880043029785156,% change,17061,96
Illinois,Grundy,-13.986395835876465,% change,17063,99
Illinois,Hamilton,-29.95144271850586,% change,17065,106
Illinois,Hancock,-21.040332794189453,% change,17067,111
Illinois,Hardin,-14.15610408782959,% change,17069,113
Illinois,Henderson,1.9404093027114868,% change,17071,117
Illinois,Henry,-16.449424743652344,% change,17073,121
Illinois,Iroquois,-13.772040367126465,% change,17075,125
Illinois,Jackson,-13.356424331665039,% change,17077,129
Illinois,Jasper,-43.62479782104492,% change,17079,133
Illinois,Jefferson,-9.669054985046387,% change,17081,137
Illinois,Jersey,-29.567134857177734,% change,17083,142
Illinois,Jo Daviess,3.417102098464966,% change,17085,145
Illinois,Johnson,-43.91728591918945,% change,17087,152
Illinois,Kane,-22.858022689819336,% change,17089,156
Illinois,Kankakee,-16.162769317626953,% change,17091,161
Illinois,Kendall,4.3112568855285645,% change,17093,165
Illinois,Knox,-14.396444320678711,% change,17095,166
Illinois,Lake,-22.164525985717773,% change,17097,170
Illinois,LaSalle,11.293689727783203,% change,17099,175
Illinois,Lawrence,69.44083404541016,% change,17101,177
Illinois,Lee,-17.981735229492188,% change,17103,180
Illinois,Livingston,0.9344464540481567,% change,17105,182
Illinois,Logan,-39.82759094238281,% change,17107,186
Illinois,McDonough,-14.823001861572266,% change,17109,189
Illinois,McHenry,-7.90938138961792,% change,17111,192
Illinois,McLean,-18.35974884033203,% change,17113,193
Illinois,Macon,-11.900541305541992,% change,17115,194
Illinois,Macoupin,-22.367568969726562,% change,17117,196
Illinois,Madison,-19.24336051940918,% change,17119,199
Illinois,Marion,-3.7510416507720947,% change,17121,201
Illinois,Marshall,-49.640716552734375,% change,17123,202
Illinois,Mason,-29.167530059814453,% change,17125,206
Illinois,Massac,-17.731847763061523,% change,17127,208
Illinois,Menard,-76.57967376708984,% change,17129,212
Illinois,Mercer,-6.933596134185791,% change,17131,216
Illinois,Monroe,-34.957305908203125,% change,17133,219
Illinois,Montgomery,-7.1921210289001465,% change,17135,223
Illinois,Morgan,-3.573882818222046,% change,17137,225
Illinois,Moultrie,-11.872198104858398,% change,17139,227
Illinois,Ogle,-14.897563934326172,% change,17141,229
Illinois,Peoria,-10.647258758544922,% change,17143,233
Illinois,Perry,4.517487049102783,% change,17145,235
Illinois,Piatt,10.754229545593262,% change,17147,238
Illinois,Pike,-23.032865524291992,% change,17149,241
Illinois,Pope,-34.63773727416992,% change,17151,245
Illinois,Pulaski,3.804562568664551,% change,17153,248
Illinois,Putnam,-35.45372772216797,% change,17155,253
Illinois,Randolph,-31.977947235107422,% change,17157,255
Illinois,Richland,-18.902326583862305,% change,17159,259
Illinois,Rock Island,1.40956449508667,% change,17161,265
Illinois,St. Clair,-33.20478820800781,% change,17163,269
Illinois,Saline,-2.8074758052825928,% change,17165,271
Illinois,Sangamon,-26.875722885131836,% change,17167,274
Illinois,Schuyler,-26.32478904724121,% change,17169,278
Illinois,Scott,153.0037078857422,% change,17171,280
Illinois,Shelby,-50.59059143066406,% change,17173,283
Illinois,Stark,-39.325931549072266,% change,17175,285
Illinois,Stephenson,-4.023030757904053,% change,17177,290
Illinois,Tazewell,-23.826047897338867,% change,17179,291
Illinois,Union,5.25414514541626,% change,17181,293
Illinois,Vermilion,-41.8778190612793,% change,17183,296
Illinois,Wabash,-21.45909309387207,% change,17185,299
Illinois,Warren,-24.92940902709961,% change,17187,301
Illinois,Washington,-9.723665237426758,% change,17189,305
Illinois,Wayne,1.2119513750076294,% change,17191,310
Illinois,White,12.803274154663086,% change,17193,312
Illinois,Whiteside,-30.09572982788086,% change,17195,314
Illinois,Will,-15.706562042236328,% change,17197,320
Illinois,Williamson,-23.151823043823242,% change,17199,324
Illinois,Winnebago,-22.909317016601562,% change,17201,325
Illinois,Woodford,-37.13398742675781,% change,17203,328
Indiana,Adams,42.90445327758789,% change,18001,330
Indiana,Allen,9.917437553405762,% change,18003,335
Indiana,Bartholomew,28.315738677978516,% change,18005,342
Indiana,Benton,-25.992015838623047,% change,18007,179
Indiana,Blackford,7.984478950500488,% change,18009,183
Indiana,Boone,18.606401443481445,% change,18011,185
Indiana,Brown,155.93601989746094,% change,18013,188
Indiana,Carroll,2.406385898590088,% change,18015,195
Indiana,Cass,11.099888801574707,% change,18017,211
Indiana,Clark,-8.156681060791016,% change,18019,215
Indiana,Clay,25.175756454467773,% change,18021,221
Indiana,Clinton,-20.32726287841797,% change,18023,226
Indiana,Crawford,-49.38846969604492,% change,18025,232
Indiana,Daviess,9.01721477508545,% change,18027,239
Indiana,Dearborn,45.38501739501953,% change,18029,242
Indiana,Decatur,55.21656799316406,% change,18031,246
Indiana,DeKalb,23.03060531616211,% change,18033,249
Indiana,Delaware,2.8256049156188965,% change,18035,252
Indiana,Dubois,-10.293243408203125,% change,18037,254
Indiana,Elkhart,-1.3194665908813477,% change,18039,260
Indiana,Fayette,24.02227210998535,% change,18041,263
Indiana,Floyd,18.307741165161133,% change,18043,267
Indiana,Fountain,-16.950037002563477,% change,18045,270
Indiana,Franklin,6.311452388763428,% change,18047,272
Indiana,Fulton,8.601056098937988,% change,18049,276
Indiana,Gibson,-9.645652770996094,% change,18051,286
Indiana,Grant,-1.5225077867507935,% change,18053,297
Indiana,Greene,-6.084132194519043,% change,18055,309
Indiana,Hamilton,-20.739036560058594,% change,18057,321
Indiana,Hancock,-13.239489555358887,% change,18059,329
Indiana,Harrison,39.59235382080078,% change,18061,334
Indiana,Hendricks,-16.93191146850586,% change,18063,341
Indiana,Henry,-21.419801712036133,% change,18065,344
Indiana,Howard,6.293211936950684,% change,18067,348
Indiana,Huntington,18.488990783691406,% change,18069,352
Indiana,Jackson,9.6193265914917,% change,18071,355
Indiana,Jasper,-12.45643138885498,% change,18073,356
Indiana,Jay,31.720046997070312,% change,18075,358
Indiana,Jefferson,2.0919759273529053,% change,18077,363
Indiana,Jennings,50.101802825927734,% change,18079,367
Indiana,Johnson,28.966602325439453,% change,18081,370
Indiana,Knox,25.100584030151367,% change,18083,376
Indiana,Kosciusko,-5.761563301086426,% change,18085,384
Indiana,LaGrange,136.14767456054688,% change,18087,386
Indiana,Lake,-26.62346649169922,% change,18089,389
Indiana,LaPorte,20.167945861816406,% change,18091,392
Indiana,Lawrence,6.954716682434082,% change,18093,396
Indiana,Madison,25.611495971679688,% change,18095,401
Indiana,Marion,9.345661163330078,% change,18097,409
Indiana,Marshall,4.699778079986572,% change,18099,412
Indiana,Martin,-1.7276629209518433,% change,18101,418
Indiana,Miami,23.790374755859375,% change,18103,420
Indiana,Monroe,11.80367374420166,% change,18105,422
Indiana,Montgomery,20.911401748657227,% change,18107,425
Indiana,Morgan,14.490618705749512,% change,18109,430
Indiana,Newton,56.97632598876953,% change,18111,433
Indiana,Noble,24.137462615966797,% change,18113,436
Indiana,Ohio,-53.0104866027832,% change,18115,440
Indiana,Orange,23.869524002075195,% change,18117,444
Indiana,Owen,-16.578554153442383,% change,18119,448
Indiana,Parke,-0.2083306610584259,% change,18121,452
Indiana,Perry,8.451700210571289,% change,18123,459
Indiana,Pike,148.23648071289062,% change,18125,465
Indiana,Porter,-16.59273338317871,% change,18127,468
Indiana,Posey,-3.737184762954712,% change,18129,471
Indiana,Pulaski,10.571916580200195,% change,18131,477
Indiana,Putnam,30.46673011779785,% change,18133,480
Indiana,Randolph,113.03054809570312,% change,18135,485
Indiana,Ripley,0.26879021525382996,% change,18137,488
Indiana,Rush,88.03594207763672,% change,18139,493
Indiana,St. Joseph,11.60642147064209,% change,18141,496
Indiana,Scott,56.97651672363281,% change,18143,504
Indiana,Shelby,69.59088897705078,% change,18145,506
Indiana,Spencer,-3.032878875732422,% change,18147,509
Indiana,Starke,21.331239700317383,% change,18149,512
Indiana,Steuben,19.642597198486328,% change,18151,515
Indiana,Sullivan,34.43324661254883,% change,18153,518
Indiana,Switzerland,-30.343921661376953,% change,18155,526
Indiana,Tippecanoe,10.467958450317383,% change,18157,530
Indiana,Tipton,-29.151935577392578,% change,18159,534
Indiana,Union,-36.352500915527344,% change,18161,538
Indiana,Vanderburgh,-22.448518753051758,% change,18163,543
Indiana,Vermillion,-26.898813247680664,% change,18165,548
Indiana,Vigo,22.820653915405273,% change,18167,553
Indiana,Wabash,-6.678434371948242,% change,18169,555
Indiana,Warren,-33.40620803833008,% change,18171,567
Indiana,Warrick,8.238893508911133,% change,18173,575
Indiana,Washington,18.169076919555664,% change,18175,584
Indiana,Wayne,5.5422868728637695,% change,18177,586
Indiana,Wells,-0.9282858967781067,% change,18179,590
Indiana,White,7.605386257171631,% change,18181,594
Indiana,Whitley,31.078454971313477,% change,18183,597
Iowa,Adair,-66.25147247314453,% change,19001,598
Iowa,Adams,-70.58485412597656,% change,19003,602
Iowa,Allamakee,-60.950740814208984,% change,19005,608
Iowa,Appanoose,-51.64984130859375,% change,19007,611
Iowa,Audubon,-85.63908386230469,% change,19009,615
Iowa,Benton,-49.34873962402344,% change,19011,619
Iowa,Black Hawk,-68.14351654052734,% change,19013,623
Iowa,Boone,-56.6769905090332,% change,19015,625
Iowa,Bremer,-60.938045501708984,% change,19017,631
Iowa,Buchanan,-68.04588317871094,% change,19019,632
Iowa,Buena Vista,-70.19493103027344,% change,19021,633
Iowa,Butler,-77.59004974365234,% change,19023,361
Iowa,Calhoun,-67.6866455078125,% change,19025,365
Iowa,Carroll,-75.23020935058594,% change,19027,369
Iowa,Cass,-78.54488372802734,% change,19029,374
Iowa,Cedar,-65.70027923583984,% change,19031,379
Iowa,Cerro Gordo,-71.93346405029297,% change,19033,383
Iowa,Cherokee,-70.8868637084961,% change,19035,388
Iowa,Chickasaw,-75.41880798339844,% change,19037,393
Iowa,Clarke,-75.73243713378906,% change,19039,397
Iowa,Clay,-74.47771453857422,% change,19041,398
Iowa,Clayton,-79.6844482421875,% change,19043,402
Iowa,Clinton,-70.47212982177734,% change,19045,404
Iowa,Crawford,-67.75206756591797,% change,19047,408
Iowa,Dallas,-70.616943359375,% change,19049,413
Iowa,Davis,-67.43229675292969,% change,19051,416
Iowa,Decatur,-73.7841796875,% change,19053,419
Iowa,Delaware,-55.51015090942383,% change,19055,421
Iowa,Des Moines,-54.267974853515625,% change,19057,424
Iowa,Dickinson,-68.47989654541016,% change,19059,427
Iowa,Dubuque,-58.70518112182617,% change,19061,434
Iowa,Emmet,-60.101009368896484,% change,19063,437
Iowa,Fayette,-71.21124267578125,% change,19065,442
Iowa,Floyd,-69.66926574707031,% change,19067,447
Iowa,Franklin,-72.60923767089844,% change,19069,451
Iowa,Fremont,-83.79348754882812,% change,19071,455
Iowa,Greene,-88.3052749633789,% change,19073,458
Iowa,Grundy,-74.298095703125,% change,19075,460
Iowa,Guthrie,-70.25484466552734,% change,19077,467
Iowa,Hamilton,-73.07500457763672,% change,19079,469
Iowa,Hancock,-65.51359558105469,% change,19081,470
Iowa,Hardin,-73.14434814453125,% change,19083,475
Iowa,Harrison,-80.40583038330078,% change,19085,478
Iowa,Henry,-57.42256164550781,% change,19087,479
Iowa,Howard,-36.38230895996094,% change,19089,481
Iowa,Humboldt,-73.23233795166016,% change,19091,487
Iowa,Ida,-78.20147705078125,% change,19093,491
Iowa,Iowa,-75.29340362548828,% change,19095,495
Iowa,Jackson,-62.70256423950195,% change,19097,499
Iowa,Jasper,-46.7014274597168,% change,19099,505
Iowa,Jefferson,-76.67459106445312,% change,19101,507
Iowa,Johnson,-51.14631652832031,% change,19103,508
Iowa,Jones,-47.6795768737793,% change,19105,516
Iowa,Keokuk,-62.35364532470703,% change,19107,520
Iowa,Kossuth,-69.0665054321289,% change,19109,523
Iowa,Lee,-60.50100326538086,% change,19111,531
Iowa,Linn,-64.88468933105469,% change,19113,535
Iowa,Louisa,-61.6077880859375,% change,19115,539
Iowa,Lucas,11.297517776489258,% change,19117,542
Iowa,Lyon,-58.58125305175781,% change,19119,546
Iowa,Madison,-73.68608856201172,% change,19121,550
Iowa,Mahaska,-62.4224739074707,% change,19123,554
Iowa,Marion,-28.79479217529297,% change,19125,561
Iowa,Marshall,-51.47196960449219,% change,19127,568
Iowa,Mills,-85.19090270996094,% change,19129,569
Iowa,Mitchell,-59.79703903198242,% change,19131,572
Iowa,Monona,-71.2650146484375,% change,19133,576
Iowa,Monroe,-46.80379104614258,% change,19135,580
Iowa,Montgomery,-77.25251770019531,% change,19137,595
Iowa,Muscatine,-66.28939819335938,% change,19139,600
Iowa,O'Brien,-70.82696533203125,% change,19141,604
Iowa,Osceola,-70.78025817871094,% change,19143,607
Iowa,Page,-67.77857971191406,% change,19145,612
Iowa,Palo Alto,-85.17170715332031,% change,19147,618
Iowa,Plymouth,-69.635986328125,% change,19149,622
Iowa,Pocahontas,-72.276123046875,% change,19151,624
Iowa,Polk,-49.69961929321289,% change,19153,629
Iowa,Pottawattamie,-75.56651306152344,% change,19155,637
Iowa,Poweshiek,-67.28311157226562,% change,19157,640
Iowa,Ringgold,-72.12744140625,% change,19159,642
Iowa,Sac,-49.48991394042969,% change,19161,647
Iowa,Scott,-66.3580551147461,% change,19163,657
Iowa,Shelby,-67.39064025878906,% change,19165,660
Iowa,Sioux,-77.98531341552734,% change,19167,663
Iowa,Story,-62.99984359741211,% change,19169,668
Iowa,Tama,-60.05855178833008,% change,19171,671
Iowa,Taylor,-78.62538146972656,% change,19173,674
Iowa,Union,-73.21510314941406,% change,19175,675
Iowa,Van Buren,-64.84146118164062,% change,19177,678
Iowa,Wapello,-60.023929595947266,% change,19179,681
Iowa,Warren,-1.0113509893417358,% change,19181,685
Iowa,Washington,-54.447792053222656,% change,19183,687
Iowa,Wayne,-13.545283317565918,% change,19185,691
Iowa,Webster,-70.45215606689453,% change,19187,694
Iowa,Winnebago,-62.10832595825195,% change,19189,696
Iowa,Winneshiek,-65.75676727294922,% change,19191,698
Iowa,Woodbury,-75.1173324584961,% change,19193,702
Iowa,Worth,-60.98737335205078,% change,19195,703
Iowa,Wright,-60.715728759765625,% change,19197,705
Kansas,Allen,-12.464676856994629,% change,20001,709
Kansas,Anderson,-35.92851638793945,% change,20003,712
Kansas,Atchison,-24.17217254638672,% change,20005,715
Kansas,Barber,-46.38862991333008,% change,20007,717
Kansas,Barton,-3.6963305473327637,% change,20009,719
Kansas,Bourbon,-9.850467681884766,% change,20011,722
Kansas,Brown,15.470086097717285,% change,20013,723
Kansas,Butler,-19.33515167236328,% change,20015,726
Kansas,Chase,-99.82539367675781,% change,20017,729
Kansas,Chautauqua,-26.214275360107422,% change,20019,730
Kansas,Cherokee,-17.66590118408203,% change,20021,732
Kansas,Cheyenne,-35.113136291503906,% change,20023,736
Kansas,Clark,-41.34368896484375,% change,20025,738
Kansas,Clay,13.249288558959961,% change,20027,739
Kansas,Cloud,-5.799278736114502,% change,20029,740
Kansas,Coffey,-55.45943832397461,% change,20031,745
Kansas,Comanche,14.01092529296875,% change,20033,748
Kansas,Cowley,-19.519304275512695,% change,20035,752
Kansas,Crawford,-3.2649354934692383,% change,20037,756
Kansas,Decatur,-24.549318313598633,% change,20039,759
Kansas,Dickinson,-37.54005813598633,% change,20041,762
Kansas,Doniphan,-29.196439743041992,% change,20043,765
Kansas,Douglas,0.40087175369262695,% change,20045,767
Kansas,Edwards,-31.770872116088867,% change,20047,770
Kansas,Elk,-47.732730865478516,% change,20049,773
Kansas,Ellis,-11.863179206848145,% change,20051,774
Kansas,Ellsworth,-44.93163299560547,% change,20053,776
Kansas,Finney,-33.94623565673828,% change,20055,778
Kansas,Ford,-15.2612886428833,% change,20057,784
Kansas,Franklin,-23.904130935668945,% change,20059,786
Kansas,Geary,-34.251285552978516,% change,20061,788
Kansas,Gove,17.468896865844727,% change,20063,790
Kansas,Graham,-34.248600006103516,% change,20065,791
Kansas,Grant,65.610595703125,% change,20067,794
Kansas,Gray,-54.457435607910156,% change,20069,798
Kansas,Greeley,-27.534902572631836,% change,20071,801
Kansas,Greenwood,-47.453224182128906,% change,20073,803
Kansas,Hamilton,-34.304649353027344,% change,20075,805
Kansas,Harper,-2.3874425888061523,% change,20077,807
Kansas,Harvey,-27.307872772216797,% change,20079,812
Kansas,Haskell,-4.286254405975342,% change,20081,815
Kansas,Hodgeman,-48.34573745727539,% change,20083,818
Kansas,Jackson,-27.878061294555664,% change,20085,819
Kansas,Jefferson,-25.958650588989258,% change,20087,821
Kansas,Jewell,-27.267257690429688,% change,20089,822
Kansas,Johnson,-32.84992599487305,% change,20091,824
Kansas,Kearny,-51.382080078125,% change,20093,826
Kansas,Kingman,-41.92625427246094,% change,20095,827
Kansas,Kiowa,19.703229904174805,% change,20097,829
Kansas,Labette,-1.4249060153961182,% change,20099,831
Kansas,Lane,-44.8525390625,% change,20101,833
Kansas,Leavenworth,-10.206295013427734,% change,20103,836
Kansas,Lincoln,-58.8598518371582,% change,20105,838
Kansas,Linn,-1.497504711151123,% change,20107,840
Kansas,Logan,-5.137648582458496,% change,20109,842
Kansas,Lyon,1.2442107200622559,% change,20111,844
Kansas,McPherson,-14.607675552368164,% change,20113,846
Kansas,Marion,-49.73076248168945,% change,20115,848
Kansas,Marshall,9.033136367797852,% change,20117,850
Kansas,Meade,-35.32457733154297,% change,20119,851
Kansas,Miami,-20.492996215820312,% change,20121,853
Kansas,Mitchell,-57.37213897705078,% change,20123,854
Kansas,Montgomery,-10.436847686767578,% change,20125,856
Kansas,Morris,-18.234100341796875,% change,20127,858
Kansas,Morton,-37.578617095947266,% change,20129,859
Kansas,Nemaha,-38.62625503540039,% change,20131,861
Kansas,Neosho,-2.472470283508301,% change,20133,862
Kansas,Ness,128.20016479492188,% change,20135,864
Kansas,Norton,30.008392333984375,% change,20137,866
Kansas,Osage,-13.600590705871582,% change,20139,867
Kansas,Osborne,13.556928634643555,% change,20141,869
Kansas,Ottawa,-51.76893997192383,% change,20143,870
Kansas,Pawnee,-11.901745796203613,% change,20145,872
Kansas,Phillips,-29.248838424682617,% change,20147,873
Kansas,Pottawatomie,-12.698508262634277,% change,20149,876
Kansas,Pratt,8.788873672485352,% change,20151,878
Kansas,Rawlins,-38.44084548950195,% change,20153,880
Kansas,Reno,-11.575006484985352,% change,20155,882
Kansas,Republic,-27.946346282958984,% change,20157,884
Kansas,Rice,-28.11312484741211,% change,20159,886
Kansas,Riley,44.821441650390625,% change,20161,888
Kansas,Rooks,-34.90120315551758,% change,20163,889
Kansas,Rush,-29.756568908691406,% change,20165,891
Kansas,Russell,-19.018251419067383,% change,20167,893
Kansas,Saline,-22.756122589111328,% change,20169,895
Kansas,Scott,65.3912582397461,% change,20171,897
Kansas,Sedgwick,-27.953475952148438,% change,20173,898
Kansas,Seward,-38.04197692871094,% change,20175,900
Kansas,Shawnee,-24.753597259521484,% change,20177,902
Kansas,Sheridan,-22.185144424438477,% change,20179,904
Kansas,Sherman,-10.509845733642578,% change,20181,907
Kansas,Smith,54.98392105102539,% change,20183,909
Kansas,Stafford,-51.338226318359375,% change,20185,911
Kansas,Stanton,-12.09177303314209,% change,20187,913
Kansas,Stevens,-64.55428314208984,% change,20189,914
Kansas,Sumner,-12.195162773132324,% change,20191,916
Kansas,Thomas,-8.128413200378418,% change,20193,917
Kansas,Trego,-22.630464553833008,% change,20195,919
Kansas,Wabaunsee,nan,% change,20197,920
Kansas,Wallace,-35.20438766479492,% change,20199,921
Kansas,Washington,26.611358642578125,% change,20201,922
Kansas,Wichita,-43.402435302734375,% change,20203,923
Kansas,Wilson,-32.771907806396484,% change,20205,925
Kansas,Woodson,-19.845094680786133,% change,20207,926
Kansas,Wyandotte,-17.8494815826416,% change,20209,927
Kentucky,Adair,-22.174650192260742,% change,21001,928
Kentucky,Allen,-56.71316146850586,% change,21003,929
Kentucky,Anderson,12.497133255004883,% change,21005,930
Kentucky,Ballard,49.2980842590332,% change,21007,932
Kentucky,Barren,-42.58246994018555,% change,21009,933
Kentucky,Bath,163.12359619140625,% change,21011,934
Kentucky,Bell,10.4082612991333,% change,21013,936
Kentucky,Boone,20.02035903930664,% change,21015,1002
Kentucky,Bourbon,76.56524658203125,% change,21017,1005
Kentucky,Boyd,17.67890739440918,% change,21019,1008
Kentucky,Boyle,74.01932525634766,% change,21021,1010
Kentucky,Bracken,-6.313506603240967,% change,21023,1013
Kentucky,Breathitt,33.760379791259766,% change,21025,1017
Kentucky,Breckinridge,26.09465217590332,% change,21027,1020
Kentucky,Bullitt,4.354473114013672,% change,21029,1024
Kentucky,Butler,-38.32061004638672,% change,21031,1026
Kentucky,Caldwell,32.67771911621094,% change,21033,1031
Kentucky,Calloway,nan,% change,21035,1033
Kentucky,Campbell,10.007777214050293,% change,21037,1035
Kentucky,Carlisle,-22.285898208618164,% change,21039,1039
Kentucky,Carroll,17.143590927124023,% change,21041,1041
Kentucky,Carter,-71.19209289550781,% change,21043,1044
Kentucky,Casey,98.80785369873047,% change,21045,1048
Kentucky,Christian,-44.48686981201172,% change,21047,1050
Kentucky,Clark,13.47465991973877,% change,21049,1053
Kentucky,Clay,-1.4795851707458496,% change,21051,1056
Kentucky,Clinton,32.88906478881836,% change,21053,1059
Kentucky,Crittenden,-32.1158561706543,% change,21055,1064
Kentucky,Cumberland,40.662601470947266,% change,21057,1067
Kentucky,Daviess,-54.95781326293945,% change,21059,1071
Kentucky,Edmonson,-44.172080993652344,% change,21061,1073
Kentucky,Elliott,-69.6998519897461,% change,21063,1075
Kentucky,Estill,-24.498878479003906,% change,21065,1077
Kentucky,Fayette,17.643156051635742,% change,21067,1080
Kentucky,Fleming,-9.946311950683594,% change,21069,1083
Kentucky,Floyd,11.9656982421875,% change,21071,1085
Kentucky,Franklin,-2.2098419666290283,% change,21073,1086
Kentucky,Fulton,-43.85485076904297,% change,21075,1088
Kentucky,Gallatin,-20.973962783813477,% change,21077,1090
Kentucky,Garrard,28.544816970825195,% change,21079,1092
Kentucky,Grant,47.867820739746094,% change,21081,1094
Kentucky,Graves,-32.90446853637695,% change,21083,1097
Kentucky,Grayson,127.8464126586914,% change,21085,1100
Kentucky,Green,58.34151077270508,% change,21087,1102
Kentucky,Greenup,-4.611227512359619,% change,21089,1105
