State,County,Students eligible for free lunch (%) 2015 (PCT_FREE_LUNCH15),Units,FIPS,FID
Georgia,Tattnall,88.70838881491345,Percent,13267,63
Georgia,Taylor,73.12198483804274,Percent,13269,69
Georgia,Telfair,93.82151029748283,Percent,13271,75
Georgia,Terrell,99.17127071823204,Percent,13273,78
Georgia,Thomas,77.72151898734178,Percent,13275,83
Georgia,Tift,94.7153433750319,Percent,13277,87
Georgia,Toombs,72.76697102024613,Percent,13279,91
Georgia,Towns,48.3349191246432,Percent,13281,95
Georgia,Treutlen,99.50083194675541,Percent,13283,102
Georgia,Troup,60.92396535129932,Percent,13285,105
Georgia,Turner,95.60906515580736,Percent,13287,108
Georgia,Twiggs,87.68115942028986,Percent,13289,116
Georgia,Union,48.73463485177151,Percent,13291,120
Georgia,Upson,81.72323759791122,Percent,13293,123
Georgia,Walker,54.04624277456648,Percent,13295,126
Georgia,Walton,41.70185540626999,Percent,13297,127
Georgia,Ware,89.97733160621762,Percent,13299,132
Georgia,Warren,98.58712715855573,Percent,13301,135
Georgia,Washington,82.45331616226657,Percent,13303,143
Georgia,Wayne,61.596412556053814,Percent,13305,147
Georgia,Webster,47.48743718592965,Percent,13307,149
Georgia,Wheeler,99.3993993993994,Percent,13309,154
Georgia,White,52.121212121212125,Percent,13311,157
Georgia,Whitfield,63.01473010494612,Percent,13313,159
Georgia,Wilcox,93.90946502057614,Percent,13315,163
Georgia,Wilkes,93.76947040498442,Percent,13317,167
Georgia,Wilkinson,94.4078947368421,Percent,13319,169
Georgia,Worth,92.60249554367202,Percent,13321,173
Hawaii,Hawaii,58.34050031784018,Percent,15001,198
Hawaii,Honolulu,36.12121113963413,Percent,15003,234
Hawaii,Kalawao,nan,Percent,15005,247
Hawaii,Kauai,38.36439555962929,Percent,15007,261
Hawaii,Maui,40.722682949056775,Percent,15009,323
Idaho,Ada,23.20391680743243,Percent,16001,336
Idaho,Adams,46.58536585365854,Percent,16003,338
Idaho,Bannock,39.39457641370612,Percent,16005,343
Idaho,Bear Lake,33.693693693693696,Percent,16007,349
Idaho,Benewah,50.46874999999999,Percent,16009,354
Idaho,Bingham,39.09574468085106,Percent,16011,362
Idaho,Blaine,32.5156873930405,Percent,16013,371
Idaho,Boise,39.78102189781022,Percent,16015,380
Idaho,Bonner,37.18910382945124,Percent,16017,387
Idaho,Bonneville,37.0982905982906,Percent,16019,395
Idaho,Boundary,44.96503496503497,Percent,16021,405
Idaho,Butte,33.715596330275226,Percent,16023,414
Idaho,Camas,39.16083916083916,Percent,16025,429
Idaho,Canyon,54.18044284139866,Percent,16027,441
Idaho,Caribou,28.631284916201118,Percent,16029,449
Idaho,Cassia,41.9641205844276,Percent,16031,456
Idaho,Clark,50.66666666666667,Percent,16033,464
Idaho,Clearwater,47.950428979980934,Percent,16035,474
Idaho,Custer,33.33333333333333,Percent,16037,484
Idaho,Elmore,42.82864109953447,Percent,16039,490
Idaho,Franklin,31.225296442687743,Percent,16041,498
Idaho,Fremont,43.04545454545455,Percent,16043,502
Idaho,Gem,46.72785315243416,Percent,16045,510
Idaho,Gooding,54.029758214507126,Percent,16047,519
Idaho,Idaho,39.199529134785166,Percent,16049,528
Idaho,Jefferson,32.13543213543213,Percent,16051,540
Idaho,Jerome,57.192299372701704,Percent,16053,547
Idaho,Kootenai,33.710754240346446,Percent,16055,552
Idaho,Latah,22.605042016806724,Percent,16057,559
Idaho,Lemhi,nan,Percent,16059,566
Idaho,Lewis,47.3474801061008,Percent,16061,574
Idaho,Lincoln,56.557377049180324,Percent,16063,578
Idaho,Madison,26.95536897923111,Percent,16065,581
Idaho,Minidoka,88.26066123622425,Percent,16067,585
Idaho,Nez Perce,33.983709035802235,Percent,16069,589
Idaho,Oneida,34.47905477980666,Percent,16071,593
Idaho,Owyhee,55.16511430990686,Percent,16073,601
Idaho,Payette,48.567369168837324,Percent,16075,606
Idaho,Power,56.74865026994601,Percent,16077,613
Idaho,Shoshone,43.5960591133005,Percent,16079,621
Idaho,Teton,31.285231116121757,Percent,16081,627
Idaho,Twin Falls,43.69896125955445,Percent,16083,634
Idaho,Valley,32.7217125382263,Percent,16085,643
Idaho,Washington,49.943630214205186,Percent,16087,649
Illinois,Adams,44.588981198076084,Percent,17001,650
Illinois,Alexander,98.42602308499475,Percent,17003,651
Illinois,Bond,41.77874186550976,Percent,17005,652
Illinois,Boone,40.33255601743891,Percent,17007,653
Illinois,Brown,39.839572192513366,Percent,17009,654
Illinois,Bureau,39.20388349514563,Percent,17011,2
Illinois,Calhoun,32.91592128801431,Percent,17013,4
Illinois,Carroll,37.63724198506807,Percent,17015,6
Illinois,Cass,54.61968199398367,Percent,17017,10
Illinois,Champaign,47.29914118308051,Percent,17019,12
Illinois,Christian,43.40755082284608,Percent,17021,14
Illinois,Clark,52.075471698113205,Percent,17023,19
Illinois,Clay,38.48768054375531,Percent,17025,22
Illinois,Clinton,29.74302897758338,Percent,17027,27
Illinois,Coles,44.78658536585366,Percent,17029,30
Illinois,Cook,62.9146506478596,Percent,17031,36
Illinois,Crawford,35.95544726766447,Percent,17033,40
Illinois,Cumberland,31.69139465875371,Percent,17035,44
Illinois,DeKalb,37.24483633289044,Percent,17037,49
Illinois,De Witt,39.23847695390781,Percent,17039,53
Illinois,Douglas,31.131458469587965,Percent,17041,55
Illinois,DuPage,24.82857414422855,Percent,17043,64
Illinois,Edgar,39.10708291372944,Percent,17045,66
Illinois,Edwards,29.00763358778626,Percent,17047,71
Illinois,Effingham,30.394610202117423,Percent,17049,76
Illinois,Fayette,51.5862524785195,Percent,17051,79
Illinois,Ford,34.895052473763116,Percent,17053,81
Illinois,Franklin,52.76501346854698,Percent,17055,85
Illinois,Fulton,42.168441432720236,Percent,17057,89
Illinois,Gallatin,54.89690721649485,Percent,17059,92
Illinois,Greene,47.26704841228527,Percent,17061,96
Illinois,Grundy,20.565813992884973,Percent,17063,99
Illinois,Hamilton,38.517324738114425,Percent,17065,106
Illinois,Hancock,39.17595406957109,Percent,17067,111
Illinois,Hardin,54.54545454545454,Percent,17069,113
Illinois,Henderson,48.65181711606096,Percent,17071,117
Illinois,Henry,32.481149858623944,Percent,17073,121
Illinois,Iroquois,41.6629613161405,Percent,17075,125
Illinois,Jackson,55.87257617728532,Percent,17077,129
Illinois,Jasper,35.17191977077364,Percent,17079,133
Illinois,Jefferson,54.03830141548709,Percent,17081,137
Illinois,Jersey,46.192893401015226,Percent,17083,142
Illinois,Jo Daviess,30.25763930497304,Percent,17085,145
Illinois,Johnson,36.331480545730166,Percent,17087,152
Illinois,Kane,40.202137792358975,Percent,17089,156
Illinois,Kankakee,48.18706445993031,Percent,17091,161
Illinois,Kendall,21.713695801789402,Percent,17093,165
Illinois,Knox,49.10204649867743,Percent,17095,166
Illinois,Lake,27.848219789480254,Percent,17097,170
Illinois,LaSalle,43.83603736479842,Percent,17099,175
Illinois,Lawrence,43.40878828229028,Percent,17101,177
Illinois,Lee,34.76652797041147,Percent,17103,180
Illinois,Livingston,37.1419053964024,Percent,17105,182
Illinois,Logan,40.77436582109479,Percent,17107,186
Illinois,McDonough,42.246144893802736,Percent,17109,189
Illinois,McHenry,23.766326028744743,Percent,17111,192
Illinois,McLean,31.316463556625006,Percent,17113,193
Illinois,Macon,50.003081664098616,Percent,17115,194
Illinois,Macoupin,39.37866354044549,Percent,17117,196
Illinois,Madison,40.830640712428085,Percent,17119,199
Illinois,Marion,62.86690479888182,Percent,17121,201
Illinois,Marshall,36.127450980392155,Percent,17123,202
Illinois,Mason,43.33868378812199,Percent,17125,206
Illinois,Massac,53.91798619569631,Percent,17127,208
Illinois,Menard,25.352877307274703,Percent,17129,212
Illinois,Mercer,37.95066413662239,Percent,17131,216
Illinois,Monroe,14.085588178852426,Percent,17133,219
Illinois,Montgomery,42.912488605287145,Percent,17135,223
Illinois,Morgan,57.43514026576671,Percent,17137,225
Illinois,Moultrie,34.32835820895522,Percent,17139,227
Illinois,Ogle,30.69888224003613,Percent,17141,229
Illinois,Peoria,45.80176548272746,Percent,17143,233
Illinois,Perry,40.21418020679468,Percent,17145,235
Illinois,Piatt,26.85099846390169,Percent,17147,238
Illinois,Pike,40.71484071484072,Percent,17149,241
Illinois,Pope,48.01512287334593,Percent,17151,245
Illinois,Pulaski,81.91011235955055,Percent,17153,248
Illinois,Putnam,24.444444444444443,Percent,17155,253
Illinois,Randolph,40.85728444003964,Percent,17157,255
Illinois,Richland,38.11129848229342,Percent,17159,259
Illinois,Rock Island,49.686876021056456,Percent,17161,265
Illinois,St. Clair,46.69219413175863,Percent,17163,269
Illinois,Saline,52.80208087018208,Percent,17165,271
Illinois,Sangamon,38.46604978496025,Percent,17167,274
Illinois,Schuyler,35.917312661498705,Percent,17169,278
Illinois,Scott,34.762456546929315,Percent,17171,280
Illinois,Shelby,37.82473155524766,Percent,17173,283
Illinois,Stark,30.727470141150924,Percent,17175,285
Illinois,Stephenson,49.03503562945368,Percent,17177,290
Illinois,Tazewell,30.963742805136025,Percent,17179,291
Illinois,Union,58.29517435716801,Percent,17181,293
Illinois,Vermilion,62.40315965365335,Percent,17183,296
Illinois,Wabash,36.09467455621302,Percent,17185,299
Illinois,Warren,62.87074331746613,Percent,17187,301
Illinois,Washington,30.72222222222222,Percent,17189,305
Illinois,Wayne,39.34619929105948,Percent,17191,310
Illinois,White,41.11776447105788,Percent,17193,312
Illinois,Whiteside,42.49946271222867,Percent,17195,314
Illinois,Will,31.624774503908597,Percent,17197,320
Illinois,Williamson,43.801732435033685,Percent,17199,324
Illinois,Winnebago,48.15444015444015,Percent,17201,325
Illinois,Woodford,20.590868397493285,Percent,17203,328
Indiana,Adams,33.17185697808535,Percent,18001,330
Indiana,Allen,42.398195107398564,Percent,18003,335
Indiana,Bartholomew,36.10091010697749,Percent,18005,342
Indiana,Benton,39.30698429886302,Percent,18007,179
Indiana,Blackford,49.27452118398143,Percent,18009,183
Indiana,Boone,15.36789297658863,Percent,18011,185
Indiana,Brown,41.43331751305173,Percent,18013,188
Indiana,Carroll,34.22396856581532,Percent,18015,195
Indiana,Cass,41.71050653840373,Percent,18017,211
Indiana,Clark,43.195961019138196,Percent,18019,215
Indiana,Clay,44.58613494087642,Percent,18021,221
Indiana,Clinton,49.50824873096447,Percent,18023,226
Indiana,Crawford,49.781931464174455,Percent,18025,232
Indiana,Daviess,43.986784140969164,Percent,18027,239
Indiana,Dearborn,29.34094576144967,Percent,18029,242
Indiana,Decatur,38.376987839101965,Percent,18031,246
Indiana,DeKalb,32.99667957941339,Percent,18033,249
Indiana,Delaware,45.161085743277525,Percent,18035,252
Indiana,Dubois,26.39977988719219,Percent,18037,254
Indiana,Elkhart,43.76859865134183,Percent,18039,260
Indiana,Fayette,52.89348616158792,Percent,18041,263
Indiana,Floyd,35.60073627844712,Percent,18043,267
Indiana,Fountain,40.319715808170514,Percent,18045,270
Indiana,Franklin,33.71667537898589,Percent,18047,272
Indiana,Fulton,40.932642487046635,Percent,18049,276
Indiana,Gibson,31.167002012072437,Percent,18051,286
Indiana,Grant,48.02504816955684,Percent,18053,297
Indiana,Greene,40.86410354015988,Percent,18055,309
Indiana,Hamilton,13.326780180600448,Percent,18057,321
Indiana,Hancock,21.135695497447006,Percent,18059,329
Indiana,Harrison,34.063941990771255,Percent,18061,334
Indiana,Hendricks,19.24924512764205,Percent,18063,341
Indiana,Henry,40.48004314994606,Percent,18065,344
Indiana,Howard,44.650220646748174,Percent,18067,348
Indiana,Huntington,35.07002801120448,Percent,18069,352
Indiana,Jackson,41.07066987678799,Percent,18071,355
Indiana,Jasper,33.81132075471698,Percent,18073,356
Indiana,Jay,44.641301190821956,Percent,18075,358
Indiana,Jefferson,43.49307290483761,Percent,18077,363
Indiana,Jennings,46.064867316851895,Percent,18079,367
Indiana,Johnson,28.29132733799066,Percent,18081,370
Indiana,Knox,44.4960340491391,Percent,18083,376
Indiana,Kosciusko,38.51234211178073,Percent,18085,384
Indiana,LaGrange,30.166312809624912,Percent,18087,386
Indiana,Lake,49.49915203572431,Percent,18089,389
Indiana,LaPorte,45.740335089692735,Percent,18091,392
Indiana,Lawrence,39.136926982230854,Percent,18093,396
Indiana,Madison,49.08560012294452,Percent,18095,401
Indiana,Marion,58.66008795725966,Percent,18097,409
Indiana,Marshall,42.08725406330196,Percent,18099,412
Indiana,Martin,42.061281337047355,Percent,18101,418
Indiana,Miami,45.87266174703964,Percent,18103,420
Indiana,Monroe,30.579444522768927,Percent,18105,422
Indiana,Montgomery,40.0,Percent,18107,425
Indiana,Morgan,36.47100612734215,Percent,18109,430
Indiana,Newton,46.76483712628291,Percent,18111,433
Indiana,Noble,40.2246883134676,Percent,18113,436
Indiana,Ohio,27.476882430647294,Percent,18115,440
Indiana,Orange,43.05159860715416,Percent,18117,444
Indiana,Owen,42.11332312404288,Percent,18119,448
Indiana,Parke,47.91386271870794,Percent,18121,452
Indiana,Perry,36.49015614392396,Percent,18123,459
Indiana,Pike,32.234432234432234,Percent,18125,465
Indiana,Porter,28.524016193150736,Percent,18127,468
Indiana,Posey,29.10384068278805,Percent,18129,471
Indiana,Pulaski,38.516746411483254,Percent,18131,477
Indiana,Putnam,37.8698224852071,Percent,18133,480
Indiana,Randolph,45.6506447831184,Percent,18135,485
Indiana,Ripley,34.097421203438394,Percent,18137,488
Indiana,Rush,42.1614694574968,Percent,18139,493
Indiana,St. Joseph,48.387427575244836,Percent,18141,496
Indiana,Scott,63.261602281565985,Percent,18143,504
Indiana,Shelby,37.187288708586884,Percent,18145,506
Indiana,Spencer,28.18181818181818,Percent,18147,509
Indiana,Starke,48.77980364656381,Percent,18149,512
Indiana,Steuben,34.52637244348762,Percent,18151,515
Indiana,Sullivan,43.32905708787684,Percent,18153,518
Indiana,Switzerland,43.269230769230774,Percent,18155,526
Indiana,Tippecanoe,38.45459236326109,Percent,18157,530
Indiana,Tipton,32.29912490055688,Percent,18159,534
Indiana,Union,33.731553056921996,Percent,18161,538
Indiana,Vanderburgh,49.55070603337612,Percent,18163,543
Indiana,Vermillion,42.98422968054994,Percent,18165,548
Indiana,Vigo,46.08322324966975,Percent,18167,553
Indiana,Wabash,39.00174114915844,Percent,18169,555
Indiana,Warren,32.66550522648083,Percent,18171,567
Indiana,Warrick,22.253993295208048,Percent,18173,575
Indiana,Washington,42.54864736592312,Percent,18175,584
Indiana,Wayne,51.5114532482163,Percent,18177,586
Indiana,Wells,29.718048981271867,Percent,18179,590
Indiana,White,38.562377102905835,Percent,18181,594
Indiana,Whitley,22.85472972972973,Percent,18183,597
Iowa,Adair,33.45070422535211,Percent,19001,598
Iowa,Adams,34.899328859060404,Percent,19003,602
Iowa,Allamakee,48.28532235939643,Percent,19005,608
Iowa,Appanoose,39.314516129032256,Percent,19007,611
Iowa,Audubon,29.38775510204082,Percent,19009,615
Iowa,Benton,24.095784484908954,Percent,19011,619
Iowa,Black Hawk,43.80251523971662,Percent,19013,623
Iowa,Boone,33.47280334728033,Percent,19015,625
Iowa,Bremer,16.638297872340427,Percent,19017,631
Iowa,Buchanan,19.596199524940616,Percent,19019,632
Iowa,Buena Vista,53.309859154929576,Percent,19021,633
Iowa,Butler,22.81795511221945,Percent,19023,361
Iowa,Calhoun,28.403141361256544,Percent,19025,365
Iowa,Carroll,28.850612785690625,Percent,19027,369
Iowa,Cass,35.04091070793312,Percent,19029,374
Iowa,Cedar,22.895522388059703,Percent,19031,379
Iowa,Cerro Gordo,34.55216370345522,Percent,19033,383
Iowa,Cherokee,30.23023023023023,Percent,19035,388
Iowa,Chickasaw,24.52928870292887,Percent,19037,393
Iowa,Clarke,46.68571428571428,Percent,19039,397
Iowa,Clay,31.626898047722342,Percent,19041,398
Iowa,Clayton,25.602660016625105,Percent,19043,402
Iowa,Clinton,38.87877211238294,Percent,19045,404
Iowa,Crawford,52.49211356466878,Percent,19047,408
Iowa,Dallas,18.262806236080177,Percent,19049,413
Iowa,Davis,nan,Percent,19051,416
Iowa,Decatur,49.256198347107436,Percent,19053,419
Iowa,Delaware,26.61354581673307,Percent,19055,421
Iowa,Des Moines,44.852160727824106,Percent,19057,424
Iowa,Dickinson,23.506944444444443,Percent,19059,427
Iowa,Dubuque,29.214929214929214,Percent,19061,434
Iowa,Emmet,36.32887189292543,Percent,19063,437
Iowa,Fayette,36.75564681724846,Percent,19065,442
Iowa,Floyd,40.00812347684809,Percent,19067,447
Iowa,Franklin,41.52173913043478,Percent,19069,451
Iowa,Fremont,33.91030684500394,Percent,19071,455
Iowa,Greene,38.564167725540024,Percent,19073,458
Iowa,Grundy,22.872561228725612,Percent,19075,460
Iowa,Guthrie,28.654404646660215,Percent,19077,467
Iowa,Hamilton,37.01700154559505,Percent,19079,469
Iowa,Hancock,23.52941176470588,Percent,19081,470
Iowa,Hardin,32.99173553719008,Percent,19083,475
Iowa,Harrison,25.544323483670293,Percent,19085,478
Iowa,Henry,35.28697236562405,Percent,19087,479
Iowa,Howard,25.170532060027284,Percent,19089,481
Iowa,Humboldt,32.52299605781866,Percent,19091,487
Iowa,Ida,29.588014981273407,Percent,19093,491
Iowa,Iowa,21.58684774839171,Percent,19095,495
Iowa,Jackson,36.64978292329957,Percent,19097,499
Iowa,Jasper,33.10704960835509,Percent,19099,505
Iowa,Jefferson,27.153940383830133,Percent,19101,507
Iowa,Johnson,27.220450922341154,Percent,19103,508
Iowa,Jones,31.417112299465238,Percent,19105,516
Iowa,Keokuk,28.60824742268041,Percent,19107,520
Iowa,Kossuth,29.922405431619786,Percent,19109,523
Iowa,Lee,40.726461038961034,Percent,19111,531
Iowa,Linn,30.567066521264998,Percent,19113,535
Iowa,Louisa,43.397778691896335,Percent,19115,539
Iowa,Lucas,45.09803921568628,Percent,19117,542
Iowa,Lyon,19.174977334542156,Percent,19119,546
Iowa,Madison,23.48993288590604,Percent,19121,550
Iowa,Mahaska,36.253677672441974,Percent,19123,554
Iowa,Marion,25.094373539457127,Percent,19125,561
Iowa,Marshall,49.90978487161693,Percent,19127,568
Iowa,Mills,28.644400785854618,Percent,19129,569
Iowa,Mitchell,20.63686466625842,Percent,19131,572
Iowa,Monona,40.95826893353941,Percent,19133,576
Iowa,Monroe,30.650406504065042,Percent,19135,580
Iowa,Montgomery,43.55555555555555,Percent,19137,595
Iowa,Muscatine,42.54415993427359,Percent,19139,600
Iowa,O'Brien,30.83832335329341,Percent,19141,604
Iowa,Osceola,31.64400494437577,Percent,19143,607
Iowa,Page,36.07115821347464,Percent,19145,612
Iowa,Palo Alto,29.385113268608414,Percent,19147,618
Iowa,Plymouth,22.010607521697203,Percent,19149,622
Iowa,Pocahontas,44.479495268138805,Percent,19151,624
Iowa,Polk,38.30874892687115,Percent,19153,629
Iowa,Pottawattamie,40.5366434706288,Percent,19155,637
Iowa,Poweshiek,24.946313528990693,Percent,19157,640
Iowa,Ringgold,37.68308921438083,Percent,19159,642
Iowa,Sac,31.74238067855089,Percent,19161,647
Iowa,Scott,40.674567653693295,Percent,19163,657
Iowa,Shelby,26.178535606820464,Percent,19165,660
Iowa,Sioux,28.841848157948302,Percent,19167,663
Iowa,Story,20.999911355376298,Percent,19169,668
Iowa,Tama,38.02552552552553,Percent,19171,671
Iowa,Taylor,40.1394422310757,Percent,19173,674
Iowa,Union,45.94039054470709,Percent,19175,675
Iowa,Van Buren,36.0655737704918,Percent,19177,678
Iowa,Wapello,41.48492623476587,Percent,19179,681
Iowa,Warren,20.3045155907811,Percent,19181,685
Iowa,Washington,28.05348418616611,Percent,19183,687
Iowa,Wayne,43.988269794721404,Percent,19185,691
Iowa,Webster,44.54670060700999,Percent,19187,694
Iowa,Winnebago,27.543424317617866,Percent,19189,696
Iowa,Winneshiek,18.263138278046963,Percent,19191,698
Iowa,Woodbury,49.45676031606673,Percent,19193,702
Iowa,Worth,23.987854251012145,Percent,19195,703
Iowa,Wright,45.07474128018398,Percent,19197,705
Kansas,Allen,47.23112128146453,Percent,20001,709
Kansas,Anderson,36.34165995165189,Percent,20003,712
Kansas,Atchison,53.116883116883116,Percent,20005,715
Kansas,Barber,30.0,Percent,20007,717
Kansas,Barton,52.51798561151079,Percent,20009,719
Kansas,Bourbon,51.100762066045725,Percent,20011,722
Kansas,Brown,50.0,Percent,20013,723
Kansas,Butler,22.70079435127979,Percent,20015,726
Kansas,Chase,28.24858757062147,Percent,20017,729
Kansas,Chautauqua,52.83993115318416,Percent,20019,730
Kansas,Cherokee,49.69903166710286,Percent,20021,732
Kansas,Cheyenne,34.688995215311,Percent,20023,736
Kansas,Clark,40.35874439461883,Percent,20025,738
Kansas,Clay,29.848594087959622,Percent,20027,739
Kansas,Cloud,38.04809052333805,Percent,20029,740
Kansas,Coffey,29.607843137254903,Percent,20031,745
Kansas,Comanche,27.170868347338935,Percent,20033,748
Kansas,Cowley,51.305353602115,Percent,20035,752
Kansas,Crawford,48.810929330409856,Percent,20037,756
Kansas,Decatur,33.532934131736525,Percent,20039,759
Kansas,Dickinson,37.483302164039536,Percent,20041,762
Kansas,Doniphan,40.717736369910284,Percent,20043,765
Kansas,Douglas,31.349621113143456,Percent,20045,767
Kansas,Edwards,42.75534441805225,Percent,20047,770
Kansas,Elk,50.0,Percent,20049,773
Kansas,Ellis,28.548770816812052,Percent,20051,774
Kansas,Ellsworth,30.761209593326384,Percent,20053,776
Kansas,Finney,57.778536474337095,Percent,20055,778
Kansas,Ford,69.32317230689745,Percent,20057,784
Kansas,Franklin,44.700045105999095,Percent,20059,786
Kansas,Geary,41.10508280982296,Percent,20061,788
Kansas,Gove,25.669642857142854,Percent,20063,790
Kansas,Graham,36.5,Percent,20065,791
Kansas,Grant,49.861802100608074,Percent,20067,794
Kansas,Gray,33.92857142857143,Percent,20069,798
Kansas,Greeley,40.74074074074074,Percent,20071,801
Kansas,Greenwood,49.89711934156379,Percent,20073,803
Kansas,Hamilton,52.57352941176471,Percent,20075,805
Kansas,Harper,49.47867298578199,Percent,20077,807
Kansas,Harvey,39.06167633104902,Percent,20079,812
Kansas,Haskell,51.42503097893433,Percent,20081,815
Kansas,Hodgeman,24.66216216216216,Percent,20083,818
Kansas,Jackson,35.560344827586206,Percent,20085,819
Kansas,Jefferson,28.761329305135952,Percent,20087,821
Kansas,Jewell,37.74834437086093,Percent,20089,822
Kansas,Johnson,19.224150594950785,Percent,20091,824
Kansas,Kearny,48.642266824085006,Percent,20093,826
Kansas,Kingman,36.771300448430495,Percent,20095,827
Kansas,Kiowa,33.980582524271846,Percent,20097,829
Kansas,Labette,50.94806265457543,Percent,20099,831
Kansas,Lane,33.75,Percent,20101,833
Kansas,Leavenworth,28.222916825493634,Percent,20103,836
Kansas,Lincoln,38.20459290187891,Percent,20105,838
Kansas,Linn,43.67939752555137,Percent,20107,840
Kansas,Logan,37.79527559055118,Percent,20109,842
Kansas,Lyon,48.1008164714235,Percent,20111,844
Kansas,McPherson,25.923862581244194,Percent,20113,846
Kansas,Marion,26.881211547562707,Percent,20115,848
Kansas,Marshall,28.968713789107763,Percent,20117,850
Kansas,Meade,43.61979166666667,Percent,20119,851
Kansas,Miami,29.83155225502626,Percent,20121,853
Kansas,Mitchell,29.207920792079207,Percent,20123,854
Kansas,Montgomery,53.861603067372656,Percent,20125,856
Kansas,Morris,33.89021479713604,Percent,20127,858
Kansas,Morton,38.26291079812207,Percent,20129,859
Kansas,Nemaha,21.87659357470678,Percent,20131,861
Kansas,Neosho,49.61038961038961,Percent,20133,862
Kansas,Ness,39.436619718309856,Percent,20135,864
Kansas,Norton,31.182795698924732,Percent,20137,866
Kansas,Osage,39.44341372912801,Percent,20139,867
Kansas,Osborne,39.0990990990991,Percent,20141,869
Kansas,Ottawa,32.17461600646726,Percent,20143,870
Kansas,Pawnee,44.63028169014084,Percent,20145,872
Kansas,Phillips,32.418162618796195,Percent,20147,873
Kansas,Pottawatomie,22.923034176160044,Percent,20149,876
Kansas,Pratt,34.19233186675047,Percent,20151,878
Kansas,Rawlins,37.08791208791209,Percent,20153,880
Kansas,Reno,45.64605276879758,Percent,20155,882
Kansas,Republic,37.75649794801642,Percent,20157,884
Kansas,Rice,45.86381541924592,Percent,20159,886
Kansas,Riley,29.520725388601036,Percent,20161,888
Kansas,Rooks,34.53416149068323,Percent,20163,889
Kansas,Rush,41.35188866799205,Percent,20165,891
Kansas,Russell,39.13934426229508,Percent,20167,893
Kansas,Saline,46.11822059719683,Percent,20169,895
Kansas,Scott,35.13238289205703,Percent,20171,897
Kansas,Sedgwick,50.59060687508842,Percent,20173,898
Kansas,Seward,70.41164839115585,Percent,20175,900
Kansas,Shawnee,48.25483237432381,Percent,20177,902
Kansas,Sheridan,27.07509881422925,Percent,20179,904
Kansas,Sherman,38.111111111111114,Percent,20181,907
Kansas,Smith,39.15547024952015,Percent,20183,909
Kansas,Stafford,43.92857142857143,Percent,20185,911
Kansas,Stanton,46.56319290465632,Percent,20187,913
Kansas,Stevens,47.26181545386346,Percent,20189,914
Kansas,Sumner,35.473684210526315,Percent,20191,916
Kansas,Thomas,32.05574912891986,Percent,20193,917
Kansas,Trego,26.01010101010101,Percent,20195,919
Kansas,Wabaunsee,26.095617529880478,Percent,20197,920
Kansas,Wallace,27.27272727272727,Percent,20199,921
Kansas,Washington,28.875968992248062,Percent,20201,922
Kansas,Wichita,44.312796208530806,Percent,20203,923
Kansas,Wilson,44.363193174893354,Percent,20205,925
Kansas,Woodson,48.472505091649694,Percent,20207,926
Kansas,Wyandotte,66.13761928679057,Percent,20209,927
Kentucky,Adair,62.17924879137225,Percent,21001,928
Kentucky,Allen,57.40801042005861,Percent,21003,929
Kentucky,Anderson,40.88165835738651,Percent,21005,930
Kentucky,Ballard,48.57768052516411,Percent,21007,932
Kentucky,Barren,55.219499744767745,Percent,21009,933
Kentucky,Bath,66.04215456674473,Percent,21011,934
Kentucky,Bell,73.54519191085431,Percent,21013,936
Kentucky,Boone,33.370913190529876,Percent,21015,1002
Kentucky,Bourbon,58.05387575590984,Percent,21017,1005
Kentucky,Boyd,55.51505332793304,Percent,21019,1008
Kentucky,Boyle,49.98934583422118,Percent,21021,1010
Kentucky,Bracken,56.463878326996195,Percent,21023,1013
Kentucky,Breathitt,71.36431784107945,Percent,21025,1017
Kentucky,Breckinridge,59.94492044063647,Percent,21027,1020
Kentucky,Bullitt,43.412301023839774,Percent,21029,1024
Kentucky,Butler,52.6173285198556,Percent,21031,1026
Kentucky,Caldwell,56.21359223300971,Percent,21033,1031
Kentucky,Calloway,49.635774989882634,Percent,21035,1033
Kentucky,Campbell,43.90552509489667,Percent,21037,1035
Kentucky,Carlisle,52.77777777777778,Percent,21039,1039
Kentucky,Carroll,62.66794625719769,Percent,21041,1041
Kentucky,Carter,60.141357892482326,Percent,21043,1044
Kentucky,Casey,65.15604959384352,Percent,21045,1048
Kentucky,Christian,63.2146829810901,Percent,21047,1050
Kentucky,Clark,57.22782984859409,Percent,21049,1053
Kentucky,Clay,71.8564650059312,Percent,21051,1056
Kentucky,Clinton,70.61477721376198,Percent,21053,1059
Kentucky,Crittenden,nan,Percent,21055,1064
Kentucky,Cumberland,67.7765843179377,Percent,21057,1067
Kentucky,Daviess,51.738976656448955,Percent,21059,1071
Kentucky,Edmonson,54.67075038284839,Percent,21061,1073
Kentucky,Elliott,67.10526315789474,Percent,21063,1075
Kentucky,Estill,64.2573471008737,Percent,21065,1077
Kentucky,Fayette,49.10008080907021,Percent,21067,1080
Kentucky,Fleming,57.799742157284065,Percent,21069,1083
Kentucky,Floyd,72.73628552544614,Percent,21071,1085
Kentucky,Franklin,52.17816252443451,Percent,21073,1086
Kentucky,Fulton,71.14788004136504,Percent,21075,1088
Kentucky,Gallatin,63.373772385904104,Percent,21077,1090
Kentucky,Garrard,53.86893743058126,Percent,21079,1092
Kentucky,Grant,61.12138016019717,Percent,21081,1094
