State,County,SNAP Broad-based Categorical Eligibility 2016 (SNAP_BBCE16),Units,FIPS,FID
Illinois,Marshall,1,Classification,17123,202
Illinois,Mason,1,Classification,17125,206
Illinois,Massac,1,Classification,17127,208
Illinois,Menard,1,Classification,17129,212
Illinois,Mercer,1,Classification,17131,216
Illinois,Monroe,1,Classification,17133,219
Illinois,Montgomery,1,Classification,17135,223
Illinois,Morgan,1,Classification,17137,225
Illinois,Moultrie,1,Classification,17139,227
Illinois,Ogle,1,Classification,17141,229
Illinois,Peoria,1,Classification,17143,233
Illinois,Perry,1,Classification,17145,235
Illinois,Piatt,1,Classification,17147,238
Illinois,Pike,1,Classification,17149,241
Illinois,Pope,1,Classification,17151,245
Illinois,Pulaski,1,Classification,17153,248
Illinois,Putnam,1,Classification,17155,253
Illinois,Randolph,1,Classification,17157,255
Illinois,Richland,1,Classification,17159,259
Illinois,Rock Island,1,Classification,17161,265
Illinois,St. Clair,1,Classification,17163,269
Illinois,Saline,1,Classification,17165,271
Illinois,Sangamon,1,Classification,17167,274
Illinois,Schuyler,1,Classification,17169,278
Illinois,Scott,1,Classification,17171,280
Illinois,Shelby,1,Classification,17173,283
Illinois,Stark,1,Classification,17175,285
Illinois,Stephenson,1,Classification,17177,290
Illinois,Tazewell,1,Classification,17179,291
Illinois,Union,1,Classification,17181,293
Illinois,Vermilion,1,Classification,17183,296
Illinois,Wabash,1,Classification,17185,299
Illinois,Warren,1,Classification,17187,301
Illinois,Washington,1,Classification,17189,305
Illinois,Wayne,1,Classification,17191,310
Illinois,White,1,Classification,17193,312
Illinois,Whiteside,1,Classification,17195,314
Illinois,Will,1,Classification,17197,320
Illinois,Williamson,1,Classification,17199,324
Illinois,Winnebago,1,Classification,17201,325
Illinois,Woodford,1,Classification,17203,328
Indiana,Adams,0,Classification,18001,330
Indiana,Allen,0,Classification,18003,335
Indiana,Bartholomew,0,Classification,18005,342
Indiana,Benton,0,Classification,18007,179
Indiana,Blackford,0,Classification,18009,183
Indiana,Boone,0,Classification,18011,185
Indiana,Brown,0,Classification,18013,188
Indiana,Carroll,0,Classification,18015,195
Indiana,Cass,0,Classification,18017,211
Indiana,Clark,0,Classification,18019,215
Indiana,Clay,0,Classification,18021,221
Indiana,Clinton,0,Classification,18023,226
Indiana,Crawford,0,Classification,18025,232
Indiana,Daviess,0,Classification,18027,239
Indiana,Dearborn,0,Classification,18029,242
Indiana,Decatur,0,Classification,18031,246
Indiana,DeKalb,0,Classification,18033,249
Indiana,Delaware,0,Classification,18035,252
Indiana,Dubois,0,Classification,18037,254
Indiana,Elkhart,0,Classification,18039,260
Indiana,Fayette,0,Classification,18041,263
Indiana,Floyd,0,Classification,18043,267
Indiana,Fountain,0,Classification,18045,270
Indiana,Franklin,0,Classification,18047,272
Indiana,Fulton,0,Classification,18049,276
Indiana,Gibson,0,Classification,18051,286
Indiana,Grant,0,Classification,18053,297
Indiana,Greene,0,Classification,18055,309
Indiana,Hamilton,0,Classification,18057,321
Indiana,Hancock,0,Classification,18059,329
Indiana,Harrison,0,Classification,18061,334
Indiana,Hendricks,0,Classification,18063,341
Indiana,Henry,0,Classification,18065,344
Indiana,Howard,0,Classification,18067,348
Indiana,Huntington,0,Classification,18069,352
Indiana,Jackson,0,Classification,18071,355
Indiana,Jasper,0,Classification,18073,356
Indiana,Jay,0,Classification,18075,358
Indiana,Jefferson,0,Classification,18077,363
Indiana,Jennings,0,Classification,18079,367
Indiana,Johnson,0,Classification,18081,370
Indiana,Knox,0,Classification,18083,376
Indiana,Kosciusko,0,Classification,18085,384
Indiana,LaGrange,0,Classification,18087,386
Indiana,Lake,0,Classification,18089,389
Indiana,LaPorte,0,Classification,18091,392
Indiana,Lawrence,0,Classification,18093,396
Indiana,Madison,0,Classification,18095,401
Indiana,Marion,0,Classification,18097,409
Indiana,Marshall,0,Classification,18099,412
Indiana,Martin,0,Classification,18101,418
Indiana,Miami,0,Classification,18103,420
Indiana,Monroe,0,Classification,18105,422
Indiana,Montgomery,0,Classification,18107,425
Indiana,Morgan,0,Classification,18109,430
Indiana,Newton,0,Classification,18111,433
Indiana,Noble,0,Classification,18113,436
Indiana,Ohio,0,Classification,18115,440
Indiana,Orange,0,Classification,18117,444
Indiana,Owen,0,Classification,18119,448
Indiana,Parke,0,Classification,18121,452
Indiana,Perry,0,Classification,18123,459
Indiana,Pike,0,Classification,18125,465
Indiana,Porter,0,Classification,18127,468
Indiana,Posey,0,Classification,18129,471
Indiana,Pulaski,0,Classification,18131,477
Indiana,Putnam,0,Classification,18133,480
Indiana,Randolph,0,Classification,18135,485
Indiana,Ripley,0,Classification,18137,488
Indiana,Rush,0,Classification,18139,493
Indiana,St. Joseph,0,Classification,18141,496
Indiana,Scott,0,Classification,18143,504
Indiana,Shelby,0,Classification,18145,506
Indiana,Spencer,0,Classification,18147,509
Indiana,Starke,0,Classification,18149,512
Indiana,Steuben,0,Classification,18151,515
Indiana,Sullivan,0,Classification,18153,518
Indiana,Switzerland,0,Classification,18155,526
Indiana,Tippecanoe,0,Classification,18157,530
Indiana,Tipton,0,Classification,18159,534
Indiana,Union,0,Classification,18161,538
Indiana,Vanderburgh,0,Classification,18163,543
Indiana,Vermillion,0,Classification,18165,548
Indiana,Vigo,0,Classification,18167,553
Indiana,Wabash,0,Classification,18169,555
Indiana,Warren,0,Classification,18171,567
Indiana,Warrick,0,Classification,18173,575
Indiana,Washington,0,Classification,18175,584
Indiana,Wayne,0,Classification,18177,586
Indiana,Wells,0,Classification,18179,590
Indiana,White,0,Classification,18181,594
Indiana,Whitley,0,Classification,18183,597
Iowa,Adair,1,Classification,19001,598
Iowa,Adams,1,Classification,19003,602
Iowa,Allamakee,1,Classification,19005,608
Iowa,Appanoose,1,Classification,19007,611
Iowa,Audubon,1,Classification,19009,615
Iowa,Benton,1,Classification,19011,619
Iowa,Black Hawk,1,Classification,19013,623
Iowa,Boone,1,Classification,19015,625
Iowa,Bremer,1,Classification,19017,631
Iowa,Buchanan,1,Classification,19019,632
Iowa,Buena Vista,1,Classification,19021,633
Iowa,Butler,1,Classification,19023,361
Iowa,Calhoun,1,Classification,19025,365
Iowa,Carroll,1,Classification,19027,369
Iowa,Cass,1,Classification,19029,374
Iowa,Cedar,1,Classification,19031,379
Iowa,Cerro Gordo,1,Classification,19033,383
Iowa,Cherokee,1,Classification,19035,388
Iowa,Chickasaw,1,Classification,19037,393
Iowa,Clarke,1,Classification,19039,397
Iowa,Clay,1,Classification,19041,398
Iowa,Clayton,1,Classification,19043,402
Iowa,Clinton,1,Classification,19045,404
Iowa,Crawford,1,Classification,19047,408
Iowa,Dallas,1,Classification,19049,413
Iowa,Davis,1,Classification,19051,416
Iowa,Decatur,1,Classification,19053,419
Iowa,Delaware,1,Classification,19055,421
Iowa,Des Moines,1,Classification,19057,424
Iowa,Dickinson,1,Classification,19059,427
Iowa,Dubuque,1,Classification,19061,434
Iowa,Emmet,1,Classification,19063,437
Iowa,Fayette,1,Classification,19065,442
Iowa,Floyd,1,Classification,19067,447
Iowa,Franklin,1,Classification,19069,451
Iowa,Fremont,1,Classification,19071,455
Iowa,Greene,1,Classification,19073,458
Iowa,Grundy,1,Classification,19075,460
Iowa,Guthrie,1,Classification,19077,467
Iowa,Hamilton,1,Classification,19079,469
Iowa,Hancock,1,Classification,19081,470
Iowa,Hardin,1,Classification,19083,475
Iowa,Harrison,1,Classification,19085,478
Iowa,Henry,1,Classification,19087,479
Iowa,Howard,1,Classification,19089,481
Iowa,Humboldt,1,Classification,19091,487
Iowa,Ida,1,Classification,19093,491
Iowa,Iowa,1,Classification,19095,495
Iowa,Jackson,1,Classification,19097,499
Iowa,Jasper,1,Classification,19099,505
Iowa,Jefferson,1,Classification,19101,507
Iowa,Johnson,1,Classification,19103,508
Iowa,Jones,1,Classification,19105,516
Iowa,Keokuk,1,Classification,19107,520
Iowa,Kossuth,1,Classification,19109,523
Iowa,Lee,1,Classification,19111,531
Iowa,Linn,1,Classification,19113,535
Iowa,Louisa,1,Classification,19115,539
Iowa,Lucas,1,Classification,19117,542
Iowa,Lyon,1,Classification,19119,546
Iowa,Madison,1,Classification,19121,550
Iowa,Mahaska,1,Classification,19123,554
Iowa,Marion,1,Classification,19125,561
Iowa,Marshall,1,Classification,19127,568
Iowa,Mills,1,Classification,19129,569
Iowa,Mitchell,1,Classification,19131,572
Iowa,Monona,1,Classification,19133,576
Iowa,Monroe,1,Classification,19135,580
Iowa,Montgomery,1,Classification,19137,595
Iowa,Muscatine,1,Classification,19139,600
Iowa,O'Brien,1,Classification,19141,604
Iowa,Osceola,1,Classification,19143,607
Iowa,Page,1,Classification,19145,612
Iowa,Palo Alto,1,Classification,19147,618
Iowa,Plymouth,1,Classification,19149,622
Iowa,Pocahontas,1,Classification,19151,624
Iowa,Polk,1,Classification,19153,629
Iowa,Pottawattamie,1,Classification,19155,637
Iowa,Poweshiek,1,Classification,19157,640
Iowa,Ringgold,1,Classification,19159,642
Iowa,Sac,1,Classification,19161,647
Iowa,Scott,1,Classification,19163,657
Iowa,Shelby,1,Classification,19165,660
Iowa,Sioux,1,Classification,19167,663
Iowa,Story,1,Classification,19169,668
Iowa,Tama,1,Classification,19171,671
Iowa,Taylor,1,Classification,19173,674
Iowa,Union,1,Classification,19175,675
Iowa,Van Buren,1,Classification,19177,678
Iowa,Wapello,1,Classification,19179,681
Iowa,Warren,1,Classification,19181,685
Iowa,Washington,1,Classification,19183,687
Iowa,Wayne,1,Classification,19185,691
Iowa,Webster,1,Classification,19187,694
Iowa,Winnebago,1,Classification,19189,696
Iowa,Winneshiek,1,Classification,19191,698
Iowa,Woodbury,1,Classification,19193,702
Iowa,Worth,1,Classification,19195,703
Iowa,Wright,1,Classification,19197,705
Kansas,Allen,0,Classification,20001,709
Kansas,Anderson,0,Classification,20003,712
Kansas,Atchison,0,Classification,20005,715
Kansas,Barber,0,Classification,20007,717
Kansas,Barton,0,Classification,20009,719
Kansas,Bourbon,0,Classification,20011,722
Kansas,Brown,0,Classification,20013,723
Kansas,Butler,0,Classification,20015,726
Kansas,Chase,0,Classification,20017,729
Kansas,Chautauqua,0,Classification,20019,730
Kansas,Cherokee,0,Classification,20021,732
Kansas,Cheyenne,0,Classification,20023,736
Kansas,Clark,0,Classification,20025,738
Kansas,Clay,0,Classification,20027,739
Kansas,Cloud,0,Classification,20029,740
Kansas,Coffey,0,Classification,20031,745
Kansas,Comanche,0,Classification,20033,748
Kansas,Cowley,0,Classification,20035,752
Kansas,Crawford,0,Classification,20037,756
Kansas,Decatur,0,Classification,20039,759
Kansas,Dickinson,0,Classification,20041,762
Kansas,Doniphan,0,Classification,20043,765
Kansas,Douglas,0,Classification,20045,767
Kansas,Edwards,0,Classification,20047,770
Kansas,Elk,0,Classification,20049,773
Kansas,Ellis,0,Classification,20051,774
Kansas,Ellsworth,0,Classification,20053,776
Kansas,Finney,0,Classification,20055,778
Kansas,Ford,0,Classification,20057,784
Kansas,Franklin,0,Classification,20059,786
Kansas,Geary,0,Classification,20061,788
Kansas,Gove,0,Classification,20063,790
Kansas,Graham,0,Classification,20065,791
Kansas,Grant,0,Classification,20067,794
Kansas,Gray,0,Classification,20069,798
Kansas,Greeley,0,Classification,20071,801
Kansas,Greenwood,0,Classification,20073,803
Kansas,Hamilton,0,Classification,20075,805
Kansas,Harper,0,Classification,20077,807
Kansas,Harvey,0,Classification,20079,812
Kansas,Haskell,0,Classification,20081,815
Kansas,Hodgeman,0,Classification,20083,818
Kansas,Jackson,0,Classification,20085,819
Kansas,Jefferson,0,Classification,20087,821
Kansas,Jewell,0,Classification,20089,822
Kansas,Johnson,0,Classification,20091,824
Kansas,Kearny,0,Classification,20093,826
Kansas,Kingman,0,Classification,20095,827
Kansas,Kiowa,0,Classification,20097,829
Kansas,Labette,0,Classification,20099,831
Kansas,Lane,0,Classification,20101,833
Kansas,Leavenworth,0,Classification,20103,836
Kansas,Lincoln,0,Classification,20105,838
Kansas,Linn,0,Classification,20107,840
Kansas,Logan,0,Classification,20109,842
Kansas,Lyon,0,Classification,20111,844
Kansas,McPherson,0,Classification,20113,846
Kansas,Marion,0,Classification,20115,848
Kansas,Marshall,0,Classification,20117,850
Kansas,Meade,0,Classification,20119,851
Kansas,Miami,0,Classification,20121,853
Kansas,Mitchell,0,Classification,20123,854
Kansas,Montgomery,0,Classification,20125,856
Kansas,Morris,0,Classification,20127,858
Kansas,Morton,0,Classification,20129,859
Kansas,Nemaha,0,Classification,20131,861
Kansas,Neosho,0,Classification,20133,862
Kansas,Ness,0,Classification,20135,864
Kansas,Norton,0,Classification,20137,866
Kansas,Osage,0,Classification,20139,867
Kansas,Osborne,0,Classification,20141,869
Kansas,Ottawa,0,Classification,20143,870
Kansas,Pawnee,0,Classification,20145,872
Kansas,Phillips,0,Classification,20147,873
Kansas,Pottawatomie,0,Classification,20149,876
Kansas,Pratt,0,Classification,20151,878
Kansas,Rawlins,0,Classification,20153,880
Kansas,Reno,0,Classification,20155,882
Kansas,Republic,0,Classification,20157,884
Kansas,Rice,0,Classification,20159,886
Kansas,Riley,0,Classification,20161,888
Kansas,Rooks,0,Classification,20163,889
Kansas,Rush,0,Classification,20165,891
Kansas,Russell,0,Classification,20167,893
Kansas,Saline,0,Classification,20169,895
Kansas,Scott,0,Classification,20171,897
Kansas,Sedgwick,0,Classification,20173,898
Kansas,Seward,0,Classification,20175,900
Kansas,Shawnee,0,Classification,20177,902
Kansas,Sheridan,0,Classification,20179,904
Kansas,Sherman,0,Classification,20181,907
Kansas,Smith,0,Classification,20183,909
Kansas,Stafford,0,Classification,20185,911
Kansas,Stanton,0,Classification,20187,913
Kansas,Stevens,0,Classification,20189,914
Kansas,Sumner,0,Classification,20191,916
Kansas,Thomas,0,Classification,20193,917
Kansas,Trego,0,Classification,20195,919
Kansas,Wabaunsee,0,Classification,20197,920
Kansas,Wallace,0,Classification,20199,921
Kansas,Washington,0,Classification,20201,922
Kansas,Wichita,0,Classification,20203,923
Kansas,Wilson,0,Classification,20205,925
Kansas,Woodson,0,Classification,20207,926
Kansas,Wyandotte,0,Classification,20209,927
Kentucky,Adair,1,Classification,21001,928
Kentucky,Allen,1,Classification,21003,929
Kentucky,Anderson,1,Classification,21005,930
Kentucky,Ballard,1,Classification,21007,932
Kentucky,Barren,1,Classification,21009,933
Kentucky,Bath,1,Classification,21011,934
Kentucky,Bell,1,Classification,21013,936
Kentucky,Boone,1,Classification,21015,1002
Kentucky,Bourbon,1,Classification,21017,1005
Kentucky,Boyd,1,Classification,21019,1008
Kentucky,Boyle,1,Classification,21021,1010
Kentucky,Bracken,1,Classification,21023,1013
Kentucky,Breathitt,1,Classification,21025,1017
Kentucky,Breckinridge,1,Classification,21027,1020
Kentucky,Bullitt,1,Classification,21029,1024
Kentucky,Butler,1,Classification,21031,1026
Kentucky,Caldwell,1,Classification,21033,1031
Kentucky,Calloway,1,Classification,21035,1033
Kentucky,Campbell,1,Classification,21037,1035
Kentucky,Carlisle,1,Classification,21039,1039
Kentucky,Carroll,1,Classification,21041,1041
Kentucky,Carter,1,Classification,21043,1044
Kentucky,Casey,1,Classification,21045,1048
Kentucky,Christian,1,Classification,21047,1050
Kentucky,Clark,1,Classification,21049,1053
Kentucky,Clay,1,Classification,21051,1056
Kentucky,Clinton,1,Classification,21053,1059
Kentucky,Crittenden,1,Classification,21055,1064
Kentucky,Cumberland,1,Classification,21057,1067
Kentucky,Daviess,1,Classification,21059,1071
Kentucky,Edmonson,1,Classification,21061,1073
Kentucky,Elliott,1,Classification,21063,1075
Kentucky,Estill,1,Classification,21065,1077
Kentucky,Fayette,1,Classification,21067,1080
Kentucky,Fleming,1,Classification,21069,1083
Kentucky,Floyd,1,Classification,21071,1085
Kentucky,Franklin,1,Classification,21073,1086
Kentucky,Fulton,1,Classification,21075,1088
Kentucky,Gallatin,1,Classification,21077,1090
Kentucky,Garrard,1,Classification,21079,1092
Kentucky,Grant,1,Classification,21081,1094
Kentucky,Graves,1,Classification,21083,1097
Kentucky,Grayson,1,Classification,21085,1100
Kentucky,Green,1,Classification,21087,1102
Kentucky,Greenup,1,Classification,21089,1105
Kentucky,Hancock,1,Classification,21091,1107
Kentucky,Hardin,1,Classification,21093,1110
Kentucky,Harlan,1,Classification,21095,1114
Kentucky,Harrison,1,Classification,21097,1119
Kentucky,Hart,1,Classification,21099,1121
Kentucky,Henderson,1,Classification,21101,1126
Kentucky,Henry,1,Classification,21103,1129
Kentucky,Hickman,1,Classification,21105,1130
Kentucky,Hopkins,1,Classification,21107,1136
Kentucky,Jackson,1,Classification,21109,1140
Kentucky,Jefferson,1,Classification,21111,1143
Kentucky,Jessamine,1,Classification,21113,1145
Kentucky,Johnson,1,Classification,21115,1148
Kentucky,Kenton,1,Classification,21117,1151
Kentucky,Knott,1,Classification,21119,1154
Kentucky,Knox,1,Classification,21121,1159
Kentucky,Larue,1,Classification,21123,1162
Kentucky,Laurel,1,Classification,21125,1166
Kentucky,Lawrence,1,Classification,21127,1167
Kentucky,Lee,1,Classification,21129,1171
Kentucky,Leslie,1,Classification,21131,1175
Kentucky,Letcher,1,Classification,21133,1178
Kentucky,Lewis,1,Classification,21135,1180
Kentucky,Lincoln,1,Classification,21137,1184
Kentucky,Livingston,1,Classification,21139,1187
Kentucky,Logan,1,Classification,21141,1190
Kentucky,Lyon,1,Classification,21143,1193
Kentucky,McCracken,1,Classification,21145,1196
Kentucky,McCreary,1,Classification,21147,1198
Kentucky,McLean,1,Classification,21149,1201
Kentucky,Madison,1,Classification,21151,1204
Kentucky,Magoffin,1,Classification,21153,1206
Kentucky,Marion,1,Classification,21155,1210
Kentucky,Marshall,1,Classification,21157,1213
Kentucky,Martin,1,Classification,21159,1215
Kentucky,Mason,1,Classification,21161,1217
Kentucky,Meade,1,Classification,21163,1220
Kentucky,Menifee,1,Classification,21165,1222
Kentucky,Mercer,1,Classification,21167,1225
Kentucky,Metcalfe,1,Classification,21169,1228
Kentucky,Monroe,1,Classification,21171,1230
Kentucky,Montgomery,1,Classification,21173,1233
Kentucky,Morgan,1,Classification,21175,1235
Kentucky,Muhlenberg,1,Classification,21177,1238
Kentucky,Nelson,1,Classification,21179,1243
Kentucky,Nicholas,1,Classification,21181,1246
Kentucky,Ohio,1,Classification,21183,1249
Kentucky,Oldham,1,Classification,21185,1252
Kentucky,Owen,1,Classification,21187,1255
Kentucky,Owsley,1,Classification,21189,1257
Kentucky,Pendleton,1,Classification,21191,1260
Kentucky,Perry,1,Classification,21193,1265
Kentucky,Pike,1,Classification,21195,1267
Kentucky,Powell,1,Classification,21197,1270
Kentucky,Pulaski,1,Classification,21199,1272
Kentucky,Robertson,1,Classification,21201,1273
Kentucky,Rockcastle,1,Classification,21203,1276
Kentucky,Rowan,1,Classification,21205,1279
Kentucky,Russell,1,Classification,21207,1282
Kentucky,Scott,1,Classification,21209,1283
Kentucky,Shelby,1,Classification,21211,1285
Kentucky,Simpson,1,Classification,21213,1287
Kentucky,Spencer,1,Classification,21215,1000
Kentucky,Taylor,1,Classification,21217,1003
Kentucky,Todd,1,Classification,21219,1006
Kentucky,Trigg,1,Classification,21221,1009
Kentucky,Trimble,1,Classification,21223,1012
Kentucky,Union,1,Classification,21225,1016
Kentucky,Warren,1,Classification,21227,1019
Kentucky,Washington,1,Classification,21229,1023
Kentucky,Wayne,1,Classification,21231,1027
Kentucky,Webster,1,Classification,21233,1029
Kentucky,Whitley,1,Classification,21235,1034
Kentucky,Wolfe,1,Classification,21237,1037
Kentucky,Woodford,1,Classification,21239,1042
Louisiana,Acadia,0,Classification,22001,1046
Louisiana,Allen,0,Classification,22003,1051
Louisiana,Ascension,0,Classification,22005,1055
Louisiana,Assumption,0,Classification,22007,1060
Louisiana,Avoyelles,0,Classification,22009,1062
Louisiana,Beauregard,0,Classification,22011,1066
Louisiana,Bienville,0,Classification,22013,1069
Louisiana,Bossier,0,Classification,22015,1076
Louisiana,Caddo,0,Classification,22017,1079
Louisiana,Calcasieu,0,Classification,22019,1081
Louisiana,Caldwell,0,Classification,22021,1084
Louisiana,Cameron,0,Classification,22023,1089
Louisiana,Catahoula,0,Classification,22025,1093
Louisiana,Claiborne,0,Classification,22027,1095
Louisiana,Concordia,0,Classification,22029,1098
Louisiana,De Soto,0,Classification,22031,1103
Louisiana,East Baton Rouge,0,Classification,22033,1108
Louisiana,East Carroll,0,Classification,22035,1111
Louisiana,East Feliciana,0,Classification,22037,1115
Louisiana,Evangeline,0,Classification,22039,1118
Louisiana,Franklin,0,Classification,22041,1123
Louisiana,Grant,0,Classification,22043,1127
Louisiana,Iberia,0,Classification,22045,1133
Louisiana,Iberville,0,Classification,22047,1134
Louisiana,Jackson,0,Classification,22049,1138
Louisiana,Jefferson,0,Classification,22051,1147
Louisiana,Jefferson Davis,0,Classification,22053,1155
Louisiana,Lafayette,0,Classification,22055,1161
Louisiana,Lafourche,0,Classification,22057,1280
Louisiana,La Salle,0,Classification,22059,1289
Louisiana,Lincoln,0,Classification,22061,1291
Louisiana,Livingston,0,Classification,22063,1295
Louisiana,Madison,0,Classification,22065,1297
Louisiana,Morehouse,0,Classification,22067,1299
Louisiana,Natchitoches,0,Classification,22069,1301
Louisiana,Orleans,0,Classification,22071,1304
Louisiana,Ouachita,0,Classification,22073,1306
Louisiana,Plaquemines,0,Classification,22075,1427
Louisiana,Pointe Coupee,0,Classification,22077,1431
Louisiana,Rapides,0,Classification,22079,1434
Louisiana,Red River,0,Classification,22081,1436
Louisiana,Richland,0,Classification,22083,1439
Louisiana,Sabine,0,Classification,22085,1441
Louisiana,St. Bernard,0,Classification,22087,1463
Louisiana,St. Charles,0,Classification,22089,1466
Louisiana,St. Helena,0,Classification,22091,1467
Louisiana,St. James,0,Classification,22093,1468
Louisiana,St. John the Baptist,0,Classification,22095,1469
Louisiana,St. Landry,0,Classification,22097,1471
Louisiana,St. Martin,0,Classification,22099,1473
Louisiana,St. Mary,0,Classification,22101,1474
Louisiana,St. Tammany,0,Classification,22103,1475
Louisiana,Tangipahoa,0,Classification,22105,1476
Louisiana,Tensas,0,Classification,22107,1479
Louisiana,Terrebonne,0,Classification,22109,1501
Louisiana,Union,0,Classification,22111,1507
Louisiana,Vermilion,0,Classification,22113,1510
Louisiana,Vernon,0,Classification,22115,1513
Louisiana,Washington,0,Classification,22117,1516
Louisiana,Webster,0,Classification,22119,1518
Louisiana,West Baton Rouge,0,Classification,22121,1520
Louisiana,West Carroll,0,Classification,22123,1522
Louisiana,West Feliciana,0,Classification,22125,1524
Louisiana,Winn,0,Classification,22127,1529
Maine,Androscoggin,1,Classification,23001,1532
Maine,Aroostook,1,Classification,23003,1535
Maine,Cumberland,1,Classification,23005,1608
Maine,Franklin,1,Classification,23007,1619
Maine,Hancock,1,Classification,23009,1748
Maine,Kennebec,1,Classification,23011,1755
Maine,Knox,1,Classification,23013,1774
Maine,Lincoln,1,Classification,23015,1835
Maine,Oxford,1,Classification,23017,1842
Maine,Penobscot,1,Classification,23019,1846
Maine,Piscataquis,1,Classification,23021,1851
Maine,Sagadahoc,1,Classification,23023,1855
Maine,Somerset,1,Classification,23025,1860
Maine,Waldo,1,Classification,23027,1865
Maine,Washington,1,Classification,23029,1884
Maine,York,1,Classification,23031,1901
Maryland,Allegany,1,Classification,24001,1905
Maryland,Anne Arundel,1,Classification,24003,1925
Maryland,Baltimore County,1,Classification,24005,1939
Maryland,Calvert,1,Classification,24009,1946
Maryland,Caroline,1,Classification,24011,1949
Maryland,Carroll,1,Classification,24013,1955
Maryland,Cecil,1,Classification,24015,1963
Maryland,Charles,1,Classification,24017,1294
Maryland,Dorchester,1,Classification,24019,1346
Maryland,Frederick,1,Classification,24021,1357
Maryland,Garrett,1,Classification,24023,1361
Maryland,Harford,1,Classification,24025,1372
Maryland,Howard,1,Classification,24027,1379
Maryland,Kent,1,Classification,24029,1394
Maryland,Montgomery,1,Classification,24031,1398
Maryland,Prince George's,1,Classification,24033,1403
Maryland,Queen Anne's,1,Classification,24035,1413
Maryland,St. Mary's,1,Classification,24037,1421
Maryland,Somerset,1,Classification,24039,1430
Maryland,Talbot,1,Classification,24041,1438
Maryland,Washington,1,Classification,24043,1445
Maryland,Wicomico,1,Classification,24045,1446
Maryland,Worcester,1,Classification,24047,1456
Maryland,Baltimore County,1,Classification,24510,1939
Massachusetts,Barnstable,1,Classification,25001,1478
Massachusetts,Berkshire,1,Classification,25003,1480
Massachusetts,Bristol,1,Classification,25005,1486
Massachusetts,Dukes,1,Classification,25007,1491
Massachusetts,Essex,1,Classification,25009,1519
Massachusetts,Franklin,1,Classification,25011,1523
Massachusetts,Hampden,1,Classification,25013,1526
Massachusetts,Hampshire,1,Classification,25015,1527
Massachusetts,Middlesex,1,Classification,25017,1533
Massachusetts,Nantucket,1,Classification,25019,1537
Massachusetts,Norfolk,1,Classification,25021,1543
Massachusetts,Plymouth,1,Classification,25023,1569
Massachusetts,Suffolk,1,Classification,25025,1585
Massachusetts,Worcester,1,Classification,25027,1599
Michigan,Alcona,1,Classification,26001,1603
Michigan,Alger,1,Classification,26003,1609
Michigan,Allegan,1,Classification,26005,1611
Michigan,Alpena,1,Classification,26007,1614
Michigan,Antrim,1,Classification,26009,1617
Michigan,Arenac,1,Classification,26011,1621
Michigan,Baraga,1,Classification,26013,1624
Michigan,Barry,1,Classification,26015,1627
Michigan,Bay,1,Classification,26017,1631
Michigan,Benzie,1,Classification,26019,1634
Michigan,Berrien,1,Classification,26021,1635
Michigan,Branch,1,Classification,26023,1640
Michigan,Calhoun,1,Classification,26025,1641
Michigan,Cass,1,Classification,26027,1644
Michigan,Charlevoix,1,Classification,26029,1648
Michigan,Cheboygan,1,Classification,26031,1649
Michigan,Chippewa,1,Classification,26033,1660
Michigan,Clare,1,Classification,26035,1665
Michigan,Clinton,1,Classification,26037,1669
Michigan,Crawford,1,Classification,26039,1672
Michigan,Delta,1,Classification,26041,1675
Michigan,Dickinson,1,Classification,26043,1677
Michigan,Eaton,1,Classification,26045,1678
Michigan,Emmet,1,Classification,26047,1686
Michigan,Genesee,1,Classification,26049,1688
Michigan,Gladwin,1,Classification,26051,1691
Michigan,Gogebic,1,Classification,26053,1693
Michigan,Grand Traverse,1,Classification,26055,1697
Michigan,Gratiot,1,Classification,26057,1700
Michigan,Hillsdale,1,Classification,26059,1701
Michigan,Houghton,1,Classification,26061,1705
Michigan,Huron,1,Classification,26063,1708
Michigan,Ingham,1,Classification,26065,1710
Michigan,Ionia,1,Classification,26067,1713
Michigan,Iosco,1,Classification,26069,1715
Michigan,Iron,1,Classification,26071,1716
Michigan,Isabella,1,Classification,26073,1717
Michigan,Jackson,1,Classification,26075,1719
Michigan,Kalamazoo,1,Classification,26077,1720
Michigan,Kalkaska,1,Classification,26079,1722
Michigan,Kent,1,Classification,26081,1726
Michigan,Keweenaw,1,Classification,26083,1743
Michigan,Lake,1,Classification,26085,1749
Michigan,Lapeer,1,Classification,26087,1752
Michigan,Leelanau,1,Classification,26089,1765
Michigan,Lenawee,1,Classification,26091,1768
Michigan,Livingston,1,Classification,26093,1770
Michigan,Luce,1,Classification,26095,1773
Michigan,Mackinac,1,Classification,26097,1779
Michigan,Macomb,1,Classification,26099,1785
Michigan,Manistee,1,Classification,26101,1787
Michigan,Marquette,1,Classification,26103,1793
Michigan,Mason,1,Classification,26105,1797
Michigan,Mecosta,1,Classification,26107,1800
Michigan,Menominee,1,Classification,26109,1802
Michigan,Midland,1,Classification,26111,1806
Michigan,Missaukee,1,Classification,26113,1810
Michigan,Monroe,1,Classification,26115,1812
Michigan,Montcalm,1,Classification,26117,1815
Michigan,Montmorency,1,Classification,26119,1816
Michigan,Muskegon,1,Classification,26121,1818
Michigan,Newaygo,1,Classification,26123,1820
