State,County,FDPIR Sites 2012-15 (PCH_FDPIR_12_15),Units,FIPS,FID
Illinois,Hancock,0.0,Count,17067,111
Illinois,Hardin,0.0,Count,17069,113
Illinois,Henderson,0.0,Count,17071,117
Illinois,Henry,0.0,Count,17073,121
Illinois,Iroquois,0.0,Count,17075,125
Illinois,Jackson,0.0,Count,17077,129
Illinois,Jasper,0.0,Count,17079,133
Illinois,Jefferson,0.0,Count,17081,137
Illinois,Jersey,0.0,Count,17083,142
Illinois,Jo Daviess,0.0,Count,17085,145
Illinois,Johnson,0.0,Count,17087,152
Illinois,Kane,0.0,Count,17089,156
Illinois,Kankakee,0.0,Count,17091,161
Illinois,Kendall,0.0,Count,17093,165
Illinois,Knox,0.0,Count,17095,166
Illinois,Lake,0.0,Count,17097,170
Illinois,LaSalle,0.0,Count,17099,175
Illinois,Lawrence,0.0,Count,17101,177
Illinois,Lee,0.0,Count,17103,180
Illinois,Livingston,0.0,Count,17105,182
Illinois,Logan,0.0,Count,17107,186
Illinois,McDonough,0.0,Count,17109,189
Illinois,McHenry,0.0,Count,17111,192
Illinois,McLean,0.0,Count,17113,193
Illinois,Macon,0.0,Count,17115,194
Illinois,Macoupin,0.0,Count,17117,196
Illinois,Madison,0.0,Count,17119,199
Illinois,Marion,0.0,Count,17121,201
Illinois,Marshall,0.0,Count,17123,202
Illinois,Mason,0.0,Count,17125,206
Illinois,Massac,0.0,Count,17127,208
Illinois,Menard,0.0,Count,17129,212
Illinois,Mercer,0.0,Count,17131,216
Illinois,Monroe,0.0,Count,17133,219
Illinois,Montgomery,0.0,Count,17135,223
Illinois,Morgan,0.0,Count,17137,225
Illinois,Moultrie,0.0,Count,17139,227
Illinois,Ogle,0.0,Count,17141,229
Illinois,Peoria,0.0,Count,17143,233
Illinois,Perry,0.0,Count,17145,235
Illinois,Piatt,0.0,Count,17147,238
Illinois,Pike,0.0,Count,17149,241
Illinois,Pope,0.0,Count,17151,245
Illinois,Pulaski,0.0,Count,17153,248
Illinois,Putnam,0.0,Count,17155,253
Illinois,Randolph,0.0,Count,17157,255
Illinois,Richland,0.0,Count,17159,259
Illinois,Rock Island,0.0,Count,17161,265
Illinois,St. Clair,0.0,Count,17163,269
Illinois,Saline,0.0,Count,17165,271
Illinois,Sangamon,0.0,Count,17167,274
Illinois,Schuyler,0.0,Count,17169,278
Illinois,Scott,0.0,Count,17171,280
Illinois,Shelby,0.0,Count,17173,283
Illinois,Stark,0.0,Count,17175,285
Illinois,Stephenson,0.0,Count,17177,290
Illinois,Tazewell,0.0,Count,17179,291
Illinois,Union,0.0,Count,17181,293
Illinois,Vermilion,0.0,Count,17183,296
Illinois,Wabash,0.0,Count,17185,299
Illinois,Warren,0.0,Count,17187,301
Illinois,Washington,0.0,Count,17189,305
Illinois,Wayne,0.0,Count,17191,310
Illinois,White,0.0,Count,17193,312
Illinois,Whiteside,0.0,Count,17195,314
Illinois,Will,0.0,Count,17197,320
Illinois,Williamson,0.0,Count,17199,324
Illinois,Winnebago,0.0,Count,17201,325
Illinois,Woodford,0.0,Count,17203,328
Indiana,Adams,0.0,Count,18001,330
Indiana,Allen,0.0,Count,18003,335
Indiana,Bartholomew,0.0,Count,18005,342
Indiana,Benton,0.0,Count,18007,179
Indiana,Blackford,0.0,Count,18009,183
Indiana,Boone,0.0,Count,18011,185
Indiana,Brown,0.0,Count,18013,188
Indiana,Carroll,0.0,Count,18015,195
Indiana,Cass,0.0,Count,18017,211
Indiana,Clark,0.0,Count,18019,215
Indiana,Clay,0.0,Count,18021,221
Indiana,Clinton,0.0,Count,18023,226
Indiana,Crawford,0.0,Count,18025,232
Indiana,Daviess,0.0,Count,18027,239
Indiana,Dearborn,0.0,Count,18029,242
Indiana,Decatur,0.0,Count,18031,246
Indiana,DeKalb,0.0,Count,18033,249
Indiana,Delaware,0.0,Count,18035,252
Indiana,Dubois,0.0,Count,18037,254
Indiana,Elkhart,0.0,Count,18039,260
Indiana,Fayette,0.0,Count,18041,263
Indiana,Floyd,0.0,Count,18043,267
Indiana,Fountain,0.0,Count,18045,270
Indiana,Franklin,0.0,Count,18047,272
Indiana,Fulton,0.0,Count,18049,276
Indiana,Gibson,0.0,Count,18051,286
Indiana,Grant,0.0,Count,18053,297
Indiana,Greene,0.0,Count,18055,309
Indiana,Hamilton,0.0,Count,18057,321
Indiana,Hancock,0.0,Count,18059,329
Indiana,Harrison,0.0,Count,18061,334
Indiana,Hendricks,0.0,Count,18063,341
Indiana,Henry,0.0,Count,18065,344
Indiana,Howard,0.0,Count,18067,348
Indiana,Huntington,0.0,Count,18069,352
Indiana,Jackson,0.0,Count,18071,355
Indiana,Jasper,0.0,Count,18073,356
Indiana,Jay,0.0,Count,18075,358
Indiana,Jefferson,0.0,Count,18077,363
Indiana,Jennings,0.0,Count,18079,367
Indiana,Johnson,0.0,Count,18081,370
Indiana,Knox,0.0,Count,18083,376
Indiana,Kosciusko,0.0,Count,18085,384
Indiana,LaGrange,0.0,Count,18087,386
Indiana,Lake,0.0,Count,18089,389
Indiana,LaPorte,0.0,Count,18091,392
Indiana,Lawrence,0.0,Count,18093,396
Indiana,Madison,0.0,Count,18095,401
Indiana,Marion,0.0,Count,18097,409
Indiana,Marshall,0.0,Count,18099,412
Indiana,Martin,0.0,Count,18101,418
Indiana,Miami,0.0,Count,18103,420
Indiana,Monroe,0.0,Count,18105,422
Indiana,Montgomery,0.0,Count,18107,425
Indiana,Morgan,0.0,Count,18109,430
Indiana,Newton,0.0,Count,18111,433
Indiana,Noble,0.0,Count,18113,436
Indiana,Ohio,0.0,Count,18115,440
Indiana,Orange,0.0,Count,18117,444
Indiana,Owen,0.0,Count,18119,448
Indiana,Parke,0.0,Count,18121,452
Indiana,Perry,0.0,Count,18123,459
Indiana,Pike,0.0,Count,18125,465
Indiana,Porter,0.0,Count,18127,468
Indiana,Posey,0.0,Count,18129,471
Indiana,Pulaski,0.0,Count,18131,477
Indiana,Putnam,0.0,Count,18133,480
Indiana,Randolph,0.0,Count,18135,485
Indiana,Ripley,0.0,Count,18137,488
Indiana,Rush,0.0,Count,18139,493
Indiana,St. Joseph,0.0,Count,18141,496
Indiana,Scott,0.0,Count,18143,504
Indiana,Shelby,0.0,Count,18145,506
Indiana,Spencer,0.0,Count,18147,509
Indiana,Starke,0.0,Count,18149,512
Indiana,Steuben,0.0,Count,18151,515
Indiana,Sullivan,0.0,Count,18153,518
Indiana,Switzerland,0.0,Count,18155,526
Indiana,Tippecanoe,0.0,Count,18157,530
Indiana,Tipton,0.0,Count,18159,534
Indiana,Union,0.0,Count,18161,538
Indiana,Vanderburgh,0.0,Count,18163,543
Indiana,Vermillion,0.0,Count,18165,548
Indiana,Vigo,0.0,Count,18167,553
Indiana,Wabash,0.0,Count,18169,555
Indiana,Warren,0.0,Count,18171,567
Indiana,Warrick,0.0,Count,18173,575
Indiana,Washington,0.0,Count,18175,584
Indiana,Wayne,0.0,Count,18177,586
Indiana,Wells,0.0,Count,18179,590
Indiana,White,0.0,Count,18181,594
Indiana,Whitley,0.0,Count,18183,597
Iowa,Adair,0.0,Count,19001,598
Iowa,Adams,0.0,Count,19003,602
Iowa,Allamakee,0.0,Count,19005,608
Iowa,Appanoose,0.0,Count,19007,611
Iowa,Audubon,0.0,Count,19009,615
Iowa,Benton,0.0,Count,19011,619
Iowa,Black Hawk,0.0,Count,19013,623
Iowa,Boone,0.0,Count,19015,625
Iowa,Bremer,0.0,Count,19017,631
Iowa,Buchanan,0.0,Count,19019,632
Iowa,Buena Vista,0.0,Count,19021,633
Iowa,Butler,0.0,Count,19023,361
Iowa,Calhoun,0.0,Count,19025,365
Iowa,Carroll,0.0,Count,19027,369
Iowa,Cass,0.0,Count,19029,374
Iowa,Cedar,0.0,Count,19031,379
Iowa,Cerro Gordo,0.0,Count,19033,383
Iowa,Cherokee,0.0,Count,19035,388
Iowa,Chickasaw,0.0,Count,19037,393
Iowa,Clarke,0.0,Count,19039,397
Iowa,Clay,0.0,Count,19041,398
Iowa,Clayton,0.0,Count,19043,402
Iowa,Clinton,0.0,Count,19045,404
Iowa,Crawford,0.0,Count,19047,408
Iowa,Dallas,0.0,Count,19049,413
Iowa,Davis,0.0,Count,19051,416
Iowa,Decatur,0.0,Count,19053,419
Iowa,Delaware,0.0,Count,19055,421
Iowa,Des Moines,0.0,Count,19057,424
Iowa,Dickinson,0.0,Count,19059,427
Iowa,Dubuque,0.0,Count,19061,434
Iowa,Emmet,0.0,Count,19063,437
Iowa,Fayette,0.0,Count,19065,442
Iowa,Floyd,0.0,Count,19067,447
Iowa,Franklin,0.0,Count,19069,451
Iowa,Fremont,0.0,Count,19071,455
Iowa,Greene,0.0,Count,19073,458
Iowa,Grundy,0.0,Count,19075,460
Iowa,Guthrie,0.0,Count,19077,467
Iowa,Hamilton,0.0,Count,19079,469
Iowa,Hancock,0.0,Count,19081,470
Iowa,Hardin,0.0,Count,19083,475
Iowa,Harrison,0.0,Count,19085,478
Iowa,Henry,0.0,Count,19087,479
Iowa,Howard,0.0,Count,19089,481
Iowa,Humboldt,0.0,Count,19091,487
Iowa,Ida,0.0,Count,19093,491
Iowa,Iowa,0.0,Count,19095,495
Iowa,Jackson,0.0,Count,19097,499
Iowa,Jasper,0.0,Count,19099,505
Iowa,Jefferson,0.0,Count,19101,507
Iowa,Johnson,0.0,Count,19103,508
Iowa,Jones,0.0,Count,19105,516
Iowa,Keokuk,0.0,Count,19107,520
Iowa,Kossuth,0.0,Count,19109,523
Iowa,Lee,0.0,Count,19111,531
Iowa,Linn,0.0,Count,19113,535
Iowa,Louisa,0.0,Count,19115,539
Iowa,Lucas,0.0,Count,19117,542
Iowa,Lyon,0.0,Count,19119,546
Iowa,Madison,0.0,Count,19121,550
Iowa,Mahaska,0.0,Count,19123,554
Iowa,Marion,0.0,Count,19125,561
Iowa,Marshall,0.0,Count,19127,568
Iowa,Mills,0.0,Count,19129,569
Iowa,Mitchell,0.0,Count,19131,572
Iowa,Monona,0.0,Count,19133,576
Iowa,Monroe,0.0,Count,19135,580
Iowa,Montgomery,0.0,Count,19137,595
Iowa,Muscatine,0.0,Count,19139,600
Iowa,O'Brien,0.0,Count,19141,604
Iowa,Osceola,0.0,Count,19143,607
Iowa,Page,0.0,Count,19145,612
Iowa,Palo Alto,0.0,Count,19147,618
Iowa,Plymouth,0.0,Count,19149,622
Iowa,Pocahontas,0.0,Count,19151,624
Iowa,Polk,0.0,Count,19153,629
Iowa,Pottawattamie,0.0,Count,19155,637
Iowa,Poweshiek,0.0,Count,19157,640
Iowa,Ringgold,0.0,Count,19159,642
Iowa,Sac,0.0,Count,19161,647
Iowa,Scott,0.0,Count,19163,657
Iowa,Shelby,0.0,Count,19165,660
Iowa,Sioux,0.0,Count,19167,663
Iowa,Story,0.0,Count,19169,668
Iowa,Tama,0.0,Count,19171,671
Iowa,Taylor,0.0,Count,19173,674
Iowa,Union,0.0,Count,19175,675
Iowa,Van Buren,0.0,Count,19177,678
Iowa,Wapello,0.0,Count,19179,681
Iowa,Warren,0.0,Count,19181,685
Iowa,Washington,0.0,Count,19183,687
Iowa,Wayne,0.0,Count,19185,691
Iowa,Webster,0.0,Count,19187,694
Iowa,Winnebago,0.0,Count,19189,696
Iowa,Winneshiek,0.0,Count,19191,698
Iowa,Woodbury,0.0,Count,19193,702
Iowa,Worth,0.0,Count,19195,703
Iowa,Wright,0.0,Count,19197,705
Kansas,Allen,0.0,Count,20001,709
Kansas,Anderson,0.0,Count,20003,712
Kansas,Atchison,0.0,Count,20005,715
Kansas,Barber,0.0,Count,20007,717
Kansas,Barton,0.0,Count,20009,719
Kansas,Bourbon,0.0,Count,20011,722
Kansas,Brown,0.0,Count,20013,723
Kansas,Butler,0.0,Count,20015,726
Kansas,Chase,0.0,Count,20017,729
Kansas,Chautauqua,0.0,Count,20019,730
Kansas,Cherokee,0.0,Count,20021,732
Kansas,Cheyenne,0.0,Count,20023,736
Kansas,Clark,0.0,Count,20025,738
Kansas,Clay,0.0,Count,20027,739
Kansas,Cloud,0.0,Count,20029,740
Kansas,Coffey,0.0,Count,20031,745
Kansas,Comanche,0.0,Count,20033,748
Kansas,Cowley,0.0,Count,20035,752
Kansas,Crawford,0.0,Count,20037,756
Kansas,Decatur,0.0,Count,20039,759
Kansas,Dickinson,0.0,Count,20041,762
Kansas,Doniphan,0.0,Count,20043,765
Kansas,Douglas,0.0,Count,20045,767
Kansas,Edwards,0.0,Count,20047,770
Kansas,Elk,0.0,Count,20049,773
Kansas,Ellis,0.0,Count,20051,774
Kansas,Ellsworth,0.0,Count,20053,776
Kansas,Finney,0.0,Count,20055,778
Kansas,Ford,0.0,Count,20057,784
Kansas,Franklin,0.0,Count,20059,786
Kansas,Geary,0.0,Count,20061,788
Kansas,Gove,0.0,Count,20063,790
Kansas,Graham,0.0,Count,20065,791
Kansas,Grant,0.0,Count,20067,794
Kansas,Gray,0.0,Count,20069,798
Kansas,Greeley,0.0,Count,20071,801
Kansas,Greenwood,0.0,Count,20073,803
Kansas,Hamilton,0.0,Count,20075,805
Kansas,Harper,0.0,Count,20077,807
Kansas,Harvey,0.0,Count,20079,812
Kansas,Haskell,0.0,Count,20081,815
Kansas,Hodgeman,0.0,Count,20083,818
Kansas,Jackson,0.0,Count,20085,819
Kansas,Jefferson,0.0,Count,20087,821
Kansas,Jewell,0.0,Count,20089,822
Kansas,Johnson,0.0,Count,20091,824
Kansas,Kearny,0.0,Count,20093,826
Kansas,Kingman,0.0,Count,20095,827
Kansas,Kiowa,0.0,Count,20097,829
Kansas,Labette,0.0,Count,20099,831
Kansas,Lane,0.0,Count,20101,833
Kansas,Leavenworth,0.0,Count,20103,836
Kansas,Lincoln,0.0,Count,20105,838
Kansas,Linn,0.0,Count,20107,840
Kansas,Logan,0.0,Count,20109,842
Kansas,Lyon,0.0,Count,20111,844
Kansas,McPherson,0.0,Count,20113,846
Kansas,Marion,0.0,Count,20115,848
Kansas,Marshall,0.0,Count,20117,850
Kansas,Meade,0.0,Count,20119,851
Kansas,Miami,0.0,Count,20121,853
Kansas,Mitchell,0.0,Count,20123,854
Kansas,Montgomery,0.0,Count,20125,856
Kansas,Morris,0.0,Count,20127,858
Kansas,Morton,0.0,Count,20129,859
Kansas,Nemaha,0.0,Count,20131,861
Kansas,Neosho,0.0,Count,20133,862
Kansas,Ness,0.0,Count,20135,864
Kansas,Norton,0.0,Count,20137,866
Kansas,Osage,0.0,Count,20139,867
Kansas,Osborne,0.0,Count,20141,869
Kansas,Ottawa,0.0,Count,20143,870
Kansas,Pawnee,0.0,Count,20145,872
Kansas,Phillips,0.0,Count,20147,873
Kansas,Pottawatomie,0.0,Count,20149,876
Kansas,Pratt,0.0,Count,20151,878
Kansas,Rawlins,0.0,Count,20153,880
Kansas,Reno,0.0,Count,20155,882
Kansas,Republic,0.0,Count,20157,884
Kansas,Rice,0.0,Count,20159,886
Kansas,Riley,0.0,Count,20161,888
Kansas,Rooks,0.0,Count,20163,889
Kansas,Rush,0.0,Count,20165,891
Kansas,Russell,0.0,Count,20167,893
Kansas,Saline,0.0,Count,20169,895
Kansas,Scott,0.0,Count,20171,897
Kansas,Sedgwick,0.0,Count,20173,898
Kansas,Seward,0.0,Count,20175,900
Kansas,Shawnee,0.0,Count,20177,902
Kansas,Sheridan,0.0,Count,20179,904
Kansas,Sherman,0.0,Count,20181,907
Kansas,Smith,0.0,Count,20183,909
Kansas,Stafford,0.0,Count,20185,911
Kansas,Stanton,0.0,Count,20187,913
Kansas,Stevens,0.0,Count,20189,914
Kansas,Sumner,0.0,Count,20191,916
Kansas,Thomas,0.0,Count,20193,917
Kansas,Trego,0.0,Count,20195,919
Kansas,Wabaunsee,0.0,Count,20197,920
Kansas,Wallace,0.0,Count,20199,921
Kansas,Washington,0.0,Count,20201,922
Kansas,Wichita,0.0,Count,20203,923
Kansas,Wilson,0.0,Count,20205,925
Kansas,Woodson,0.0,Count,20207,926
Kansas,Wyandotte,0.0,Count,20209,927
Kentucky,Adair,0.0,Count,21001,928
Kentucky,Allen,0.0,Count,21003,929
Kentucky,Anderson,0.0,Count,21005,930
Kentucky,Ballard,0.0,Count,21007,932
Kentucky,Barren,0.0,Count,21009,933
Kentucky,Bath,0.0,Count,21011,934
Kentucky,Bell,0.0,Count,21013,936
Kentucky,Boone,0.0,Count,21015,1002
Kentucky,Bourbon,0.0,Count,21017,1005
Kentucky,Boyd,0.0,Count,21019,1008
Kentucky,Boyle,0.0,Count,21021,1010
Kentucky,Bracken,0.0,Count,21023,1013
Kentucky,Breathitt,0.0,Count,21025,1017
Kentucky,Breckinridge,0.0,Count,21027,1020
Kentucky,Bullitt,0.0,Count,21029,1024
Kentucky,Butler,0.0,Count,21031,1026
Kentucky,Caldwell,0.0,Count,21033,1031
Kentucky,Calloway,0.0,Count,21035,1033
Kentucky,Campbell,0.0,Count,21037,1035
Kentucky,Carlisle,0.0,Count,21039,1039
Kentucky,Carroll,0.0,Count,21041,1041
Kentucky,Carter,0.0,Count,21043,1044
Kentucky,Casey,0.0,Count,21045,1048
Kentucky,Christian,0.0,Count,21047,1050
Kentucky,Clark,0.0,Count,21049,1053
Kentucky,Clay,0.0,Count,21051,1056
Kentucky,Clinton,0.0,Count,21053,1059
Kentucky,Crittenden,0.0,Count,21055,1064
Kentucky,Cumberland,0.0,Count,21057,1067
Kentucky,Daviess,0.0,Count,21059,1071
Kentucky,Edmonson,0.0,Count,21061,1073
Kentucky,Elliott,0.0,Count,21063,1075
Kentucky,Estill,0.0,Count,21065,1077
Kentucky,Fayette,0.0,Count,21067,1080
Kentucky,Fleming,0.0,Count,21069,1083
Kentucky,Floyd,0.0,Count,21071,1085
Kentucky,Franklin,0.0,Count,21073,1086
Kentucky,Fulton,0.0,Count,21075,1088
Kentucky,Gallatin,0.0,Count,21077,1090
Kentucky,Garrard,0.0,Count,21079,1092
Kentucky,Grant,0.0,Count,21081,1094
Kentucky,Graves,0.0,Count,21083,1097
Kentucky,Grayson,0.0,Count,21085,1100
Kentucky,Green,0.0,Count,21087,1102
Kentucky,Greenup,0.0,Count,21089,1105
Kentucky,Hancock,0.0,Count,21091,1107
Kentucky,Hardin,0.0,Count,21093,1110
Kentucky,Harlan,0.0,Count,21095,1114
Kentucky,Harrison,0.0,Count,21097,1119
Kentucky,Hart,0.0,Count,21099,1121
Kentucky,Henderson,0.0,Count,21101,1126
Kentucky,Henry,0.0,Count,21103,1129
Kentucky,Hickman,0.0,Count,21105,1130
Kentucky,Hopkins,0.0,Count,21107,1136
Kentucky,Jackson,0.0,Count,21109,1140
Kentucky,Jefferson,0.0,Count,21111,1143
Kentucky,Jessamine,0.0,Count,21113,1145
Kentucky,Johnson,0.0,Count,21115,1148
Kentucky,Kenton,0.0,Count,21117,1151
Kentucky,Knott,0.0,Count,21119,1154
Kentucky,Knox,0.0,Count,21121,1159
Kentucky,Larue,0.0,Count,21123,1162
Kentucky,Laurel,0.0,Count,21125,1166
Kentucky,Lawrence,0.0,Count,21127,1167
Kentucky,Lee,0.0,Count,21129,1171
Kentucky,Leslie,0.0,Count,21131,1175
Kentucky,Letcher,0.0,Count,21133,1178
Kentucky,Lewis,0.0,Count,21135,1180
Kentucky,Lincoln,0.0,Count,21137,1184
Kentucky,Livingston,0.0,Count,21139,1187
Kentucky,Logan,0.0,Count,21141,1190
Kentucky,Lyon,0.0,Count,21143,1193
Kentucky,McCracken,0.0,Count,21145,1196
Kentucky,McCreary,0.0,Count,21147,1198
Kentucky,McLean,0.0,Count,21149,1201
Kentucky,Madison,0.0,Count,21151,1204
Kentucky,Magoffin,0.0,Count,21153,1206
Kentucky,Marion,0.0,Count,21155,1210
Kentucky,Marshall,0.0,Count,21157,1213
Kentucky,Martin,0.0,Count,21159,1215
Kentucky,Mason,0.0,Count,21161,1217
Kentucky,Meade,0.0,Count,21163,1220
Kentucky,Menifee,0.0,Count,21165,1222
Kentucky,Mercer,0.0,Count,21167,1225
Kentucky,Metcalfe,0.0,Count,21169,1228
Kentucky,Monroe,0.0,Count,21171,1230
Kentucky,Montgomery,0.0,Count,21173,1233
Kentucky,Morgan,0.0,Count,21175,1235
Kentucky,Muhlenberg,0.0,Count,21177,1238
Kentucky,Nelson,0.0,Count,21179,1243
Kentucky,Nicholas,0.0,Count,21181,1246
Kentucky,Ohio,0.0,Count,21183,1249
Kentucky,Oldham,0.0,Count,21185,1252
Kentucky,Owen,0.0,Count,21187,1255
Kentucky,Owsley,0.0,Count,21189,1257
Kentucky,Pendleton,0.0,Count,21191,1260
Kentucky,Perry,0.0,Count,21193,1265
Kentucky,Pike,0.0,Count,21195,1267
Kentucky,Powell,0.0,Count,21197,1270
Kentucky,Pulaski,0.0,Count,21199,1272
Kentucky,Robertson,0.0,Count,21201,1273
Kentucky,Rockcastle,0.0,Count,21203,1276
Kentucky,Rowan,0.0,Count,21205,1279
Kentucky,Russell,0.0,Count,21207,1282
Kentucky,Scott,0.0,Count,21209,1283
Kentucky,Shelby,0.0,Count,21211,1285
Kentucky,Simpson,0.0,Count,21213,1287
Kentucky,Spencer,0.0,Count,21215,1000
Kentucky,Taylor,0.0,Count,21217,1003
Kentucky,Todd,0.0,Count,21219,1006
Kentucky,Trigg,0.0,Count,21221,1009
Kentucky,Trimble,0.0,Count,21223,1012
Kentucky,Union,0.0,Count,21225,1016
Kentucky,Warren,0.0,Count,21227,1019
Kentucky,Washington,0.0,Count,21229,1023
Kentucky,Wayne,0.0,Count,21231,1027
Kentucky,Webster,0.0,Count,21233,1029
Kentucky,Whitley,0.0,Count,21235,1034
Kentucky,Wolfe,0.0,Count,21237,1037
Kentucky,Woodford,0.0,Count,21239,1042
Louisiana,Acadia,0.0,Count,22001,1046
Louisiana,Allen,0.0,Count,22003,1051
Louisiana,Ascension,0.0,Count,22005,1055
Louisiana,Assumption,0.0,Count,22007,1060
Louisiana,Avoyelles,0.0,Count,22009,1062
Louisiana,Beauregard,0.0,Count,22011,1066
Louisiana,Bienville,0.0,Count,22013,1069
Louisiana,Bossier,0.0,Count,22015,1076
Louisiana,Caddo,0.0,Count,22017,1079
Louisiana,Calcasieu,0.0,Count,22019,1081
Louisiana,Caldwell,0.0,Count,22021,1084
Louisiana,Cameron,0.0,Count,22023,1089
Louisiana,Catahoula,0.0,Count,22025,1093
Louisiana,Claiborne,0.0,Count,22027,1095
Louisiana,Concordia,0.0,Count,22029,1098
Louisiana,De Soto,0.0,Count,22031,1103
Louisiana,East Baton Rouge,0.0,Count,22033,1108
Louisiana,East Carroll,0.0,Count,22035,1111
Louisiana,East Feliciana,0.0,Count,22037,1115
Louisiana,Evangeline,0.0,Count,22039,1118
Louisiana,Franklin,0.0,Count,22041,1123
Louisiana,Grant,0.0,Count,22043,1127
Louisiana,Iberia,0.0,Count,22045,1133
Louisiana,Iberville,0.0,Count,22047,1134
Louisiana,Jackson,0.0,Count,22049,1138
Louisiana,Jefferson,0.0,Count,22051,1147
Louisiana,Jefferson Davis,0.0,Count,22053,1155
Louisiana,Lafayette,0.0,Count,22055,1161
Louisiana,Lafourche,0.0,Count,22057,1280
Louisiana,La Salle,0.0,Count,22059,1289
Louisiana,Lincoln,0.0,Count,22061,1291
Louisiana,Livingston,0.0,Count,22063,1295
Louisiana,Madison,0.0,Count,22065,1297
Louisiana,Morehouse,0.0,Count,22067,1299
Louisiana,Natchitoches,0.0,Count,22069,1301
Louisiana,Orleans,0.0,Count,22071,1304
Louisiana,Ouachita,0.0,Count,22073,1306
Louisiana,Plaquemines,0.0,Count,22075,1427
Louisiana,Pointe Coupee,0.0,Count,22077,1431
Louisiana,Rapides,0.0,Count,22079,1434
Louisiana,Red River,0.0,Count,22081,1436
Louisiana,Richland,0.0,Count,22083,1439
Louisiana,Sabine,0.0,Count,22085,1441
Louisiana,St. Bernard,0.0,Count,22087,1463
Louisiana,St. Charles,0.0,Count,22089,1466
Louisiana,St. Helena,0.0,Count,22091,1467
Louisiana,St. James,0.0,Count,22093,1468
Louisiana,St. John the Baptist,0.0,Count,22095,1469
Louisiana,St. Landry,0.0,Count,22097,1471
Louisiana,St. Martin,0.0,Count,22099,1473
Louisiana,St. Mary,0.0,Count,22101,1474
Louisiana,St. Tammany,0.0,Count,22103,1475
Louisiana,Tangipahoa,0.0,Count,22105,1476
Louisiana,Tensas,0.0,Count,22107,1479
Louisiana,Terrebonne,0.0,Count,22109,1501
Louisiana,Union,0.0,Count,22111,1507
Louisiana,Vermilion,0.0,Count,22113,1510
Louisiana,Vernon,0.0,Count,22115,1513
Louisiana,Washington,0.0,Count,22117,1516
Louisiana,Webster,0.0,Count,22119,1518
Louisiana,West Baton Rouge,0.0,Count,22121,1520
Louisiana,West Carroll,0.0,Count,22123,1522
Louisiana,West Feliciana,0.0,Count,22125,1524
Louisiana,Winn,0.0,Count,22127,1529
Maine,Androscoggin,0.0,Count,23001,1532
Maine,Aroostook,0.0,Count,23003,1535
Maine,Cumberland,0.0,Count,23005,1608
Maine,Franklin,0.0,Count,23007,1619
Maine,Hancock,0.0,Count,23009,1748
Maine,Kennebec,0.0,Count,23011,1755
Maine,Knox,0.0,Count,23013,1774
Maine,Lincoln,0.0,Count,23015,1835
Maine,Oxford,0.0,Count,23017,1842
Maine,Penobscot,0.0,Count,23019,1846
Maine,Piscataquis,0.0,Count,23021,1851
Maine,Sagadahoc,0.0,Count,23023,1855
Maine,Somerset,0.0,Count,23025,1860
Maine,Waldo,0.0,Count,23027,1865
Maine,Washington,0.0,Count,23029,1884
Maine,York,0.0,Count,23031,1901
Maryland,Allegany,0.0,Count,24001,1905
Maryland,Anne Arundel,0.0,Count,24003,1925
Maryland,Baltimore County,0.0,Count,24005,1939
Maryland,Calvert,0.0,Count,24009,1946
Maryland,Caroline,0.0,Count,24011,1949
Maryland,Carroll,0.0,Count,24013,1955
Maryland,Cecil,0.0,Count,24015,1963
Maryland,Charles,0.0,Count,24017,1294
Maryland,Dorchester,0.0,Count,24019,1346
Maryland,Frederick,0.0,Count,24021,1357
Maryland,Garrett,0.0,Count,24023,1361
Maryland,Harford,0.0,Count,24025,1372
Maryland,Howard,0.0,Count,24027,1379
Maryland,Kent,0.0,Count,24029,1394
Maryland,Montgomery,0.0,Count,24031,1398
Maryland,Prince George's,0.0,Count,24033,1403
Maryland,Queen Anne's,0.0,Count,24035,1413
Maryland,St. Mary's,0.0,Count,24037,1421
Maryland,Somerset,0.0,Count,24039,1430
Maryland,Talbot,0.0,Count,24041,1438
Maryland,Washington,0.0,Count,24043,1445
Maryland,Wicomico,0.0,Count,24045,1446
Maryland,Worcester,0.0,Count,24047,1456
Maryland,Baltimore County,0.0,Count,24510,1939
Massachusetts,Barnstable,0.0,Count,25001,1478
Massachusetts,Berkshire,0.0,Count,25003,1480
Massachusetts,Bristol,0.0,Count,25005,1486
Massachusetts,Dukes,0.0,Count,25007,1491
Massachusetts,Essex,0.0,Count,25009,1519
Massachusetts,Franklin,0.0,Count,25011,1523
Massachusetts,Hampden,0.0,Count,25013,1526
Massachusetts,Hampshire,0.0,Count,25015,1527
Massachusetts,Middlesex,0.0,Count,25017,1533
Massachusetts,Nantucket,0.0,Count,25019,1537
Massachusetts,Norfolk,0.0,Count,25021,1543
Massachusetts,Plymouth,0.0,Count,25023,1569
Massachusetts,Suffolk,0.0,Count,25025,1585
Massachusetts,Worcester,0.0,Count,25027,1599
Michigan,Alcona,0.0,Count,26001,1603
Michigan,Alger,0.0,Count,26003,1609
Michigan,Allegan,0.0,Count,26005,1611
Michigan,Alpena,0.0,Count,26007,1614
Michigan,Antrim,0.0,Count,26009,1617
Michigan,Arenac,0.0,Count,26011,1621
Michigan,Baraga,0.0,Count,26013,1624
Michigan,Barry,0.0,Count,26015,1627
Michigan,Bay,0.0,Count,26017,1631
