State,County,Specialized food stores per 1000 pop 2016 (SPECSPTH16),Units,FIPS,FID
Alaska,Southeast Fairbanks,0.0,"# per 1,000 pop",2240,690
Alaska,Valdez-Cordova,0.214132762,"# per 1,000 pop",2261,710
Alaska,Wade Hampton,0.0,"# per 1,000 pop",2270,725
Alaska,Wrangell,0.0,"# per 1,000 pop",2275,733
Alaska,Yakutat,0.0,"# per 1,000 pop",2282,744
Alaska,Yukon-Koyukuk,0.0,"# per 1,000 pop",2290,753
Arizona,Apache,0.0,"# per 1,000 pop",4001,761
Arizona,Cochise,0.071796099,"# per 1,000 pop",4003,763
Arizona,Coconino,0.085665946,"# per 1,000 pop",4005,771
Arizona,Gila,0.0187628,"# per 1,000 pop",4007,787
Arizona,Graham,0.0529563,"# per 1,000 pop",4009,0
Arizona,Greenlee,0.0,"# per 1,000 pop",4011,1
Arizona,La Paz,0.0487258,"# per 1,000 pop",4012,3
Arizona,Maricopa,0.0503144,"# per 1,000 pop",4013,9
Arizona,Mohave,0.053558,"# per 1,000 pop",4015,15
Arizona,Navajo,0.0276952,"# per 1,000 pop",4017,17
Arizona,Pima,0.068146869,"# per 1,000 pop",4019,21
Arizona,Pinal,0.0264987,"# per 1,000 pop",4021,26
Arizona,Santa Cruz,0.108518719,"# per 1,000 pop",4023,32
Arizona,Yavapai,0.0579418,"# per 1,000 pop",4025,35
Arizona,Yuma,0.0243353,"# per 1,000 pop",4027,42
Arkansas,Arkansas,0.0,"# per 1,000 pop",5001,46
Arkansas,Ashley,0.0,"# per 1,000 pop",5003,50
Arkansas,Baxter,0.0486086,"# per 1,000 pop",5005,54
Arkansas,Benton,0.069577587,"# per 1,000 pop",5007,59
Arkansas,Boone,0.080664677,"# per 1,000 pop",5009,62
Arkansas,Bradley,0.0,"# per 1,000 pop",5011,68
Arkansas,Calhoun,0.0,"# per 1,000 pop",5013,72
Arkansas,Carroll,0.180323139,"# per 1,000 pop",5015,74
Arkansas,Chicot,0.0,"# per 1,000 pop",5017,77
Arkansas,Clark,0.0,"# per 1,000 pop",5019,86
Arkansas,Clay,0.0,"# per 1,000 pop",5021,93
Arkansas,Cleburne,0.0,"# per 1,000 pop",5023,97
Arkansas,Cleveland,0.0,"# per 1,000 pop",5025,103
Arkansas,Columbia,0.0,"# per 1,000 pop",5027,107
Arkansas,Conway,0.0,"# per 1,000 pop",5029,109
Arkansas,Craighead,0.0283605,"# per 1,000 pop",5031,114
Arkansas,Crawford,0.080309674,"# per 1,000 pop",5033,115
Arkansas,Crittenden,0.0405515,"# per 1,000 pop",5035,119
Arkansas,Cross,0.0586958,"# per 1,000 pop",5037,124
Arkansas,Dallas,0.269179004,"# per 1,000 pop",5039,128
Arkansas,Desha,0.0,"# per 1,000 pop",5041,130
Arkansas,Drew,0.0536826,"# per 1,000 pop",5043,136
Arkansas,Faulkner,0.0327646,"# per 1,000 pop",5045,141
Arkansas,Franklin,0.0565899,"# per 1,000 pop",5047,144
Arkansas,Fulton,0.0,"# per 1,000 pop",5049,146
Arkansas,Garland,0.0712606,"# per 1,000 pop",5051,151
Arkansas,Grant,0.0,"# per 1,000 pop",5053,155
Arkansas,Greene,0.0447277,"# per 1,000 pop",5055,162
Arkansas,Hempstead,0.0454009,"# per 1,000 pop",5057,172
Arkansas,Hot Spring,0.0,"# per 1,000 pop",5059,184
Arkansas,Howard,0.148831671,"# per 1,000 pop",5061,191
Arkansas,Independence,0.0539171,"# per 1,000 pop",5063,200
Arkansas,Izard,0.074128984,"# per 1,000 pop",5065,203
Arkansas,Jackson,0.0,"# per 1,000 pop",5067,209
Arkansas,Jefferson,0.0284325,"# per 1,000 pop",5069,213
Arkansas,Johnson,0.0,"# per 1,000 pop",5071,218
Arkansas,Lafayette,0.288683603,"# per 1,000 pop",5073,222
Arkansas,Lawrence,0.0600998,"# per 1,000 pop",5075,230
Arkansas,Lee,0.0,"# per 1,000 pop",5077,237
Arkansas,Lincoln,0.0,"# per 1,000 pop",5079,244
Arkansas,Little River,0.0,"# per 1,000 pop",5081,251
Arkansas,Logan,0.0,"# per 1,000 pop",5083,258
Arkansas,Lonoke,0.0278718,"# per 1,000 pop",5085,268
Arkansas,Madison,0.0620925,"# per 1,000 pop",5087,277
Arkansas,Marion,0.0,"# per 1,000 pop",5089,282
Arkansas,Miller,0.0227925,"# per 1,000 pop",5091,287
Arkansas,Mississippi,0.0233182,"# per 1,000 pop",5093,294
Arkansas,Monroe,0.0,"# per 1,000 pop",5095,300
Arkansas,Montgomery,0.0,"# per 1,000 pop",5097,304
Arkansas,Nevada,0.0,"# per 1,000 pop",5099,307
Arkansas,Newton,0.127080951,"# per 1,000 pop",5101,311
Arkansas,Ouachita,0.0,"# per 1,000 pop",5103,316
Arkansas,Perry,0.0,"# per 1,000 pop",5105,318
Arkansas,Phillips,0.0524934,"# per 1,000 pop",5107,322
Arkansas,Pike,0.0,"# per 1,000 pop",5109,327
Arkansas,Poinsett,0.0,"# per 1,000 pop",5111,333
Arkansas,Polk,0.0,"# per 1,000 pop",5113,337
Arkansas,Pope,0.0469836,"# per 1,000 pop",5115,340
Arkansas,Prairie,0.0,"# per 1,000 pop",5117,345
Arkansas,Pulaski,0.086365218,"# per 1,000 pop",5119,350
Arkansas,Randolph,0.0,"# per 1,000 pop",5121,353
Arkansas,St. Francis,0.0,"# per 1,000 pop",5123,357
Arkansas,Saline,0.0170101,"# per 1,000 pop",5125,360
Arkansas,Scott,0.0,"# per 1,000 pop",5127,364
Arkansas,Searcy,0.125549278,"# per 1,000 pop",5129,372
Arkansas,Sebastian,0.070551161,"# per 1,000 pop",5131,378
Arkansas,Sevier,0.0,"# per 1,000 pop",5133,390
Arkansas,Sharp,0.0,"# per 1,000 pop",5135,394
Arkansas,Stone,0.0,"# per 1,000 pop",5137,399
Arkansas,Union,0.075250207,"# per 1,000 pop",5139,403
Arkansas,Van Buren,0.0601612,"# per 1,000 pop",5141,407
Arkansas,Washington,0.0571178,"# per 1,000 pop",5143,417
Arkansas,White,0.0,"# per 1,000 pop",5145,428
Arkansas,Woodruff,0.0,"# per 1,000 pop",5147,435
Arkansas,Yell,0.0,"# per 1,000 pop",5149,438
California,Alameda,0.080448284,"# per 1,000 pop",6001,457
California,Alpine,0.0,"# per 1,000 pop",6003,461
California,Amador,0.133429403,"# per 1,000 pop",6005,472
California,Butte,0.0573888,"# per 1,000 pop",6007,486
California,Calaveras,0.066203244,"# per 1,000 pop",6009,489
California,Colusa,0.231000231,"# per 1,000 pop",6011,497
California,Contra Costa,0.066746001,"# per 1,000 pop",6013,503
California,Del Norte,0.072859745,"# per 1,000 pop",6015,511
California,El Dorado,0.064421921,"# per 1,000 pop",6017,522
California,Fresno,0.074525233,"# per 1,000 pop",6019,527
California,Glenn,0.178782136,"# per 1,000 pop",6021,537
California,Humboldt,0.095273692,"# per 1,000 pop",6023,551
California,Imperial,0.0386783,"# per 1,000 pop",6025,557
California,Inyo,0.11090163,"# per 1,000 pop",6027,562
California,Kern,0.0451933,"# per 1,000 pop",6029,84
California,Kings,0.0333785,"# per 1,000 pop",6031,94
California,Lake,0.0156372,"# per 1,000 pop",6033,100
California,Lassen,0.096949328,"# per 1,000 pop",6035,104
California,Los Angeles,0.077532683,"# per 1,000 pop",6037,139
California,Madera,0.064530284,"# per 1,000 pop",6039,153
California,Marin,0.0573544,"# per 1,000 pop",6041,168
California,Mariposa,0.0,"# per 1,000 pop",6043,178
California,Mendocino,0.136972229,"# per 1,000 pop",6045,190
California,Merced,0.06694486,"# per 1,000 pop",6047,204
California,Modoc,0.0,"# per 1,000 pop",6049,207
California,Mono,0.070916956,"# per 1,000 pop",6051,214
California,Monterey,0.10083348,"# per 1,000 pop",6053,228
California,Napa,0.098835855,"# per 1,000 pop",6055,236
California,Nevada,0.121147265,"# per 1,000 pop",6057,243
California,Orange,0.067658935,"# per 1,000 pop",6059,257
California,Placer,0.0579341,"# per 1,000 pop",6061,266
California,Plumas,0.159684888,"# per 1,000 pop",6063,275
California,Riverside,0.0502824,"# per 1,000 pop",6065,281
California,Sacramento,0.0555093,"# per 1,000 pop",6067,289
California,San Benito,0.0168535,"# per 1,000 pop",6069,295
California,San Bernardino,0.0444521,"# per 1,000 pop",6071,302
California,San Diego,0.068431207,"# per 1,000 pop",6073,315
California,San Francisco,0.203172458,"# per 1,000 pop",6075,331
California,San Joaquin,0.070816322,"# per 1,000 pop",6077,339
California,San Luis Obispo,0.123989486,"# per 1,000 pop",6079,351
California,San Mateo,0.068870434,"# per 1,000 pop",6081,368
California,Santa Barbara,0.082904619,"# per 1,000 pop",6083,391
California,Santa Clara,0.068338014,"# per 1,000 pop",6085,406
California,Santa Cruz,0.109013212,"# per 1,000 pop",6087,415
California,Shasta,0.072717509,"# per 1,000 pop",6089,431
California,Sierra,0.0,"# per 1,000 pop",6091,439
California,Siskiyou,0.068948082,"# per 1,000 pop",6093,446
California,Solano,0.072674749,"# per 1,000 pop",6095,453
California,Sonoma,0.13695014,"# per 1,000 pop",6097,463
California,Stanislaus,0.083125059,"# per 1,000 pop",6099,473
California,Sutter,0.104103771,"# per 1,000 pop",6101,483
California,Tehama,0.078809659,"# per 1,000 pop",6103,492
California,Trinity,0.077887686,"# per 1,000 pop",6105,500
California,Tulare,0.073779118,"# per 1,000 pop",6107,501
California,Tuolumne,0.111551118,"# per 1,000 pop",6109,513
California,Ventura,0.071672291,"# per 1,000 pop",6111,521
California,Yolo,0.083349154,"# per 1,000 pop",6113,525
California,Yuba,0.106404203,"# per 1,000 pop",6115,541
Colorado,Adams,0.0522723,"# per 1,000 pop",8001,545
Colorado,Alamosa,0.0607681,"# per 1,000 pop",8003,549
Colorado,Arapahoe,0.065939345,"# per 1,000 pop",8005,558
Colorado,Archuleta,0.155811779,"# per 1,000 pop",8007,560
Colorado,Baca,0.0,"# per 1,000 pop",8009,563
Colorado,Bent,0.176025348,"# per 1,000 pop",8011,564
Colorado,Boulder,0.077839669,"# per 1,000 pop",8013,570
Colorado,Broomfield,0.090213355,"# per 1,000 pop",8014,577
Colorado,Chaffee,0.104810816,"# per 1,000 pop",8015,582
Colorado,Cheyenne,0.0,"# per 1,000 pop",8017,587
Colorado,Clear Creek,0.106826194,"# per 1,000 pop",8019,591
Colorado,Conejos,0.0,"# per 1,000 pop",8021,596
Colorado,Costilla,0.0,"# per 1,000 pop",8023,599
Colorado,Crowley,0.0,"# per 1,000 pop",8025,605
Colorado,Custer,0.0,"# per 1,000 pop",8027,610
Colorado,Delta,0.164766361,"# per 1,000 pop",8029,617
Colorado,Denver,0.071965537,"# per 1,000 pop",8031,628
Colorado,Dolores,0.0,"# per 1,000 pop",8033,636
Colorado,Douglas,0.0610273,"# per 1,000 pop",8035,644
Colorado,Eagle,0.183945258,"# per 1,000 pop",8037,648
Colorado,Elbert,0.079869015,"# per 1,000 pop",8039,655
Colorado,El Paso,0.062617772,"# per 1,000 pop",8041,661
Colorado,Fremont,0.0426385,"# per 1,000 pop",8043,664
Colorado,Garfield,0.101857196,"# per 1,000 pop",8045,667
Colorado,Gilpin,0.0,"# per 1,000 pop",8047,672
Colorado,Grand,0.066098222,"# per 1,000 pop",8049,677
Colorado,Gunnison,0.121278273,"# per 1,000 pop",8051,682
Colorado,Hinsdale,0.0,"# per 1,000 pop",8053,688
Colorado,Huerfano,0.0,"# per 1,000 pop",8055,693
Colorado,Jackson,0.0,"# per 1,000 pop",8057,701
Colorado,Jefferson,0.0595615,"# per 1,000 pop",8059,706
Colorado,Kiowa,0.0,"# per 1,000 pop",8061,711
Colorado,Kit Carson,0.0,"# per 1,000 pop",8063,716
Colorado,Lake,0.0,"# per 1,000 pop",8065,721
Colorado,La Plata,0.162996233,"# per 1,000 pop",8067,727
Colorado,Larimer,0.103387873,"# per 1,000 pop",8069,734
Colorado,Las Animas,0.070987435,"# per 1,000 pop",8071,741
Colorado,Lincoln,0.0,"# per 1,000 pop",8073,747
Colorado,Logan,0.091220068,"# per 1,000 pop",8075,749
Colorado,Mesa,0.120165027,"# per 1,000 pop",8077,751
Colorado,Mineral,0.0,"# per 1,000 pop",8079,757
Colorado,Moffat,0.0,"# per 1,000 pop",8081,758
Colorado,Montezuma,0.076997113,"# per 1,000 pop",8083,766
Colorado,Montrose,0.09718173,"# per 1,000 pop",8085,769
Colorado,Morgan,0.071268218,"# per 1,000 pop",8087,775
Colorado,Otero,0.0548276,"# per 1,000 pop",8089,777
Colorado,Ouray,0.2090301,"# per 1,000 pop",8091,780
Colorado,Park,0.0,"# per 1,000 pop",8093,782
Colorado,Phillips,0.233590283,"# per 1,000 pop",8095,785
Colorado,Pitkin,0.167653962,"# per 1,000 pop",8097,789
Colorado,Prowers,0.0,"# per 1,000 pop",8099,792
Colorado,Pueblo,0.084933934,"# per 1,000 pop",8101,795
Colorado,Rio Blanco,0.154249576,"# per 1,000 pop",8103,799
Colorado,Rio Grande,0.088198977,"# per 1,000 pop",8105,802
Colorado,Routt,0.243121682,"# per 1,000 pop",8107,809
Colorado,Saguache,0.0,"# per 1,000 pop",8109,811
Colorado,San Juan,0.0,"# per 1,000 pop",8111,347
Colorado,San Miguel,0.251130085,"# per 1,000 pop",8113,359
Colorado,Sedgwick,0.0,"# per 1,000 pop",8115,366
Colorado,Summit,0.230779375,"# per 1,000 pop",8117,373
Colorado,Teller,0.083194676,"# per 1,000 pop",8119,375
Colorado,Washington,0.206355757,"# per 1,000 pop",8121,377
Colorado,Weld,0.0271884,"# per 1,000 pop",8123,382
Colorado,Yuma,0.098833762,"# per 1,000 pop",8125,385
Connecticut,Fairfield,0.099031702,"# per 1,000 pop",9001,410
Connecticut,Hartford,0.074818788,"# per 1,000 pop",9003,432
Connecticut,Litchfield,0.071000617,"# per 1,000 pop",9005,443
Connecticut,Middlesex,0.073424584,"# per 1,000 pop",9007,450
Connecticut,New Haven,0.072095287,"# per 1,000 pop",9009,466
Connecticut,New London,0.092830858,"# per 1,000 pop",9011,517
Connecticut,Tolland,0.0463131,"# per 1,000 pop",9013,524
Connecticut,Windham,0.0517054,"# per 1,000 pop",9015,529
Delaware,Kent,0.0400563,"# per 1,000 pop",10001,532
Delaware,New Castle,0.073496328,"# per 1,000 pop",10003,536
Delaware,Sussex,0.131762482,"# per 1,000 pop",10005,609
District of Columbia,District of Columbia,0.09059877,"# per 1,000 pop",11001,630
Florida,Alachua,0.0453959,"# per 1,000 pop",12001,639
Florida,Baker,0.035823,"# per 1,000 pop",12003,641
Florida,Bay,0.098364956,"# per 1,000 pop",12005,658
Florida,Bradford,0.0374139,"# per 1,000 pop",12007,665
Florida,Brevard,0.0605642,"# per 1,000 pop",12009,686
Florida,Broward,0.079285512,"# per 1,000 pop",12011,695
Florida,Calhoun,0.0,"# per 1,000 pop",12013,699
Florida,Charlotte,0.0505172,"# per 1,000 pop",12015,743
Florida,Citrus,0.0489545,"# per 1,000 pop",12017,843
Florida,Clay,0.0482532,"# per 1,000 pop",12019,852
Florida,Collier,0.073751349,"# per 1,000 pop",12021,894
Florida,Columbia,0.0433063,"# per 1,000 pop",12023,903
Florida,DeSoto,0.0,"# per 1,000 pop",12027,906
Florida,Dixie,0.0,"# per 1,000 pop",12029,918
Florida,Duval,0.101470239,"# per 1,000 pop",12031,924
Florida,Escambia,0.076994395,"# per 1,000 pop",12033,931
Florida,Flagler,0.055656,"# per 1,000 pop",12035,935
Florida,Franklin,0.16950589,"# per 1,000 pop",12037,937
Florida,Gadsden,0.0216661,"# per 1,000 pop",12039,938
Florida,Gilchrist,0.0,"# per 1,000 pop",12041,939
Florida,Glades,0.0,"# per 1,000 pop",12043,940
Florida,Gulf,0.0621118,"# per 1,000 pop",12045,941
Florida,Hamilton,0.0,"# per 1,000 pop",12047,942
Florida,Hardee,0.0,"# per 1,000 pop",12049,943
Florida,Hendry,0.07568113,"# per 1,000 pop",12051,944
Florida,Hernando,0.0164626,"# per 1,000 pop",12053,945
Florida,Highlands,0.0295398,"# per 1,000 pop",12055,946
Florida,Hillsborough,0.082511416,"# per 1,000 pop",12057,947
Florida,Holmes,0.0515278,"# per 1,000 pop",12059,948
Florida,Indian River,0.085875467,"# per 1,000 pop",12061,949
Florida,Jackson,0.0621221,"# per 1,000 pop",12063,950
Florida,Jefferson,0.143544104,"# per 1,000 pop",12065,951
Florida,Lafayette,0.0,"# per 1,000 pop",12067,952
Florida,Lake,0.0566435,"# per 1,000 pop",12069,953
Florida,Lee,0.077508007,"# per 1,000 pop",12071,954
Florida,Leon,0.083602137,"# per 1,000 pop",12073,955
Florida,Levy,0.0,"# per 1,000 pop",12075,956
Florida,Liberty,0.0,"# per 1,000 pop",12077,957
Florida,Madison,0.0,"# per 1,000 pop",12079,958
Florida,Manatee,0.0585787,"# per 1,000 pop",12081,959
Florida,Marion,0.034469,"# per 1,000 pop",12083,960
Florida,Martin,0.063097852,"# per 1,000 pop",12085,961
Florida,Miami-Dade,0.09793378,"# per 1,000 pop",12086,962
Florida,Monroe,0.271654766,"# per 1,000 pop",12087,963
Florida,Nassau,0.062560997,"# per 1,000 pop",12089,964
Florida,Okaloosa,0.0600255,"# per 1,000 pop",12091,965
Florida,Okeechobee,0.0,"# per 1,000 pop",12093,966
Florida,Orange,0.08612887,"# per 1,000 pop",12095,967
Florida,Osceola,0.0414213,"# per 1,000 pop",12097,968
Florida,Palm Beach,0.101804414,"# per 1,000 pop",12099,969
Florida,Pasco,0.0568003,"# per 1,000 pop",12101,970
Florida,Pinellas,0.096662946,"# per 1,000 pop",12103,971
Florida,Polk,0.0389795,"# per 1,000 pop",12105,972
Florida,Putnam,0.0552456,"# per 1,000 pop",12107,973
Florida,St. Johns,0.157415995,"# per 1,000 pop",12109,974
Florida,St. Lucie,0.0457398,"# per 1,000 pop",12111,975
Florida,Santa Rosa,0.0235207,"# per 1,000 pop",12113,976
Florida,Sarasota,0.099302701,"# per 1,000 pop",12115,977
Florida,Seminole,0.0569783,"# per 1,000 pop",12117,978
Florida,Sumter,0.0327544,"# per 1,000 pop",12119,979
Florida,Suwannee,0.0228128,"# per 1,000 pop",12121,980
Florida,Taylor,0.090424089,"# per 1,000 pop",12123,981
Florida,Union,0.0,"# per 1,000 pop",12125,982
Florida,Volusia,0.0548165,"# per 1,000 pop",12127,983
Florida,Wakulla,0.156813549,"# per 1,000 pop",12129,984
Florida,Walton,0.21393643,"# per 1,000 pop",12131,985
Florida,Washington,0.081799591,"# per 1,000 pop",12133,986
Georgia,Appling,0.0,"# per 1,000 pop",13001,987
Georgia,Atkinson,0.120192308,"# per 1,000 pop",13003,988
Georgia,Bacon,0.0,"# per 1,000 pop",13005,989
Georgia,Baker,0.0,"# per 1,000 pop",13007,990
Georgia,Baldwin,0.0221288,"# per 1,000 pop",13009,991
Georgia,Banks,0.0,"# per 1,000 pop",13011,992
Georgia,Barrow,0.0259434,"# per 1,000 pop",13013,993
Georgia,Bartow,0.0096683,"# per 1,000 pop",13015,994
Georgia,Ben Hill,0.17452007,"# per 1,000 pop",13017,995
Georgia,Berrien,0.0525928,"# per 1,000 pop",13019,996
Georgia,Bibb,0.0587448,"# per 1,000 pop",13021,997
Georgia,Bleckley,0.0775314,"# per 1,000 pop",13023,998
Georgia,Brantley,0.0,"# per 1,000 pop",13025,999
Georgia,Brooks,0.0,"# per 1,000 pop",13027,565
Georgia,Bryan,0.0,"# per 1,000 pop",13029,573
Georgia,Bulloch,0.0267662,"# per 1,000 pop",13031,579
Georgia,Burke,0.0442321,"# per 1,000 pop",13033,583
Georgia,Butts,0.0,"# per 1,000 pop",13035,588
Georgia,Calhoun,0.0,"# per 1,000 pop",13037,592
Georgia,Camden,0.0381563,"# per 1,000 pop",13039,603
Georgia,Candler,0.183234082,"# per 1,000 pop",13043,616
Georgia,Carroll,0.0343965,"# per 1,000 pop",13045,620
Georgia,Catoosa,0.0301809,"# per 1,000 pop",13047,626
Georgia,Charlton,0.0,"# per 1,000 pop",13049,635
Georgia,Chatham,0.114032966,"# per 1,000 pop",13051,646
Georgia,Chattahoochee,0.099009901,"# per 1,000 pop",13053,656
Georgia,Chattooga,0.0,"# per 1,000 pop",13055,659
Georgia,Cherokee,0.057947,"# per 1,000 pop",13057,662
Georgia,Clarke,0.0239965,"# per 1,000 pop",13059,666
Georgia,Clay,0.0,"# per 1,000 pop",13061,670
Georgia,Clayton,0.0357135,"# per 1,000 pop",13063,673
Georgia,Clinch,0.147297098,"# per 1,000 pop",13065,676
Georgia,Cobb,0.0413071,"# per 1,000 pop",13067,680
Georgia,Coffee,0.069743113,"# per 1,000 pop",13069,684
Georgia,Colquitt,0.08758293,"# per 1,000 pop",13071,689
Georgia,Columbia,0.00678191,"# per 1,000 pop",13073,692
Georgia,Cook,0.0,"# per 1,000 pop",13075,697
Georgia,Coweta,0.0355943,"# per 1,000 pop",13077,700
Georgia,Crawford,0.0,"# per 1,000 pop",13079,704
Georgia,Crisp,0.0,"# per 1,000 pop",13081,707
Georgia,Dade,0.0,"# per 1,000 pop",13083,708
Georgia,Dawson,0.0,"# per 1,000 pop",13085,713
Georgia,Decatur,0.0374322,"# per 1,000 pop",13087,714
Georgia,DeKalb,0.073658412,"# per 1,000 pop",13089,718
Georgia,Dodge,0.0,"# per 1,000 pop",13091,720
Georgia,Dooly,0.0,"# per 1,000 pop",13093,724
Georgia,Dougherty,0.066375353,"# per 1,000 pop",13095,728
Georgia,Douglas,0.0140824,"# per 1,000 pop",13097,731
Georgia,Early,0.0,"# per 1,000 pop",13099,735
Georgia,Echols,0.0,"# per 1,000 pop",13101,737
Georgia,Effingham,0.0,"# per 1,000 pop",13103,742
Georgia,Elbert,0.0,"# per 1,000 pop",13105,746
Georgia,Emanuel,0.089269773,"# per 1,000 pop",13107,750
Georgia,Evans,0.093738283,"# per 1,000 pop",13109,754
Georgia,Fannin,0.0400144,"# per 1,000 pop",13111,755
Georgia,Fayette,0.0449446,"# per 1,000 pop",13113,760
Georgia,Floyd,0.0206996,"# per 1,000 pop",13115,764
Georgia,Forsyth,0.0408966,"# per 1,000 pop",13117,768
