State,County,WIC participants (change % pop) 2012-17 (PCH_WIC_12_17),Units,FIPS,FID
Indiana,Scott,-0.35403317253383104,Percentage points,18143,504
Indiana,Shelby,-0.35403317253383104,Percentage points,18145,506
Indiana,Spencer,-0.35403317253383104,Percentage points,18147,509
Indiana,Starke,-0.35403317253383104,Percentage points,18149,512
Indiana,Steuben,-0.35403317253383104,Percentage points,18151,515
Indiana,Sullivan,-0.35403317253383104,Percentage points,18153,518
Indiana,Switzerland,-0.35403317253383104,Percentage points,18155,526
Indiana,Tippecanoe,-0.35403317253383104,Percentage points,18157,530
Indiana,Tipton,-0.35403317253383104,Percentage points,18159,534
Indiana,Union,-0.35403317253383104,Percentage points,18161,538
Indiana,Vanderburgh,-0.35403317253383104,Percentage points,18163,543
Indiana,Vermillion,-0.35403317253383104,Percentage points,18165,548
Indiana,Vigo,-0.35403317253383104,Percentage points,18167,553
Indiana,Wabash,-0.35403317253383104,Percentage points,18169,555
Indiana,Warren,-0.35403317253383104,Percentage points,18171,567
Indiana,Warrick,-0.35403317253383104,Percentage points,18173,575
Indiana,Washington,-0.35403317253383104,Percentage points,18175,584
Indiana,Wayne,-0.35403317253383104,Percentage points,18177,586
Indiana,Wells,-0.35403317253383104,Percentage points,18179,590
Indiana,White,-0.35403317253383104,Percentage points,18181,594
Indiana,Whitley,-0.35403317253383104,Percentage points,18183,597
Iowa,Adair,-0.2787118676530591,Percentage points,19001,598
Iowa,Adams,-0.2787118676530591,Percentage points,19003,602
Iowa,Allamakee,-0.2787118676530591,Percentage points,19005,608
Iowa,Appanoose,-0.2787118676530591,Percentage points,19007,611
Iowa,Audubon,-0.2787118676530591,Percentage points,19009,615
Iowa,Benton,-0.2787118676530591,Percentage points,19011,619
Iowa,Black Hawk,-0.2787118676530591,Percentage points,19013,623
Iowa,Boone,-0.2787118676530591,Percentage points,19015,625
Iowa,Bremer,-0.2787118676530591,Percentage points,19017,631
Iowa,Buchanan,-0.2787118676530591,Percentage points,19019,632
Iowa,Buena Vista,-0.2787118676530591,Percentage points,19021,633
Iowa,Butler,-0.2787118676530591,Percentage points,19023,361
Iowa,Calhoun,-0.2787118676530591,Percentage points,19025,365
Iowa,Carroll,-0.2787118676530591,Percentage points,19027,369
Iowa,Cass,-0.2787118676530591,Percentage points,19029,374
Iowa,Cedar,-0.2787118676530591,Percentage points,19031,379
Iowa,Cerro Gordo,-0.2787118676530591,Percentage points,19033,383
Iowa,Cherokee,-0.2787118676530591,Percentage points,19035,388
Iowa,Chickasaw,-0.2787118676530591,Percentage points,19037,393
Iowa,Clarke,-0.2787118676530591,Percentage points,19039,397
Iowa,Clay,-0.2787118676530591,Percentage points,19041,398
Iowa,Clayton,-0.2787118676530591,Percentage points,19043,402
Iowa,Clinton,-0.2787118676530591,Percentage points,19045,404
Iowa,Crawford,-0.2787118676530591,Percentage points,19047,408
Iowa,Dallas,-0.2787118676530591,Percentage points,19049,413
Iowa,Davis,-0.2787118676530591,Percentage points,19051,416
Iowa,Decatur,-0.2787118676530591,Percentage points,19053,419
Iowa,Delaware,-0.2787118676530591,Percentage points,19055,421
Iowa,Des Moines,-0.2787118676530591,Percentage points,19057,424
Iowa,Dickinson,-0.2787118676530591,Percentage points,19059,427
Iowa,Dubuque,-0.2787118676530591,Percentage points,19061,434
Iowa,Emmet,-0.2787118676530591,Percentage points,19063,437
Iowa,Fayette,-0.2787118676530591,Percentage points,19065,442
Iowa,Floyd,-0.2787118676530591,Percentage points,19067,447
Iowa,Franklin,-0.2787118676530591,Percentage points,19069,451
Iowa,Fremont,-0.2787118676530591,Percentage points,19071,455
Iowa,Greene,-0.2787118676530591,Percentage points,19073,458
Iowa,Grundy,-0.2787118676530591,Percentage points,19075,460
Iowa,Guthrie,-0.2787118676530591,Percentage points,19077,467
Iowa,Hamilton,-0.2787118676530591,Percentage points,19079,469
Iowa,Hancock,-0.2787118676530591,Percentage points,19081,470
Iowa,Hardin,-0.2787118676530591,Percentage points,19083,475
Iowa,Harrison,-0.2787118676530591,Percentage points,19085,478
Iowa,Henry,-0.2787118676530591,Percentage points,19087,479
Iowa,Howard,-0.2787118676530591,Percentage points,19089,481
Iowa,Humboldt,-0.2787118676530591,Percentage points,19091,487
Iowa,Ida,-0.2787118676530591,Percentage points,19093,491
Iowa,Iowa,-0.2787118676530591,Percentage points,19095,495
Iowa,Jackson,-0.2787118676530591,Percentage points,19097,499
Iowa,Jasper,-0.2787118676530591,Percentage points,19099,505
Iowa,Jefferson,-0.2787118676530591,Percentage points,19101,507
Iowa,Johnson,-0.2787118676530591,Percentage points,19103,508
Iowa,Jones,-0.2787118676530591,Percentage points,19105,516
Iowa,Keokuk,-0.2787118676530591,Percentage points,19107,520
Iowa,Kossuth,-0.2787118676530591,Percentage points,19109,523
Iowa,Lee,-0.2787118676530591,Percentage points,19111,531
Iowa,Linn,-0.2787118676530591,Percentage points,19113,535
Iowa,Louisa,-0.2787118676530591,Percentage points,19115,539
Iowa,Lucas,-0.2787118676530591,Percentage points,19117,542
Iowa,Lyon,-0.2787118676530591,Percentage points,19119,546
Iowa,Madison,-0.2787118676530591,Percentage points,19121,550
Iowa,Mahaska,-0.2787118676530591,Percentage points,19123,554
Iowa,Marion,-0.2787118676530591,Percentage points,19125,561
Iowa,Marshall,-0.2787118676530591,Percentage points,19127,568
Iowa,Mills,-0.2787118676530591,Percentage points,19129,569
Iowa,Mitchell,-0.2787118676530591,Percentage points,19131,572
Iowa,Monona,-0.2787118676530591,Percentage points,19133,576
Iowa,Monroe,-0.2787118676530591,Percentage points,19135,580
Iowa,Montgomery,-0.2787118676530591,Percentage points,19137,595
Iowa,Muscatine,-0.2787118676530591,Percentage points,19139,600
Iowa,O'Brien,-0.2787118676530591,Percentage points,19141,604
Iowa,Osceola,-0.2787118676530591,Percentage points,19143,607
Iowa,Page,-0.2787118676530591,Percentage points,19145,612
Iowa,Palo Alto,-0.2787118676530591,Percentage points,19147,618
Iowa,Plymouth,-0.2787118676530591,Percentage points,19149,622
Iowa,Pocahontas,-0.2787118676530591,Percentage points,19151,624
Iowa,Polk,-0.2787118676530591,Percentage points,19153,629
Iowa,Pottawattamie,-0.2787118676530591,Percentage points,19155,637
Iowa,Poweshiek,-0.2787118676530591,Percentage points,19157,640
Iowa,Ringgold,-0.2787118676530591,Percentage points,19159,642
Iowa,Sac,-0.2787118676530591,Percentage points,19161,647
Iowa,Scott,-0.2787118676530591,Percentage points,19163,657
Iowa,Shelby,-0.2787118676530591,Percentage points,19165,660
Iowa,Sioux,-0.2787118676530591,Percentage points,19167,663
Iowa,Story,-0.2787118676530591,Percentage points,19169,668
Iowa,Tama,-0.2787118676530591,Percentage points,19171,671
Iowa,Taylor,-0.2787118676530591,Percentage points,19173,674
Iowa,Union,-0.2787118676530591,Percentage points,19175,675
Iowa,Van Buren,-0.2787118676530591,Percentage points,19177,678
Iowa,Wapello,-0.2787118676530591,Percentage points,19179,681
Iowa,Warren,-0.2787118676530591,Percentage points,19181,685
Iowa,Washington,-0.2787118676530591,Percentage points,19183,687
Iowa,Wayne,-0.2787118676530591,Percentage points,19185,691
Iowa,Webster,-0.2787118676530591,Percentage points,19187,694
Iowa,Winnebago,-0.2787118676530591,Percentage points,19189,696
Iowa,Winneshiek,-0.2787118676530591,Percentage points,19191,698
Iowa,Woodbury,-0.2787118676530591,Percentage points,19193,702
Iowa,Worth,-0.2787118676530591,Percentage points,19195,703
Iowa,Wright,-0.2787118676530591,Percentage points,19197,705
Kansas,Allen,-0.7327618471435537,Percentage points,20001,709
Kansas,Anderson,-0.7327618471435537,Percentage points,20003,712
Kansas,Atchison,-0.7327618471435537,Percentage points,20005,715
Kansas,Barber,-0.7327618471435537,Percentage points,20007,717
Kansas,Barton,-0.7327618471435537,Percentage points,20009,719
Kansas,Bourbon,-0.7327618471435537,Percentage points,20011,722
Kansas,Brown,-0.7327618471435537,Percentage points,20013,723
Kansas,Butler,-0.7327618471435537,Percentage points,20015,726
Kansas,Chase,-0.7327618471435537,Percentage points,20017,729
Kansas,Chautauqua,-0.7327618471435537,Percentage points,20019,730
Kansas,Cherokee,-0.7327618471435537,Percentage points,20021,732
Kansas,Cheyenne,-0.7327618471435537,Percentage points,20023,736
Kansas,Clark,-0.7327618471435537,Percentage points,20025,738
Kansas,Clay,-0.7327618471435537,Percentage points,20027,739
Kansas,Cloud,-0.7327618471435537,Percentage points,20029,740
Kansas,Coffey,-0.7327618471435537,Percentage points,20031,745
Kansas,Comanche,-0.7327618471435537,Percentage points,20033,748
Kansas,Cowley,-0.7327618471435537,Percentage points,20035,752
Kansas,Crawford,-0.7327618471435537,Percentage points,20037,756
Kansas,Decatur,-0.7327618471435537,Percentage points,20039,759
Kansas,Dickinson,-0.7327618471435537,Percentage points,20041,762
Kansas,Doniphan,-0.7327618471435537,Percentage points,20043,765
Kansas,Douglas,-0.7327618471435537,Percentage points,20045,767
Kansas,Edwards,-0.7327618471435537,Percentage points,20047,770
Kansas,Elk,-0.7327618471435537,Percentage points,20049,773
Kansas,Ellis,-0.7327618471435537,Percentage points,20051,774
Kansas,Ellsworth,-0.7327618471435537,Percentage points,20053,776
Kansas,Finney,-0.7327618471435537,Percentage points,20055,778
Kansas,Ford,-0.7327618471435537,Percentage points,20057,784
Kansas,Franklin,-0.7327618471435537,Percentage points,20059,786
Kansas,Geary,-0.7327618471435537,Percentage points,20061,788
Kansas,Gove,-0.7327618471435537,Percentage points,20063,790
Kansas,Graham,-0.7327618471435537,Percentage points,20065,791
Kansas,Grant,-0.7327618471435537,Percentage points,20067,794
Kansas,Gray,-0.7327618471435537,Percentage points,20069,798
Kansas,Greeley,-0.7327618471435537,Percentage points,20071,801
Kansas,Greenwood,-0.7327618471435537,Percentage points,20073,803
Kansas,Hamilton,-0.7327618471435537,Percentage points,20075,805
Kansas,Harper,-0.7327618471435537,Percentage points,20077,807
Kansas,Harvey,-0.7327618471435537,Percentage points,20079,812
Kansas,Haskell,-0.7327618471435537,Percentage points,20081,815
Kansas,Hodgeman,-0.7327618471435537,Percentage points,20083,818
Kansas,Jackson,-0.7327618471435537,Percentage points,20085,819
Kansas,Jefferson,-0.7327618471435537,Percentage points,20087,821
Kansas,Jewell,-0.7327618471435537,Percentage points,20089,822
Kansas,Johnson,-0.7327618471435537,Percentage points,20091,824
Kansas,Kearny,-0.7327618471435537,Percentage points,20093,826
Kansas,Kingman,-0.7327618471435537,Percentage points,20095,827
Kansas,Kiowa,-0.7327618471435537,Percentage points,20097,829
Kansas,Labette,-0.7327618471435537,Percentage points,20099,831
Kansas,Lane,-0.7327618471435537,Percentage points,20101,833
Kansas,Leavenworth,-0.7327618471435537,Percentage points,20103,836
Kansas,Lincoln,-0.7327618471435537,Percentage points,20105,838
Kansas,Linn,-0.7327618471435537,Percentage points,20107,840
Kansas,Logan,-0.7327618471435537,Percentage points,20109,842
Kansas,Lyon,-0.7327618471435537,Percentage points,20111,844
Kansas,McPherson,-0.7327618471435537,Percentage points,20113,846
Kansas,Marion,-0.7327618471435537,Percentage points,20115,848
Kansas,Marshall,-0.7327618471435537,Percentage points,20117,850
Kansas,Meade,-0.7327618471435537,Percentage points,20119,851
Kansas,Miami,-0.7327618471435537,Percentage points,20121,853
Kansas,Mitchell,-0.7327618471435537,Percentage points,20123,854
Kansas,Montgomery,-0.7327618471435537,Percentage points,20125,856
Kansas,Morris,-0.7327618471435537,Percentage points,20127,858
Kansas,Morton,-0.7327618471435537,Percentage points,20129,859
Kansas,Nemaha,-0.7327618471435537,Percentage points,20131,861
Kansas,Neosho,-0.7327618471435537,Percentage points,20133,862
Kansas,Ness,-0.7327618471435537,Percentage points,20135,864
Kansas,Norton,-0.7327618471435537,Percentage points,20137,866
Kansas,Osage,-0.7327618471435537,Percentage points,20139,867
Kansas,Osborne,-0.7327618471435537,Percentage points,20141,869
Kansas,Ottawa,-0.7327618471435537,Percentage points,20143,870
Kansas,Pawnee,-0.7327618471435537,Percentage points,20145,872
Kansas,Phillips,-0.7327618471435537,Percentage points,20147,873
Kansas,Pottawatomie,-0.7327618471435537,Percentage points,20149,876
Kansas,Pratt,-0.7327618471435537,Percentage points,20151,878
Kansas,Rawlins,-0.7327618471435537,Percentage points,20153,880
Kansas,Reno,-0.7327618471435537,Percentage points,20155,882
Kansas,Republic,-0.7327618471435537,Percentage points,20157,884
Kansas,Rice,-0.7327618471435537,Percentage points,20159,886
Kansas,Riley,-0.7327618471435537,Percentage points,20161,888
Kansas,Rooks,-0.7327618471435537,Percentage points,20163,889
Kansas,Rush,-0.7327618471435537,Percentage points,20165,891
Kansas,Russell,-0.7327618471435537,Percentage points,20167,893
Kansas,Saline,-0.7327618471435537,Percentage points,20169,895
Kansas,Scott,-0.7327618471435537,Percentage points,20171,897
Kansas,Sedgwick,-0.7327618471435537,Percentage points,20173,898
Kansas,Seward,-0.7327618471435537,Percentage points,20175,900
Kansas,Shawnee,-0.7327618471435537,Percentage points,20177,902
Kansas,Sheridan,-0.7327618471435537,Percentage points,20179,904
Kansas,Sherman,-0.7327618471435537,Percentage points,20181,907
Kansas,Smith,-0.7327618471435537,Percentage points,20183,909
Kansas,Stafford,-0.7327618471435537,Percentage points,20185,911
Kansas,Stanton,-0.7327618471435537,Percentage points,20187,913
Kansas,Stevens,-0.7327618471435537,Percentage points,20189,914
Kansas,Sumner,-0.7327618471435537,Percentage points,20191,916
Kansas,Thomas,-0.7327618471435537,Percentage points,20193,917
Kansas,Trego,-0.7327618471435537,Percentage points,20195,919
Kansas,Wabaunsee,-0.7327618471435537,Percentage points,20197,920
Kansas,Wallace,-0.7327618471435537,Percentage points,20199,921
Kansas,Washington,-0.7327618471435537,Percentage points,20201,922
Kansas,Wichita,-0.7327618471435537,Percentage points,20203,923
Kansas,Wilson,-0.7327618471435537,Percentage points,20205,925
Kansas,Woodson,-0.7327618471435537,Percentage points,20207,926
Kansas,Wyandotte,-0.7327618471435537,Percentage points,20209,927
Kentucky,Adair,-0.60500362951838,Percentage points,21001,928
Kentucky,Allen,-0.60500362951838,Percentage points,21003,929
Kentucky,Anderson,-0.60500362951838,Percentage points,21005,930
Kentucky,Ballard,-0.60500362951838,Percentage points,21007,932
Kentucky,Barren,-0.60500362951838,Percentage points,21009,933
Kentucky,Bath,-0.60500362951838,Percentage points,21011,934
Kentucky,Bell,-0.60500362951838,Percentage points,21013,936
Kentucky,Boone,-0.60500362951838,Percentage points,21015,1002
Kentucky,Bourbon,-0.60500362951838,Percentage points,21017,1005
Kentucky,Boyd,-0.60500362951838,Percentage points,21019,1008
Kentucky,Boyle,-0.60500362951838,Percentage points,21021,1010
Kentucky,Bracken,-0.60500362951838,Percentage points,21023,1013
Kentucky,Breathitt,-0.60500362951838,Percentage points,21025,1017
Kentucky,Breckinridge,-0.60500362951838,Percentage points,21027,1020
Kentucky,Bullitt,-0.60500362951838,Percentage points,21029,1024
Kentucky,Butler,-0.60500362951838,Percentage points,21031,1026
Kentucky,Caldwell,-0.60500362951838,Percentage points,21033,1031
Kentucky,Calloway,-0.60500362951838,Percentage points,21035,1033
Kentucky,Campbell,-0.60500362951838,Percentage points,21037,1035
Kentucky,Carlisle,-0.60500362951838,Percentage points,21039,1039
Kentucky,Carroll,-0.60500362951838,Percentage points,21041,1041
Kentucky,Carter,-0.60500362951838,Percentage points,21043,1044
Kentucky,Casey,-0.60500362951838,Percentage points,21045,1048
Kentucky,Christian,-0.60500362951838,Percentage points,21047,1050
Kentucky,Clark,-0.60500362951838,Percentage points,21049,1053
Kentucky,Clay,-0.60500362951838,Percentage points,21051,1056
Kentucky,Clinton,-0.60500362951838,Percentage points,21053,1059
Kentucky,Crittenden,-0.60500362951838,Percentage points,21055,1064
Kentucky,Cumberland,-0.60500362951838,Percentage points,21057,1067
Kentucky,Daviess,-0.60500362951838,Percentage points,21059,1071
Kentucky,Edmonson,-0.60500362951838,Percentage points,21061,1073
Kentucky,Elliott,-0.60500362951838,Percentage points,21063,1075
Kentucky,Estill,-0.60500362951838,Percentage points,21065,1077
Kentucky,Fayette,-0.60500362951838,Percentage points,21067,1080
Kentucky,Fleming,-0.60500362951838,Percentage points,21069,1083
Kentucky,Floyd,-0.60500362951838,Percentage points,21071,1085
Kentucky,Franklin,-0.60500362951838,Percentage points,21073,1086
Kentucky,Fulton,-0.60500362951838,Percentage points,21075,1088
Kentucky,Gallatin,-0.60500362951838,Percentage points,21077,1090
Kentucky,Garrard,-0.60500362951838,Percentage points,21079,1092
Kentucky,Grant,-0.60500362951838,Percentage points,21081,1094
Kentucky,Graves,-0.60500362951838,Percentage points,21083,1097
Kentucky,Grayson,-0.60500362951838,Percentage points,21085,1100
Kentucky,Green,-0.60500362951838,Percentage points,21087,1102
Kentucky,Greenup,-0.60500362951838,Percentage points,21089,1105
Kentucky,Hancock,-0.60500362951838,Percentage points,21091,1107
Kentucky,Hardin,-0.60500362951838,Percentage points,21093,1110
Kentucky,Harlan,-0.60500362951838,Percentage points,21095,1114
Kentucky,Harrison,-0.60500362951838,Percentage points,21097,1119
Kentucky,Hart,-0.60500362951838,Percentage points,21099,1121
Kentucky,Henderson,-0.60500362951838,Percentage points,21101,1126
Kentucky,Henry,-0.60500362951838,Percentage points,21103,1129
Kentucky,Hickman,-0.60500362951838,Percentage points,21105,1130
Kentucky,Hopkins,-0.60500362951838,Percentage points,21107,1136
Kentucky,Jackson,-0.60500362951838,Percentage points,21109,1140
Kentucky,Jefferson,-0.60500362951838,Percentage points,21111,1143
Kentucky,Jessamine,-0.60500362951838,Percentage points,21113,1145
Kentucky,Johnson,-0.60500362951838,Percentage points,21115,1148
Kentucky,Kenton,-0.60500362951838,Percentage points,21117,1151
Kentucky,Knott,-0.60500362951838,Percentage points,21119,1154
Kentucky,Knox,-0.60500362951838,Percentage points,21121,1159
Kentucky,Larue,-0.60500362951838,Percentage points,21123,1162
Kentucky,Laurel,-0.60500362951838,Percentage points,21125,1166
Kentucky,Lawrence,-0.60500362951838,Percentage points,21127,1167
Kentucky,Lee,-0.60500362951838,Percentage points,21129,1171
Kentucky,Leslie,-0.60500362951838,Percentage points,21131,1175
Kentucky,Letcher,-0.60500362951838,Percentage points,21133,1178
Kentucky,Lewis,-0.60500362951838,Percentage points,21135,1180
Kentucky,Lincoln,-0.60500362951838,Percentage points,21137,1184
Kentucky,Livingston,-0.60500362951838,Percentage points,21139,1187
Kentucky,Logan,-0.60500362951838,Percentage points,21141,1190
Kentucky,Lyon,-0.60500362951838,Percentage points,21143,1193
Kentucky,McCracken,-0.60500362951838,Percentage points,21145,1196
Kentucky,McCreary,-0.60500362951838,Percentage points,21147,1198
Kentucky,McLean,-0.60500362951838,Percentage points,21149,1201
Kentucky,Madison,-0.60500362951838,Percentage points,21151,1204
Kentucky,Magoffin,-0.60500362951838,Percentage points,21153,1206
Kentucky,Marion,-0.60500362951838,Percentage points,21155,1210
Kentucky,Marshall,-0.60500362951838,Percentage points,21157,1213
Kentucky,Martin,-0.60500362951838,Percentage points,21159,1215
Kentucky,Mason,-0.60500362951838,Percentage points,21161,1217
Kentucky,Meade,-0.60500362951838,Percentage points,21163,1220
Kentucky,Menifee,-0.60500362951838,Percentage points,21165,1222
Kentucky,Mercer,-0.60500362951838,Percentage points,21167,1225
Kentucky,Metcalfe,-0.60500362951838,Percentage points,21169,1228
Kentucky,Monroe,-0.60500362951838,Percentage points,21171,1230
Kentucky,Montgomery,-0.60500362951838,Percentage points,21173,1233
Kentucky,Morgan,-0.60500362951838,Percentage points,21175,1235
Kentucky,Muhlenberg,-0.60500362951838,Percentage points,21177,1238
Kentucky,Nelson,-0.60500362951838,Percentage points,21179,1243
Kentucky,Nicholas,-0.60500362951838,Percentage points,21181,1246
Kentucky,Ohio,-0.60500362951838,Percentage points,21183,1249
Kentucky,Oldham,-0.60500362951838,Percentage points,21185,1252
Kentucky,Owen,-0.60500362951838,Percentage points,21187,1255
Kentucky,Owsley,-0.60500362951838,Percentage points,21189,1257
Kentucky,Pendleton,-0.60500362951838,Percentage points,21191,1260
Kentucky,Perry,-0.60500362951838,Percentage points,21193,1265
Kentucky,Pike,-0.60500362951838,Percentage points,21195,1267
Kentucky,Powell,-0.60500362951838,Percentage points,21197,1270
Kentucky,Pulaski,-0.60500362951838,Percentage points,21199,1272
Kentucky,Robertson,-0.60500362951838,Percentage points,21201,1273
Kentucky,Rockcastle,-0.60500362951838,Percentage points,21203,1276
Kentucky,Rowan,-0.60500362951838,Percentage points,21205,1279
Kentucky,Russell,-0.60500362951838,Percentage points,21207,1282
Kentucky,Scott,-0.60500362951838,Percentage points,21209,1283
Kentucky,Shelby,-0.60500362951838,Percentage points,21211,1285
Kentucky,Simpson,-0.60500362951838,Percentage points,21213,1287
Kentucky,Spencer,-0.60500362951838,Percentage points,21215,1000
Kentucky,Taylor,-0.60500362951838,Percentage points,21217,1003
Kentucky,Todd,-0.60500362951838,Percentage points,21219,1006
Kentucky,Trigg,-0.60500362951838,Percentage points,21221,1009
Kentucky,Trimble,-0.60500362951838,Percentage points,21223,1012
Kentucky,Union,-0.60500362951838,Percentage points,21225,1016
Kentucky,Warren,-0.60500362951838,Percentage points,21227,1019
Kentucky,Washington,-0.60500362951838,Percentage points,21229,1023
Kentucky,Wayne,-0.60500362951838,Percentage points,21231,1027
Kentucky,Webster,-0.60500362951838,Percentage points,21233,1029
Kentucky,Whitley,-0.60500362951838,Percentage points,21235,1034
Kentucky,Wolfe,-0.60500362951838,Percentage points,21237,1037
Kentucky,Woodford,-0.60500362951838,Percentage points,21239,1042
Louisiana,Acadia,-0.601537897970807,Percentage points,22001,1046
Louisiana,Allen,-0.601537897970807,Percentage points,22003,1051
Louisiana,Ascension,-0.601537897970807,Percentage points,22005,1055
Louisiana,Assumption,-0.601537897970807,Percentage points,22007,1060
Louisiana,Avoyelles,-0.601537897970807,Percentage points,22009,1062
Louisiana,Beauregard,-0.601537897970807,Percentage points,22011,1066
Louisiana,Bienville,-0.601537897970807,Percentage points,22013,1069
Louisiana,Bossier,-0.601537897970807,Percentage points,22015,1076
Louisiana,Caddo,-0.601537897970807,Percentage points,22017,1079
Louisiana,Calcasieu,-0.601537897970807,Percentage points,22019,1081
Louisiana,Caldwell,-0.601537897970807,Percentage points,22021,1084
Louisiana,Cameron,-0.601537897970807,Percentage points,22023,1089
Louisiana,Catahoula,-0.601537897970807,Percentage points,22025,1093
Louisiana,Claiborne,-0.601537897970807,Percentage points,22027,1095
Louisiana,Concordia,-0.601537897970807,Percentage points,22029,1098
Louisiana,De Soto,-0.601537897970807,Percentage points,22031,1103
Louisiana,East Baton Rouge,-0.601537897970807,Percentage points,22033,1108
Louisiana,East Carroll,-0.601537897970807,Percentage points,22035,1111
Louisiana,East Feliciana,-0.601537897970807,Percentage points,22037,1115
Louisiana,Evangeline,-0.601537897970807,Percentage points,22039,1118
Louisiana,Franklin,-0.601537897970807,Percentage points,22041,1123
Louisiana,Grant,-0.601537897970807,Percentage points,22043,1127
Louisiana,Iberia,-0.601537897970807,Percentage points,22045,1133
Louisiana,Iberville,-0.601537897970807,Percentage points,22047,1134
Louisiana,Jackson,-0.601537897970807,Percentage points,22049,1138
Louisiana,Jefferson,-0.601537897970807,Percentage points,22051,1147
Louisiana,Jefferson Davis,-0.601537897970807,Percentage points,22053,1155
Louisiana,Lafayette,-0.601537897970807,Percentage points,22055,1161
Louisiana,Lafourche,-0.601537897970807,Percentage points,22057,1280
Louisiana,La Salle,-0.601537897970807,Percentage points,22059,1289
Louisiana,Lincoln,-0.601537897970807,Percentage points,22061,1291
Louisiana,Livingston,-0.601537897970807,Percentage points,22063,1295
Louisiana,Madison,-0.601537897970807,Percentage points,22065,1297
Louisiana,Morehouse,-0.601537897970807,Percentage points,22067,1299
Louisiana,Natchitoches,-0.601537897970807,Percentage points,22069,1301
Louisiana,Orleans,-0.601537897970807,Percentage points,22071,1304
Louisiana,Ouachita,-0.601537897970807,Percentage points,22073,1306
Louisiana,Plaquemines,-0.601537897970807,Percentage points,22075,1427
Louisiana,Pointe Coupee,-0.601537897970807,Percentage points,22077,1431
Louisiana,Rapides,-0.601537897970807,Percentage points,22079,1434
Louisiana,Red River,-0.601537897970807,Percentage points,22081,1436
Louisiana,Richland,-0.601537897970807,Percentage points,22083,1439
Louisiana,Sabine,-0.601537897970807,Percentage points,22085,1441
Louisiana,St. Bernard,-0.601537897970807,Percentage points,22087,1463
Louisiana,St. Charles,-0.601537897970807,Percentage points,22089,1466
Louisiana,St. Helena,-0.601537897970807,Percentage points,22091,1467
Louisiana,St. James,-0.601537897970807,Percentage points,22093,1468
Louisiana,St. John the Baptist,-0.601537897970807,Percentage points,22095,1469
Louisiana,St. Landry,-0.601537897970807,Percentage points,22097,1471
Louisiana,St. Martin,-0.601537897970807,Percentage points,22099,1473
Louisiana,St. Mary,-0.601537897970807,Percentage points,22101,1474
Louisiana,St. Tammany,-0.601537897970807,Percentage points,22103,1475
Louisiana,Tangipahoa,-0.601537897970807,Percentage points,22105,1476
Louisiana,Tensas,-0.601537897970807,Percentage points,22107,1479
Louisiana,Terrebonne,-0.601537897970807,Percentage points,22109,1501
Louisiana,Union,-0.601537897970807,Percentage points,22111,1507
Louisiana,Vermilion,-0.601537897970807,Percentage points,22113,1510
Louisiana,Vernon,-0.601537897970807,Percentage points,22115,1513
Louisiana,Washington,-0.601537897970807,Percentage points,22117,1516
Louisiana,Webster,-0.601537897970807,Percentage points,22119,1518
Louisiana,West Baton Rouge,-0.601537897970807,Percentage points,22121,1520
Louisiana,West Carroll,-0.601537897970807,Percentage points,22123,1522
Louisiana,West Feliciana,-0.601537897970807,Percentage points,22125,1524
Louisiana,Winn,-0.601537897970807,Percentage points,22127,1529
Maine,Androscoggin,-0.4848574814968183,Percentage points,23001,1532
Maine,Aroostook,-0.4848574814968183,Percentage points,23003,1535
Maine,Cumberland,-0.4848574814968183,Percentage points,23005,1608
Maine,Franklin,-0.4848574814968183,Percentage points,23007,1619
Maine,Hancock,-0.4848574814968183,Percentage points,23009,1748
Maine,Kennebec,-0.4848574814968183,Percentage points,23011,1755
Maine,Knox,-0.4848574814968183,Percentage points,23013,1774
Maine,Lincoln,-0.4848574814968183,Percentage points,23015,1835
Maine,Oxford,-0.4848574814968183,Percentage points,23017,1842
Maine,Penobscot,-0.4848574814968183,Percentage points,23019,1846
Maine,Piscataquis,-0.4848574814968183,Percentage points,23021,1851
Maine,Sagadahoc,-0.4848574814968183,Percentage points,23023,1855
Maine,Somerset,-0.4848574814968183,Percentage points,23025,1860
Maine,Waldo,-0.4848574814968183,Percentage points,23027,1865
Maine,Washington,-0.4848574814968183,Percentage points,23029,1884
Maine,York,-0.4848574814968183,Percentage points,23031,1901
Maryland,Allegany,-0.2877334697560108,Percentage points,24001,1905
Maryland,Anne Arundel,-0.2877334697560108,Percentage points,24003,1925
Maryland,Baltimore County,-0.2877334697560108,Percentage points,24005,1939
Maryland,Calvert,-0.2877334697560108,Percentage points,24009,1946
Maryland,Caroline,-0.2877334697560108,Percentage points,24011,1949
Maryland,Carroll,-0.2877334697560108,Percentage points,24013,1955
Maryland,Cecil,-0.2877334697560108,Percentage points,24015,1963
Maryland,Charles,-0.2877334697560108,Percentage points,24017,1294
Maryland,Dorchester,-0.2877334697560108,Percentage points,24019,1346
Maryland,Frederick,-0.2877334697560108,Percentage points,24021,1357
Maryland,Garrett,-0.2877334697560108,Percentage points,24023,1361
Maryland,Harford,-0.2877334697560108,Percentage points,24025,1372
Maryland,Howard,-0.2877334697560108,Percentage points,24027,1379
Maryland,Kent,-0.2877334697560108,Percentage points,24029,1394
Maryland,Montgomery,-0.2877334697560108,Percentage points,24031,1398
Maryland,Prince George's,-0.2877334697560108,Percentage points,24033,1403
Maryland,Queen Anne's,-0.2877334697560108,Percentage points,24035,1413
