State,County,WIC-authorized stores per 1000 pop 2016 (WICSPTH16),Units,FIPS,FID
Alabama,Autauga,0.09051084518432617,"# per 1,000 pop",1001,5
Alabama,Baldwin,0.13480202853679657,"# per 1,000 pop",1003,20
Alabama,Barbour,0.2323870062828064,"# per 1,000 pop",1005,25
Alabama,Bibb,0.22147412598133087,"# per 1,000 pop",1007,29
Alabama,Blount,0.13908931612968445,"# per 1,000 pop",1009,33
Alabama,Bullock,0.28898951411247253,"# per 1,000 pop",1011,37
Alabama,Butler,0.199710413813591,"# per 1,000 pop",1013,39
Alabama,Calhoun,0.17388582229614258,"# per 1,000 pop",1015,43
Alabama,Chambers,0.17766723036766052,"# per 1,000 pop",1017,47
Alabama,Cherokee,0.1551831215620041,"# per 1,000 pop",1019,51
Alabama,Chilton,0.13668671250343323,"# per 1,000 pop",1021,56
Alabama,Choctaw,0.22990266978740692,"# per 1,000 pop",1023,58
Alabama,Clarke,0.3285555839538574,"# per 1,000 pop",1025,61
Alabama,Clay,0.22399760782718658,"# per 1,000 pop",1027,65
Alabama,Cleburne,0.26930585503578186,"# per 1,000 pop",1029,67
Alabama,Coffee,0.1368657797574997,"# per 1,000 pop",1031,70
Alabama,Colbert,0.1655416041612625,"# per 1,000 pop",1033,73
Alabama,Conecuh,0.1599871963262558,"# per 1,000 pop",1035,80
Alabama,Coosa,0.09237021952867508,"# per 1,000 pop",1037,82
Alabama,Covington,0.18725590407848358,"# per 1,000 pop",1039,88
Alabama,Crenshaw,0.2154862880706787,"# per 1,000 pop",1041,90
Alabama,Cullman,0.14553216099739075,"# per 1,000 pop",1043,98
Alabama,Dale,0.12170138210058212,"# per 1,000 pop",1045,101
Alabama,Dallas,0.19954106211662292,"# per 1,000 pop",1047,110
Alabama,DeKalb,0.15470950305461884,"# per 1,000 pop",1049,112
Alabama,Elmore,0.11075150966644287,"# per 1,000 pop",1051,118
Alabama,Escambia,0.16005121171474457,"# per 1,000 pop",1053,122
Alabama,Etowah,0.13612188398838043,"# per 1,000 pop",1055,131
Alabama,Fayette,0.24161884188652039,"# per 1,000 pop",1057,134
Alabama,Franklin,0.22114108502864838,"# per 1,000 pop",1059,138
Alabama,Geneva,0.26417088508605957,"# per 1,000 pop",1061,140
Alabama,Greene,0.23576565086841583,"# per 1,000 pop",1063,148
Alabama,Hale,0.13481631875038147,"# per 1,000 pop",1065,150
Alabama,Henry,0.23415091633796692,"# per 1,000 pop",1067,158
Alabama,Houston,0.21105344593524933,"# per 1,000 pop",1069,160
Alabama,Jackson,0.21134337782859802,"# per 1,000 pop",1071,164
Alabama,Jefferson,0.1196378767490387,"# per 1,000 pop",1073,171
Alabama,Lamar,0.28721189498901367,"# per 1,000 pop",1075,174
Alabama,Lauderdale,0.19468510150909424,"# per 1,000 pop",1077,176
Alabama,Lawrence,0.120362289249897,"# per 1,000 pop",1079,181
Alabama,Lee,0.10044131428003311,"# per 1,000 pop",1081,187
Alabama,Limestone,0.08616882562637329,"# per 1,000 pop",1083,197
Alabama,Lowndes,0.19506485760211945,"# per 1,000 pop",1085,205
Alabama,Macon,0.20981955528259277,"# per 1,000 pop",1087,210
Alabama,Madison,0.1233111247420311,"# per 1,000 pop",1089,217
Alabama,Marengo,0.25620004534721375,"# per 1,000 pop",1091,220
Alabama,Marion,0.20024028420448303,"# per 1,000 pop",1093,224
Alabama,Marshall,0.16820327937602997,"# per 1,000 pop",1095,231
Alabama,Mobile,0.1323709636926651,"# per 1,000 pop",1097,240
Alabama,Monroe,0.23207241296768188,"# per 1,000 pop",1099,250
Alabama,Montgomery,0.110097236931324,"# per 1,000 pop",1101,256
Alabama,Morgan,0.14289316534996033,"# per 1,000 pop",1103,262
Alabama,Perry,0.3148614466190338,"# per 1,000 pop",1105,264
Alabama,Pickens,0.19695700705051422,"# per 1,000 pop",1107,273
Alabama,Pike,0.17899227142333984,"# per 1,000 pop",1109,279
Alabama,Randolph,0.17771458625793457,"# per 1,000 pop",1111,284
Alabama,Russell,0.1889774650335312,"# per 1,000 pop",1113,288
Alabama,St. Clair,0.13742083311080933,"# per 1,000 pop",1115,292
Alabama,Shelby,0.12297214567661285,"# per 1,000 pop",1117,298
Alabama,Sumter,0.3083089292049408,"# per 1,000 pop",1119,303
Alabama,Talladega,0.14912760257720947,"# per 1,000 pop",1121,306
Alabama,Tallapoosa,0.1971900463104248,"# per 1,000 pop",1123,308
Alabama,Tuscaloosa,0.106478750705719,"# per 1,000 pop",1125,313
Alabama,Walker,0.17041581869125366,"# per 1,000 pop",1127,317
Alabama,Washington,0.18061408400535583,"# per 1,000 pop",1129,319
Alabama,Wilcox,0.4607870280742645,"# per 1,000 pop",1131,326
Alabama,Winston,0.25098302960395813,"# per 1,000 pop",1133,332
Alaska,Aleutians East,0.885478138923645,"# per 1,000 pop",2013,346
Alaska,Aleutians West,0.5265005230903625,"# per 1,000 pop",2016,381
Alaska,Anchorage,0.08074935525655746,"# per 1,000 pop",2020,400
Alaska,Bethel,0.776957631111145,"# per 1,000 pop",2050,411
Alaska,Bristol Bay,2.214839458465576,"# per 1,000 pop",2060,423
Alaska,Denali,nan,"# per 1,000 pop",2068,426
Alaska,Dillingham,0.6036217212677002,"# per 1,000 pop",2070,445
Alaska,Fairbanks North Star,0.07945730537176132,"# per 1,000 pop",2090,454
Alaska,Haines,0.7914522886276245,"# per 1,000 pop",2100,462
Alaska,Hoonah-Angoon,0.9398496150970459,"# per 1,000 pop",2105,476
Alaska,Juneau,0.15432098507881165,"# per 1,000 pop",2110,482
Alaska,Kenai Peninsula,0.1881885975599289,"# per 1,000 pop",2122,494
Alaska,Ketchikan Gateway,0.21875455975532532,"# per 1,000 pop",2130,514
Alaska,Kodiak Island,0.14587892591953278,"# per 1,000 pop",2150,533
Alaska,Lake and Peninsula,0.6257822513580322,"# per 1,000 pop",2164,544
Alaska,Matanuska-Susitna,0.05760534480214119,"# per 1,000 pop",2170,556
Alaska,Nome,1.5058728456497192,"# per 1,000 pop",2180,571
Alaska,North Slope,0.6174110174179077,"# per 1,000 pop",2185,614
Alaska,Northwest Arctic,1.6907269954681396,"# per 1,000 pop",2188,638
Alaska,Petersburg,0.9174311757087708,"# per 1,000 pop",2195,645
Alaska,Prince of Wales-Hyder,0.6138735413551331,"# per 1,000 pop",2198,669
Alaska,Sitka,0.34332799911499023,"# per 1,000 pop",2220,679
Alaska,Skagway,nan,"# per 1,000 pop",2230,683
Alaska,Southeast Fairbanks,0.43802013993263245,"# per 1,000 pop",2240,690
Alaska,Valdez-Cordova,0.4292766749858856,"# per 1,000 pop",2261,710
Alaska,Wade Hampton,nan,"# per 1,000 pop",2270,725
Alaska,Wrangell,0.7996801137924194,"# per 1,000 pop",2275,733
Alaska,Yakutat,3.2626426219940186,"# per 1,000 pop",2282,744
Alaska,Yukon-Koyukuk,1.2907984256744385,"# per 1,000 pop",2290,753
Arizona,Apache,0.3781353831291199,"# per 1,000 pop",4001,761
Arizona,Cochise,0.13515447080135345,"# per 1,000 pop",4003,763
Arizona,Coconino,0.15656691789627075,"# per 1,000 pop",4005,771
Arizona,Gila,0.14980150759220123,"# per 1,000 pop",4007,787
Arizona,Graham,0.13219469785690308,"# per 1,000 pop",4009,0
Arizona,Greenlee,0.10361620783805847,"# per 1,000 pop",4011,1
Arizona,La Paz,0.29040220379829407,"# per 1,000 pop",4012,3
Arizona,Maricopa,0.09791943430900574,"# per 1,000 pop",4013,9
Arizona,Mohave,0.09731365740299225,"# per 1,000 pop",4015,15
Arizona,Navajo,0.22115127742290497,"# per 1,000 pop",4017,17
Arizona,Pima,0.09532007575035095,"# per 1,000 pop",4019,21
Arizona,Pinal,0.07427587360143661,"# per 1,000 pop",4021,26
Arizona,Santa Cruz,0.08608074486255646,"# per 1,000 pop",4023,32
Arizona,Yavapai,0.09795583784580231,"# per 1,000 pop",4025,35
Arizona,Yuma,0.12528912723064423,"# per 1,000 pop",4027,42
Arkansas,Arkansas,0.2204464077949524,"# per 1,000 pop",5001,46
Arkansas,Ashley,0.1948842853307724,"# per 1,000 pop",5003,50
Arkansas,Baxter,0.14584700763225555,"# per 1,000 pop",5005,54
Arkansas,Benton,0.10801052302122116,"# per 1,000 pop",5007,59
Arkansas,Boone,0.13419216871261597,"# per 1,000 pop",5009,62
Arkansas,Bradley,0.091182641685009,"# per 1,000 pop",5011,68
Arkansas,Calhoun,nan,"# per 1,000 pop",5013,72
Arkansas,Carroll,0.18016070127487183,"# per 1,000 pop",5015,74
Arkansas,Chicot,0.18362100422382355,"# per 1,000 pop",5017,77
Arkansas,Clark,0.08849557489156723,"# per 1,000 pop",5019,86
Arkansas,Clay,0.19932229816913605,"# per 1,000 pop",5021,93
Arkansas,Cleburne,0.15889409184455872,"# per 1,000 pop",5023,97
Arkansas,Cleveland,0.12122681736946106,"# per 1,000 pop",5025,103
Arkansas,Columbia,0.2494906187057495,"# per 1,000 pop",5027,107
Arkansas,Conway,0.14374011754989624,"# per 1,000 pop",5029,109
Arkansas,Craighead,0.1322876363992691,"# per 1,000 pop",5031,114
Arkansas,Crawford,0.12839236855506897,"# per 1,000 pop",5033,115
Arkansas,Crittenden,0.2229202538728714,"# per 1,000 pop",5035,119
Arkansas,Cross,0.23496240377426147,"# per 1,000 pop",5037,124
Arkansas,Dallas,0.1350986212491989,"# per 1,000 pop",5039,128
Arkansas,Desha,0.25212201476097107,"# per 1,000 pop",5041,130
Arkansas,Drew,0.10780508816242218,"# per 1,000 pop",5043,136
Arkansas,Faulkner,0.10647010803222656,"# per 1,000 pop",5045,141
Arkansas,Franklin,0.2263851910829544,"# per 1,000 pop",5047,144
Arkansas,Fulton,0.08267195522785187,"# per 1,000 pop",5049,146
Arkansas,Garland,0.1322334259748459,"# per 1,000 pop",5051,151
Arkansas,Grant,0.11074810475111008,"# per 1,000 pop",5053,155
Arkansas,Greene,0.11178179830312729,"# per 1,000 pop",5055,162
Arkansas,Hempstead,0.18152114748954773,"# per 1,000 pop",5057,172
Arkansas,Hot Spring,0.11969239264726639,"# per 1,000 pop",5059,184
Arkansas,Howard,0.14963339269161224,"# per 1,000 pop",5061,191
Arkansas,Independence,0.1347055286169052,"# per 1,000 pop",5063,200
Arkansas,Izard,0.29660388827323914,"# per 1,000 pop",5065,203
Arkansas,Jackson,0.17351070046424866,"# per 1,000 pop",5067,209
Arkansas,Jefferson,0.12784090638160706,"# per 1,000 pop",5069,213
Arkansas,Johnson,0.11472275108098984,"# per 1,000 pop",5071,218
Arkansas,Lafayette,0.14507471024990082,"# per 1,000 pop",5073,222
Arkansas,Lawrence,0.30031833052635193,"# per 1,000 pop",5075,230
Arkansas,Lee,0.10706637799739838,"# per 1,000 pop",5077,237
Arkansas,Lincoln,0.07286505401134491,"# per 1,000 pop",5079,244
Arkansas,Little River,0.24152643978595734,"# per 1,000 pop",5081,251
Arkansas,Logan,0.18411967158317566,"# per 1,000 pop",5083,258
Arkansas,Lonoke,0.11139113456010818,"# per 1,000 pop",5085,268
Arkansas,Madison,0.12413108348846436,"# per 1,000 pop",5087,277
Arkansas,Marion,0.24423006176948547,"# per 1,000 pop",5089,282
Arkansas,Miller,0.1140458956360817,"# per 1,000 pop",5091,287
Arkansas,Mississippi,0.18657150864601135,"# per 1,000 pop",5093,294
Arkansas,Monroe,0.27766209840774536,"# per 1,000 pop",5095,300
Arkansas,Montgomery,0.11174432933330536,"# per 1,000 pop",5097,304
Arkansas,Nevada,0.1193317398428917,"# per 1,000 pop",5099,307
Arkansas,Newton,0.12722645699977875,"# per 1,000 pop",5101,311
Arkansas,Ouachita,0.24984385073184967,"# per 1,000 pop",5103,316
Arkansas,Perry,0.09733307361602783,"# per 1,000 pop",5105,318
Arkansas,Phillips,0.15738117694854736,"# per 1,000 pop",5107,322
Arkansas,Pike,0.18475750088691711,"# per 1,000 pop",5109,327
Arkansas,Poinsett,0.20827259123325348,"# per 1,000 pop",5111,333
Arkansas,Polk,0.14887598156929016,"# per 1,000 pop",5113,337
Arkansas,Pope,0.1408979892730713,"# per 1,000 pop",5115,340
Arkansas,Prairie,0.2423654943704605,"# per 1,000 pop",5117,345
Arkansas,Pulaski,0.101423479616642,"# per 1,000 pop",5119,350
Arkansas,Randolph,0.11476444453001022,"# per 1,000 pop",5121,353
Arkansas,St. Francis,0.15183722972869873,"# per 1,000 pop",5123,357
Arkansas,Saline,0.10195845365524292,"# per 1,000 pop",5125,360
Arkansas,Scott,0.387859970331192,"# per 1,000 pop",5127,364
Arkansas,Searcy,0.251130074262619,"# per 1,000 pop",5129,372
Arkansas,Sebastian,0.12551283836364746,"# per 1,000 pop",5131,378
Arkansas,Sevier,0.17667844891548157,"# per 1,000 pop",5133,390
Arkansas,Sharp,0.23510050773620605,"# per 1,000 pop",5135,394
