PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
WA5376250,SARATOGA SHORES COMMUNITY CLUB,"98277, Oak Harbor, Washington",98277,Washington,Region 10,Community water system,37,,Island,4,53,0,-122.652069,48.293914,-122.652069,48.293914,-122.845069,-122.459069,48.100914,48.486914
WA5349900,MADRONA BEACH WATER CO INC,"98366, South Park Village, Washington",98366,Washington,Region 10,Community water system,67,,Thurston,3,20,0,-122.650051,47.518729,-122.650051,47.518729,-122.819051,-122.481051,47.349729,47.687729
WA5394950,WESTSIDE WATER ASSN,"11205 SW Corbin Beach Rd, Vashon, Washington, 98070",98070,Washington,Region 10,Community water system,585,,King,9,27,0,-122.477829,47.492359,-122.477941,47.49223,-122.478829,-122.476829,47.491359,47.493359
WA5338740,SIT  N BULL SALOON,"98819, Conconully, Washington",98819,Washington,Region 10,Transient non-community system,74,,Okanogan,2,13,0,-119.748774,48.557471,-119.748774,48.557471,-119.757774,-119.739774,48.548471,48.566471
WA53AA139,TALCOTT RIDGE,"1230 Ruddell Rd SE, Lacey, Washington, 98503",98503,Washington,Region 10,Community water system,102,,Thurston,3,89,0,-122.817911,47.03525,-122.817661,47.03526,-122.818911,-122.816911,47.03425,47.03625
WA5325184,TALMO - SUTHERLAND,"98366, South Park Village, Washington",98366,Washington,Region 10,Transient non-community system,40,,Pierce,2,8,0,-122.650051,47.518729,-122.650051,47.518729,-122.819051,-122.481051,47.349729,47.687729
WA5307028,CORNWALL CHURCH OF GOD W.S.,"6243 Mission Rd, Everson, Washington, 98247",98247,Washington,Region 10,Non-Transient non-community system,460,,Whatcom,4,12,0,-122.353672,48.86692,-122.356421,48.86694,-122.354672,-122.352672,48.86592,48.86792
WA53FS485,LA WIS WIS CAMPGROUND,"10024 US Highway 12, Randle, Washington, 98377",98377,Washington,Region 10,Transient non-community system,400,,Lewis,4,5,0,-121.932971,46.534242,-121.932981,46.53363,-121.933971,-121.931971,46.533242,46.535242
WA5307118,NORTH FORK TIMBER SHOP,"1162 NW State Ave, Chehalis, Washington, 98532",98532,Washington,Region 10,Transient non-community system,35,,Lewis,2,3,0,-122.973962,46.671935,-122.973291,46.67199,-122.974962,-122.972962,46.670935,46.672935
WA5387823,Squirrel Tree Resort,"98826, Leavenworth, Washington",98826,Washington,Region 10,Transient non-community system,100,,Chelan,4,2,0,-120.664682,47.59501,-120.664682,47.59501,-121.297682,-120.031682,46.96201,48.22801
WA5371900,"REPUBLIC, CITY OF","99166, Republic, Washington",99166,Washington,Region 10,Community water system,1673,,Ferry,4,15,0,-118.734211,48.646817,-118.734211,48.646817,-119.162211,-118.306211,48.218817,49.074817
WA5396096,WHISTLIN  JACK LODGE INC,"20800 State Route 410, Naches, Washington, 98937",98937,Washington,Region 10,Transient non-community system,25,,Yakima,5,8,0,-121.062285,46.940198,-121.063351,46.93977,-121.063285,-121.061285,46.939198,46.941198
WA5396750,WIDARAMA BEACH WATER RIGHTS ASSN.,"98277, Oak Harbor, Washington",98277,Washington,Region 10,Community water system,85,,Island,2,50,0,-122.652069,48.293914,-122.652069,48.293914,-122.845069,-122.459069,48.100914,48.486914
WA5399170,YALE PARK,"105 Merwin Village Ct, Ariel, Washington, 98603",98603,Washington,Region 10,Transient non-community system,204,,Cowlitz,4,2,0,-122.56108,45.955808,-122.56108,45.955808,-122.57108,-122.55108,45.945808,45.965808
WA5303456,RIDGE WATER ASSOCIATION,"1110 W Park Pl, Coeur D'Alene, Idaho, 83814",83814,Washington,Region 10,Community water system,554,,Spokane,2,1,0,-116.800331,47.694768,-116.800331,47.694768,-116.810331,-116.790331,47.684768,47.704768
WA5360740,KID VALLEY STORE,"9403 Spirit Lake Hwy, Toutle, Washington, 98649",98649,Washington,Region 10,Transient non-community system,70,,Cowlitz,4,5,0,-122.61073,46.374033,-122.610701,46.3734,-122.61173,-122.60973,46.373033,46.375033
WA5359595,NISQUALLY SPORTSMENS CLUB,"98366, South Park Village, Washington",98366,Washington,Region 10,Community water system,276,,Thurston,3,10,0,-122.650051,47.518729,-122.650051,47.518729,-122.819051,-122.481051,47.349729,47.687729
WA5313645,CANAL VIEW,"21971 N US Highway 101, Shelton, Washington, 98584",98584,Washington,Region 10,Transient non-community system,80,,Mason,2,9,0,-123.155328,47.373874,-123.155851,47.37421,-123.156328,-123.154328,47.372874,47.374874
WA5337922,KAYAK POINT GOLF COURSE,"6705 Puget Park Dr, Snohomish, Washington, 98296",98296,Washington,Region 10,Transient non-community system,279,,Snohomish,2,9,0,-122.141492,47.862356,-122.141492,47.862356,-122.151492,-122.131492,47.852356,47.872356
WA5302153,VICENTE FARMS & SONS-MISSION,"7342 Enterprise Rd, Ferndale, Washington, 98248",98248,Washington,Region 10,Transient non-community system,45,,Whatcom,1,163,0,-122.583293,48.904946,-122.583293,48.904946,-122.593293,-122.573293,48.894946,48.914946
WA5305345,JACKSON PARK-NAVAL HOSPITAL,"467 W St, Bremerton, Washington, 98314",98314,Washington,Region 10,Community water system,2439,,Kitsap,3,3,1,-122.647426,47.556696,-122.647426,47.556696,-122.657426,-122.637426,47.546696,47.566696
WA5352930,MC PHERSON HILLS WATER SYSTEM,"98223, Arlington, Washington",98223,Washington,Region 10,Community water system,30,,Snohomish,1,52,0,-122.119877,48.192544,-122.119877,48.192544,-122.610877,-121.628877,47.701544,48.683544
WA5379740,SKI TUR VALLEY,"117 NE 58th St, Seattle, Washington, 98105",98105,Washington,Region 10,Transient non-community system,9,,Kittitas,4,15,0,-122.32742,47.670812,-122.327431,47.67067,-122.32842,-122.32642,47.669812,47.671812
WA5307903,HORN RAPIDS PARK WATER SYSTEM,"5500 Oleander Dr, West Richland, Washington, 99353",99353,Washington,Region 10,Transient non-community system,20,,Benton,4,1,0,-119.359553,46.274657,-119.359591,46.27486,-119.360553,-119.358553,46.273657,46.275657
WA53AA986,LOUP LOUP SKI AREA,"98856, Twisp, Washington",98856,Washington,Region 10,Transient non-community system,500,,Okanogan,1,1,0,-120.12118,48.366192,-120.12118,48.366192,-120.66818,-119.57418,47.819192,48.913192
