PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
DC0000002,D.C. WATER AND SEWER AUTHORITY,"20032, Bolling Afb, District of Columbia",20032,District of Columbia,Region 3,Community water system,617996,,District of Columbia,3,29,7,-77.000707,38.842805,-77.000707,38.842805,-77.047707,-76.953707,38.795805,38.889805
DC0000001,WASHINGTON AQUEDUCT DIVISION,"5900 MacArthur Blvd NW, Washington, District of Columbia, 20016",20016,District of Columbia,Region 3,Community water system,0,,District of Columbia,26,5,7,-77.111749,38.935747,-77.111749,38.935747,-77.121749,-77.101749,38.925747,38.945747
DC0000004,ANACOSTIA - JOINT BASE ANACOSTIA-BOLLING,"20052, Washington, District of Columbia",20052,District of Columbia,Region 3,Community water system,4060,,District of Columbia,3,6,3,-77.045885,38.899716,-77.045885,38.899716,-77.051885,-77.039885,38.893716,38.905716
DC0000005,NAVAL OBSERVATORY,"20374, Washington Navy Yard, District of Columbia",20374,District of Columbia,Region 3,Non-Transient non-community system,250,,District of Columbia,3,4,3,-76.997622,38.876146,-76.997622,38.876146,-77.003622,-76.991622,38.870146,38.882146
DC0000003,NAVAL STATION WASHINGTON - WNY,"20374, Washington Navy Yard, District of Columbia",20374,District of Columbia,Region 3,Community water system,11000,,District of Columbia,3,7,3,-76.997622,38.876146,-76.997622,38.876146,-77.003622,-76.991622,38.870146,38.882146
