PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
VT0005530,UNION HOUSE NURSING HOME,"05839, Glover, Vermont",05839,Vermont,Region 1,Community water system,56,GLOVER,Orleans,5,49,13,-72.188942,44.70407,-72.188942,44.70407,-72.280942,-72.096942,44.61207,44.79607
VT0002386,CANDLELIGHT MOTEL,"05250, West Arlington, Vermont",05250,Vermont,Region 1,Transient non-community system,66,ARLINGTON,Bennington,3,12,4,-73.15683,43.069227,-73.15683,43.069227,-73.30483,-73.00883,42.921227,43.217227
VT0005289,WORCESTER FIRE DISTRICT 1,"05682, Worcester, Vermont",05682,Vermont,Region 1,Community water system,350,WORCESTER,Washington,6,3,11,-72.552372,44.373951,-72.552372,44.373951,-72.657372,-72.447372,44.268951,44.478951
VT0005237,GRANDVIEW ACRES WATER COOP,"05701, South Chittenden, Vermont",05701,Vermont,Region 1,Community water system,102,RUTLAND TOWN,Rutland,5,41,13,-72.979202,43.60923,-72.979202,43.60923,-73.185202,-72.773202,43.40323,43.81523
VT0020510,RUTLAND STATE AIRPORT,"2178 Airport Rd, Berlin, Town of, Vermont, 05641",05641,Vermont,Region 1,Transient non-community system,200,RUTLAND TOWN,Rutland,3,9,1,-72.562304,44.202647,-72.561211,44.20275,-72.563304,-72.561304,44.201647,44.203647
VT0020629,ISLE LAMOTTE SCHOOL,"05463, Isle La Motte, Vermont",05463,Vermont,Region 1,Non-Transient non-community system,40,ISLE LA MOTTE,Grand Isle,5,117,8,-73.337875,44.878293,-73.337875,44.878293,-73.406875,-73.268875,44.809293,44.947293
VT0020513,WESTON PLAYHOUSE,"05161, Weston, Vermont",05161,Vermont,Region 1,Transient non-community system,60,WESTON,Windsor,2,9,1,-72.798191,43.294191,-72.798191,43.294191,-72.908191,-72.688191,43.184191,43.404191
VT0020763,ST GEORGE TOWN CENTER ASSOC,"05495, Saint George, Vermont",05495,Vermont,Region 1,Non-Transient non-community system,25,ST. GEORGE,Chittenden,4,2,4,-73.062932,44.463511,-73.062932,44.463511,-73.161932,-72.963932,44.364511,44.562511
VT0020997,WAITSFIELD WATER SUPPLY,"05673, Waitsfield, Vermont",05673,Vermont,Region 1,Community water system,223,WAITSFIELD,Washington,4,0,3,-72.840091,44.185255,-72.840091,44.185255,-72.952091,-72.728091,44.073255,44.297255
VT0020982,DUMMERSTON HIGHWAY GARAGE AOT,"2178 Airport Rd, Berlin, Town of, Vermont, 05641",05641,Vermont,Region 1,Transient non-community system,80,DUMMERSTON,Windham,4,0,2,-72.562304,44.202647,-72.561211,44.20275,-72.563304,-72.561304,44.201647,44.203647
VT0020391,EMERSON FALLS BUSINESS PARK,"05819, Waterford, Vermont",05819,Vermont,Region 1,Non-Transient non-community system,131,ST. JOHNSBURY,Caledonia,11,7,7,-72.017182,44.42041,-72.017182,44.42041,-72.196182,-71.838182,44.24141,44.59941
VT0005244,WEST RUTLAND TOWN,"05777, Clarendon Springs, Vermont",05777,Vermont,Region 1,Community water system,1982,WEST RUTLAND,Rutland,12,2,9,-73.046934,43.598037,-73.046934,43.598037,-73.161934,-72.931934,43.483037,43.713037
VT0006733,NEWBROOK SCHOOL,"05353, Townshend, Vermont",05353,Vermont,Region 1,Non-Transient non-community system,159,NEWFANE,Windham,6,13,9,-72.664809,43.054337,-72.664809,43.054337,-72.762809,-72.566809,42.956337,43.152337
VT0020575,TWIN FARMS HOSPITALITY INC,"05031, Barnard, Vermont",05031,Vermont,Region 1,Non-Transient non-community system,128,BARNARD,Windsor,10,6,4,-72.617532,43.72827,-72.617532,43.72827,-72.700532,-72.534532,43.64527,43.81127
VT0020904,OAK HILL CHILDRENS CTRPOWNAL PRESCHOOL,"05261, Pownal, Vermont",05261,Vermont,Region 1,Non-Transient non-community system,40,POWNAL,Bennington,4,22,5,-73.220523,42.796815,-73.220523,42.796815,-73.303523,-73.137523,42.713815,42.879815
VT0001631,LODGE AT MOUNT SNOW,"20016, Washington, District of Columbia",20016,Vermont,Region 1,Transient non-community system,177,DOVER,Windham,3,25,1,-77.077871,38.934911,-77.077871,38.934911,-77.119871,-77.035871,38.892911,38.976911
VT0008130,LAKE BOMOSEEN CAMPGROUND,"05732, Bomoseen, Vermont",05732,Vermont,Region 1,Transient non-community system,500,HUBBARDTON,Rutland,3,8,2,-73.206934,43.633385,-73.206934,43.633385,-73.242934,-73.170934,43.597385,43.669385
VT0005546,POWDERHOUND CONDOMINIUM,"02176, Melrose, Massachusetts",02176,Vermont,Region 1,Transient non-community system,150,WARREN,Washington,9,21,8,-71.060442,42.474207,-71.060442,42.474207,-71.095442,-71.025442,42.439207,42.509207
VT0005589,CHRISTMAS TREE - SUNDOWN CONDOMINIUM,"05673, Waitsfield, Vermont",05673,Vermont,Region 1,Community water system,110,WARREN,Washington,7,15,10,-72.840091,44.185255,-72.840091,44.185255,-72.952091,-72.728091,44.073255,44.297255
VT0004200,CAMP SKYLAND,"28027, Concord, North Carolina",28027,Vermont,Region 1,Transient non-community system,188,SOUTH HERO,Grand Isle,4,15,2,-80.6163,35.40378,-80.6163,35.40378,-80.7633,-80.4693,35.25678,35.55078
VT0005169,WATERVILLE FIRE DISTRICT 1,"05492, Waterville, Vermont",05492,Vermont,Region 1,Community water system,84,WATERVILLE,Lamoille,6,59,27,-72.756396,44.72285,-72.756396,44.72285,-72.819396,-72.693396,44.65985,44.78585
VT0005557,WEST WIND WATER SYSTEM,"05445, Charlotte, Vermont",05445,Vermont,Region 1,Community water system,60,CHARLOTTE,Chittenden,6,84,18,-73.242721,44.314281,-73.242721,44.314281,-73.340721,-73.144721,44.216281,44.412281
VT0005280,BUTTERNUT HILL,"05673, Waitsfield, Vermont",05673,Vermont,Region 1,Community water system,82,WAITSFIELD,Washington,7,12,11,-72.840091,44.185255,-72.840091,44.185255,-72.952091,-72.728091,44.073255,44.297255
VT0000322,VERMONT COUNTRY STORE WESTON,"05101, Bellows Falls, Vermont",05101,Vermont,Region 1,Transient non-community system,49,WESTON,Windsor,5,2,1,-72.448482,43.13118,-72.448482,43.13118,-72.556482,-72.340482,43.02318,43.23918
VT0000372,WHEEL INN RESTAURANT,"05743, Benson, Vermont",05743,Vermont,Region 1,Transient non-community system,35,BENSON,Rutland,5,3,2,-73.268331,43.596031,-73.268331,43.596031,-73.436331,-73.100331,43.428031,43.764031
VT0005582,CHELSEA FAMILY HOUSING,"05673, Waitsfield, Vermont",05673,Vermont,Region 1,Community water system,45,CHELSEA,Orange,5,70,15,-72.840091,44.185255,-72.840091,44.185255,-72.952091,-72.728091,44.073255,44.297255
VT0004637,ADDISON COUNTY HOME HEALTH NEIGHBORS,"05753, Middlebury, Vermont",05753,Vermont,Region 1,Transient non-community system,25,NEW HAVEN,Addison,4,11,1,-73.166265,44.012755,-73.166265,44.012755,-73.286265,-73.046265,43.892755,44.132755
VT0006750,HALIFAX WEST SCHOOL,"05358, West Halifax, Vermont",05358,Vermont,Region 1,Non-Transient non-community system,93,HALIFAX,Windham,5,30,15,-72.748325,42.774762,-72.748325,42.774762,-72.814325,-72.682325,42.708762,42.840762
VT0005435,COMMONS,"81 The Commons, Moretown, Town of, Vermont, 05660",05660,Vermont,Region 1,Community water system,79,MORETOWN,Washington,9,12,13,-72.75409,44.253519,-72.754301,44.25352,-72.75509,-72.75309,44.252519,44.254519
VT0000160,INNSBRUCK MOTOR INN,"05672, Stowe, Vermont",05672,Vermont,Region 1,Transient non-community system,83,STOWE,Lamoille,6,36,2,-72.647301,44.482146,-72.647301,44.482146,-72.838301,-72.456301,44.291146,44.673146
VT0020003,MOUNTAINDALE,"05356, Mount Snow, Vermont",05356,Vermont,Region 1,Community water system,48,DOVER,Windham,5,11,8,-72.882722,42.954161,-72.882722,42.954161,-73.008722,-72.756722,42.828161,43.080161
VT0020100,VILLAGE AT SAWMILL FARMS,"05356, Mount Snow, Vermont",05356,Vermont,Region 1,Community water system,40,DOVER,Windham,7,5,7,-72.882722,42.954161,-72.882722,42.954161,-73.008722,-72.756722,42.828161,43.080161
VT0021079,NE WASTE SERVICES,"05495, Saint George, Vermont",05495,Vermont,Region 1,Non-Transient non-community system,35,HARTLAND,Windsor,3,2,2,-73.062932,44.463511,-73.062932,44.463511,-73.161932,-72.963932,44.364511,44.562511
VT0005647,FALL LINE TOWN HOUSES,"05751, Killington, Vermont",05751,Vermont,Region 1,Community water system,116,KILLINGTON,Rutland,7,58,8,-72.783087,43.643342,-72.783087,43.643342,-72.881087,-72.685087,43.545342,43.741342
VT0020641,ON THE ROCS - PHAT ITALIAN MARKET,"05701, South Chittenden, Vermont",05701,Vermont,Region 1,Transient non-community system,132,KILLINGTON,Rutland,3,14,2,-72.979202,43.60923,-72.979202,43.60923,-73.185202,-72.773202,43.40323,43.81523
VT0021045,KINGDOM HALL - ROCKINGHAM VT,"05154, Saxtons River, Vermont",05154,Vermont,Region 1,Transient non-community system,175,ROCKINGHAM,Windham,3,9,3,-72.508064,43.142056,-72.508064,43.142056,-72.558064,-72.458064,43.092056,43.192056
VT0000163,THE PUBLIC HOUSE,"05201, Woodford, Vermont",05201,Vermont,Region 1,Transient non-community system,185,BENNINGTON,Bennington,4,28,3,-73.194778,42.878256,-73.194778,42.878256,-73.384778,-73.004778,42.688256,43.068256
VT0005261,CABOT TOWN WATER SYSTEM,"05647, Cabot, Vermont",05647,Vermont,Region 1,Community water system,250,CABOT,Washington,9,23,11,-72.306982,44.407771,-72.306982,44.407771,-72.395982,-72.217982,44.318771,44.496771
VT0006568,DEERFIELD VALLEY ELEMENTARY SCHOOL,"05363, Wilmington, Vermont",05363,Vermont,Region 1,Non-Transient non-community system,230,WILMINGTON,Windham,7,23,17,-72.867748,42.870783,-72.867748,42.870783,-73.011748,-72.723748,42.726783,43.014783
VT0005493,RIVERSIDE MHP,"05446, Colchester, Vermont",05446,Vermont,Region 1,Community water system,30,MORETOWN,Washington,5,39,12,-73.153493,44.503727,-73.153493,44.503727,-73.361493,-72.945493,44.295727,44.711727
VT0020866,MIDDLEBURY COLLEGE  BREADLOAF CAMPUS,"05753, Middlebury, Vermont",05753,Vermont,Region 1,Transient non-community system,365,MIDDLEBURY,Addison,7,1,2,-73.166265,44.012755,-73.166265,44.012755,-73.286265,-73.046265,43.892755,44.132755
VT0005139,GRAND ISLE FIRE DISTRICT 4,"05458, Grand Isle, Vermont",05458,Vermont,Region 1,Community water system,1063,GRAND ISLE,Grand Isle,6,2,15,-73.292972,44.697441,-73.292972,44.697441,-73.376972,-73.208972,44.613441,44.781441
VT0000970,SLIDE BROOK INN AND TAVERN,"05250, West Arlington, Vermont",05250,Vermont,Region 1,Transient non-community system,88,WARREN,Washington,6,9,6,-73.15683,43.069227,-73.15683,43.069227,-73.30483,-73.00883,42.921227,43.217227
VT0005287,EAST WIND,"28 Howard St, Burlington, Vermont, 05401",05401,Vermont,Region 1,Community water system,74,WATERBURY,Washington,5,120,13,-73.213935,44.467187,-73.213935,44.467187,-73.223935,-73.203935,44.457187,44.477187
VT0021311,NVRH WATER SYSTEM,"05819, Waterford, Vermont",05819,Vermont,Region 1,Non-Transient non-community system,125,ST. JOHNSBURY,Caledonia,6,3,1,-72.017182,44.42041,-72.017182,44.42041,-72.196182,-71.838182,44.24141,44.59941
VT0021282,DR RUHLS DENTISTRY OFFICE,"05363, Wilmington, Vermont",05363,Vermont,Region 1,Transient non-community system,50,WILMINGTON,Windham,3,0,1,-72.867748,42.870783,-72.867748,42.870783,-73.011748,-72.723748,42.726783,43.014783
VT0005597,TRAIL CREEK CONDOMINIUM,"05751, Killington, Vermont",05751,Vermont,Region 1,Community water system,212,KILLINGTON,Rutland,7,54,9,-72.783087,43.643342,-72.783087,43.643342,-72.881087,-72.685087,43.545342,43.741342
VT0005635,WINTERPLACE WATER SYSTEM,"05149, Ludlow, Vermont",05149,Vermont,Region 1,Community water system,745,LUDLOW,Windsor,11,20,12,-72.701331,43.39514,-72.701331,43.39514,-72.807331,-72.595331,43.28914,43.50114
VT0000020,WEST MOUNTAIN INN,"05250, West Arlington, Vermont",05250,Vermont,Region 1,Transient non-community system,74,ARLINGTON,Bennington,5,15,2,-73.15683,43.069227,-73.15683,43.069227,-73.30483,-73.00883,42.921227,43.217227
VT0008206,NEWPORT STATE AIRPORT TAIL DRAGGER CAFE,"2178 Airport Rd, Berlin, Town of, Vermont, 05641",05641,Vermont,Region 1,Transient non-community system,30,COVENTRY,Orleans,4,7,2,-72.562304,44.202647,-72.561211,44.20275,-72.563304,-72.561304,44.201647,44.203647
VT0021020,EASTFIELD CONDOMINIUM ASSN INC,"05468, Milton, Vermont",05468,Vermont,Region 1,Community water system,63,FAIRFAX,Franklin,5,34,3,-73.116973,44.616888,-73.116973,44.616888,-73.256973,-72.976973,44.476888,44.756888
VT0005031,PASSUMPSIC FIRE DISTRICT 1,"05819, Waterford, Vermont",05819,Vermont,Region 1,Community water system,140,BARNET,Caledonia,4,53,12,-72.017182,44.42041,-72.017182,44.42041,-72.196182,-71.838182,44.24141,44.59941
VT0005284,WATERBURY VILLAGE WATER,"28 N Main St, Waterbury, Vermont, 05676",05676,Vermont,Region 1,Community water system,6003,WATERBURY,Washington,23,48,23,-72.758376,44.339878,-72.758601,44.33979,-72.759376,-72.757376,44.338878,44.340878
VT0005176,WELLS RIVER WATER SYSTEM,"05081, Wells River, Vermont",05081,Vermont,Region 1,Community water system,490,NEWBURY,Orange,6,2,20,-72.097868,44.168625,-72.097868,44.168625,-72.179868,-72.015868,44.086625,44.250625
VT0008293,MORRISVILLE STOWE AIRPORT,"2178 Airport Rd, Berlin, Town of, Vermont, 05641",05641,Vermont,Region 1,Transient non-community system,27,MORRISTOWN,Lamoille,3,2,2,-72.562304,44.202647,-72.561211,44.20275,-72.563304,-72.561304,44.201647,44.203647
VT0005417,BRANDON FIRE DISTRICT 2,"05733, Leicester, Vermont",05733,Vermont,Region 1,Community water system,98,BRANDON,Rutland,5,13,11,-73.090752,43.80066,-73.090752,43.80066,-73.232752,-72.948752,43.65866,43.94266
VT0003059,CRAFTSBURY CENTER,"05827, Craftsbury Common, Vermont",05827,Vermont,Region 1,Transient non-community system,90,CRAFTSBURY,Orleans,4,3,2,-72.379804,44.666234,-72.379804,44.666234,-72.481804,-72.277804,44.564234,44.768234
VT0006606,WAUBANONG CAMP,"05301, Brattleboro, Vermont",05301,Vermont,Region 1,Transient non-community system,35,BRATTLEBORO,Windham,2,14,1,-72.562902,42.8506,-72.562902,42.8506,-72.804902,-72.320902,42.6086,43.0926
VT0001984,RICKS TAVERN,"05345, Newfane, Vermont",05345,Vermont,Region 1,Transient non-community system,56,NEWFANE,Windham,3,4,2,-72.632312,42.992955,-72.632312,42.992955,-72.754312,-72.510312,42.870955,43.114955
VT0008144,LAKEHURST CAMPGROUND,"05463, Isle La Motte, Vermont",05463,Vermont,Region 1,Transient non-community system,506,ISLE LA MOTTE,Grand Isle,9,1,3,-73.337875,44.878293,-73.337875,44.878293,-73.406875,-73.268875,44.809293,44.947293
VT0005499,COLONIAL ESTATES WATER CORP,"05701, South Chittenden, Vermont",05701,Vermont,Region 1,Community water system,200,RUTLAND TOWN,Rutland,5,90,8,-72.979202,43.60923,-72.979202,43.60923,-73.185202,-72.773202,43.40323,43.81523
VT0006510,SANGAMON CAMP,"05763, N Chittenden, Vermont",05763,Vermont,Region 1,Transient non-community system,35,PITTSFORD,Rutland,6,3,2,-73.021168,43.707127,-73.021168,43.707127,-73.141168,-72.901168,43.587127,43.827127
VT0020562,NORTH HERO WATER SYSTEM,"05474, North Hero, Vermont",05474,Vermont,Region 1,Community water system,1800,NORTH HERO,Grand Isle,7,73,11,-73.293384,44.78496,-73.293384,44.78496,-73.445384,-73.141384,44.63296,44.93696
VT0020847,COBB HILL COHOUSING INC,"05048, Hartland, Vermont",05048,Vermont,Region 1,Community water system,41,HARTLAND,Windsor,4,13,9,-72.420421,43.569201,-72.420421,43.569201,-72.487421,-72.353421,43.502201,43.636201
VT0020610,SALISBURY SCHOOL,"05734, Bridport, Vermont",05734,Vermont,Region 1,Non-Transient non-community system,125,SALISBURY,Addison,6,182,10,-73.312333,43.980485,-73.312333,43.980485,-73.413333,-73.211333,43.879485,44.081485
VT0020826,KILLINGTON SNOWMOBILE TOURS,"05751, Killington, Vermont",05751,Vermont,Region 1,Transient non-community system,38,PLYMOUTH,Windsor,2,13,2,-72.783087,43.643342,-72.783087,43.643342,-72.881087,-72.685087,43.545342,43.741342
VT0021336,DOCTOR`S PARK REALTY,"05672, Stowe, Vermont",05672,Vermont,Region 1,Transient non-community system,80,STOWE,Lamoille,3,1,1,-72.647301,44.482146,-72.647301,44.482146,-72.838301,-72.456301,44.291146,44.673146
VT0020031,VERNON HALL,"61 Greenway Dr, Vernon, Town of, Vermont, 05354",05354,Vermont,Region 1,Community water system,50,VERNON,Windham,5,21,9,-72.506948,42.762827,-72.506931,42.763,-72.507948,-72.505948,42.761827,42.763827
VT0021062,KNIGHTS OF COLUMBUS HALL,"05641, Orange, Vermont",05641,Vermont,Region 1,Transient non-community system,400,BARRE TOWN,Washington,3,1,1,-72.502662,44.198177,-72.502662,44.198177,-72.683662,-72.321662,44.017177,44.379177
VT0002322,BRYANT HOUSE RESTAURANT,"05101, Bellows Falls, Vermont",05101,Vermont,Region 1,Transient non-community system,75,WESTON,Windsor,9,65,3,-72.448482,43.13118,-72.448482,43.13118,-72.556482,-72.340482,43.02318,43.23918
VT0005163,STOWE WATER DEPT,"05672, Stowe, Vermont",05672,Vermont,Region 1,Community water system,2620,STOWE,Lamoille,36,3,20,-72.647301,44.482146,-72.647301,44.482146,-72.838301,-72.456301,44.291146,44.673146
VT0005578,BEARS CROSSING WATER SYSTEM,"05356, Mount Snow, Vermont",05356,Vermont,Region 1,Community water system,333,DOVER,Windham,6,7,11,-72.882722,42.954161,-72.882722,42.954161,-73.008722,-72.756722,42.828161,43.080161
VT0005556,GEORGIA STATION,"05468, Milton, Vermont",05468,Vermont,Region 1,Community water system,120,GEORGIA,Franklin,7,35,11,-73.116973,44.616888,-73.116973,44.616888,-73.256973,-72.976973,44.476888,44.756888
VT0020802,HIDDEN ACRES CAMPGROUND,"05301, Brattleboro, Vermont",05301,Vermont,Region 1,Transient non-community system,160,DUMMERSTON,Windham,6,9,3,-72.562902,42.8506,-72.562902,42.8506,-72.804902,-72.320902,42.6086,43.0926
VT0021189,MIKES STORE AND COLLECTABLES INC,"03766, Lebanon, New Hampshire",03766,Vermont,Region 1,Transient non-community system,25,HARTLAND,Windsor,2,1,1,-72.25184,43.641804,-72.25184,43.641804,-72.34384,-72.15984,43.549804,43.733804
VT0020855,COLONIAL ESTATES HOMEOWNERS ASSN,"05454, Fairfax, Vermont",05454,Vermont,Region 1,Community water system,79,FAIRFAX,Franklin,5,16,6,-73.010441,44.666801,-73.010441,44.666801,-73.119441,-72.901441,44.557801,44.775801
VT0006722,SOAR LEARNING CENTER,"05478, Saint Albans, Vermont",05478,Vermont,Region 1,Non-Transient non-community system,160,ST. ALBANS TOWN,Franklin,15,1,7,-73.082186,44.812455,-73.082186,44.812455,-73.259186,-72.905186,44.635455,44.989455
VT0006735,WELLS VILLAGE SCHOOL,"05774, Wells, Vermont",05774,Vermont,Region 1,Non-Transient non-community system,93,WELLS,Rutland,4,1,7,-73.204108,43.420276,-73.204108,43.420276,-73.305108,-73.103108,43.319276,43.521276
VT0020385,FORMULA FORD,"05701, South Chittenden, Vermont",05701,Vermont,Region 1,Non-Transient non-community system,45,RUTLAND TOWN,Rutland,4,9,8,-72.979202,43.60923,-72.979202,43.60923,-73.185202,-72.773202,43.40323,43.81523
VT0021101,WAITSFIELD AND CHAMPLAIN VALLEY TELECOM,"05673, Waitsfield, Vermont",05673,Vermont,Region 1,Non-Transient non-community system,52,WAITSFIELD,Washington,4,8,3,-72.840091,44.185255,-72.840091,44.185255,-72.952091,-72.728091,44.073255,44.297255
VT0020593,MISTRALS,"05255, Manchester Center, Vermont",05255,Vermont,Region 1,Transient non-community system,101,WINHALL,Bennington,3,5,1,-73.052996,43.172655,-73.052996,43.172655,-73.126996,-72.978996,43.098655,43.246655
VT0005581,CHELSEA ELDERLY HOUSING,"05673, Waitsfield, Vermont",05673,Vermont,Region 1,Community water system,68,CHELSEA,Orange,5,54,14,-72.840091,44.185255,-72.840091,44.185255,-72.952091,-72.728091,44.073255,44.297255
VT0005003,EAST MIDDLEBURY F D 1,"05740, East Middlebury, Vermont",05740,Vermont,Region 1,Community water system,642,MIDDLEBURY,Addison,13,4,15,-73.064276,43.978988,-73.064276,43.978988,-73.086276,-73.042276,43.956988,44.000988
VT0006680,BINGHAM MEMORIAL SCHOOL,"05734, Bridport, Vermont",05734,Vermont,Region 1,Non-Transient non-community system,115,CORNWALL,Addison,6,52,12,-73.312333,43.980485,-73.312333,43.980485,-73.413333,-73.211333,43.879485,44.081485
VT0008243,HAPGOOD POND CAMPGROUND,"05255, Manchester Center, Vermont",05255,Vermont,Region 1,Transient non-community system,122,PERU,Bennington,4,4,2,-73.052996,43.172655,-73.052996,43.172655,-73.126996,-72.978996,43.098655,43.246655
VT0005532,VERNON GREEN NURSING HOME,"61 Greenway Dr, Vernon, Town of, Vermont, 05354",05354,Vermont,Region 1,Community water system,125,VERNON,Windham,5,21,11,-72.506948,42.762827,-72.506931,42.763,-72.507948,-72.505948,42.761827,42.763827
VT0005004,MIDDLEBURY WATER DEPT,"05753, Middlebury, Vermont",05753,Vermont,Region 1,Community water system,5806,MIDDLEBURY,Addison,11,3,11,-73.166265,44.012755,-73.166265,44.012755,-73.286265,-73.046265,43.892755,44.132755
VT0005020,DORSET FIRE DISTRICT 1,"05251, Dorset, Vermont",05251,Vermont,Region 1,Community water system,600,DORSET,Bennington,12,33,9,-73.073032,43.223361,-73.073032,43.223361,-73.158032,-72.988032,43.138361,43.308361
VT0005590,KILLINGTON  HIGH RIDGE CONDOMINIUM,"05701, South Chittenden, Vermont",05701,Vermont,Region 1,Community water system,500,KILLINGTON,Rutland,7,4,8,-72.979202,43.60923,-72.979202,43.60923,-73.185202,-72.773202,43.40323,43.81523
VT0020837,ORIGINAL  GENERAL STORE LLC,"05762, Pittsfield, Vermont",05762,Vermont,Region 1,Transient non-community system,44,PITTSFIELD,Rutland,3,16,2,-72.819841,43.757323,-72.819841,43.757323,-72.958841,-72.680841,43.618323,43.896323
VT0021211,COCO NEW HAVEN,"05673, Waitsfield, Vermont",05673,Vermont,Region 1,Transient non-community system,25,NEW HAVEN,Chittenden,3,4,1,-72.840091,44.185255,-72.840091,44.185255,-72.952091,-72.728091,44.073255,44.297255
VT0020807,GODDARD COLLEGE,"05667, Plainfield, Vermont",05667,Vermont,Region 1,Community water system,369,PLAINFIELD,Washington,5,6,8,-72.422551,44.277561,-72.422551,44.277561,-72.519551,-72.325551,44.180561,44.374561
VT0000637,SALT ASH INN,"05056, Plymouth, Vermont",05056,Vermont,Region 1,Transient non-community system,89,PLYMOUTH,Windsor,8,14,3,-72.713043,43.49669,-72.713043,43.49669,-72.808043,-72.618043,43.40169,43.59169
VT0020606,MOTEL WESTMINSTER,"05158, Westminster, Vermont",05158,Vermont,Region 1,Transient non-community system,36,WESTMINSTER,Windham,2,9,3,-72.455123,43.103937,-72.455123,43.103937,-72.526123,-72.384123,43.032937,43.174937
VT0021009,7 ELEVEN STORE NO 32512,"05356, Mount Snow, Vermont",05356,Vermont,Region 1,Transient non-community system,25,DOVER,Windham,3,0,2,-72.882722,42.954161,-72.882722,42.954161,-73.008722,-72.756722,42.828161,43.080161
VT0020970,FERRISBURG SHORT STOP,"05478, Saint Albans, Vermont",05478,Vermont,Region 1,Transient non-community system,900,FERRISBURG,Addison,2,2,1,-73.082186,44.812455,-73.082186,44.812455,-73.259186,-72.905186,44.635455,44.989455
VT0005323,LUDLOW VILLAGE WATER DEPT,"05149, Ludlow, Vermont",05149,Vermont,Region 1,Community water system,2818,LUDLOW,Windsor,16,1,12,-72.701331,43.39514,-72.701331,43.39514,-72.807331,-72.595331,43.28914,43.50114
VT0020953,NORTH COVE COTTAGES,"05769, Salisbury, Vermont",05769,Vermont,Region 1,Transient non-community system,48,SALISBURY,Addison,4,1,2,-73.080846,43.920765,-73.080846,43.920765,-73.207846,-72.953846,43.793765,44.047765
VT0008170,HALF MOON STATE PARK,"05701, South Chittenden, Vermont",05701,Vermont,Region 1,Transient non-community system,250,HUBBARDTON,Rutland,5,3,2,-72.979202,43.60923,-72.979202,43.60923,-73.185202,-72.773202,43.40323,43.81523
VT0005041,LYN HAVEN FIRE DISTRICT 1,"05851, Lyndonville, Vermont",05851,Vermont,Region 1,Community water system,100,LYNDON,Caledonia,5,17,13,-72.001523,44.529438,-72.001523,44.529438,-72.202523,-71.800523,44.328438,44.730438
VT0006452,COUTTS MORIARTY 4H CAMP,"05855, Newport, Vermont",05855,Vermont,Region 1,Transient non-community system,96,DERBY,Orleans,2,9,3,-72.213927,44.934332,-72.213927,44.934332,-72.344927,-72.082927,44.803332,45.065332
VT0008164,SMOKE RISE FAMILY CAMP,"05769, Salisbury, Vermont",05769,Vermont,Region 1,Transient non-community system,125,BRANDON,Rutland,2,31,1,-73.080846,43.920765,-73.080846,43.920765,-73.207846,-72.953846,43.793765,44.047765
VT0020761,CHARLOTTE CHILDRENS CENTER,"05445, Charlotte, Vermont",05445,Vermont,Region 1,Non-Transient non-community system,42,CHARLOTTE,Chittenden,4,5,6,-73.242721,44.314281,-73.242721,44.314281,-73.340721,-73.144721,44.216281,44.412281
VT0000779,TRAILSIDE INN,"05751, Killington, Vermont",05751,Vermont,Region 1,Transient non-community system,152,KILLINGTON,Rutland,5,12,2,-72.783087,43.643342,-72.783087,43.643342,-72.881087,-72.685087,43.545342,43.741342
VT0008035,BRANBURY STATE PARK,"05701, South Chittenden, Vermont",05701,Vermont,Region 1,Transient non-community system,51,SALISBURY,Addison,6,2,3,-72.979202,43.60923,-72.979202,43.60923,-73.185202,-72.773202,43.40323,43.81523
VT0021298,WRIGHTSVILLE RECREATION DISTRICT BEACH,"05663, Northfield, Vermont",05663,Vermont,Region 1,Transient non-community system,25,MIDDLESEX,Washington,2,0,1,-72.658521,44.14845,-72.658521,44.14845,-72.782521,-72.534521,44.02445,44.27245
VT0008153,ABEL MOUNTAIN CAMPGROUND,"05060, Braintree, Vermont",05060,Vermont,Region 1,Transient non-community system,232,BRAINTREE,Orange,2,11,1,-72.664632,43.923321,-72.664632,43.923321,-72.818632,-72.510632,43.769321,44.077321
VT0004508,THE LODGE VERMONT,"05148, Londonderry, Vermont",05148,Vermont,Region 1,Transient non-community system,150,LONDONDERRY,Windham,7,15,2,-72.81144,43.2286,-72.81144,43.2286,-72.89644,-72.72644,43.1436,43.3136
VT0008014,MOUNT PHILO STATE PARK,"05701, South Chittenden, Vermont",05701,Vermont,Region 1,Transient non-community system,200,CHARLOTTE,Chittenden,4,6,2,-72.979202,43.60923,-72.979202,43.60923,-73.185202,-72.773202,43.40323,43.81523
VT0021111,BRISTOL FAMILY CENTER,"05443, Lincoln, Vermont",05443,Vermont,Region 1,Non-Transient non-community system,59,BRISTOL,Addison,3,1,4,-73.081774,44.136345,-73.081774,44.136345,-73.255774,-72.907774,43.962345,44.310345
VT0006078,BEEMAN ELEMENTARY SCHOOL,"72 Munsill Ave, Bristol, Vermont, 05443",05443,Vermont,Region 1,Non-Transient non-community system,193,NEW HAVEN,Addison,5,29,8,-73.086125,44.137817,-73.085481,44.13789,-73.087125,-73.085125,44.136817,44.138817
