PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
HI0000105,HONOMU,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,671,HONOMU,,5,0,12,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000110,KALAPANA,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,278,KALAPANA (DWS),,5,1,13,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000103,NINOLE,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,151,NINOLE,,3,0,5,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000112,OLAA-MOUNTAIN VIEW,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,6644,OLAA-MT.VIEW,,7,0,14,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000134,PAAUILO,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,748,PAAUILO,,5,0,10,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000133,KUKUIHAELE,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,492,KUKUIHAELE,,4,1,8,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000169,HAWAIIAN OCEAN VIEW ESTATES,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,1000,KONA,,3,0,0,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000139,NIULII,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,283,NIULII,,6,1,10,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000101,HILO,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,39658,HILO,,19,48,30,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000131,NORTH KONA,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,28325,NORTH KONA,,29,0,9,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000338,DILLINGHAM AIRFIELD,"96813, Honolulu, Hawaii",96813,Hawaii,Region 9,Community water system,1800,MOKULEIA,,3,5,6,-157.855673,21.303668,-157.855673,21.303668,-157.905673,-157.805673,21.253668,21.353668
HI0000304,HAWAII COUNTRY CLUB,"96786, Wahiawa, Hawaii",96786,Hawaii,Region 9,Non-Transient non-community system,400,NUUANU,,3,4,8,-158.074309,21.49409,-158.074309,21.49409,-158.249309,-157.899309,21.31909,21.66909
HI0000403,HANALEI,"96766, Lihue, Hawaii",96766,Hawaii,Region 9,Community water system,988,HANALEI (DOW),,8,1,13,-159.36428,21.979117,-159.36428,21.979117,-178.30628,-140.42228,3.037117,40.921117
HI0000400,LIHUE-KAPAA,"96766, Lihue, Hawaii",96766,Hawaii,Region 9,Community water system,27055,LIHUE-KAPAA,,66,6,13,-159.36428,21.979117,-159.36428,21.979117,-178.30628,-140.42228,3.037117,40.921117
HI0000163,KAUPULEHU,"96745, Kailua Kona, Hawaii",96745,Hawaii,Region 9,Community water system,1750,KONA,,10,14,2,-155.992848,19.647407,-155.992848,19.647407,-155.997848,-155.987848,19.642407,19.652407
HI0000406,KEKAHA-WAIMEA,"96766, Lihue, Hawaii",96766,Hawaii,Region 9,Community water system,4780,KEKAHA (DOW),,13,3,15,-159.36428,21.979117,-159.36428,21.979117,-178.30628,-140.42228,3.037117,40.921117
HI0000407,KILAUEA,"96766, Lihue, Hawaii",96766,Hawaii,Region 9,Community water system,3673,KILAUEA (DOW),,5,1,17,-159.36428,21.979117,-159.36428,21.979117,-178.30628,-140.42228,3.037117,40.921117
HI0000156,HAWAIIAN SHORES,"96778, Pahoa, Hawaii",96778,Hawaii,Region 9,Community water system,1310,HAWAIIAN SHORES DHO,,3,1,6,-154.894038,19.55638,-154.894038,19.55638,-155.130038,-154.658038,19.32038,19.79238
HI0000402,ANINI,"96766, Lihue, Hawaii",96766,Hawaii,Region 9,Community water system,156,HANALEI (DOW),,6,0,12,-159.36428,21.979117,-159.36428,21.979117,-178.30628,-140.42228,3.037117,40.921117
HI0000401,ANAHOLA,"96766, Lihue, Hawaii",96766,Hawaii,Region 9,Community water system,1630,ANAHOLA,,7,1,11,-159.36428,21.979117,-159.36428,21.979117,-178.30628,-140.42228,3.037117,40.921117
HI0000404,HANAPEPE-ELEELE,"96766, Lihue, Hawaii",96766,Hawaii,Region 9,Community water system,4457,HANAPEPE-ELEELE (DOW),,9,3,16,-159.36428,21.979117,-159.36428,21.979117,-178.30628,-140.42228,3.037117,40.921117
HI0000415,HAENA-WAINIHA,"96766, Lihue, Hawaii",96766,Hawaii,Region 9,Community water system,1010,HAENA-WAINIHA,,7,1,16,-159.36428,21.979117,-159.36428,21.979117,-178.30628,-140.42228,3.037117,40.921117
HI0000434,KALAHEO-KOLOA,"96766, Lihue, Hawaii",96766,Hawaii,Region 9,Community water system,13581,KALAHEO,,27,3,14,-159.36428,21.979117,-159.36428,21.979117,-178.30628,-140.42228,3.037117,40.921117
HI0000326,DILLINGHAM RANCH,"151 S El Camino Dr, Beverly Hills, California, 90212",90212,Hawaii,Region 9,Community water system,100,WAIALUA-HALEIWA,,3,1,8,-118.400234,34.06525,-118.400491,34.06525,-118.401234,-118.399234,34.06425,34.06625
HI0000209,OLOWALU,"305 E Wakea Ave, Kahului, Hawaii, 96732",96732,Hawaii,Region 9,Community water system,100,OLOWALU,,4,49,12,-156.460033,20.887358,-156.460171,20.88744,-156.461033,-156.459033,20.886358,20.888358
HI0000255,KULA NANI,"96793, Wailuku, Hawaii",96793,Hawaii,Region 9,Community water system,80,KULA,,2,0,2,-156.488643,20.903069,-156.488643,20.903069,-156.617643,-156.359643,20.774069,21.032069
HI0000252,WEST KUIAHA MEADOWS,"1962 Wells St, Wailuku, Hawaii, 96793",96793,Hawaii,Region 9,Community water system,45,HAIKU,,3,0,2,-156.500564,20.887087,-156.500564,20.887087,-156.510564,-156.490564,20.877087,20.897087
HI0000254,MAUNAOLU PLANTATION,"1962 Wells St, Wailuku, Hawaii, 96793",96793,Hawaii,Region 9,Community water system,100,HAIKU,,5,0,2,-156.500564,20.887087,-156.500564,20.887087,-156.510564,-156.490564,20.877087,20.897087
HI0000251,MAHANALUA NUI SUBDIVISON,"305 E Wakea Ave, Kahului, Hawaii, 96732",96732,Hawaii,Region 9,Community water system,587,MAHANALUA NUI,,7,0,2,-156.460033,20.887358,-156.460171,20.88744,-156.461033,-156.459033,20.886358,20.888358
HI0000328,KIPAPA ACRES C.P.R.,"96701, Aiea, Hawaii",96701,Hawaii,Region 9,Community water system,43,,,5,28,7,-157.935901,21.385369,-157.935901,21.385369,-158.033901,-157.837901,21.287369,21.483369
