PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
NH1746020,LATVA MACHINE,"734 John Stark Hwy, Newport, New Hampshire, 03773",03773,New Hampshire,Region 1,Non-Transient non-community system,100,NEWPORT,Sullivan,1,0,3,-72.235547,43.365212,-72.235547,43.365212,-72.245547,-72.225547,43.355212,43.375212
NH1697060,TWIN TAMARACK CAMPGROUND 1 S,"41 Twin Tamarack Rd, New Hampton, New Hampshire, 03256",03256,New Hampshire,Region 1,Transient non-community system,100,NEW HAMPTON,Belknap,2,2,2,-71.590908,43.620797,-71.590908,43.620797,-71.600908,-71.580908,43.610797,43.630797
NH1278030,KINGSTON 1686 HOUSE,"127 Main St, Kingston, Town of, New Hampshire, 03848",03848,New Hampshire,Region 1,Transient non-community system,100,KINGSTON,Rockingham,2,0,2,-71.053924,42.929577,-71.053291,42.92956,-71.054924,-71.052924,42.928577,42.930577
NH1357080,FNSP THE FLUME,"03580, Easton, New Hampshire",03580,New Hampshire,Region 1,Transient non-community system,850,LINCOLN,Grafton,3,2,2,-71.744482,44.223651,-71.744482,44.223651,-71.961482,-71.527482,44.006651,44.440651
NH1176080,PURITAN PRESS,"03054, Merrimack, New Hampshire",03054,New Hampshire,Region 1,Non-Transient non-community system,65,HOLLIS,Hillsborough,2,7,3,-71.496412,42.84014,-71.496412,42.84014,-71.580412,-71.412412,42.75614,42.92414
NH2277030,MT SUNAPEE SKI AREA/MAIN LODGE,"03890, West Ossipee, New Hampshire",03890,New Hampshire,Region 1,Transient non-community system,950,NEWBURY,Merrimack,2,2,2,-71.180325,43.8222,-71.180325,43.8222,-71.273325,-71.087325,43.7292,43.9152
NH2236150,BMW OF STRATHAM,"71 Portsmouth Ave, Stratham, Town of, New Hampshire, 03885",03885,New Hampshire,Region 1,Non-Transient non-community system,45,STRATHAM,Rockingham,2,0,3,-70.918165,43.010552,-70.918951,43.0107,-70.919165,-70.917165,43.009552,43.011552
NH0457010,GREAT MEADOW CAMPGROUND/LOWER,"8 Broken Bridge Rd, Concord, New Hampshire, 03301",03301,New Hampshire,Region 1,Transient non-community system,70,CHICHESTER,Merrimack,4,18,2,-71.496967,43.184949,-71.497811,43.1846,-71.497967,-71.495967,43.183949,43.185949
NH0867020,DANFORTH BAY CAMPING RESORT,"03849, Madison, New Hampshire",03849,New Hampshire,Region 1,Transient non-community system,318,FREEDOM,Carroll,5,2,2,-71.141891,43.93966,-71.141891,43.93966,-71.291891,-70.991891,43.78966,44.08966
NH0927020,MT WASHINGTON STATE PARK,"03581, Gorham, New Hampshire",03581,New Hampshire,Region 1,Transient non-community system,1200,SARGENTSPURCHAS,Coos,1,1,2,-71.176241,44.388341,-71.176241,44.388341,-71.339241,-71.013241,44.225341,44.551341
NH1612030,FAR ECHO HARBOR,"03254, Moultonborough, New Hampshire",03254,New Hampshire,Region 1,Community water system,200,MOULTONBOROUGH,Carroll,3,32,6,-71.362663,43.725563,-71.362663,43.725563,-71.532663,-71.192663,43.555563,43.895563
