PWSID,Approximate Address
AS9721042,Not Found
AS9721040,Not Found
AS9710601,Not Found
AS9530447,Not Found
AS9710652,Not Found
AS9630243,Not Found
AS9711356,Not Found
AS9710855,Not Found
AS9711110,Not Found
AS9630145,Not Found
AS9711948,Not Found
AS9310751,Not Found
AS9430546,Not Found
AS9710657,Not Found
AS9710858,Not Found
AS9900055,Not Found
AS9900058,Not Found
AS9900013,Not Found
AS9900016,Not Found
AS9900053,Not Found
AS9900006,Not Found
AS9900019,Not Found
AS9900048,Not Found
AS9900054,Not Found
AS9900005,Not Found
AS9900008,Not Found
AS9900060,Not Found
AS9900059,Not Found
AS9900011,Not Found
AS9900021,Not Found
AS9900051,Not Found
AS9900061,Not Found
AS9900014,Not Found
AS9900057,Not Found
AS9900009,Not Found
AS9900033,Not Found
AS9900004,Not Found
AS9900003,Not Found
AS9900001,Not Found
AS9900017,Not Found
AS9900034,Not Found
AS9900045,Not Found
AS9900007,Not Found
AS9900038,Not Found
AS9710914,Not Found
AS9900012,Not Found
AS9900002,Not Found
AS9900015,Not Found
AS9900020,Not Found
AS9900041,Not Found
AS9900010,Not Found
AS9900046,Not Found
AS9900026,Not Found
AS9710621,Not Found
AS9900022,Not Found
AS9900023,Not Found
AS9900024,Not Found
AS9900025,Not Found
AS9900039,Not Found
AS9900043,Not Found
AS9900050,Not Found
AS9900056,Not Found
AS9900018,Not Found
AS9900052,Not Found
AS9711100,Not Found
AS9900030,Not Found
AS9900035,Not Found
AS9900047,Not Found
AS9900036,Not Found
AS9900049,Not Found
AS9900032,Not Found
AS9900031,Not Found
AS9900037,Not Found
AS9900040,Not Found
AS9900028,Not Found
AS9900029,Not Found
AS9900042,Not Found
AS9900044,Not Found
AS9900027,Not Found
AS9710820,Not Found
