PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
NM3501027,SPACEPORT AMERICA,"88001, Las Cruces, New Mexico",88001,New Mexico,Region 6,Transient non-community system,25,TRUTH OR CONSEQUENCES,Sierra,7,0,0,-106.772147,32.311072,-106.772147,32.311072,-106.909147,-106.635147,32.174072,32.448072
NM3512714,CORONA WATER SYSTEM,"88318, Corona, New Mexico",88318,New Mexico,Region 6,Community water system,200,CORONA,Lincoln,10,5,15,-105.595202,34.250111,-105.595202,34.250111,-106.401202,-104.789202,33.444111,35.056111
NM3553401,CORONADO VILLAGE COUNTRY CLUB,"87113, Albuquerque, New Mexico",87113,New Mexico,Region 6,Community water system,870,ALBUQUERQUE,Bernalillo,8,23,11,-106.569074,35.183096,-106.569074,35.183096,-106.627074,-106.511074,35.125096,35.241096
NM3526804,ANGEL NEST APARTMENTS,"87710, Angel Fire, New Mexico",87710,New Mexico,Region 6,Community water system,60,ANGEL FIRE,Colfax,6,10,8,-105.290059,36.389132,-105.290059,36.389132,-105.585059,-104.995059,36.094132,36.684132
NM3502401,"GREEN RIDGE MDWCA, INC.","87059, Tijeras, New Mexico",87059,New Mexico,Region 6,Community water system,130,TIJERAS,Bernalillo,6,22,3,-106.281721,35.092131,-106.281721,35.092131,-106.525721,-106.037721,34.848131,35.336131
NM3590218,COYOTE CREEK STATE PARK,"87722, Guadalupita, New Mexico",87722,New Mexico,Region 6,Transient non-community system,25,GUADALUPITA,Mora,5,8,7,-105.224607,36.190919,-105.224607,36.190919,-105.440607,-105.008607,35.974919,36.406919
NM3590516,BUTTERFIELD TRAIL REST AREA,"88004, Las Cruces, New Mexico",88004,New Mexico,Region 6,Transient non-community system,95,DEMING,Luna,4,6,9,-106.777542,32.3118,-106.777542,32.3118,-106.782542,-106.772542,32.3068,32.3168
NM3501024,PINE RIVER SUBDIVISION WATER USERS ASSN,"81137, Southern Ute Indian Reservat, Colorado",81137,New Mexico,Region 6,Community water system,28,NAVAJO DAM,San Juan,4,47,5,-107.635422,37.118071,-107.635422,37.118071,-107.866422,-107.404422,36.887071,37.349071
NM3591816,YUCCA REST AREA-STATE HWY DEPT,"88004, Las Cruces, New Mexico",88004,New Mexico,Region 6,Transient non-community system,164,LORDSBURG,Hidalgo,8,5,7,-106.777542,32.3118,-106.777542,32.3118,-106.782542,-106.772542,32.3068,32.3168
NM3595733,ACOMITA REST AREA,"87021, Milan, New Mexico",87021,New Mexico,Region 6,Transient non-community system,2501,GRANTS,Cibola,8,10,9,-107.892103,35.172095,-107.892103,35.172095,-107.912103,-107.872103,35.152095,35.192095
NM3509029,LA LOMITA TRAILER PARK,"87110, Albuquerque, New Mexico",87110,New Mexico,Region 6,Community water system,100,TAOS,Taos,7,5,9,-106.558474,35.091046,-106.558474,35.091046,-106.607474,-106.509474,35.042046,35.140046
NM3502414,ALONG THE RIVER RV CAMP,"88316, Capitan, New Mexico",88316,New Mexico,Region 6,Transient non-community system,120,NOGAL,Lincoln,3,0,13,-105.603456,33.529522,-105.603456,33.529522,-106.315456,-104.891456,32.817522,34.241522
NM3510104,MAXWELL COOPERATIVE WATER USERS ASSOC,"87728, Maxwell, New Mexico",87728,New Mexico,Region 6,Community water system,154,MAXWELL,Colfax,12,8,10,-104.547321,36.540146,-104.547321,36.540146,-104.791321,-104.303321,36.296146,36.784146
NM3501209,CALVARY CHAPEL,"88062, Silver City, New Mexico",88062,New Mexico,Region 6,Non-Transient non-community system,365,SILVER CITY,Grant,3,1,2,-108.274596,32.771612,-108.274596,32.771612,-108.279596,-108.269596,32.766612,32.776612
NM3510609,PINOS ALTOS MDWCA,"88053, Pinos Altos, New Mexico",88053,New Mexico,Region 6,Community water system,350,PINOS ALTOS,Grant,2,4,9,-108.220231,32.863861,-108.220231,32.863861,-108.232231,-108.208231,32.851861,32.875861
NM3592307,HOLY CROSS RETREAT,"88047, Mesilla Park, New Mexico",88047,New Mexico,Region 6,Transient non-community system,35,MESILLA PARK,Dona Ana,5,8,10,-106.712694,32.201386,-106.712694,32.201386,-106.772694,-106.652694,32.141386,32.261386
NM3592829,AMALIA  COSTILLA SENIOR CITIZENS CENTER,"87571, Taos, New Mexico",87571,New Mexico,Region 6,Transient non-community system,30,COSTILLA,Taos,7,18,9,-105.570425,36.405402,-105.570425,36.405402,-105.822425,-105.318425,36.153402,36.657402
NM3501523,ANASAZI TRAILS WATER CO-OP,"87043, Placitas, New Mexico",87043,New Mexico,Region 6,Community water system,75,PLACITAS,Sandoval,7,22,3,-106.500461,35.313301,-106.500461,35.313301,-106.650461,-106.350461,35.163301,35.463301
NM3590128,FORT CRAIG REST AREA  EAST SIDE,"88004, Las Cruces, New Mexico",88004,New Mexico,Region 6,Transient non-community system,300,SAN ANTONIO,Socorro,7,2,13,-106.777542,32.3118,-106.777542,32.3118,-106.782542,-106.772542,32.3068,32.3168
NM3560617,MANUELITO NAVAJO CHILDRENS HOME,"87305, Gallup, New Mexico",87305,New Mexico,Region 6,Community water system,70,GALLUP,McKinley,4,10,9,-108.752432,35.523691,-108.752432,35.523691,-108.757432,-108.747432,35.518691,35.528691
NM3590317,MANUELITO REST AREA,"87021, Milan, New Mexico",87021,New Mexico,Region 6,Transient non-community system,2501,GALLUP,McKinley,6,4,5,-107.892103,35.172095,-107.892103,35.172095,-107.912103,-107.872103,35.152095,35.192095
NM3590009,CLIFF SCHOOL,"88028, Cliff, New Mexico",88028,New Mexico,Region 6,Non-Transient non-community system,325,CLIFF,Grant,21,13,13,-108.612702,32.95916,-108.612702,32.95916,-108.861702,-108.363702,32.71016,33.20816
NM3590828,FORT CRAIG REST AREA  WEST SIDE,"88004, Las Cruces, New Mexico",88004,New Mexico,Region 6,Transient non-community system,300,SAN ANTONIO,Socorro,4,2,12,-106.777542,32.3118,-106.777542,32.3118,-106.782542,-106.772542,32.3068,32.3168
NM3523102,ARAGON MDWCA,"87820, Aragon, New Mexico",87820,New Mexico,Region 6,Community water system,45,ARAGON,Catron,7,11,14,-108.535363,33.881938,-108.535363,33.881938,-109.047363,-108.023363,33.369938,34.393938
NM3556821,OJO SARCO MDWCA,"87521, Chamisal, New Mexico",87521,New Mexico,Region 6,Community water system,400,OJO SARCO,Rio Arriba,6,8,13,-105.732247,36.173481,-105.732247,36.173481,-105.838247,-105.626247,36.067481,36.279481
NM3506429,LLANO SAN JUAN MDWCA,"87543, Llano, New Mexico",87543,New Mexico,Region 6,Community water system,84,LLANO,Taos,5,7,14,-105.671331,36.133621,-105.671331,36.133621,-105.749331,-105.593331,36.055621,36.211621
NM3591116,GAGE REST AREA,"88004, Las Cruces, New Mexico",88004,New Mexico,Region 6,Transient non-community system,130,DEMING,Luna,7,5,6,-106.777542,32.3118,-106.777542,32.3118,-106.782542,-106.772542,32.3068,32.3168
NM3545618,AGUA PURA MDWCA,"87713, Chacon, New Mexico",87713,New Mexico,Region 6,Community water system,123,CHACON,Mora,7,40,16,-105.367942,36.140881,-105.367942,36.140881,-105.488942,-105.246942,36.019881,36.261881
NM3508129,LAS HACIENDAS HOMEOWNERS WUA,"87571, Taos, New Mexico",87571,New Mexico,Region 6,Community water system,72,TAOS,Taos,7,17,10,-105.570425,36.405402,-105.570425,36.405402,-105.822425,-105.318425,36.153402,36.657402
NM3508923,BERNALILLO WATER SYSTEM,"87004, Bernalillo, New Mexico",87004,New Mexico,Region 6,Community water system,9200,BERNALILLO,Sandoval,18,25,19,-106.552023,35.30276,-106.552023,35.30276,-106.801023,-106.303023,35.05376,35.55176
NM3517725,LA PASADA MDWCA,"87120, Albuquerque, New Mexico",87120,New Mexico,Region 6,Community water system,225,PECOS,San Miguel,4,25,11,-106.706346,35.119875,-106.706346,35.119875,-106.902346,-106.510346,34.923875,35.315875
NM3548201,TIERRA MONTE WATER USERS ASSOCIATION,"87122, Albuquerque, New Mexico",87122,New Mexico,Region 6,Community water system,85,ALBUQUERQUE,Bernalillo,13,209,11,-106.49064,35.180737,-106.49064,35.180737,-106.57464,-106.40664,35.096737,35.264737
NM3533914,BONITA PARK NAZARENE CONFERENCE CENTER,"88316, Capitan, New Mexico",88316,New Mexico,Region 6,Community water system,450,CAPITAN,Lincoln,16,3,19,-105.603456,33.529522,-105.603456,33.529522,-106.315456,-104.891456,32.817522,34.241522
NM3502407,LOWER RIO GRANDE PUBLIC WWA,"88021, Anthony, New Mexico",88021,New Mexico,Region 6,Community water system,9487,VADO,Dona Ana,40,14,1,-106.592102,32.00573,-106.592102,32.00573,-106.740102,-106.444102,31.85773,32.15373
NM3583201,AMERICAN RV PARK,"87121, Albuquerque, New Mexico",87121,New Mexico,Region 6,Transient non-community system,125,ALBUQUERQUE,Bernalillo,4,8,6,-106.713962,35.09587,-106.713962,35.09587,-107.083962,-106.343962,34.72587,35.46587
NM3558014,ALPINE VILLAGE W AND SD,"88355, Ruidoso, New Mexico",88355,New Mexico,Region 6,Community water system,120,RUIDOSO,Lincoln,12,11,14,-105.638734,33.312008,-105.638734,33.312008,-105.643734,-105.633734,33.307008,33.317008
NM3598726,NAMBE HEADSTART,"87506, San Ildefonso, New Mexico",87506,New Mexico,Region 6,Non-Transient non-community system,40,POJOAQUE,Santa Fe,5,19,10,-105.944302,35.711411,-105.944302,35.711411,-106.250302,-105.638302,35.405411,36.017411
NM3580329,IMERYS PERLITE,"81120, Antonito, Colorado",81120,New Mexico,Region 6,Non-Transient non-community system,30,TRES PIEDRAS,Taos,5,32,5,-106.293295,37.076837,-106.293295,37.076837,-106.868295,-105.718295,36.501837,37.651837
NM3590507,FORT SELDON REST AREA-STATE HWY DEPT.,"88004, Las Cruces, New Mexico",88004,New Mexico,Region 6,Transient non-community system,200,RADIUM SPRINGS,Dona Ana,7,9,9,-106.777542,32.3118,-106.777542,32.3118,-106.782542,-106.772542,32.3068,32.3168
NM3523628,SAN ACACIA MDWCA,"87831, San Acacia, New Mexico",87831,New Mexico,Region 6,Community water system,180,SAN ACACIA,Socorro,11,183,16,-106.918731,34.247037,-106.918731,34.247037,-106.956731,-106.880731,34.209037,34.285037
NM3500115,LOS ALAMOS MUNICIPAL WATER SYSTEM,"87544, Los Alamos, New Mexico",87544,New Mexico,Region 6,Community water system,25000,LOS ALAMOS,Los Alamos,76,11,9,-106.321622,35.89562,-106.321622,35.89562,-106.453622,-106.189622,35.76362,36.02762
NM3520027,"DESERTAIRE WATER COMPANY, LLC","87801, Socorro, New Mexico",87801,New Mexico,Region 6,Transient non-community system,25,TRUTH OR CONSEQUENCES,Sierra,8,31,8,-106.895982,34.05955,-106.895982,34.05955,-107.867982,-105.923982,33.08755,35.03155
NM3583529,FORT BERGWIN RESEARCH CENTER,"87557, Rnch De Taos, New Mexico",87557,New Mexico,Region 6,Transient non-community system,138,RANCHOS DE TAOS,Taos,6,9,4,-105.60229,36.355865,-105.60229,36.355865,-105.87729,-105.32729,36.080865,36.630865
NM3575801,TIJERAS LAND ESTATES WATER SYSTEM,"87107, Los Ranchos De Albuquerque, New Mexico",87107,New Mexico,Region 6,Community water system,170,TIJERAS,Bernalillo,4,5,8,-106.641457,35.138527,-106.641457,35.138527,-106.687457,-106.595457,35.092527,35.184527
NM3551801,VALLE GRANDE MOBILE HOME PARK,"80120, Littleton, Colorado",80120,New Mexico,Region 6,Community water system,137,ALBUQUERQUE,Bernalillo,6,13,10,-104.995302,39.61486,-104.995302,39.61486,-105.046302,-104.944302,39.56386,39.66586
NM3510519,SILVER SPRINGS MDWCA,"88317, Cloudcroft, New Mexico",88317,New Mexico,Region 6,Transient non-community system,84,CLOUDCROFT,Otero,6,4,17,-105.672629,32.962501,-105.672629,32.962501,-106.635629,-104.709629,31.999501,33.925501
NM3521114,SAFE HAVEN RV PARK,"88355, Ruidoso, New Mexico",88355,New Mexico,Region 6,Community water system,95,RUIDOSO,Lincoln,8,41,12,-105.638734,33.312008,-105.638734,33.312008,-105.643734,-105.633734,33.307008,33.317008
NM3590115,LOS ALAMOS SKI CLUB,"87544, Los Alamos, New Mexico",87544,New Mexico,Region 6,Transient non-community system,1500,LOS ALAMOS,Los Alamos,7,6,4,-106.321622,35.89562,-106.321622,35.89562,-106.453622,-106.189622,35.76362,36.02762
NM3594523,CAMP SHAVER YMCA,"87102, Albuquerque, New Mexico",87102,New Mexico,Region 6,Transient non-community system,125,JEMEZ SPRINGS,Sandoval,4,26,7,-106.638852,35.093351,-106.638852,35.093351,-106.704852,-106.572852,35.027351,35.159351
NM3591109,LAKE ROBERTS CAMPGROUND - GILA - USFS,"88049, Mimbres, New Mexico",88049,New Mexico,Region 6,Transient non-community system,68,MIMBRES,Grant,4,7,8,-108.281668,33.032112,-108.281668,33.032112,-108.729668,-107.833668,32.584112,33.480112
NM3502421,AGUA SANA WUA,"87537, Hernandez, New Mexico",87537,New Mexico,Region 6,Community water system,800,HERNANDEZ,Rio Arriba,4,49,5,-106.116159,36.054789,-106.116159,36.054789,-106.228159,-106.004159,35.942789,36.166789
NM3501232,HIGHLAND MEADOWS ESTATES MDWCA,"87026, Old Laguna, New Mexico",87026,New Mexico,Region 6,Community water system,61,LOS LUNAS,Valencia,15,44,2,-107.159472,34.94892,-107.159472,34.94892,-107.714472,-106.604472,34.39392,35.50392
NM3502323,PLACITAS COMMUNITY LIBRARY,"87043, Placitas, New Mexico",87043,New Mexico,Region 6,Transient non-community system,50,PLACITAS,Sandoval,3,1,1,-106.500461,35.313301,-106.500461,35.313301,-106.650461,-106.350461,35.163301,35.463301
NM3500525,GABALDON MDWCA,"87701, Las Vegas, New Mexico",87701,New Mexico,Region 6,Community water system,60,LAS VEGAS,San Miguel,6,58,5,-105.226756,35.590525,-105.226756,35.590525,-106.080756,-104.372756,34.736525,36.444525
NM3500502,QUEMADO LAKE RECREATION AREA USFS,"87829, Quemado, New Mexico",87829,New Mexico,Region 6,Transient non-community system,25,QUEMADO,Catron,5,0,2,-108.592396,34.127746,-108.592396,34.127746,-109.046396,-108.138396,33.673746,34.581746
NM3500702,GLENWOOD ADMINISTRATIVE SITE-USFS,"88039, Glenwood, New Mexico",88039,New Mexico,Region 6,Transient non-community system,40,GLENWOOD,Catron,3,3,3,-108.903426,33.380068,-108.903426,33.380068,-109.286426,-108.520426,32.997068,33.763068
NM3501009,MIMBRES ADMINISTRATIVE SITE-USFS,"88049, Mimbres, New Mexico",88049,New Mexico,Region 6,Transient non-community system,30,MIMBRES,Grant,3,2,2,-108.281668,33.032112,-108.281668,33.032112,-108.729668,-107.833668,32.584112,33.480112
NM3510012,ANIMAS SCHOOL SYSTEM,"88020, Animas, New Mexico",88020,New Mexico,Region 6,Non-Transient non-community system,230,ANIMAS,Hidalgo,12,17,12,-108.876242,32.074781,-108.876242,32.074781,-109.619242,-108.133242,31.331781,32.817781
NM3500503,ROSWELL LANDFILL WATER SYSTEM,"88203, Roswell, New Mexico",88203,New Mexico,Region 6,Non-Transient non-community system,35,ROSWELL,Chaves,4,2,2,-104.527671,33.386451,-104.527671,33.386451,-105.090671,-103.964671,32.823451,33.949451
NM3526704,CITY OF RATON/RATON WATER WORKS,"87740, Raton, New Mexico",87740,New Mexico,Region 6,Community water system,8092,RATON,Colfax,18,12,10,-104.441442,36.902771,-104.441442,36.902771,-105.069442,-103.813442,36.274771,37.530771
NM3502021,GALLINA WATER SYSTEM,"87017, Gallina, New Mexico",87017,New Mexico,Region 6,Community water system,75,GALLINA,Rio Arriba,7,17,11,-106.803022,36.22971,-106.803022,36.22971,-107.303022,-106.303022,35.72971,36.72971
NM3520508,RIVERSIDE MDWA,"88211, Artesia, New Mexico",88211,New Mexico,Region 6,Community water system,400,ARTESIA,Eddy,8,28,21,-104.397562,32.84292,-104.397562,32.84292,-104.402562,-104.392562,32.83792,32.84792
NM3536907,ALTO DE LAS FLORES MDWCA,"88021, Anthony, New Mexico",88021,New Mexico,Region 6,Community water system,772,SAN MIGUEL,Dona Ana,9,4,14,-106.592102,32.00573,-106.592102,32.00573,-106.740102,-106.444102,31.85773,32.15373
NM3510204,LEISURE ESTATES HOMEOWNERS ASSOCIATION,"87123, Albuquerque, New Mexico",87123,New Mexico,Region 6,Transient non-community system,56,EAGLE NEST,Colfax,4,6,5,-106.503952,35.070931,-106.503952,35.070931,-106.610952,-106.396952,34.963931,35.177931
NM3513414,ALTO NORTH WATER COOP,"88312, Alto, New Mexico",88312,New Mexico,Region 6,Community water system,200,ALTO,Lincoln,5,32,15,-105.679382,33.407621,-105.679382,33.407621,-105.862382,-105.496382,33.224621,33.590621
NM3560125,BENEDICTINE MONASTERY,"87552, Pecos, New Mexico",87552,New Mexico,Region 6,Transient non-community system,40,PECOS,San Miguel,4,11,10,-105.675616,35.574356,-105.675616,35.574356,-105.912616,-105.438616,35.337356,35.811356
NM3512407,UNIVERSITY ESTATES WATER SYSTEM,"88007, Las Cruces, New Mexico",88007,New Mexico,Region 6,Community water system,3970,LAS CRUCES,Dona Ana,21,0,13,-106.796132,32.33523,-106.796132,32.33523,-107.078132,-106.514132,32.05323,32.61723
NM3592305,ENMR PLATEAU TELECOMMUNICATIONS,"88101, Cannon Afb, New Mexico",88101,New Mexico,Region 6,Non-Transient non-community system,225,CLOVIS,Curry,11,6,13,-103.206822,34.406655,-103.206822,34.406655,-103.534822,-102.878822,34.078655,34.734655
NM3528020,TUCUMCARI WATER SYSTEM,"88401, Tucumcari, New Mexico",88401,New Mexico,Region 6,Community water system,5400,TUCUMCARI,Quay,42,8,23,-103.727782,35.172121,-103.727782,35.172121,-104.129782,-103.325782,34.770121,35.574121
NM3529107,LAS ALTURAS ESTATES,"88007, Las Cruces, New Mexico",88007,New Mexico,Region 6,Community water system,675,LAS CRUCES,Dona Ana,8,1,14,-106.796132,32.33523,-106.796132,32.33523,-107.078132,-106.514132,32.05323,32.61723
NM3500330,CASSANDRA WATER SYSTEM,"87035, Moriarty, New Mexico",87035,New Mexico,Region 6,Community water system,54,MORIARTY,Torrance,5,77,7,-106.120571,34.982545,-106.120571,34.982545,-106.803571,-105.437571,34.299545,35.665545
NM3500621,CANONES MDWCA,"87516, Canones, New Mexico",87516,New Mexico,Region 6,Community water system,100,CANONES,Rio Arriba,3,32,12,-106.441222,36.18783,-106.441222,36.18783,-106.474222,-106.408222,36.15483,36.22083
NM3571026,JUNIPER HILLS MHP,"87102, Albuquerque, New Mexico",87102,New Mexico,Region 6,Community water system,60,SANTA FE,Santa Fe,4,58,12,-106.638852,35.093351,-106.638852,35.093351,-106.704852,-106.572852,35.027351,35.159351
NM3590204,EAGLE NEST RESIDENTIAL CENTER,"87718, Eagle Nest, New Mexico",87718,New Mexico,Region 6,Non-Transient non-community system,30,EAGLE NEST,Colfax,3,1,9,-105.291756,36.490961,-105.291756,36.490961,-105.533756,-105.049756,36.248961,36.732961
NM3548901,NORTH COURT MOBILE HOME PARK,"87103, Albuquerque, New Mexico",87103,New Mexico,Region 6,Community water system,100,ALBUQUERQUE,Bernalillo,7,217,11,-106.653146,35.08375,-106.653146,35.08375,-106.658146,-106.648146,35.07875,35.08875
NM3564319,WATERFALL COMMUNITY WUA,"88317, Cloudcroft, New Mexico",88317,New Mexico,Region 6,Community water system,100,CLOUDCROFT,Otero,9,29,14,-105.672629,32.962501,-105.672629,32.962501,-106.635629,-104.709629,31.999501,33.925501
NM3580217,GALLUP PORT OF ENTRY,"87305, Gallup, New Mexico",87305,New Mexico,Region 6,Transient non-community system,1500,GALLUP,McKinley,4,44,4,-108.752432,35.523691,-108.752432,35.523691,-108.757432,-108.747432,35.518691,35.528691
NM3511507,HACIENDA ACRES WATER SYSTEM,"88007, Las Cruces, New Mexico",88007,New Mexico,Region 6,Community water system,2995,LAS CRUCES,Dona Ana,16,9,12,-106.796132,32.33523,-106.796132,32.33523,-107.078132,-106.514132,32.05323,32.61723
NM3516518,SOUTH HOLMAN MDWCA,"87723, Holman, New Mexico",87723,New Mexico,Region 6,Community water system,35,HOLMAN,Mora,5,14,8,-105.384925,36.04152,-105.384925,36.04152,-105.492925,-105.276925,35.93352,36.14952
NM3500326,"EPCOR WATER NEW MEXICO INC., EDGEWOOD","87015, Edgewood, New Mexico",87015,New Mexico,Region 6,Community water system,5018,EDGEWOOD,Santa Fe,36,4,8,-106.193027,35.063159,-106.193027,35.063159,-106.357027,-106.029027,34.899159,35.227159
NM3501401,FOREST MEADOW BAPTIST CHURCH,"87015, Edgewood, New Mexico",87015,New Mexico,Region 6,Transient non-community system,150,TIJERAS,Bernalillo,5,4,3,-106.193027,35.063159,-106.193027,35.063159,-106.357027,-106.029027,34.899159,35.227159
NM3592526,CAMP FRANK RAND,"87109, Albuquerque, New Mexico",87109,New Mexico,Region 6,Transient non-community system,300,CHIMAYO,Santa Fe,6,2,7,-106.577242,35.135901,-106.577242,35.135901,-106.622242,-106.532242,35.090901,35.180901
NM3500205,TRAVELERS WORLD CAMPGROUND,"88101, Cannon Afb, New Mexico",88101,New Mexico,Region 6,Transient non-community system,30,CLOVIS,Curry,3,1,3,-103.206822,34.406655,-103.206822,34.406655,-103.534822,-102.878822,34.078655,34.734655
NM3517625,LA CUEVA MDWCA,"87560, Ribera, New Mexico",87560,New Mexico,Region 6,Community water system,158,PECOS,San Miguel,4,46,9,-105.448181,35.37783,-105.448181,35.37783,-105.784181,-105.112181,35.04183,35.71383
NM3500803,LEPRINO FOODS,"88203, Roswell, New Mexico",88203,New Mexico,Region 6,Non-Transient non-community system,150,ROSWELL,Chaves,9,16,8,-104.527671,33.386451,-104.527671,33.386451,-105.090671,-103.964671,32.823451,33.949451
NM3527605,TEXICO WATER SYSTEM,"88135, Texico, New Mexico",88135,New Mexico,Region 6,Community water system,1100,TEXICO,Curry,13,6,26,-103.048755,34.388565,-103.048755,34.388565,-103.338755,-102.758755,34.098565,34.678565
NM3517025,EL ANCON MDWCA,"87560, Ribera, New Mexico",87560,New Mexico,Region 6,Community water system,120,RIBERA,San Miguel,5,33,8,-105.448181,35.37783,-105.448181,35.37783,-105.784181,-105.112181,35.04183,35.71383
NM3503321,TIERRA AMARILLA MDWCA,"87575, Tira Amarilla, New Mexico",87575,New Mexico,Region 6,Community water system,470,TIERRA AMARILLA,Rio Arriba,9,77,14,-106.562292,36.717479,-106.562292,36.717479,-106.988292,-106.136292,36.291479,37.143479
NM3559417,CEDAR RIDGE TRAILER PARK,"87347, Continental Divide, New Mexico",87347,New Mexico,Region 6,Community water system,76,GALLUP,McKinley,5,17,9,-108.440992,35.45422,-108.440992,35.45422,-108.445992,-108.435992,35.44922,35.45922
NM3591726,POJOAQUE MIDDLE SCHOOL,"87506, San Ildefonso, New Mexico",87506,New Mexico,Region 6,Non-Transient non-community system,567,POJOAQUE,Santa Fe,12,4,10,-105.944302,35.711411,-105.944302,35.711411,-106.250302,-105.638302,35.405411,36.017411
NM3504626,LIFEWAY GLORIETA CONFERENCE CENTER,"87535, Glorieta, New Mexico",87535,New Mexico,Region 6,Community water system,2000,GLORIETA,Santa Fe,9,7,13,-105.724811,35.55553,-105.724811,35.55553,-105.959811,-105.489811,35.32053,35.79053
NM3519225,SOUTH SAN YSIDRO MDWCA,"87560, Ribera, New Mexico",87560,New Mexico,Region 6,Community water system,35,SAN YSIDRO,San Miguel,4,8,8,-105.448181,35.37783,-105.448181,35.37783,-105.784181,-105.112181,35.04183,35.71383
NM3500429,TAOS COUNTRY CLUB,"87557, Rnch De Taos, New Mexico",87557,New Mexico,Region 6,Transient non-community system,100,RANCHOS DE TAOS,Taos,7,6,4,-105.60229,36.355865,-105.60229,36.355865,-105.87729,-105.32729,36.080865,36.630865
NM3501221,CORDOVA MDWCA,"87523, Cordova, New Mexico",87523,New Mexico,Region 6,Community water system,325,CORDOVA,Rio Arriba,8,23,13,-105.870619,36.006875,-105.870619,36.006875,-105.892619,-105.848619,35.984875,36.028875
NM3518625,ROWE MDWCA,"87562, Rowe, New Mexico",87562,New Mexico,Region 6,Community water system,150,ROWE,San Miguel,5,14,10,-105.674256,35.493796,-105.674256,35.493796,-105.676256,-105.672256,35.491796,35.495796
NM3500125,ILFELD MDWCA,"87560, Ribera, New Mexico",87560,New Mexico,Region 6,Community water system,400,"ILFELD, SAN JOSE",San Miguel,4,8,7,-105.448181,35.37783,-105.448181,35.37783,-105.784181,-105.112181,35.04183,35.71383
NM3521108,LOVING WATER SYSTEM,"88256, Loving, New Mexico",88256,New Mexico,Region 6,Community water system,1550,LOVING,Eddy,12,12,20,-104.094692,32.283486,-104.094692,32.283486,-104.466692,-103.722692,31.911486,32.655486
NM3580102,HOMESTEAD LANDOWNERS ASSOCIATION,"87821, Datil, New Mexico",87821,New Mexico,Region 6,Community water system,100,DATIL,Catron,16,12,7,-108.135632,34.030778,-108.135632,34.030778,-108.965632,-107.305632,33.200778,34.860778
NM3598114,APPLE BLOSSOM AND WHITE ANGEL MESA WUA,"88346, Ruidoso Downs, New Mexico",88346,New Mexico,Region 6,Transient non-community system,30,RUIDOSO DOWNS,Lincoln,5,7,18,-105.588846,33.331839,-105.588846,33.331839,-105.762846,-105.414846,33.157839,33.505839
NM3593726,ENCANTADO RESORT,"87506, San Ildefonso, New Mexico",87506,New Mexico,Region 6,Non-Transient non-community system,120,TESUQUE,Santa Fe,7,18,6,-105.944302,35.711411,-105.944302,35.711411,-106.250302,-105.638302,35.405411,36.017411
NM3500917,"PILOT TRAVEL CENTERS, LLC #305","37909, Knoxville, Tennessee",37909,New Mexico,Region 6,Non-Transient non-community system,4000,JAMESTOWN,McKinley,5,12,3,-84.036402,35.95289,-84.036402,35.95289,-84.120402,-83.952402,35.86889,36.03689
NM3588301,TURQUOISE TRAIL WATER SYSTEM,"87008, Cedar Crest, New Mexico",87008,New Mexico,Region 6,Transient non-community system,170,CEDAR CREST,Bernalillo,11,6,6,-106.359615,35.123037,-106.359615,35.123037,-106.446615,-106.272615,35.036037,35.210037
NM3500924,HYDRO PURE TECHNOLOGY INC.,"87410, Aztec, New Mexico",87410,New Mexico,Region 6,Community water system,25,AZTEC,San Juan,9,7,3,-107.995832,36.82023,-107.995832,36.82023,-108.236832,-107.754832,36.57923,37.06123
NM3502019,BOOTHILL RV PARK,"88310, Alamogordo, New Mexico",88310,New Mexico,Region 6,Transient non-community system,25,ALAMOGORDO,Otero,4,0,2,-105.936142,32.89526,-105.936142,32.89526,-106.447142,-105.425142,32.38426,33.40626
NM3575330,CLINES CORNERS WATER SYSTEM,"87070, Clines Cors, New Mexico",87070,New Mexico,Region 6,Community water system,350,CLINES CORNERS,Torrance,12,317,12,-105.668566,35.009042,-105.668566,35.009042,-105.673566,-105.663566,35.004042,35.014042
NM3587401,MESA DE SHARFI RESTAURANTE,"87121, Albuquerque, New Mexico",87121,New Mexico,Region 6,Transient non-community system,120,ALBUQUERQUE,Bernalillo,3,5,4,-106.713962,35.09587,-106.713962,35.09587,-107.083962,-106.343962,34.72587,35.46587
NM3535320,NARA VISA MDWCA,"88430, Nara Visa, New Mexico",88430,New Mexico,Region 6,Community water system,55,NARA VISA,Quay,7,10,16,-103.103684,35.609242,-103.103684,35.609242,-103.587684,-102.619684,35.125242,36.093242
NM3531207,SAN ANDRES ESTATES WATER SYSTEM,"88007, Las Cruces, New Mexico",88007,New Mexico,Region 6,Community water system,804,LAS CRUCES,Dona Ana,6,0,13,-106.796132,32.33523,-106.796132,32.33523,-107.078132,-106.514132,32.05323,32.61723
NM3558214,CEDAR CREEK CABIN OWNERS ASSOCIATION,"79912, El Paso, Texas",79912,New Mexico,Region 6,Community water system,260,RUIDOSO,Lincoln,23,52,17,-106.520702,31.817491,-106.520702,31.817491,-106.611702,-106.429702,31.726491,31.908491
