PWSID,Approximate Address
UTAH05008,Not Found
UTAH24015,Not Found
UTAH24017,Not Found
UTAH07046,Not Found
UTAH03099,Not Found
UTAH29041,Not Found
UTAH25145,Not Found
UTAH26095,Not Found
UTAH18033,Not Found
UTAH26097,Not Found
UTAH22138,Not Found
UTAH26012,Not Found
UTAH26027,Not Found
UTAH22145,Not Found
UTAH20039,Not Found
UTAH26084,Not Found
UTAH02031,Not Found
UTAH18158,Not Found
UTAH20071,Not Found
UTAH08044,Not Found
UTAH18171,Not Found
UTAH29064,Not Found
UTAH22136,Not Found
UTAH15022,Not Found
UTAH25122,Not Found
UTAH02071,Not Found
UTAH22072,Not Found
UTAH26046,Not Found
UTAH29046,Not Found
UTAH25110,Not Found
UTAH22020,Not Found
UTAH12027,Not Found
UTAH22146,Not Found
UTAH07066,Not Found
UTAH22098,Not Found
UTAH22025,Not Found
UTAH22099,Not Found
UTAH10031,Not Found
UTAH08030,Not Found
UTAH05032,Not Found
UTAH19066,Not Found
UTAH19037,Not Found
UTAH14035,Not Found
UTAH08012,Not Found
UTAH20033,Not Found
UTAH20025,Not Found
UTAH19036,Not Found
UTAH14021,Not Found
UTAH02077,Not Found
UTAH20018,Not Found
UTAH03046,Not Found
UTAH29101,Not Found
UTAH25053,Not Found
UTAH22043,Not Found
UTAH12010,Not Found
UTAH18071,Not Found
UTAH22035,Not Found
UTAH22055,Not Found
UTAH25042,Not Found
UTAH29084,Not Found
UTAH26016,Not Found
UTAH22049,Not Found
UTAH03028,Not Found
UTAH22041,Not Found
UTAH26019,Not Found
UTAH03042,Not Found
UTAH22045,Not Found
UTAH22042,Not Found
UTAH26018,Not Found
UTAH07020,Not Found
UTAH06025,Not Found
UTAH22036,Not Found
UTAH09071,Not Found
UTAH07063,Not Found
UTAH26022,Not Found
UTAH29077,Not Found
UTAH18055,Not Found
UTAH10035,Not Found
UTAH18015,Not Found
UTAH11055,Not Found
UTAH23044,Not Found
UTAH04016,Not Found
UTAH10040,Not Found
UTAH26081,Not Found
UTAH22023,Not Found
UTAH22083,Not Found
UTAH04010,Not Found
UTAH11072,Not Found
UTAH02065,Not Found
UTAH23075,Not Found
UTAH25155,Not Found
UTAH04053,Not Found
UTAH20066,Not Found
UTAH29039,Not Found
UTAH10018,Not Found
UTAH24018,Not Found
UTAH11031,Not Found
UTAH03076,Not Found
UTAH28022,Not Found
UTAH10008,Not Found
UTAH28021,Not Found
UTAH28025,Not Found
UTAH24045,Not Found
UTAH19076,Not Found
UTAH22012,Not Found
UTAH21019,Not Found
UTAH26025,Not Found
UTAH13048,Not Found
UTAH26042,Not Found
UTAH23087,Not Found
UTAH23001,Not Found
UTAH23030,Not Found
