State,County,Agency,Ori,total aggravated-assault crimes (2015-2023),total aggravated-assault cleared crimes (2015-2023),total aggravated-assault actual crimes (2015-2023),total violent-crime crimes (2015-2023),total violent-crime cleared crimes (2015-2023),total violent-crime actual crimes (2015-2023),total arson crimes (2015-2023),total arson cleared crimes (2015-2023),total arson actual crimes (2015-2023),total human-trafficing crimes (2015-2023),total human-trafficing cleared crimes (2015-2023),total human-trafficing actual crimes (2015-2023),total rape-legacy crimes (2015-2023),total rape-legacy cleared crimes (2015-2023),total rape-legacy actual crimes (2015-2023),total homicide crimes (2015-2023),total homicide cleared crimes (2015-2023),total homicide actual crimes (2015-2023),total burglary crimes (2015-2023),total burglary cleared crimes (2015-2023),total burglary actual crimes (2015-2023),total motor-vehicle-theft crimes (2015-2023),total motor-vehicle-theft cleared crimes (2015-2023),total motor-vehicle-theft actual crimes (2015-2023),total larceny crimes (2015-2023),total larceny cleared crimes (2015-2023),total larceny actual crimes (2015-2023),total rape crimes (2015-2023),total rape cleared crimes (2015-2023),total rape actual crimes (2015-2023),total property-crime crimes (2015-2023),total property-crime cleared crimes (2015-2023),total property-crime actual crimes (2015-2023),Latitude,Longitude
Connecticut,NEW HAVEN,Meriden Police Department,CT0008000,1429,551,878,2376,810,1566,62,7,55,2,0,2,68,6,62,26,8,18,2032,275,1757,1469,115,1354,8563,1252,7311,264,48,216,12064,1642,10422,41.5185,-72.82707
Connecticut,NEW HAVEN,Middlebury Police Department,CT0008100,14,7,7,34,14,20,0,0,0,0,0,0,3,1,2,0,0,0,94,14,80,90,7,83,420,32,388,5,1,4,604,53,551,41.349717,-72.900204
Connecticut,MIDDLESEX,Middletown Police Department,CT0008300,431,183,248,662,249,413,4,1,3,2,1,1,45,11,34,20,10,10,676,110,566,669,60,609,5187,774,4413,60,11,49,6532,944,5588,41.557114,-72.64751
Connecticut,NEW HAVEN,Milford Police Department,CT0008400,135,58,77,441,146,295,21,3,18,0,0,0,16,1,15,7,3,4,1060,187,873,798,71,727,9357,1794,7563,27,4,23,11215,2052,9163,41.349717,-72.900204
Connecticut,FAIRFIELD,Monroe Police Department,CT0008500,10,4,6,56,16,40,2,1,1,0,0,0,20,3,17,0,0,0,161,35,126,101,14,87,746,107,639,22,3,19,1008,156,852,41.33218,-73.207184
Connecticut,NEW HAVEN,Naugatuck Police Department,CT0008800,217,100,117,433,172,261,20,8,12,1,0,1,65,18,47,2,1,1,580,135,445,427,88,339,4009,1032,2977,102,28,74,5016,1255,3761,41.504784,-73.054276
Connecticut,HARTFORD,New Britain Police Department,CT0008900,2016,735,1281,3265,1004,2261,101,8,93,6,2,4,149,10,139,44,19,25,2506,275,2231,2696,157,2539,11136,1104,10032,411,73,338,16338,1536,14802,41.667534,-72.77737
Connecticut,FAIRFIELD,New Canaan Police Department,CT0009000,16,8,8,25,10,15,2,1,1,0,0,0,4,1,3,2,1,1,140,19,121,130,11,119,932,93,839,6,1,5,1202,123,1079,41.14095,-73.49129
Connecticut,NEW HAVEN,New Haven Police Department,CT0009300,8131,3034,5097,11965,3619,8346,246,39,207,6,1,5,285,45,240,144,24,120,6149,762,5387,6058,334,5724,32814,4738,28076,512,81,431,45021,5834,39187,41.28382,-72.868744
Connecticut,HARTFORD,Newington Police Department,CT0009400,167,74,93,415,154,261,14,4,10,4,0,4,42,8,34,4,2,2,815,125,690,592,49,543,6960,1463,5497,79,19,60,8367,1637,6730,41.697254,-72.729836
