State,County,Agency,Ori,total aggravated-assault crimes (2015-2023),total aggravated-assault cleared crimes (2015-2023),total aggravated-assault actual crimes (2015-2023),total violent-crime crimes (2015-2023),total violent-crime cleared crimes (2015-2023),total violent-crime actual crimes (2015-2023),total arson crimes (2015-2023),total arson cleared crimes (2015-2023),total arson actual crimes (2015-2023),total human-trafficing crimes (2015-2023),total human-trafficing cleared crimes (2015-2023),total human-trafficing actual crimes (2015-2023),total rape-legacy crimes (2015-2023),total rape-legacy cleared crimes (2015-2023),total rape-legacy actual crimes (2015-2023),total homicide crimes (2015-2023),total homicide cleared crimes (2015-2023),total homicide actual crimes (2015-2023),total burglary crimes (2015-2023),total burglary cleared crimes (2015-2023),total burglary actual crimes (2015-2023),total motor-vehicle-theft crimes (2015-2023),total motor-vehicle-theft cleared crimes (2015-2023),total motor-vehicle-theft actual crimes (2015-2023),total larceny crimes (2015-2023),total larceny cleared crimes (2015-2023),total larceny actual crimes (2015-2023),total rape crimes (2015-2023),total rape cleared crimes (2015-2023),total rape actual crimes (2015-2023),total property-crime crimes (2015-2023),total property-crime cleared crimes (2015-2023),total property-crime actual crimes (2015-2023),Latitude,Longitude
Georgia,BLECKLEY,Bleckley County Sheriff's Office,GA0120000,119,26,93,172,46,126,0,0,0,0,0,0,13,6,7,2,1,1,227,30,197,107,31,76,707,110,597,40,14,26,1041,171,870,32.435403,-83.331717
Georgia,BLECKLEY,Cochran Police Department,GA0120100,150,49,101,195,60,135,2,0,2,0,0,0,8,1,7,8,4,4,231,35,196,61,20,41,1350,355,995,8,0,8,1642,410,1232,32.386444,-83.35458
Georgia,BLECKLEY,Middle Georgia State University,GA0120200,13,5,8,38,14,24,0,0,0,0,0,0,12,4,8,0,0,0,31,5,26,13,3,10,190,46,144,8,2,6,234,54,180,32.435403,-83.331717
Georgia,BRANTLEY,Brantley County Sheriff's Office,GA0130000,258,67,191,313,71,242,9,1,8,5,0,5,15,0,15,3,0,3,712,73,639,180,17,163,2238,246,1992,26,3,23,3130,336,2794,31.197334,-81.982978
Georgia,BRANTLEY,Nahunta Police Department,GA0130100,2,1,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1,8,3,2,1,30,2,28,1,0,1,42,5,37,31.197334,-81.982978
Georgia,BRANTLEY,Hoboken Police Department,GA0130200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,5,1,4,31.197334,-81.982978
Georgia,BROOKS,Brooks County Sheriff's Office,GA0140000,403,158,245,467,180,287,4,1,3,0,0,0,17,6,11,8,4,4,402,61,341,194,46,148,977,182,795,38,12,26,1573,289,1284,30.822934,-83.581905
Georgia,BROOKS,Quitman Police Department,GA0140100,248,60,188,311,74,237,2,0,2,0,0,0,5,0,5,2,1,1,238,23,215,62,8,54,1092,221,871,8,2,6,1392,252,1140,30.7866,-83.5581
Georgia,BROOKS,Morven Police Department,GA0140200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.822934,-83.581905
Georgia,BRYAN,Bryan County Sheriff's Office,GA0150000,527,147,380,627,159,468,7,0,7,1,0,1,24,2,22,8,1,7,494,60,434,206,30,176,1810,299,1511,53,8,45,2510,389,2121,32.017969,-81.438543
Georgia,BRYAN,Pembroke Police Department,GA0150100,81,30,51,92,33,59,1,0,1,0,0,0,4,0,4,4,2,2,104,30,74,12,1,11,383,125,258,3,0,3,499,156,343,32.017969,-81.438543
Georgia,BRYAN,Richmond Hill Police Department,GA0150200,207,73,134,284,93,191,1,0,1,0,0,0,20,4,16,10,4,6,323,67,256,133,14,119,1598,283,1315,30,2,28,2054,364,1690,32.017969,-81.438543
Georgia,BULLOCH,Bulloch County Sheriff's Office,GA0160000,279,114,165,368,137,231,14,4,10,0,0,0,19,5,14,9,4,5,931,112,819,247,40,207,2574,321,2253,29,7,22,3752,473,3279,32.467293,-81.76302
Georgia,BULLOCH,Statesboro Police Department,GA0160100,632,261,371,1196,473,723,46,15,31,0,0,0,90,34,56,27,11,16,1226,185,1041,337,115,222,7208,2532,4676,138,54,84,8771,2832,5939,32.445255,-81.7862
Georgia,BULLOCH,Brooklet Police Department,GA0160200,12,5,7,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,5,0,5,62,10,52,0,0,0,75,10,65,32.393408,-81.74381
Georgia,BULLOCH,Portal Police Department,GA0160300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.393408,-81.74381
Georgia,BULLOCH,Georgia Southern University,GA0160400,10,2,8,92,25,67,5,1,4,0,0,0,33,6,27,0,0,0,31,7,24,14,2,12,1000,140,860,59,16,43,1045,149,896,32.393408,-81.74381
Georgia,BULLOCH,Register Police Department,GA0160500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.367367,-81.88627
Georgia,BURKE,Burke  County Sheriff's Office,GA0170000,319,72,247,393,85,308,10,1,9,0,0,0,12,1,11,16,4,12,616,35,581,268,21,247,1646,84,1562,24,1,23,2530,140,2390,33.050819,-82.011571
