State,County,Agency,Ori,total aggravated-assault crimes (2015-2023),total aggravated-assault cleared crimes (2015-2023),total aggravated-assault actual crimes (2015-2023),total violent-crime crimes (2015-2023),total violent-crime cleared crimes (2015-2023),total violent-crime actual crimes (2015-2023),total arson crimes (2015-2023),total arson cleared crimes (2015-2023),total arson actual crimes (2015-2023),total human-trafficing crimes (2015-2023),total human-trafficing cleared crimes (2015-2023),total human-trafficing actual crimes (2015-2023),total rape-legacy crimes (2015-2023),total rape-legacy cleared crimes (2015-2023),total rape-legacy actual crimes (2015-2023),total homicide crimes (2015-2023),total homicide cleared crimes (2015-2023),total homicide actual crimes (2015-2023),total burglary crimes (2015-2023),total burglary cleared crimes (2015-2023),total burglary actual crimes (2015-2023),total motor-vehicle-theft crimes (2015-2023),total motor-vehicle-theft cleared crimes (2015-2023),total motor-vehicle-theft actual crimes (2015-2023),total larceny crimes (2015-2023),total larceny cleared crimes (2015-2023),total larceny actual crimes (2015-2023),total rape crimes (2015-2023),total rape cleared crimes (2015-2023),total rape actual crimes (2015-2023),total property-crime crimes (2015-2023),total property-crime cleared crimes (2015-2023),total property-crime actual crimes (2015-2023),Latitude,Longitude
California,ALPINE,Highway Patrol: Alpine County,CA0029900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,4,0,4,0,0,0,9,0,9,38.85127,-120.01934
California,AMADOR,Amador County Sheriff's Office,CA0030000,802,378,424,963,439,524,23,8,15,0,0,0,3,1,2,11,4,7,896,157,739,36,10,26,2185,539,1646,63,20,43,3117,706,2411,38.352863,-120.7679
California,AMADOR,Ione Police Department,CA0030200,72,32,40,83,34,49,5,2,3,0,0,0,0,0,0,0,0,0,62,9,53,44,11,33,302,50,252,8,1,7,408,70,338,38.44355,-120.653856
California,AMADOR,Jackson Police Department,CA0030300,300,133,167,348,151,197,33,12,21,0,0,0,4,1,3,0,0,0,257,41,216,93,16,77,732,99,633,23,8,15,1082,156,926,38.347904,-120.77274
California,AMADOR,Sutter Creek Police Department,CA0030500,64,30,34,75,33,42,13,4,9,0,0,0,0,0,0,0,0,0,61,13,48,49,12,37,312,71,241,7,2,5,422,96,326,38.391117,-120.80235
California,AMADOR,Union Pacific Railroad: Amador County,CA0030600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2,37.798763,-122.24971
California,AMADOR,Highway Patrol: Amador County,CA0039900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,12,163,61,0,61,0,0,0,236,12,224,38.34309,-120.76263
California,BUTTE,Butte County Sheriff's Office,CA0040000,2109,703,1406,2683,802,1881,30,13,17,0,0,0,37,7,30,47,16,31,4004,223,3781,291,70,221,5070,301,4769,294,32,262,9365,594,8771,39.665959,-121.601919
California,BUTTE,Chico Police Department,CA0040200,3349,1128,2221,4669,1349,3320,867,46,821,0,0,0,0,0,0,19,9,10,3025,284,2741,2782,202,2580,15022,1201,13821,579,47,532,20829,1687,19142,39.735462,-121.81528
California,BUTTE,Gridley Police Department,CA0040300,759,341,418,847,366,481,26,8,18,0,0,0,3,0,3,2,0,2,320,43,277,182,43,139,1173,251,922,65,17,48,1675,337,1338,39.365505,-121.69721
