State,County,Agency,Ori,total aggravated-assault crimes (2015-2023),total aggravated-assault cleared crimes (2015-2023),total aggravated-assault actual crimes (2015-2023),total violent-crime crimes (2015-2023),total violent-crime cleared crimes (2015-2023),total violent-crime actual crimes (2015-2023),total arson crimes (2015-2023),total arson cleared crimes (2015-2023),total arson actual crimes (2015-2023),total human-trafficing crimes (2015-2023),total human-trafficing cleared crimes (2015-2023),total human-trafficing actual crimes (2015-2023),total rape-legacy crimes (2015-2023),total rape-legacy cleared crimes (2015-2023),total rape-legacy actual crimes (2015-2023),total homicide crimes (2015-2023),total homicide cleared crimes (2015-2023),total homicide actual crimes (2015-2023),total burglary crimes (2015-2023),total burglary cleared crimes (2015-2023),total burglary actual crimes (2015-2023),total motor-vehicle-theft crimes (2015-2023),total motor-vehicle-theft cleared crimes (2015-2023),total motor-vehicle-theft actual crimes (2015-2023),total larceny crimes (2015-2023),total larceny cleared crimes (2015-2023),total larceny actual crimes (2015-2023),total rape crimes (2015-2023),total rape cleared crimes (2015-2023),total rape actual crimes (2015-2023),total property-crime crimes (2015-2023),total property-crime cleared crimes (2015-2023),total property-crime actual crimes (2015-2023),Latitude,Longitude
Utah,SALT LAKE,Salt Lake City Police Department,UT0180300,11430,3600,7830,19456,5481,13975,500,138,362,388,147,241,2062,517,1545,171,73,98,14474,1335,13139,16192,1366,14826,104945,16722,88223,3198,782,2416,135611,19423,116188,40.667883,-111.92424
Utah,SALT LAKE,South Salt Lake Police Department,UT0180400,1409,447,962,2270,587,1683,47,10,37,0,0,0,189,15,174,27,7,20,1942,129,1813,2798,62,2736,10708,1141,9567,323,24,299,15448,1332,14116,40.667883,-111.92424
Utah,SALT LAKE,Sandy Police Department,UT0180500,1483,647,836,2589,1059,1530,86,15,71,0,0,0,397,155,242,22,9,13,3841,376,3465,2190,243,1947,20489,3869,16620,643,254,389,26520,4488,22032,40.569614,-111.89574
Utah,SALT LAKE,West Jordan Police Department,UT0180600,2712,1010,1702,3678,1208,2470,53,12,41,0,0,0,301,50,251,29,10,19,2704,185,2519,2525,101,2424,23720,4503,19217,486,95,391,28949,4789,24160,40.605957,-111.93876
Utah,SALT LAKE,University of Utah,UT0180700,80,33,47,135,48,87,6,3,3,0,0,0,21,6,15,6,3,3,292,61,231,180,21,159,2755,357,2398,33,6,27,3227,439,2788,40.759274,-111.84247
Utah,"SALT LAKE, UTAH",Draper Police Department,UT0181200,422,147,275,732,193,539,64,11,53,0,0,0,153,22,131,1,0,1,1395,98,1297,813,40,773,7702,816,6886,236,28,208,9910,954,8956,40.525146,-111.86235
Utah,SALT LAKE,Riverton Police Department,UT0181700,121,54,67,187,61,126,8,2,6,0,0,0,43,2,41,0,0,0,218,10,208,188,12,176,1810,278,1532,47,2,45,2216,300,1916,40.667883,-111.92424
Utah,SALT LAKE,South Jordan Police Department,UT0181800,483,197,286,786,264,522,26,7,19,0,0,0,116,18,98,7,1,6,1482,96,1386,998,81,917,10934,2047,8887,190,34,156,13414,2224,11190,40.667883,-111.92424
Utah,SALT LAKE,Bluffdale Police Department,UT0181900,183,89,94,285,135,150,4,1,3,0,0,0,45,20,25,0,0,0,340,53,287,184,27,157,920,73,847,82,37,45,1444,153,1291,40.490448,-111.94834
Utah,SALT LAKE,Alta Police Department,UT0182100,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,1,2,71,4,67,0,0,0,76,5,71,40.667883,-111.92424
Utah,SALT LAKE,West Valley Police Department,UT0182500,7057,2841,4216,9984,3592,6392,152,41,111,0,0,0,813,184,629,113,49,64,6298,533,5765,7890,557,7333,33808,6444,27364,1409,352,1057,47996,7534,40462,40.694046,-111.96
Utah,SALT LAKE,Granite School District,UT0182800,112,11,101,148,17,131,50,3,47,3,1,2,10,4,6,0,0,0,55,3,52,24,0,24,988,43,945,11,4,7,1067,46,1021,40.667883,-111.92424
