PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Latitude,Longitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
MN5010437,Quadna Timeshare,"8031 Congdon Blvd, Duluth, Minnesota, 55804",55804,Minnesota,Region 5,Transient non-community system,25,,Aitkin,5,7,5,-91.963049,46.860414,-91.963611,46.86079,-91.964049,-91.962049,46.859414,46.861414
MN5010442,Wealthwood Rod & Gun Club,"56401, Baxter, Minnesota",56401,Minnesota,Region 5,Transient non-community system,25,,Aitkin,3,0,6,-94.200546,46.356664,-94.200546,46.356664,-94.590546,-93.810546,45.966664,46.746664
MN5010443,The Landing,"170 Southgate Dr, Aitkin, Minnesota, 56431",56431,Minnesota,Region 5,Transient non-community system,120,,Aitkin,3,0,5,-93.705463,46.516182,-93.705041,46.51612,-93.706463,-93.704463,46.515182,46.517182
MN5010444,Mount Olivet Rolling Acres,"18986 Lake Dr E, Chanhassen, Minnesota, 55317",55317,Minnesota,Region 5,Transient non-community system,30,,Aitkin,6,3,7,-93.519835,44.860967,-93.519891,44.86139,-93.520835,-93.518835,44.859967,44.861967
MN5010446,Sam's Grocery,"55787, Tamarack, Minnesota",55787,Minnesota,Region 5,Transient non-community system,30,,Aitkin,3,0,5,-93.179323,46.695324,-93.179323,46.695324,-93.365323,-92.993323,46.509324,46.881324
MN5500099,Meadow Green Golf Course,"25238 540th Ave, Austin, Minnesota, 55912",55912,Minnesota,Region 5,Transient non-community system,50,,Mower,3,3,7,-92.969854,43.720998,-92.969854,43.720998,-92.979854,-92.959854,43.710998,43.730998
MN5500129,Four Daughters Vineyard and Winery,"78757 State Highway 63, Spring Valley, Minnesota, 55975",55975,Minnesota,Region 5,Transient non-community system,100,,Mower,4,0,3,-92.456417,43.710644,-92.456417,43.710644,-92.466417,-92.446417,43.700644,43.720644
MN5130396,County Line Liquor,"6589 Lake Blvd, Forest Lake, Minnesota, 55025",55025,Minnesota,Region 5,Transient non-community system,150,,Chisago,4,0,5,-92.972492,45.298351,-92.972492,45.298351,-92.982492,-92.962492,45.288351,45.308351
MN5130397,Bullseye Shooting Range,"6028 410th St, North Branch, Minnesota, 55056",55056,Minnesota,Region 5,Transient non-community system,50,,Chisago,3,0,5,-92.988234,45.542646,-92.988331,45.54434,-92.989234,-92.987234,45.541646,45.543646
MN5130398,Environmental Stoneworks,"5935 410th St, North Branch, Minnesota, 55056",55056,Minnesota,Region 5,Non-Transient non-community system,40,,Chisago,2,1,5,-92.988279,45.542563,-92.988201,45.54172,-92.989279,-92.987279,45.541563,45.543563
MN5130400,Access Church,"4359 392nd St, North Branch, Minnesota, 55056",55056,Minnesota,Region 5,Transient non-community system,550,,Chisago,3,0,5,-93.021238,45.515152,-93.021061,45.51451,-93.022238,-93.020238,45.514152,45.516152
