PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Latitude,Longitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
AK2244222,RAZDOLNA ELEMENTARY SCHOOL,"99603, English Bay, Alaska",99603,Alaska,Region 10,Non-Transient non-community system,50,HOMER,Kenai Peninsula Borough,4,521,6,-151.542971,59.645807,-151.542971,59.645807,-152.674971,-150.410971,58.513807,60.777807
AK2250396,RENDEZVOUS,"11652 W Rezanof Dr, Kodiak, Alaska, 99615",99615,Alaska,Region 10,Transient non-community system,56,KODIAK,Kodiak Island Borough,4,58,3,-152.580839,57.696288,-152.582151,57.69646,-152.581839,-152.579839,57.695288,57.697288
AK2381498,MENTASTA WASHETERIA/14 PLEX,"99588, Glennallen, Alaska",99588,Alaska,Region 10,Community water system,90,"COPPER CENTER, MENTASTA",Valdez-Cordova Census Area,4,111,6,-145.53031,62.108869,-145.53031,62.108869,-150.05831,-141.00231,57.580869,66.636869
AK2120729,WARD COVE DELI & LIQUOR,"99928, Ward Cove, Alaska",99928,Alaska,Region 10,Transient non-community system,110,KETCHIKAN,Ketchikan Gateway Borough,5,107,5,-131.725047,55.41096,-131.725047,55.41096,-131.730047,-131.720047,55.40596,55.41596
AK2314679,AK RIVERWAYS / CHENA VILLAGE,"1975 Discovery Dr, Fairbanks, Alaska, 99709",99709,Alaska,Region 10,Transient non-community system,998,FAIRBANKS,Fairbanks North Star Borough,3,8,4,-147.865307,64.828125,-147.865307,64.828125,-147.875307,-147.855307,64.818125,64.838125
AK2223624,BLUFFVIEW ACRES WATER SYSTEM,"4401 S Doubletree Rd, Wasilla, Alaska, 99654",99654,Alaska,Region 10,Community water system,100,WASILLA,Matanuska-Susitna Borough,4,78,7,-149.482816,61.532014,-149.482401,61.5321,-149.483816,-149.481816,61.531014,61.533014
AK2391875,IN HIS SHADOW MINISTRIES,"99743, Healy, Alaska",99743,Alaska,Region 10,Transient non-community system,101,HEALY,Denali Borough,4,0,3,-148.241121,63.892865,-148.241121,63.892865,-149.560121,-146.922121,62.573865,65.211865
AK2340361,SHUNGNAK WATER SYSTEM,"99773, Shungnak, Alaska",99773,Alaska,Region 10,Community water system,282,SHUNGNAK,Northwest Arctic Borough,5,683,6,-157.151523,66.880574,-157.151523,66.880574,-157.216523,-157.086523,66.815574,66.945574
AK2250037,AKHIOK,"99615, Chiniak, Alaska",99615,Alaska,Region 10,Community water system,90,AKHIOK,Kodiak Island Borough,6,1250,8,-152.391014,57.79621,-152.391014,57.79621,-155.753014,-149.029014,54.43421,61.15821
AK2211724,G A PHILLIPS S/D,"11328 Borealis St, Anchorage, Alaska, 99577",99577,Alaska,Region 10,Community water system,102,EAGLE RIVER,Anchorage Municipality,5,150,9,-149.559948,61.32299,-149.560031,61.32299,-149.560948,-149.558948,61.32199,61.32399
AK2260202,CLARKS POINT WATER SYSTEM,"99569, Clarks Point, Alaska",99569,Alaska,Region 10,Community water system,128,CLARKS POINT,Dillingham Census Area,4,877,6,-157.260006,59.152769,-157.260006,59.152769,-158.566006,-155.954006,57.846769,60.458769
AK2270697,LOWER KALSKAG WATER SYSTEM,"99559, Bethel, Alaska",99559,Alaska,Region 10,Community water system,302,KALSKAG UPPER / LOWER,Bethel Census Area,10,429,7,-161.790509,60.784468,-161.790509,60.784468,-165.613509,-157.967509,56.961468,64.607468
AK2270215,TOKSOOK BAY WATER SYSTEM,"99559, Bethel, Alaska",99559,Alaska,Region 10,Community water system,661,TOKSOOK BAY,Bethel Census Area,8,310,7,-161.790509,60.784468,-161.790509,60.784468,-165.613509,-157.967509,56.961468,64.607468
AK2271874,NATIVE VILLAGE OF SLEETMUTE,"99559, Bethel, Alaska",99559,Alaska,Region 10,Community water system,82,SLEETMUTE,Bethel Census Area,5,1266,7,-161.790509,60.784468,-161.790509,60.784468,-165.613509,-157.967509,56.961468,64.607468
AK2270168,RUSSIAN MISSION WATER SYSTEM,"99559, Bethel, Alaska",99559,Alaska,Region 10,Community water system,340,RUSSIAN MISSION,Wade Hampton Census Area,3,405,7,-161.790509,60.784468,-161.790509,60.784468,-165.613509,-157.967509,56.961468,64.607468
AK2271041,QUINHAGAK WATER SYSTEM,"99559, Bethel, Alaska",99559,Alaska,Region 10,Community water system,724,QUINHAGAK,Bethel Census Area,5,465,9,-161.790509,60.784468,-161.790509,60.784468,-165.613509,-157.967509,56.961468,64.607468
AK2213718,USFS BEGICH BOGGS PORTAGE VC,"99587, Girdwood, Alaska",99587,Alaska,Region 10,Transient non-community system,463,GIRDWOOD,Anchorage Municipality,4,14,6,-149.136325,60.962699,-149.136325,60.962699,-149.812325,-148.460325,60.286699,61.638699
