PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Latitude,Longitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
NN3503012,Crystal NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,772,"Crystal, Yazzie Springs, Crystal Junctio",,11,39,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500335,Red Rock NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1836,Red Rock (South of Gallup),,7,34,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500303,Thoreau West-John Willie Camp-Baca NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1732,Thoreau West Rural,,19,37,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500296,Nageezi NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,641,Nageezi,,12,70,7,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500292,Bread Springs-Chichiltah NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,2124,"Bread Springs, Chichiltah",,13,52,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500278,Tsa Yah Toh NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,922,Tsa Yah Toh,,7,62,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500277,Defiance NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1716,"Gallup, West of",,8,40,7,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500274,Coyote Canyon-Bass Lake NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,672,"Coyote Canyon, Brimhall, Bass Lake",,7,47,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500269,White Rock-Lake Valley NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,515,Lake Valley,,14,56,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500268,Naschitti-Bisola NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1294,"Naschitti, Bisola",,11,87,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400821,Twin Arrows Navajo Casino Internal,"87311, Church Rock, New Mexico",87311,Navajo Nation,Region 9,Non-Transient non-community system,25,Twin Arrows Navajo Casino Internal,,4,21,3,-108.595953,35.53875,-108.595953,35.53875,-108.611953,-108.579953,35.52275,35.55475
NN3510003,Northern Edge Navajo Casino,"87311, Church Rock, New Mexico",87311,Navajo Nation,Region 9,Non-Transient non-community system,25,Northern Edge Navajo Casino,,4,19,2,-108.595953,35.53875,-108.595953,35.53875,-108.611953,-108.579953,35.52275,35.55475
NN3510000,Fire Rock Navajo Casino,"87311, Church Rock, New Mexico",87311,Navajo Nation,Region 9,Non-Transient non-community system,300,Fire Rock Navajo Casino,,3,21,5,-108.595953,35.53875,-108.595953,35.53875,-108.611953,-108.579953,35.52275,35.55475
NN3500267,Mexican Springs West Rural NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,242,"Mexican Springs, West of",,8,34,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400825,Long House Valley NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,25,"Long House Valley, west of Kayenta",,4,4,0,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400824,Baby Rocks NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,54,"Baby Rocks, Red Point Mesa",,5,3,1,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400822,Twin Arrows NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Non-Transient non-community system,25,Twin Arrows,,11,26,2,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3510002,Boardman Loop NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,58,Boardman Loop,,3,5,3,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN4903074,Casa Del Eco Mesa NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,204,Casa Del Eco Mesa,,5,80,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400814,Coppermine NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,342,Coppermine,,13,13,4,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN4903073,Cane Valley NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,58,Cane Valley,,5,10,4,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400813,Pine Springs NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,227,Pine Springs,,8,49,4,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN4903071,Todahaidekani NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,307,"Mexican Water, North of",,8,86,8,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN4903032,Mexican Hat NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,269,Halchita-Mexican Hat,,9,9,11,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500264,Buffalo Springs NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,411,Buffalo Springs,,6,48,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500261,Twin Lakes NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,2008,"Twin Lakes, Toh-la-kai, Black Springs Wa",,9,43,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
