State,County,Direct farm sales per capita (% change) 2007 - 12 (PCH_PC_DIRSALES_07_12),Units,FIPS,FID
Georgia,Cook,199.98219478900828,% change,13075.0,697
Georgia,Coweta,173.58874222718455,% change,13077.0,700
Georgia,Crawford,nan,% change,13079.0,704
Georgia,Crisp,nan,% change,13081.0,707
Georgia,Dade,13.241429348811891,% change,13083.0,708
Georgia,Dawson,-3.8274088978314436,% change,13085.0,713
Georgia,Decatur,204.67674376252046,% change,13087.0,714
Georgia,DeKalb,nan,% change,13089.0,718
Georgia,Dodge,576.4623172103487,% change,13091.0,720
Georgia,Dooly,-62.401713573016636,% change,13093.0,724
Georgia,Dougherty,nan,% change,13095.0,728
Georgia,Douglas,542.0258103595436,% change,13097.0,731
Georgia,Early,nan,% change,13099.0,735
Georgia,Echols,nan,% change,13101.0,737
Georgia,Effingham,-45.33531370560651,% change,13103.0,742
Georgia,Elbert,10.610012586115523,% change,13105.0,746
Georgia,Emanuel,302.68730136094666,% change,13107.0,750
Georgia,Evans,-38.660538411030856,% change,13109.0,754
Georgia,Fannin,192.43054371910688,% change,13111.0,755
Georgia,Fayette,70.19148548155052,% change,13113.0,760
Georgia,Floyd,126.8434691284932,% change,13115.0,764
Georgia,Forsyth,-46.973713106757835,% change,13117.0,768
Georgia,Franklin,-43.8089885364767,% change,13119.0,772
Georgia,Fulton,100.16364516140344,% change,13121.0,779
Georgia,Gilmer,15.87400009063063,% change,13123.0,781
Georgia,Glascock,nan,% change,13125.0,783
Georgia,Glynn,nan,% change,13127.0,793
Georgia,Gordon,61.80041918747645,% change,13129.0,796
Georgia,Grady,-68.2770859468225,% change,13131.0,797
Georgia,Greene,nan,% change,13133.0,800
Georgia,Gwinnett,1501.4935731484545,% change,13135.0,804
Georgia,Habersham,-1.5483646890362455,% change,13137.0,806
Georgia,Hall,-26.723264049369156,% change,13139.0,808
Georgia,Hancock,271.84914841849144,% change,13141.0,810
Georgia,Haralson,122.80952548737336,% change,13143.0,813
Georgia,Harris,30.433868275436026,% change,13145.0,814
Georgia,Hart,-19.736327602458083,% change,13147.0,816
Georgia,Heard,-63.75180375180375,% change,13149.0,817
Georgia,Henry,601.9036330743651,% change,13151.0,820
Georgia,Houston,55.62755726286576,% change,13153.0,823
Georgia,Irwin,-83.52596140497016,% change,13155.0,825
Georgia,Jackson,-63.14193808735295,% change,13157.0,828
Georgia,Jasper,-4.909071796489011,% change,13159.0,830
Georgia,Jeff Davis,nan,% change,13161.0,832
Georgia,Jefferson,0.5511186977991844,% change,13163.0,834
Georgia,Jenkins,nan,% change,13165.0,835
Georgia,Johnson,-43.23695915891629,% change,13167.0,837
Georgia,Jones,873.1007159240983,% change,13169.0,839
Georgia,Lamar,15.325731179389715,% change,13171.0,841
Georgia,Lanier,-56.86734303215927,% change,13173.0,845
Georgia,Laurens,42.237262895371515,% change,13175.0,847
Georgia,Lee,-67.74260942233364,% change,13177.0,849
Georgia,Liberty,nan,% change,13179.0,855
Georgia,Lincoln,nan,% change,13181.0,857
Georgia,Long,nan,% change,13183.0,860
Georgia,Lowndes,-67.51176328434451,% change,13185.0,863
Georgia,Lumpkin,-88.30020990179912,% change,13187.0,865
Georgia,McDuffie,419.13543189922774,% change,13189.0,868
Georgia,McIntosh,687.7981784010409,% change,13191.0,871
Georgia,Macon,342.0812545655181,% change,13193.0,874
Georgia,Madison,-13.514534563347237,% change,13195.0,875
Georgia,Marion,-47.767647306955276,% change,13197.0,877
Georgia,Meriwether,378.3171038685744,% change,13199.0,879
Georgia,Miller,-59.75945764678159,% change,13201.0,881
Georgia,Mitchell,-80.80387381573702,% change,13205.0,883
Georgia,Monroe,22.44645406949071,% change,13207.0,885
Georgia,Montgomery,-83.74091795144426,% change,13209.0,887
Georgia,Morgan,279.4204524210133,% change,13211.0,890
Georgia,Murray,-53.794074826477065,% change,13213.0,892
Georgia,Muscogee,-100.0,% change,13215.0,896
Georgia,Newton,nan,% change,13217.0,899
Georgia,Oconee,50.587750341559676,% change,13219.0,901
Georgia,Oglethorpe,309.8446362515413,% change,13221.0,905
Georgia,Paulding,533.3271256233576,% change,13223.0,908
