State,County,Direct farm sales 2007 (DIRSALES07),Units,FIPS,FID
Georgia,Jasper,42.0,"1,000 dollars",13159.0,830
Georgia,Jeff Davis,nan,"1,000 dollars",13161.0,832
Georgia,Jefferson,100.0,"1,000 dollars",13163.0,834
Georgia,Jenkins,nan,"1,000 dollars",13165.0,835
Georgia,Johnson,18.0,"1,000 dollars",13167.0,837
Georgia,Jones,3.0,"1,000 dollars",13169.0,839
Georgia,Lamar,21.0,"1,000 dollars",13171.0,841
Georgia,Lanier,2.0,"1,000 dollars",13173.0,845
Georgia,Laurens,37.0,"1,000 dollars",13175.0,847
Georgia,Lee,18.0,"1,000 dollars",13177.0,849
Georgia,Liberty,nan,"1,000 dollars",13179.0,855
Georgia,Lincoln,nan,"1,000 dollars",13181.0,857
Georgia,Long,0.0,"1,000 dollars",13183.0,860
Georgia,Lowndes,131.0,"1,000 dollars",13185.0,863
Georgia,Lumpkin,55.0,"1,000 dollars",13187.0,865
Georgia,McDuffie,9.0,"1,000 dollars",13189.0,868
Georgia,McIntosh,7.0,"1,000 dollars",13191.0,871
Georgia,Macon,18.0,"1,000 dollars",13193.0,874
Georgia,Madison,220.0,"1,000 dollars",13195.0,875
Georgia,Marion,38.0,"1,000 dollars",13197.0,877
Georgia,Meriwether,34.0,"1,000 dollars",13199.0,879
Georgia,Miller,74.0,"1,000 dollars",13201.0,881
Georgia,Mitchell,173.0,"1,000 dollars",13205.0,883
Georgia,Monroe,55.0,"1,000 dollars",13207.0,885
Georgia,Montgomery,38.0,"1,000 dollars",13209.0,887
Georgia,Morgan,24.0,"1,000 dollars",13211.0,890
Georgia,Murray,75.0,"1,000 dollars",13213.0,892
Georgia,Muscogee,4.0,"1,000 dollars",13215.0,896
Georgia,Newton,nan,"1,000 dollars",13217.0,899
Georgia,Oconee,176.0,"1,000 dollars",13219.0,901
Georgia,Oglethorpe,25.0,"1,000 dollars",13221.0,905
Georgia,Paulding,3.0,"1,000 dollars",13223.0,908
Georgia,Peach,99.0,"1,000 dollars",13225.0,910
Georgia,Pickens,101.0,"1,000 dollars",13227.0,912
Georgia,Pierce,37.0,"1,000 dollars",13229.0,915
Georgia,Pike,196.0,"1,000 dollars",13231.0,7
Georgia,Polk,46.0,"1,000 dollars",13233.0,8
Georgia,Pulaski,145.0,"1,000 dollars",13235.0,11
Georgia,Putnam,18.0,"1,000 dollars",13237.0,13
Georgia,Quitman,0.0,"1,000 dollars",13239.0,16
Georgia,Rabun,nan,"1,000 dollars",13241.0,18
Georgia,Randolph,0.0,"1,000 dollars",13243.0,23
Georgia,Richmond,4.0,"1,000 dollars",13245.0,24
Georgia,Rockdale,87.0,"1,000 dollars",13247.0,28
Georgia,Schley,0.0,"1,000 dollars",13249.0,31
Georgia,Screven,114.0,"1,000 dollars",13251.0,34
Georgia,Seminole,39.0,"1,000 dollars",13253.0,38
Georgia,Spalding,nan,"1,000 dollars",13255.0,41
Georgia,Stephens,29.0,"1,000 dollars",13257.0,45
Georgia,Stewart,13.0,"1,000 dollars",13259.0,48
Georgia,Sumter,268.0,"1,000 dollars",13261.0,52
Georgia,Talbot,6.0,"1,000 dollars",13263.0,57
Georgia,Taliaferro,nan,"1,000 dollars",13265.0,60
Georgia,Tattnall,143.0,"1,000 dollars",13267.0,63
Georgia,Taylor,3.0,"1,000 dollars",13269.0,69
Georgia,Telfair,18.0,"1,000 dollars",13271.0,75
Georgia,Terrell,23.0,"1,000 dollars",13273.0,78
Georgia,Thomas,95.0,"1,000 dollars",13275.0,83
Georgia,Tift,75.0,"1,000 dollars",13277.0,87
Georgia,Toombs,nan,"1,000 dollars",13279.0,91
Georgia,Towns,28.0,"1,000 dollars",13281.0,95
Georgia,Treutlen,32.0,"1,000 dollars",13283.0,102
Georgia,Troup,1.0,"1,000 dollars",13285.0,105
Georgia,Turner,36.0,"1,000 dollars",13287.0,108
Georgia,Twiggs,nan,"1,000 dollars",13289.0,116
Georgia,Union,112.0,"1,000 dollars",13291.0,120
Georgia,Upson,16.0,"1,000 dollars",13293.0,123
Georgia,Walker,187.0,"1,000 dollars",13295.0,126
Georgia,Walton,147.0,"1,000 dollars",13297.0,127
Georgia,Ware,53.0,"1,000 dollars",13299.0,132
Georgia,Warren,18.0,"1,000 dollars",13301.0,135
Georgia,Washington,54.0,"1,000 dollars",13303.0,143
Georgia,Wayne,29.0,"1,000 dollars",13305.0,147
Georgia,Webster,1.0,"1,000 dollars",13307.0,149
Georgia,Wheeler,nan,"1,000 dollars",13309.0,154
Georgia,White,74.0,"1,000 dollars",13311.0,157
Georgia,Whitfield,14.0,"1,000 dollars",13313.0,159
Georgia,Wilcox,59.0,"1,000 dollars",13315.0,163
Georgia,Wilkes,28.0,"1,000 dollars",13317.0,167
Georgia,Wilkinson,9.0,"1,000 dollars",13319.0,169
Georgia,Worth,64.0,"1,000 dollars",13321.0,173
Hawaii,Hawaii,3245.0,"1,000 dollars",15001.0,198
Hawaii,Honolulu,2226.0,"1,000 dollars",15003.0,234
Hawaii,Kalawao,nan,"1,000 dollars",15005.0,247
Hawaii,Kauai,1167.0,"1,000 dollars",15007.0,261
Hawaii,Maui,2019.0,"1,000 dollars",15009.0,323
Idaho,Ada,854.0,"1,000 dollars",16001.0,336
Idaho,Adams,32.0,"1,000 dollars",16003.0,338
Idaho,Bannock,155.0,"1,000 dollars",16005.0,343
Idaho,Bear Lake,30.0,"1,000 dollars",16007.0,349
Idaho,Benewah,65.0,"1,000 dollars",16009.0,354
Idaho,Bingham,222.0,"1,000 dollars",16011.0,362
Idaho,Blaine,nan,"1,000 dollars",16013.0,371
Idaho,Boise,4.0,"1,000 dollars",16015.0,380
Idaho,Bonner,266.0,"1,000 dollars",16017.0,387
Idaho,Bonneville,382.0,"1,000 dollars",16019.0,395
Idaho,Boundary,214.0,"1,000 dollars",16021.0,405
Idaho,Butte,nan,"1,000 dollars",16023.0,414
Idaho,Camas,nan,"1,000 dollars",16025.0,429
Idaho,Canyon,1829.0,"1,000 dollars",16027.0,441
Idaho,Caribou,101.0,"1,000 dollars",16029.0,449
Idaho,Cassia,74.0,"1,000 dollars",16031.0,456
Idaho,Clark,0.0,"1,000 dollars",16033.0,464
Idaho,Clearwater,13.0,"1,000 dollars",16035.0,474
Idaho,Custer,15.0,"1,000 dollars",16037.0,484
Idaho,Elmore,91.0,"1,000 dollars",16039.0,490
Idaho,Franklin,99.0,"1,000 dollars",16041.0,498
Idaho,Fremont,50.0,"1,000 dollars",16043.0,502
Idaho,Gem,540.0,"1,000 dollars",16045.0,510
Idaho,Gooding,89.0,"1,000 dollars",16047.0,519
Idaho,Idaho,149.0,"1,000 dollars",16049.0,528
Idaho,Jefferson,37.0,"1,000 dollars",16051.0,540
Idaho,Jerome,107.0,"1,000 dollars",16053.0,547
Idaho,Kootenai,445.0,"1,000 dollars",16055.0,552
Idaho,Latah,126.0,"1,000 dollars",16057.0,559
Idaho,Lemhi,72.0,"1,000 dollars",16059.0,566
Idaho,Lewis,nan,"1,000 dollars",16061.0,574
Idaho,Lincoln,13.0,"1,000 dollars",16063.0,578
Idaho,Madison,55.0,"1,000 dollars",16065.0,581
Idaho,Minidoka,143.0,"1,000 dollars",16067.0,585
Idaho,Nez Perce,98.0,"1,000 dollars",16069.0,589
Idaho,Oneida,41.0,"1,000 dollars",16071.0,593
Idaho,Owyhee,88.0,"1,000 dollars",16073.0,601
Idaho,Payette,571.0,"1,000 dollars",16075.0,606
Idaho,Power,26.0,"1,000 dollars",16077.0,613
Idaho,Shoshone,22.0,"1,000 dollars",16079.0,621
Idaho,Teton,47.0,"1,000 dollars",16081.0,627
Idaho,Twin Falls,321.0,"1,000 dollars",16083.0,634
Idaho,Valley,76.0,"1,000 dollars",16085.0,643
Idaho,Washington,222.0,"1,000 dollars",16087.0,649
Illinois,Adams,139.0,"1,000 dollars",17001.0,650
Illinois,Alexander,nan,"1,000 dollars",17003.0,651
Illinois,Bond,16.0,"1,000 dollars",17005.0,652
Illinois,Boone,921.0,"1,000 dollars",17007.0,653
Illinois,Brown,38.0,"1,000 dollars",17009.0,654
Illinois,Bureau,289.0,"1,000 dollars",17011.0,2
Illinois,Calhoun,123.0,"1,000 dollars",17013.0,4
Illinois,Carroll,208.0,"1,000 dollars",17015.0,6
Illinois,Cass,26.0,"1,000 dollars",17017.0,10
Illinois,Champaign,454.0,"1,000 dollars",17019.0,12
Illinois,Christian,146.0,"1,000 dollars",17021.0,14
Illinois,Clark,30.0,"1,000 dollars",17023.0,19
Illinois,Clay,57.0,"1,000 dollars",17025.0,22
Illinois,Clinton,74.0,"1,000 dollars",17027.0,27
Illinois,Coles,94.0,"1,000 dollars",17029.0,30
Illinois,Cook,nan,"1,000 dollars",17031.0,36
Illinois,Crawford,38.0,"1,000 dollars",17033.0,40
Illinois,Cumberland,98.0,"1,000 dollars",17035.0,44
Illinois,DeKalb,622.0,"1,000 dollars",17037.0,49
Illinois,De Witt,168.0,"1,000 dollars",17039.0,53
Illinois,Douglas,161.0,"1,000 dollars",17041.0,55
Illinois,DuPage,136.0,"1,000 dollars",17043.0,64
Illinois,Edgar,129.0,"1,000 dollars",17045.0,66
Illinois,Edwards,6.0,"1,000 dollars",17047.0,71
Illinois,Effingham,113.0,"1,000 dollars",17049.0,76
Illinois,Fayette,89.0,"1,000 dollars",17051.0,79
Illinois,Ford,nan,"1,000 dollars",17053.0,81
Illinois,Franklin,34.0,"1,000 dollars",17055.0,85
Illinois,Fulton,136.0,"1,000 dollars",17057.0,89
Illinois,Gallatin,117.0,"1,000 dollars",17059.0,92
Illinois,Greene,11.0,"1,000 dollars",17061.0,96
Illinois,Grundy,16.0,"1,000 dollars",17063.0,99
Illinois,Hamilton,30.0,"1,000 dollars",17065.0,106
Illinois,Hancock,56.0,"1,000 dollars",17067.0,111
Illinois,Hardin,nan,"1,000 dollars",17069.0,113
Illinois,Henderson,149.0,"1,000 dollars",17071.0,117
Illinois,Henry,165.0,"1,000 dollars",17073.0,121
Illinois,Iroquois,92.0,"1,000 dollars",17075.0,125
Illinois,Jackson,700.0,"1,000 dollars",17077.0,129
Illinois,Jasper,114.0,"1,000 dollars",17079.0,133
Illinois,Jefferson,144.0,"1,000 dollars",17081.0,137
Illinois,Jersey,19.0,"1,000 dollars",17083.0,142
Illinois,Jo Daviess,303.0,"1,000 dollars",17085.0,145
Illinois,Johnson,18.0,"1,000 dollars",17087.0,152
Illinois,Kane,1434.0,"1,000 dollars",17089.0,156
Illinois,Kankakee,842.0,"1,000 dollars",17091.0,161
Illinois,Kendall,nan,"1,000 dollars",17093.0,165
Illinois,Knox,35.0,"1,000 dollars",17095.0,166
Illinois,Lake,924.0,"1,000 dollars",17097.0,170
Illinois,LaSalle,447.0,"1,000 dollars",17099.0,175
Illinois,Lawrence,27.0,"1,000 dollars",17101.0,177
Illinois,Lee,109.0,"1,000 dollars",17103.0,180
Illinois,Livingston,146.0,"1,000 dollars",17105.0,182
Illinois,Logan,58.0,"1,000 dollars",17107.0,186
Illinois,McDonough,104.0,"1,000 dollars",17109.0,189
Illinois,McHenry,2644.0,"1,000 dollars",17111.0,192
Illinois,McLean,306.0,"1,000 dollars",17113.0,193
Illinois,Macon,59.0,"1,000 dollars",17115.0,194
Illinois,Macoupin,372.0,"1,000 dollars",17117.0,196
Illinois,Madison,678.0,"1,000 dollars",17119.0,199
Illinois,Marion,175.0,"1,000 dollars",17121.0,201
Illinois,Marshall,276.0,"1,000 dollars",17123.0,202
Illinois,Mason,126.0,"1,000 dollars",17125.0,206
Illinois,Massac,41.0,"1,000 dollars",17127.0,208
Illinois,Menard,43.0,"1,000 dollars",17129.0,212
Illinois,Mercer,121.0,"1,000 dollars",17131.0,216
Illinois,Monroe,82.0,"1,000 dollars",17133.0,219
Illinois,Montgomery,128.0,"1,000 dollars",17135.0,223
Illinois,Morgan,531.0,"1,000 dollars",17137.0,225
Illinois,Moultrie,149.0,"1,000 dollars",17139.0,227
Illinois,Ogle,515.0,"1,000 dollars",17141.0,229
Illinois,Peoria,287.0,"1,000 dollars",17143.0,233
Illinois,Perry,62.0,"1,000 dollars",17145.0,235
Illinois,Piatt,68.0,"1,000 dollars",17147.0,238
Illinois,Pike,47.0,"1,000 dollars",17149.0,241
Illinois,Pope,nan,"1,000 dollars",17151.0,245
Illinois,Pulaski,12.0,"1,000 dollars",17153.0,248
Illinois,Putnam,nan,"1,000 dollars",17155.0,253
Illinois,Randolph,21.0,"1,000 dollars",17157.0,255
Illinois,Richland,23.0,"1,000 dollars",17159.0,259
Illinois,Rock Island,197.0,"1,000 dollars",17161.0,265
Illinois,St. Clair,99.0,"1,000 dollars",17163.0,269
Illinois,Saline,13.0,"1,000 dollars",17165.0,271
Illinois,Sangamon,261.0,"1,000 dollars",17167.0,274
Illinois,Schuyler,13.0,"1,000 dollars",17169.0,278
Illinois,Scott,nan,"1,000 dollars",17171.0,280
Illinois,Shelby,138.0,"1,000 dollars",17173.0,283
Illinois,Stark,109.0,"1,000 dollars",17175.0,285
Illinois,Stephenson,122.0,"1,000 dollars",17177.0,290
Illinois,Tazewell,397.0,"1,000 dollars",17179.0,291
Illinois,Union,555.0,"1,000 dollars",17181.0,293
Illinois,Vermilion,216.0,"1,000 dollars",17183.0,296
Illinois,Wabash,21.0,"1,000 dollars",17185.0,299
Illinois,Warren,36.0,"1,000 dollars",17187.0,301
Illinois,Washington,132.0,"1,000 dollars",17189.0,305
Illinois,Wayne,15.0,"1,000 dollars",17191.0,310
Illinois,White,30.0,"1,000 dollars",17193.0,312
Illinois,Whiteside,659.0,"1,000 dollars",17195.0,314
Illinois,Will,1346.0,"1,000 dollars",17197.0,320
Illinois,Williamson,47.0,"1,000 dollars",17199.0,324
Illinois,Winnebago,357.0,"1,000 dollars",17201.0,325
Illinois,Woodford,650.0,"1,000 dollars",17203.0,328
Indiana,Adams,290.0,"1,000 dollars",18001.0,330
Indiana,Allen,517.0,"1,000 dollars",18003.0,335
Indiana,Bartholomew,363.0,"1,000 dollars",18005.0,342
Indiana,Benton,32.0,"1,000 dollars",18007.0,179
Indiana,Blackford,21.0,"1,000 dollars",18009.0,183
Indiana,Boone,110.0,"1,000 dollars",18011.0,185
Indiana,Brown,17.0,"1,000 dollars",18013.0,188
Indiana,Carroll,272.0,"1,000 dollars",18015.0,195
Indiana,Cass,104.0,"1,000 dollars",18017.0,211
Indiana,Clark,1329.0,"1,000 dollars",18019.0,215
Indiana,Clay,52.0,"1,000 dollars",18021.0,221
Indiana,Clinton,164.0,"1,000 dollars",18023.0,226
Indiana,Crawford,50.0,"1,000 dollars",18025.0,232
Indiana,Daviess,1057.0,"1,000 dollars",18027.0,239
Indiana,Dearborn,189.0,"1,000 dollars",18029.0,242
Indiana,Decatur,391.0,"1,000 dollars",18031.0,246
Indiana,DeKalb,607.0,"1,000 dollars",18033.0,249
Indiana,Delaware,183.0,"1,000 dollars",18035.0,252
Indiana,Dubois,206.0,"1,000 dollars",18037.0,254
Indiana,Elkhart,1226.0,"1,000 dollars",18039.0,260
Indiana,Fayette,65.0,"1,000 dollars",18041.0,263
Indiana,Floyd,54.0,"1,000 dollars",18043.0,267
Indiana,Fountain,127.0,"1,000 dollars",18045.0,270
Indiana,Franklin,127.0,"1,000 dollars",18047.0,272
Indiana,Fulton,123.0,"1,000 dollars",18049.0,276
Indiana,Gibson,78.0,"1,000 dollars",18051.0,286
Indiana,Grant,79.0,"1,000 dollars",18053.0,297
Indiana,Greene,228.0,"1,000 dollars",18055.0,309
Indiana,Hamilton,163.0,"1,000 dollars",18057.0,321
Indiana,Hancock,276.0,"1,000 dollars",18059.0,329
Indiana,Harrison,294.0,"1,000 dollars",18061.0,334
Indiana,Hendricks,154.0,"1,000 dollars",18063.0,341
Indiana,Henry,281.0,"1,000 dollars",18065.0,344
Indiana,Howard,149.0,"1,000 dollars",18067.0,348
Indiana,Huntington,206.0,"1,000 dollars",18069.0,352
Indiana,Jackson,384.0,"1,000 dollars",18071.0,355
Indiana,Jasper,200.0,"1,000 dollars",18073.0,356
Indiana,Jay,107.0,"1,000 dollars",18075.0,358
Indiana,Jefferson,188.0,"1,000 dollars",18077.0,363
Indiana,Jennings,120.0,"1,000 dollars",18079.0,367
Indiana,Johnson,522.0,"1,000 dollars",18081.0,370
Indiana,Knox,1130.0,"1,000 dollars",18083.0,376
Indiana,Kosciusko,358.0,"1,000 dollars",18085.0,384
Indiana,LaGrange,405.0,"1,000 dollars",18087.0,386
Indiana,Lake,434.0,"1,000 dollars",18089.0,389
Indiana,LaPorte,479.0,"1,000 dollars",18091.0,392
Indiana,Lawrence,375.0,"1,000 dollars",18093.0,396
Indiana,Madison,238.0,"1,000 dollars",18095.0,401
Indiana,Marion,182.0,"1,000 dollars",18097.0,409
Indiana,Marshall,260.0,"1,000 dollars",18099.0,412
Indiana,Martin,227.0,"1,000 dollars",18101.0,418
Indiana,Miami,198.0,"1,000 dollars",18103.0,420
Indiana,Monroe,174.0,"1,000 dollars",18105.0,422
Indiana,Montgomery,87.0,"1,000 dollars",18107.0,425
Indiana,Morgan,619.0,"1,000 dollars",18109.0,430
Indiana,Newton,64.0,"1,000 dollars",18111.0,433
Indiana,Noble,224.0,"1,000 dollars",18113.0,436
Indiana,Ohio,3.0,"1,000 dollars",18115.0,440
Indiana,Orange,55.0,"1,000 dollars",18117.0,444
Indiana,Owen,105.0,"1,000 dollars",18119.0,448
Indiana,Parke,241.0,"1,000 dollars",18121.0,452
Indiana,Perry,217.0,"1,000 dollars",18123.0,459
Indiana,Pike,15.0,"1,000 dollars",18125.0,465
Indiana,Porter,122.0,"1,000 dollars",18127.0,468
Indiana,Posey,85.0,"1,000 dollars",18129.0,471
Indiana,Pulaski,66.0,"1,000 dollars",18131.0,477
Indiana,Putnam,217.0,"1,000 dollars",18133.0,480
Indiana,Randolph,100.0,"1,000 dollars",18135.0,485
Indiana,Ripley,137.0,"1,000 dollars",18137.0,488
Indiana,Rush,87.0,"1,000 dollars",18139.0,493
Indiana,St. Joseph,859.0,"1,000 dollars",18141.0,496
Indiana,Scott,65.0,"1,000 dollars",18143.0,504
Indiana,Shelby,50.0,"1,000 dollars",18145.0,506
Indiana,Spencer,143.0,"1,000 dollars",18147.0,509
Indiana,Starke,234.0,"1,000 dollars",18149.0,512
Indiana,Steuben,108.0,"1,000 dollars",18151.0,515
Indiana,Sullivan,81.0,"1,000 dollars",18153.0,518
Indiana,Switzerland,25.0,"1,000 dollars",18155.0,526
Indiana,Tippecanoe,336.0,"1,000 dollars",18157.0,530
Indiana,Tipton,30.0,"1,000 dollars",18159.0,534
Indiana,Union,40.0,"1,000 dollars",18161.0,538
Indiana,Vanderburgh,1012.0,"1,000 dollars",18163.0,543
Indiana,Vermillion,54.0,"1,000 dollars",18165.0,548
Indiana,Vigo,83.0,"1,000 dollars",18167.0,553
Indiana,Wabash,462.0,"1,000 dollars",18169.0,555
Indiana,Warren,36.0,"1,000 dollars",18171.0,567
Indiana,Warrick,62.0,"1,000 dollars",18173.0,575
Indiana,Washington,138.0,"1,000 dollars",18175.0,584
Indiana,Wayne,158.0,"1,000 dollars",18177.0,586
Indiana,Wells,117.0,"1,000 dollars",18179.0,590
Indiana,White,70.0,"1,000 dollars",18181.0,594
Indiana,Whitley,95.0,"1,000 dollars",18183.0,597
Iowa,Adair,53.0,"1,000 dollars",19001.0,598
Iowa,Adams,82.0,"1,000 dollars",19003.0,602
Iowa,Allamakee,162.0,"1,000 dollars",19005.0,608
Iowa,Appanoose,44.0,"1,000 dollars",19007.0,611
Iowa,Audubon,143.0,"1,000 dollars",19009.0,615
Iowa,Benton,303.0,"1,000 dollars",19011.0,619
Iowa,Black Hawk,389.0,"1,000 dollars",19013.0,623
Iowa,Boone,211.0,"1,000 dollars",19015.0,625
Iowa,Bremer,300.0,"1,000 dollars",19017.0,631
Iowa,Buchanan,372.0,"1,000 dollars",19019.0,632
Iowa,Buena Vista,32.0,"1,000 dollars",19021.0,633
Iowa,Butler,37.0,"1,000 dollars",19023.0,361
Iowa,Calhoun,191.0,"1,000 dollars",19025.0,365
Iowa,Carroll,82.0,"1,000 dollars",19027.0,369
Iowa,Cass,58.0,"1,000 dollars",19029.0,374
Iowa,Cedar,197.0,"1,000 dollars",19031.0,379
Iowa,Cerro Gordo,51.0,"1,000 dollars",19033.0,383
Iowa,Cherokee,270.0,"1,000 dollars",19035.0,388
Iowa,Chickasaw,187.0,"1,000 dollars",19037.0,393
Iowa,Clarke,107.0,"1,000 dollars",19039.0,397
Iowa,Clay,47.0,"1,000 dollars",19041.0,398
Iowa,Clayton,96.0,"1,000 dollars",19043.0,402
Iowa,Clinton,151.0,"1,000 dollars",19045.0,404
Iowa,Crawford,28.0,"1,000 dollars",19047.0,408
Iowa,Dallas,191.0,"1,000 dollars",19049.0,413
Iowa,Davis,153.0,"1,000 dollars",19051.0,416
Iowa,Decatur,46.0,"1,000 dollars",19053.0,419
Iowa,Delaware,222.0,"1,000 dollars",19055.0,421
Iowa,Des Moines,31.0,"1,000 dollars",19057.0,424
Iowa,Dickinson,39.0,"1,000 dollars",19059.0,427
Iowa,Dubuque,242.0,"1,000 dollars",19061.0,434
Iowa,Emmet,14.0,"1,000 dollars",19063.0,437
Iowa,Fayette,437.0,"1,000 dollars",19065.0,442
Iowa,Floyd,291.0,"1,000 dollars",19067.0,447
Iowa,Franklin,60.0,"1,000 dollars",19069.0,451
Iowa,Fremont,16.0,"1,000 dollars",19071.0,455
Iowa,Greene,261.0,"1,000 dollars",19073.0,458
Iowa,Grundy,266.0,"1,000 dollars",19075.0,460
Iowa,Guthrie,122.0,"1,000 dollars",19077.0,467
Iowa,Hamilton,92.0,"1,000 dollars",19079.0,469
Iowa,Hancock,162.0,"1,000 dollars",19081.0,470
Iowa,Hardin,129.0,"1,000 dollars",19083.0,475
Iowa,Harrison,66.0,"1,000 dollars",19085.0,478
Iowa,Henry,65.0,"1,000 dollars",19087.0,479
Iowa,Howard,79.0,"1,000 dollars",19089.0,481
Iowa,Humboldt,49.0,"1,000 dollars",19091.0,487
Iowa,Ida,6.0,"1,000 dollars",19093.0,491
Iowa,Iowa,621.0,"1,000 dollars",19095.0,495
Iowa,Jackson,352.0,"1,000 dollars",19097.0,499
Iowa,Jasper,177.0,"1,000 dollars",19099.0,505
Iowa,Jefferson,83.0,"1,000 dollars",19101.0,507
Iowa,Johnson,386.0,"1,000 dollars",19103.0,508
Iowa,Jones,115.0,"1,000 dollars",19105.0,516
Iowa,Keokuk,104.0,"1,000 dollars",19107.0,520
Iowa,Kossuth,404.0,"1,000 dollars",19109.0,523
Iowa,Lee,161.0,"1,000 dollars",19111.0,531
Iowa,Linn,537.0,"1,000 dollars",19113.0,535
Iowa,Louisa,203.0,"1,000 dollars",19115.0,539
Iowa,Lucas,102.0,"1,000 dollars",19117.0,542
Iowa,Lyon,64.0,"1,000 dollars",19119.0,546
Iowa,Madison,103.0,"1,000 dollars",19121.0,550
Iowa,Mahaska,171.0,"1,000 dollars",19123.0,554
Iowa,Marion,126.0,"1,000 dollars",19125.0,561
Iowa,Marshall,228.0,"1,000 dollars",19127.0,568
Iowa,Mills,41.0,"1,000 dollars",19129.0,569
Iowa,Mitchell,322.0,"1,000 dollars",19131.0,572
Iowa,Monona,16.0,"1,000 dollars",19133.0,576
Iowa,Monroe,33.0,"1,000 dollars",19135.0,580
Iowa,Montgomery,2.0,"1,000 dollars",19137.0,595
Iowa,Muscatine,303.0,"1,000 dollars",19139.0,600
Iowa,O'Brien,175.0,"1,000 dollars",19141.0,604
Iowa,Osceola,86.0,"1,000 dollars",19143.0,607
Iowa,Page,37.0,"1,000 dollars",19145.0,612
Iowa,Palo Alto,56.0,"1,000 dollars",19147.0,618
Iowa,Plymouth,255.0,"1,000 dollars",19149.0,622
Iowa,Pocahontas,28.0,"1,000 dollars",19151.0,624
Iowa,Polk,382.0,"1,000 dollars",19153.0,629
Iowa,Pottawattamie,153.0,"1,000 dollars",19155.0,637
Iowa,Poweshiek,330.0,"1,000 dollars",19157.0,640
Iowa,Ringgold,88.0,"1,000 dollars",19159.0,642
Iowa,Sac,21.0,"1,000 dollars",19161.0,647
Iowa,Scott,272.0,"1,000 dollars",19163.0,657
Iowa,Shelby,118.0,"1,000 dollars",19165.0,660
Iowa,Sioux,709.0,"1,000 dollars",19167.0,663
Iowa,Story,443.0,"1,000 dollars",19169.0,668
Iowa,Tama,238.0,"1,000 dollars",19171.0,671
Iowa,Taylor,8.0,"1,000 dollars",19173.0,674
Iowa,Union,61.0,"1,000 dollars",19175.0,675
Iowa,Van Buren,43.0,"1,000 dollars",19177.0,678
Iowa,Wapello,18.0,"1,000 dollars",19179.0,681
Iowa,Warren,298.0,"1,000 dollars",19181.0,685
Iowa,Washington,395.0,"1,000 dollars",19183.0,687
Iowa,Wayne,107.0,"1,000 dollars",19185.0,691
Iowa,Webster,158.0,"1,000 dollars",19187.0,694
Iowa,Winnebago,111.0,"1,000 dollars",19189.0,696
Iowa,Winneshiek,355.0,"1,000 dollars",19191.0,698
Iowa,Woodbury,67.0,"1,000 dollars",19193.0,702
Iowa,Worth,111.0,"1,000 dollars",19195.0,703
Iowa,Wright,97.0,"1,000 dollars",19197.0,705
Kansas,Allen,85.0,"1,000 dollars",20001.0,709
Kansas,Anderson,230.0,"1,000 dollars",20003.0,712
Kansas,Atchison,64.0,"1,000 dollars",20005.0,715
Kansas,Barber,17.0,"1,000 dollars",20007.0,717
Kansas,Barton,5.0,"1,000 dollars",20009.0,719
Kansas,Bourbon,134.0,"1,000 dollars",20011.0,722
Kansas,Brown,64.0,"1,000 dollars",20013.0,723
Kansas,Butler,248.0,"1,000 dollars",20015.0,726
Kansas,Chase,33.0,"1,000 dollars",20017.0,729
Kansas,Chautauqua,23.0,"1,000 dollars",20019.0,730
Kansas,Cherokee,65.0,"1,000 dollars",20021.0,732
Kansas,Cheyenne,22.0,"1,000 dollars",20023.0,736
Kansas,Clark,nan,"1,000 dollars",20025.0,738
Kansas,Clay,14.0,"1,000 dollars",20027.0,739
Kansas,Cloud,112.0,"1,000 dollars",20029.0,740
Kansas,Coffey,103.0,"1,000 dollars",20031.0,745
Kansas,Comanche,46.0,"1,000 dollars",20033.0,748
Kansas,Cowley,79.0,"1,000 dollars",20035.0,752
Kansas,Crawford,29.0,"1,000 dollars",20037.0,756
Kansas,Decatur,37.0,"1,000 dollars",20039.0,759
Kansas,Dickinson,51.0,"1,000 dollars",20041.0,762
Kansas,Doniphan,151.0,"1,000 dollars",20043.0,765
Kansas,Douglas,480.0,"1,000 dollars",20045.0,767
Kansas,Edwards,nan,"1,000 dollars",20047.0,770
Kansas,Elk,121.0,"1,000 dollars",20049.0,773
Kansas,Ellis,23.0,"1,000 dollars",20051.0,774
Kansas,Ellsworth,14.0,"1,000 dollars",20053.0,776
Kansas,Finney,25.0,"1,000 dollars",20055.0,778
Kansas,Ford,53.0,"1,000 dollars",20057.0,784
Kansas,Franklin,448.0,"1,000 dollars",20059.0,786
Kansas,Geary,38.0,"1,000 dollars",20061.0,788
Kansas,Gove,65.0,"1,000 dollars",20063.0,790
Kansas,Graham,16.0,"1,000 dollars",20065.0,791
Kansas,Grant,9.0,"1,000 dollars",20067.0,794
Kansas,Gray,0.0,"1,000 dollars",20069.0,798
Kansas,Greeley,7.0,"1,000 dollars",20071.0,801
Kansas,Greenwood,58.0,"1,000 dollars",20073.0,803
Kansas,Hamilton,nan,"1,000 dollars",20075.0,805
Kansas,Harper,24.0,"1,000 dollars",20077.0,807
Kansas,Harvey,276.0,"1,000 dollars",20079.0,812
Kansas,Haskell,nan,"1,000 dollars",20081.0,815
Kansas,Hodgeman,nan,"1,000 dollars",20083.0,818
Kansas,Jackson,299.0,"1,000 dollars",20085.0,819
