State,County,SNAP benefits per capita 2012 (PC_SNAPBEN12),Units,FIPS,FID
Alaska,Denali,10.520341873168945,Dollars/capita,2068,426
Alaska,Dillingham,60.93949890136719,Dollars/capita,2070,445
Alaska,Fairbanks North Star,11.350651741027832,Dollars/capita,2090,454
Alaska,Haines,12.2510986328125,Dollars/capita,2100,462
Alaska,Hoonah-Angoon,32.48719024658203,Dollars/capita,2105,476
Alaska,Juneau,15.609404563903809,Dollars/capita,2110,482
Alaska,Kenai Peninsula,14.848005294799805,Dollars/capita,2122,494
Alaska,Ketchikan Gateway,24.81143569946289,Dollars/capita,2130,514
Alaska,Kodiak Island,12.173283576965332,Dollars/capita,2150,533
Alaska,Lake and Peninsula,46.346893310546875,Dollars/capita,2164,544
Alaska,Matanuska-Susitna,17.644987106323242,Dollars/capita,2170,556
Alaska,Nome,84.85295867919922,Dollars/capita,2180,571
Alaska,North Slope,28.889806747436523,Dollars/capita,2185,614
Alaska,Northwest Arctic,80.24090576171875,Dollars/capita,2188,638
Alaska,Petersburg,22.135814666748047,Dollars/capita,2195,645
Alaska,Prince of Wales-Hyder,32.19696807861328,Dollars/capita,2198,669
Alaska,Sitka,15.517623901367188,Dollars/capita,2220,679
Alaska,Skagway,29.529529571533203,Dollars/capita,2230,683
Alaska,Southeast Fairbanks,25.062744140625,Dollars/capita,2240,690
Alaska,Valdez-Cordova,15.134394645690918,Dollars/capita,2261,710
Alaska,Wade Hampton,nan,Dollars/capita,2270,725
Alaska,Wrangell,17.46424674987793,Dollars/capita,2275,733
Alaska,Yakutat,22.213855743408203,Dollars/capita,2282,744
Alaska,Yukon-Koyukuk,86.35609436035156,Dollars/capita,2290,753
Arizona,Apache,48.648712158203125,Dollars/capita,4001,761
Arizona,Cochise,22.001224517822266,Dollars/capita,4003,763
Arizona,Coconino,22.64917755126953,Dollars/capita,4005,771
Arizona,Gila,32.867374420166016,Dollars/capita,4007,787
Arizona,Graham,26.374216079711914,Dollars/capita,4009,0
Arizona,Greenlee,15.848962783813477,Dollars/capita,4011,1
Arizona,La Paz,26.34361457824707,Dollars/capita,4012,3
Arizona,Maricopa,19.794273376464844,Dollars/capita,4013,9
Arizona,Mohave,27.436264038085938,Dollars/capita,4015,15
Arizona,Navajo,42.5724983215332,Dollars/capita,4017,17
Arizona,Pima,22.297067642211914,Dollars/capita,4019,21
Arizona,Pinal,18.91806983947754,Dollars/capita,4021,26
Arizona,Santa Cruz,31.54339027404785,Dollars/capita,4023,32
Arizona,Yavapai,18.157474517822266,Dollars/capita,4025,35
Arizona,Yuma,25.128026962280273,Dollars/capita,4027,42
Arkansas,Arkansas,24.845703125,Dollars/capita,5001,46
Arkansas,Ashley,27.28335952758789,Dollars/capita,5003,50
Arkansas,Baxter,17.15316390991211,Dollars/capita,5005,54
Arkansas,Benton,10.935066223144531,Dollars/capita,5007,59
Arkansas,Boone,19.92423439025879,Dollars/capita,5009,62
Arkansas,Bradley,29.442668914794922,Dollars/capita,5011,68
Arkansas,Calhoun,16.56245994567871,Dollars/capita,5013,72
Arkansas,Carroll,15.19296932220459,Dollars/capita,5015,74
Arkansas,Chicot,36.34134292602539,Dollars/capita,5017,77
Arkansas,Clark,17.95266342163086,Dollars/capita,5019,86
Arkansas,Clay,16.10849380493164,Dollars/capita,5021,93
Arkansas,Cleburne,14.372276306152344,Dollars/capita,5023,97
Arkansas,Cleveland,22.704387664794922,Dollars/capita,5025,103
Arkansas,Columbia,26.244888305664062,Dollars/capita,5027,107
Arkansas,Conway,23.938562393188477,Dollars/capita,5029,109
Arkansas,Craighead,19.738819122314453,Dollars/capita,5031,114
Arkansas,Crawford,20.799341201782227,Dollars/capita,5033,115
Arkansas,Crittenden,37.75227737426758,Dollars/capita,5035,119
Arkansas,Cross,21.178377151489258,Dollars/capita,5037,124
Arkansas,Dallas,23.677698135375977,Dollars/capita,5039,128
Arkansas,Desha,36.91564178466797,Dollars/capita,5041,130
Arkansas,Drew,26.691875457763672,Dollars/capita,5043,136
Arkansas,Faulkner,14.60396957397461,Dollars/capita,5045,141
Arkansas,Franklin,21.277978897094727,Dollars/capita,5047,144
Arkansas,Fulton,19.1865234375,Dollars/capita,5049,146
Arkansas,Garland,19.213184356689453,Dollars/capita,5051,151
Arkansas,Grant,15.734524726867676,Dollars/capita,5053,155
Arkansas,Greene,22.067672729492188,Dollars/capita,5055,162
Arkansas,Hempstead,25.04213523864746,Dollars/capita,5057,172
Arkansas,Hot Spring,19.467334747314453,Dollars/capita,5059,184
Arkansas,Howard,22.969186782836914,Dollars/capita,5061,191
Arkansas,Independence,19.04497528076172,Dollars/capita,5063,200
Arkansas,Izard,18.13388442993164,Dollars/capita,5065,203
Arkansas,Jackson,26.25996971130371,Dollars/capita,5067,209
Arkansas,Jefferson,34.329036712646484,Dollars/capita,5069,213
Arkansas,Johnson,21.61984634399414,Dollars/capita,5071,218
Arkansas,Lafayette,26.203903198242188,Dollars/capita,5073,222
Arkansas,Lawrence,21.198959350585938,Dollars/capita,5075,230
Arkansas,Lee,37.56421661376953,Dollars/capita,5077,237
Arkansas,Lincoln,22.918577194213867,Dollars/capita,5079,244
Arkansas,Little River,21.980077743530273,Dollars/capita,5081,251
Arkansas,Logan,26.530193328857422,Dollars/capita,5083,258
Arkansas,Lonoke,15.156708717346191,Dollars/capita,5085,268
Arkansas,Madison,18.227497100830078,Dollars/capita,5087,277
Arkansas,Marion,21.095333099365234,Dollars/capita,5089,282
Arkansas,Miller,20.013896942138672,Dollars/capita,5091,287
Arkansas,Mississippi,29.620601654052734,Dollars/capita,5093,294
Arkansas,Monroe,32.00475311279297,Dollars/capita,5095,300
Arkansas,Montgomery,19.69972801208496,Dollars/capita,5097,304
Arkansas,Nevada,24.783878326416016,Dollars/capita,5099,307
Arkansas,Newton,18.647151947021484,Dollars/capita,5101,311
Arkansas,Ouachita,28.560081481933594,Dollars/capita,5103,316
Arkansas,Perry,19.781675338745117,Dollars/capita,5105,318
Arkansas,Phillips,45.90967559814453,Dollars/capita,5107,322
Arkansas,Pike,20.855560302734375,Dollars/capita,5109,327
Arkansas,Poinsett,29.836915969848633,Dollars/capita,5111,333
Arkansas,Polk,25.257966995239258,Dollars/capita,5113,337
Arkansas,Pope,15.776815414428711,Dollars/capita,5115,340
Arkansas,Prairie,18.642934799194336,Dollars/capita,5117,345
Arkansas,Pulaski,22.574329376220703,Dollars/capita,5119,350
Arkansas,Randolph,21.666011810302734,Dollars/capita,5121,353
Arkansas,St. Francis,35.969207763671875,Dollars/capita,5123,357
Arkansas,Saline,12.951987266540527,Dollars/capita,5125,360
Arkansas,Scott,25.79653549194336,Dollars/capita,5127,364
Arkansas,Searcy,19.84325408935547,Dollars/capita,5129,372
Arkansas,Sebastian,21.070533752441406,Dollars/capita,5131,378
Arkansas,Sevier,24.682720184326172,Dollars/capita,5133,390
Arkansas,Sharp,24.034603118896484,Dollars/capita,5135,394
Arkansas,Stone,19.363155364990234,Dollars/capita,5137,399
Arkansas,Union,24.222766876220703,Dollars/capita,5139,403
Arkansas,Van Buren,20.23677635192871,Dollars/capita,5141,407
Arkansas,Washington,16.737524032592773,Dollars/capita,5143,417
Arkansas,White,17.882530212402344,Dollars/capita,5145,428
Arkansas,Woodruff,31.630342483520508,Dollars/capita,5147,435
Arkansas,Yell,19.484344482421875,Dollars/capita,5149,438
California,Alameda,12.033602714538574,Dollars/capita,6001,457
California,Alpine,17.19219207763672,Dollars/capita,6003,461
California,Amador,12.947294235229492,Dollars/capita,6005,472
California,Butte,19.120328903198242,Dollars/capita,6007,486
California,Calaveras,16.353975296020508,Dollars/capita,6009,489
California,Colusa,10.882122993469238,Dollars/capita,6011,497
California,Contra Costa,9.596562385559082,Dollars/capita,6013,503
California,Del Norte,27.609355926513672,Dollars/capita,6015,511
California,El Dorado,9.443490982055664,Dollars/capita,6017,522
California,Fresno,33.13835525512695,Dollars/capita,6019,527
California,Glenn,16.646350860595703,Dollars/capita,6021,537
California,Humboldt,16.75260353088379,Dollars/capita,6023,551
California,Imperial,27.64644432067871,Dollars/capita,6025,557
California,Inyo,14.389403343200684,Dollars/capita,6027,562
California,Kern,23.567054748535156,Dollars/capita,6029,84
California,Kings,20.813913345336914,Dollars/capita,6031,94
California,Lake,23.43436622619629,Dollars/capita,6033,100
California,Lassen,13.023310661315918,Dollars/capita,6035,104
California,Los Angeles,16.690467834472656,Dollars/capita,6037,139
California,Madera,24.61213493347168,Dollars/capita,6039,153
California,Marin,5.624116897583008,Dollars/capita,6041,168
California,Mariposa,14.395759582519531,Dollars/capita,6043,178
California,Mendocino,22.93154525756836,Dollars/capita,6045,190
California,Merced,29.276185989379883,Dollars/capita,6047,204
California,Modoc,14.32667350769043,Dollars/capita,6049,207
California,Mono,7.1822943687438965,Dollars/capita,6051,214
California,Monterey,14.986129760742188,Dollars/capita,6053,228
California,Napa,7.518097877502441,Dollars/capita,6055,236
California,Nevada,10.683521270751953,Dollars/capita,6057,243
California,Orange,9.985325813293457,Dollars/capita,6059,257
California,Placer,7.005825042724609,Dollars/capita,6061,266
California,Plumas,11.925650596618652,Dollars/capita,6063,275
California,Riverside,16.609127044677734,Dollars/capita,6065,281
California,Sacramento,21.29780387878418,Dollars/capita,6067,289
California,San Benito,15.290735244750977,Dollars/capita,6069,295
California,San Bernardino,24.9578914642334,Dollars/capita,6071,302
California,San Diego,11.375408172607422,Dollars/capita,6073,315
California,San Francisco,9.318333625793457,Dollars/capita,6075,331
California,San Joaquin,22.361539840698242,Dollars/capita,6077,339
California,San Luis Obispo,9.10787296295166,Dollars/capita,6079,351
California,San Mateo,5.429509162902832,Dollars/capita,6081,368
California,Santa Barbara,10.729557991027832,Dollars/capita,6083,391
California,Santa Clara,8.456949234008789,Dollars/capita,6085,406
California,Santa Cruz,12.225725173950195,Dollars/capita,6087,415
California,Shasta,19.848674774169922,Dollars/capita,6089,431
California,Sierra,13.255106925964355,Dollars/capita,6091,439
California,Siskiyou,19.853153228759766,Dollars/capita,6093,446
California,Solano,14.419404983520508,Dollars/capita,6095,453
California,Sonoma,10.277166366577148,Dollars/capita,6097,463
California,Stanislaus,24.181339263916016,Dollars/capita,6099,473
California,Sutter,17.811967849731445,Dollars/capita,6101,483
California,Tehama,21.90825653076172,Dollars/capita,6103,492
California,Trinity,16.905256271362305,Dollars/capita,6105,500
California,Tulare,35.06097412109375,Dollars/capita,6107,501
California,Tuolumne,13.774421691894531,Dollars/capita,6109,513
California,Ventura,11.188203811645508,Dollars/capita,6111,521
California,Yolo,11.909235954284668,Dollars/capita,6113,525
California,Yuba,25.94441032409668,Dollars/capita,6115,541
Colorado,Adams,16.41510581970215,Dollars/capita,8001,545
Colorado,Alamosa,32.795799255371094,Dollars/capita,8003,549
Colorado,Arapahoe,11.921786308288574,Dollars/capita,8005,558
Colorado,Archuleta,12.427142143249512,Dollars/capita,8007,560
Colorado,Baca,13.00823974609375,Dollars/capita,8009,563
Colorado,Bent,18.426179885864258,Dollars/capita,8011,564
Colorado,Boulder,7.8593878746032715,Dollars/capita,8013,570
Colorado,Broomfield,4.524694919586182,Dollars/capita,8014,577
Colorado,Chaffee,9.195972442626953,Dollars/capita,8015,582
Colorado,Cheyenne,7.518796920776367,Dollars/capita,8017,587
Colorado,Clear Creek,9.642790794372559,Dollars/capita,8019,591
Colorado,Conejos,28.017154693603516,Dollars/capita,8021,596
Colorado,Costilla,37.832454681396484,Dollars/capita,8023,599
Colorado,Crowley,18.307268142700195,Dollars/capita,8025,605
Colorado,Custer,12.829622268676758,Dollars/capita,8027,610
Colorado,Delta,15.482172012329102,Dollars/capita,8029,617
Colorado,Denver,19.67083168029785,Dollars/capita,8031,628
Colorado,Dolores,11.863282203674316,Dollars/capita,8033,636
Colorado,Douglas,2.833846092224121,Dollars/capita,8035,644
Colorado,Eagle,4.11964225769043,Dollars/capita,8037,648
Colorado,Elbert,6.2870774269104,Dollars/capita,8039,655
Colorado,El Paso,14.10987663269043,Dollars/capita,8041,661
Colorado,Fremont,14.73656177520752,Dollars/capita,8043,664
Colorado,Garfield,12.085347175598145,Dollars/capita,8045,667
Colorado,Gilpin,11.37761402130127,Dollars/capita,8047,672
Colorado,Grand,5.50314474105835,Dollars/capita,8049,677
Colorado,Gunnison,7.468731880187988,Dollars/capita,8051,682
Colorado,Hinsdale,4.3640899658203125,Dollars/capita,8053,688
Colorado,Huerfano,32.03955078125,Dollars/capita,8055,693
Colorado,Jackson,12.443438529968262,Dollars/capita,8057,701
Colorado,Jefferson,8.175416946411133,Dollars/capita,8059,706
Colorado,Kiowa,11.118996620178223,Dollars/capita,8061,711
Colorado,Kit Carson,8.922663688659668,Dollars/capita,8063,716
Colorado,Lake,17.731475830078125,Dollars/capita,8065,721
Colorado,La Plata,8.892518997192383,Dollars/capita,8067,727
Colorado,Larimer,10.278961181640625,Dollars/capita,8069,734
Colorado,Las Animas,24.324806213378906,Dollars/capita,8071,741
Colorado,Lincoln,10.843594551086426,Dollars/capita,8073,747
Colorado,Logan,12.732275009155273,Dollars/capita,8075,749
Colorado,Mesa,15.749585151672363,Dollars/capita,8077,751
Colorado,Mineral,2.549837827682495,Dollars/capita,8079,757
Colorado,Moffat,16.86425018310547,Dollars/capita,8081,758
Colorado,Montezuma,17.632043838500977,Dollars/capita,8083,766
Colorado,Montrose,19.556293487548828,Dollars/capita,8085,769
Colorado,Morgan,13.901695251464844,Dollars/capita,8087,775
Colorado,Otero,25.379213333129883,Dollars/capita,8089,777
Colorado,Ouray,9.030559539794922,Dollars/capita,8091,780
Colorado,Park,10.17172908782959,Dollars/capita,8093,782
Colorado,Phillips,10.338417053222656,Dollars/capita,8095,785
Colorado,Pitkin,2.264518976211548,Dollars/capita,8097,789
Colorado,Prowers,26.895553588867188,Dollars/capita,8099,792
Colorado,Pueblo,28.706151962280273,Dollars/capita,8101,795
Colorado,Rio Blanco,10.37985897064209,Dollars/capita,8103,799
Colorado,Rio Grande,30.063512802124023,Dollars/capita,8105,802
Colorado,Routt,5.375650405883789,Dollars/capita,8107,809
Colorado,Saguache,25.896623611450195,Dollars/capita,8109,811
Colorado,San Juan,14.691715240478516,Dollars/capita,8111,347
Colorado,San Miguel,6.238152027130127,Dollars/capita,8113,359
Colorado,Sedgwick,9.938193321228027,Dollars/capita,8115,366
Colorado,Summit,5.600033283233643,Dollars/capita,8117,373
Colorado,Teller,11.302388191223145,Dollars/capita,8119,375
Colorado,Washington,8.260653495788574,Dollars/capita,8121,377
Colorado,Weld,12.281962394714355,Dollars/capita,8123,382
Colorado,Yuma,12.44706916809082,Dollars/capita,8125,385
Connecticut,Fairfield,11.022379875183105,Dollars/capita,9001,410
Connecticut,Hartford,19.975675582885742,Dollars/capita,9003,432
Connecticut,Litchfield,9.674010276794434,Dollars/capita,9005,443
Connecticut,Middlesex,8.252828598022461,Dollars/capita,9007,450
Connecticut,New Haven,20.347225189208984,Dollars/capita,9009,466
Connecticut,New London,15.279702186584473,Dollars/capita,9011,517
Connecticut,Tolland,6.901445388793945,Dollars/capita,9013,524
Connecticut,Windham,20.65465545654297,Dollars/capita,9015,529
Delaware,Kent,26.591297149658203,Dollars/capita,10001,532
Delaware,New Castle,18.841249465942383,Dollars/capita,10003,536
Delaware,Sussex,21.273761749267578,Dollars/capita,10005,609
District of Columbia,District of Columbia,30.547513961791992,Dollars/capita,11001,630
Florida,Alachua,20.165916442871094,Dollars/capita,12001,639
Florida,Baker,26.38082504272461,Dollars/capita,12003,641
Florida,Bay,25.632442474365234,Dollars/capita,12005,658
Florida,Bradford,28.043746948242188,Dollars/capita,12007,665
Florida,Brevard,20.12861442565918,Dollars/capita,12009,686
Florida,Broward,20.77754783630371,Dollars/capita,12011,695
Florida,Calhoun,25.41544532775879,Dollars/capita,12013,699
Florida,Charlotte,17.17096710205078,Dollars/capita,12015,743
Florida,Citrus,23.64617347717285,Dollars/capita,12017,843
Florida,Clay,16.588272094726562,Dollars/capita,12019,852
Florida,Collier,16.561872482299805,Dollars/capita,12021,894
Florida,Columbia,29.20091438293457,Dollars/capita,12023,903
Florida,DeSoto,30.062658309936523,Dollars/capita,12027,906
Florida,Dixie,32.56046676635742,Dollars/capita,12029,918
Florida,Duval,28.655126571655273,Dollars/capita,12031,924
Florida,Escambia,27.301156997680664,Dollars/capita,12033,931
Florida,Flagler,19.299161911010742,Dollars/capita,12035,935
Florida,Franklin,22.147083282470703,Dollars/capita,12037,937
Florida,Gadsden,39.54790115356445,Dollars/capita,12039,938
Florida,Gilchrist,26.11660385131836,Dollars/capita,12041,939
Florida,Glades,13.028437614440918,Dollars/capita,12043,940
Florida,Gulf,20.715749740600586,Dollars/capita,12045,941
Florida,Hamilton,32.79328918457031,Dollars/capita,12047,942
Florida,Hardee,33.07857894897461,Dollars/capita,12049,943
Florida,Hendry,40.21561050415039,Dollars/capita,12051,944
Florida,Hernando,26.122888565063477,Dollars/capita,12053,945
Florida,Highlands,25.399250030517578,Dollars/capita,12055,946
Florida,Hillsborough,28.665624618530273,Dollars/capita,12057,947
Florida,Holmes,31.827028274536133,Dollars/capita,12059,948
Florida,Indian River,19.789583206176758,Dollars/capita,12061,949
Florida,Jackson,24.188949584960938,Dollars/capita,12063,950
Florida,Jefferson,25.893213272094727,Dollars/capita,12065,951
Florida,Lafayette,16.746274948120117,Dollars/capita,12067,952
Florida,Lake,21.726573944091797,Dollars/capita,12069,953
Florida,Lee,22.24885368347168,Dollars/capita,12071,954
Florida,Leon,19.762001037597656,Dollars/capita,12073,955
Florida,Levy,28.231138229370117,Dollars/capita,12075,956
Florida,Liberty,21.842613220214844,Dollars/capita,12077,957
Florida,Madison,29.282840728759766,Dollars/capita,12079,958
Florida,Manatee,21.68285369873047,Dollars/capita,12081,959
Florida,Marion,28.31877326965332,Dollars/capita,12083,960
Florida,Martin,14.240612030029297,Dollars/capita,12085,961
Florida,Miami-Dade,34.05038070678711,Dollars/capita,12086,962
Florida,Monroe,15.060456275939941,Dollars/capita,12087,963
Florida,Nassau,17.956907272338867,Dollars/capita,12089,964
Florida,Okaloosa,15.518988609313965,Dollars/capita,12091,965
Florida,Okeechobee,32.760284423828125,Dollars/capita,12093,966
Florida,Orange,26.081981658935547,Dollars/capita,12095,967
Florida,Osceola,35.28801727294922,Dollars/capita,12097,968
Florida,Palm Beach,18.9221134185791,Dollars/capita,12099,969
Florida,Pasco,23.04401969909668,Dollars/capita,12101,970
Florida,Pinellas,22.102243423461914,Dollars/capita,12103,971
Florida,Polk,28.14122200012207,Dollars/capita,12105,972
Florida,Putnam,42.41127395629883,Dollars/capita,12107,973
Florida,St. Johns,10.695592880249023,Dollars/capita,12109,974
Florida,St. Lucie,25.129859924316406,Dollars/capita,12111,975
Florida,Santa Rosa,14.5797119140625,Dollars/capita,12113,976
Florida,Sarasota,16.95517349243164,Dollars/capita,12115,977
Florida,Seminole,15.945233345031738,Dollars/capita,12117,978
Florida,Sumter,13.314748764038086,Dollars/capita,12119,979
Florida,Suwannee,28.154937744140625,Dollars/capita,12121,980
Florida,Taylor,26.908424377441406,Dollars/capita,12123,981
Florida,Union,24.943199157714844,Dollars/capita,12125,982
Florida,Volusia,25.474594116210938,Dollars/capita,12127,983
Florida,Wakulla,19.384933471679688,Dollars/capita,12129,984
Florida,Walton,15.744772911071777,Dollars/capita,12131,985
Florida,Washington,24.809005737304688,Dollars/capita,12133,986
Georgia,Appling,29.46690559387207,Dollars/capita,13001,987
Georgia,Atkinson,34.34868621826172,Dollars/capita,13003,988
Georgia,Bacon,27.41493034362793,Dollars/capita,13005,989
Georgia,Baker,48.09495544433594,Dollars/capita,13007,990
Georgia,Baldwin,29.454038619995117,Dollars/capita,13009,991
Georgia,Banks,23.87575912475586,Dollars/capita,13011,992
Georgia,Barrow,24.78776741027832,Dollars/capita,13013,993
Georgia,Bartow,29.52224349975586,Dollars/capita,13015,994
Georgia,Ben Hill,47.235023498535156,Dollars/capita,13017,995
Georgia,Berrien,34.096839904785156,Dollars/capita,13019,996
Georgia,Bibb,42.396728515625,Dollars/capita,13021,997
Georgia,Bleckley,25.456497192382812,Dollars/capita,13023,998
Georgia,Brantley,27.945863723754883,Dollars/capita,13025,999
Georgia,Brooks,38.53986740112305,Dollars/capita,13027,565
Georgia,Bryan,15.063446998596191,Dollars/capita,13029,573
Georgia,Bulloch,22.591012954711914,Dollars/capita,13031,579
Georgia,Burke,46.48152160644531,Dollars/capita,13033,583
Georgia,Butts,29.756820678710938,Dollars/capita,13035,588
Georgia,Calhoun,35.10508728027344,Dollars/capita,13037,592
Georgia,Camden,21.571701049804688,Dollars/capita,13039,603
Georgia,Candler,38.276329040527344,Dollars/capita,13043,616
Georgia,Carroll,30.462291717529297,Dollars/capita,13045,620
Georgia,Catoosa,23.00684356689453,Dollars/capita,13047,626
Georgia,Charlton,36.07868194580078,Dollars/capita,13049,635
Georgia,Chatham,24.388824462890625,Dollars/capita,13051,646
Georgia,Chattahoochee,11.64195728302002,Dollars/capita,13053,656
Georgia,Chattooga,33.76400375366211,Dollars/capita,13055,659
Georgia,Cherokee,10.302437782287598,Dollars/capita,13057,662
Georgia,Clarke,25.08497428894043,Dollars/capita,13059,666
Georgia,Clay,51.42872619628906,Dollars/capita,13061,670
Georgia,Clayton,42.003257751464844,Dollars/capita,13063,673
Georgia,Clinch,44.62910461425781,Dollars/capita,13065,676
Georgia,Cobb,15.479140281677246,Dollars/capita,13067,680
Georgia,Coffee,36.1584587097168,Dollars/capita,13069,684
Georgia,Colquitt,35.62085723876953,Dollars/capita,13071,689
Georgia,Columbia,10.103883743286133,Dollars/capita,13073,692
Georgia,Cook,37.531768798828125,Dollars/capita,13075,697
Georgia,Coweta,21.544553756713867,Dollars/capita,13077,700
Georgia,Crawford,30.09699821472168,Dollars/capita,13079,704
Georgia,Crisp,45.25101089477539,Dollars/capita,13081,707
Georgia,Dade,20.37900733947754,Dollars/capita,13083,708
Georgia,Dawson,19.33205795288086,Dollars/capita,13085,713
Georgia,Decatur,42.956607818603516,Dollars/capita,13087,714
Georgia,DeKalb,28.52549934387207,Dollars/capita,13089,718
Georgia,Dodge,33.64706802368164,Dollars/capita,13091,720
Georgia,Dooly,30.216793060302734,Dollars/capita,13093,724
Georgia,Dougherty,52.13943862915039,Dollars/capita,13095,728
Georgia,Douglas,26.384349822998047,Dollars/capita,13097,731
Georgia,Early,53.787452697753906,Dollars/capita,13099,735
Georgia,Echols,30.54789924621582,Dollars/capita,13101,737
Georgia,Effingham,18.110645294189453,Dollars/capita,13103,742
Georgia,Elbert,33.153709411621094,Dollars/capita,13105,746
Georgia,Emanuel,34.937843322753906,Dollars/capita,13107,750
Georgia,Evans,37.29609298706055,Dollars/capita,13109,754
Georgia,Fannin,21.221620559692383,Dollars/capita,13111,755
Georgia,Fayette,10.224239349365234,Dollars/capita,13113,760
Georgia,Floyd,29.04861068725586,Dollars/capita,13115,764
Georgia,Forsyth,6.565540313720703,Dollars/capita,13117,768
Georgia,Franklin,30.34381103515625,Dollars/capita,13119,772
Georgia,Fulton,30.02500343322754,Dollars/capita,13121,779
Georgia,Gilmer,21.42167091369629,Dollars/capita,13123,781
Georgia,Glascock,22.148839950561523,Dollars/capita,13125,783
Georgia,Glynn,27.373306274414062,Dollars/capita,13127,793
