State,County,SNAP-authorized stores per 1000 pop 2012 (SNAPSPTH12),Units,FIPS,FID
Alaska,Bethel,3.1979037529584136,"# per 1,000 pop",2050,411
Alaska,Bristol Bay,2.0181634712411705,"# per 1,000 pop",2060,423
Alaska,Denali,0.0,"# per 1,000 pop",2068,426
Alaska,Dillingham,1.7878426698450538,"# per 1,000 pop",2070,445
Alaska,Fairbanks North Star,0.24849077176745918,"# per 1,000 pop",2090,454
Alaska,Haines,1.1755485893416928,"# per 1,000 pop",2100,462
Alaska,Hoonah-Angoon,3.2879286049788634,"# per 1,000 pop",2105,476
Alaska,Juneau,0.40443133882131305,"# per 1,000 pop",2110,482
Alaska,Kenai Peninsula,0.5975395430579965,"# per 1,000 pop",2122,494
Alaska,Ketchikan Gateway,0.5805936570142971,"# per 1,000 pop",2130,514
Alaska,Kodiak Island,0.7081489804995669,"# per 1,000 pop",2150,533
Alaska,Lake and Peninsula,3.7787182587666264,"# per 1,000 pop",2164,544
Alaska,Matanuska-Susitna,0.38949516458166983,"# per 1,000 pop",2170,556
Alaska,Nome,2.8828374516725503,"# per 1,000 pop",2180,571
Alaska,North Slope,1.3481281758788757,"# per 1,000 pop",2185,614
Alaska,Northwest Arctic,2.4327784891165174,"# per 1,000 pop",2188,638
Alaska,Petersburg,0.7804370447450573,"# per 1,000 pop",2195,645
Alaska,Prince of Wales-Hyder,1.3620819567611429,"# per 1,000 pop",2198,669
Alaska,Sitka,0.35006264278870963,"# per 1,000 pop",2220,679
Alaska,Skagway,1.0427528675703859,"# per 1,000 pop",2230,683
Alaska,Southeast Fairbanks,0.9798432250839866,"# per 1,000 pop",2240,690
Alaska,Valdez-Cordova,1.680902884978217,"# per 1,000 pop",2261,710
Alaska,Wade Hampton,2.7852477910103732,"# per 1,000 pop",2270,725
Alaska,Wrangell,1.0403662089055348,"# per 1,000 pop",2275,733
Alaska,Yakutat,2.994011976047904,"# per 1,000 pop",2282,744
Alaska,Yukon-Koyukuk,6.658001155401502,"# per 1,000 pop",2290,753
Arizona,Apache,0.8128970558098232,"# per 1,000 pop",4001,761
Arizona,Cochise,0.7671653241273494,"# per 1,000 pop",4003,763
Arizona,Coconino,0.5698068538574086,"# per 1,000 pop",4005,771
Arizona,Gila,0.8248030508304481,"# per 1,000 pop",4007,787
Arizona,Graham,0.6748449861022023,"# per 1,000 pop",4009,0
Arizona,Greenlee,1.0887677043096264,"# per 1,000 pop",4011,1
Arizona,La Paz,1.5942672123333828,"# per 1,000 pop",4012,3
Arizona,Maricopa,0.5313064964997692,"# per 1,000 pop",4013,9
Arizona,Mohave,0.6299159674886312,"# per 1,000 pop",4015,15
Arizona,Navajo,0.7820232692774572,"# per 1,000 pop",4017,17
Arizona,Pima,0.5910790808220662,"# per 1,000 pop",4019,21
Arizona,Pinal,0.4053024924812515,"# per 1,000 pop",4021,26
Arizona,Santa Cruz,0.558456475628748,"# per 1,000 pop",4023,32
Arizona,Yavapai,0.6348848036795102,"# per 1,000 pop",4025,35
Arizona,Yuma,0.5332746731192902,"# per 1,000 pop",4027,42
Arkansas,Arkansas,0.948373209118498,"# per 1,000 pop",5001,46
Arkansas,Ashley,1.0066282599269032,"# per 1,000 pop",5003,50
Arkansas,Baxter,0.6861885272526473,"# per 1,000 pop",5005,54
Arkansas,Benton,0.564362431903376,"# per 1,000 pop",5007,59
Arkansas,Boone,0.980076977344371,"# per 1,000 pop",5009,62
Arkansas,Bradley,0.8554882863911556,"# per 1,000 pop",5011,68
Arkansas,Calhoun,0.8793417498900821,"# per 1,000 pop",5013,72
Arkansas,Carroll,0.8601955813111192,"# per 1,000 pop",5015,74
Arkansas,Chicot,1.3047027610134405,"# per 1,000 pop",5017,77
Arkansas,Clark,0.5740611556795722,"# per 1,000 pop",5019,86
Arkansas,Clay,0.9085692425401684,"# per 1,000 pop",5021,93
Arkansas,Cleburne,0.8589067989253977,"# per 1,000 pop",5023,97
Arkansas,Cleveland,0.7051504965032264,"# per 1,000 pop",5025,103
Arkansas,Columbia,0.8274424876394394,"# per 1,000 pop",5027,107
Arkansas,Conway,0.9199668029000487,"# per 1,000 pop",5029,109
Arkansas,Craighead,0.860613960328203,"# per 1,000 pop",5031,114
Arkansas,Crawford,0.6120922523918683,"# per 1,000 pop",5033,115
Arkansas,Crittenden,1.2578050552101447,"# per 1,000 pop",5035,119
Arkansas,Cross,0.989651077305887,"# per 1,000 pop",5037,124
Arkansas,Dallas,1.1268311005383749,"# per 1,000 pop",5039,128
Arkansas,Desha,1.4680483592400695,"# per 1,000 pop",5041,130
Arkansas,Drew,0.7958526738871401,"# per 1,000 pop",5043,136
Arkansas,Faulkner,0.48088803522487306,"# per 1,000 pop",5045,141
Arkansas,Franklin,0.7065669160432252,"# per 1,000 pop",5047,144
Arkansas,Fulton,0.649456080532554,"# per 1,000 pop",5049,146
Arkansas,Garland,0.7206519234010643,"# per 1,000 pop",5051,151
Arkansas,Grant,0.5513547574039068,"# per 1,000 pop",5053,155
Arkansas,Greene,0.6815250716277058,"# per 1,000 pop",5055,162
Arkansas,Hempstead,0.7300466335910846,"# per 1,000 pop",5057,172
Arkansas,Hot Spring,0.8509512686909825,"# per 1,000 pop",5059,184
Arkansas,Howard,0.8130081300813009,"# per 1,000 pop",5061,191
Arkansas,Independence,0.8867882061670044,"# per 1,000 pop",5063,200
Arkansas,Izard,1.32353668794221,"# per 1,000 pop",5065,203
Arkansas,Jackson,1.183712121212121,"# per 1,000 pop",5067,209
Arkansas,Jefferson,1.1442260080564217,"# per 1,000 pop",5069,213
Arkansas,Johnson,0.7335624107177329,"# per 1,000 pop",5071,218
Arkansas,Lafayette,1.544246005102726,"# per 1,000 pop",5073,222
Arkansas,Lawrence,1.3127988086840663,"# per 1,000 pop",5075,230
Arkansas,Lee,1.117528060558601,"# per 1,000 pop",5077,237
Arkansas,Lincoln,0.5023284400633525,"# per 1,000 pop",5079,244
Arkansas,Little River,0.9288644631937456,"# per 1,000 pop",5081,251
Arkansas,Logan,0.6292741360748457,"# per 1,000 pop",5083,258
Arkansas,Lonoke,0.6168950490890953,"# per 1,000 pop",5085,268
Arkansas,Madison,0.4634068392457654,"# per 1,000 pop",5087,277
Arkansas,Marion,0.6790197971994205,"# per 1,000 pop",5089,282
Arkansas,Miller,0.8269545155918169,"# per 1,000 pop",5091,287
Arkansas,Mississippi,1.2675036214389184,"# per 1,000 pop",5093,294
Arkansas,Monroe,2.1078180889115994,"# per 1,000 pop",5095,300
Arkansas,Montgomery,0.7405424696645254,"# per 1,000 pop",5097,304
Arkansas,Nevada,0.8870214752567692,"# per 1,000 pop",5099,307
Arkansas,Newton,1.0408937257811857,"# per 1,000 pop",5101,311
Arkansas,Ouachita,1.023783272956371,"# per 1,000 pop",5103,316
Arkansas,Perry,0.6206273978785827,"# per 1,000 pop",5105,318
Arkansas,Phillips,1.5757313317936876,"# per 1,000 pop",5107,322
Arkansas,Pike,1.3410983669719332,"# per 1,000 pop",5109,327
Arkansas,Poinsett,1.0936492916992362,"# per 1,000 pop",5111,333
Arkansas,Polk,0.7612394769837004,"# per 1,000 pop",5113,337
Arkansas,Pope,0.5324092514405587,"# per 1,000 pop",5115,340
Arkansas,Prairie,0.975407897848191,"# per 1,000 pop",5117,345
Arkansas,Pulaski,0.7048837948715309,"# per 1,000 pop",5119,350
Arkansas,Randolph,0.6692693809258227,"# per 1,000 pop",5121,353
Arkansas,St. Francis,1.313207456864575,"# per 1,000 pop",5123,357
Arkansas,Saline,0.5453976485314498,"# per 1,000 pop",5125,360
Arkansas,Scott,1.1883136542537087,"# per 1,000 pop",5127,364
Arkansas,Searcy,1.5090962074851173,"# per 1,000 pop",5129,372
Arkansas,Sebastian,0.8575273885083476,"# per 1,000 pop",5131,378
Arkansas,Sevier,1.144941879645262,"# per 1,000 pop",5133,390
Arkansas,Sharp,0.8306946561901413,"# per 1,000 pop",5135,394
Arkansas,Stone,0.730474611071626,"# per 1,000 pop",5137,399
Arkansas,Union,0.9991761894274924,"# per 1,000 pop",5139,403
Arkansas,Van Buren,0.6067723624975533,"# per 1,000 pop",5141,407
Arkansas,Washington,0.6866561657939589,"# per 1,000 pop",5143,417
Arkansas,White,0.7665227047847154,"# per 1,000 pop",5145,428
Arkansas,Woodruff,1.1267605633802817,"# per 1,000 pop",5147,435
Arkansas,Yell,0.8131193385616149,"# per 1,000 pop",5149,438
California,Alameda,0.5597470927240916,"# per 1,000 pop",6001,457
California,Alpine,0.0,"# per 1,000 pop",6003,461
California,Amador,0.7965438099095451,"# per 1,000 pop",6005,472
California,Butte,0.8696738121354105,"# per 1,000 pop",6007,486
California,Calaveras,0.6909987632798416,"# per 1,000 pop",6009,489
California,Colusa,0.980804259492784,"# per 1,000 pop",6011,497
California,Contra Costa,0.45441339067571834,"# per 1,000 pop",6013,503
California,Del Norte,0.9661835748792271,"# per 1,000 pop",6015,511
California,El Dorado,0.4998310820166038,"# per 1,000 pop",6017,522
California,Fresno,0.9616043971114937,"# per 1,000 pop",6019,527
California,Glenn,0.8544107840335334,"# per 1,000 pop",6021,537
California,Humboldt,0.87952215308012,"# per 1,000 pop",6023,551
California,Imperial,0.5674925213433702,"# per 1,000 pop",6025,557
California,Inyo,0.8470757862485356,"# per 1,000 pop",6027,562
California,Kern,0.7861671949959392,"# per 1,000 pop",6029,84
California,Kings,0.7729711159853069,"# per 1,000 pop",6031,94
California,Lake,0.8244377412750261,"# per 1,000 pop",6033,100
California,Lassen,0.7081030760393765,"# per 1,000 pop",6035,104
California,Los Angeles,0.6490819655687441,"# per 1,000 pop",6037,139
California,Madera,0.9060470290416817,"# per 1,000 pop",6039,153
California,Marin,0.3895434433687795,"# per 1,000 pop",6041,168
California,Mariposa,0.7912128828074094,"# per 1,000 pop",6043,178
California,Mendocino,1.0885147397477544,"# per 1,000 pop",6045,190
California,Merced,0.8558738872686378,"# per 1,000 pop",6047,204
California,Modoc,0.9649404953361209,"# per 1,000 pop",6049,207
California,Mono,0.5575689991636464,"# per 1,000 pop",6051,214
California,Monterey,0.6320853309338699,"# per 1,000 pop",6053,228
California,Napa,0.4291176717369677,"# per 1,000 pop",6055,236
California,Nevada,0.5773613315427502,"# per 1,000 pop",6057,243
California,Orange,0.38439566119937013,"# per 1,000 pop",6059,257
California,Placer,0.48385045426645507,"# per 1,000 pop",6061,266
California,Plumas,1.138374830317714,"# per 1,000 pop",6063,275
California,Riverside,0.4546123038944959,"# per 1,000 pop",6065,281
California,Sacramento,0.6279361055617662,"# per 1,000 pop",6067,289
California,San Benito,0.3852870168530108,"# per 1,000 pop",6069,295
California,San Bernardino,0.6079896039983733,"# per 1,000 pop",6071,302
California,San Diego,0.4824686615699257,"# per 1,000 pop",6073,315
California,San Francisco,0.6255072976187736,"# per 1,000 pop",6075,331
California,San Joaquin,0.6925349030949278,"# per 1,000 pop",6077,339
California,San Luis Obispo,0.46881898856397064,"# per 1,000 pop",6079,351
California,San Mateo,0.340519754203576,"# per 1,000 pop",6081,368
California,Santa Barbara,0.49391418878652465,"# per 1,000 pop",6083,391
California,Santa Clara,0.3944209101041412,"# per 1,000 pop",6085,406
California,Santa Cruz,0.513851820753491,"# per 1,000 pop",6087,415
California,Shasta,0.807267460308572,"# per 1,000 pop",6089,431
California,Sierra,0.6480881399870383,"# per 1,000 pop",6091,439
California,Siskiyou,0.9625402002083616,"# per 1,000 pop",6093,446
California,Solano,0.5262340654265208,"# per 1,000 pop",6095,453
California,Sonoma,0.5777753379053832,"# per 1,000 pop",6097,463
California,Stanislaus,0.850861691130338,"# per 1,000 pop",6099,473
California,Sutter,1.0330940904913248,"# per 1,000 pop",6101,483
California,Tehama,0.9160542114836661,"# per 1,000 pop",6103,492
California,Trinity,1.1582630982305682,"# per 1,000 pop",6105,500
California,Tulare,0.9714727371820538,"# per 1,000 pop",6107,501
California,Tuolumne,0.6619389720041475,"# per 1,000 pop",6109,513
California,Ventura,0.4946284664364381,"# per 1,000 pop",6111,521
California,Yolo,0.6621986628649441,"# per 1,000 pop",6113,525
California,Yuba,0.9324520747058662,"# per 1,000 pop",6115,541
Colorado,Adams,0.47215175000761517,"# per 1,000 pop",8001,545
Colorado,Alamosa,0.763768474940137,"# per 1,000 pop",8003,549
Colorado,Arapahoe,0.4691773039642053,"# per 1,000 pop",8005,558
Colorado,Archuleta,0.7111295222314277,"# per 1,000 pop",8007,560
Colorado,Baca,1.5329245534524127,"# per 1,000 pop",8009,563
Colorado,Bent,1.111496044806282,"# per 1,000 pop",8011,564
Colorado,Boulder,0.3556401303995615,"# per 1,000 pop",8013,570
Colorado,Broomfield,0.313046759751621,"# per 1,000 pop",8014,577
Colorado,Chaffee,0.8172635445362719,"# per 1,000 pop",8015,582
Colorado,Cheyenne,1.0672358591248665,"# per 1,000 pop",8017,587
Colorado,Clear Creek,0.4431641923332595,"# per 1,000 pop",8019,591
Colorado,Conejos,1.067472306143001,"# per 1,000 pop",8021,596
Colorado,Costilla,3.199777406789093,"# per 1,000 pop",8023,599
Colorado,Crowley,0.3727865796831314,"# per 1,000 pop",8025,605
Colorado,Custer,0.7648858554954108,"# per 1,000 pop",8027,610
Colorado,Delta,0.41349018576936564,"# per 1,000 pop",8029,617
Colorado,Denver,0.5610168199937458,"# per 1,000 pop",8031,628
Colorado,Dolores,0.5015045135406219,"# per 1,000 pop",8033,636
Colorado,Douglas,0.2509375227045365,"# per 1,000 pop",8035,644
Colorado,Eagle,0.300407397411677,"# per 1,000 pop",8037,648
Colorado,Elbert,0.1675006058532552,"# per 1,000 pop",8039,655
Colorado,El Paso,0.4390425925581377,"# per 1,000 pop",8041,661
Colorado,Fremont,0.5432304579521815,"# per 1,000 pop",8043,664
Colorado,Garfield,0.5223605429037979,"# per 1,000 pop",8045,667
Colorado,Gilpin,0.6525830146300007,"# per 1,000 pop",8047,672
Colorado,Grand,0.6516379006692498,"# per 1,000 pop",8049,677
Colorado,Gunnison,0.6623586429725363,"# per 1,000 pop",8051,682
Colorado,Hinsdale,0.0,"# per 1,000 pop",8053,688
Colorado,Huerfano,1.6929452193248433,"# per 1,000 pop",8055,693
Colorado,Jackson,0.7418397626112759,"# per 1,000 pop",8057,701
Colorado,Jefferson,0.3809424268095454,"# per 1,000 pop",8059,706
Colorado,Kiowa,0.6925207756232687,"# per 1,000 pop",8061,711
Colorado,Kit Carson,1.2354830738818878,"# per 1,000 pop",8063,716
Colorado,Lake,0.8290178977014627,"# per 1,000 pop",8065,721
Colorado,La Plata,0.41188781384579176,"# per 1,000 pop",8067,727
Colorado,Larimer,0.34139915680849753,"# per 1,000 pop",8069,734
Colorado,Las Animas,0.819672131147541,"# per 1,000 pop",8071,741
Colorado,Lincoln,1.4670823399963322,"# per 1,000 pop",8073,747
Colorado,Logan,0.434507239332479,"# per 1,000 pop",8075,749
Colorado,Mesa,0.41314954097000517,"# per 1,000 pop",8077,751
Colorado,Mineral,1.4104372355430184,"# per 1,000 pop",8079,757
Colorado,Moffat,0.9595959595959596,"# per 1,000 pop",8081,758
Colorado,Montezuma,0.4948029308062338,"# per 1,000 pop",8083,766
Colorado,Montrose,0.5095150399017803,"# per 1,000 pop",8085,769
Colorado,Morgan,0.8224454434766318,"# per 1,000 pop",8087,775
Colorado,Otero,0.9448425856597852,"# per 1,000 pop",8089,777
Colorado,Ouray,0.5886681383370125,"# per 1,000 pop",8091,780
Colorado,Park,0.24954769480316927,"# per 1,000 pop",8093,782
Colorado,Phillips,0.6488054346996411,"# per 1,000 pop",8095,785
Colorado,Pitkin,0.23170943636679603,"# per 1,000 pop",8097,789
Colorado,Prowers,1.136761105281567,"# per 1,000 pop",8099,792
Colorado,Pueblo,0.733593614005421,"# per 1,000 pop",8101,795
Colorado,Rio Blanco,0.8750182295464488,"# per 1,000 pop",8103,799
Colorado,Rio Grande,0.9977950821959864,"# per 1,000 pop",8105,802
Colorado,Routt,0.5285563269620868,"# per 1,000 pop",8107,809
Colorado,Saguache,1.4144458544839256,"# per 1,000 pop",8109,811
Colorado,San Juan,1.4492753623188408,"# per 1,000 pop",8111,347
Colorado,San Miguel,0.5716798592788038,"# per 1,000 pop",8113,359
Colorado,Sedgwick,0.419639110365086,"# per 1,000 pop",8115,366
Colorado,Summit,0.4308705367755432,"# per 1,000 pop",8117,373
Colorado,Teller,0.5665056223010817,"# per 1,000 pop",8119,375
Colorado,Washington,0.2622744439781788,"# per 1,000 pop",8121,377
Colorado,Weld,0.4310600917993663,"# per 1,000 pop",8123,382
Colorado,Yuma,1.0541226076358008,"# per 1,000 pop",8125,385
Connecticut,Fairfield,0.48179460682740194,"# per 1,000 pop",9001,410
Connecticut,Hartford,0.7458827384289264,"# per 1,000 pop",9003,432
Connecticut,Litchfield,0.44348459801987233,"# per 1,000 pop",9005,443
Connecticut,Middlesex,0.4946598873604585,"# per 1,000 pop",9007,450
Connecticut,New Haven,0.7630081296101632,"# per 1,000 pop",9009,466
Connecticut,New London,0.6689888268835635,"# per 1,000 pop",9011,517
Connecticut,Tolland,0.45752798509514603,"# per 1,000 pop",9013,524
Connecticut,Windham,0.7816109547416786,"# per 1,000 pop",9015,529
Delaware,Kent,0.9092662633879389,"# per 1,000 pop",10001,532
Delaware,New Castle,0.7360086630188227,"# per 1,000 pop",10003,536
Delaware,Sussex,0.8325548617598376,"# per 1,000 pop",10005,609
District of Columbia,District of Columbia,0.671597690842602,"# per 1,000 pop",11001,630
Florida,Alachua,0.8296309849108586,"# per 1,000 pop",12001,639
Florida,Baker,0.9014497034138177,"# per 1,000 pop",12003,641
Florida,Bay,1.0330438289810728,"# per 1,000 pop",12005,658
Florida,Bradford,1.152229903754914,"# per 1,000 pop",12007,665
Florida,Brevard,0.8700174977967886,"# per 1,000 pop",12009,686
Florida,Broward,0.5746122744453996,"# per 1,000 pop",12011,695
Florida,Calhoun,0.7641105752903621,"# per 1,000 pop",12013,699
Florida,Charlotte,0.6920120571174132,"# per 1,000 pop",12015,743
Florida,Citrus,0.9017412935323382,"# per 1,000 pop",12017,843
Florida,Clay,0.6646256228185274,"# per 1,000 pop",12019,852
Florida,Collier,0.6357285459163466,"# per 1,000 pop",12021,894
Florida,Columbia,1.2052594924913438,"# per 1,000 pop",12023,903
Florida,DeSoto,0.8450487823615271,"# per 1,000 pop",12027,906
Florida,Dixie,1.245400802017446,"# per 1,000 pop",12029,918
Florida,Duval,1.048390825244447,"# per 1,000 pop",12031,924
Florida,Escambia,0.9808455698153925,"# per 1,000 pop",12033,931
Florida,Flagler,0.5447730592353861,"# per 1,000 pop",12035,935
Florida,Franklin,1.5189115180557933,"# per 1,000 pop",12037,937
Florida,Gadsden,1.235814993122421,"# per 1,000 pop",12039,938
Florida,Gilchrist,0.8524135196748934,"# per 1,000 pop",12041,939
Florida,Glades,0.5658553953358257,"# per 1,000 pop",12043,940
Florida,Gulf,1.1451838656317597,"# per 1,000 pop",12045,941
Florida,Hamilton,1.2861481280029008,"# per 1,000 pop",12047,942
Florida,Hardee,1.0267500181725666,"# per 1,000 pop",12049,943
Florida,Hendry,0.8589918195494075,"# per 1,000 pop",12051,944
Florida,Hernando,0.6083426554877698,"# per 1,000 pop",12053,945
Florida,Highlands,0.8645170933202891,"# per 1,000 pop",12055,946
Florida,Hillsborough,0.8385860726623288,"# per 1,000 pop",12057,947
Florida,Holmes,1.1193024978118897,"# per 1,000 pop",12059,948
Florida,Indian River,0.7167400599002609,"# per 1,000 pop",12061,949
Florida,Jackson,1.019373196100855,"# per 1,000 pop",12063,950
Florida,Jefferson,1.2509352787130565,"# per 1,000 pop",12065,951
Florida,Lafayette,1.0790549750113585,"# per 1,000 pop",12067,952
Florida,Lake,0.8201785922393078,"# per 1,000 pop",12069,953
Florida,Lee,0.7295135698047241,"# per 1,000 pop",12071,954
Florida,Leon,0.7588331823889616,"# per 1,000 pop",12073,955
Florida,Levy,1.405371642723298,"# per 1,000 pop",12075,956
Florida,Liberty,0.8760270662155631,"# per 1,000 pop",12077,957
Florida,Madison,1.3442992895047687,"# per 1,000 pop",12079,958
Florida,Manatee,0.7155443078412875,"# per 1,000 pop",12081,959
Florida,Marion,1.012557503419122,"# per 1,000 pop",12083,960
Florida,Martin,0.6596468593417867,"# per 1,000 pop",12085,961
Florida,Miami-Dade,0.5998246517961617,"# per 1,000 pop",12086,962
Florida,Monroe,0.7909030553364793,"# per 1,000 pop",12087,963
Florida,Nassau,0.8285429703377151,"# per 1,000 pop",12089,964
Florida,Okaloosa,0.6650603508291992,"# per 1,000 pop",12091,965
Florida,Okeechobee,1.0135049535054603,"# per 1,000 pop",12093,966
Florida,Orange,0.7393180806176951,"# per 1,000 pop",12095,967
Florida,Osceola,0.7747191063359958,"# per 1,000 pop",12097,968
Florida,Palm Beach,0.5394218400421662,"# per 1,000 pop",12099,969
Florida,Pasco,0.753805522072772,"# per 1,000 pop",12101,970
Florida,Pinellas,0.8835159157685895,"# per 1,000 pop",12103,971
Florida,Polk,0.8811322204153261,"# per 1,000 pop",12105,972
Florida,Putnam,1.336509106461197,"# per 1,000 pop",12107,973
Florida,St. Johns,0.5391022216946606,"# per 1,000 pop",12109,974
Florida,St. Lucie,0.6452575041275345,"# per 1,000 pop",12111,975
Florida,Santa Rosa,0.6292898960331079,"# per 1,000 pop",12113,976
Florida,Sarasota,0.6290782180534013,"# per 1,000 pop",12115,977
Florida,Seminole,0.6978647813485962,"# per 1,000 pop",12117,978
Florida,Sumter,0.6207767499835989,"# per 1,000 pop",12119,979
Florida,Suwannee,1.206401563740761,"# per 1,000 pop",12121,980
Florida,Taylor,1.337349044436628,"# per 1,000 pop",12123,981
Florida,Union,0.8326759575773514,"# per 1,000 pop",12125,982
Florida,Volusia,0.9142435523359161,"# per 1,000 pop",12127,983
Florida,Wakulla,0.8788154109070457,"# per 1,000 pop",12129,984
Florida,Walton,0.7018975837356582,"# per 1,000 pop",12131,985
Florida,Washington,1.0846858428410735,"# per 1,000 pop",12133,986
Georgia,Appling,1.3383783391405344,"# per 1,000 pop",13001,987
Georgia,Atkinson,1.6698857234830191,"# per 1,000 pop",13003,988
Georgia,Bacon,1.562779067690659,"# per 1,000 pop",13005,989
Georgia,Baker,0.8912655971479501,"# per 1,000 pop",13007,990
Georgia,Baldwin,1.223930812862596,"# per 1,000 pop",13009,991
Georgia,Banks,0.9145009827473248,"# per 1,000 pop",13011,992
Georgia,Barrow,0.8265758383331671,"# per 1,000 pop",13013,993
Georgia,Bartow,1.101883218591775,"# per 1,000 pop",13015,994
Georgia,Ben Hill,1.6678070475538829,"# per 1,000 pop",13017,995
Georgia,Berrien,1.5624179402342313,"# per 1,000 pop",13019,996
Georgia,Bibb,1.3656138018603028,"# per 1,000 pop",13021,997
Georgia,Bleckley,1.2519683006789024,"# per 1,000 pop",13023,998
Georgia,Brantley,0.9818690482595362,"# per 1,000 pop",13025,999
