State,County,Students eligible for free lunch (%) 2010 (PCT_FREE_LUNCH10),Units,FIPS,FID
Alabama,Morgan,nan,Percent,1103,262
Alabama,Perry,96.89034369885434,Percent,1105,264
Alabama,Pickens,68.05507745266782,Percent,1107,273
Alabama,Pike,62.45421245421245,Percent,1109,279
Alabama,Randolph,57.86301369863014,Percent,1111,284
Alabama,Russell,61.527480371163456,Percent,1113,288
Alabama,St. Clair,41.79336275952264,Percent,1115,292
Alabama,Shelby,23.489419042660707,Percent,1117,298
Alabama,Sumter,85.5820750121773,Percent,1119,303
Alabama,Talladega,63.10904872389791,Percent,1121,306
Alabama,Tallapoosa,53.85859893221162,Percent,1123,308
Alabama,Tuscaloosa,48.16052322894821,Percent,1125,313
Alabama,Walker,47.40531682447196,Percent,1127,317
Alabama,Washington,52.04798127559977,Percent,1129,319
Alabama,Wilcox,96.43395278754396,Percent,1131,326
Alabama,Winston,46.38142922166591,Percent,1133,332
Alaska,Aleutians East,37.81818181818182,Percent,2013,346
Alaska,Aleutians West,12.7134724857685,Percent,2016,381
Alaska,Anchorage,31.93219516142083,Percent,2020,400
Alaska,Bethel,66.80697534576068,Percent,2050,411
Alaska,Bristol Bay,33.33333333333333,Percent,2060,423
Alaska,Denali,0.0,Percent,2068,426
Alaska,Dillingham,63.612099644128115,Percent,2070,445
Alaska,Fairbanks North Star,16.139654000940784,Percent,2090,454
Alaska,Haines,40.0,Percent,2100,462
Alaska,Hoonah-Angoon,40.816326530612244,Percent,2105,476
Alaska,Juneau,21.65292500981547,Percent,2110,482
Alaska,Kenai Peninsula,27.715235338265252,Percent,2122,494
Alaska,Ketchikan Gateway,32.30974632843792,Percent,2130,514
Alaska,Kodiak Island,34.931773879142305,Percent,2150,533
Alaska,Lake and Peninsula,62.5,Percent,2164,544
Alaska,Matanuska-Susitna,26.42426371567422,Percent,2170,556
Alaska,Nome,72.10485133020345,Percent,2180,571
Alaska,North Slope,34.16711016498137,Percent,2185,614
Alaska,Northwest Arctic,71.03626943005182,Percent,2188,638
Alaska,Petersburg,45.144804088586035,Percent,2195,645
Alaska,Prince of Wales-Hyder,51.379038613081164,Percent,2198,669
Alaska,Sitka,29.47427293064877,Percent,2220,679
Alaska,Skagway,3.125,Percent,2230,683
Alaska,Southeast Fairbanks,32.02662721893491,Percent,2240,690
Alaska,Valdez-Cordova,25.077978789769183,Percent,2261,710
Alaska,Wade Hampton,nan,Percent,2270,725
Alaska,Wrangell,41.32947976878613,Percent,2275,733
Alaska,Yakutat,71.42857142857143,Percent,2282,744
Alaska,Yukon-Koyukuk,26.71979865771812,Percent,2290,753
Arizona,Apache,24.54931495873728,Percent,4001,761
Arizona,Cochise,43.13602319400822,Percent,4003,763
Arizona,Coconino,29.161227154046998,Percent,4005,771
Arizona,Gila,42.16130216619753,Percent,4007,787
Arizona,Graham,29.819931698230363,Percent,4009,0
Arizona,Greenlee,24.33600988264361,Percent,4011,1
Arizona,La Paz,59.3000393236335,Percent,4012,3
Arizona,Maricopa,32.52891565379157,Percent,4013,9
Arizona,Mohave,49.879179982851355,Percent,4015,15
Arizona,Navajo,39.463024511840466,Percent,4017,17
Arizona,Pima,39.527100863293626,Percent,4019,21
Arizona,Pinal,41.349783110810655,Percent,4021,26
Arizona,Santa Cruz,66.02949738016689,Percent,4023,32
Arizona,Yavapai,34.864029901979485,Percent,4025,35
Arizona,Yuma,33.692000839806845,Percent,4027,42
Arkansas,Arkansas,53.73787926180794,Percent,5001,46
Arkansas,Ashley,76.50259708137521,Percent,5003,50
Arkansas,Baxter,46.97584541062802,Percent,5005,54
Arkansas,Benton,36.537963202902304,Percent,5007,59
Arkansas,Boone,42.57892256949898,Percent,5009,62
Arkansas,Bradley,63.654223968565816,Percent,5011,68
Arkansas,Calhoun,50.43327556325823,Percent,5013,72
Arkansas,Carroll,53.1920460491889,Percent,5015,74
Arkansas,Chicot,98.21322215604526,Percent,5017,77
Arkansas,Clark,48.63791146424518,Percent,5019,86
Arkansas,Clay,49.428676741614446,Percent,5021,93
Arkansas,Cleburne,42.417972214011236,Percent,5023,97
Arkansas,Cleveland,38.11916726489591,Percent,5025,103
Arkansas,Columbia,56.31177633436882,Percent,5027,107
Arkansas,Conway,51.53916488875343,Percent,5029,109
Arkansas,Craighead,46.22063019853075,Percent,5031,114
Arkansas,Crawford,49.85412430377509,Percent,5033,115
Arkansas,Crittenden,78.82309536985797,Percent,5035,119
Arkansas,Cross,58.12551383940806,Percent,5037,124
Arkansas,Dallas,54.84978540772533,Percent,5039,128
Arkansas,Desha,69.91869918699187,Percent,5041,130
Arkansas,Drew,54.11801830230356,Percent,5043,136
Arkansas,Faulkner,34.82648427426137,Percent,5045,141
Arkansas,Franklin,43.59200470311582,Percent,5047,144
Arkansas,Fulton,50.996978851963746,Percent,5049,146
Arkansas,Garland,49.00952248557726,Percent,5051,151
Arkansas,Grant,35.250853690570004,Percent,5053,155
Arkansas,Greene,45.516304347826086,Percent,5055,162
Arkansas,Hempstead,68.8550012923236,Percent,5057,172
Arkansas,Hot Spring,48.098894924143096,Percent,5059,184
Arkansas,Howard,58.707248195795415,Percent,5061,191
Arkansas,Independence,46.69229537081531,Percent,5063,200
Arkansas,Izard,46.457112413425676,Percent,5065,203
Arkansas,Jackson,58.61224489795919,Percent,5067,209
Arkansas,Jefferson,61.02572145545797,Percent,5069,213
Arkansas,Johnson,60.14692378328742,Percent,5071,218
Arkansas,Lafayette,72.8122344944775,Percent,5073,222
Arkansas,Lawrence,54.001759014951624,Percent,5075,230
Arkansas,Lee,84.58748866727109,Percent,5077,237
Arkansas,Lincoln,50.87822014051522,Percent,5079,244
Arkansas,Little River,50.753524550316,Percent,5081,251
Arkansas,Logan,50.01409641950944,Percent,5083,258
Arkansas,Lonoke,32.24985456660849,Percent,5085,268
Arkansas,Madison,51.31428571428571,Percent,5087,277
Arkansas,Marion,53.861686017163045,Percent,5089,282
Arkansas,Miller,54.86928604188962,Percent,5091,287
Arkansas,Mississippi,72.64875239923224,Percent,5093,294
Arkansas,Monroe,89.7497982243745,Percent,5095,300
Arkansas,Montgomery,60.88214027476501,Percent,5097,304
Arkansas,Nevada,62.973158981417754,Percent,5099,307
Arkansas,Newton,58.95652173913043,Percent,5101,311
Arkansas,Ouachita,60.01381215469613,Percent,5103,316
Arkansas,Perry,41.30563798219585,Percent,5105,318
Arkansas,Phillips,88.25322391559203,Percent,5107,322
Arkansas,Pike,52.85806037251124,Percent,5109,327
Arkansas,Poinsett,71.00631768953069,Percent,5111,333
Arkansas,Polk,63.92314310295383,Percent,5113,337
Arkansas,Pope,44.955134596211366,Percent,5115,340
Arkansas,Prairie,58.44357976653697,Percent,5117,345
Arkansas,Pulaski,55.010813450537185,Percent,5119,350
Arkansas,Randolph,58.42323651452283,Percent,5121,353
Arkansas,St. Francis,99.34152765583846,Percent,5123,357
Arkansas,Saline,30.009137983551632,Percent,5125,360
Arkansas,Scott,54.836309523809526,Percent,5127,364
Arkansas,Searcy,61.45741878841089,Percent,5129,372
Arkansas,Sebastian,52.00590571224926,Percent,5131,378
Arkansas,Sevier,62.724232289449674,Percent,5133,390
Arkansas,Sharp,53.41880341880342,Percent,5135,394
Arkansas,Stone,48.357870894677234,Percent,5137,399
Arkansas,Union,50.94315245478036,Percent,5139,403
Arkansas,Van Buren,53.79454926624738,Percent,5141,407
Arkansas,Washington,46.391498452521155,Percent,5143,417
Arkansas,White,42.39825354748168,Percent,5145,428
Arkansas,Woodruff,73.87459807073955,Percent,5147,435
Arkansas,Yell,62.8310502283105,Percent,5149,438
California,Alameda,34.912260313771064,Percent,6001,457
California,Alpine,45.45454545454545,Percent,6003,461
California,Amador,32.23409196470042,Percent,6005,472
California,Butte,47.329614669487725,Percent,6007,486
California,Calaveras,35.762130370854436,Percent,6009,489
California,Colusa,58.52212576752064,Percent,6011,497
California,Contra Costa,30.492778199057792,Percent,6013,503
California,Del Norte,53.835360149672596,Percent,6015,511
California,El Dorado,22.166780810749113,Percent,6017,522
California,Fresno,59.820273147694635,Percent,6019,527
California,Glenn,55.104103497068934,Percent,6021,537
California,Humboldt,40.25981205085682,Percent,6023,551
California,Imperial,62.93807394715001,Percent,6025,557
California,Inyo,40.40186580552565,Percent,6027,562
California,Kern,59.03601210627131,Percent,6029,84
California,Kings,57.4540139740482,Percent,6031,94
California,Lake,57.89951230577294,Percent,6033,100
California,Lassen,29.19394435351882,Percent,6035,104
California,Los Angeles,51.326266302469925,Percent,6037,139
California,Madera,63.10472443570166,Percent,6039,153
California,Marin,20.460896150432294,Percent,6041,168
California,Mariposa,40.33613445378151,Percent,6043,178
California,Mendocino,55.635103926096996,Percent,6045,190
California,Merced,65.05950344777919,Percent,6047,204
California,Modoc,50.99913119026933,Percent,6049,207
California,Mono,41.375222288085354,Percent,6051,214
California,Monterey,57.52369506432493,Percent,6053,228
California,Napa,34.907817288514856,Percent,6055,236
California,Nevada,24.508037194550568,Percent,6057,243
California,Orange,37.7966034441711,Percent,6059,257
California,Placer,20.165799113167534,Percent,6061,266
California,Plumas,28.867761452031115,Percent,6063,275
California,Riverside,45.52484807928388,Percent,6065,281
California,Sacramento,44.03505559624475,Percent,6067,289
California,San Benito,45.61797752808989,Percent,6069,295
California,San Bernardino,55.585001559617275,Percent,6071,302
California,San Diego,39.901992693927305,Percent,6073,315
California,San Francisco,49.427788095869815,Percent,6075,331
California,San Joaquin,51.067738569391985,Percent,6077,339
California,San Luis Obispo,33.51321393150924,Percent,6079,351
California,San Mateo,29.458840624380795,Percent,6081,368
California,Santa Barbara,45.02112068312919,Percent,6083,391
California,Santa Clara,31.131858737039536,Percent,6085,406
California,Santa Cruz,43.31556678938403,Percent,6087,415
California,Shasta,42.33683516966214,Percent,6089,431
California,Sierra,32.55269320843091,Percent,6091,439
California,Siskiyou,52.22204896304382,Percent,6093,446
California,Solano,37.18403205918619,Percent,6095,453
California,Sonoma,34.99058272109039,Percent,6097,463
California,Stanislaus,53.57306677879286,Percent,6099,473
California,Sutter,44.95335029686175,Percent,6101,483
California,Tehama,60.53636444365509,Percent,6103,492
California,Trinity,48.29381145170618,Percent,6105,500
California,Tulare,65.58314860405962,Percent,6107,501
California,Tuolumne,36.73813945635658,Percent,6109,513
California,Ventura,37.445717574425785,Percent,6111,521
California,Yolo,42.52614587887144,Percent,6113,525
California,Yuba,57.51741972559442,Percent,6115,541
Colorado,Adams,41.5447861491027,Percent,8001,545
Colorado,Alamosa,56.12202256581696,Percent,8003,549
Colorado,Arapahoe,31.941250997137626,Percent,8005,558
Colorado,Archuleta,40.21447721179624,Percent,8007,560
Colorado,Baca,39.55696202531646,Percent,8009,563
Colorado,Bent,59.154929577464785,Percent,8011,564
Colorado,Boulder,21.820264079762865,Percent,8013,570
Colorado,Broomfield,15.481434864694776,Percent,8014,577
Colorado,Chaffee,26.896887159533073,Percent,8015,582
Colorado,Cheyenne,24.761904761904763,Percent,8017,587
Colorado,Clear Creek,18.503538928210315,Percent,8019,591
Colorado,Conejos,54.928704277743336,Percent,8021,596
Colorado,Costilla,69.48818897637796,Percent,8023,599
Colorado,Crowley,60.446247464503045,Percent,8025,605
Colorado,Custer,29.735682819383257,Percent,8027,610
Colorado,Delta,37.351443123938886,Percent,8029,617
Colorado,Denver,64.03456608929994,Percent,8031,628
Colorado,Dolores,36.24595469255664,Percent,8033,636
Colorado,Douglas,8.222565687789798,Percent,8035,644
Colorado,Eagle,31.455399061032864,Percent,8037,648
Colorado,Elbert,16.43987781171897,Percent,8039,655
Colorado,El Paso,27.17452539144587,Percent,8041,661
Colorado,Fremont,39.42795076031861,Percent,8043,664
Colorado,Garfield,34.16478444466267,Percent,8045,667
Colorado,Gilpin,21.761658031088082,Percent,8047,672
Colorado,Grand,18.70011402508552,Percent,8049,677
Colorado,Gunnison,17.54291845493562,Percent,8051,682
Colorado,Hinsdale,13.541666666666666,Percent,8053,688
Colorado,Huerfano,57.5187969924812,Percent,8055,693
Colorado,Jackson,34.59715639810427,Percent,8057,701
Colorado,Jefferson,24.652499098533227,Percent,8059,706
Colorado,Kiowa,30.88235294117647,Percent,8061,711
Colorado,Kit Carson,36.43250688705234,Percent,8063,716
Colorado,Lake,53.03030303030303,Percent,8065,721
Colorado,La Plata,23.37923121055651,Percent,8067,727
Colorado,Larimer,24.016108365367014,Percent,8069,734
Colorado,Las Animas,38.044758539458186,Percent,8071,741
Colorado,Lincoln,28.77358490566038,Percent,8073,747
Colorado,Logan,35.06243996157541,Percent,8075,749
Colorado,Mesa,35.28015194681861,Percent,8077,751
Colorado,Mineral,34.78260869565217,Percent,8079,757
Colorado,Moffat,34.05495420482931,Percent,8081,758
Colorado,Montezuma,46.37572109355405,Percent,8083,766
Colorado,Montrose,47.07013909440663,Percent,8085,769
Colorado,Morgan,50.20973919387197,Percent,8087,775
Colorado,Otero,56.175417661097846,Percent,8089,777
Colorado,Ouray,22.084805653710244,Percent,8091,780
Colorado,Park,25.35911602209945,Percent,8093,782
Colorado,Phillips,35.56298773690078,Percent,8095,785
Colorado,Pitkin,12.996108949416344,Percent,8097,789
Colorado,Prowers,52.48052480524805,Percent,8099,792
Colorado,Pueblo,48.044283148209246,Percent,8101,795
Colorado,Rio Blanco,20.488230165649522,Percent,8103,799
Colorado,Rio Grande,45.19621109607578,Percent,8105,802
Colorado,Routt,13.716525146962768,Percent,8107,809
Colorado,Saguache,67.77041942604856,Percent,8109,811
Colorado,San Juan,52.307692307692314,Percent,8111,347
Colorado,San Miguel,18.029350104821802,Percent,8113,359
Colorado,Sedgwick,14.472994231777662,Percent,8115,366
Colorado,Summit,23.87964148527529,Percent,8117,373
Colorado,Teller,24.780701754385966,Percent,8119,375
Colorado,Washington,30.501089324618736,Percent,8121,377
Colorado,Weld,38.17356162002434,Percent,8123,382
Colorado,Yuma,40.19933554817276,Percent,8125,385
Connecticut,Fairfield,27.44515015440215,Percent,9001,410
Connecticut,Hartford,32.647715413271406,Percent,9003,432
Connecticut,Litchfield,15.075120957473898,Percent,9005,443
Connecticut,Middlesex,14.942432838311362,Percent,9007,450
Connecticut,New Haven,36.46389615890834,Percent,9009,466
Connecticut,New London,24.603456860374138,Percent,9011,517
Connecticut,Tolland,12.332475370551167,Percent,9013,524
Connecticut,Windham,31.25101149053245,Percent,9015,529
Delaware,Kent,38.23231958390522,Percent,10001,532
Delaware,New Castle,40.72081191230921,Percent,10003,536
Delaware,Sussex,49.29109183322505,Percent,10005,609
District of Columbia,District of Columbia,64.80642128453756,Percent,11001,630
Florida,Alachua,40.928166748268865,Percent,12001,639
Florida,Baker,40.36770583533173,Percent,12003,641
Florida,Bay,46.092153460574515,Percent,12005,658
Florida,Bradford,57.01647345942648,Percent,12007,665
Florida,Brevard,35.498010185623244,Percent,12009,686
Florida,Broward,45.82524724943511,Percent,12011,695
Florida,Calhoun,52.245442418852825,Percent,12013,699
Florida,Charlotte,49.32091346153846,Percent,12015,743
Florida,Citrus,46.407680569684636,Percent,12017,843
Florida,Clay,28.630068133586505,Percent,12019,852
Florida,Collier,51.69272350241152,Percent,12021,894
Florida,Columbia,52.62996941896024,Percent,12023,903
Florida,DeSoto,65.81611988659375,Percent,12027,906
Florida,Dixie,66.36993076162216,Percent,12029,918
Florida,Duval,48.171326725646594,Percent,12031,924
Florida,Escambia,51.48532080443483,Percent,12033,931
Florida,Flagler,50.429201144536385,Percent,12035,935
Florida,Franklin,65.55555555555556,Percent,12037,937
Florida,Gadsden,76.88521987617082,Percent,12039,938
Florida,Gilchrist,45.78907435508346,Percent,12041,939
Florida,Glades,51.492019430950734,Percent,12043,940
Florida,Gulf,43.24726911618669,Percent,12045,941
Florida,Hamilton,69.03835464146748,Percent,12047,942
Florida,Hardee,69.12231930103256,Percent,12049,943
Florida,Hendry,72.18882861750477,Percent,12051,944
Florida,Hernando,47.00948533286492,Percent,12053,945
Florida,Highlands,59.67925757082384,Percent,12055,946
Florida,Hillsborough,47.83960930471662,Percent,12057,947
Florida,Holmes,52.51926496739775,Percent,12059,948
Florida,Indian River,46.82074408117249,Percent,12061,949
Florida,Jackson,50.17167971432496,Percent,12063,950
Florida,Jefferson,67.02898550724638,Percent,12065,951
Florida,Lafayette,51.42610198789974,Percent,12067,952
Florida,Lake,46.44368766723425,Percent,12069,953
Florida,Lee,54.20718093867044,Percent,12071,954
Florida,Leon,36.77724318392842,Percent,12073,955
Florida,Levy,60.816468946266575,Percent,12075,956
Florida,Liberty,44.66484268125855,Percent,12077,957
Florida,Madison,69.88970588235294,Percent,12079,958
Florida,Manatee,47.56094805576267,Percent,12081,959
Florida,Marion,54.67524728876177,Percent,12083,960
Florida,Martin,34.86516235553109,Percent,12085,961
Florida,Miami-Dade,62.25111145708997,Percent,12086,962
Florida,Monroe,37.52991862134993,Percent,12087,963
Florida,Nassau,35.567567567567565,Percent,12089,964
Florida,Okaloosa,31.17241874147951,Percent,12091,965
Florida,Okeechobee,62.76672956887792,Percent,12093,966
Florida,Orange,50.24260260897232,Percent,12095,967
Florida,Osceola,53.94349235757295,Percent,12097,968
Florida,Palm Beach,45.69416326879758,Percent,12099,969
Florida,Pasco,44.19052452458429,Percent,12101,970
Florida,Pinellas,42.65864986221117,Percent,12103,971
Florida,Polk,58.26659887292911,Percent,12105,972
Florida,Putnam,72.58982568480967,Percent,12107,973
Florida,St. Johns,19.52350495682763,Percent,12109,974
Florida,St. Lucie,53.135200137433436,Percent,12111,975
Florida,Santa Rosa,34.47764687524382,Percent,12113,976
Florida,Sarasota,40.773802245102594,Percent,12115,977
Florida,Seminole,33.38678789954693,Percent,12117,978
Florida,Sumter,50.104904274849204,Percent,12119,979
Florida,Suwannee,58.58716785482826,Percent,12121,980
Florida,Taylor,62.321598477640336,Percent,12123,981
Florida,Union,51.2932924156072,Percent,12125,982
Florida,Volusia,47.872772462190746,Percent,12127,983
Florida,Wakulla,39.526305571733644,Percent,12129,984
Florida,Walton,43.85640266469282,Percent,12131,985
Florida,Washington,54.04011461318051,Percent,12133,986
Georgia,Appling,58.798882681564244,Percent,13001,987
Georgia,Atkinson,67.4163783160323,Percent,13003,988
Georgia,Bacon,52.932254802831146,Percent,13005,989
Georgia,Baker,79.82954545454545,Percent,13007,990
Georgia,Baldwin,66.41137855579868,Percent,13009,991
Georgia,Banks,57.24873999407056,Percent,13011,992
Georgia,Barrow,51.34220262930016,Percent,13013,993
Georgia,Bartow,50.61387852236465,Percent,13015,994
Georgia,Ben Hill,73.15315315315316,Percent,13017,995
Georgia,Berrien,60.50758279170535,Percent,13019,996
Georgia,Bibb,72.10312400382531,Percent,13021,997
Georgia,Bleckley,50.362027353177794,Percent,13023,998
Georgia,Brantley,55.168539325842694,Percent,13025,999
Georgia,Brooks,73.96193771626297,Percent,13027,565
Georgia,Bryan,31.05499735589635,Percent,13029,573
Georgia,Bulloch,51.78663904712584,Percent,13031,579
Georgia,Burke,71.1472602739726,Percent,13033,583
Georgia,Butts,55.44774050457444,Percent,13035,588
Georgia,Calhoun,73.6,Percent,13037,592
Georgia,Camden,37.03507470594469,Percent,13039,603
Georgia,Candler,64.96598639455783,Percent,13043,616
Georgia,Carroll,56.00853899822972,Percent,13045,620
Georgia,Catoosa,40.487270736381056,Percent,13047,626
Georgia,Charlton,62.100986651189785,Percent,13049,635
Georgia,Chatham,55.02198269748971,Percent,13051,646
Georgia,Chattahoochee,51.216931216931215,Percent,13053,656
Georgia,Chattooga,55.026455026455025,Percent,13055,659
Georgia,Cherokee,25.417956656346753,Percent,13057,662
Georgia,Clarke,74.23813757982379,Percent,13059,666
Georgia,Clay,82.0754716981132,Percent,13061,670
Georgia,Clayton,74.40416147471271,Percent,13063,673
Georgia,Clinch,62.40981240981242,Percent,13065,676
Georgia,Cobb,38.86447743601744,Percent,13067,680
Georgia,Coffee,67.21311475409836,Percent,13069,684
Georgia,Colquitt,66.14105194945459,Percent,13071,689
Georgia,Columbia,25.368855914341115,Percent,13073,692
Georgia,Cook,61.492890995260666,Percent,13075,697
Georgia,Coweta,36.46942058249769,Percent,13077,700
Georgia,Crawford,69.27582534611288,Percent,13079,704
Georgia,Crisp,71.86924493554328,Percent,13081,707
Georgia,Dade,43.52373290426388,Percent,13083,708
Georgia,Dawson,37.09122203098107,Percent,13085,713
Georgia,Decatur,66.14917915774447,Percent,13087,714
Georgia,DeKalb,62.25683137476993,Percent,13089,718
Georgia,Dodge,59.42906574394463,Percent,13091,720
Georgia,Dooly,74.67036780013879,Percent,13093,724
Georgia,Dougherty,75.37862125306354,Percent,13095,728
Georgia,Douglas,50.72151538555343,Percent,13097,731
Georgia,Early,68.58369098712447,Percent,13099,735
Georgia,Echols,64.17721518987342,Percent,13101,737
Georgia,Effingham,32.89188955249719,Percent,13103,742
Georgia,Elbert,61.23049749779217,Percent,13105,746
Georgia,Emanuel,69.79955456570156,Percent,13107,750
Georgia,Evans,nan,Percent,13109,754
Georgia,Fannin,49.95080354214497,Percent,13111,755
Georgia,Fayette,18.78819215944345,Percent,13113,760
Georgia,Floyd,55.30764029749831,Percent,13115,764
Georgia,Forsyth,16.110801781737194,Percent,13117,768
Georgia,Franklin,51.23674911660777,Percent,13119,772
Georgia,Fulton,51.39462697798262,Percent,13121,779
Georgia,Gilmer,58.04786485218207,Percent,13123,781
Georgia,Glascock,42.401215805471125,Percent,13125,783
Georgia,Glynn,50.79266397264532,Percent,13127,793
Georgia,Gordon,53.18046627650389,Percent,13129,796
Georgia,Grady,64.77007014809041,Percent,13131,797
Georgia,Greene,70.58275058275059,Percent,13133,800
Georgia,Gwinnett,45.56534007978982,Percent,13135,804
Georgia,Habersham,47.492211838006234,Percent,13137,806
Georgia,Hall,56.239181268790425,Percent,13139,808
Georgia,Hancock,76.89768976897689,Percent,13141,810
Georgia,Haralson,42.493506493506494,Percent,13143,813
Georgia,Harris,28.577130313310718,Percent,13145,814
Georgia,Hart,53.75689004931825,Percent,13147,816
Georgia,Heard,54.12930627654554,Percent,13149,817
Georgia,Henry,40.128158626526414,Percent,13151,820
Georgia,Houston,43.3021691733491,Percent,13153,823
Georgia,Irwin,62.72084805653711,Percent,13155,825
Georgia,Jackson,40.359631764604664,Percent,13157,828
Georgia,Jasper,62.57389722601182,Percent,13159,830
Georgia,Jeff Davis,59.94677312042581,Percent,13161,832
Georgia,Jefferson,76.96177062374245,Percent,13163,834
Georgia,Jenkins,65.11318242343542,Percent,13165,835
Georgia,Johnson,62.687813021702844,Percent,13167,837
Georgia,Jones,38.13770959686051,Percent,13169,839
Georgia,Lamar,59.39702427564605,Percent,13171,841
Georgia,Lanier,64.62155963302753,Percent,13173,845
Georgia,Laurens,56.41080161598979,Percent,13175,847
Georgia,Lee,35.044080604534,Percent,13177,849
Georgia,Liberty,50.4228028503563,Percent,13179,855
Georgia,Lincoln,55.6745182012848,Percent,13181,857
Georgia,Long,58.68263473053892,Percent,13183,860
Georgia,Lowndes,51.748838771056015,Percent,13185,863
Georgia,Lumpkin,46.32695292291775,Percent,13187,865
Georgia,McDuffie,61.96143775291597,Percent,13189,868
Georgia,McIntosh,71.25070741369552,Percent,13191,871
Georgia,Macon,69.93899057127011,Percent,13193,874
Georgia,Madison,49.38783980078855,Percent,13195,875
Georgia,Marion,63.8580931263858,Percent,13197,877
Georgia,Meriwether,52.80764635603346,Percent,13199,879
Georgia,Miller,62.85452881976212,Percent,13201,881
Georgia,Mitchell,66.98717948717949,Percent,13205,883
Georgia,Monroe,48.30379746835443,Percent,13207,885
Georgia,Montgomery,72.7355901189387,Percent,13209,887
Georgia,Morgan,43.23599523241955,Percent,13211,890
Georgia,Murray,62.67287062168799,Percent,13213,892
Georgia,Muscogee,54.92561318858063,Percent,13215,896
Georgia,Newton,54.52864140757773,Percent,13217,899
Georgia,Oconee,17.39867468022808,Percent,13219,901
Georgia,Oglethorpe,48.53678929765886,Percent,13221,905
Georgia,Paulding,31.665787159190856,Percent,13223,908
Georgia,Peach,64.89468405215646,Percent,13225,910
Georgia,Pickens,41.5048001786113,Percent,13227,912
Georgia,Pierce,48.04979253112033,Percent,13229,915
Georgia,Pike,38.82411312329447,Percent,13231,7
Georgia,Polk,58.38378520663332,Percent,13233,8
Georgia,Pulaski,60.12613875262789,Percent,13235,11
Georgia,Putnam,69.01106747590147,Percent,13237,13
Georgia,Quitman,93.12169312169311,Percent,13239,16
Georgia,Rabun,54.22928295405753,Percent,13241,18
Georgia,Randolph,82.57394084732215,Percent,13243,23
Georgia,Richmond,68.26254826254826,Percent,13245,24
Georgia,Rockdale,54.01538073625819,Percent,13247,28
Georgia,Schley,41.935483870967744,Percent,13249,31
Georgia,Screven,nan,Percent,13251,34
Georgia,Seminole,66.29422718808193,Percent,13253,38
Georgia,Spalding,64.42966751918159,Percent,13255,41
Georgia,Stephens,50.40490797546012,Percent,13257,45
Georgia,Stewart,83.21167883211679,Percent,13259,48
Georgia,Sumter,76.92307692307693,Percent,13261,52
Georgia,Talbot,78.96494156928213,Percent,13263,57
