State,County,WIC redemptions per WIC-authorized stores 2011 (REDEMP_WICS11),Units,FIPS,FID
Georgia,Newton,213982.46875,Dollars/store,13217,899
Georgia,Oconee,122897.0,Dollars/store,13219,901
Georgia,Oglethorpe,134246.0,Dollars/store,13221,905
Georgia,Paulding,112710.9296875,Dollars/store,13223,908
Georgia,Peach,127876.25,Dollars/store,13225,910
Georgia,Pickens,48800.5546875,Dollars/store,13227,912
Georgia,Pierce,80266.25,Dollars/store,13229,915
Georgia,Pike,96549.0,Dollars/store,13231,7
Georgia,Polk,172271.28125,Dollars/store,13233,8
Georgia,Pulaski,121223.5,Dollars/store,13235,11
Georgia,Putnam,108295.0,Dollars/store,13237,13
Georgia,Quitman,0,Dollars/store,13239,16
Georgia,Rabun,74082.25,Dollars/store,13241,18
Georgia,Randolph,61698.5,Dollars/store,13243,23
Georgia,Richmond,173835.734375,Dollars/store,13245,24
Georgia,Rockdale,204676.171875,Dollars/store,13247,28
Georgia,Schley,80442.0,Dollars/store,13249,31
Georgia,Screven,165509.5,Dollars/store,13251,34
Georgia,Seminole,75319.0,Dollars/store,13253,38
Georgia,Spalding,126216.8671875,Dollars/store,13255,41
Georgia,Stephens,112746.0,Dollars/store,13257,45
Georgia,Stewart,74554.0,Dollars/store,13259,48
Georgia,Sumter,153633.0,Dollars/store,13261,52
Georgia,Talbot,0.0,Dollars/store,13263,57
Georgia,Taliaferro,1617.0,Dollars/store,13265,60
Georgia,Tattnall,124485.5,Dollars/store,13267,63
Georgia,Taylor,62925.33203125,Dollars/store,13269,69
Georgia,Telfair,70739.203125,Dollars/store,13271,75
Georgia,Terrell,67421.0,Dollars/store,13273,78
Georgia,Thomas,84133.0,Dollars/store,13275,83
Georgia,Tift,140007.8125,Dollars/store,13277,87
Georgia,Toombs,146760.625,Dollars/store,13279,91
Georgia,Towns,54963.0,Dollars/store,13281,95
Georgia,Treutlen,55008.33203125,Dollars/store,13283,102
Georgia,Troup,153180.75,Dollars/store,13285,105
Georgia,Turner,232999.0,Dollars/store,13287,108
Georgia,Twiggs,94679.0,Dollars/store,13289,116
Georgia,Union,59602.83203125,Dollars/store,13291,120
Georgia,Upson,234750.671875,Dollars/store,13293,123
Georgia,Walker,85519.109375,Dollars/store,13295,126
Georgia,Walton,81244.0859375,Dollars/store,13297,127
Georgia,Ware,193273.375,Dollars/store,13299,132
Georgia,Warren,113549.0,Dollars/store,13301,135
Georgia,Washington,158480.5,Dollars/store,13303,143
Georgia,Wayne,197632.75,Dollars/store,13305,147
Georgia,Webster,8794.0,Dollars/store,13307,149
Georgia,Wheeler,82505.0,Dollars/store,13309,154
Georgia,White,87365.0,Dollars/store,13311,157
Georgia,Whitfield,237405.359375,Dollars/store,13313,159
Georgia,Wilcox,115329.0,Dollars/store,13315,163
Georgia,Wilkes,65406.75,Dollars/store,13317,167
Georgia,Wilkinson,80953.3359375,Dollars/store,13319,169
Georgia,Worth,132984.0,Dollars/store,13321,173
Hawaii,Hawaii,212497.5625,Dollars/store,15001,198
Hawaii,Honolulu,270208.0625,Dollars/store,15003,234
Hawaii,Kalawao,0,Dollars/store,15005,247
Hawaii,Kauai,124917.1015625,Dollars/store,15007,261
Hawaii,Maui,166202.65625,Dollars/store,15009,323
Idaho,Ada,124196.546875,Dollars/store,16001,336
Idaho,Adams,5944.3701171875,Dollars/store,16003,338
Idaho,Bannock,157625.015625,Dollars/store,16005,343
Idaho,Bear Lake,49815.5703125,Dollars/store,16007,349
Idaho,Benewah,57903.55859375,Dollars/store,16009,354
Idaho,Bingham,155773.046875,Dollars/store,16011,362
Idaho,Blaine,79382.109375,Dollars/store,16013,371
Idaho,Boise,4485.5166015625,Dollars/store,16015,380
Idaho,Bonner,70628.546875,Dollars/store,16017,387
Idaho,Bonneville,297254.125,Dollars/store,16019,395
Idaho,Boundary,67216.3515625,Dollars/store,16021,405
Idaho,Butte,19735.919921875,Dollars/store,16023,414
Idaho,Camas,0,Dollars/store,16025,429
Idaho,Canyon,277014.78125,Dollars/store,16027,441
Idaho,Caribou,43193.24609375,Dollars/store,16029,449
Idaho,Cassia,108560.09375,Dollars/store,16031,456
Idaho,Clark,20405.41015625,Dollars/store,16033,464
Idaho,Clearwater,17716.60546875,Dollars/store,16035,474
Idaho,Custer,11309.09375,Dollars/store,16037,484
Idaho,Elmore,78846.7109375,Dollars/store,16039,490
Idaho,Franklin,340637.78125,Dollars/store,16041,498
Idaho,Fremont,97417.90625,Dollars/store,16043,502
Idaho,Gem,181346.859375,Dollars/store,16045,510
Idaho,Gooding,81983.8203125,Dollars/store,16047,519
Idaho,Idaho,30548.470703125,Dollars/store,16049,528
Idaho,Jefferson,189789.71875,Dollars/store,16051,540
Idaho,Jerome,342761.34375,Dollars/store,16053,547
Idaho,Kootenai,124193.28125,Dollars/store,16055,552
Idaho,Latah,64000.6328125,Dollars/store,16057,559
Idaho,Lemhi,101723.546875,Dollars/store,16059,566
Idaho,Lewis,35943.77734375,Dollars/store,16061,574
Idaho,Lincoln,37187.03515625,Dollars/store,16063,578
Idaho,Madison,276419.71875,Dollars/store,16065,581
Idaho,Minidoka,212864.046875,Dollars/store,16067,585
Idaho,Nez Perce,89621.796875,Dollars/store,16069,589
Idaho,Oneida,50461.7890625,Dollars/store,16071,593
Idaho,Owyhee,87985.65625,Dollars/store,16073,601
Idaho,Payette,112677.4921875,Dollars/store,16075,606
Idaho,Power,217810.734375,Dollars/store,16077,613
Idaho,Shoshone,28838.66015625,Dollars/store,16079,621
Idaho,Teton,165072.8125,Dollars/store,16081,627
Idaho,Twin Falls,124749.03125,Dollars/store,16083,634
Idaho,Valley,24136.75,Dollars/store,16085,643
Idaho,Washington,54508.9609375,Dollars/store,16087,649
Illinois,Adams,113141.84375,Dollars/store,17001,650
Illinois,Alexander,111190.5546875,Dollars/store,17003,651
Illinois,Bond,77713.421875,Dollars/store,17005,652
Illinois,Boone,113934.8984375,Dollars/store,17007,653
Illinois,Brown,49955.69140625,Dollars/store,17009,654
Illinois,Bureau,65896.6171875,Dollars/store,17011,2
Illinois,Calhoun,23428.810546875,Dollars/store,17013,4
Illinois,Carroll,88093.0078125,Dollars/store,17015,6
Illinois,Cass,62618.73828125,Dollars/store,17017,10
Illinois,Champaign,73752.0859375,Dollars/store,17019,12
Illinois,Christian,67658.359375,Dollars/store,17021,14
Illinois,Clark,71242.4453125,Dollars/store,17023,19
Illinois,Clay,65480.96484375,Dollars/store,17025,22
Illinois,Clinton,50053.33984375,Dollars/store,17027,27
Illinois,Coles,79105.1875,Dollars/store,17029,30
Illinois,Cook,125706.78125,Dollars/store,17031,36
Illinois,Crawford,113800.8359375,Dollars/store,17033,40
Illinois,Cumberland,35592.77734375,Dollars/store,17035,44
Illinois,DeKalb,95507.4140625,Dollars/store,17037,49
Illinois,De Witt,43078.48046875,Dollars/store,17039,53
Illinois,Douglas,48886.90625,Dollars/store,17041,55
Illinois,DuPage,58477.14453125,Dollars/store,17043,64
Illinois,Edgar,49657.328125,Dollars/store,17045,66
Illinois,Edwards,41247.2109375,Dollars/store,17047,71
Illinois,Effingham,97484.90625,Dollars/store,17049,76
Illinois,Fayette,96804.8359375,Dollars/store,17051,79
Illinois,Ford,60991.046875,Dollars/store,17053,81
Illinois,Franklin,71854.8984375,Dollars/store,17055,85
Illinois,Fulton,68278.3828125,Dollars/store,17057,89
Illinois,Gallatin,0,Dollars/store,17059,92
Illinois,Greene,41037.36328125,Dollars/store,17061,96
Illinois,Grundy,72921.7265625,Dollars/store,17063,99
Illinois,Hamilton,56408.59375,Dollars/store,17065,106
Illinois,Hancock,43112.52734375,Dollars/store,17067,111
Illinois,Hardin,45912.9453125,Dollars/store,17069,113
Illinois,Henderson,30369.8203125,Dollars/store,17071,117
Illinois,Henry,46967.54296875,Dollars/store,17073,121
Illinois,Iroquois,48811.9296875,Dollars/store,17075,125
Illinois,Jackson,86317.484375,Dollars/store,17077,129
Illinois,Jasper,59428.37109375,Dollars/store,17079,133
Illinois,Jefferson,107836.8515625,Dollars/store,17081,137
Illinois,Jersey,116175.890625,Dollars/store,17083,142
Illinois,Jo Daviess,38524.28125,Dollars/store,17085,145
Illinois,Johnson,58201.05859375,Dollars/store,17087,152
Illinois,Kane,139239.984375,Dollars/store,17089,156
Illinois,Kankakee,110020.0625,Dollars/store,17091,161
Illinois,Kendall,68332.921875,Dollars/store,17093,165
Illinois,Knox,96333.359375,Dollars/store,17095,166
Illinois,Lake,88614.0078125,Dollars/store,17097,170
Illinois,LaSalle,78207.4609375,Dollars/store,17099,175
Illinois,Lawrence,72165.1875,Dollars/store,17101,177
Illinois,Lee,61966.4375,Dollars/store,17103,180
Illinois,Livingston,65993.28125,Dollars/store,17105,182
Illinois,Logan,85404.0390625,Dollars/store,17107,186
Illinois,McDonough,58178.875,Dollars/store,17109,189
Illinois,McHenry,84037.9609375,Dollars/store,17111,192
Illinois,McLean,62287.16015625,Dollars/store,17113,193
Illinois,Macon,78437.9375,Dollars/store,17115,194
Illinois,Macoupin,47030.73828125,Dollars/store,17117,196
Illinois,Madison,74710.2265625,Dollars/store,17119,199
Illinois,Marion,64938.00390625,Dollars/store,17121,201
Illinois,Marshall,36028.6640625,Dollars/store,17123,202
Illinois,Mason,68526.15625,Dollars/store,17125,206
Illinois,Massac,93233.859375,Dollars/store,17127,208
Illinois,Menard,59192.6015625,Dollars/store,17129,212
Illinois,Mercer,40657.11328125,Dollars/store,17131,216
Illinois,Monroe,39972.66796875,Dollars/store,17133,219
Illinois,Montgomery,83886.390625,Dollars/store,17135,223
Illinois,Morgan,72464.953125,Dollars/store,17137,225
Illinois,Moultrie,37673.890625,Dollars/store,17139,227
Illinois,Ogle,65003.4453125,Dollars/store,17141,229
Illinois,Peoria,58391.53515625,Dollars/store,17143,233
Illinois,Perry,57474.3984375,Dollars/store,17145,235
Illinois,Piatt,24330.92578125,Dollars/store,17147,238
Illinois,Pike,56565.91015625,Dollars/store,17149,241
Illinois,Pope,33422.48046875,Dollars/store,17151,245
Illinois,Pulaski,35907.8515625,Dollars/store,17153,248
Illinois,Putnam,22745.869140625,Dollars/store,17155,253
Illinois,Randolph,129536.8984375,Dollars/store,17157,255
Illinois,Richland,81029.7890625,Dollars/store,17159,259
Illinois,Rock Island,88264.7421875,Dollars/store,17161,265
Illinois,St. Clair,80671.0859375,Dollars/store,17163,269
Illinois,Saline,81917.7265625,Dollars/store,17165,271
Illinois,Sangamon,64006.65234375,Dollars/store,17167,274
Illinois,Schuyler,76631.1484375,Dollars/store,17169,278
Illinois,Scott,5785.8798828125,Dollars/store,17171,280
Illinois,Shelby,75801.1484375,Dollars/store,17173,283
Illinois,Stark,19793.580078125,Dollars/store,17175,285
Illinois,Stephenson,69074.1640625,Dollars/store,17177,290
Illinois,Tazewell,73745.1640625,Dollars/store,17179,291
Illinois,Union,57535.00390625,Dollars/store,17181,293
Illinois,Vermilion,103988.2890625,Dollars/store,17183,296
Illinois,Wabash,90365.90625,Dollars/store,17185,299
Illinois,Warren,74744.9609375,Dollars/store,17187,301
Illinois,Washington,24565.189453125,Dollars/store,17189,305
Illinois,Wayne,62980.49609375,Dollars/store,17191,310
Illinois,White,36367.92578125,Dollars/store,17193,312
Illinois,Whiteside,120541.265625,Dollars/store,17195,314
Illinois,Will,67471.75,Dollars/store,17197,320
Illinois,Williamson,77663.3125,Dollars/store,17199,324
Illinois,Winnebago,96993.1171875,Dollars/store,17201,325
Illinois,Woodford,20067.20703125,Dollars/store,17203,328
Indiana,Adams,67025.3125,Dollars/store,18001,330
Indiana,Allen,208077.15625,Dollars/store,18003,335
Indiana,Bartholomew,147025.953125,Dollars/store,18005,342
Indiana,Benton,40375.296875,Dollars/store,18007,179
Indiana,Blackford,58729.421875,Dollars/store,18009,183
Indiana,Boone,57976.83203125,Dollars/store,18011,185
Indiana,Brown,16129.4296875,Dollars/store,18013,188
Indiana,Carroll,38029.5078125,Dollars/store,18015,195
Indiana,Cass,111010.3359375,Dollars/store,18017,211
Indiana,Clark,195906.5,Dollars/store,18019,215
Indiana,Clay,129387.7109375,Dollars/store,18021,221
Indiana,Clinton,177645.734375,Dollars/store,18023,226
Indiana,Crawford,41165.5234375,Dollars/store,18025,232
Indiana,Daviess,91341.2578125,Dollars/store,18027,239
Indiana,Dearborn,85516.7421875,Dollars/store,18029,242
Indiana,Decatur,67268.4765625,Dollars/store,18031,246
Indiana,DeKalb,83804.515625,Dollars/store,18033,249
Indiana,Delaware,155789.65625,Dollars/store,18035,252
Indiana,Dubois,75845.109375,Dollars/store,18037,254
Indiana,Elkhart,222203.90625,Dollars/store,18039,260
Indiana,Fayette,78744.6328125,Dollars/store,18041,263
Indiana,Floyd,106177.3359375,Dollars/store,18043,267
Indiana,Fountain,57075.34765625,Dollars/store,18045,270
Indiana,Franklin,39384.01171875,Dollars/store,18047,272
Indiana,Fulton,77631.09375,Dollars/store,18049,276
Indiana,Gibson,73719.578125,Dollars/store,18051,286
Indiana,Grant,137336.125,Dollars/store,18053,297
Indiana,Greene,66906.3671875,Dollars/store,18055,309
Indiana,Hamilton,81348.2734375,Dollars/store,18057,321
Indiana,Hancock,98488.03125,Dollars/store,18059,329
Indiana,Harrison,130366.6953125,Dollars/store,18061,334
Indiana,Hendricks,117523.515625,Dollars/store,18063,341
Indiana,Henry,122330.6953125,Dollars/store,18065,344
Indiana,Howard,221654.5,Dollars/store,18067,348
Indiana,Huntington,131058.5625,Dollars/store,18069,352
Indiana,Jackson,129913.3515625,Dollars/store,18071,355
Indiana,Jasper,76935.40625,Dollars/store,18073,356
Indiana,Jay,82568.2265625,Dollars/store,18075,358
Indiana,Jefferson,116734.359375,Dollars/store,18077,363
Indiana,Jennings,109003.125,Dollars/store,18079,367
Indiana,Johnson,136748.484375,Dollars/store,18081,370
Indiana,Knox,106423.2890625,Dollars/store,18083,376
Indiana,Kosciusko,136482.1875,Dollars/store,18085,384
Indiana,LaGrange,17001.568359375,Dollars/store,18087,386
Indiana,Lake,210482.546875,Dollars/store,18089,389
Indiana,LaPorte,170272.203125,Dollars/store,18091,392
Indiana,Lawrence,105832.625,Dollars/store,18093,396
Indiana,Madison,118330.6796875,Dollars/store,18095,401
Indiana,Marion,205582.375,Dollars/store,18097,409
Indiana,Marshall,158583.28125,Dollars/store,18099,412
Indiana,Martin,30000.22265625,Dollars/store,18101,418
Indiana,Miami,129175.2421875,Dollars/store,18103,420
Indiana,Monroe,139238.03125,Dollars/store,18105,422
Indiana,Montgomery,129301.625,Dollars/store,18107,425
Indiana,Morgan,79642.53125,Dollars/store,18109,430
Indiana,Newton,33590.74609375,Dollars/store,18111,433
Indiana,Noble,88214.3046875,Dollars/store,18113,436
Indiana,Ohio,48544.12890625,Dollars/store,18115,440
Indiana,Orange,83255.90625,Dollars/store,18117,444
Indiana,Owen,61993.98828125,Dollars/store,18119,448
Indiana,Parke,62803.9296875,Dollars/store,18121,452
Indiana,Perry,86270.1796875,Dollars/store,18123,459
Indiana,Pike,36432.53515625,Dollars/store,18125,465
Indiana,Porter,145593.28125,Dollars/store,18127,468
Indiana,Posey,35737.96484375,Dollars/store,18129,471
Indiana,Pulaski,55507.24609375,Dollars/store,18131,477
Indiana,Putnam,124135.0234375,Dollars/store,18133,480
Indiana,Randolph,63750.59765625,Dollars/store,18135,485
Indiana,Ripley,53080.71875,Dollars/store,18137,488
Indiana,Rush,49004.84375,Dollars/store,18139,493
Indiana,St. Joseph,178618.53125,Dollars/store,18141,496
Indiana,Scott,85121.9375,Dollars/store,18143,504
Indiana,Shelby,130894.0625,Dollars/store,18145,506
Indiana,Spencer,51454.82421875,Dollars/store,18147,509
Indiana,Starke,62149.62109375,Dollars/store,18149,512
Indiana,Steuben,90712.4140625,Dollars/store,18151,515
Indiana,Sullivan,47165.59375,Dollars/store,18153,518
Indiana,Switzerland,46532.98828125,Dollars/store,18155,526
Indiana,Tippecanoe,240717.453125,Dollars/store,18157,530
Indiana,Tipton,136075.953125,Dollars/store,18159,534
Indiana,Union,51110.5859375,Dollars/store,18161,538
Indiana,Vanderburgh,100695.5390625,Dollars/store,18163,543
Indiana,Vermillion,99109.6796875,Dollars/store,18165,548
Indiana,Vigo,186144.359375,Dollars/store,18167,553
Indiana,Wabash,92932.40625,Dollars/store,18169,555
Indiana,Warren,23561.0625,Dollars/store,18171,567
Indiana,Warrick,68006.609375,Dollars/store,18173,575
Indiana,Washington,66608.40625,Dollars/store,18175,584
Indiana,Wayne,152386.328125,Dollars/store,18177,586
Indiana,Wells,113195.0234375,Dollars/store,18179,590
Indiana,White,224269.71875,Dollars/store,18181,594
Indiana,Whitley,89851.0546875,Dollars/store,18183,597
Iowa,Adair,19467.19921875,Dollars/store,19001,598
Iowa,Adams,42007.0,Dollars/store,19003,602
Iowa,Allamakee,39445.19921875,Dollars/store,19005,608
Iowa,Appanoose,64152.75,Dollars/store,19007,611
Iowa,Audubon,38624.0,Dollars/store,19009,615
Iowa,Benton,36664.25,Dollars/store,19011,619
Iowa,Black Hawk,112068.390625,Dollars/store,19013,623
Iowa,Boone,41604.16796875,Dollars/store,19015,625
Iowa,Bremer,34116.0,Dollars/store,19017,631
Iowa,Buchanan,45816.0,Dollars/store,19019,632
Iowa,Buena Vista,114389.203125,Dollars/store,19021,633
Iowa,Butler,9281.599609375,Dollars/store,19023,361
Iowa,Calhoun,19192.333984375,Dollars/store,19025,365
Iowa,Carroll,37367.625,Dollars/store,19027,369
Iowa,Cass,43358.5,Dollars/store,19029,374
Iowa,Cedar,24706.5,Dollars/store,19031,379
Iowa,Cerro Gordo,102393.0,Dollars/store,19033,383
Iowa,Cherokee,30140.0,Dollars/store,19035,388
Iowa,Chickasaw,48340.0,Dollars/store,19037,393
Iowa,Clarke,84740.6640625,Dollars/store,19039,397
Iowa,Clay,79518.25,Dollars/store,19041,398
Iowa,Clayton,33236.83203125,Dollars/store,19043,402
Iowa,Clinton,84494.0,Dollars/store,19045,404
Iowa,Crawford,125665.25,Dollars/store,19047,408
Iowa,Dallas,67732.0,Dollars/store,19049,413
Iowa,Davis,67005.0,Dollars/store,19051,416
Iowa,Decatur,43412.33203125,Dollars/store,19053,419
Iowa,Delaware,41231.66796875,Dollars/store,19055,421
Iowa,Des Moines,77019.78125,Dollars/store,19057,424
Iowa,Dickinson,30331.19921875,Dollars/store,19059,427
Iowa,Dubuque,60969.80859375,Dollars/store,19061,434
Iowa,Emmet,52592.33203125,Dollars/store,19063,437
Iowa,Fayette,44546.33203125,Dollars/store,19065,442
Iowa,Floyd,93941.6640625,Dollars/store,19067,447
Iowa,Franklin,71270.5,Dollars/store,19069,451
Iowa,Fremont,37690.19921875,Dollars/store,19071,455
Iowa,Greene,105548.0,Dollars/store,19073,458
Iowa,Grundy,15165.0,Dollars/store,19075,460
Iowa,Guthrie,26025.5,Dollars/store,19077,467
Iowa,Hamilton,53636.5,Dollars/store,19079,469
Iowa,Hancock,19153.5,Dollars/store,19081,470
Iowa,Hardin,47235.5,Dollars/store,19083,475
Iowa,Harrison,21734.400390625,Dollars/store,19085,478
Iowa,Henry,79552.5,Dollars/store,19087,479
Iowa,Howard,43255.5,Dollars/store,19089,481
Iowa,Humboldt,64760.0,Dollars/store,19091,487
Iowa,Ida,41702.0,Dollars/store,19093,491
Iowa,Iowa,34974.0,Dollars/store,19095,495
Iowa,Jackson,43700.3984375,Dollars/store,19097,499
Iowa,Jasper,39596.6015625,Dollars/store,19099,505
Iowa,Jefferson,219001.0,Dollars/store,19101,507
Iowa,Johnson,73475.8203125,Dollars/store,19103,508
Iowa,Jones,26166.0,Dollars/store,19105,516
Iowa,Keokuk,18564.333984375,Dollars/store,19107,520
Iowa,Kossuth,32828.5,Dollars/store,19109,523
Iowa,Lee,55472.19921875,Dollars/store,19111,531
Iowa,Linn,86836.8125,Dollars/store,19113,535
Iowa,Louisa,44640.33203125,Dollars/store,19115,539
Iowa,Lucas,77685.0,Dollars/store,19117,542
Iowa,Lyon,19779.0,Dollars/store,19119,546
Iowa,Madison,28418.0,Dollars/store,19121,550
Iowa,Mahaska,77864.3984375,Dollars/store,19123,554
Iowa,Marion,40889.6015625,Dollars/store,19125,561
Iowa,Marshall,179257.578125,Dollars/store,19127,568
Iowa,Mills,33212.25,Dollars/store,19129,569
Iowa,Mitchell,16688.0,Dollars/store,19131,572
Iowa,Monona,27051.25,Dollars/store,19133,576
Iowa,Monroe,51239.5,Dollars/store,19135,580
Iowa,Montgomery,50290.75,Dollars/store,19137,595
Iowa,Muscatine,101539.4453125,Dollars/store,19139,600
Iowa,O'Brien,23862.125,Dollars/store,19141,604
Iowa,Osceola,59776.0,Dollars/store,19143,607
Iowa,Page,56062.33203125,Dollars/store,19145,612
Iowa,Palo Alto,22627.0,Dollars/store,19147,618
Iowa,Plymouth,44268.33203125,Dollars/store,19149,622
Iowa,Pocahontas,20807.333984375,Dollars/store,19151,624
Iowa,Polk,94259.0546875,Dollars/store,19153,629
Iowa,Pottawattamie,121021.9375,Dollars/store,19155,637
Iowa,Poweshiek,39609.33203125,Dollars/store,19157,640
Iowa,Ringgold,21021.5,Dollars/store,19159,642
Iowa,Sac,9553.7998046875,Dollars/store,19161,647
Iowa,Scott,103650.6640625,Dollars/store,19163,657
Iowa,Shelby,30851.5,Dollars/store,19165,660
Iowa,Sioux,71715.0,Dollars/store,19167,663
Iowa,Story,60929.76953125,Dollars/store,19169,668
Iowa,Tama,46298.0,Dollars/store,19171,671
Iowa,Taylor,36120.5,Dollars/store,19173,674
Iowa,Union,79053.25,Dollars/store,19175,675
Iowa,Van Buren,7631.66650390625,Dollars/store,19177,678
Iowa,Wapello,118223.4453125,Dollars/store,19179,681
Iowa,Warren,41026.109375,Dollars/store,19181,685
Iowa,Washington,54717.3984375,Dollars/store,19183,687
Iowa,Wayne,25309.0,Dollars/store,19185,691
Iowa,Webster,94834.625,Dollars/store,19187,694
Iowa,Winnebago,27104.400390625,Dollars/store,19189,696
Iowa,Winneshiek,41464.0,Dollars/store,19191,698
Iowa,Woodbury,132004.578125,Dollars/store,19193,702
Iowa,Worth,10137.5,Dollars/store,19195,703
Iowa,Wright,50555.19921875,Dollars/store,19197,705
Kansas,Allen,79379.0,Dollars/store,20001,709
Kansas,Anderson,108727.0,Dollars/store,20003,712
Kansas,Atchison,169434.5,Dollars/store,20005,715
Kansas,Barber,53781.5,Dollars/store,20007,717
Kansas,Barton,103381.6640625,Dollars/store,20009,719
Kansas,Bourbon,111436.3359375,Dollars/store,20011,722
Kansas,Brown,80456.3359375,Dollars/store,20013,723
Kansas,Butler,107388.1640625,Dollars/store,20015,726
Kansas,Chase,16609.0,Dollars/store,20017,729
Kansas,Chautauqua,26260.5,Dollars/store,20019,730
Kansas,Cherokee,95218.75,Dollars/store,20021,732
Kansas,Cheyenne,17324.0,Dollars/store,20023,736
Kansas,Clark,12488.0,Dollars/store,20025,738
Kansas,Clay,44976.0,Dollars/store,20027,739
Kansas,Cloud,69393.6640625,Dollars/store,20029,740
Kansas,Coffey,60922.0,Dollars/store,20031,745
Kansas,Comanche,17208.0,Dollars/store,20033,748
Kansas,Cowley,137641.5,Dollars/store,20035,752
Kansas,Crawford,150551.40625,Dollars/store,20037,756
Kansas,Decatur,37887.0,Dollars/store,20039,759
Kansas,Dickinson,90801.6640625,Dollars/store,20041,762
Kansas,Doniphan,23466.333984375,Dollars/store,20043,765
Kansas,Douglas,84795.6640625,Dollars/store,20045,767
Kansas,Edwards,52844.0,Dollars/store,20047,770
Kansas,Elk,13948.5,Dollars/store,20049,773
Kansas,Ellis,96995.5,Dollars/store,20051,774
Kansas,Ellsworth,36422.0,Dollars/store,20053,776
Kansas,Finney,536818.0,Dollars/store,20055,778
Kansas,Ford,545148.3125,Dollars/store,20057,784
Kansas,Franklin,139874.0,Dollars/store,20059,786
Kansas,Geary,570158.3125,Dollars/store,20061,788
Kansas,Gove,12579.5,Dollars/store,20063,790
Kansas,Graham,53500.0,Dollars/store,20065,791
Kansas,Grant,116169.5,Dollars/store,20067,794
Kansas,Gray,58666.0,Dollars/store,20069,798
Kansas,Greeley,25070.0,Dollars/store,20071,801
Kansas,Greenwood,56571.5,Dollars/store,20073,803
Kansas,Hamilton,73783.0,Dollars/store,20075,805
Kansas,Harper,36440.66796875,Dollars/store,20077,807
Kansas,Harvey,124734.0,Dollars/store,20079,812
Kansas,Haskell,29093.0,Dollars/store,20081,815
Kansas,Hodgeman,22306.0,Dollars/store,20083,818
Kansas,Jackson,58850.33203125,Dollars/store,20085,819
Kansas,Jefferson,24649.19921875,Dollars/store,20087,821
Kansas,Jewell,11633.0,Dollars/store,20089,822
Kansas,Johnson,150593.796875,Dollars/store,20091,824
Kansas,Kearny,56292.0,Dollars/store,20093,826
Kansas,Kingman,105552.0,Dollars/store,20095,827
Kansas,Kiowa,21296.0,Dollars/store,20097,829
Kansas,Labette,79937.8359375,Dollars/store,20099,831
Kansas,Lane,11884.5,Dollars/store,20101,833
Kansas,Leavenworth,132417.59375,Dollars/store,20103,836
Kansas,Lincoln,54414.0,Dollars/store,20105,838
Kansas,Linn,36104.33203125,Dollars/store,20107,840
Kansas,Logan,37741.0,Dollars/store,20109,842
Kansas,Lyon,138284.203125,Dollars/store,20111,844
Kansas,McPherson,59492.0,Dollars/store,20113,846
Kansas,Marion,25535.0,Dollars/store,20115,848
Kansas,Marshall,49624.66796875,Dollars/store,20117,850
Kansas,Meade,72032.0,Dollars/store,20119,851
Kansas,Miami,71383.3984375,Dollars/store,20121,853
Kansas,Mitchell,80655.0,Dollars/store,20123,854
Kansas,Montgomery,122345.140625,Dollars/store,20125,856
Kansas,Morris,53208.0,Dollars/store,20127,858
Kansas,Morton,41340.0,Dollars/store,20129,859
Kansas,Nemaha,27802.333984375,Dollars/store,20131,861
Kansas,Neosho,67828.796875,Dollars/store,20133,862
Kansas,Ness,12929.0,Dollars/store,20135,864
Kansas,Norton,35750.0,Dollars/store,20137,866
Kansas,Osage,44726.0,Dollars/store,20139,867
Kansas,Osborne,21601.5,Dollars/store,20141,869
Kansas,Ottawa,45027.0,Dollars/store,20143,870
Kansas,Pawnee,118428.0,Dollars/store,20145,872
Kansas,Phillips,52279.0,Dollars/store,20147,873
Kansas,Pottawatomie,134910.40625,Dollars/store,20149,876
Kansas,Pratt,105662.0,Dollars/store,20151,878
Kansas,Rawlins,20447.0,Dollars/store,20153,880
Kansas,Reno,197498.0,Dollars/store,20155,882
Kansas,Republic,64563.0,Dollars/store,20157,884
Kansas,Rice,53416.33203125,Dollars/store,20159,886
Kansas,Riley,74514.75,Dollars/store,20161,888
Kansas,Rooks,43498.5,Dollars/store,20163,889
Kansas,Rush,9818.0,Dollars/store,20165,891
Kansas,Russell,46050.5,Dollars/store,20167,893
Kansas,Saline,250615.59375,Dollars/store,20169,895
Kansas,Scott,59366.5,Dollars/store,20171,897
Kansas,Sedgwick,250242.75,Dollars/store,20173,898
Kansas,Seward,385758.34375,Dollars/store,20175,900
Kansas,Shawnee,207726.875,Dollars/store,20177,902
Kansas,Sheridan,18580.0,Dollars/store,20179,904
Kansas,Sherman,125587.0,Dollars/store,20181,907
Kansas,Smith,22703.0,Dollars/store,20183,909
Kansas,Stafford,30581.5,Dollars/store,20185,911
Kansas,Stanton,53218.0,Dollars/store,20187,913
Kansas,Stevens,141941.0,Dollars/store,20189,914
Kansas,Sumner,60155.0,Dollars/store,20191,916
Kansas,Thomas,67485.5,Dollars/store,20193,917
Kansas,Trego,30238.0,Dollars/store,20195,919
Kansas,Wabaunsee,0,Dollars/store,20197,920
Kansas,Wallace,10030.0,Dollars/store,20199,921
Kansas,Washington,12506.25,Dollars/store,20201,922
Kansas,Wichita,43463.0,Dollars/store,20203,923
Kansas,Wilson,95055.5,Dollars/store,20205,925
