State,County,Vegetable acres harvested for fresh market per 1000 pop 2012 (FRESHVEG_ACRESPTH12),Units,FIPS,FID
Montana,Glacier,nan,"Acres/1,000 pop",30035.0,1186
Montana,Golden Valley,0.0,"Acres/1,000 pop",30037.0,1189
Montana,Granite,0.0,"Acres/1,000 pop",30039.0,1192
Montana,Hill,nan,"Acres/1,000 pop",30041.0,1195
Montana,Jefferson,nan,"Acres/1,000 pop",30043.0,1199
Montana,Judith Basin,nan,"Acres/1,000 pop",30045.0,1202
Montana,Lake,47.47631352282515,"Acres/1,000 pop",30047.0,1207
Montana,Lewis and Clark,nan,"Acres/1,000 pop",30049.0,1211
Montana,Liberty,10.012515644555695,"Acres/1,000 pop",30051.0,1214
Montana,Lincoln,0.8214395728514221,"Acres/1,000 pop",30053.0,1219
Montana,McCone,nan,"Acres/1,000 pop",30055.0,1223
Montana,Madison,123.26816004143468,"Acres/1,000 pop",30057.0,1226
Montana,Meagher,0.0,"Acres/1,000 pop",30059.0,1231
Montana,Mineral,0.0,"Acres/1,000 pop",30061.0,1234
Montana,Missoula,0.4501381924250745,"Acres/1,000 pop",30063.0,1239
Montana,Musselshell,nan,"Acres/1,000 pop",30065.0,1241
Montana,Park,0.9631437010401952,"Acres/1,000 pop",30067.0,1244
Montana,Petroleum,0.0,"Acres/1,000 pop",30069.0,1247
Montana,Phillips,nan,"Acres/1,000 pop",30071.0,1250
Montana,Pondera,nan,"Acres/1,000 pop",30073.0,1254
Montana,Powder River,0.0,"Acres/1,000 pop",30075.0,1259
Montana,Powell,0.0,"Acres/1,000 pop",30077.0,1262
Montana,Prairie,nan,"Acres/1,000 pop",30079.0,1264
Montana,Ravalli,1.92,"Acres/1,000 pop",30081.0,1268
Montana,Richland,nan,"Acres/1,000 pop",30083.0,1271
Montana,Roosevelt,0.0,"Acres/1,000 pop",30085.0,1275
Montana,Rosebud,0.746985380428983,"Acres/1,000 pop",30087.0,1277
Montana,Sanders,2.638290387828687,"Acres/1,000 pop",30089.0,1278
Montana,Sheridan,nan,"Acres/1,000 pop",30091.0,1281
Montana,Silver Bow,0.0,"Acres/1,000 pop",30093.0,1284
Montana,Stillwater,0.0,"Acres/1,000 pop",30095.0,1286
Montana,Sweet Grass,0.0,"Acres/1,000 pop",30097.0,1288
Montana,Teton,6.095551894563426,"Acres/1,000 pop",30099.0,1290
Montana,Toole,0.0,"Acres/1,000 pop",30101.0,1292
Montana,Treasure,0.0,"Acres/1,000 pop",30103.0,1293
Montana,Valley,0.0,"Acres/1,000 pop",30105.0,1296
Montana,Wheatland,9.047619047619047,"Acres/1,000 pop",30107.0,1298
Montana,Wibaux,nan,"Acres/1,000 pop",30109.0,1300
Montana,Yellowstone,nan,"Acres/1,000 pop",30111.0,1302
Nebraska,Adams,0.4778896393526188,"Acres/1,000 pop",31001.0,1303
Nebraska,Antelope,0.0,"Acres/1,000 pop",31003.0,1305
Nebraska,Arthur,0.0,"Acres/1,000 pop",31005.0,1307
Nebraska,Banner,0.0,"Acres/1,000 pop",31007.0,1308
Nebraska,Blaine,0.0,"Acres/1,000 pop",31009.0,1309
Nebraska,Boone,0.0,"Acres/1,000 pop",31011.0,1310
Nebraska,Box Butte,nan,"Acres/1,000 pop",31013.0,1315
Nebraska,Boyd,0.0,"Acres/1,000 pop",31015.0,1317
Nebraska,Brown,0.0,"Acres/1,000 pop",31017.0,1319
Nebraska,Buffalo,0.902318749344245,"Acres/1,000 pop",31019.0,1321
Nebraska,Burt,nan,"Acres/1,000 pop",31021.0,1323
Nebraska,Butler,7.462686567164179,"Acres/1,000 pop",31023.0,1325
Nebraska,Cass,nan,"Acres/1,000 pop",31025.0,1326
Nebraska,Cedar,0.3425439598081754,"Acres/1,000 pop",31027.0,1329
Nebraska,Chase,nan,"Acres/1,000 pop",31029.0,1330
Nebraska,Cherry,nan,"Acres/1,000 pop",31031.0,1333
Nebraska,Cheyenne,0.0,"Acres/1,000 pop",31033.0,1334
Nebraska,Clay,nan,"Acres/1,000 pop",31035.0,1336
Nebraska,Colfax,0.0,"Acres/1,000 pop",31037.0,1338
Nebraska,Cuming,nan,"Acres/1,000 pop",31039.0,1340
Nebraska,Custer,1.5755329008341057,"Acres/1,000 pop",31041.0,1342
Nebraska,Dakota,0.9618621651517338,"Acres/1,000 pop",31043.0,1344
Nebraska,Dawes,nan,"Acres/1,000 pop",31045.0,1347
Nebraska,Dawson,0.33257119102057786,"Acres/1,000 pop",31047.0,1349
Nebraska,Deuel,0.0,"Acres/1,000 pop",31049.0,1351
Nebraska,Dixon,nan,"Acres/1,000 pop",31051.0,1353
Nebraska,Dodge,1.9647973802701595,"Acres/1,000 pop",31053.0,1354
Nebraska,Douglas,0.5888395158347035,"Acres/1,000 pop",31055.0,1358
Nebraska,Dundy,nan,"Acres/1,000 pop",31057.0,1360
Nebraska,Fillmore,1.221427325074158,"Acres/1,000 pop",31059.0,1363
Nebraska,Franklin,0.0,"Acres/1,000 pop",31061.0,1369
Nebraska,Frontier,0.0,"Acres/1,000 pop",31063.0,1371
Nebraska,Furnas,nan,"Acres/1,000 pop",31065.0,1374
Nebraska,Gage,1.2416076519819739,"Acres/1,000 pop",31067.0,1378
Nebraska,Garden,0.0,"Acres/1,000 pop",31069.0,1381
Nebraska,Garfield,0.0,"Acres/1,000 pop",31071.0,1391
Nebraska,Gosper,nan,"Acres/1,000 pop",31073.0,1393
Nebraska,Grant,0.0,"Acres/1,000 pop",31075.0,1395
Nebraska,Greeley,0.0,"Acres/1,000 pop",31077.0,1397
Nebraska,Hall,0.09944806324896822,"Acres/1,000 pop",31079.0,1402
Nebraska,Hamilton,0.2217049107637734,"Acres/1,000 pop",31081.0,1405
Nebraska,Harlan,1.756440281030445,"Acres/1,000 pop",31083.0,1409
Nebraska,Hayes,nan,"Acres/1,000 pop",31085.0,1411
Nebraska,Hitchcock,0.6934812760055479,"Acres/1,000 pop",31087.0,1414
Nebraska,Holt,nan,"Acres/1,000 pop",31089.0,1416
Nebraska,Hooker,0.0,"Acres/1,000 pop",31091.0,1418
Nebraska,Howard,47.08306911857958,"Acres/1,000 pop",31093.0,1311
Nebraska,Jefferson,0.0,"Acres/1,000 pop",31095.0,1312
Nebraska,Johnson,0.1936108422071636,"Acres/1,000 pop",31097.0,1313
Nebraska,Kearney,1.0744435917114352,"Acres/1,000 pop",31099.0,1314
Nebraska,Keith,nan,"Acres/1,000 pop",31101.0,1316
Nebraska,Keya Paha,nan,"Acres/1,000 pop",31103.0,1318
Nebraska,Kimball,0.0,"Acres/1,000 pop",31105.0,1320
Nebraska,Knox,0.23293733985557885,"Acres/1,000 pop",31107.0,1322
Nebraska,Lancaster,0.3950630738631719,"Acres/1,000 pop",31109.0,1324
Nebraska,Lincoln,nan,"Acres/1,000 pop",31111.0,1327
Nebraska,Logan,nan,"Acres/1,000 pop",31113.0,1328
Nebraska,Loup,0.0,"Acres/1,000 pop",31115.0,1331
Nebraska,McPherson,0.0,"Acres/1,000 pop",31117.0,1332
Nebraska,Madison,2.6199629787839953,"Acres/1,000 pop",31119.0,1335
Nebraska,Merrick,nan,"Acres/1,000 pop",31121.0,1337
Nebraska,Morrill,nan,"Acres/1,000 pop",31123.0,1339
Nebraska,Nance,0.0,"Acres/1,000 pop",31125.0,1341
Nebraska,Nemaha,0.6948304613674263,"Acres/1,000 pop",31127.0,1343
Nebraska,Nuckolls,nan,"Acres/1,000 pop",31129.0,1345
Nebraska,Otoe,1.4598540145985401,"Acres/1,000 pop",31131.0,1348
Nebraska,Pawnee,1.8005041411595246,"Acres/1,000 pop",31133.0,1350
Nebraska,Perkins,0.3402517863218782,"Acres/1,000 pop",31135.0,1352
Nebraska,Phelps,nan,"Acres/1,000 pop",31137.0,1355
Nebraska,Pierce,1.6736401673640167,"Acres/1,000 pop",31139.0,1356
Nebraska,Platte,nan,"Acres/1,000 pop",31141.0,1359
Nebraska,Polk,nan,"Acres/1,000 pop",31143.0,1362
Nebraska,Red Willow,nan,"Acres/1,000 pop",31145.0,1364
Nebraska,Richardson,0.6032090722644469,"Acres/1,000 pop",31147.0,1365
Nebraska,Rock,0.0,"Acres/1,000 pop",31149.0,1366
Nebraska,Saline,nan,"Acres/1,000 pop",31151.0,1367
Nebraska,Sarpy,0.5365486058779201,"Acres/1,000 pop",31153.0,1368
Nebraska,Saunders,25.11525163273146,"Acres/1,000 pop",31155.0,1370
Nebraska,Scotts Bluff,0.21672581475360986,"Acres/1,000 pop",31157.0,1373
Nebraska,Seward,nan,"Acres/1,000 pop",31159.0,1375
Nebraska,Sheridan,nan,"Acres/1,000 pop",31161.0,1376
Nebraska,Sherman,nan,"Acres/1,000 pop",31163.0,1377
Nebraska,Sioux,5.29500756429652,"Acres/1,000 pop",31165.0,1380
Nebraska,Stanton,5.244182235332677,"Acres/1,000 pop",31167.0,1382
Nebraska,Thayer,nan,"Acres/1,000 pop",31169.0,1383
Nebraska,Thomas,0.0,"Acres/1,000 pop",31171.0,1384
Nebraska,Thurston,nan,"Acres/1,000 pop",31173.0,1385
Nebraska,Valley,0.0,"Acres/1,000 pop",31175.0,1386
Nebraska,Washington,2.562333694688085,"Acres/1,000 pop",31177.0,1387
Nebraska,Wayne,nan,"Acres/1,000 pop",31179.0,1388
Nebraska,Webster,0.0,"Acres/1,000 pop",31181.0,1389
Nebraska,Wheeler,0.0,"Acres/1,000 pop",31183.0,1390
Nebraska,York,nan,"Acres/1,000 pop",31185.0,1392
Nevada,Churchill,nan,"Acres/1,000 pop",32001.0,1396
Nevada,Clark,0.121108755662585,"Acres/1,000 pop",32003.0,1399
Nevada,Douglas,nan,"Acres/1,000 pop",32005.0,1400
Nevada,Elko,0.9979258795444762,"Acres/1,000 pop",32007.0,1401
Nevada,Esmeralda,0.0,"Acres/1,000 pop",32009.0,1404
Nevada,Eureka,0.0,"Acres/1,000 pop",32011.0,1406
Nevada,Humboldt,nan,"Acres/1,000 pop",32013.0,1407
Nevada,Lander,nan,"Acres/1,000 pop",32015.0,1408
Nevada,Lincoln,nan,"Acres/1,000 pop",32017.0,1410
Nevada,Lyon,nan,"Acres/1,000 pop",32019.0,1412
Nevada,Mineral,0.0,"Acres/1,000 pop",32021.0,1415
Nevada,Nye,nan,"Acres/1,000 pop",32023.0,1417
Nevada,Pershing,0.0,"Acres/1,000 pop",32027.0,1419
Nevada,Storey,0.0,"Acres/1,000 pop",32029.0,1420
Nevada,Washoe,1.081149093722112,"Acres/1,000 pop",32031.0,1423
Nevada,White Pine,nan,"Acres/1,000 pop",32033.0,1425
Nevada,Carson City,0.0,"Acres/1,000 pop",32510.0,1428
New Hampshire,Belknap,nan,"Acres/1,000 pop",33001.0,1432
New Hampshire,Carroll,nan,"Acres/1,000 pop",33003.0,1435
New Hampshire,Cheshire,3.7518075114312883,"Acres/1,000 pop",33005.0,1437
New Hampshire,Coos,nan,"Acres/1,000 pop",33007.0,1440
New Hampshire,Grafton,nan,"Acres/1,000 pop",33009.0,1442
New Hampshire,Hillsborough,3.0473796756912486,"Acres/1,000 pop",33011.0,1443
New Hampshire,Merrimack,4.524209623980352,"Acres/1,000 pop",33013.0,1444
New Hampshire,Rockingham,1.8332174981617462,"Acres/1,000 pop",33015.0,1448
New Hampshire,Strafford,1.7653100526383363,"Acres/1,000 pop",33017.0,1453
New Hampshire,Sullivan,3.6588472315494522,"Acres/1,000 pop",33019.0,1454
New Jersey,Atlantic,nan,"Acres/1,000 pop",34001.0,1461
New Jersey,Bergen,0.07717340973863214,"Acres/1,000 pop",34003.0,1465
New Jersey,Burlington,7.694575014349763,"Acres/1,000 pop",34005.0,1470
New Jersey,Camden,nan,"Acres/1,000 pop",34007.0,1472
New Jersey,Cape May,nan,"Acres/1,000 pop",34009.0,1477
New Jersey,Cumberland,57.15481649194239,"Acres/1,000 pop",34011.0,1482
New Jersey,Essex,nan,"Acres/1,000 pop",34013.0,1483
New Jersey,Gloucester,19.80539764392394,"Acres/1,000 pop",34015.0,1484
New Jersey,Hudson,0.0,"Acres/1,000 pop",34017.0,1487
New Jersey,Hunterdon,nan,"Acres/1,000 pop",34019.0,1488
New Jersey,Mercer,nan,"Acres/1,000 pop",34021.0,1493
New Jersey,Middlesex,1.6443578879459835,"Acres/1,000 pop",34023.0,1497
New Jersey,Monmouth,2.7246353773397445,"Acres/1,000 pop",34025.0,1504
New Jersey,Morris,nan,"Acres/1,000 pop",34027.0,1511
New Jersey,Ocean,1.2194449802959737,"Acres/1,000 pop",34029.0,1546
New Jersey,Passaic,0.1998448728907462,"Acres/1,000 pop",34031.0,1551
New Jersey,Salem,100.99610088948458,"Acres/1,000 pop",34033.0,1553
New Jersey,Somerset,0.7089091318449284,"Acres/1,000 pop",34035.0,1558
New Jersey,Sussex,nan,"Acres/1,000 pop",34037.0,1561
New Jersey,Union,nan,"Acres/1,000 pop",34039.0,1566
New Jersey,Warren,15.994346184604513,"Acres/1,000 pop",34041.0,1570
New Mexico,Bernalillo,0.24221782366542438,"Acres/1,000 pop",35001.0,1574
New Mexico,Catron,2.195992314026901,"Acres/1,000 pop",35003.0,1576
New Mexico,Chaves,0.7600401301188703,"Acres/1,000 pop",35005.0,1578
New Mexico,Cibola,0.9147791723078049,"Acres/1,000 pop",35006.0,1580
New Mexico,Colfax,0.0,"Acres/1,000 pop",35007.0,1582
New Mexico,Curry,nan,"Acres/1,000 pop",35009.0,1586
New Mexico,De Baca,nan,"Acres/1,000 pop",35011.0,1589
New Mexico,Doña Ana,23.215251739511633,"Acres/1,000 pop",35013.0,1590
New Mexico,Eddy,nan,"Acres/1,000 pop",35015.0,1592
New Mexico,Grant,0.7159660427534008,"Acres/1,000 pop",35017.0,1594
New Mexico,Guadalupe,nan,"Acres/1,000 pop",35019.0,1595
New Mexico,Harding,0.0,"Acres/1,000 pop",35021.0,1597
New Mexico,Hidalgo,39.490179690764734,"Acres/1,000 pop",35023.0,1600
New Mexico,Lea,nan,"Acres/1,000 pop",35025.0,1604
New Mexico,Lincoln,0.0,"Acres/1,000 pop",35027.0,1613
New Mexico,Los Alamos,0.0,"Acres/1,000 pop",35028.0,1618
New Mexico,Luna,105.4926591190943,"Acres/1,000 pop",35029.0,1622
New Mexico,McKinley,1.705428488907838,"Acres/1,000 pop",35031.0,1626
New Mexico,Mora,1.496365968362548,"Acres/1,000 pop",35033.0,1629
New Mexico,Otero,nan,"Acres/1,000 pop",35035.0,1633
New Mexico,Quay,nan,"Acres/1,000 pop",35037.0,1637
New Mexico,Rio Arriba,7.77717040202753,"Acres/1,000 pop",35039.0,1639
New Mexico,Roosevelt,37.80727630285153,"Acres/1,000 pop",35041.0,1642
New Mexico,Sandoval,1.7725651233040616,"Acres/1,000 pop",35043.0,1646
New Mexico,San Juan,nan,"Acres/1,000 pop",35045.0,1650
New Mexico,San Miguel,0.6889899407468651,"Acres/1,000 pop",35047.0,1652
New Mexico,Santa Fe,1.626505200716209,"Acres/1,000 pop",35049.0,1654
New Mexico,Sierra,22.731099511702308,"Acres/1,000 pop",35051.0,1657
New Mexico,Socorro,nan,"Acres/1,000 pop",35053.0,1659
New Mexico,Taos,2.771855010660981,"Acres/1,000 pop",35055.0,1662
New Mexico,Torrance,nan,"Acres/1,000 pop",35057.0,1664
New Mexico,Union,nan,"Acres/1,000 pop",35059.0,1667
New Mexico,Valencia,0.8085761235295652,"Acres/1,000 pop",35061.0,1670
New York,Albany,2.2289740518701517,"Acres/1,000 pop",36001.0,1673
New York,Allegany,nan,"Acres/1,000 pop",36003.0,1674
New York,Bronx,0.0,"Acres/1,000 pop",36005.0,1681
New York,Broome,nan,"Acres/1,000 pop",36007.0,1683
New York,Cattaraugus,2.909942934885303,"Acres/1,000 pop",36009.0,1687
New York,Cayuga,51.54859201787754,"Acres/1,000 pop",36011.0,1689
New York,Chautauqua,nan,"Acres/1,000 pop",36013.0,1694
New York,Chemung,1.5905552381912476,"Acres/1,000 pop",36015.0,1696
New York,Chenango,5.213346166185435,"Acres/1,000 pop",36017.0,1699
New York,Clinton,6.181058597901372,"Acres/1,000 pop",36019.0,1702
New York,Columbia,9.512238013780754,"Acres/1,000 pop",36021.0,1704
New York,Cortland,nan,"Acres/1,000 pop",36023.0,1706
New York,Delaware,4.627868644605046,"Acres/1,000 pop",36025.0,1707
New York,Dutchess,3.384128906381404,"Acres/1,000 pop",36027.0,1711
New York,Erie,3.110499320427061,"Acres/1,000 pop",36029.0,1723
New York,Essex,5.112605127942944,"Acres/1,000 pop",36031.0,1728
New York,Franklin,nan,"Acres/1,000 pop",36033.0,1731
New York,Fulton,nan,"Acres/1,000 pop",36035.0,1734
New York,Genesee,81.98446504635429,"Acres/1,000 pop",36037.0,1736
New York,Greene,nan,"Acres/1,000 pop",36039.0,1739
New York,Hamilton,3.3382015439182138,"Acres/1,000 pop",36041.0,1742
New York,Herkimer,nan,"Acres/1,000 pop",36043.0,1745
New York,Jefferson,2.268737786904249,"Acres/1,000 pop",36045.0,1782
New York,Kings,0.0015540027614629071,"Acres/1,000 pop",36047.0,1788
New York,Lewis,2.715197769134806,"Acres/1,000 pop",36049.0,1790
New York,Livingston,19.57791857435755,"Acres/1,000 pop",36051.0,1791
New York,Madison,10.06952107702494,"Acres/1,000 pop",36053.0,1796
New York,Monroe,6.835036305287605,"Acres/1,000 pop",36055.0,1804
New York,Montgomery,6.9038874505790035,"Acres/1,000 pop",36057.0,1807
New York,Nassau,nan,"Acres/1,000 pop",36059.0,1839
New York,New York,0.0,"Acres/1,000 pop",36061.0,1847
New York,Niagara,nan,"Acres/1,000 pop",36063.0,1850
New York,Oneida,3.8163861003200976,"Acres/1,000 pop",36065.0,1852
New York,Onondaga,3.5488832462334563,"Acres/1,000 pop",36067.0,1853
New York,Ontario,19.45861482604899,"Acres/1,000 pop",36069.0,1856
New York,Orange,15.215519776700015,"Acres/1,000 pop",36071.0,1859
New York,Orleans,282.53549647978525,"Acres/1,000 pop",36073.0,1862
New York,Oswego,19.6591320369822,"Acres/1,000 pop",36075.0,1864
New York,Otsego,3.6230711998188463,"Acres/1,000 pop",36077.0,1868
New York,Putnam,nan,"Acres/1,000 pop",36079.0,1870
New York,Queens,nan,"Acres/1,000 pop",36081.0,1872
New York,Rensselaer,9.25229898017991,"Acres/1,000 pop",36083.0,1874
New York,Richmond,0.0,"Acres/1,000 pop",36085.0,1876
New York,Rockland,nan,"Acres/1,000 pop",36087.0,1879
New York,St. Lawrence,4.200897020293974,"Acres/1,000 pop",36089.0,1883
New York,Saratoga,1.496420723404829,"Acres/1,000 pop",36091.0,1885
New York,Schenectady,nan,"Acres/1,000 pop",36093.0,1887
New York,Schoharie,25.443547129805744,"Acres/1,000 pop",36095.0,1888
New York,Schuyler,nan,"Acres/1,000 pop",36097.0,1889
New York,Seneca,nan,"Acres/1,000 pop",36099.0,1890
New York,Steuben,8.517165519607646,"Acres/1,000 pop",36101.0,1891
New York,Suffolk,3.7906641395572405,"Acres/1,000 pop",36103.0,1924
New York,Sullivan,1.62430479754665,"Acres/1,000 pop",36105.0,1928
New York,Tioga,4.922783754813609,"Acres/1,000 pop",36107.0,1930
New York,Tompkins,nan,"Acres/1,000 pop",36109.0,1933
New York,Ulster,14.644823167747292,"Acres/1,000 pop",36111.0,1935
New York,Warren,0.7031381360725149,"Acres/1,000 pop",36113.0,1938
New York,Washington,12.261861328341874,"Acres/1,000 pop",36115.0,1942
New York,Wayne,47.313931861917716,"Acres/1,000 pop",36117.0,1952
New York,Westchester,nan,"Acres/1,000 pop",36119.0,1960
New York,Wyoming,14.087881546791893,"Acres/1,000 pop",36121.0,1962
New York,Yates,23.44275927612561,"Acres/1,000 pop",36123.0,1965
North Carolina,Alamance,1.0531653469594726,"Acres/1,000 pop",37001.0,1967
North Carolina,Alexander,nan,"Acres/1,000 pop",37003.0,1968
North Carolina,Alleghany,nan,"Acres/1,000 pop",37005.0,1970
North Carolina,Anson,1.861631396983397,"Acres/1,000 pop",37007.0,1972
North Carolina,Ashe,9.798504438796185,"Acres/1,000 pop",37009.0,1975
North Carolina,Avery,nan,"Acres/1,000 pop",37011.0,1977
North Carolina,Beaufort,2.967983665565075,"Acres/1,000 pop",37013.0,1981
North Carolina,Bertie,9.956773034144447,"Acres/1,000 pop",37015.0,1983
North Carolina,Bladen,nan,"Acres/1,000 pop",37017.0,1986
North Carolina,Brunswick,nan,"Acres/1,000 pop",37019.0,1995
North Carolina,Buncombe,2.874186773008848,"Acres/1,000 pop",37021.0,1422
North Carolina,Burke,1.2445135840880048,"Acres/1,000 pop",37023.0,1424
North Carolina,Cabarrus,nan,"Acres/1,000 pop",37025.0,1426
North Carolina,Caldwell,1.4160329105579903,"Acres/1,000 pop",37027.0,1429
North Carolina,Camden,nan,"Acres/1,000 pop",37029.0,1433
North Carolina,Carteret,nan,"Acres/1,000 pop",37031.0,1447
North Carolina,Caswell,5.092352839634041,"Acres/1,000 pop",37033.0,1449
North Carolina,Catawba,1.902924938025489,"Acres/1,000 pop",37035.0,1450
North Carolina,Chatham,1.8396886212978165,"Acres/1,000 pop",37037.0,1451
North Carolina,Cherokee,nan,"Acres/1,000 pop",37039.0,1452
North Carolina,Chowan,126.90975758810347,"Acres/1,000 pop",37041.0,1455
North Carolina,Clay,14.90578419424393,"Acres/1,000 pop",37043.0,1457
North Carolina,Cleveland,nan,"Acres/1,000 pop",37045.0,1458
North Carolina,Columbus,46.02931980824012,"Acres/1,000 pop",37047.0,1459
North Carolina,Craven,nan,"Acres/1,000 pop",37049.0,1462
North Carolina,Cumberland,nan,"Acres/1,000 pop",37051.0,1464
North Carolina,Currituck,4.868508655126498,"Acres/1,000 pop",37053.0,1481
North Carolina,Dare,0.0,"Acres/1,000 pop",37055.0,1485
North Carolina,Davidson,2.476821840064581,"Acres/1,000 pop",37057.0,1489
North Carolina,Davie,nan,"Acres/1,000 pop",37059.0,1490
North Carolina,Duplin,67.2036244651397,"Acres/1,000 pop",37061.0,1492
North Carolina,Durham,nan,"Acres/1,000 pop",37063.0,1494
North Carolina,Edgecombe,21.458688436350588,"Acres/1,000 pop",37065.0,1495
North Carolina,Forsyth,0.6565731352624476,"Acres/1,000 pop",37067.0,1496
North Carolina,Franklin,2.1108693534244796,"Acres/1,000 pop",37069.0,1498
North Carolina,Gaston,nan,"Acres/1,000 pop",37071.0,1499
North Carolina,Gates,nan,"Acres/1,000 pop",37073.0,1500
North Carolina,Graham,2.067777139574957,"Acres/1,000 pop",37075.0,1502
North Carolina,Granville,nan,"Acres/1,000 pop",37077.0,1503
North Carolina,Greene,nan,"Acres/1,000 pop",37079.0,1505
North Carolina,Guilford,nan,"Acres/1,000 pop",37081.0,1506
North Carolina,Halifax,11.385762234131326,"Acres/1,000 pop",37083.0,1508
North Carolina,Harnett,12.557572584405705,"Acres/1,000 pop",37085.0,1509
North Carolina,Haywood,7.58748575219884,"Acres/1,000 pop",37087.0,1512
North Carolina,Henderson,14.461376190079662,"Acres/1,000 pop",37089.0,1514
North Carolina,Hertford,31.071940971510557,"Acres/1,000 pop",37091.0,1515
North Carolina,Hoke,nan,"Acres/1,000 pop",37093.0,1517
North Carolina,Hyde,600.2093144950288,"Acres/1,000 pop",37095.0,1521
North Carolina,Iredell,0.823227296742723,"Acres/1,000 pop",37097.0,1525
North Carolina,Jackson,nan,"Acres/1,000 pop",37099.0,1528
North Carolina,Johnston,56.8038807404526,"Acres/1,000 pop",37101.0,1530
North Carolina,Jones,nan,"Acres/1,000 pop",37103.0,1536
North Carolina,Lee,1.3644403267918808,"Acres/1,000 pop",37105.0,1540
North Carolina,Lenoir,19.8843461499442,"Acres/1,000 pop",37107.0,1542
North Carolina,Lincoln,2.064257943593835,"Acres/1,000 pop",37109.0,1545
North Carolina,McDowell,0.8450265738619938,"Acres/1,000 pop",37111.0,1554
North Carolina,Macon,2.984986405012413,"Acres/1,000 pop",37113.0,1556
North Carolina,Madison,8.238337005460293,"Acres/1,000 pop",37115.0,1560
North Carolina,Martin,nan,"Acres/1,000 pop",37117.0,1563
North Carolina,Mecklenburg,0.08364070431668642,"Acres/1,000 pop",37119.0,1565
North Carolina,Mitchell,2.926829268292683,"Acres/1,000 pop",37121.0,1568
North Carolina,Montgomery,10.487108089538205,"Acres/1,000 pop",37123.0,1573
North Carolina,Moore,nan,"Acres/1,000 pop",37125.0,1584
North Carolina,Nash,77.91716970237783,"Acres/1,000 pop",37127.0,1588
North Carolina,New Hanover,0.21986530860007936,"Acres/1,000 pop",37129.0,1602
North Carolina,Northampton,3.5206308970567526,"Acres/1,000 pop",37131.0,1606
North Carolina,Onslow,nan,"Acres/1,000 pop",37133.0,1625
North Carolina,Orange,1.1114178204588048,"Acres/1,000 pop",37135.0,1630
North Carolina,Pamlico,0.2301849152152229,"Acres/1,000 pop",37137.0,1703
North Carolina,Pasquotank,55.26075474492188,"Acres/1,000 pop",37139.0,1714
North Carolina,Pender,5.401692901692901,"Acres/1,000 pop",37141.0,1718
North Carolina,Perquimans,nan,"Acres/1,000 pop",37143.0,1724
North Carolina,Person,nan,"Acres/1,000 pop",37145.0,1729
North Carolina,Pitt,0.8385186555943651,"Acres/1,000 pop",37147.0,1733
North Carolina,Polk,nan,"Acres/1,000 pop",37149.0,1738
North Carolina,Randolph,2.3336238648185117,"Acres/1,000 pop",37151.0,1741
North Carolina,Richmond,nan,"Acres/1,000 pop",37153.0,1744
North Carolina,Robeson,3.708574045891757,"Acres/1,000 pop",37155.0,1747
North Carolina,Rockingham,1.4452425634720334,"Acres/1,000 pop",37157.0,1751
North Carolina,Rowan,nan,"Acres/1,000 pop",37159.0,1754
North Carolina,Rutherford,2.157641771944705,"Acres/1,000 pop",37161.0,1764
North Carolina,Sampson,225.48942896042314,"Acres/1,000 pop",37163.0,1769
North Carolina,Scotland,0.7194443675807299,"Acres/1,000 pop",37165.0,1772
North Carolina,Stanly,nan,"Acres/1,000 pop",37167.0,1775
North Carolina,Stokes,5.624345073886358,"Acres/1,000 pop",37169.0,1777
North Carolina,Surry,4.202709319405908,"Acres/1,000 pop",37171.0,1780
North Carolina,Swain,1.845542305508234,"Acres/1,000 pop",37173.0,1784
North Carolina,Transylvania,8.045101325613286,"Acres/1,000 pop",37175.0,1786
North Carolina,Tyrrell,52.453468697123526,"Acres/1,000 pop",37177.0,1794
North Carolina,Union,nan,"Acres/1,000 pop",37179.0,1798
North Carolina,Vance,2.3083923379131246,"Acres/1,000 pop",37181.0,1801
North Carolina,Wake,1.1831076995431336,"Acres/1,000 pop",37183.0,1805
North Carolina,Warren,nan,"Acres/1,000 pop",37185.0,1809
North Carolina,Washington,nan,"Acres/1,000 pop",37187.0,1811
North Carolina,Watauga,2.4975984630163306,"Acres/1,000 pop",37189.0,1813
North Carolina,Wayne,19.68421728934434,"Acres/1,000 pop",37191.0,1814
North Carolina,Wilkes,0.8956301914048393,"Acres/1,000 pop",37193.0,1817
North Carolina,Wilson,59.308455338250226,"Acres/1,000 pop",37195.0,1819
North Carolina,Yadkin,0.9969828151646333,"Acres/1,000 pop",37197.0,1821
North Carolina,Yancey,6.301447629860914,"Acres/1,000 pop",37199.0,1823
North Dakota,Adams,0.0,"Acres/1,000 pop",38001.0,1826
North Dakota,Barnes,nan,"Acres/1,000 pop",38003.0,1828
North Dakota,Benson,0.7387706855791962,"Acres/1,000 pop",38005.0,1831
North Dakota,Billings,nan,"Acres/1,000 pop",38007.0,1833
North Dakota,Bottineau,nan,"Acres/1,000 pop",38009.0,1836
North Dakota,Bowman,0.0,"Acres/1,000 pop",38011.0,1838
North Dakota,Burke,nan,"Acres/1,000 pop",38013.0,1841
North Dakota,Burleigh,nan,"Acres/1,000 pop",38015.0,1844
North Dakota,Cass,0.07618612269775062,"Acres/1,000 pop",38017.0,1848
North Dakota,Cavalier,2.2831050228310503,"Acres/1,000 pop",38019.0,1849
