State,County,Vegetable acres harvested for fresh market per 1000 pop 2012 (FRESHVEG_ACRESPTH12),Units,FIPS,FID
Indiana,Vigo,nan,"Acres/1,000 pop",18167.0,553
Indiana,Wabash,0.277478032989055,"Acres/1,000 pop",18169.0,555
Indiana,Warren,nan,"Acres/1,000 pop",18171.0,567
Indiana,Warrick,0.2480117722921248,"Acres/1,000 pop",18173.0,575
Indiana,Washington,nan,"Acres/1,000 pop",18175.0,584
Indiana,Wayne,nan,"Acres/1,000 pop",18177.0,586
Indiana,Wells,nan,"Acres/1,000 pop",18179.0,590
Indiana,White,nan,"Acres/1,000 pop",18181.0,594
Indiana,Whitley,1.171628563703548,"Acres/1,000 pop",18183.0,597
Iowa,Adair,4.006410256410256,"Acres/1,000 pop",19001.0,598
Iowa,Adams,nan,"Acres/1,000 pop",19003.0,602
Iowa,Allamakee,nan,"Acres/1,000 pop",19005.0,608
Iowa,Appanoose,0.4725525714735765,"Acres/1,000 pop",19007.0,611
Iowa,Audubon,0.0,"Acres/1,000 pop",19009.0,615
Iowa,Benton,5.570599613152805,"Acres/1,000 pop",19011.0,619
Iowa,Black Hawk,0.994428165849363,"Acres/1,000 pop",19013.0,623
Iowa,Boone,3.6967872251229084,"Acres/1,000 pop",19015.0,625
Iowa,Bremer,0.6132711885195634,"Acres/1,000 pop",19017.0,631
Iowa,Buchanan,nan,"Acres/1,000 pop",19019.0,632
Iowa,Buena Vista,0.19473248624701817,"Acres/1,000 pop",19021.0,633
Iowa,Butler,0.20017348368586108,"Acres/1,000 pop",19023.0,361
Iowa,Calhoun,0.40338846308995563,"Acres/1,000 pop",19025.0,365
Iowa,Carroll,1.0157194679564692,"Acres/1,000 pop",19027.0,369
Iowa,Cass,1.530389156099694,"Acres/1,000 pop",19029.0,374
Iowa,Cedar,0.5979235744958418,"Acres/1,000 pop",19031.0,379
Iowa,Cerro Gordo,nan,"Acres/1,000 pop",19033.0,383
Iowa,Cherokee,nan,"Acres/1,000 pop",19035.0,388
Iowa,Chickasaw,17.66813222602182,"Acres/1,000 pop",19037.0,393
Iowa,Clarke,2.888318356867779,"Acres/1,000 pop",19039.0,397
Iowa,Clay,1.025888600567256,"Acres/1,000 pop",19041.0,398
Iowa,Clayton,1.2272676559187774,"Acres/1,000 pop",19043.0,402
Iowa,Clinton,0.3899915843921263,"Acres/1,000 pop",19045.0,404
Iowa,Crawford,nan,"Acres/1,000 pop",19047.0,408
Iowa,Dallas,3.933245620109411,"Acres/1,000 pop",19049.0,413
Iowa,Davis,7.135458625848774,"Acres/1,000 pop",19051.0,416
Iowa,Decatur,0.6054734802615646,"Acres/1,000 pop",19053.0,419
Iowa,Delaware,1.9347863199226085,"Acres/1,000 pop",19055.0,421
Iowa,Des Moines,0.07451749919272709,"Acres/1,000 pop",19057.0,424
Iowa,Dickinson,0.235640648011782,"Acres/1,000 pop",19059.0,427
Iowa,Dubuque,0.598569733373938,"Acres/1,000 pop",19061.0,434
Iowa,Emmet,nan,"Acres/1,000 pop",19063.0,437
Iowa,Fayette,3.0748534640146055,"Acres/1,000 pop",19065.0,442
Iowa,Floyd,6.6434868992921885,"Acres/1,000 pop",19067.0,447
Iowa,Franklin,nan,"Acres/1,000 pop",19069.0,451
Iowa,Fremont,2.51994960100798,"Acres/1,000 pop",19071.0,455
Iowa,Greene,2.616944717042853,"Acres/1,000 pop",19073.0,458
Iowa,Grundy,0.9653286139489985,"Acres/1,000 pop",19075.0,460
Iowa,Guthrie,nan,"Acres/1,000 pop",19077.0,467
Iowa,Hamilton,nan,"Acres/1,000 pop",19079.0,469
Iowa,Hancock,0.8955758552749418,"Acres/1,000 pop",19081.0,470
Iowa,Hardin,0.4601403428045554,"Acres/1,000 pop",19083.0,475
Iowa,Harrison,0.20658311527337833,"Acres/1,000 pop",19085.0,478
Iowa,Henry,0.8473309076409311,"Acres/1,000 pop",19087.0,479
Iowa,Howard,nan,"Acres/1,000 pop",19089.0,481
Iowa,Humboldt,0.6170300287947347,"Acres/1,000 pop",19091.0,487
Iowa,Ida,nan,"Acres/1,000 pop",19093.0,491
Iowa,Iowa,nan,"Acres/1,000 pop",19095.0,495
Iowa,Jackson,1.675807434491164,"Acres/1,000 pop",19097.0,499
Iowa,Jasper,2.3528124316042898,"Acres/1,000 pop",19099.0,505
Iowa,Jefferson,2.44926522043387,"Acres/1,000 pop",19101.0,507
Iowa,Johnson,0.9932589849769579,"Acres/1,000 pop",19103.0,508
Iowa,Jones,1.310297971464622,"Acres/1,000 pop",19105.0,516
Iowa,Keokuk,0.7693787266782074,"Acres/1,000 pop",19107.0,520
Iowa,Kossuth,nan,"Acres/1,000 pop",19109.0,523
Iowa,Lee,2.0500435283214915,"Acres/1,000 pop",19111.0,531
Iowa,Linn,1.2726369129730006,"Acres/1,000 pop",19113.0,535
Iowa,Louisa,nan,"Acres/1,000 pop",19115.0,539
Iowa,Lucas,nan,"Acres/1,000 pop",19117.0,542
Iowa,Lyon,4.7578589634664405,"Acres/1,000 pop",19119.0,546
Iowa,Madison,3.7714139606238812,"Acres/1,000 pop",19121.0,550
Iowa,Mahaska,0.9370398465039489,"Acres/1,000 pop",19123.0,554
Iowa,Marion,2.1313640730067243,"Acres/1,000 pop",19125.0,561
Iowa,Marshall,0.9977611213861579,"Acres/1,000 pop",19127.0,568
Iowa,Mills,nan,"Acres/1,000 pop",19129.0,569
Iowa,Mitchell,nan,"Acres/1,000 pop",19131.0,572
Iowa,Monona,0.21891418563922943,"Acres/1,000 pop",19133.0,576
Iowa,Monroe,0.8685941183769699,"Acres/1,000 pop",19135.0,580
Iowa,Montgomery,0.4733503739467954,"Acres/1,000 pop",19137.0,595
Iowa,Muscatine,nan,"Acres/1,000 pop",19139.0,600
Iowa,O'Brien,1.4117314886708547,"Acres/1,000 pop",19141.0,604
Iowa,Osceola,0.8085381630012937,"Acres/1,000 pop",19143.0,607
Iowa,Page,nan,"Acres/1,000 pop",19145.0,612
Iowa,Palo Alto,nan,"Acres/1,000 pop",19147.0,618
Iowa,Plymouth,nan,"Acres/1,000 pop",19149.0,622
Iowa,Pocahontas,nan,"Acres/1,000 pop",19151.0,624
Iowa,Polk,nan,"Acres/1,000 pop",19153.0,629
Iowa,Pottawattamie,0.5274659030969784,"Acres/1,000 pop",19155.0,637
Iowa,Poweshiek,2.3439164713402945,"Acres/1,000 pop",19157.0,640
Iowa,Ringgold,2.1662071681764474,"Acres/1,000 pop",19159.0,642
Iowa,Sac,nan,"Acres/1,000 pop",19161.0,647
Iowa,Scott,0.4146035205761804,"Acres/1,000 pop",19163.0,657
Iowa,Shelby,1.0759807978811455,"Acres/1,000 pop",19165.0,660
Iowa,Sioux,1.5432548117520308,"Acres/1,000 pop",19167.0,663
Iowa,Story,1.023207210345278,"Acres/1,000 pop",19169.0,668
Iowa,Tama,1.0265769362381658,"Acres/1,000 pop",19171.0,671
Iowa,Taylor,0.0,"Acres/1,000 pop",19173.0,674
Iowa,Union,0.1586797841954935,"Acres/1,000 pop",19175.0,675
Iowa,Van Buren,4.829621679635095,"Acres/1,000 pop",19177.0,678
Iowa,Wapello,nan,"Acres/1,000 pop",19179.0,681
Iowa,Warren,2.660876599186836,"Acres/1,000 pop",19181.0,685
Iowa,Washington,2.874218714357407,"Acres/1,000 pop",19183.0,687
Iowa,Wayne,0.6288319446627889,"Acres/1,000 pop",19185.0,691
Iowa,Webster,0.7773756869052406,"Acres/1,000 pop",19187.0,694
Iowa,Winnebago,nan,"Acres/1,000 pop",19189.0,696
Iowa,Winneshiek,nan,"Acres/1,000 pop",19191.0,698
Iowa,Woodbury,0.18557043374647172,"Acres/1,000 pop",19193.0,702
Iowa,Worth,nan,"Acres/1,000 pop",19195.0,703
Iowa,Wright,0.38408357658626513,"Acres/1,000 pop",19197.0,705
Kansas,Allen,0.5995653151465188,"Acres/1,000 pop",20001.0,709
Kansas,Anderson,nan,"Acres/1,000 pop",20003.0,712
Kansas,Atchison,nan,"Acres/1,000 pop",20005.0,715
Kansas,Barber,0.0,"Acres/1,000 pop",20007.0,717
Kansas,Barton,0.25430502070769456,"Acres/1,000 pop",20009.0,719
Kansas,Bourbon,nan,"Acres/1,000 pop",20011.0,722
Kansas,Brown,0.7082869574015987,"Acres/1,000 pop",20013.0,723
Kansas,Butler,0.303951367781155,"Acres/1,000 pop",20015.0,726
Kansas,Chase,nan,"Acres/1,000 pop",20017.0,729
Kansas,Chautauqua,0.0,"Acres/1,000 pop",20019.0,730
Kansas,Cherokee,nan,"Acres/1,000 pop",20021.0,732
Kansas,Cheyenne,0.0,"Acres/1,000 pop",20023.0,736
Kansas,Clark,0.0,"Acres/1,000 pop",20025.0,738
Kansas,Clay,nan,"Acres/1,000 pop",20027.0,739
Kansas,Cloud,1.1708355508249069,"Acres/1,000 pop",20029.0,740
Kansas,Coffey,0.0,"Acres/1,000 pop",20031.0,745
Kansas,Comanche,nan,"Acres/1,000 pop",20033.0,748
Kansas,Cowley,0.5239355834987867,"Acres/1,000 pop",20035.0,752
Kansas,Crawford,0.22851339342389235,"Acres/1,000 pop",20037.0,756
Kansas,Decatur,1.0427528675703859,"Acres/1,000 pop",20039.0,759
Kansas,Dickinson,nan,"Acres/1,000 pop",20041.0,762
Kansas,Doniphan,5.084530316512012,"Acres/1,000 pop",20043.0,765
Kansas,Douglas,nan,"Acres/1,000 pop",20045.0,767
Kansas,Edwards,nan,"Acres/1,000 pop",20047.0,770
Kansas,Elk,0.0,"Acres/1,000 pop",20049.0,773
Kansas,Ellis,0.0,"Acres/1,000 pop",20051.0,774
Kansas,Ellsworth,0.46339202965708987,"Acres/1,000 pop",20053.0,776
Kansas,Finney,nan,"Acres/1,000 pop",20055.0,778
Kansas,Ford,nan,"Acres/1,000 pop",20057.0,784
Kansas,Franklin,0.7729767334003247,"Acres/1,000 pop",20059.0,786
Kansas,Geary,nan,"Acres/1,000 pop",20061.0,788
Kansas,Gove,0.0,"Acres/1,000 pop",20063.0,790
Kansas,Graham,0.0,"Acres/1,000 pop",20065.0,791
Kansas,Grant,nan,"Acres/1,000 pop",20067.0,794
Kansas,Gray,nan,"Acres/1,000 pop",20069.0,798
Kansas,Greeley,0.0,"Acres/1,000 pop",20071.0,801
Kansas,Greenwood,nan,"Acres/1,000 pop",20073.0,803
Kansas,Hamilton,0.0,"Acres/1,000 pop",20075.0,805
Kansas,Harper,nan,"Acres/1,000 pop",20077.0,807
Kansas,Harvey,nan,"Acres/1,000 pop",20079.0,812
Kansas,Haskell,0.0,"Acres/1,000 pop",20081.0,815
Kansas,Hodgeman,0.0,"Acres/1,000 pop",20083.0,818
Kansas,Jackson,nan,"Acres/1,000 pop",20085.0,819
Kansas,Jefferson,nan,"Acres/1,000 pop",20087.0,821
Kansas,Jewell,0.0,"Acres/1,000 pop",20089.0,822
Kansas,Johnson,nan,"Acres/1,000 pop",20091.0,824
Kansas,Kearny,nan,"Acres/1,000 pop",20093.0,826
Kansas,Kingman,nan,"Acres/1,000 pop",20095.0,827
Kansas,Kiowa,0.0,"Acres/1,000 pop",20097.0,829
Kansas,Labette,nan,"Acres/1,000 pop",20099.0,831
Kansas,Lane,nan,"Acres/1,000 pop",20101.0,833
Kansas,Leavenworth,nan,"Acres/1,000 pop",20103.0,836
Kansas,Lincoln,nan,"Acres/1,000 pop",20105.0,838
Kansas,Linn,0.4218074449014025,"Acres/1,000 pop",20107.0,840
Kansas,Logan,0.0,"Acres/1,000 pop",20109.0,842
Kansas,Lyon,nan,"Acres/1,000 pop",20111.0,844
Kansas,McPherson,nan,"Acres/1,000 pop",20113.0,846
Kansas,Marion,nan,"Acres/1,000 pop",20115.0,848
Kansas,Marshall,0.0,"Acres/1,000 pop",20117.0,850
Kansas,Meade,nan,"Acres/1,000 pop",20119.0,851
Kansas,Miami,nan,"Acres/1,000 pop",20121.0,853
Kansas,Mitchell,0.0,"Acres/1,000 pop",20123.0,854
Kansas,Montgomery,0.377150483042734,"Acres/1,000 pop",20125.0,856
Kansas,Morris,nan,"Acres/1,000 pop",20127.0,858
Kansas,Morton,0.0,"Acres/1,000 pop",20129.0,859
Kansas,Nemaha,0.09889240506329114,"Acres/1,000 pop",20131.0,861
Kansas,Neosho,nan,"Acres/1,000 pop",20133.0,862
Kansas,Ness,0.0,"Acres/1,000 pop",20135.0,864
Kansas,Norton,0.0,"Acres/1,000 pop",20137.0,866
Kansas,Osage,nan,"Acres/1,000 pop",20139.0,867
Kansas,Osborne,0.0,"Acres/1,000 pop",20141.0,869
Kansas,Ottawa,nan,"Acres/1,000 pop",20143.0,870
Kansas,Pawnee,nan,"Acres/1,000 pop",20145.0,872
Kansas,Phillips,nan,"Acres/1,000 pop",20147.0,873
Kansas,Pottawatomie,1.7911517105498835,"Acres/1,000 pop",20149.0,876
Kansas,Pratt,nan,"Acres/1,000 pop",20151.0,878
Kansas,Rawlins,0.0,"Acres/1,000 pop",20153.0,880
Kansas,Reno,2.522107360817038,"Acres/1,000 pop",20155.0,882
Kansas,Republic,nan,"Acres/1,000 pop",20157.0,884
Kansas,Rice,0.0,"Acres/1,000 pop",20159.0,886
Kansas,Riley,nan,"Acres/1,000 pop",20161.0,888
Kansas,Rooks,0.0,"Acres/1,000 pop",20163.0,889
Kansas,Rush,0.0,"Acres/1,000 pop",20165.0,891
Kansas,Russell,nan,"Acres/1,000 pop",20167.0,893
Kansas,Saline,0.053709538814093384,"Acres/1,000 pop",20169.0,895
Kansas,Scott,0.0,"Acres/1,000 pop",20171.0,897
Kansas,Sedgwick,nan,"Acres/1,000 pop",20173.0,898
Kansas,Seward,0.0,"Acres/1,000 pop",20175.0,900
Kansas,Shawnee,0.3240024356045159,"Acres/1,000 pop",20177.0,902
Kansas,Sheridan,nan,"Acres/1,000 pop",20179.0,904
Kansas,Sherman,0.0,"Acres/1,000 pop",20181.0,907
Kansas,Smith,nan,"Acres/1,000 pop",20183.0,909
Kansas,Stafford,nan,"Acres/1,000 pop",20185.0,911
Kansas,Stanton,0.0,"Acres/1,000 pop",20187.0,913
Kansas,Stevens,126.97860497477824,"Acres/1,000 pop",20189.0,914
Kansas,Sumner,nan,"Acres/1,000 pop",20191.0,916
Kansas,Thomas,0.0,"Acres/1,000 pop",20193.0,917
Kansas,Trego,0.0,"Acres/1,000 pop",20195.0,919
Kansas,Wabaunsee,1.570979720079977,"Acres/1,000 pop",20197.0,920
Kansas,Wallace,nan,"Acres/1,000 pop",20199.0,921
Kansas,Washington,2.094606388549485,"Acres/1,000 pop",20201.0,922
Kansas,Wichita,0.0,"Acres/1,000 pop",20203.0,923
Kansas,Wilson,nan,"Acres/1,000 pop",20205.0,925
Kansas,Woodson,3.674219228413962,"Acres/1,000 pop",20207.0,926
Kansas,Wyandotte,0.4389485301494933,"Acres/1,000 pop",20209.0,927
Kentucky,Adair,3.5316780821917813,"Acres/1,000 pop",21001.0,928
Kentucky,Allen,nan,"Acres/1,000 pop",21003.0,929
Kentucky,Anderson,nan,"Acres/1,000 pop",21005.0,930
Kentucky,Ballard,0.6022645145748012,"Acres/1,000 pop",21007.0,932
Kentucky,Barren,nan,"Acres/1,000 pop",21009.0,933
Kentucky,Bath,1.6105789607527337,"Acres/1,000 pop",21011.0,934
Kentucky,Bell,nan,"Acres/1,000 pop",21013.0,936
Kentucky,Boone,0.9822544769697855,"Acres/1,000 pop",21015.0,1002
Kentucky,Bourbon,nan,"Acres/1,000 pop",21017.0,1005
Kentucky,Boyd,nan,"Acres/1,000 pop",21019.0,1008
Kentucky,Boyle,1.0352324096759722,"Acres/1,000 pop",21021.0,1010
Kentucky,Bracken,0.8261536645816121,"Acres/1,000 pop",21023.0,1013
Kentucky,Breathitt,nan,"Acres/1,000 pop",21025.0,1017
Kentucky,Breckinridge,3.2368905930979532,"Acres/1,000 pop",21027.0,1020
Kentucky,Bullitt,nan,"Acres/1,000 pop",21029.0,1024
Kentucky,Butler,2.1108591978735047,"Acres/1,000 pop",21031.0,1026
Kentucky,Caldwell,nan,"Acres/1,000 pop",21033.0,1031
Kentucky,Calloway,nan,"Acres/1,000 pop",21035.0,1033
Kentucky,Campbell,1.1844962600627345,"Acres/1,000 pop",21037.0,1035
Kentucky,Carlisle,nan,"Acres/1,000 pop",21039.0,1039
Kentucky,Carroll,1.104158998895841,"Acres/1,000 pop",21041.0,1041
Kentucky,Carter,2.877959927140255,"Acres/1,000 pop",21043.0,1044
Kentucky,Casey,7.403259922856787,"Acres/1,000 pop",21045.0,1048
Kentucky,Christian,6.371279014434516,"Acres/1,000 pop",21047.0,1050
Kentucky,Clark,2.3772898895259402,"Acres/1,000 pop",21049.0,1053
Kentucky,Clay,5.340143951706525,"Acres/1,000 pop",21051.0,1056
Kentucky,Clinton,nan,"Acres/1,000 pop",21053.0,1059
Kentucky,Crittenden,5.1891891891891895,"Acres/1,000 pop",21055.0,1064
Kentucky,Cumberland,2.186907712494533,"Acres/1,000 pop",21057.0,1067
Kentucky,Daviess,3.9051318748722146,"Acres/1,000 pop",21059.0,1071
Kentucky,Edmonson,0.7416563658838072,"Acres/1,000 pop",21061.0,1073
Kentucky,Elliott,nan,"Acres/1,000 pop",21063.0,1075
Kentucky,Estill,nan,"Acres/1,000 pop",21065.0,1077
Kentucky,Fayette,0.39931265853858117,"Acres/1,000 pop",21067.0,1080
Kentucky,Fleming,1.9258545979778527,"Acres/1,000 pop",21069.0,1083
Kentucky,Floyd,0.178849740667876,"Acres/1,000 pop",21071.0,1085
Kentucky,Franklin,nan,"Acres/1,000 pop",21073.0,1086
Kentucky,Fulton,0.0,"Acres/1,000 pop",21075.0,1088
Kentucky,Gallatin,nan,"Acres/1,000 pop",21077.0,1090
Kentucky,Garrard,0.5898661003952103,"Acres/1,000 pop",21079.0,1092
Kentucky,Grant,nan,"Acres/1,000 pop",21081.0,1094
Kentucky,Graves,1.8116907337347472,"Acres/1,000 pop",21083.0,1097
Kentucky,Grayson,2.2824867499709853,"Acres/1,000 pop",21085.0,1100
Kentucky,Green,nan,"Acres/1,000 pop",21087.0,1102
Kentucky,Greenup,1.2260912211868564,"Acres/1,000 pop",21089.0,1105
Kentucky,Hancock,nan,"Acres/1,000 pop",21091.0,1107
Kentucky,Hardin,0.7282913165266107,"Acres/1,000 pop",21093.0,1110
Kentucky,Harlan,nan,"Acres/1,000 pop",21095.0,1114
Kentucky,Harrison,3.8705515535963873,"Acres/1,000 pop",21097.0,1119
Kentucky,Hart,nan,"Acres/1,000 pop",21099.0,1121
Kentucky,Henderson,0.7968299091183185,"Acres/1,000 pop",21101.0,1126
Kentucky,Henry,nan,"Acres/1,000 pop",21103.0,1129
Kentucky,Hickman,0.0,"Acres/1,000 pop",21105.0,1130
Kentucky,Hopkins,nan,"Acres/1,000 pop",21107.0,1136
Kentucky,Jackson,3.0817799158147925,"Acres/1,000 pop",21109.0,1140
Kentucky,Jefferson,0.07988166862154861,"Acres/1,000 pop",21111.0,1143
Kentucky,Jessamine,0.7468109155498144,"Acres/1,000 pop",21113.0,1145
Kentucky,Johnson,0.4268578990054211,"Acres/1,000 pop",21115.0,1148
Kentucky,Kenton,0.290455149399005,"Acres/1,000 pop",21117.0,1151
Kentucky,Knott,0.0,"Acres/1,000 pop",21119.0,1154
Kentucky,Knox,0.9781957022498502,"Acres/1,000 pop",21121.0,1159
Kentucky,Larue,nan,"Acres/1,000 pop",21123.0,1162
Kentucky,Laurel,nan,"Acres/1,000 pop",21125.0,1166
Kentucky,Lawrence,3.8534428300694885,"Acres/1,000 pop",21127.0,1167
Kentucky,Lee,nan,"Acres/1,000 pop",21129.0,1171
Kentucky,Leslie,0.0,"Acres/1,000 pop",21131.0,1175
Kentucky,Letcher,0.25071034598027747,"Acres/1,000 pop",21133.0,1178
Kentucky,Lewis,1.1575748806250905,"Acres/1,000 pop",21135.0,1180
Kentucky,Lincoln,nan,"Acres/1,000 pop",21137.0,1184
Kentucky,Livingston,nan,"Acres/1,000 pop",21139.0,1187
Kentucky,Logan,nan,"Acres/1,000 pop",21141.0,1190
Kentucky,Lyon,1.6595542911332386,"Acres/1,000 pop",21143.0,1193
Kentucky,McCracken,nan,"Acres/1,000 pop",21145.0,1196
Kentucky,McCreary,1.0526898997174359,"Acres/1,000 pop",21147.0,1198
Kentucky,McLean,1.996007984031936,"Acres/1,000 pop",21149.0,1201
Kentucky,Madison,1.295275775987942,"Acres/1,000 pop",21151.0,1204
Kentucky,Magoffin,nan,"Acres/1,000 pop",21153.0,1206
Kentucky,Marion,2.150537634408602,"Acres/1,000 pop",21155.0,1210
Kentucky,Marshall,1.310993157255228,"Acres/1,000 pop",21157.0,1213
Kentucky,Martin,0.3916960438699569,"Acres/1,000 pop",21159.0,1215
Kentucky,Mason,2.751189316214822,"Acres/1,000 pop",21161.0,1217
Kentucky,Meade,1.2625831769322642,"Acres/1,000 pop",21163.0,1220
Kentucky,Menifee,nan,"Acres/1,000 pop",21165.0,1222
Kentucky,Mercer,2.4829007776632626,"Acres/1,000 pop",21167.0,1225
Kentucky,Metcalfe,5.506056662328561,"Acres/1,000 pop",21169.0,1228
Kentucky,Monroe,nan,"Acres/1,000 pop",21171.0,1230
Kentucky,Montgomery,nan,"Acres/1,000 pop",21173.0,1233
Kentucky,Morgan,3.2653061224489797,"Acres/1,000 pop",21175.0,1235
Kentucky,Muhlenberg,0.38268967056797526,"Acres/1,000 pop",21177.0,1238
Kentucky,Nelson,nan,"Acres/1,000 pop",21179.0,1243
Kentucky,Nicholas,1.8497438816163916,"Acres/1,000 pop",21181.0,1246
Kentucky,Ohio,0.790086493679308,"Acres/1,000 pop",21183.0,1249
Kentucky,Oldham,0.8850269530935715,"Acres/1,000 pop",21185.0,1252
Kentucky,Owen,2.417255485310524,"Acres/1,000 pop",21187.0,1255
Kentucky,Owsley,14.090520922288642,"Acres/1,000 pop",21189.0,1257
Kentucky,Pendleton,nan,"Acres/1,000 pop",21191.0,1260
Kentucky,Perry,0.31833616298811546,"Acres/1,000 pop",21193.0,1265
Kentucky,Pike,0.12446518864255153,"Acres/1,000 pop",21195.0,1267
Kentucky,Powell,1.7633857005450464,"Acres/1,000 pop",21197.0,1270
Kentucky,Pulaski,4.07976813055258,"Acres/1,000 pop",21199.0,1272
Kentucky,Robertson,nan,"Acres/1,000 pop",21201.0,1273
Kentucky,Rockcastle,1.2883579292574372,"Acres/1,000 pop",21203.0,1276
Kentucky,Rowan,nan,"Acres/1,000 pop",21205.0,1279
Kentucky,Russell,nan,"Acres/1,000 pop",21207.0,1282
Kentucky,Scott,3.159847511874911,"Acres/1,000 pop",21209.0,1283
Kentucky,Shelby,5.816749490461905,"Acres/1,000 pop",21211.0,1285
Kentucky,Simpson,nan,"Acres/1,000 pop",21213.0,1287
Kentucky,Spencer,nan,"Acres/1,000 pop",21215.0,1000
Kentucky,Taylor,2.9028746522598072,"Acres/1,000 pop",21217.0,1003
Kentucky,Todd,43.8943372350522,"Acres/1,000 pop",21219.0,1006
Kentucky,Trigg,8.547602501737318,"Acres/1,000 pop",21221.0,1009
Kentucky,Trimble,nan,"Acres/1,000 pop",21223.0,1012
Kentucky,Union,nan,"Acres/1,000 pop",21225.0,1016
Kentucky,Warren,nan,"Acres/1,000 pop",21227.0,1019
Kentucky,Washington,2.6114059472664475,"Acres/1,000 pop",21229.0,1023
Kentucky,Wayne,2.358490566037736,"Acres/1,000 pop",21231.0,1027
Kentucky,Webster,nan,"Acres/1,000 pop",21233.0,1029
Kentucky,Whitley,nan,"Acres/1,000 pop",21235.0,1034
Kentucky,Wolfe,1.6689847009735743,"Acres/1,000 pop",21237.0,1037
Kentucky,Woodford,nan,"Acres/1,000 pop",21239.0,1042
Louisiana,Acadia,nan,"Acres/1,000 pop",22001.0,1046
Louisiana,Allen,nan,"Acres/1,000 pop",22003.0,1051
Louisiana,Ascension,0.044552558653443465,"Acres/1,000 pop",22005.0,1055
Louisiana,Assumption,0.0,"Acres/1,000 pop",22007.0,1060
Louisiana,Avoyelles,25.94623190496802,"Acres/1,000 pop",22009.0,1062
Louisiana,Beauregard,1.8185826077372422,"Acres/1,000 pop",22011.0,1066
Louisiana,Bienville,5.367231638418079,"Acres/1,000 pop",22013.0,1069
Louisiana,Bossier,nan,"Acres/1,000 pop",22015.0,1076
Louisiana,Caddo,0.4002393664560553,"Acres/1,000 pop",22017.0,1079
Louisiana,Calcasieu,nan,"Acres/1,000 pop",22019.0,1081
Louisiana,Caldwell,2.3976023976023977,"Acres/1,000 pop",22021.0,1084
Louisiana,Cameron,0.4525569467491326,"Acres/1,000 pop",22023.0,1089
Louisiana,Catahoula,nan,"Acres/1,000 pop",22025.0,1093
Louisiana,Claiborne,nan,"Acres/1,000 pop",22027.0,1095
Louisiana,Concordia,nan,"Acres/1,000 pop",22029.0,1098
Louisiana,De Soto,nan,"Acres/1,000 pop",22031.0,1103
Louisiana,East Baton Rouge,nan,"Acres/1,000 pop",22033.0,1108
Louisiana,East Carroll,nan,"Acres/1,000 pop",22035.0,1111
Louisiana,East Feliciana,0.30066145520144316,"Acres/1,000 pop",22037.0,1115
Louisiana,Evangeline,nan,"Acres/1,000 pop",22039.0,1118
Louisiana,Franklin,nan,"Acres/1,000 pop",22041.0,1123
Louisiana,Grant,2.680965147453083,"Acres/1,000 pop",22043.0,1127
Louisiana,Iberia,nan,"Acres/1,000 pop",22045.0,1133
Louisiana,Iberville,nan,"Acres/1,000 pop",22047.0,1134
Louisiana,Jackson,nan,"Acres/1,000 pop",22049.0,1138
Louisiana,Jefferson,nan,"Acres/1,000 pop",22051.0,1147
Louisiana,Jefferson Davis,nan,"Acres/1,000 pop",22053.0,1155
Louisiana,Lafayette,0.022013824681900235,"Acres/1,000 pop",22055.0,1161
Louisiana,Lafourche,1.0511671046529603,"Acres/1,000 pop",22057.0,1280
Louisiana,La Salle,0.0,"Acres/1,000 pop",22059.0,1289
Louisiana,Lincoln,nan,"Acres/1,000 pop",22061.0,1291
Louisiana,Livingston,0.4397470696165102,"Acres/1,000 pop",22063.0,1295
Louisiana,Madison,nan,"Acres/1,000 pop",22065.0,1297
Louisiana,Morehouse,nan,"Acres/1,000 pop",22067.0,1299
Louisiana,Natchitoches,0.3799777079744655,"Acres/1,000 pop",22069.0,1301
Louisiana,Orleans,0.013513111772352713,"Acres/1,000 pop",22071.0,1304
Louisiana,Ouachita,0.31557524859601216,"Acres/1,000 pop",22073.0,1306
Louisiana,Plaquemines,nan,"Acres/1,000 pop",22075.0,1427
Louisiana,Pointe Coupee,1.4098779574393092,"Acres/1,000 pop",22077.0,1431
Louisiana,Rapides,0.9539745152522353,"Acres/1,000 pop",22079.0,1434
Louisiana,Red River,nan,"Acres/1,000 pop",22081.0,1436
Louisiana,Richland,nan,"Acres/1,000 pop",22083.0,1439
Louisiana,Sabine,0.7406493025552401,"Acres/1,000 pop",22085.0,1441
Louisiana,St. Bernard,0.1686381266713243,"Acres/1,000 pop",22087.0,1463
Louisiana,St. Charles,0.38109029934643013,"Acres/1,000 pop",22089.0,1466
Louisiana,St. Helena,nan,"Acres/1,000 pop",22091.0,1467
Louisiana,St. James,nan,"Acres/1,000 pop",22093.0,1468
Louisiana,St. John the Baptist,0.0,"Acres/1,000 pop",22095.0,1469
Louisiana,St. Landry,1.5213953711246346,"Acres/1,000 pop",22097.0,1471
Louisiana,St. Martin,0.398406374501992,"Acres/1,000 pop",22099.0,1473
Louisiana,St. Mary,0.11208668036614983,"Acres/1,000 pop",22101.0,1474
Louisiana,St. Tammany,0.17130155759074805,"Acres/1,000 pop",22103.0,1475
Louisiana,Tangipahoa,2.280225111585484,"Acres/1,000 pop",22105.0,1476
Louisiana,Tensas,5.845595646039104,"Acres/1,000 pop",22107.0,1479
Louisiana,Terrebonne,0.07158580453496072,"Acres/1,000 pop",22109.0,1501
