State,County,Population low access to store (%) 2010 (PCT_LACCESS_POP10),Units,FIPS,FID
Alabama,Autauga,33.76965730033296,Percent,1001,5
Alabama,Baldwin,19.318472596371,Percent,1003,20
Alabama,Barbour,20.840971709557856,Percent,1005,25
Alabama,Bibb,4.559752683225005,Percent,1007,29
Alabama,Blount,2.700840094961568,Percent,1009,33
Alabama,Bullock,37.47465226144493,Percent,1011,37
Alabama,Butler,6.243470213062348,Percent,1013,39
Alabama,Calhoun,26.061085741273487,Percent,1015,43
Alabama,Chambers,19.722967185782053,Percent,1017,47
Alabama,Cherokee,0.30555325161640307,Percent,1019,51
Alabama,Chilton,3.3377125565412094,Percent,1021,56
Alabama,Choctaw,18.848790450188034,Percent,1023,58
Alabama,Clarke,19.589908192132274,Percent,1025,61
Alabama,Clay,5.331407536107178,Percent,1027,65
Alabama,Cleburne,0.980921024931906,Percent,1029,67
Alabama,Coffee,22.81436774732562,Percent,1031,70
Alabama,Colbert,17.490172618280003,Percent,1033,73
Alabama,Conecuh,28.16587216880609,Percent,1035,80
Alabama,Coosa,24.588289612072103,Percent,1037,82
Alabama,Covington,8.82865337712673,Percent,1039,88
Alabama,Crenshaw,38.71628362061117,Percent,1041,90
Alabama,Cullman,7.829499986046826,Percent,1043,98
Alabama,Dale,27.555590623508984,Percent,1045,101
Alabama,Dallas,17.76722320284934,Percent,1047,110
Alabama,DeKalb,3.76865468839694,Percent,1049,112
Alabama,Elmore,18.929302697890495,Percent,1051,118
Alabama,Escambia,13.540818369734389,Percent,1053,122
Alabama,Etowah,23.728040548779756,Percent,1055,131
Alabama,Fayette,2.5376248132867643,Percent,1057,134
Alabama,Franklin,9.695227066135063,Percent,1059,138
Alabama,Geneva,2.2620270743610824,Percent,1061,140
Alabama,Greene,36.33515715077878,Percent,1063,148
Alabama,Hale,0.5527592562087049,Percent,1065,150
Alabama,Henry,2.232764365860126,Percent,1067,158
Alabama,Houston,21.078247391625258,Percent,1069,160
Alabama,Jackson,9.121428088302103,Percent,1071,164
Alabama,Jefferson,31.780146379975278,Percent,1073,171
Alabama,Lamar,0.6343170654394061,Percent,1075,174
Alabama,Lauderdale,15.730612472102385,Percent,1077,176
Alabama,Lawrence,3.9297547510666297,Percent,1079,181
Alabama,Lee,31.22691212327458,Percent,1081,187
Alabama,Limestone,12.245967721499722,Percent,1083,197
Alabama,Lowndes,48.700787091976636,Percent,1085,205
Alabama,Macon,34.988386829788034,Percent,1087,210
Alabama,Madison,32.86992603903695,Percent,1089,217
Alabama,Marengo,26.570555011295,Percent,1091,220
Alabama,Marion,1.7484114258101864,Percent,1093,224
Alabama,Marshall,13.775397689545684,Percent,1095,231
Alabama,Mobile,27.306484392870562,Percent,1097,240
Alabama,Monroe,30.991151755774755,Percent,1099,250
Alabama,Montgomery,28.016637079891265,Percent,1101,256
Alabama,Morgan,11.724555835865763,Percent,1103,262
Alabama,Perry,9.174419598250845,Percent,1105,264
Alabama,Pickens,4.311914591569021,Percent,1107,273
Alabama,Pike,11.346275153116721,Percent,1109,279
Alabama,Randolph,4.6308588684253476,Percent,1111,284
Alabama,Russell,16.076004627959243,Percent,1113,288
Alabama,St. Clair,4.478454796815212,Percent,1115,292
Alabama,Shelby,26.662022087815618,Percent,1117,298
Alabama,Sumter,16.157661886220808,Percent,1119,303
Alabama,Talladega,15.010583769858549,Percent,1121,306
Alabama,Tallapoosa,11.048449346060432,Percent,1123,308
Alabama,Tuscaloosa,20.2811408926328,Percent,1125,313
Alabama,Walker,11.234592513480699,Percent,1127,317
Alabama,Washington,9.716742408783857,Percent,1129,319
Alabama,Wilcox,44.329225182512424,Percent,1131,326
Alabama,Winston,4.130307165763682,Percent,1133,332
Alaska,Aleutians East,39.03376220819039,Percent,2013,346
Alaska,Aleutians West,13.747106270696493,Percent,2016,381
Alaska,Anchorage,30.147854413804286,Percent,2020,400
Alaska,Bethel,78.01478363191443,Percent,2050,411
Alaska,Bristol Bay,43.54489163812758,Percent,2060,423
Alaska,Denali,100.00000074171741,Percent,2068,426
Alaska,Dillingham,32.56828351618361,Percent,2070,445
Alaska,Fairbanks North Star,37.147638062279746,Percent,2090,454
Alaska,Haines,20.703178712941266,Percent,2100,462
Alaska,Hoonah-Angoon,78.83331369754046,Percent,2105,476
Alaska,Juneau,32.416172874904234,Percent,2110,482
Alaska,Kenai Peninsula,20.37849870647148,Percent,2122,494
Alaska,Ketchikan Gateway,7.687721360458038,Percent,2130,514
Alaska,Kodiak Island,10.415399512632211,Percent,2150,533
Alaska,Lake and Peninsula,99.99999959550337,Percent,2164,544
Alaska,Matanuska-Susitna,22.9627822909305,Percent,2170,556
Alaska,Nome,53.37196624680994,Percent,2180,571
Alaska,North Slope,38.4796782984211,Percent,2185,614
