State,County,Seniors low access to store (%) 2010 (PCT_LACCESS_SENIORS10),Units,FIPS,FID
Arkansas,Little River,0.9081853779140081,Percent,5081,251
Arkansas,Logan,2.366405756830895,Percent,5083,258
Arkansas,Lonoke,2.150874317832129,Percent,5085,268
Arkansas,Madison,4.461828105043163,Percent,5087,277
Arkansas,Marion,3.2869908170748516,Percent,5089,282
Arkansas,Miller,3.4821152295033597,Percent,5091,287
Arkansas,Mississippi,1.4177609988871835,Percent,5093,294
Arkansas,Monroe,2.5192096018037424,Percent,5095,300
Arkansas,Montgomery,5.07562101614678,Percent,5097,304
Arkansas,Nevada,5.597491509298645,Percent,5099,307
Arkansas,Newton,6.758757506518151,Percent,5101,311
Arkansas,Ouachita,4.7392271506048615,Percent,5103,316
Arkansas,Perry,1.922276084863887,Percent,5105,318
Arkansas,Phillips,5.940249608971871,Percent,5107,322
Arkansas,Pike,3.8826168037833666,Percent,5109,327
Arkansas,Poinsett,1.7450177961509334,Percent,5111,333
Arkansas,Polk,6.250479814340819,Percent,5113,337
Arkansas,Pope,1.6007089826831005,Percent,5115,340
Arkansas,Prairie,1.0154166943920044,Percent,5117,345
Arkansas,Pulaski,3.6033896242211587,Percent,5119,350
Arkansas,Randolph,6.020755922100729,Percent,5121,353
Arkansas,St. Francis,3.0779330130983054,Percent,5123,357
Arkansas,Saline,3.3791412656716333,Percent,5125,360
Arkansas,Scott,3.6856523023596903,Percent,5127,364
Arkansas,Searcy,6.506876311785503,Percent,5129,372
Arkansas,Sebastian,1.8334048060073322,Percent,5131,378
Arkansas,Sevier,4.351628250393523,Percent,5133,390
Arkansas,Sharp,6.442812371063831,Percent,5135,394
Arkansas,Stone,4.590568679414878,Percent,5137,399
Arkansas,Union,3.733826320149019,Percent,5139,403
Arkansas,Van Buren,2.452799804016195,Percent,5141,407
Arkansas,Washington,1.708547815983823,Percent,5143,417
Arkansas,White,1.9500062072616768,Percent,5145,428
Arkansas,Woodruff,1.0546663074522273,Percent,5147,435
Arkansas,Yell,1.5496248097565561,Percent,5149,438
California,Alameda,1.1571693963993086,Percent,6001,457
California,Alpine,8.647965897690042,Percent,6003,461
California,Amador,1.4365050610916172,Percent,6005,472
California,Butte,4.348321984045396,Percent,6007,486
California,Calaveras,1.363493680294008,Percent,6009,489
California,Colusa,1.6616457762428638,Percent,6011,497
California,Contra Costa,2.9913154015472654,Percent,6013,503
California,Del Norte,3.823785003158441,Percent,6015,511
California,El Dorado,3.8194193267565866,Percent,6017,522
California,Fresno,1.0938292003757966,Percent,6019,527
California,Glenn,1.6377610788814698,Percent,6021,537
California,Humboldt,2.4517168878873075,Percent,6023,551
California,Imperial,1.5112944411567142,Percent,6025,557
California,Inyo,8.205798313498976,Percent,6027,562
California,Kern,1.3447950015618766,Percent,6029,84
California,Kings,0.9662198867711494,Percent,6031,94
California,Lake,3.312350625101786,Percent,6033,100
California,Lassen,3.5483949982978933,Percent,6035,104
California,Los Angeles,0.8038098968147034,Percent,6037,139
California,Madera,1.673460238065257,Percent,6039,153
California,Marin,2.8378802052209466,Percent,6041,168
California,Mariposa,2.3403268432961593,Percent,6043,178
California,Mendocino,2.542565948663608,Percent,6045,190
California,Merced,1.2530600825713019,Percent,6047,204
California,Modoc,8.326356974566405,Percent,6049,207
California,Mono,6.521317771021256,Percent,6051,214
California,Monterey,1.512440953493455,Percent,6053,228
California,Napa,3.0370066530025275,Percent,6055,236
California,Nevada,4.716871645950711,Percent,6057,243
California,Orange,1.082973260051046,Percent,6059,257
California,Placer,2.564874867731761,Percent,6061,266
California,Plumas,1.4914527046715598,Percent,6063,275
California,Riverside,2.519232812249081,Percent,6065,281
California,Sacramento,1.5745282543262913,Percent,6067,289
California,San Benito,2.113364991846388,Percent,6069,295
California,San Bernardino,2.1998659417659012,Percent,6071,302
California,San Diego,1.9067309182914747,Percent,6073,315
California,San Francisco,0.3476786757383746,Percent,6075,331
California,San Joaquin,0.9302438241238556,Percent,6077,339
California,San Luis Obispo,2.897657241299217,Percent,6079,351
California,San Mateo,1.7138323220160037,Percent,6081,368
California,Santa Barbara,2.2865194104389084,Percent,6083,391
California,Santa Clara,1.2044716581995372,Percent,6085,406
California,Santa Cruz,1.862540217468683,Percent,6087,415
California,Shasta,4.2646106383580635,Percent,6089,431
California,Sierra,18.322669017381855,Percent,6091,439
California,Siskiyou,4.146277950368018,Percent,6093,446
California,Solano,2.342492812013931,Percent,6095,453
California,Sonoma,2.707291204385486,Percent,6097,463
California,Stanislaus,1.3270366629434818,Percent,6099,473
California,Sutter,4.1412154219905855,Percent,6101,483
California,Tehama,2.742228127638293,Percent,6103,492
California,Trinity,3.7366110472293705,Percent,6105,500
California,Tulare,1.347459484304293,Percent,6107,501
California,Tuolumne,5.290779397484529,Percent,6109,513
California,Ventura,2.0785341577346177,Percent,6111,521
California,Yolo,1.1007749408272283,Percent,6113,525
California,Yuba,1.635283260708045,Percent,6115,541
Colorado,Adams,1.1991359876672987,Percent,8001,545
Colorado,Alamosa,0.8811833294364974,Percent,8003,549
Colorado,Arapahoe,1.848125637348353,Percent,8005,558
Colorado,Archuleta,3.8237398220182057,Percent,8007,560
Colorado,Baca,5.202283360451319,Percent,8009,563
Colorado,Bent,2.754675023886798,Percent,8011,564
Colorado,Boulder,1.5529658060495644,Percent,8013,570
Colorado,Broomfield,1.2818649519219882,Percent,8014,577
Colorado,Chaffee,2.181405254459386,Percent,8015,582
Colorado,Cheyenne,5.793918469800109,Percent,8017,587
Colorado,Clear Creek,1.7362899169216437,Percent,8019,591
Colorado,Conejos,1.0528111700635756,Percent,8021,596
Colorado,Costilla,22.900113501841485,Percent,8023,599
Colorado,Crowley,7.860586706354285,Percent,8025,605
Colorado,Custer,5.591197677739248,Percent,8027,610
Colorado,Delta,0.8231068222854129,Percent,8029,617
Colorado,Denver,1.2643646324495215,Percent,8031,628
Colorado,Dolores,2.690810781497442,Percent,8033,636
Colorado,Douglas,1.3126264344665721,Percent,8035,644
Colorado,Eagle,0.8250249361651283,Percent,8037,648
Colorado,Elbert,3.099412020641467,Percent,8039,655
Colorado,El Paso,3.137797868906363,Percent,8041,661
Colorado,Fremont,5.9532501955129415,Percent,8043,664
Colorado,Garfield,1.2339581957025199,Percent,8045,667
Colorado,Gilpin,0.0,Percent,8047,672
Colorado,Grand,1.6316955756071752,Percent,8049,677
Colorado,Gunnison,2.0058612271030345,Percent,8051,682
Colorado,Hinsdale,17.437500274973903,Percent,8053,688
Colorado,Huerfano,8.876718281285068,Percent,8055,693
Colorado,Jackson,5.924787088640301,Percent,8057,701
Colorado,Jefferson,2.6433910838387553,Percent,8059,706
Colorado,Kiowa,21.45922757519249,Percent,8061,711
Colorado,Kit Carson,4.474679781859504,Percent,8063,716
Colorado,Lake,6.531478830260465,Percent,8065,721
Colorado,La Plata,1.7493076255004947,Percent,8067,727
Colorado,Larimer,3.084116663491823,Percent,8069,734
Colorado,Las Animas,7.2641709088407165,Percent,8071,741
Colorado,Lincoln,5.080341148276349,Percent,8073,747
Colorado,Logan,3.1579962953664844,Percent,8075,749
Colorado,Mesa,4.397612064275356,Percent,8077,751
Colorado,Mineral,21.488763887606883,Percent,8079,757
Colorado,Moffat,2.6464455141688075,Percent,8081,758
Colorado,Montezuma,2.0762889123196673,Percent,8083,766
Colorado,Montrose,3.1412136744176764,Percent,8085,769
Colorado,Morgan,1.144683664362385,Percent,8087,775
Colorado,Otero,5.931265063913282,Percent,8089,777
Colorado,Ouray,1.4440895536407212,Percent,8091,780
Colorado,Park,7.2894131947328775,Percent,8093,782
Colorado,Phillips,7.531275295430573,Percent,8095,785
Colorado,Pitkin,1.318624229075379,Percent,8097,789
Colorado,Prowers,4.829227653566345,Percent,8099,792
Colorado,Pueblo,6.5629829512626445,Percent,8101,795
Colorado,Rio Blanco,1.4117784800877498,Percent,8103,799
Colorado,Rio Grande,0.578400331180177,Percent,8105,802
Colorado,Routt,1.9701838228533881,Percent,8107,809
Colorado,Saguache,14.268599931288916,Percent,8109,811
Colorado,San Juan,12.291396985064635,Percent,8111,347
Colorado,San Miguel,0.8384541492083666,Percent,8113,359
Colorado,Sedgwick,4.242914101879613,Percent,8115,366
Colorado,Summit,1.817765831380303,Percent,8117,373
Colorado,Teller,3.0875356592085055,Percent,8119,375
Colorado,Washington,9.073346366019589,Percent,8121,377
Colorado,Weld,1.542993435252657,Percent,8123,382
Colorado,Yuma,3.2258736158734043,Percent,8125,385
Connecticut,Fairfield,4.3358583586826125,Percent,9001,410
Connecticut,Hartford,4.9616654792129875,Percent,9003,432
Connecticut,Litchfield,2.240563684959848,Percent,9005,443
Connecticut,Middlesex,5.372015838657138,Percent,9007,450
Connecticut,New Haven,4.684593847407757,Percent,9009,466
Connecticut,New London,4.495370246853405,Percent,9011,517
Connecticut,Tolland,3.3381265872104056,Percent,9013,524
Connecticut,Windham,2.58311478415064,Percent,9015,529
Delaware,Kent,2.917581760667716,Percent,10001,532
Delaware,New Castle,3.8176358389857543,Percent,10003,536
Delaware,Sussex,4.00289062993903,Percent,10005,609
District of Columbia,District of Columbia,0.4623336380535197,Percent,11001,630
Florida,Alachua,2.3654545416933965,Percent,12001,639
Florida,Baker,3.3699978932631938,Percent,12003,641
Florida,Bay,4.790298413597743,Percent,12005,658
Florida,Bradford,0.9804905291663394,Percent,12007,665
Florida,Brevard,7.658600980597285,Percent,12009,686
Florida,Broward,1.6602786366078914,Percent,12011,695
Florida,Calhoun,3.586960405939433,Percent,12013,699
Florida,Charlotte,13.763735652272812,Percent,12015,743
Florida,Citrus,9.760889802717438,Percent,12017,843
Florida,Clay,2.7630039641435156,Percent,12019,852
Florida,Collier,9.163102127953907,Percent,12021,894
Florida,Columbia,2.434408772769943,Percent,12023,903
Florida,DeSoto,1.4523444003307098,Percent,12027,906
Florida,Dixie,1.8410594336350627,Percent,12029,918
Florida,Duval,2.542664155792438,Percent,12031,924
Florida,Escambia,5.448117450658191,Percent,12033,931
Florida,Flagler,8.606595249668784,Percent,12035,935
Florida,Franklin,0.8048935359390519,Percent,12037,937
Florida,Gadsden,1.2873558751358813,Percent,12039,938
Florida,Gilchrist,0.1725060413617817,Percent,12041,939
Florida,Glades,5.963070719467324,Percent,12043,940
Florida,Gulf,3.173235177015634,Percent,12045,941
Florida,Hamilton,3.964705130208237,Percent,12047,942
Florida,Hardee,4.168094313010205,Percent,12049,943
Florida,Hendry,1.915325489888191,Percent,12051,944
Florida,Hernando,9.223576375400224,Percent,12053,945
Florida,Highlands,11.393081033826554,Percent,12055,946
Florida,Hillsborough,2.937039388702647,Percent,12057,947
Florida,Holmes,3.0498574887432426,Percent,12059,948
Florida,Indian River,13.318475057807907,Percent,12061,949
Florida,Jackson,1.083675070577986,Percent,12063,950
Florida,Jefferson,2.6662966318563783,Percent,12065,951
Florida,Lafayette,1.3997737029326156,Percent,12067,952
Florida,Lake,7.9909861979320125,Percent,12069,953
Florida,Lee,6.5966843562769535,Percent,12071,954
Florida,Leon,3.1863621437523513,Percent,12073,955
Florida,Levy,2.1076165197686305,Percent,12075,956
Florida,Liberty,3.2362270067352537,Percent,12077,957
Florida,Madison,3.8818961473381557,Percent,12079,958
Florida,Manatee,6.634080618978078,Percent,12081,959
Florida,Marion,6.731093302261498,Percent,12083,960
Florida,Martin,10.36100454992448,Percent,12085,961
Florida,Miami-Dade,0.7816632498553898,Percent,12086,962
Florida,Monroe,6.1670260763845395,Percent,12087,963
Florida,Nassau,4.3949496846959795,Percent,12089,964
Florida,Okaloosa,4.835674348011631,Percent,12091,965
Florida,Okeechobee,6.361979068627538,Percent,12093,966
Florida,Orange,2.0083132891356477,Percent,12095,967
Florida,Osceola,2.132248319053669,Percent,12097,968
Florida,Palm Beach,4.247626616855721,Percent,12099,969
Florida,Pasco,4.60723799496573,Percent,12101,970
Florida,Pinellas,3.440654005750528,Percent,12103,971
Florida,Polk,6.205503244588378,Percent,12105,972
Florida,Putnam,4.245972460580052,Percent,12107,973
Florida,St. Johns,4.317725037356095,Percent,12109,974
Florida,St. Lucie,7.894336302230866,Percent,12111,975
Florida,Santa Rosa,5.050346630946754,Percent,12113,976
Florida,Sarasota,9.810341195857298,Percent,12115,977
Florida,Seminole,3.5784447165325584,Percent,12117,978
Florida,Sumter,6.190296493267758,Percent,12119,979
Florida,Suwannee,4.6460505975468465,Percent,12121,980
Florida,Taylor,4.802807216476827,Percent,12123,981
Florida,Union,2.7721598074271383,Percent,12125,982
Florida,Volusia,6.466248208407742,Percent,12127,983
Florida,Wakulla,0.2719443722572479,Percent,12129,984
Florida,Walton,2.7287689661305525,Percent,12131,985
Florida,Washington,6.142244361642072,Percent,12133,986
Georgia,Appling,3.029411851360002,Percent,13001,987
Georgia,Atkinson,2.899001135991988,Percent,13003,988
Georgia,Bacon,1.2274880168894018,Percent,13005,989
Georgia,Baker,12.283769439038105,Percent,13007,990
Georgia,Baldwin,2.489293544229112,Percent,13009,991
Georgia,Banks,1.1104733530618212,Percent,13011,992
Georgia,Barrow,1.1627864772422103,Percent,13013,993
Georgia,Bartow,3.2118032293340057,Percent,13015,994
Georgia,Ben Hill,3.2019626430591077,Percent,13017,995
Georgia,Berrien,2.051327216422685,Percent,13019,996
Georgia,Bibb,3.174031284715591,Percent,13021,997
Georgia,Bleckley,1.1165736438305902,Percent,13023,998
Georgia,Brantley,1.7106290815914398,Percent,13025,999
Georgia,Brooks,1.176470334120464,Percent,13027,565
Georgia,Bryan,1.3231880444284887,Percent,13029,573
Georgia,Bulloch,1.10890312270868,Percent,13031,579
Georgia,Burke,1.2932124139418724,Percent,13033,583
Georgia,Butts,0.30812515061246504,Percent,13035,588
Georgia,Calhoun,2.025896555851613,Percent,13037,592
Georgia,Camden,2.9843699541936926,Percent,13039,603
Georgia,Candler,0.8165235105624404,Percent,13043,616
Georgia,Carroll,1.993657670114542,Percent,13045,620
Georgia,Catoosa,5.379109680825389,Percent,13047,626
Georgia,Charlton,4.265445994731517,Percent,13049,635
Georgia,Chatham,2.96420387696579,Percent,13051,646
Georgia,Chattahoochee,3.2278263994055028,Percent,13053,656
Georgia,Chattooga,1.1317854267774592,Percent,13055,659
Georgia,Cherokee,2.4517110293895477,Percent,13057,662
Georgia,Clarke,2.694869067594479,Percent,13059,666
Georgia,Clay,0.39348510263525605,Percent,13061,670
Georgia,Clayton,2.8656135759897157,Percent,13063,673
Georgia,Clinch,1.175434331223713,Percent,13065,676
Georgia,Cobb,3.6069726373281665,Percent,13067,680
Georgia,Coffee,1.8195638908236162,Percent,13069,684
Georgia,Colquitt,2.9398822815256938,Percent,13071,689
Georgia,Columbia,1.5715569955159812,Percent,13073,692
Georgia,Cook,1.5531944573283407,Percent,13075,697
Georgia,Coweta,2.8684028944863686,Percent,13077,700
Georgia,Crawford,0.004794356497191798,Percent,13079,704
Georgia,Crisp,2.9040924067961473,Percent,13081,707
Georgia,Dade,0.60473361158509,Percent,13083,708
Georgia,Dawson,0.0,Percent,13085,713
Georgia,Decatur,1.9949250458941061,Percent,13087,714
Georgia,DeKalb,2.233974825681066,Percent,13089,718
Georgia,Dodge,0.25394883537232243,Percent,13091,720
Georgia,Dooly,3.456205745289181,Percent,13093,724
Georgia,Dougherty,4.857483297075737,Percent,13095,728
Georgia,Douglas,2.8604613934222867,Percent,13097,731
Georgia,Early,1.4626428154519624,Percent,13099,735
Georgia,Echols,0.6221199629202182,Percent,13101,737
Georgia,Effingham,1.2481834919267254,Percent,13103,742
Georgia,Elbert,2.637459554782545,Percent,13105,746
Georgia,Emanuel,4.503724812530446,Percent,13107,750
Georgia,Evans,0.5558276683272037,Percent,13109,754
Georgia,Fannin,0.03505222721636399,Percent,13111,755
Georgia,Fayette,5.120965394366267,Percent,13113,760
Georgia,Floyd,3.421145538146786,Percent,13115,764
Georgia,Forsyth,2.4577729986081556,Percent,13117,768
Georgia,Franklin,0.2491393571467583,Percent,13119,772
Georgia,Fulton,2.1254768172588614,Percent,13121,779
Georgia,Gilmer,0.7066081320206702,Percent,13123,781
Georgia,Glascock,12.077141142987799,Percent,13125,783
Georgia,Glynn,4.480420952478638,Percent,13127,793
Georgia,Gordon,1.543751128446597,Percent,13129,796
Georgia,Grady,1.6834043979964373,Percent,13131,797
Georgia,Greene,0.5833213345339514,Percent,13133,800
Georgia,Gwinnett,2.3223980423905126,Percent,13135,804
Georgia,Habersham,2.590019076153923,Percent,13137,806
Georgia,Hall,3.054458846236137,Percent,13139,808
Georgia,Hancock,2.389079610138689,Percent,13141,810
Georgia,Haralson,0.45535817055930167,Percent,13143,813
Georgia,Harris,0.09577368369043436,Percent,13145,814
Georgia,Hart,0.5821232855393685,Percent,13147,816
Georgia,Heard,0.5279581770658383,Percent,13149,817
Georgia,Henry,3.211424565577745,Percent,13151,820
Georgia,Houston,3.5157312837453825,Percent,13153,823
Georgia,Irwin,1.0083834803223475,Percent,13155,825
Georgia,Jackson,0.0931946240568984,Percent,13157,828
Georgia,Jasper,0.761057770101108,Percent,13159,830
Georgia,Jeff Davis,1.645281924196456,Percent,13161,832
Georgia,Jefferson,0.25357046436061254,Percent,13163,834
Georgia,Jenkins,1.7889981087817026,Percent,13165,835
Georgia,Johnson,3.9463499009339182,Percent,13167,837
Georgia,Jones,0.7297617639462206,Percent,13169,839
Georgia,Lamar,1.1512158338253864,Percent,13171,841
Georgia,Lanier,0.3251371259051687,Percent,13173,845
Georgia,Laurens,1.5515110628612876,Percent,13175,847
Georgia,Lee,1.4282098461127994,Percent,13177,849
Georgia,Liberty,1.4081575896768774,Percent,13179,855
Georgia,Lincoln,1.5559251021263132,Percent,13181,857
Georgia,Long,0.836703420627074,Percent,13183,860
Georgia,Lowndes,2.065244925453059,Percent,13185,863
Georgia,Lumpkin,0.16336868229186477,Percent,13187,865
Georgia,McDuffie,1.0459659507650698,Percent,13189,868
Georgia,McIntosh,1.673476316895465,Percent,13191,871
Georgia,Macon,1.244895318400061,Percent,13193,874
Georgia,Madison,0.4472815623858215,Percent,13195,875
Georgia,Marion,12.574675257635553,Percent,13197,877
Georgia,Meriwether,0.25851323594902104,Percent,13199,879
Georgia,Miller,0.7402027937571216,Percent,13201,881
Georgia,Mitchell,1.645315228346289,Percent,13205,883
Georgia,Monroe,1.2205266496696676,Percent,13207,885
Georgia,Montgomery,2.0598681297651322,Percent,13209,887
Georgia,Morgan,4.007568790905776,Percent,13211,890
Georgia,Murray,1.563069347619804,Percent,13213,892
Georgia,Muscogee,3.5563932081555047,Percent,13215,896
Georgia,Newton,2.195031880150493,Percent,13217,899
Georgia,Oconee,3.2875812137868508,Percent,13219,901
Georgia,Oglethorpe,0.7903388230663602,Percent,13221,905
Georgia,Paulding,1.5117986569460669,Percent,13223,908
Georgia,Peach,2.3269332240871385,Percent,13225,910
Georgia,Pickens,0.8347362320719242,Percent,13227,912
Georgia,Pierce,1.7322806620598412,Percent,13229,915
Georgia,Pike,0.0,Percent,13231,7
Georgia,Polk,1.6649026646357157,Percent,13233,8
Georgia,Pulaski,1.9706307321507492,Percent,13235,11
Georgia,Putnam,0.6752866837306674,Percent,13237,13
Georgia,Quitman,7.489101824921887,Percent,13239,16
Georgia,Rabun,0.18840972185213137,Percent,13241,18
