State,County,Direct farm sales (% change) 2007 - 12 (PCH_DIRSALES_07_12),Units,FIPS,FID
Georgia,Richmond,-50.0,% change,13245.0,24
Georgia,Rockdale,-68.96551724137932,% change,13247.0,28
Georgia,Schley,nan,% change,13249.0,31
Georgia,Screven,-19.298245614035086,% change,13251.0,34
Georgia,Seminole,-100.0,% change,13253.0,38
Georgia,Spalding,nan,% change,13255.0,41
Georgia,Stephens,-24.137931034482758,% change,13257.0,45
Georgia,Stewart,-100.0,% change,13259.0,48
Georgia,Sumter,-26.865671641791046,% change,13261.0,52
Georgia,Talbot,0.0,% change,13263.0,57
Georgia,Taliaferro,nan,% change,13265.0,60
Georgia,Tattnall,66.43356643356644,% change,13267.0,63
Georgia,Taylor,633.3333333333333,% change,13269.0,69
Georgia,Telfair,5.555555555555555,% change,13271.0,75
Georgia,Terrell,nan,% change,13273.0,78
Georgia,Thomas,-7.368421052631578,% change,13275.0,83
Georgia,Tift,nan,% change,13277.0,87
Georgia,Toombs,nan,% change,13279.0,91
Georgia,Towns,nan,% change,13281.0,95
Georgia,Treutlen,156.25,% change,13283.0,102
Georgia,Troup,1000.0,% change,13285.0,105
Georgia,Turner,125.0,% change,13287.0,108
Georgia,Twiggs,nan,% change,13289.0,116
Georgia,Union,-66.07142857142857,% change,13291.0,120
Georgia,Upson,556.25,% change,13293.0,123
Georgia,Walker,-48.1283422459893,% change,13295.0,126
Georgia,Walton,-4.081632653061225,% change,13297.0,127
Georgia,Ware,1.8867924528301887,% change,13299.0,132
Georgia,Warren,nan,% change,13301.0,135
Georgia,Washington,-74.07407407407408,% change,13303.0,143
Georgia,Wayne,20.689655172413794,% change,13305.0,147
Georgia,Webster,nan,% change,13307.0,149
Georgia,Wheeler,nan,% change,13309.0,154
Georgia,White,39.189189189189186,% change,13311.0,157
Georgia,Whitfield,235.71428571428572,% change,13313.0,159
Georgia,Wilcox,196.61016949152543,% change,13315.0,163
Georgia,Wilkes,39.285714285714285,% change,13317.0,167
Georgia,Wilkinson,1522.2222222222222,% change,13319.0,169
Georgia,Worth,-89.0625,% change,13321.0,173
Hawaii,Hawaii,85.79352850539291,% change,15001.0,198
Hawaii,Honolulu,45.73225516621743,% change,15003.0,234
Hawaii,Kalawao,nan,% change,15005.0,247
Hawaii,Kauai,9.511568123393316,% change,15007.0,261
Hawaii,Maui,31.946508172362552,% change,15009.0,323
Idaho,Ada,44.02810304449648,% change,16001.0,336
Idaho,Adams,9.375,% change,16003.0,338
Idaho,Bannock,10.967741935483872,% change,16005.0,343
Idaho,Bear Lake,80.0,% change,16007.0,349
Idaho,Benewah,-3.076923076923077,% change,16009.0,354
Idaho,Bingham,54.95495495495496,% change,16011.0,362
Idaho,Blaine,nan,% change,16013.0,371
Idaho,Boise,625.0,% change,16015.0,380
Idaho,Bonner,49.24812030075188,% change,16017.0,387
Idaho,Bonneville,-43.19371727748691,% change,16019.0,395
Idaho,Boundary,-46.728971962616825,% change,16021.0,405
Idaho,Butte,nan,% change,16023.0,414
Idaho,Camas,nan,% change,16025.0,429
Idaho,Canyon,-31.711317659923456,% change,16027.0,441
Idaho,Caribou,246.53465346534654,% change,16029.0,449
Idaho,Cassia,32.432432432432435,% change,16031.0,456
Idaho,Clark,nan,% change,16033.0,464
Idaho,Clearwater,284.61538461538464,% change,16035.0,474
Idaho,Custer,93.33333333333333,% change,16037.0,484
Idaho,Elmore,117.58241758241759,% change,16039.0,490
Idaho,Franklin,29.292929292929294,% change,16041.0,498
Idaho,Fremont,30.0,% change,16043.0,502
Idaho,Gem,-28.888888888888886,% change,16045.0,510
Idaho,Gooding,33.70786516853933,% change,16047.0,519
Idaho,Idaho,-22.818791946308725,% change,16049.0,528
Idaho,Jefferson,154.05405405405406,% change,16051.0,540
Idaho,Jerome,-21.49532710280374,% change,16053.0,547
Idaho,Kootenai,-3.146067415730337,% change,16055.0,552
Idaho,Latah,130.95238095238096,% change,16057.0,559
Idaho,Lemhi,41.66666666666667,% change,16059.0,566
Idaho,Lewis,nan,% change,16061.0,574
Idaho,Lincoln,323.0769230769231,% change,16063.0,578
Idaho,Madison,25.454545454545453,% change,16065.0,581
Idaho,Minidoka,-56.64335664335665,% change,16067.0,585
Idaho,Nez Perce,58.16326530612245,% change,16069.0,589
Idaho,Oneida,24.390243902439025,% change,16071.0,593
Idaho,Owyhee,9.090909090909092,% change,16073.0,601
Idaho,Payette,-38.17863397548161,% change,16075.0,606
Idaho,Power,284.61538461538464,% change,16077.0,613
Idaho,Shoshone,-54.54545454545454,% change,16079.0,621
Idaho,Teton,291.48936170212767,% change,16081.0,627
Idaho,Twin Falls,23.67601246105919,% change,16083.0,634
Idaho,Valley,-57.89473684210527,% change,16085.0,643
Idaho,Washington,70.27027027027027,% change,16087.0,649
Illinois,Adams,108.63309352517985,% change,17001.0,650
Illinois,Alexander,nan,% change,17003.0,651
Illinois,Bond,112.5,% change,17005.0,652
Illinois,Boone,63.08360477741585,% change,17007.0,653
Illinois,Brown,10.526315789473683,% change,17009.0,654
Illinois,Bureau,-56.40138408304498,% change,17011.0,2
Illinois,Calhoun,234.14634146341461,% change,17013.0,4
Illinois,Carroll,-29.326923076923077,% change,17015.0,6
Illinois,Cass,169.23076923076923,% change,17017.0,10
Illinois,Champaign,5.506607929515418,% change,17019.0,12
Illinois,Christian,-55.47945205479452,% change,17021.0,14
Illinois,Clark,66.66666666666666,% change,17023.0,19
Illinois,Clay,-63.1578947368421,% change,17025.0,22
Illinois,Clinton,187.83783783783784,% change,17027.0,27
Illinois,Coles,21.27659574468085,% change,17029.0,30
Illinois,Cook,nan,% change,17031.0,36
Illinois,Crawford,331.57894736842104,% change,17033.0,40
Illinois,Cumberland,-17.346938775510203,% change,17035.0,44
Illinois,DeKalb,88.58520900321544,% change,17037.0,49
Illinois,De Witt,-13.095238095238097,% change,17039.0,53
Illinois,Douglas,0.6211180124223602,% change,17041.0,55
Illinois,DuPage,130.88235294117646,% change,17043.0,64
Illinois,Edgar,168.2170542635659,% change,17045.0,66
Illinois,Edwards,-50.0,% change,17047.0,71
Illinois,Effingham,16.8141592920354,% change,17049.0,76
Illinois,Fayette,229.2134831460674,% change,17051.0,79
Illinois,Ford,nan,% change,17053.0,81
Illinois,Franklin,376.4705882352941,% change,17055.0,85
Illinois,Fulton,-1.4705882352941175,% change,17057.0,89
Illinois,Gallatin,-72.64957264957265,% change,17059.0,92
Illinois,Greene,1427.2727272727273,% change,17061.0,96
Illinois,Grundy,362.5,% change,17063.0,99
Illinois,Hamilton,13.333333333333334,% change,17065.0,106
Illinois,Hancock,-67.85714285714286,% change,17067.0,111
Illinois,Hardin,nan,% change,17069.0,113
Illinois,Henderson,nan,% change,17071.0,117
Illinois,Henry,6.0606060606060606,% change,17073.0,121
Illinois,Iroquois,220.65217391304347,% change,17075.0,125
Illinois,Jackson,-75.28571428571429,% change,17077.0,129
Illinois,Jasper,17.543859649122805,% change,17079.0,133
Illinois,Jefferson,27.77777777777778,% change,17081.0,137
Illinois,Jersey,110.5263157894737,% change,17083.0,142
Illinois,Jo Daviess,120.79207920792079,% change,17085.0,145
Illinois,Johnson,277.77777777777777,% change,17087.0,152
Illinois,Kane,-14.504881450488144,% change,17089.0,156
Illinois,Kankakee,-80.52256532066508,% change,17091.0,161
Illinois,Kendall,nan,% change,17093.0,165
Illinois,Knox,108.57142857142857,% change,17095.0,166
Illinois,Lake,51.40692640692641,% change,17097.0,170
Illinois,LaSalle,87.02460850111858,% change,17099.0,175
Illinois,Lawrence,307.4074074074074,% change,17101.0,177
Illinois,Lee,121.10091743119267,% change,17103.0,180
Illinois,Livingston,209.5890410958904,% change,17105.0,182
Illinois,Logan,279.3103448275862,% change,17107.0,186
Illinois,McDonough,-35.57692307692308,% change,17109.0,189
Illinois,McHenry,43.34341906202723,% change,17111.0,192
Illinois,McLean,24.509803921568626,% change,17113.0,193
Illinois,Macon,59.32203389830508,% change,17115.0,194
Illinois,Macoupin,9.13978494623656,% change,17117.0,196
Illinois,Madison,52.654867256637175,% change,17119.0,199
Illinois,Marion,-14.285714285714285,% change,17121.0,201
Illinois,Marshall,-11.956521739130435,% change,17123.0,202
Illinois,Mason,-6.349206349206349,% change,17125.0,206
Illinois,Massac,660.9756097560976,% change,17127.0,208
Illinois,Menard,102.32558139534885,% change,17129.0,212
Illinois,Mercer,-39.66942148760331,% change,17131.0,216
Illinois,Monroe,192.6829268292683,% change,17133.0,219
Illinois,Montgomery,-51.5625,% change,17135.0,223
Illinois,Morgan,0.5649717514124294,% change,17137.0,225
Illinois,Moultrie,465.1006711409396,% change,17139.0,227
Illinois,Ogle,-19.02912621359223,% change,17141.0,229
Illinois,Peoria,65.85365853658537,% change,17143.0,233
Illinois,Perry,90.32258064516128,% change,17145.0,235
Illinois,Piatt,-44.11764705882353,% change,17147.0,238
Illinois,Pike,-36.17021276595745,% change,17149.0,241
Illinois,Pope,nan,% change,17151.0,245
Illinois,Pulaski,-16.666666666666664,% change,17153.0,248
Illinois,Putnam,nan,% change,17155.0,253
Illinois,Randolph,228.57142857142856,% change,17157.0,255
Illinois,Richland,239.1304347826087,% change,17159.0,259
Illinois,Rock Island,1.5228426395939088,% change,17161.0,265
Illinois,St. Clair,53.535353535353536,% change,17163.0,269
Illinois,Saline,-61.53846153846154,% change,17165.0,271
Illinois,Sangamon,52.490421455938694,% change,17167.0,274
Illinois,Schuyler,-30.76923076923077,% change,17169.0,278
Illinois,Scott,nan,% change,17171.0,280
Illinois,Shelby,-28.26086956521739,% change,17173.0,283
Illinois,Stark,129.3577981651376,% change,17175.0,285
Illinois,Stephenson,12.295081967213115,% change,17177.0,290
Illinois,Tazewell,-31.98992443324937,% change,17179.0,291
Illinois,Union,32.072072072072075,% change,17181.0,293
Illinois,Vermilion,-56.481481481481474,% change,17183.0,296
Illinois,Wabash,nan,% change,17185.0,299
Illinois,Warren,36.11111111111111,% change,17187.0,301
Illinois,Washington,-18.181818181818183,% change,17189.0,305
Illinois,Wayne,133.33333333333331,% change,17191.0,310
Illinois,White,93.33333333333333,% change,17193.0,312
Illinois,Whiteside,-40.971168437025796,% change,17195.0,314
Illinois,Will,98.81129271916791,% change,17197.0,320
Illinois,Williamson,153.19148936170214,% change,17199.0,324
Illinois,Winnebago,103.921568627451,% change,17201.0,325
Illinois,Woodford,-12.461538461538462,% change,17203.0,328
Indiana,Adams,-3.103448275862069,% change,18001.0,330
Indiana,Allen,22.243713733075435,% change,18003.0,335
Indiana,Bartholomew,17.355371900826448,% change,18005.0,342
Indiana,Benton,-6.25,% change,18007.0,179
Indiana,Blackford,4.761904761904762,% change,18009.0,183
Indiana,Boone,73.63636363636363,% change,18011.0,185
Indiana,Brown,282.3529411764706,% change,18013.0,188
Indiana,Carroll,-48.89705882352941,% change,18015.0,195
Indiana,Cass,32.69230769230769,% change,18017.0,211
Indiana,Clark,-29.721595184349137,% change,18019.0,215
Indiana,Clay,63.46153846153846,% change,18021.0,221
Indiana,Clinton,-7.926829268292683,% change,18023.0,226
Indiana,Crawford,0.0,% change,18025.0,232
Indiana,Daviess,-33.77483443708609,% change,18027.0,239
Indiana,Dearborn,-2.1164021164021163,% change,18029.0,242
Indiana,Decatur,-66.49616368286445,% change,18031.0,246
Indiana,DeKalb,-79.9011532125206,% change,18033.0,249
Indiana,Delaware,27.86885245901639,% change,18035.0,252
Indiana,Dubois,-0.48543689320388345,% change,18037.0,254
Indiana,Elkhart,95.18760195758564,% change,18039.0,260
Indiana,Fayette,-63.07692307692307,% change,18041.0,263
Indiana,Floyd,38.88888888888889,% change,18043.0,267
Indiana,Fountain,-44.09448818897638,% change,18045.0,270
Indiana,Franklin,33.85826771653544,% change,18047.0,272
Indiana,Fulton,11.38211382113821,% change,18049.0,276
Indiana,Gibson,200.0,% change,18051.0,286
Indiana,Grant,120.25316455696202,% change,18053.0,297
Indiana,Greene,35.96491228070175,% change,18055.0,309
Indiana,Hamilton,177.3006134969325,% change,18057.0,321
Indiana,Hancock,-13.405797101449277,% change,18059.0,329
Indiana,Harrison,-30.612244897959183,% change,18061.0,334
Indiana,Hendricks,367.53246753246754,% change,18063.0,341
Indiana,Henry,-30.96085409252669,% change,18065.0,344
Indiana,Howard,72.48322147651007,% change,18067.0,348
Indiana,Huntington,-43.203883495145625,% change,18069.0,352
Indiana,Jackson,24.479166666666664,% change,18071.0,355
Indiana,Jasper,17.0,% change,18073.0,356
Indiana,Jay,-14.953271028037381,% change,18075.0,358
Indiana,Jefferson,-22.872340425531913,% change,18077.0,363
Indiana,Jennings,104.16666666666667,% change,18079.0,367
Indiana,Johnson,-37.93103448275862,% change,18081.0,370
Indiana,Knox,60.53097345132743,% change,18083.0,376
Indiana,Kosciusko,7.262569832402235,% change,18085.0,384
Indiana,LaGrange,171.60493827160494,% change,18087.0,386
Indiana,Lake,-14.055299539170507,% change,18089.0,389
Indiana,LaPorte,154.90605427974947,% change,18091.0,392
Indiana,Lawrence,-53.333333333333336,% change,18093.0,396
Indiana,Madison,-6.722689075630252,% change,18095.0,401
Indiana,Marion,17.582417582417584,% change,18097.0,409
Indiana,Marshall,135.0,% change,18099.0,412
Indiana,Martin,-78.41409691629956,% change,18101.0,418
Indiana,Miami,-34.84848484848485,% change,18103.0,420
Indiana,Monroe,127.01149425287358,% change,18105.0,422
Indiana,Montgomery,44.827586206896555,% change,18107.0,425
Indiana,Morgan,-3.715670436187399,% change,18109.0,430
Indiana,Newton,65.625,% change,18111.0,433
Indiana,Noble,84.82142857142857,% change,18113.0,436
Indiana,Ohio,766.6666666666667,% change,18115.0,440
Indiana,Orange,43.63636363636363,% change,18117.0,444
Indiana,Owen,-19.047619047619047,% change,18119.0,448
Indiana,Parke,97.0954356846473,% change,18121.0,452
Indiana,Perry,-41.935483870967744,% change,18123.0,459
Indiana,Pike,nan,% change,18125.0,465
Indiana,Porter,86.88524590163934,% change,18127.0,468
Indiana,Posey,-7.0588235294117645,% change,18129.0,471
Indiana,Pulaski,-18.181818181818183,% change,18131.0,477
Indiana,Putnam,-53.45622119815668,% change,18133.0,480
Indiana,Randolph,25.0,% change,18135.0,485
Indiana,Ripley,62.77372262773723,% change,18137.0,488
Indiana,Rush,31.03448275862069,% change,18139.0,493
Indiana,St. Joseph,29.336437718277065,% change,18141.0,496
Indiana,Scott,-18.461538461538463,% change,18143.0,504
Indiana,Shelby,88.0,% change,18145.0,506
Indiana,Spencer,61.53846153846154,% change,18147.0,509
Indiana,Starke,-43.58974358974359,% change,18149.0,512
Indiana,Steuben,57.407407407407405,% change,18151.0,515
Indiana,Sullivan,41.9753086419753,% change,18153.0,518
Indiana,Switzerland,nan,% change,18155.0,526
Indiana,Tippecanoe,153.86904761904762,% change,18157.0,530
Indiana,Tipton,23.333333333333332,% change,18159.0,534
Indiana,Union,-37.5,% change,18161.0,538
Indiana,Vanderburgh,-28.55731225296443,% change,18163.0,543
Indiana,Vermillion,nan,% change,18165.0,548
Indiana,Vigo,60.24096385542169,% change,18167.0,553
Indiana,Wabash,-32.03463203463203,% change,18169.0,555
Indiana,Warren,-58.333333333333336,% change,18171.0,567
Indiana,Warrick,-35.483870967741936,% change,18173.0,575
Indiana,Washington,242.7536231884058,% change,18175.0,584
Indiana,Wayne,47.46835443037975,% change,18177.0,586
Indiana,Wells,-31.62393162393162,% change,18179.0,590
Indiana,White,12.857142857142856,% change,18181.0,594
Indiana,Whitley,130.5263157894737,% change,18183.0,597
Iowa,Adair,158.49056603773585,% change,19001.0,598
Iowa,Adams,-65.85365853658537,% change,19003.0,602
Iowa,Allamakee,-47.53086419753087,% change,19005.0,608
Iowa,Appanoose,-29.545454545454547,% change,19007.0,611
Iowa,Audubon,-61.53846153846154,% change,19009.0,615
Iowa,Benton,73.5973597359736,% change,19011.0,619
Iowa,Black Hawk,11.053984575835475,% change,19013.0,623
Iowa,Boone,15.639810426540285,% change,19015.0,625
Iowa,Bremer,-17.333333333333336,% change,19017.0,631
Iowa,Buchanan,-43.27956989247312,% change,19019.0,632
Iowa,Buena Vista,156.25,% change,19021.0,633
Iowa,Butler,97.2972972972973,% change,19023.0,361
Iowa,Calhoun,16.75392670157068,% change,19025.0,365
Iowa,Carroll,-14.634146341463413,% change,19027.0,369
Iowa,Cass,113.79310344827587,% change,19029.0,374
Iowa,Cedar,-29.441624365482234,% change,19031.0,379
Iowa,Cerro Gordo,137.2549019607843,% change,19033.0,383
Iowa,Cherokee,-85.18518518518519,% change,19035.0,388
Iowa,Chickasaw,140.10695187165777,% change,19037.0,393
Iowa,Clarke,106.54205607476635,% change,19039.0,397
Iowa,Clay,-61.702127659574465,% change,19041.0,398
Iowa,Clayton,37.5,% change,19043.0,402
Iowa,Clinton,33.11258278145696,% change,19045.0,404
Iowa,Crawford,75.0,% change,19047.0,408
Iowa,Dallas,149.21465968586386,% change,19049.0,413
Iowa,Davis,-20.915032679738562,% change,19051.0,416
Iowa,Decatur,-45.65217391304348,% change,19053.0,419
Iowa,Delaware,-9.00900900900901,% change,19055.0,421
Iowa,Des Moines,-32.25806451612903,% change,19057.0,424
Iowa,Dickinson,71.7948717948718,% change,19059.0,427
Iowa,Dubuque,-23.96694214876033,% change,19061.0,434
Iowa,Emmet,42.857142857142854,% change,19063.0,437
Iowa,Fayette,-54.004576659038904,% change,19065.0,442
Iowa,Floyd,-53.264604810996566,% change,19067.0,447
Iowa,Franklin,38.333333333333336,% change,19069.0,451
Iowa,Fremont,275.0,% change,19071.0,455
Iowa,Greene,-29.88505747126437,% change,19073.0,458
Iowa,Grundy,99.62406015037594,% change,19075.0,460
Iowa,Guthrie,41.80327868852459,% change,19077.0,467
Iowa,Hamilton,-44.565217391304344,% change,19079.0,469
Iowa,Hancock,-6.790123456790123,% change,19081.0,470
Iowa,Hardin,-42.63565891472868,% change,19083.0,475
Iowa,Harrison,6.0606060606060606,% change,19085.0,478
Iowa,Henry,12.307692307692308,% change,19087.0,479
Iowa,Howard,69.62025316455697,% change,19089.0,481
Iowa,Humboldt,26.53061224489796,% change,19091.0,487
Iowa,Ida,66.66666666666666,% change,19093.0,491
Iowa,Iowa,-41.70692431561997,% change,19095.0,495
Iowa,Jackson,40.909090909090914,% change,19097.0,499
Iowa,Jasper,93.78531073446328,% change,19099.0,505
Iowa,Jefferson,112.04819277108433,% change,19101.0,507
Iowa,Johnson,-3.3678756476683938,% change,19103.0,508
Iowa,Jones,36.52173913043478,% change,19105.0,516
Iowa,Keokuk,-15.384615384615385,% change,19107.0,520
Iowa,Kossuth,-65.0990099009901,% change,19109.0,523
Iowa,Lee,110.55900621118013,% change,19111.0,531
Iowa,Linn,12.476722532588454,% change,19113.0,535
Iowa,Louisa,-84.23645320197043,% change,19115.0,539
Iowa,Lucas,4.901960784313726,% change,19117.0,542
Iowa,Lyon,167.1875,% change,19119.0,546
Iowa,Madison,-0.9708737864077669,% change,19121.0,550
Iowa,Mahaska,-11.695906432748536,% change,19123.0,554
Iowa,Marion,120.63492063492063,% change,19125.0,561
Iowa,Marshall,-21.052631578947366,% change,19127.0,568
Iowa,Mills,-31.70731707317073,% change,19129.0,569
Iowa,Mitchell,67.3913043478261,% change,19131.0,572
Iowa,Monona,12.5,% change,19133.0,576
Iowa,Monroe,-6.0606060606060606,% change,19135.0,580
Iowa,Montgomery,1800.0,% change,19137.0,595
Iowa,Muscatine,54.78547854785478,% change,19139.0,600
Iowa,O'Brien,-49.142857142857146,% change,19141.0,604
Iowa,Osceola,-76.74418604651163,% change,19143.0,607
Iowa,Page,37.83783783783784,% change,19145.0,612
Iowa,Palo Alto,94.64285714285714,% change,19147.0,618
Iowa,Plymouth,-68.23529411764706,% change,19149.0,622
Iowa,Pocahontas,-53.57142857142857,% change,19151.0,624
Iowa,Polk,99.47643979057592,% change,19153.0,629
Iowa,Pottawattamie,35.294117647058826,% change,19155.0,637
Iowa,Poweshiek,27.575757575757574,% change,19157.0,640
Iowa,Ringgold,-31.818181818181817,% change,19159.0,642
Iowa,Sac,0.0,% change,19161.0,647
Iowa,Scott,95.22058823529412,% change,19163.0,657
Iowa,Shelby,66.94915254237289,% change,19165.0,660
Iowa,Sioux,-66.71368124118476,% change,19167.0,663
Iowa,Story,-27.765237020316025,% change,19169.0,668
Iowa,Tama,-41.596638655462186,% change,19171.0,671
Iowa,Taylor,200.0,% change,19173.0,674
Iowa,Union,-18.0327868852459,% change,19175.0,675
Iowa,Van Buren,-37.2093023255814,% change,19177.0,678
Iowa,Wapello,-50.0,% change,19179.0,681
Iowa,Warren,3.0201342281879198,% change,19181.0,685
Iowa,Washington,-53.92405063291139,% change,19183.0,687
Iowa,Wayne,-58.87850467289719,% change,19185.0,691
Iowa,Webster,-67.08860759493672,% change,19187.0,694
Iowa,Winnebago,4.504504504504505,% change,19189.0,696
Iowa,Winneshiek,-8.732394366197182,% change,19191.0,698
Iowa,Woodbury,762.6865671641791,% change,19193.0,702
Iowa,Worth,52.25225225225225,% change,19195.0,703
Iowa,Wright,13.402061855670103,% change,19197.0,705
Kansas,Allen,63.52941176470588,% change,20001.0,709
Kansas,Anderson,-2.1739130434782608,% change,20003.0,712
Kansas,Atchison,-26.5625,% change,20005.0,715
Kansas,Barber,23.52941176470588,% change,20007.0,717
Kansas,Barton,1019.9999999999999,% change,20009.0,719
Kansas,Bourbon,-60.447761194029844,% change,20011.0,722
Kansas,Brown,3.125,% change,20013.0,723
Kansas,Butler,2.0161290322580645,% change,20015.0,726
Kansas,Chase,90.9090909090909,% change,20017.0,729
Kansas,Chautauqua,86.95652173913044,% change,20019.0,730
Kansas,Cherokee,4.615384615384616,% change,20021.0,732
Kansas,Cheyenne,500.0,% change,20023.0,736
Kansas,Clark,nan,% change,20025.0,738
Kansas,Clay,221.42857142857144,% change,20027.0,739
Kansas,Cloud,-83.03571428571429,% change,20029.0,740
Kansas,Coffey,-6.796116504854369,% change,20031.0,745
Kansas,Comanche,-76.08695652173914,% change,20033.0,748
Kansas,Cowley,137.9746835443038,% change,20035.0,752
Kansas,Crawford,182.75862068965517,% change,20037.0,756
Kansas,Decatur,nan,% change,20039.0,759
Kansas,Dickinson,-5.88235294117647,% change,20041.0,762
Kansas,Doniphan,-68.87417218543047,% change,20043.0,765
Kansas,Douglas,3.5416666666666665,% change,20045.0,767
Kansas,Edwards,nan,% change,20047.0,770
Kansas,Elk,-75.20661157024794,% change,20049.0,773
Kansas,Ellis,382.60869565217394,% change,20051.0,774
Kansas,Ellsworth,92.85714285714286,% change,20053.0,776
Kansas,Finney,76.0,% change,20055.0,778
Kansas,Ford,-60.37735849056604,% change,20057.0,784
Kansas,Franklin,-74.33035714285714,% change,20059.0,786
Kansas,Geary,-71.05263157894737,% change,20061.0,788
Kansas,Gove,43.07692307692308,% change,20063.0,790
Kansas,Graham,nan,% change,20065.0,791
Kansas,Grant,66.66666666666666,% change,20067.0,794
Kansas,Gray,nan,% change,20069.0,798
Kansas,Greeley,171.42857142857142,% change,20071.0,801
Kansas,Greenwood,-8.620689655172415,% change,20073.0,803
Kansas,Hamilton,nan,% change,20075.0,805
Kansas,Harper,650.0,% change,20077.0,807
Kansas,Harvey,-2.898550724637681,% change,20079.0,812
Kansas,Haskell,nan,% change,20081.0,815
Kansas,Hodgeman,nan,% change,20083.0,818
Kansas,Jackson,-41.47157190635451,% change,20085.0,819
Kansas,Jefferson,-27.22772277227723,% change,20087.0,821
Kansas,Jewell,-13.043478260869565,% change,20089.0,822
Kansas,Johnson,56.395348837209305,% change,20091.0,824
Kansas,Kearny,-50.0,% change,20093.0,826
Kansas,Kingman,46.15384615384615,% change,20095.0,827
Kansas,Kiowa,-47.05882352941176,% change,20097.0,829
Kansas,Labette,9.375,% change,20099.0,831
Kansas,Lane,166.66666666666669,% change,20101.0,833
Kansas,Leavenworth,97.48427672955975,% change,20103.0,836
Kansas,Lincoln,-23.076923076923077,% change,20105.0,838
Kansas,Linn,-33.33333333333333,% change,20107.0,840
Kansas,Logan,nan,% change,20109.0,842
Kansas,Lyon,28.125,% change,20111.0,844
Kansas,McPherson,0.6493506493506493,% change,20113.0,846
Kansas,Marion,31.25,% change,20115.0,848
Kansas,Marshall,-63.1578947368421,% change,20117.0,850
Kansas,Meade,-20.51282051282051,% change,20119.0,851
Kansas,Miami,-47.02702702702703,% change,20121.0,853
Kansas,Mitchell,nan,% change,20123.0,854
Kansas,Montgomery,-2.586206896551724,% change,20125.0,856
Kansas,Morris,-22.22222222222222,% change,20127.0,858
Kansas,Morton,nan,% change,20129.0,859
Kansas,Nemaha,-45.83333333333333,% change,20131.0,861
Kansas,Neosho,0.0,% change,20133.0,862
Kansas,Ness,12.121212121212121,% change,20135.0,864
Kansas,Norton,-74.35897435897436,% change,20137.0,866
Kansas,Osage,-39.52095808383233,% change,20139.0,867
Kansas,Osborne,nan,% change,20141.0,869
Kansas,Ottawa,-51.06382978723404,% change,20143.0,870
Kansas,Pawnee,-64.70588235294117,% change,20145.0,872
Kansas,Phillips,354.83870967741933,% change,20147.0,873
Kansas,Pottawatomie,-22.22222222222222,% change,20149.0,876
Kansas,Pratt,nan,% change,20151.0,878
Kansas,Rawlins,-4.672897196261682,% change,20153.0,880
Kansas,Reno,128.4796573875803,% change,20155.0,882
Kansas,Republic,500.0,% change,20157.0,884
Kansas,Rice,-23.636363636363637,% change,20159.0,886
Kansas,Riley,43.18181818181818,% change,20161.0,888
Kansas,Rooks,nan,% change,20163.0,889
Kansas,Rush,-21.27659574468085,% change,20165.0,891
Kansas,Russell,-28.57142857142857,% change,20167.0,893
Kansas,Saline,-76.28865979381443,% change,20169.0,895
Kansas,Scott,nan,% change,20171.0,897
Kansas,Sedgwick,-0.6944444444444444,% change,20173.0,898
Kansas,Seward,-80.95238095238095,% change,20175.0,900
Kansas,Shawnee,-33.83458646616541,% change,20177.0,902
Kansas,Sheridan,-60.0,% change,20179.0,904
Kansas,Sherman,nan,% change,20181.0,907
Kansas,Smith,nan,% change,20183.0,909
Kansas,Stafford,-45.94594594594595,% change,20185.0,911
Kansas,Stanton,nan,% change,20187.0,913
Kansas,Stevens,nan,% change,20189.0,914
Kansas,Sumner,-16.666666666666664,% change,20191.0,916
Kansas,Thomas,112.5,% change,20193.0,917
Kansas,Trego,-90.0,% change,20195.0,919
Kansas,Wabaunsee,-36.84210526315789,% change,20197.0,920
Kansas,Wallace,-100.0,% change,20199.0,921
Kansas,Washington,-25.352112676056336,% change,20201.0,922
Kansas,Wichita,nan,% change,20203.0,923
Kansas,Wilson,14.814814814814813,% change,20205.0,925
Kansas,Woodson,-68.75,% change,20207.0,926
Kansas,Wyandotte,-38.54961832061068,% change,20209.0,927
Kentucky,Adair,-2.1505376344086025,% change,21001.0,928
Kentucky,Allen,-21.51394422310757,% change,21003.0,929
Kentucky,Anderson,13.043478260869565,% change,21005.0,930
Kentucky,Ballard,16.666666666666664,% change,21007.0,932
Kentucky,Barren,-16.470588235294116,% change,21009.0,933
Kentucky,Bath,153.84615384615387,% change,21011.0,934
Kentucky,Bell,-10.526315789473683,% change,21013.0,936
Kentucky,Boone,-43.92156862745098,% change,21015.0,1002
Kentucky,Bourbon,-13.580246913580247,% change,21017.0,1005
Kentucky,Boyd,9.45945945945946,% change,21019.0,1008
Kentucky,Boyle,0.5988023952095809,% change,21021.0,1010
Kentucky,Bracken,-61.53846153846154,% change,21023.0,1013
Kentucky,Breathitt,5.0,% change,21025.0,1017
Kentucky,Breckinridge,-20.51282051282051,% change,21027.0,1020
Kentucky,Bullitt,71.91011235955057,% change,21029.0,1024
Kentucky,Butler,192.59259259259258,% change,21031.0,1026
Kentucky,Caldwell,-81.81818181818183,% change,21033.0,1031
Kentucky,Calloway,280.6451612903226,% change,21035.0,1033
Kentucky,Campbell,36.82008368200837,% change,21037.0,1035
Kentucky,Carlisle,85.71428571428571,% change,21039.0,1039
