State,County,WIC redemptions per capita 2011 (PC_WIC_REDEMP11),Units,FIPS,FID
Kansas,Mitchell,nan,Dollars/capita,20123,854
Kansas,Montgomery,24.623098373413086,Dollars/capita,20125,856
Kansas,Morris,nan,Dollars/capita,20127,858
Kansas,Morton,nan,Dollars/capita,20129,859
Kansas,Nemaha,nan,Dollars/capita,20131,861
Kansas,Neosho,20.6229248046875,Dollars/capita,20133,862
Kansas,Ness,nan,Dollars/capita,20135,864
Kansas,Norton,nan,Dollars/capita,20137,866
Kansas,Osage,10.948166847229004,Dollars/capita,20139,867
Kansas,Osborne,nan,Dollars/capita,20141,869
Kansas,Ottawa,nan,Dollars/capita,20143,870
Kansas,Pawnee,nan,Dollars/capita,20145,872
Kansas,Phillips,nan,Dollars/capita,20147,873
Kansas,Pottawatomie,30.628042221069336,Dollars/capita,20149,876
Kansas,Pratt,nan,Dollars/capita,20151,878
Kansas,Rawlins,nan,Dollars/capita,20153,880
Kansas,Reno,15.328934669494629,Dollars/capita,20155,882
Kansas,Republic,nan,Dollars/capita,20157,884
Kansas,Rice,nan,Dollars/capita,20159,886
Kansas,Riley,4.059698581695557,Dollars/capita,20161,888
Kansas,Rooks,nan,Dollars/capita,20163,889
Kansas,Rush,nan,Dollars/capita,20165,891
Kansas,Russell,nan,Dollars/capita,20167,893
Kansas,Saline,22.465452194213867,Dollars/capita,20169,895
Kansas,Scott,nan,Dollars/capita,20171,897
Kansas,Sedgwick,19.980098724365234,Dollars/capita,20173,898
Kansas,Seward,nan,Dollars/capita,20175,900
Kansas,Shawnee,18.575237274169922,Dollars/capita,20177,902
Kansas,Sheridan,nan,Dollars/capita,20179,904
Kansas,Sherman,nan,Dollars/capita,20181,907
Kansas,Smith,nan,Dollars/capita,20183,909
Kansas,Stafford,nan,Dollars/capita,20185,911
Kansas,Stanton,nan,Dollars/capita,20187,913
Kansas,Stevens,nan,Dollars/capita,20189,914
Kansas,Sumner,12.646637916564941,Dollars/capita,20191,916
Kansas,Thomas,nan,Dollars/capita,20193,917
Kansas,Trego,nan,Dollars/capita,20195,919
Kansas,Wabaunsee,nan,Dollars/capita,20197,920
Kansas,Wallace,nan,Dollars/capita,20199,921
Kansas,Washington,8.598315238952637,Dollars/capita,20201,922
Kansas,Wichita,nan,Dollars/capita,20203,923
Kansas,Wilson,nan,Dollars/capita,20205,925
Kansas,Woodson,nan,Dollars/capita,20207,926
Kansas,Wyandotte,26.78085708618164,Dollars/capita,20209,927
Kentucky,Adair,27.651519775390625,Dollars/capita,21001,928
Kentucky,Allen,nan,Dollars/capita,21003,929
Kentucky,Anderson,nan,Dollars/capita,21005,930
Kentucky,Ballard,nan,Dollars/capita,21007,932
Kentucky,Barren,49.551231384277344,Dollars/capita,21009,933
Kentucky,Bath,17.135223388671875,Dollars/capita,21011,934
Kentucky,Bell,48.363853454589844,Dollars/capita,21013,936
Kentucky,Boone,16.693511962890625,Dollars/capita,21015,1002
Kentucky,Bourbon,17.21665382385254,Dollars/capita,21017,1005
Kentucky,Boyd,22.573686599731445,Dollars/capita,21019,1008
Kentucky,Boyle,22.298166275024414,Dollars/capita,21021,1010
Kentucky,Bracken,nan,Dollars/capita,21023,1013
Kentucky,Breathitt,37.200984954833984,Dollars/capita,21025,1017
Kentucky,Breckinridge,10.67911434173584,Dollars/capita,21027,1020
Kentucky,Bullitt,7.750010013580322,Dollars/capita,21029,1024
Kentucky,Butler,23.690807342529297,Dollars/capita,21031,1026
Kentucky,Caldwell,52.97359085083008,Dollars/capita,21033,1031
Kentucky,Calloway,0.0,Dollars/capita,21035,1033
Kentucky,Campbell,14.737997055053711,Dollars/capita,21037,1035
Kentucky,Carlisle,26.688642501831055,Dollars/capita,21039,1039
Kentucky,Carroll,nan,Dollars/capita,21041,1041
Kentucky,Carter,31.006839752197266,Dollars/capita,21043,1044
Kentucky,Casey,22.337942123413086,Dollars/capita,21045,1048
Kentucky,Christian,55.83352279663086,Dollars/capita,21047,1050
Kentucky,Clark,23.818523406982422,Dollars/capita,21049,1053
Kentucky,Clay,46.236270904541016,Dollars/capita,21051,1056
Kentucky,Clinton,nan,Dollars/capita,21053,1059
Kentucky,Crittenden,nan,Dollars/capita,21055,1064
Kentucky,Cumberland,31.367395401000977,Dollars/capita,21057,1067
Kentucky,Daviess,38.11423110961914,Dollars/capita,21059,1071
Kentucky,Edmonson,24.04145622253418,Dollars/capita,21061,1073
Kentucky,Elliott,23.1119384765625,Dollars/capita,21063,1075
Kentucky,Estill,29.796316146850586,Dollars/capita,21065,1077
Kentucky,Fayette,15.9968843460083,Dollars/capita,21067,1080
Kentucky,Fleming,31.035690307617188,Dollars/capita,21069,1083
Kentucky,Floyd,31.16440773010254,Dollars/capita,21071,1085
Kentucky,Franklin,16.036535263061523,Dollars/capita,21073,1086
Kentucky,Fulton,63.024017333984375,Dollars/capita,21075,1088
Kentucky,Gallatin,20.51845359802246,Dollars/capita,21077,1090
Kentucky,Garrard,nan,Dollars/capita,21079,1092
Kentucky,Grant,21.18875503540039,Dollars/capita,21081,1094
Kentucky,Graves,27.690834045410156,Dollars/capita,21083,1097
Kentucky,Grayson,26.66142463684082,Dollars/capita,21085,1100
Kentucky,Green,nan,Dollars/capita,21087,1102
Kentucky,Greenup,18.134506225585938,Dollars/capita,21089,1105
Kentucky,Hancock,nan,Dollars/capita,21091,1107
Kentucky,Hardin,25.737964630126953,Dollars/capita,21093,1110
Kentucky,Harlan,43.59077453613281,Dollars/capita,21095,1114
Kentucky,Harrison,22.453887939453125,Dollars/capita,21097,1119
Kentucky,Hart,32.7073860168457,Dollars/capita,21099,1121
Kentucky,Henderson,28.68064308166504,Dollars/capita,21101,1126
Kentucky,Henry,nan,Dollars/capita,21103,1129
Kentucky,Hickman,nan,Dollars/capita,21105,1130
Kentucky,Hopkins,33.74225997924805,Dollars/capita,21107,1136
Kentucky,Jackson,14.231470108032227,Dollars/capita,21109,1140
Kentucky,Jefferson,15.165185928344727,Dollars/capita,21111,1143
Kentucky,Jessamine,18.330081939697266,Dollars/capita,21113,1145
Kentucky,Johnson,27.203041076660156,Dollars/capita,21115,1148
Kentucky,Kenton,15.35374927520752,Dollars/capita,21117,1151
Kentucky,Knott,28.70306968688965,Dollars/capita,21119,1154
Kentucky,Knox,35.716800689697266,Dollars/capita,21121,1159
Kentucky,Larue,nan,Dollars/capita,21123,1162
Kentucky,Laurel,24.93047332763672,Dollars/capita,21125,1166
Kentucky,Lawrence,25.320898056030273,Dollars/capita,21127,1167
Kentucky,Lee,33.49260330200195,Dollars/capita,21129,1171
Kentucky,Leslie,36.291805267333984,Dollars/capita,21131,1175
Kentucky,Letcher,26.474626541137695,Dollars/capita,21133,1178
Kentucky,Lewis,26.89814567565918,Dollars/capita,21135,1180
Kentucky,Lincoln,22.577207565307617,Dollars/capita,21137,1184
Kentucky,Livingston,9.343681335449219,Dollars/capita,21139,1187
Kentucky,Logan,38.03002166748047,Dollars/capita,21141,1190
Kentucky,Lyon,nan,Dollars/capita,21143,1193
Kentucky,McCracken,32.946678161621094,Dollars/capita,21145,1196
Kentucky,McCreary,47.43415832519531,Dollars/capita,21147,1198
Kentucky,McLean,20.29849624633789,Dollars/capita,21149,1201
Kentucky,Madison,17.07699203491211,Dollars/capita,21151,1204
Kentucky,Magoffin,30.156103134155273,Dollars/capita,21153,1206
Kentucky,Marion,24.533082962036133,Dollars/capita,21155,1210
Kentucky,Marshall,23.33879280090332,Dollars/capita,21157,1213
Kentucky,Martin,30.57381820678711,Dollars/capita,21159,1215
Kentucky,Mason,nan,Dollars/capita,21161,1217
Kentucky,Meade,10.271902084350586,Dollars/capita,21163,1220
Kentucky,Menifee,29.709808349609375,Dollars/capita,21165,1222
Kentucky,Mercer,27.5328369140625,Dollars/capita,21167,1225
Kentucky,Metcalfe,nan,Dollars/capita,21169,1228
Kentucky,Monroe,39.08388137817383,Dollars/capita,21171,1230
Kentucky,Montgomery,27.970998764038086,Dollars/capita,21173,1233
Kentucky,Morgan,26.2340030670166,Dollars/capita,21175,1235
Kentucky,Muhlenberg,26.237550735473633,Dollars/capita,21177,1238
Kentucky,Nelson,19.585416793823242,Dollars/capita,21179,1243
Kentucky,Nicholas,nan,Dollars/capita,21181,1246
Kentucky,Ohio,nan,Dollars/capita,21183,1249
Kentucky,Oldham,4.872422695159912,Dollars/capita,21185,1252
Kentucky,Owen,10.002864837646484,Dollars/capita,21187,1255
Kentucky,Owsley,54.37208938598633,Dollars/capita,21189,1257
Kentucky,Pendleton,nan,Dollars/capita,21191,1260
Kentucky,Perry,45.74772644042969,Dollars/capita,21193,1265
Kentucky,Pike,28.316028594970703,Dollars/capita,21195,1267
Kentucky,Powell,31.317169189453125,Dollars/capita,21197,1270
Kentucky,Pulaski,33.56291961669922,Dollars/capita,21199,1272
Kentucky,Robertson,nan,Dollars/capita,21201,1273
Kentucky,Rockcastle,19.590999603271484,Dollars/capita,21203,1276
Kentucky,Rowan,35.38286209106445,Dollars/capita,21205,1279
Kentucky,Russell,34.855712890625,Dollars/capita,21207,1282
Kentucky,Scott,16.149158477783203,Dollars/capita,21209,1283
Kentucky,Shelby,nan,Dollars/capita,21211,1285
Kentucky,Simpson,42.00456619262695,Dollars/capita,21213,1287
Kentucky,Spencer,nan,Dollars/capita,21215,1000
Kentucky,Taylor,41.901702880859375,Dollars/capita,21217,1003
Kentucky,Todd,nan,Dollars/capita,21219,1006
Kentucky,Trigg,nan,Dollars/capita,21221,1009
Kentucky,Trimble,nan,Dollars/capita,21223,1012
Kentucky,Union,29.392860412597656,Dollars/capita,21225,1016
Kentucky,Warren,34.897865295410156,Dollars/capita,21227,1019
Kentucky,Washington,nan,Dollars/capita,21229,1023
Kentucky,Wayne,47.41020965576172,Dollars/capita,21231,1027
Kentucky,Webster,17.321212768554688,Dollars/capita,21233,1029
Kentucky,Whitley,43.79765701293945,Dollars/capita,21235,1034
Kentucky,Wolfe,22.607738494873047,Dollars/capita,21237,1037
Kentucky,Woodford,16.891803741455078,Dollars/capita,21239,1042
Louisiana,Acadia,29.33464241027832,Dollars/capita,22001,1046
Louisiana,Allen,27.503368377685547,Dollars/capita,22003,1051
Louisiana,Ascension,22.32600212097168,Dollars/capita,22005,1055
Louisiana,Assumption,15.41491413116455,Dollars/capita,22007,1060
Louisiana,Avoyelles,36.722293853759766,Dollars/capita,22009,1062
Louisiana,Beauregard,25.113874435424805,Dollars/capita,22011,1066
Louisiana,Bienville,27.847759246826172,Dollars/capita,22013,1069
Louisiana,Bossier,17.44809341430664,Dollars/capita,22015,1076
Louisiana,Caddo,29.417877197265625,Dollars/capita,22017,1079
Louisiana,Calcasieu,23.155685424804688,Dollars/capita,22019,1081
Louisiana,Caldwell,nan,Dollars/capita,22021,1084
Louisiana,Cameron,nan,Dollars/capita,22023,1089
Louisiana,Catahoula,nan,Dollars/capita,22025,1093
Louisiana,Claiborne,nan,Dollars/capita,22027,1095
Louisiana,Concordia,41.373783111572266,Dollars/capita,22029,1098
Louisiana,De Soto,nan,Dollars/capita,22031,1103
Louisiana,East Baton Rouge,26.49744415283203,Dollars/capita,22033,1108
Louisiana,East Carroll,nan,Dollars/capita,22035,1111
Louisiana,East Feliciana,nan,Dollars/capita,22037,1115
Louisiana,Evangeline,34.04912567138672,Dollars/capita,22039,1118
Louisiana,Franklin,nan,Dollars/capita,22041,1123
Louisiana,Grant,nan,Dollars/capita,22043,1127
Louisiana,Iberia,34.36613082885742,Dollars/capita,22045,1133
Louisiana,Iberville,25.620450973510742,Dollars/capita,22047,1134
Louisiana,Jackson,nan,Dollars/capita,22049,1138
Louisiana,Jefferson,24.599088668823242,Dollars/capita,22051,1147
Louisiana,Jefferson Davis,30.123214721679688,Dollars/capita,22053,1155
Louisiana,Lafayette,30.075599670410156,Dollars/capita,22055,1161
Louisiana,Lafourche,24.504798889160156,Dollars/capita,22057,1280
Louisiana,La Salle,nan,Dollars/capita,22059,1289
Louisiana,Lincoln,nan,Dollars/capita,22061,1291
Louisiana,Livingston,16.562541961669922,Dollars/capita,22063,1295
Louisiana,Madison,nan,Dollars/capita,22065,1297
Louisiana,Morehouse,34.556068420410156,Dollars/capita,22067,1299
Louisiana,Natchitoches,32.259613037109375,Dollars/capita,22069,1301
Louisiana,Orleans,22.168235778808594,Dollars/capita,22071,1304
Louisiana,Ouachita,36.63619613647461,Dollars/capita,22073,1306
Louisiana,Plaquemines,nan,Dollars/capita,22075,1427
Louisiana,Pointe Coupee,28.276399612426758,Dollars/capita,22077,1431
Louisiana,Rapides,32.9398078918457,Dollars/capita,22079,1434
Louisiana,Red River,nan,Dollars/capita,22081,1436
Louisiana,Richland,32.9134407043457,Dollars/capita,22083,1439
Louisiana,Sabine,27.085979461669922,Dollars/capita,22085,1441
Louisiana,St. Bernard,39.86896896362305,Dollars/capita,22087,1463
Louisiana,St. Charles,17.98472785949707,Dollars/capita,22089,1466
Louisiana,St. Helena,28.05917739868164,Dollars/capita,22091,1467
Louisiana,St. James,20.683544158935547,Dollars/capita,22093,1468
Louisiana,St. John the Baptist,29.5235538482666,Dollars/capita,22095,1469
Louisiana,St. Landry,48.58443832397461,Dollars/capita,22097,1471
Louisiana,St. Martin,29.692068099975586,Dollars/capita,22099,1473
Louisiana,St. Mary,21.327110290527344,Dollars/capita,22101,1474
Louisiana,St. Tammany,19.011754989624023,Dollars/capita,22103,1475
Louisiana,Tangipahoa,34.532596588134766,Dollars/capita,22105,1476
Louisiana,Tensas,nan,Dollars/capita,22107,1479
Louisiana,Terrebonne,29.904874801635742,Dollars/capita,22109,1501
Louisiana,Union,28.81547737121582,Dollars/capita,22111,1507
Louisiana,Vermilion,24.901744842529297,Dollars/capita,22113,1510
Louisiana,Vernon,30.71380615234375,Dollars/capita,22115,1513
Louisiana,Washington,40.33061218261719,Dollars/capita,22117,1516
Louisiana,Webster,29.533788681030273,Dollars/capita,22119,1518
Louisiana,West Baton Rouge,27.520875930786133,Dollars/capita,22121,1520
Louisiana,West Carroll,29.25540542602539,Dollars/capita,22123,1522
Louisiana,West Feliciana,nan,Dollars/capita,22125,1524
Louisiana,Winn,nan,Dollars/capita,22127,1529
Maine,Androscoggin,20.866422653198242,Dollars/capita,23001,1532
Maine,Aroostook,16.719261169433594,Dollars/capita,23003,1535
Maine,Cumberland,10.931988716125488,Dollars/capita,23005,1608
Maine,Franklin,12.679069519042969,Dollars/capita,23007,1619
Maine,Hancock,9.964545249938965,Dollars/capita,23009,1748
Maine,Kennebec,15.832879066467285,Dollars/capita,23011,1755
Maine,Knox,9.851807594299316,Dollars/capita,23013,1774
Maine,Lincoln,6.713128566741943,Dollars/capita,23015,1835
Maine,Oxford,11.41120719909668,Dollars/capita,23017,1842
Maine,Penobscot,13.35330867767334,Dollars/capita,23019,1846
Maine,Piscataquis,12.510663986206055,Dollars/capita,23021,1851
Maine,Sagadahoc,6.523922443389893,Dollars/capita,23023,1855
Maine,Somerset,16.194395065307617,Dollars/capita,23025,1860
Maine,Waldo,9.443920135498047,Dollars/capita,23027,1865
Maine,Washington,17.759355545043945,Dollars/capita,23029,1884
Maine,York,9.975448608398438,Dollars/capita,23031,1901
Maryland,Allegany,15.79149341583252,Dollars/capita,24001,1905
Maryland,Anne Arundel,12.725929260253906,Dollars/capita,24003,1925
Maryland,Baltimore County,16.795467376708984,Dollars/capita,24005,1939
Maryland,Calvert,8.95572566986084,Dollars/capita,24009,1946
Maryland,Caroline,27.148632049560547,Dollars/capita,24011,1949
Maryland,Carroll,7.150350093841553,Dollars/capita,24013,1955
Maryland,Cecil,13.632563591003418,Dollars/capita,24015,1963
Maryland,Charles,12.1056547164917,Dollars/capita,24017,1294
Maryland,Dorchester,nan,Dollars/capita,24019,1346
Maryland,Frederick,12.282917976379395,Dollars/capita,24021,1357
Maryland,Garrett,15.419488906860352,Dollars/capita,24023,1361
Maryland,Harford,10.114374160766602,Dollars/capita,24025,1372
Maryland,Howard,7.096462249755859,Dollars/capita,24027,1379
Maryland,Kent,21.134794235229492,Dollars/capita,24029,1394
Maryland,Montgomery,15.737871170043945,Dollars/capita,24031,1398
Maryland,Prince George's,24.375202178955078,Dollars/capita,24033,1403
Maryland,Queen Anne's,8.929561614990234,Dollars/capita,24035,1413
Maryland,St. Mary's,13.661476135253906,Dollars/capita,24037,1421
Maryland,Somerset,nan,Dollars/capita,24039,1430
Maryland,Talbot,16.44940757751465,Dollars/capita,24041,1438
Maryland,Washington,16.982378005981445,Dollars/capita,24043,1445
Maryland,Wicomico,25.36920928955078,Dollars/capita,24045,1446
Maryland,Worcester,10.540712356567383,Dollars/capita,24047,1456
Maryland,Baltimore County,33.12615966796875,Dollars/capita,24510,1939
Massachusetts,Barnstable,7.17303466796875,Dollars/capita,25001,1478
Massachusetts,Berkshire,12.181524276733398,Dollars/capita,25003,1480
Massachusetts,Bristol,14.607430458068848,Dollars/capita,25005,1486
Massachusetts,Dukes,nan,Dollars/capita,25007,1491
Massachusetts,Essex,17.7112979888916,Dollars/capita,25009,1519
Massachusetts,Franklin,8.471780776977539,Dollars/capita,25011,1523
Massachusetts,Hampden,21.38707160949707,Dollars/capita,25013,1526
Massachusetts,Hampshire,6.671908855438232,Dollars/capita,25015,1527
Massachusetts,Middlesex,7.217678546905518,Dollars/capita,25017,1533
Massachusetts,Nantucket,nan,Dollars/capita,25019,1537
Massachusetts,Norfolk,6.485229015350342,Dollars/capita,25021,1543
Massachusetts,Plymouth,10.410523414611816,Dollars/capita,25023,1569
Massachusetts,Suffolk,22.31705093383789,Dollars/capita,25025,1585
Massachusetts,Worcester,12.583218574523926,Dollars/capita,25027,1599
Michigan,Alcona,3.990114450454712,Dollars/capita,26001,1603
Michigan,Alger,11.466964721679688,Dollars/capita,26003,1609
Michigan,Allegan,13.056220054626465,Dollars/capita,26005,1611
Michigan,Alpena,20.688425064086914,Dollars/capita,26007,1614
Michigan,Antrim,13.144166946411133,Dollars/capita,26009,1617
Michigan,Arenac,16.323535919189453,Dollars/capita,26011,1621
Michigan,Baraga,21.556062698364258,Dollars/capita,26013,1624
Michigan,Barry,18.38210105895996,Dollars/capita,26015,1627
Michigan,Bay,17.656156539916992,Dollars/capita,26017,1631
Michigan,Benzie,10.088274002075195,Dollars/capita,26019,1634
Michigan,Berrien,21.348535537719727,Dollars/capita,26021,1635
Michigan,Branch,22.697837829589844,Dollars/capita,26023,1640
Michigan,Calhoun,21.569026947021484,Dollars/capita,26025,1641
Michigan,Cass,12.64406681060791,Dollars/capita,26027,1644
Michigan,Charlevoix,14.649858474731445,Dollars/capita,26029,1648
Michigan,Cheboygan,14.4984769821167,Dollars/capita,26031,1649
Michigan,Chippewa,19.638141632080078,Dollars/capita,26033,1660
Michigan,Clare,23.249326705932617,Dollars/capita,26035,1665
Michigan,Clinton,7.8897271156311035,Dollars/capita,26037,1669
Michigan,Crawford,15.485819816589355,Dollars/capita,26039,1672
Michigan,Delta,21.12601661682129,Dollars/capita,26041,1675
Michigan,Dickinson,17.163129806518555,Dollars/capita,26043,1677
Michigan,Eaton,17.058584213256836,Dollars/capita,26045,1678
Michigan,Emmet,17.130029678344727,Dollars/capita,26047,1686
Michigan,Genesee,19.013669967651367,Dollars/capita,26049,1688
Michigan,Gladwin,16.28103256225586,Dollars/capita,26051,1691
Michigan,Gogebic,15.505508422851562,Dollars/capita,26053,1693
Michigan,Grand Traverse,17.049442291259766,Dollars/capita,26055,1697
Michigan,Gratiot,17.89535140991211,Dollars/capita,26057,1700
Michigan,Hillsdale,16.22522735595703,Dollars/capita,26059,1701
Michigan,Houghton,18.923587799072266,Dollars/capita,26061,1705
Michigan,Huron,19.6429443359375,Dollars/capita,26063,1708
Michigan,Ingham,13.84011173248291,Dollars/capita,26065,1710
Michigan,Ionia,15.913347244262695,Dollars/capita,26067,1713
Michigan,Iosco,19.374340057373047,Dollars/capita,26069,1715
Michigan,Iron,18.595067977905273,Dollars/capita,26071,1716
Michigan,Isabella,15.323458671569824,Dollars/capita,26073,1717
Michigan,Jackson,20.674907684326172,Dollars/capita,26075,1719
Michigan,Kalamazoo,17.044450759887695,Dollars/capita,26077,1720
Michigan,Kalkaska,17.377613067626953,Dollars/capita,26079,1722
Michigan,Kent,20.46755599975586,Dollars/capita,26081,1726
Michigan,Keweenaw,nan,Dollars/capita,26083,1743
Michigan,Lake,12.232818603515625,Dollars/capita,26085,1749
Michigan,Lapeer,14.492679595947266,Dollars/capita,26087,1752
Michigan,Leelanau,4.010359764099121,Dollars/capita,26089,1765
Michigan,Lenawee,13.519281387329102,Dollars/capita,26091,1768
Michigan,Livingston,6.824827671051025,Dollars/capita,26093,1770
Michigan,Luce,nan,Dollars/capita,26095,1773
Michigan,Mackinac,13.08535385131836,Dollars/capita,26097,1779
Michigan,Macomb,11.999290466308594,Dollars/capita,26099,1785
Michigan,Manistee,14.394353866577148,Dollars/capita,26101,1787
Michigan,Marquette,13.811050415039062,Dollars/capita,26103,1793
Michigan,Mason,24.276412963867188,Dollars/capita,26105,1797
Michigan,Mecosta,20.047149658203125,Dollars/capita,26107,1800
Michigan,Menominee,12.162775993347168,Dollars/capita,26109,1802
Michigan,Midland,14.71419906616211,Dollars/capita,26111,1806
Michigan,Missaukee,8.584083557128906,Dollars/capita,26113,1810
Michigan,Monroe,12.774721145629883,Dollars/capita,26115,1812
Michigan,Montcalm,15.261478424072266,Dollars/capita,26117,1815
Michigan,Montmorency,nan,Dollars/capita,26119,1816
Michigan,Muskegon,27.081689834594727,Dollars/capita,26121,1818
Michigan,Newaygo,24.1540584564209,Dollars/capita,26123,1820
Michigan,Oakland,9.512401580810547,Dollars/capita,26125,1824
Michigan,Oceana,23.850337982177734,Dollars/capita,26127,1825
Michigan,Ogemaw,24.663314819335938,Dollars/capita,26129,1827
Michigan,Ontonagon,12.384977340698242,Dollars/capita,26131,1829
Michigan,Osceola,17.866073608398438,Dollars/capita,26133,1830
Michigan,Oscoda,nan,Dollars/capita,26135,1832
Michigan,Otsego,25.901460647583008,Dollars/capita,26137,1834
Michigan,Ottawa,15.583975791931152,Dollars/capita,26139,1837
Michigan,Presque Isle,nan,Dollars/capita,26141,1840
Michigan,Roscommon,17.67104148864746,Dollars/capita,26143,1843
Michigan,Saginaw,24.40956687927246,Dollars/capita,26145,1845
Michigan,St. Clair,16.123138427734375,Dollars/capita,26147,1854
Michigan,St. Joseph,25.87157440185547,Dollars/capita,26149,1857
Michigan,Sanilac,14.431211471557617,Dollars/capita,26151,1858
Michigan,Schoolcraft,19.64604377746582,Dollars/capita,26153,1861
Michigan,Shiawassee,16.37489891052246,Dollars/capita,26155,1863
Michigan,Tuscola,16.20208740234375,Dollars/capita,26157,1866
Michigan,Van Buren,23.400346755981445,Dollars/capita,26159,1867
Michigan,Washtenaw,8.477922439575195,Dollars/capita,26161,1869
Michigan,Wayne,26.55059242248535,Dollars/capita,26163,1871
Michigan,Wexford,30.84967041015625,Dollars/capita,26165,1873
Minnesota,Aitkin,12.17901611328125,Dollars/capita,27001,1875
Minnesota,Anoka,11.168670654296875,Dollars/capita,27003,1877
Minnesota,Becker,26.008258819580078,Dollars/capita,27005,1878
Minnesota,Beltrami,35.108909606933594,Dollars/capita,27007,1880
Minnesota,Benton,18.511493682861328,Dollars/capita,27009,1881
Minnesota,Big Stone,21.83076286315918,Dollars/capita,27011,1882
Minnesota,Blue Earth,20.67787742614746,Dollars/capita,27013,1886
Minnesota,Brown,19.417428970336914,Dollars/capita,27015,1892
Minnesota,Carlton,17.639760971069336,Dollars/capita,27017,1893
Minnesota,Carver,5.546882629394531,Dollars/capita,27019,1894
Minnesota,Cass,24.005212783813477,Dollars/capita,27021,1895
Minnesota,Chippewa,29.235706329345703,Dollars/capita,27023,1896
Minnesota,Chisago,6.055665969848633,Dollars/capita,27025,1897
Minnesota,Clay,16.038103103637695,Dollars/capita,27027,1898
Minnesota,Clearwater,57.33378219604492,Dollars/capita,27029,1899
Minnesota,Cook,nan,Dollars/capita,27031,1900
Minnesota,Cottonwood,24.70880699157715,Dollars/capita,27033,1902
Minnesota,Crow Wing,21.471651077270508,Dollars/capita,27035,1903
Minnesota,Dakota,11.749457359313965,Dollars/capita,27037,1904
Minnesota,Dodge,nan,Dollars/capita,27039,1906
Minnesota,Douglas,20.058242797851562,Dollars/capita,27041,1907
Minnesota,Faribault,13.119648933410645,Dollars/capita,27043,1908
Minnesota,Fillmore,8.968734741210938,Dollars/capita,27045,1909
Minnesota,Freeborn,nan,Dollars/capita,27047,1910
Minnesota,Goodhue,12.017354011535645,Dollars/capita,27049,1911
Minnesota,Grant,nan,Dollars/capita,27051,1912
Minnesota,Hennepin,18.53786277770996,Dollars/capita,27053,1913
Minnesota,Houston,8.729863166809082,Dollars/capita,27055,1914
Minnesota,Hubbard,21.7490177154541,Dollars/capita,27057,1915
Minnesota,Isanti,19.463151931762695,Dollars/capita,27059,1916
Minnesota,Itasca,17.001976013183594,Dollars/capita,27061,1917
Minnesota,Jackson,nan,Dollars/capita,27063,1918
Minnesota,Kanabec,nan,Dollars/capita,27065,1919
Minnesota,Kandiyohi,29.725543975830078,Dollars/capita,27067,1920
Minnesota,Kittson,19.686182022094727,Dollars/capita,27069,1921
Minnesota,Koochiching,17.547388076782227,Dollars/capita,27071,1922
Minnesota,Lac qui Parle,nan,Dollars/capita,27073,1923
Minnesota,Lake,nan,Dollars/capita,27075,1926
Minnesota,Lake of the Woods,nan,Dollars/capita,27077,1927
Minnesota,Le Sueur,10.606637954711914,Dollars/capita,27079,1929
Minnesota,Lincoln,6.364149570465088,Dollars/capita,27081,1931
Minnesota,Lyon,30.685754776000977,Dollars/capita,27083,1932
Minnesota,McLeod,19.960163116455078,Dollars/capita,27085,1934
Minnesota,Mahnomen,60.01948547363281,Dollars/capita,27087,1936
Minnesota,Marshall,10.121121406555176,Dollars/capita,27089,1937
Minnesota,Martin,20.05049705505371,Dollars/capita,27091,1940
Minnesota,Meeker,14.39371109008789,Dollars/capita,27093,1941
Minnesota,Mille Lacs,13.56009578704834,Dollars/capita,27095,1943
Minnesota,Morrison,19.414525985717773,Dollars/capita,27097,1944
Minnesota,Mower,21.818992614746094,Dollars/capita,27099,1945
Minnesota,Murray,nan,Dollars/capita,27101,1947
Minnesota,Nicollet,nan,Dollars/capita,27103,1948
Minnesota,Nobles,34.02001190185547,Dollars/capita,27105,1950
Minnesota,Norman,15.543132781982422,Dollars/capita,27107,1951
Minnesota,Olmsted,18.985342025756836,Dollars/capita,27109,1953
Minnesota,Otter Tail,14.589943885803223,Dollars/capita,27111,1954
Minnesota,Pennington,nan,Dollars/capita,27113,1956
Minnesota,Pine,16.935869216918945,Dollars/capita,27115,1957
Minnesota,Pipestone,24.1944580078125,Dollars/capita,27117,1958
Minnesota,Polk,21.282060623168945,Dollars/capita,27119,1959
Minnesota,Pope,nan,Dollars/capita,27121,1961
Minnesota,Ramsey,25.50227165222168,Dollars/capita,27123,1964
Minnesota,Red Lake,nan,Dollars/capita,27125,1966
Minnesota,Redwood,21.990947723388672,Dollars/capita,27127,1969
Minnesota,Renville,12.709115028381348,Dollars/capita,27129,1971
Minnesota,Rice,19.312828063964844,Dollars/capita,27131,1973
Minnesota,Rock,nan,Dollars/capita,27133,1974
Minnesota,Roseau,25.19334602355957,Dollars/capita,27135,1976
Minnesota,St. Louis,13.609664916992188,Dollars/capita,27137,1978
Minnesota,Scott,8.09220027923584,Dollars/capita,27139,1979
Minnesota,Sherburne,11.85603141784668,Dollars/capita,27141,1980
Minnesota,Sibley,10.29664134979248,Dollars/capita,27143,1982
Minnesota,Stearns,16.796775817871094,Dollars/capita,27145,1984
Minnesota,Steele,21.82671356201172,Dollars/capita,27147,1985
Minnesota,Stevens,nan,Dollars/capita,27149,1987
Minnesota,Swift,18.806880950927734,Dollars/capita,27151,1988
