State,County,WIC infant and children participants (% infant & children) 2014 (PCT_WICINFANTCHILD14),Units,FIPS,FID
Alabama,Autauga,33.481211465729324,Percent,1001,5
Alabama,Baldwin,33.481211465729324,Percent,1003,20
Alabama,Barbour,33.481211465729324,Percent,1005,25
Alabama,Bibb,33.481211465729324,Percent,1007,29
Alabama,Blount,33.481211465729324,Percent,1009,33
Alabama,Bullock,33.481211465729324,Percent,1011,37
Alabama,Butler,33.481211465729324,Percent,1013,39
Alabama,Calhoun,33.481211465729324,Percent,1015,43
Alabama,Chambers,33.481211465729324,Percent,1017,47
Alabama,Cherokee,33.481211465729324,Percent,1019,51
Alabama,Chilton,33.481211465729324,Percent,1021,56
Alabama,Choctaw,33.481211465729324,Percent,1023,58
Alabama,Clarke,33.481211465729324,Percent,1025,61
Alabama,Clay,33.481211465729324,Percent,1027,65
Alabama,Cleburne,33.481211465729324,Percent,1029,67
Alabama,Coffee,33.481211465729324,Percent,1031,70
Alabama,Colbert,33.481211465729324,Percent,1033,73
Alabama,Conecuh,33.481211465729324,Percent,1035,80
Alabama,Coosa,33.481211465729324,Percent,1037,82
Alabama,Covington,33.481211465729324,Percent,1039,88
Alabama,Crenshaw,33.481211465729324,Percent,1041,90
Alabama,Cullman,33.481211465729324,Percent,1043,98
Alabama,Dale,33.481211465729324,Percent,1045,101
Alabama,Dallas,33.481211465729324,Percent,1047,110
Alabama,DeKalb,33.481211465729324,Percent,1049,112
Alabama,Elmore,33.481211465729324,Percent,1051,118
Alabama,Escambia,33.481211465729324,Percent,1053,122
Alabama,Etowah,33.481211465729324,Percent,1055,131
Alabama,Fayette,33.481211465729324,Percent,1057,134
Alabama,Franklin,33.481211465729324,Percent,1059,138
Alabama,Geneva,33.481211465729324,Percent,1061,140
Alabama,Greene,33.481211465729324,Percent,1063,148
Alabama,Hale,33.481211465729324,Percent,1065,150
Alabama,Henry,33.481211465729324,Percent,1067,158
Alabama,Houston,33.481211465729324,Percent,1069,160
Alabama,Jackson,33.481211465729324,Percent,1071,164
Alabama,Jefferson,33.481211465729324,Percent,1073,171
Alabama,Lamar,33.481211465729324,Percent,1075,174
Alabama,Lauderdale,33.481211465729324,Percent,1077,176
Alabama,Lawrence,33.481211465729324,Percent,1079,181
Alabama,Lee,33.481211465729324,Percent,1081,187
Alabama,Limestone,33.481211465729324,Percent,1083,197
Alabama,Lowndes,33.481211465729324,Percent,1085,205
Alabama,Macon,33.481211465729324,Percent,1087,210
Alabama,Madison,33.481211465729324,Percent,1089,217
Alabama,Marengo,33.481211465729324,Percent,1091,220
Alabama,Marion,33.481211465729324,Percent,1093,224
Alabama,Marshall,33.481211465729324,Percent,1095,231
Alabama,Mobile,33.481211465729324,Percent,1097,240
Alabama,Monroe,33.481211465729324,Percent,1099,250
Alabama,Montgomery,33.481211465729324,Percent,1101,256
Alabama,Morgan,33.481211465729324,Percent,1103,262
Alabama,Perry,33.481211465729324,Percent,1105,264
Alabama,Pickens,33.481211465729324,Percent,1107,273
Alabama,Pike,33.481211465729324,Percent,1109,279
Alabama,Randolph,33.481211465729324,Percent,1111,284
Alabama,Russell,33.481211465729324,Percent,1113,288
Alabama,St. Clair,33.481211465729324,Percent,1115,292
Alabama,Shelby,33.481211465729324,Percent,1117,298
Alabama,Sumter,33.481211465729324,Percent,1119,303
Alabama,Talladega,33.481211465729324,Percent,1121,306
Alabama,Tallapoosa,33.481211465729324,Percent,1123,308
Alabama,Tuscaloosa,33.481211465729324,Percent,1125,313
Alabama,Walker,33.481211465729324,Percent,1127,317
Alabama,Washington,33.481211465729324,Percent,1129,319
Alabama,Wilcox,33.481211465729324,Percent,1131,326
Alabama,Winston,33.481211465729324,Percent,1133,332
Alaska,Aleutians East,26.97346691621711,Percent,2013,346
Alaska,Aleutians West,26.97346691621711,Percent,2016,381
Alaska,Anchorage,26.97346691621711,Percent,2020,400
Alaska,Bethel,26.97346691621711,Percent,2050,411
Alaska,Bristol Bay,26.97346691621711,Percent,2060,423
Alaska,Denali,26.97346691621711,Percent,2068,426
Alaska,Dillingham,26.97346691621711,Percent,2070,445
