State,County,Children low access to store (%) 2010 (PCT_LACCESS_CHILD10),Units,FIPS,FID
Alabama,Autauga,8.837111778735043,Percent,1001,5
Alabama,Baldwin,4.343199150480114,Percent,1003,20
Alabama,Barbour,3.4250621937882726,Percent,1005,25
Alabama,Bibb,1.0875180130849835,Percent,1007,29
Alabama,Blount,0.671490191115221,Percent,1009,33
Alabama,Bullock,5.562560639685605,Percent,1011,37
Alabama,Butler,1.2642673276491525,Percent,1013,39
Alabama,Calhoun,5.869756018626387,Percent,1015,43
Alabama,Chambers,4.476623343561245,Percent,1017,47
Alabama,Cherokee,0.06666684727929277,Percent,1019,51
Alabama,Chilton,0.7641358472325849,Percent,1021,56
Alabama,Choctaw,3.8548511299143664,Percent,1023,58
Alabama,Clarke,5.266990539692215,Percent,1025,61
Alabama,Clay,1.1775257035201263,Percent,1027,65
Alabama,Cleburne,0.21153598231853193,Percent,1029,67
Alabama,Coffee,5.460272419636622,Percent,1031,70
Alabama,Colbert,4.174278644931028,Percent,1033,73
Alabama,Conecuh,5.466418392028319,Percent,1035,80
Alabama,Coosa,4.3164137340101485,Percent,1037,82
Alabama,Covington,1.8046100034437893,Percent,1039,88
Alabama,Crenshaw,9.326931968391845,Percent,1041,90
Alabama,Cullman,1.8375814538084474,Percent,1043,98
Alabama,Dale,7.61013759327285,Percent,1045,101
Alabama,Dallas,4.4727858424900955,Percent,1047,110
Alabama,DeKalb,1.251612403827161,Percent,1049,112
Alabama,Elmore,3.981424843199652,Percent,1051,118
Alabama,Escambia,3.355437400084397,Percent,1053,122
Alabama,Etowah,5.062683802249085,Percent,1055,131
Alabama,Fayette,0.6367778353049998,Percent,1057,134
Alabama,Franklin,2.5674093132108027,Percent,1059,138
Alabama,Geneva,0.5044534288419074,Percent,1061,140
Alabama,Greene,8.782980834763537,Percent,1063,148
Alabama,Hale,0.16499011757958057,Percent,1065,150
Alabama,Henry,0.5474500316704248,Percent,1067,158
Alabama,Houston,5.497808136931529,Percent,1069,160
Alabama,Jackson,2.1218589977173052,Percent,1071,164
Alabama,Jefferson,7.626664839973453,Percent,1073,171
Alabama,Lamar,0.12817536664572163,Percent,1075,174
Alabama,Lauderdale,3.2706116592844383,Percent,1077,176
Alabama,Lawrence,0.9766395118393167,Percent,1079,181
Alabama,Lee,6.608703968200332,Percent,1081,187
Alabama,Limestone,2.3388287108333095,Percent,1083,197
Alabama,Lowndes,11.231590589310912,Percent,1085,205
Alabama,Macon,8.132472620200542,Percent,1087,210
Alabama,Madison,7.847925523118028,Percent,1089,217
Alabama,Marengo,6.6608487932633755,Percent,1091,220
Alabama,Marion,0.4397093633020016,Percent,1093,224
Alabama,Marshall,3.7439565510308856,Percent,1095,231
Alabama,Mobile,6.886410564228217,Percent,1097,240
Alabama,Monroe,7.816919901985261,Percent,1099,250
Alabama,Montgomery,7.245755105806473,Percent,1101,256
Alabama,Morgan,2.990804697999782,Percent,1103,262
Alabama,Perry,1.545143747933302,Percent,1105,264
Alabama,Pickens,0.9661135565144484,Percent,1107,273
Alabama,Pike,2.7955262642360283,Percent,1109,279
Alabama,Randolph,1.1866789586483306,Percent,1111,284
Alabama,Russell,3.8256142648759512,Percent,1113,288
Alabama,St. Clair,1.0983779824496847,Percent,1115,292
Alabama,Shelby,6.886753330980187,Percent,1117,298
Alabama,Sumter,3.8646869293368304,Percent,1119,303
Alabama,Talladega,3.4921118942775395,Percent,1121,306
Alabama,Tallapoosa,2.402491589608357,Percent,1123,308
Alabama,Tuscaloosa,4.476846069007063,Percent,1125,313
Alabama,Walker,2.492439267153201,Percent,1127,317
Alabama,Washington,2.583256736609351,Percent,1129,319
Alabama,Wilcox,11.78248793184173,Percent,1131,326
Alabama,Winston,0.9519570169431384,Percent,1133,332
Alaska,Aleutians East,1.7828717126829767,Percent,2013,346
Alaska,Aleutians West,1.385275895350766,Percent,2016,381
Alaska,Anchorage,7.854032513895164,Percent,2020,400
Alaska,Bethel,28.63380852966132,Percent,2050,411
Alaska,Bristol Bay,9.214648184389528,Percent,2060,423
Alaska,Denali,22.508214811506296,Percent,2068,426
Alaska,Dillingham,11.583690902800226,Percent,2070,445
Alaska,Fairbanks North Star,9.878329989564362,Percent,2090,454
Alaska,Haines,3.933443943752891,Percent,2100,462
Alaska,Hoonah-Angoon,15.67441868022907,Percent,2105,476
Alaska,Juneau,8.338973566375348,Percent,2110,482
Alaska,Kenai Peninsula,5.027764686650108,Percent,2122,494
Alaska,Ketchikan Gateway,1.838253828941396,Percent,2130,514
Alaska,Kodiak Island,3.0174084386933195,Percent,2150,533
Alaska,Lake and Peninsula,30.165542455735316,Percent,2164,544
Alaska,Matanuska-Susitna,6.306636877358245,Percent,2170,556
Alaska,Nome,20.298661999223135,Percent,2180,571
Alaska,North Slope,3.5893800880565534,Percent,2185,614
Alaska,Northwest Arctic,21.520669868085736,Percent,2188,638
Alaska,Petersburg,1.2831703638794913,Percent,2195,645
Alaska,Prince of Wales-Hyder,4.52433746415805,Percent,2198,669
Alaska,Sitka,4.406878294666321,Percent,2220,679
Alaska,Skagway,0.0,Percent,2230,683
Alaska,Southeast Fairbanks,6.9314465180991185,Percent,2240,690
