State,County,SNAP participants (% pop) 2017 (PCT_SNAP17),Units,FIPS,FID
Georgia,Screven,15.584961961781232,Percent,13251,34
Georgia,Seminole,15.584961961781232,Percent,13253,38
Georgia,Spalding,15.584961961781232,Percent,13255,41
Georgia,Stephens,15.584961961781232,Percent,13257,45
Georgia,Stewart,15.584961961781232,Percent,13259,48
Georgia,Sumter,15.584961961781232,Percent,13261,52
Georgia,Talbot,15.584961961781232,Percent,13263,57
Georgia,Taliaferro,15.584961961781232,Percent,13265,60
Georgia,Tattnall,15.584961961781232,Percent,13267,63
Georgia,Taylor,15.584961961781232,Percent,13269,69
Georgia,Telfair,15.584961961781232,Percent,13271,75
Georgia,Terrell,15.584961961781232,Percent,13273,78
Georgia,Thomas,15.584961961781232,Percent,13275,83
Georgia,Tift,15.584961961781232,Percent,13277,87
Georgia,Toombs,15.584961961781232,Percent,13279,91
Georgia,Towns,15.584961961781232,Percent,13281,95
Georgia,Treutlen,15.584961961781232,Percent,13283,102
Georgia,Troup,15.584961961781232,Percent,13285,105
Georgia,Turner,15.584961961781232,Percent,13287,108
Georgia,Twiggs,15.584961961781232,Percent,13289,116
Georgia,Union,15.584961961781232,Percent,13291,120
Georgia,Upson,15.584961961781232,Percent,13293,123
Georgia,Walker,15.584961961781232,Percent,13295,126
Georgia,Walton,15.584961961781232,Percent,13297,127
Georgia,Ware,15.584961961781232,Percent,13299,132
Georgia,Warren,15.584961961781232,Percent,13301,135
Georgia,Washington,15.584961961781232,Percent,13303,143
Georgia,Wayne,15.584961961781232,Percent,13305,147
Georgia,Webster,15.584961961781232,Percent,13307,149
Georgia,Wheeler,15.584961961781232,Percent,13309,154
Georgia,White,15.584961961781232,Percent,13311,157
Georgia,Whitfield,15.584961961781232,Percent,13313,159
Georgia,Wilcox,15.584961961781232,Percent,13315,163
Georgia,Wilkes,15.584961961781232,Percent,13317,167
Georgia,Wilkinson,15.584961961781232,Percent,13319,169
Georgia,Worth,15.584961961781232,Percent,13321,173
Hawaii,Hawaii,11.841716297569661,Percent,15001,198
Hawaii,Honolulu,11.841716297569661,Percent,15003,234
Hawaii,Kalawao,11.841716297569661,Percent,15005,247
Hawaii,Kauai,11.841716297569661,Percent,15007,261
Hawaii,Maui,11.841716297569661,Percent,15009,323
Idaho,Ada,9.974171146042705,Percent,16001,336
Idaho,Adams,9.974171146042705,Percent,16003,338
Idaho,Bannock,9.974171146042705,Percent,16005,343
Idaho,Bear Lake,9.974171146042705,Percent,16007,349
Idaho,Benewah,9.974171146042705,Percent,16009,354
Idaho,Bingham,9.974171146042705,Percent,16011,362
Idaho,Blaine,9.974171146042705,Percent,16013,371
Idaho,Boise,9.974171146042705,Percent,16015,380
Idaho,Bonner,9.974171146042705,Percent,16017,387
Idaho,Bonneville,9.974171146042705,Percent,16019,395
Idaho,Boundary,9.974171146042705,Percent,16021,405
Idaho,Butte,9.974171146042705,Percent,16023,414
Idaho,Camas,9.974171146042705,Percent,16025,429
Idaho,Canyon,9.974171146042705,Percent,16027,441
Idaho,Caribou,9.974171146042705,Percent,16029,449
Idaho,Cassia,9.974171146042705,Percent,16031,456
Idaho,Clark,9.974171146042705,Percent,16033,464
Idaho,Clearwater,9.974171146042705,Percent,16035,474
Idaho,Custer,9.974171146042705,Percent,16037,484
Idaho,Elmore,9.974171146042705,Percent,16039,490
Idaho,Franklin,9.974171146042705,Percent,16041,498
Idaho,Fremont,9.974171146042705,Percent,16043,502
Idaho,Gem,9.974171146042705,Percent,16045,510
Idaho,Gooding,9.974171146042705,Percent,16047,519
Idaho,Idaho,9.974171146042705,Percent,16049,528
Idaho,Jefferson,9.974171146042705,Percent,16051,540
Idaho,Jerome,9.974171146042705,Percent,16053,547
Idaho,Kootenai,9.974171146042705,Percent,16055,552
Idaho,Latah,9.974171146042705,Percent,16057,559
Idaho,Lemhi,9.974171146042705,Percent,16059,566
Idaho,Lewis,9.974171146042705,Percent,16061,574
Idaho,Lincoln,9.974171146042705,Percent,16063,578
Idaho,Madison,9.974171146042705,Percent,16065,581
Idaho,Minidoka,9.974171146042705,Percent,16067,585
Idaho,Nez Perce,9.974171146042705,Percent,16069,589
Idaho,Oneida,9.974171146042705,Percent,16071,593
Idaho,Owyhee,9.974171146042705,Percent,16073,601
Idaho,Payette,9.974171146042705,Percent,16075,606
Idaho,Power,9.974171146042705,Percent,16077,613
Idaho,Shoshone,9.974171146042705,Percent,16079,621
Idaho,Teton,9.974171146042705,Percent,16081,627
Idaho,Twin Falls,9.974171146042705,Percent,16083,634
Idaho,Valley,9.974171146042705,Percent,16085,643
Idaho,Washington,9.974171146042705,Percent,16087,649
Illinois,Adams,14.67361056920457,Percent,17001,650
Illinois,Alexander,14.67361056920457,Percent,17003,651
Illinois,Bond,14.67361056920457,Percent,17005,652
Illinois,Boone,14.67361056920457,Percent,17007,653
Illinois,Brown,14.67361056920457,Percent,17009,654
Illinois,Bureau,14.67361056920457,Percent,17011,2
Illinois,Calhoun,14.67361056920457,Percent,17013,4
Illinois,Carroll,14.67361056920457,Percent,17015,6
Illinois,Cass,14.67361056920457,Percent,17017,10
Illinois,Champaign,14.67361056920457,Percent,17019,12
Illinois,Christian,14.67361056920457,Percent,17021,14
Illinois,Clark,14.67361056920457,Percent,17023,19
Illinois,Clay,14.67361056920457,Percent,17025,22
Illinois,Clinton,14.67361056920457,Percent,17027,27
Illinois,Coles,14.67361056920457,Percent,17029,30
Illinois,Cook,14.67361056920457,Percent,17031,36
Illinois,Crawford,14.67361056920457,Percent,17033,40
Illinois,Cumberland,14.67361056920457,Percent,17035,44
Illinois,DeKalb,14.67361056920457,Percent,17037,49
Illinois,De Witt,14.67361056920457,Percent,17039,53
Illinois,Douglas,14.67361056920457,Percent,17041,55
Illinois,DuPage,14.67361056920457,Percent,17043,64
Illinois,Edgar,14.67361056920457,Percent,17045,66
Illinois,Edwards,14.67361056920457,Percent,17047,71
Illinois,Effingham,14.67361056920457,Percent,17049,76
Illinois,Fayette,14.67361056920457,Percent,17051,79
Illinois,Ford,14.67361056920457,Percent,17053,81
Illinois,Franklin,14.67361056920457,Percent,17055,85
Illinois,Fulton,14.67361056920457,Percent,17057,89
Illinois,Gallatin,14.67361056920457,Percent,17059,92
Illinois,Greene,14.67361056920457,Percent,17061,96
Illinois,Grundy,14.67361056920457,Percent,17063,99
Illinois,Hamilton,14.67361056920457,Percent,17065,106
Illinois,Hancock,14.67361056920457,Percent,17067,111
Illinois,Hardin,14.67361056920457,Percent,17069,113
Illinois,Henderson,14.67361056920457,Percent,17071,117
Illinois,Henry,14.67361056920457,Percent,17073,121
Illinois,Iroquois,14.67361056920457,Percent,17075,125
Illinois,Jackson,14.67361056920457,Percent,17077,129
Illinois,Jasper,14.67361056920457,Percent,17079,133
Illinois,Jefferson,14.67361056920457,Percent,17081,137
Illinois,Jersey,14.67361056920457,Percent,17083,142
Illinois,Jo Daviess,14.67361056920457,Percent,17085,145
Illinois,Johnson,14.67361056920457,Percent,17087,152
Illinois,Kane,14.67361056920457,Percent,17089,156
Illinois,Kankakee,14.67361056920457,Percent,17091,161
Illinois,Kendall,14.67361056920457,Percent,17093,165
Illinois,Knox,14.67361056920457,Percent,17095,166
Illinois,Lake,14.67361056920457,Percent,17097,170
Illinois,LaSalle,14.67361056920457,Percent,17099,175
Illinois,Lawrence,14.67361056920457,Percent,17101,177
Illinois,Lee,14.67361056920457,Percent,17103,180
Illinois,Livingston,14.67361056920457,Percent,17105,182
Illinois,Logan,14.67361056920457,Percent,17107,186
Illinois,McDonough,14.67361056920457,Percent,17109,189
Illinois,McHenry,14.67361056920457,Percent,17111,192
Illinois,McLean,14.67361056920457,Percent,17113,193
Illinois,Macon,14.67361056920457,Percent,17115,194
Illinois,Macoupin,14.67361056920457,Percent,17117,196
Illinois,Madison,14.67361056920457,Percent,17119,199
Illinois,Marion,14.67361056920457,Percent,17121,201
Illinois,Marshall,14.67361056920457,Percent,17123,202
Illinois,Mason,14.67361056920457,Percent,17125,206
Illinois,Massac,14.67361056920457,Percent,17127,208
Illinois,Menard,14.67361056920457,Percent,17129,212
Illinois,Mercer,14.67361056920457,Percent,17131,216
Illinois,Monroe,14.67361056920457,Percent,17133,219
Illinois,Montgomery,14.67361056920457,Percent,17135,223
Illinois,Morgan,14.67361056920457,Percent,17137,225
Illinois,Moultrie,14.67361056920457,Percent,17139,227
Illinois,Ogle,14.67361056920457,Percent,17141,229
Illinois,Peoria,14.67361056920457,Percent,17143,233
Illinois,Perry,14.67361056920457,Percent,17145,235
Illinois,Piatt,14.67361056920457,Percent,17147,238
Illinois,Pike,14.67361056920457,Percent,17149,241
Illinois,Pope,14.67361056920457,Percent,17151,245
Illinois,Pulaski,14.67361056920457,Percent,17153,248
Illinois,Putnam,14.67361056920457,Percent,17155,253
Illinois,Randolph,14.67361056920457,Percent,17157,255
Illinois,Richland,14.67361056920457,Percent,17159,259
Illinois,Rock Island,14.67361056920457,Percent,17161,265
Illinois,St. Clair,14.67361056920457,Percent,17163,269
Illinois,Saline,14.67361056920457,Percent,17165,271
Illinois,Sangamon,14.67361056920457,Percent,17167,274
Illinois,Schuyler,14.67361056920457,Percent,17169,278
Illinois,Scott,14.67361056920457,Percent,17171,280
Illinois,Shelby,14.67361056920457,Percent,17173,283
Illinois,Stark,14.67361056920457,Percent,17175,285
Illinois,Stephenson,14.67361056920457,Percent,17177,290
Illinois,Tazewell,14.67361056920457,Percent,17179,291
Illinois,Union,14.67361056920457,Percent,17181,293
Illinois,Vermilion,14.67361056920457,Percent,17183,296
Illinois,Wabash,14.67361056920457,Percent,17185,299
Illinois,Warren,14.67361056920457,Percent,17187,301
Illinois,Washington,14.67361056920457,Percent,17189,305
Illinois,Wayne,14.67361056920457,Percent,17191,310
Illinois,White,14.67361056920457,Percent,17193,312
Illinois,Whiteside,14.67361056920457,Percent,17195,314
Illinois,Will,14.67361056920457,Percent,17197,320
Illinois,Williamson,14.67361056920457,Percent,17199,324
Illinois,Winnebago,14.67361056920457,Percent,17201,325
Illinois,Woodford,14.67361056920457,Percent,17203,328
Indiana,Adams,10.079556194574382,Percent,18001,330
Indiana,Allen,10.079556194574382,Percent,18003,335
Indiana,Bartholomew,10.079556194574382,Percent,18005,342
Indiana,Benton,10.079556194574382,Percent,18007,179
Indiana,Blackford,10.079556194574382,Percent,18009,183
Indiana,Boone,10.079556194574382,Percent,18011,185
Indiana,Brown,10.079556194574382,Percent,18013,188
Indiana,Carroll,10.079556194574382,Percent,18015,195
Indiana,Cass,10.079556194574382,Percent,18017,211
Indiana,Clark,10.079556194574382,Percent,18019,215
Indiana,Clay,10.079556194574382,Percent,18021,221
Indiana,Clinton,10.079556194574382,Percent,18023,226
Indiana,Crawford,10.079556194574382,Percent,18025,232
Indiana,Daviess,10.079556194574382,Percent,18027,239
Indiana,Dearborn,10.079556194574382,Percent,18029,242
Indiana,Decatur,10.079556194574382,Percent,18031,246
Indiana,DeKalb,10.079556194574382,Percent,18033,249
Indiana,Delaware,10.079556194574382,Percent,18035,252
Indiana,Dubois,10.079556194574382,Percent,18037,254
Indiana,Elkhart,10.079556194574382,Percent,18039,260
Indiana,Fayette,10.079556194574382,Percent,18041,263
Indiana,Floyd,10.079556194574382,Percent,18043,267
Indiana,Fountain,10.079556194574382,Percent,18045,270
Indiana,Franklin,10.079556194574382,Percent,18047,272
Indiana,Fulton,10.079556194574382,Percent,18049,276
Indiana,Gibson,10.079556194574382,Percent,18051,286
Indiana,Grant,10.079556194574382,Percent,18053,297
Indiana,Greene,10.079556194574382,Percent,18055,309
Indiana,Hamilton,10.079556194574382,Percent,18057,321
Indiana,Hancock,10.079556194574382,Percent,18059,329
Indiana,Harrison,10.079556194574382,Percent,18061,334
Indiana,Hendricks,10.079556194574382,Percent,18063,341
Indiana,Henry,10.079556194574382,Percent,18065,344
Indiana,Howard,10.079556194574382,Percent,18067,348
Indiana,Huntington,10.079556194574382,Percent,18069,352
Indiana,Jackson,10.079556194574382,Percent,18071,355
Indiana,Jasper,10.079556194574382,Percent,18073,356
Indiana,Jay,10.079556194574382,Percent,18075,358
Indiana,Jefferson,10.079556194574382,Percent,18077,363
Indiana,Jennings,10.079556194574382,Percent,18079,367
Indiana,Johnson,10.079556194574382,Percent,18081,370
Indiana,Knox,10.079556194574382,Percent,18083,376
Indiana,Kosciusko,10.079556194574382,Percent,18085,384
Indiana,LaGrange,10.079556194574382,Percent,18087,386
Indiana,Lake,10.079556194574382,Percent,18089,389
Indiana,LaPorte,10.079556194574382,Percent,18091,392
Indiana,Lawrence,10.079556194574382,Percent,18093,396
Indiana,Madison,10.079556194574382,Percent,18095,401
Indiana,Marion,10.079556194574382,Percent,18097,409
Indiana,Marshall,10.079556194574382,Percent,18099,412
Indiana,Martin,10.079556194574382,Percent,18101,418
Indiana,Miami,10.079556194574382,Percent,18103,420
Indiana,Monroe,10.079556194574382,Percent,18105,422
Indiana,Montgomery,10.079556194574382,Percent,18107,425
Indiana,Morgan,10.079556194574382,Percent,18109,430
Indiana,Newton,10.079556194574382,Percent,18111,433
Indiana,Noble,10.079556194574382,Percent,18113,436
Indiana,Ohio,10.079556194574382,Percent,18115,440
Indiana,Orange,10.079556194574382,Percent,18117,444
Indiana,Owen,10.079556194574382,Percent,18119,448
Indiana,Parke,10.079556194574382,Percent,18121,452
Indiana,Perry,10.079556194574382,Percent,18123,459
Indiana,Pike,10.079556194574382,Percent,18125,465
Indiana,Porter,10.079556194574382,Percent,18127,468
Indiana,Posey,10.079556194574382,Percent,18129,471
Indiana,Pulaski,10.079556194574382,Percent,18131,477
Indiana,Putnam,10.079556194574382,Percent,18133,480
Indiana,Randolph,10.079556194574382,Percent,18135,485
Indiana,Ripley,10.079556194574382,Percent,18137,488
Indiana,Rush,10.079556194574382,Percent,18139,493
Indiana,St. Joseph,10.079556194574382,Percent,18141,496
Indiana,Scott,10.079556194574382,Percent,18143,504
Indiana,Shelby,10.079556194574382,Percent,18145,506
Indiana,Spencer,10.079556194574382,Percent,18147,509
Indiana,Starke,10.079556194574382,Percent,18149,512
Indiana,Steuben,10.079556194574382,Percent,18151,515
Indiana,Sullivan,10.079556194574382,Percent,18153,518
Indiana,Switzerland,10.079556194574382,Percent,18155,526
Indiana,Tippecanoe,10.079556194574382,Percent,18157,530
Indiana,Tipton,10.079556194574382,Percent,18159,534
Indiana,Union,10.079556194574382,Percent,18161,538
Indiana,Vanderburgh,10.079556194574382,Percent,18163,543
Indiana,Vermillion,10.079556194574382,Percent,18165,548
Indiana,Vigo,10.079556194574382,Percent,18167,553
Indiana,Wabash,10.079556194574382,Percent,18169,555
Indiana,Warren,10.079556194574382,Percent,18171,567
Indiana,Warrick,10.079556194574382,Percent,18173,575
Indiana,Washington,10.079556194574382,Percent,18175,584
Indiana,Wayne,10.079556194574382,Percent,18177,586
Indiana,Wells,10.079556194574382,Percent,18179,590
Indiana,White,10.079556194574382,Percent,18181,594
Indiana,Whitley,10.079556194574382,Percent,18183,597
Iowa,Adair,11.631472185461412,Percent,19001,598
Iowa,Adams,11.631472185461412,Percent,19003,602
Iowa,Allamakee,11.631472185461412,Percent,19005,608
Iowa,Appanoose,11.631472185461412,Percent,19007,611
Iowa,Audubon,11.631472185461412,Percent,19009,615
Iowa,Benton,11.631472185461412,Percent,19011,619
Iowa,Black Hawk,11.631472185461412,Percent,19013,623
Iowa,Boone,11.631472185461412,Percent,19015,625
Iowa,Bremer,11.631472185461412,Percent,19017,631
Iowa,Buchanan,11.631472185461412,Percent,19019,632
Iowa,Buena Vista,11.631472185461412,Percent,19021,633
Iowa,Butler,11.631472185461412,Percent,19023,361
Iowa,Calhoun,11.631472185461412,Percent,19025,365
Iowa,Carroll,11.631472185461412,Percent,19027,369
Iowa,Cass,11.631472185461412,Percent,19029,374
Iowa,Cedar,11.631472185461412,Percent,19031,379
Iowa,Cerro Gordo,11.631472185461412,Percent,19033,383
Iowa,Cherokee,11.631472185461412,Percent,19035,388
Iowa,Chickasaw,11.631472185461412,Percent,19037,393
Iowa,Clarke,11.631472185461412,Percent,19039,397
Iowa,Clay,11.631472185461412,Percent,19041,398
Iowa,Clayton,11.631472185461412,Percent,19043,402
Iowa,Clinton,11.631472185461412,Percent,19045,404
Iowa,Crawford,11.631472185461412,Percent,19047,408
Iowa,Dallas,11.631472185461412,Percent,19049,413
Iowa,Davis,11.631472185461412,Percent,19051,416
Iowa,Decatur,11.631472185461412,Percent,19053,419
Iowa,Delaware,11.631472185461412,Percent,19055,421
Iowa,Des Moines,11.631472185461412,Percent,19057,424
Iowa,Dickinson,11.631472185461412,Percent,19059,427
Iowa,Dubuque,11.631472185461412,Percent,19061,434
Iowa,Emmet,11.631472185461412,Percent,19063,437
Iowa,Fayette,11.631472185461412,Percent,19065,442
Iowa,Floyd,11.631472185461412,Percent,19067,447
Iowa,Franklin,11.631472185461412,Percent,19069,451
Iowa,Fremont,11.631472185461412,Percent,19071,455
Iowa,Greene,11.631472185461412,Percent,19073,458
Iowa,Grundy,11.631472185461412,Percent,19075,460
Iowa,Guthrie,11.631472185461412,Percent,19077,467
Iowa,Hamilton,11.631472185461412,Percent,19079,469
Iowa,Hancock,11.631472185461412,Percent,19081,470
Iowa,Hardin,11.631472185461412,Percent,19083,475
Iowa,Harrison,11.631472185461412,Percent,19085,478
Iowa,Henry,11.631472185461412,Percent,19087,479
Iowa,Howard,11.631472185461412,Percent,19089,481
Iowa,Humboldt,11.631472185461412,Percent,19091,487
Iowa,Ida,11.631472185461412,Percent,19093,491
Iowa,Iowa,11.631472185461412,Percent,19095,495
Iowa,Jackson,11.631472185461412,Percent,19097,499
Iowa,Jasper,11.631472185461412,Percent,19099,505
Iowa,Jefferson,11.631472185461412,Percent,19101,507
Iowa,Johnson,11.631472185461412,Percent,19103,508
Iowa,Jones,11.631472185461412,Percent,19105,516
Iowa,Keokuk,11.631472185461412,Percent,19107,520
Iowa,Kossuth,11.631472185461412,Percent,19109,523
Iowa,Lee,11.631472185461412,Percent,19111,531
Iowa,Linn,11.631472185461412,Percent,19113,535
Iowa,Louisa,11.631472185461412,Percent,19115,539
Iowa,Lucas,11.631472185461412,Percent,19117,542
Iowa,Lyon,11.631472185461412,Percent,19119,546
Iowa,Madison,11.631472185461412,Percent,19121,550
Iowa,Mahaska,11.631472185461412,Percent,19123,554
Iowa,Marion,11.631472185461412,Percent,19125,561
Iowa,Marshall,11.631472185461412,Percent,19127,568
Iowa,Mills,11.631472185461412,Percent,19129,569
Iowa,Mitchell,11.631472185461412,Percent,19131,572
Iowa,Monona,11.631472185461412,Percent,19133,576
Iowa,Monroe,11.631472185461412,Percent,19135,580
Iowa,Montgomery,11.631472185461412,Percent,19137,595
Iowa,Muscatine,11.631472185461412,Percent,19139,600
Iowa,O'Brien,11.631472185461412,Percent,19141,604
Iowa,Osceola,11.631472185461412,Percent,19143,607
Iowa,Page,11.631472185461412,Percent,19145,612
Iowa,Palo Alto,11.631472185461412,Percent,19147,618
Iowa,Plymouth,11.631472185461412,Percent,19149,622
Iowa,Pocahontas,11.631472185461412,Percent,19151,624
Iowa,Polk,11.631472185461412,Percent,19153,629
Iowa,Pottawattamie,11.631472185461412,Percent,19155,637
Iowa,Poweshiek,11.631472185461412,Percent,19157,640
Iowa,Ringgold,11.631472185461412,Percent,19159,642
Iowa,Sac,11.631472185461412,Percent,19161,647
Iowa,Scott,11.631472185461412,Percent,19163,657
Iowa,Shelby,11.631472185461412,Percent,19165,660
Iowa,Sioux,11.631472185461412,Percent,19167,663
Iowa,Story,11.631472185461412,Percent,19169,668
Iowa,Tama,11.631472185461412,Percent,19171,671
Iowa,Taylor,11.631472185461412,Percent,19173,674
Iowa,Union,11.631472185461412,Percent,19175,675
Iowa,Van Buren,11.631472185461412,Percent,19177,678
Iowa,Wapello,11.631472185461412,Percent,19179,681
Iowa,Warren,11.631472185461412,Percent,19181,685
Iowa,Washington,11.631472185461412,Percent,19183,687
Iowa,Wayne,11.631472185461412,Percent,19185,691
Iowa,Webster,11.631472185461412,Percent,19187,694
Iowa,Winnebago,11.631472185461412,Percent,19189,696
Iowa,Winneshiek,11.631472185461412,Percent,19191,698
Iowa,Woodbury,11.631472185461412,Percent,19193,702
Iowa,Worth,11.631472185461412,Percent,19195,703
Iowa,Wright,11.631472185461412,Percent,19197,705
Kansas,Allen,8.024978691253338,Percent,20001,709
Kansas,Anderson,8.024978691253338,Percent,20003,712
Kansas,Atchison,8.024978691253338,Percent,20005,715
Kansas,Barber,8.024978691253338,Percent,20007,717
Kansas,Barton,8.024978691253338,Percent,20009,719
Kansas,Bourbon,8.024978691253338,Percent,20011,722
Kansas,Brown,8.024978691253338,Percent,20013,723
Kansas,Butler,8.024978691253338,Percent,20015,726
Kansas,Chase,8.024978691253338,Percent,20017,729
Kansas,Chautauqua,8.024978691253338,Percent,20019,730
Kansas,Cherokee,8.024978691253338,Percent,20021,732
Kansas,Cheyenne,8.024978691253338,Percent,20023,736
Kansas,Clark,8.024978691253338,Percent,20025,738
Kansas,Clay,8.024978691253338,Percent,20027,739
Kansas,Cloud,8.024978691253338,Percent,20029,740
Kansas,Coffey,8.024978691253338,Percent,20031,745
Kansas,Comanche,8.024978691253338,Percent,20033,748
Kansas,Cowley,8.024978691253338,Percent,20035,752
Kansas,Crawford,8.024978691253338,Percent,20037,756
Kansas,Decatur,8.024978691253338,Percent,20039,759
Kansas,Dickinson,8.024978691253338,Percent,20041,762
Kansas,Doniphan,8.024978691253338,Percent,20043,765
Kansas,Douglas,8.024978691253338,Percent,20045,767
Kansas,Edwards,8.024978691253338,Percent,20047,770
Kansas,Elk,8.024978691253338,Percent,20049,773
Kansas,Ellis,8.024978691253338,Percent,20051,774
Kansas,Ellsworth,8.024978691253338,Percent,20053,776
Kansas,Finney,8.024978691253338,Percent,20055,778
Kansas,Ford,8.024978691253338,Percent,20057,784
Kansas,Franklin,8.024978691253338,Percent,20059,786
Kansas,Geary,8.024978691253338,Percent,20061,788
Kansas,Gove,8.024978691253338,Percent,20063,790
Kansas,Graham,8.024978691253338,Percent,20065,791
Kansas,Grant,8.024978691253338,Percent,20067,794
Kansas,Gray,8.024978691253338,Percent,20069,798
Kansas,Greeley,8.024978691253338,Percent,20071,801
Kansas,Greenwood,8.024978691253338,Percent,20073,803
Kansas,Hamilton,8.024978691253338,Percent,20075,805
Kansas,Harper,8.024978691253338,Percent,20077,807
Kansas,Harvey,8.024978691253338,Percent,20079,812
Kansas,Haskell,8.024978691253338,Percent,20081,815
Kansas,Hodgeman,8.024978691253338,Percent,20083,818
Kansas,Jackson,8.024978691253338,Percent,20085,819
Kansas,Jefferson,8.024978691253338,Percent,20087,821
Kansas,Jewell,8.024978691253338,Percent,20089,822
Kansas,Johnson,8.024978691253338,Percent,20091,824
Kansas,Kearny,8.024978691253338,Percent,20093,826
Kansas,Kingman,8.024978691253338,Percent,20095,827
Kansas,Kiowa,8.024978691253338,Percent,20097,829
Kansas,Labette,8.024978691253338,Percent,20099,831
Kansas,Lane,8.024978691253338,Percent,20101,833
Kansas,Leavenworth,8.024978691253338,Percent,20103,836
Kansas,Lincoln,8.024978691253338,Percent,20105,838
Kansas,Linn,8.024978691253338,Percent,20107,840
Kansas,Logan,8.024978691253338,Percent,20109,842
Kansas,Lyon,8.024978691253338,Percent,20111,844
Kansas,McPherson,8.024978691253338,Percent,20113,846
Kansas,Marion,8.024978691253338,Percent,20115,848
Kansas,Marshall,8.024978691253338,Percent,20117,850
Kansas,Meade,8.024978691253338,Percent,20119,851
Kansas,Miami,8.024978691253338,Percent,20121,853
Kansas,Mitchell,8.024978691253338,Percent,20123,854
Kansas,Montgomery,8.024978691253338,Percent,20125,856
Kansas,Morris,8.024978691253338,Percent,20127,858
Kansas,Morton,8.024978691253338,Percent,20129,859
Kansas,Nemaha,8.024978691253338,Percent,20131,861
Kansas,Neosho,8.024978691253338,Percent,20133,862
Kansas,Ness,8.024978691253338,Percent,20135,864
Kansas,Norton,8.024978691253338,Percent,20137,866
Kansas,Osage,8.024978691253338,Percent,20139,867
Kansas,Osborne,8.024978691253338,Percent,20141,869
Kansas,Ottawa,8.024978691253338,Percent,20143,870
Kansas,Pawnee,8.024978691253338,Percent,20145,872
Kansas,Phillips,8.024978691253338,Percent,20147,873
Kansas,Pottawatomie,8.024978691253338,Percent,20149,876
Kansas,Pratt,8.024978691253338,Percent,20151,878
Kansas,Rawlins,8.024978691253338,Percent,20153,880
Kansas,Reno,8.024978691253338,Percent,20155,882
Kansas,Republic,8.024978691253338,Percent,20157,884
Kansas,Rice,8.024978691253338,Percent,20159,886
Kansas,Riley,8.024978691253338,Percent,20161,888
Kansas,Rooks,8.024978691253338,Percent,20163,889
Kansas,Rush,8.024978691253338,Percent,20165,891
Kansas,Russell,8.024978691253338,Percent,20167,893
Kansas,Saline,8.024978691253338,Percent,20169,895
Kansas,Scott,8.024978691253338,Percent,20171,897
Kansas,Sedgwick,8.024978691253338,Percent,20173,898
Kansas,Seward,8.024978691253338,Percent,20175,900
Kansas,Shawnee,8.024978691253338,Percent,20177,902
Kansas,Sheridan,8.024978691253338,Percent,20179,904
Kansas,Sherman,8.024978691253338,Percent,20181,907
Kansas,Smith,8.024978691253338,Percent,20183,909
Kansas,Stafford,8.024978691253338,Percent,20185,911
Kansas,Stanton,8.024978691253338,Percent,20187,913
Kansas,Stevens,8.024978691253338,Percent,20189,914
Kansas,Sumner,8.024978691253338,Percent,20191,916
Kansas,Thomas,8.024978691253338,Percent,20193,917
Kansas,Trego,8.024978691253338,Percent,20195,919
Kansas,Wabaunsee,8.024978691253338,Percent,20197,920
Kansas,Wallace,8.024978691253338,Percent,20199,921
Kansas,Washington,8.024978691253338,Percent,20201,922
Kansas,Wichita,8.024978691253338,Percent,20203,923
Kansas,Wilson,8.024978691253338,Percent,20205,925
Kansas,Woodson,8.024978691253338,Percent,20207,926
Kansas,Wyandotte,8.024978691253338,Percent,20209,927
Kentucky,Adair,14.70241271755644,Percent,21001,928
Kentucky,Allen,14.70241271755644,Percent,21003,929
Kentucky,Anderson,14.70241271755644,Percent,21005,930
Kentucky,Ballard,14.70241271755644,Percent,21007,932
Kentucky,Barren,14.70241271755644,Percent,21009,933
Kentucky,Bath,14.70241271755644,Percent,21011,934
Kentucky,Bell,14.70241271755644,Percent,21013,936
Kentucky,Boone,14.70241271755644,Percent,21015,1002
Kentucky,Bourbon,14.70241271755644,Percent,21017,1005
Kentucky,Boyd,14.70241271755644,Percent,21019,1008
Kentucky,Boyle,14.70241271755644,Percent,21021,1010
Kentucky,Bracken,14.70241271755644,Percent,21023,1013
Kentucky,Breathitt,14.70241271755644,Percent,21025,1017
Kentucky,Breckinridge,14.70241271755644,Percent,21027,1020
Kentucky,Bullitt,14.70241271755644,Percent,21029,1024
Kentucky,Butler,14.70241271755644,Percent,21031,1026
Kentucky,Caldwell,14.70241271755644,Percent,21033,1031
Kentucky,Calloway,14.70241271755644,Percent,21035,1033
Kentucky,Campbell,14.70241271755644,Percent,21037,1035
Kentucky,Carlisle,14.70241271755644,Percent,21039,1039
Kentucky,Carroll,14.70241271755644,Percent,21041,1041
Kentucky,Carter,14.70241271755644,Percent,21043,1044
Kentucky,Casey,14.70241271755644,Percent,21045,1048
Kentucky,Christian,14.70241271755644,Percent,21047,1050
Kentucky,Clark,14.70241271755644,Percent,21049,1053
Kentucky,Clay,14.70241271755644,Percent,21051,1056
Kentucky,Clinton,14.70241271755644,Percent,21053,1059
Kentucky,Crittenden,14.70241271755644,Percent,21055,1064
Kentucky,Cumberland,14.70241271755644,Percent,21057,1067
Kentucky,Daviess,14.70241271755644,Percent,21059,1071
Kentucky,Edmonson,14.70241271755644,Percent,21061,1073
Kentucky,Elliott,14.70241271755644,Percent,21063,1075
