State,County,SNAP benefits per capita (% change) 2012-17 (PCH_PC_SNAPBEN_12_17),Units,FIPS,FID
Kentucky,Fayette,-32.62630081176758,% change,21067,1080
Kentucky,Fleming,-28.487823486328125,% change,21069,1083
Kentucky,Floyd,-23.333341598510742,% change,21071,1085
Kentucky,Franklin,-30.449604034423828,% change,21073,1086
Kentucky,Fulton,-24.68474578857422,% change,21075,1088
Kentucky,Gallatin,-30.888769149780273,% change,21077,1090
Kentucky,Garrard,-30.999109268188477,% change,21079,1092
Kentucky,Grant,-30.302345275878906,% change,21081,1094
Kentucky,Graves,-28.193946838378906,% change,21083,1097
Kentucky,Grayson,-30.457700729370117,% change,21085,1100
Kentucky,Green,-27.554765701293945,% change,21087,1102
Kentucky,Greenup,-26.63947868347168,% change,21089,1105
Kentucky,Hancock,-30.217878341674805,% change,21091,1107
Kentucky,Hardin,-28.881595611572266,% change,21093,1110
Kentucky,Harlan,-23.733705520629883,% change,21095,1114
Kentucky,Harrison,-29.63395881652832,% change,21097,1119
Kentucky,Hart,-30.297466278076172,% change,21099,1121
Kentucky,Henderson,-28.18395233154297,% change,21101,1126
Kentucky,Henry,-31.971588134765625,% change,21103,1129
Kentucky,Hickman,-25.5849666595459,% change,21105,1130
Kentucky,Hopkins,-27.273942947387695,% change,21107,1136
Kentucky,Jackson,-29.5711727142334,% change,21109,1140
Kentucky,Jefferson,-30.772022247314453,% change,21111,1143
Kentucky,Jessamine,-34.15039825439453,% change,21113,1145
Kentucky,Johnson,-26.37264060974121,% change,21115,1148
Kentucky,Kenton,-30.70473861694336,% change,21117,1151
Kentucky,Knott,-25.15535545349121,% change,21119,1154
Kentucky,Knox,-28.319299697875977,% change,21121,1159
Kentucky,Larue,-29.65855598449707,% change,21123,1162
Kentucky,Laurel,-29.772245407104492,% change,21125,1166
Kentucky,Lawrence,-28.14451789855957,% change,21127,1167
Kentucky,Lee,-17.990163803100586,% change,21129,1171
Kentucky,Leslie,-23.408235549926758,% change,21131,1175
Kentucky,Letcher,-23.60910987854004,% change,21133,1178
Kentucky,Lewis,-26.684415817260742,% change,21135,1180
Kentucky,Lincoln,-29.03794288635254,% change,21137,1184
Kentucky,Livingston,-27.649253845214844,% change,21139,1187
Kentucky,Logan,-29.86444854736328,% change,21141,1190
Kentucky,Lyon,-25.714794158935547,% change,21143,1193
Kentucky,McCracken,-28.68239402770996,% change,21145,1196
Kentucky,McCreary,-26.556543350219727,% change,21147,1198
Kentucky,McLean,-26.72610855102539,% change,21149,1201
Kentucky,Madison,-33.494346618652344,% change,21151,1204
Kentucky,Magoffin,-25.941164016723633,% change,21153,1206
Kentucky,Marion,-27.105100631713867,% change,21155,1210
Kentucky,Marshall,-29.23013687133789,% change,21157,1213
Kentucky,Martin,-20.94286346435547,% change,21159,1215
Kentucky,Mason,-27.739328384399414,% change,21161,1217
Kentucky,Meade,-26.152565002441406,% change,21163,1220
Kentucky,Menifee,-30.269086837768555,% change,21165,1222
Kentucky,Mercer,-29.630340576171875,% change,21167,1225
Kentucky,Metcalfe,-29.931577682495117,% change,21169,1228
Kentucky,Monroe,-27.730846405029297,% change,21171,1230
Kentucky,Montgomery,-31.66042137145996,% change,21173,1233
Kentucky,Morgan,-27.08326530456543,% change,21175,1235
Kentucky,Muhlenberg,-27.631237030029297,% change,21177,1238
Kentucky,Nelson,-30.86383819580078,% change,21179,1243
Kentucky,Nicholas,-30.15365982055664,% change,21181,1246
Kentucky,Ohio,-29.450124740600586,% change,21183,1249
Kentucky,Oldham,-33.60386657714844,% change,21185,1252
Kentucky,Owen,-29.04867172241211,% change,21187,1255
Kentucky,Owsley,-24.968660354614258,% change,21189,1257
Kentucky,Pendleton,-29.096704483032227,% change,21191,1260
Kentucky,Perry,-24.22627830505371,% change,21193,1265
Kentucky,Pike,-22.071182250976562,% change,21195,1267
Kentucky,Powell,-28.34246826171875,% change,21197,1270
Kentucky,Pulaski,-29.98822021484375,% change,21199,1272
Kentucky,Robertson,-26.162206649780273,% change,21201,1273
Kentucky,Rockcastle,-27.38852310180664,% change,21203,1276
Kentucky,Rowan,-31.02240562438965,% change,21205,1279
Kentucky,Russell,-29.660045623779297,% change,21207,1282
Kentucky,Scott,-36.56456756591797,% change,21209,1283
Kentucky,Shelby,-34.64606857299805,% change,21211,1285
Kentucky,Simpson,-31.126476287841797,% change,21213,1287
Kentucky,Spencer,-33.04551315307617,% change,21215,1000
Kentucky,Taylor,-30.047813415527344,% change,21217,1003
Kentucky,Todd,-26.89528465270996,% change,21219,1006
Kentucky,Trigg,-29.06763458251953,% change,21221,1009
Kentucky,Trimble,-26.549654006958008,% change,21223,1012
Kentucky,Union,-26.947355270385742,% change,21225,1016
Kentucky,Warren,-35.3462028503418,% change,21227,1019
Kentucky,Washington,-30.730575561523438,% change,21229,1023
Kentucky,Wayne,-28.601943969726562,% change,21231,1027
Kentucky,Webster,-26.54823875427246,% change,21233,1029
Kentucky,Whitley,-29.79440689086914,% change,21235,1034
Kentucky,Wolfe,-29.6358642578125,% change,21237,1037
Kentucky,Woodford,-32.433685302734375,% change,21239,1042
Louisiana,Acadia,-6.1132330894470215,% change,22001,1046
Louisiana,Allen,-13.460124015808105,% change,22003,1051
Louisiana,Ascension,-24.042598724365234,% change,22005,1055
Louisiana,Assumption,-10.564020156860352,% change,22007,1060
Louisiana,Avoyelles,-13.56649398803711,% change,22009,1062
Louisiana,Beauregard,-18.024415969848633,% change,22011,1066
Louisiana,Bienville,-6.906984806060791,% change,22013,1069
Louisiana,Bossier,-7.114741802215576,% change,22015,1076
Louisiana,Caddo,-12.827013969421387,% change,22017,1079
Louisiana,Calcasieu,-26.71151351928711,% change,22019,1081
Louisiana,Caldwell,-17.880895614624023,% change,22021,1084
Louisiana,Cameron,36.15139389038086,% change,22023,1089
Louisiana,Catahoula,-12.119978904724121,% change,22025,1093
Louisiana,Claiborne,-13.064628601074219,% change,22027,1095
Louisiana,Concordia,-10.688028335571289,% change,22029,1098
Louisiana,De Soto,-12.991113662719727,% change,22031,1103
Louisiana,East Baton Rouge,-23.34431266784668,% change,22033,1108
Louisiana,East Carroll,-20.814226150512695,% change,22035,1111
Louisiana,East Feliciana,-23.348316192626953,% change,22037,1115
Louisiana,Evangeline,-12.184521675109863,% change,22039,1118
Louisiana,Franklin,-9.673644065856934,% change,22041,1123
Louisiana,Grant,-19.703163146972656,% change,22043,1127
Louisiana,Iberia,-1.0422722101211548,% change,22045,1133
Louisiana,Iberville,-28.045682907104492,% change,22047,1134
Louisiana,Jackson,-9.03191089630127,% change,22049,1138
Louisiana,Jefferson,-13.294833183288574,% change,22051,1147
Louisiana,Jefferson Davis,13.264352798461914,% change,22053,1155
Louisiana,Lafayette,-6.06973934173584,% change,22055,1161
Louisiana,Lafourche,3.3749172687530518,% change,22057,1280
Louisiana,La Salle,9.479413986206055,% change,22059,1289
Louisiana,Lincoln,-23.53529930114746,% change,22061,1291
Louisiana,Livingston,-26.64961051940918,% change,22063,1295
Louisiana,Madison,-11.131836891174316,% change,22065,1297
Louisiana,Morehouse,-18.032190322875977,% change,22067,1299
Louisiana,Natchitoches,-26.31319808959961,% change,22069,1301
Louisiana,Orleans,-28.29361915588379,% change,22071,1304
Louisiana,Ouachita,-20.472816467285156,% change,22073,1306
Louisiana,Plaquemines,-8.326271057128906,% change,22075,1427
Louisiana,Pointe Coupee,-10.64108943939209,% change,22077,1431
Louisiana,Rapides,-19.227291107177734,% change,22079,1434
Louisiana,Red River,-12.289369583129883,% change,22081,1436
Louisiana,Richland,-19.79810905456543,% change,22083,1439
Louisiana,Sabine,63.305233001708984,% change,22085,1441
Louisiana,St. Bernard,-19.83230972290039,% change,22087,1463
Louisiana,St. Charles,-22.08218002319336,% change,22089,1466
Louisiana,St. Helena,17.707897186279297,% change,22091,1467
Louisiana,St. James,-21.663949966430664,% change,22093,1468
Louisiana,St. John the Baptist,-14.048766136169434,% change,22095,1469
Louisiana,St. Landry,-11.598172187805176,% change,22097,1471
Louisiana,St. Martin,-0.3469238877296448,% change,22099,1473
Louisiana,St. Mary,0.010560143738985062,% change,22101,1474
Louisiana,St. Tammany,-21.865747451782227,% change,22103,1475
Louisiana,Tangipahoa,-30.71274757385254,% change,22105,1476
Louisiana,Tensas,-16.119897842407227,% change,22107,1479
Louisiana,Terrebonne,-2.5803520679473877,% change,22109,1501
Louisiana,Union,-17.305740356445312,% change,22111,1507
Louisiana,Vermilion,2.836071729660034,% change,22113,1510
Louisiana,Vernon,-9.717421531677246,% change,22115,1513
Louisiana,Washington,-20.255407333374023,% change,22117,1516
Louisiana,Webster,-17.927637100219727,% change,22119,1518
Louisiana,West Baton Rouge,-21.64190101623535,% change,22121,1520
Louisiana,West Carroll,-18.85285758972168,% change,22123,1522
Louisiana,West Feliciana,-19.952253341674805,% change,22125,1524
Louisiana,Winn,-18.21070671081543,% change,22127,1529
Maine,Androscoggin,-33.47979736328125,% change,23001,1532
Maine,Aroostook,-28.60835075378418,% change,23003,1535
Maine,Cumberland,-45.67192077636719,% change,23005,1608
Maine,Franklin,-38.299461364746094,% change,23007,1619
Maine,Hancock,-40.17560577392578,% change,23009,1748
Maine,Kennebec,-38.477718353271484,% change,23011,1755
Maine,Knox,-44.00360107421875,% change,23013,1774
Maine,Lincoln,-40.77233123779297,% change,23015,1835
Maine,Oxford,-37.423553466796875,% change,23017,1842
Maine,Penobscot,-33.1767578125,% change,23019,1846
Maine,Piscataquis,-30.065099716186523,% change,23021,1851
Maine,Sagadahoc,-40.32988357543945,% change,23023,1855
Maine,Somerset,-32.26329803466797,% change,23025,1860
Maine,Waldo,-38.2617301940918,% change,23027,1865
Maine,Washington,-33.00120544433594,% change,23029,1884
Maine,York,-43.574066162109375,% change,23031,1901
Maryland,Allegany,-5.0275959968566895,% change,24001,1905
Maryland,Anne Arundel,-17.75875473022461,% change,24003,1925
Maryland,Baltimore County,-13.225102424621582,% change,24005,1939
Maryland,Calvert,-40.121490478515625,% change,24009,1946
Maryland,Caroline,-12.587397575378418,% change,24011,1949
Maryland,Carroll,-13.380087852478027,% change,24013,1955
Maryland,Cecil,-12.690658569335938,% change,24015,1963
Maryland,Charles,-18.625534057617188,% change,24017,1294
Maryland,Dorchester,-16.168495178222656,% change,24019,1346
Maryland,Frederick,-14.886590003967285,% change,24021,1357
Maryland,Garrett,-17.056909561157227,% change,24023,1361
Maryland,Harford,-11.451041221618652,% change,24025,1372
Maryland,Howard,-5.028303146362305,% change,24027,1379
Maryland,Kent,-12.615362167358398,% change,24029,1394
Maryland,Montgomery,-12.112568855285645,% change,24031,1398
Maryland,Prince George's,-17.061384201049805,% change,24033,1403
Maryland,Queen Anne's,-18.775442123413086,% change,24035,1413
Maryland,St. Mary's,-20.439220428466797,% change,24037,1421
Maryland,Somerset,-8.918417930603027,% change,24039,1430
Maryland,Talbot,-5.620355606079102,% change,24041,1438
Maryland,Washington,-6.357580184936523,% change,24043,1445
Maryland,Wicomico,-17.96170997619629,% change,24045,1446
Maryland,Worcester,-24.886716842651367,% change,24047,1456
Maryland,Baltimore City,-12.948369026184082,% change,24510,1460
Massachusetts,Barnstable,-16.240373611450195,% change,25001,1478
Massachusetts,Berkshire,-14.231925010681152,% change,25003,1480
Massachusetts,Bristol,-18.27962875366211,% change,25005,1486
Massachusetts,Dukes,-19.13993263244629,% change,25007,1491
Massachusetts,Essex,-19.73533821105957,% change,25009,1519
Massachusetts,Franklin,-15.667638778686523,% change,25011,1523
Massachusetts,Hampden,-17.299671173095703,% change,25013,1526
Massachusetts,Hampshire,-17.538616180419922,% change,25015,1527
Massachusetts,Middlesex,-19.957481384277344,% change,25017,1533
Massachusetts,Nantucket,-23.689485549926758,% change,25019,1537
Massachusetts,Norfolk,-18.85089874267578,% change,25021,1543
Massachusetts,Plymouth,-19.29078483581543,% change,25023,1569
Massachusetts,Suffolk,-21.767969131469727,% change,25025,1585
Massachusetts,Worcester,-18.712621688842773,% change,25027,1599
Michigan,Alcona,-29.134872436523438,% change,26001,1603
Michigan,Alger,-28.17146873474121,% change,26003,1609
Michigan,Allegan,-33.567901611328125,% change,26005,1611
Michigan,Alpena,-28.88444709777832,% change,26007,1614
Michigan,Antrim,-30.721017837524414,% change,26009,1617
Michigan,Arenac,-28.50494384765625,% change,26011,1621
Michigan,Baraga,-28.274520874023438,% change,26013,1624
Michigan,Barry,-32.39364242553711,% change,26015,1627
Michigan,Bay,-28.795331954956055,% change,26017,1631
Michigan,Benzie,-31.538726806640625,% change,26019,1634
Michigan,Berrien,-29.616975784301758,% change,26021,1635
Michigan,Branch,-30.01184844970703,% change,26023,1640
Michigan,Calhoun,-30.341894149780273,% change,26025,1641
Michigan,Cass,-30.039308547973633,% change,26027,1644
Michigan,Charlevoix,-30.531692504882812,% change,26029,1648
Michigan,Cheboygan,-29.574716567993164,% change,26031,1649
Michigan,Chippewa,-28.298599243164062,% change,26033,1660
Michigan,Clare,-30.271352767944336,% change,26035,1665
Michigan,Clinton,-32.6398811340332,% change,26037,1669
Michigan,Crawford,-30.391326904296875,% change,26039,1672
Michigan,Delta,-28.920303344726562,% change,26041,1675
Michigan,Dickinson,-28.545324325561523,% change,26043,1677
Michigan,Eaton,-31.306198120117188,% change,26045,1678
Michigan,Emmet,-31.42006492614746,% change,26047,1686
Michigan,Genesee,-28.77056121826172,% change,26049,1688
Michigan,Gladwin,-29.768959045410156,% change,26051,1691
Michigan,Gogebic,-27.449874877929688,% change,26053,1693
Michigan,Grand Traverse,-32.5819091796875,% change,26055,1697
Michigan,Gratiot,-29.007078170776367,% change,26057,1700
Michigan,Hillsdale,-30.016977310180664,% change,26059,1701
Michigan,Houghton,-29.912944793701172,% change,26061,1705
Michigan,Huron,-28.015331268310547,% change,26063,1708
Michigan,Ingham,-32.396026611328125,% change,26065,1710
Michigan,Ionia,-31.03778839111328,% change,26067,1713
Michigan,Iosco,-29.81294822692871,% change,26069,1715
Michigan,Iron,-27.844154357910156,% change,26071,1716
Michigan,Isabella,-31.070667266845703,% change,26073,1717
Michigan,Jackson,-30.034496307373047,% change,26075,1719
Michigan,Kalamazoo,-32.67445373535156,% change,26077,1720
Michigan,Kalkaska,-32.728004455566406,% change,26079,1722
Michigan,Kent,-34.170692443847656,% change,26081,1726
Michigan,Keweenaw,-28.570903778076172,% change,26083,1743
Michigan,Lake,-33.800872802734375,% change,26085,1749
Michigan,Lapeer,-30.622106552124023,% change,26087,1752
Michigan,Leelanau,-31.5195255279541,% change,26089,1765
Michigan,Lenawee,-30.33995819091797,% change,26091,1768
Michigan,Livingston,-33.119468688964844,% change,26093,1770
Michigan,Luce,-29.327266693115234,% change,26095,1773
Michigan,Mackinac,-28.301000595092773,% change,26097,1779
Michigan,Macomb,-32.39008712768555,% change,26099,1785
Michigan,Manistee,-29.939159393310547,% change,26101,1787
Michigan,Marquette,-29.22457504272461,% change,26103,1793
Michigan,Mason,-31.60979652404785,% change,26105,1797
Michigan,Mecosta,-30.481977462768555,% change,26107,1800
Michigan,Menominee,-28.575170516967773,% change,26109,1802
Michigan,Midland,-30.393827438354492,% change,26111,1806
Michigan,Missaukee,-30.629037857055664,% change,26113,1810
Michigan,Monroe,-30.083967208862305,% change,26115,1812
Michigan,Montcalm,-31.117107391357422,% change,26117,1815
Michigan,Montmorency,-28.60071563720703,% change,26119,1816
Michigan,Muskegon,-32.03030776977539,% change,26121,1818
Michigan,Newaygo,-31.140012741088867,% change,26123,1820
Michigan,Oakland,-32.22105407714844,% change,26125,1824
Michigan,Oceana,-31.02294921875,% change,26127,1825
Michigan,Ogemaw,-29.315425872802734,% change,26129,1827
Michigan,Ontonagon,-24.380266189575195,% change,26131,1829
Michigan,Osceola,-30.415889739990234,% change,26133,1830
Michigan,Oscoda,-28.169109344482422,% change,26135,1832
Michigan,Otsego,-32.07471466064453,% change,26137,1834
Michigan,Ottawa,-34.460533142089844,% change,26139,1837
Michigan,Presque Isle,-29.06431770324707,% change,26141,1840
Michigan,Roscommon,-29.8164005279541,% change,26143,1843
Michigan,Saginaw,-28.304916381835938,% change,26145,1845
Michigan,St. Clair,-30.068622589111328,% change,26147,1854
Michigan,St. Joseph,-30.6008358001709,% change,26149,1857
Michigan,Sanilac,-28.844423294067383,% change,26151,1858
Michigan,Schoolcraft,-28.000682830810547,% change,26153,1861
Michigan,Shiawassee,-29.725549697875977,% change,26155,1863
Michigan,Tuscola,-28.03884506225586,% change,26157,1866
Michigan,Van Buren,-30.708127975463867,% change,26159,1867
Michigan,Washtenaw,-33.66581726074219,% change,26161,1869
Michigan,Wayne,-28.987247467041016,% change,26163,1871
Michigan,Wexford,-32.1697998046875,% change,26165,1873
Minnesota,Aitkin,-22.327232360839844,% change,27001,1875
Minnesota,Anoka,-24.11725425720215,% change,27003,1877
Minnesota,Becker,-53.302223205566406,% change,27005,1878
Minnesota,Beltrami,-44.49141311645508,% change,27007,1880
Minnesota,Benton,-14.390429496765137,% change,27009,1881
Minnesota,Big Stone,-11.926800727844238,% change,27011,1882
Minnesota,Blue Earth,-15.948197364807129,% change,27013,1886
Minnesota,Brown,-12.402976989746094,% change,27015,1892
Minnesota,Carlton,-18.00554084777832,% change,27017,1893
Minnesota,Carver,-23.89588737487793,% change,27019,1894
Minnesota,Cass,-3.9000964164733887,% change,27021,1895
Minnesota,Chippewa,4.620387554168701,% change,27023,1896
Minnesota,Chisago,-31.398351669311523,% change,27025,1897
Minnesota,Clay,6.963808536529541,% change,27027,1898
Minnesota,Clearwater,-44.606231689453125,% change,27029,1899
Minnesota,Cook,-8.977725982666016,% change,27031,1900
Minnesota,Cottonwood,-5.076043605804443,% change,27033,1902
Minnesota,Crow Wing,-34.099735260009766,% change,27035,1903
Minnesota,Dakota,-20.70520782470703,% change,27037,1904
Minnesota,Dodge,-11.67149829864502,% change,27039,1906
Minnesota,Douglas,-24.862285614013672,% change,27041,1907
Minnesota,Faribault,-11.458322525024414,% change,27043,1908
Minnesota,Fillmore,-31.688213348388672,% change,27045,1909
Minnesota,Freeborn,-8.36271858215332,% change,27047,1910
Minnesota,Goodhue,-26.138263702392578,% change,27049,1911
Minnesota,Grant,-14.005274772644043,% change,27051,1912
Minnesota,Hennepin,-22.627042770385742,% change,27053,1913
Minnesota,Houston,-25.993144989013672,% change,27055,1914
Minnesota,Hubbard,-16.52798080444336,% change,27057,1915
Minnesota,Isanti,-34.35599136352539,% change,27059,1916
Minnesota,Itasca,-13.095109939575195,% change,27061,1917
Minnesota,Jackson,-6.091772079467773,% change,27063,1918
Minnesota,Kanabec,-19.35377311706543,% change,27065,1919
Minnesota,Kandiyohi,-11.801965713500977,% change,27067,1920
Minnesota,Kittson,24.905616760253906,% change,27069,1921
Minnesota,Koochiching,-9.335722923278809,% change,27071,1922
Minnesota,Lac qui Parle,-1.7921462059020996,% change,27073,1923
Minnesota,Lake,-34.53694152832031,% change,27075,1926
Minnesota,Lake of the Woods,-23.67926788330078,% change,27077,1927
Minnesota,Le Sueur,-25.62212371826172,% change,27079,1929
Minnesota,Lincoln,14.246788024902344,% change,27081,1931
Minnesota,Lyon,0.5434942245483398,% change,27083,1932
Minnesota,McLeod,-38.39783477783203,% change,27085,1934
Minnesota,Mahnomen,-78.3283462524414,% change,27087,1936
Minnesota,Marshall,-13.722161293029785,% change,27089,1937
Minnesota,Martin,-11.716537475585938,% change,27091,1940
Minnesota,Meeker,-21.08204460144043,% change,27093,1941
Minnesota,Mille Lacs,-25.616594314575195,% change,27095,1943
Minnesota,Morrison,-15.855668067932129,% change,27097,1944
Minnesota,Mower,-22.438222885131836,% change,27099,1945
Minnesota,Murray,-19.032577514648438,% change,27101,1947
Minnesota,Nicollet,-17.46187973022461,% change,27103,1948
Minnesota,Nobles,-17.853256225585938,% change,27105,1950
Minnesota,Norman,-11.265480041503906,% change,27107,1951
Minnesota,Olmsted,-19.709074020385742,% change,27109,1953
Minnesota,Otter Tail,-16.548009872436523,% change,27111,1954
Minnesota,Pennington,-16.682647705078125,% change,27113,1956
Minnesota,Pine,-26.27569007873535,% change,27115,1957
Minnesota,Pipestone,-12.650697708129883,% change,27117,1958
Minnesota,Polk,-5.9470977783203125,% change,27119,1959
Minnesota,Pope,-30.891023635864258,% change,27121,1961
Minnesota,Ramsey,-17.83433723449707,% change,27123,1964
Minnesota,Red Lake,-19.1502685546875,% change,27125,1966
Minnesota,Redwood,-21.655057907104492,% change,27127,1969
Minnesota,Renville,-13.293787002563477,% change,27129,1971
Minnesota,Rice,-14.849215507507324,% change,27131,1973
Minnesota,Rock,-5.1088995933532715,% change,27133,1974
Minnesota,Roseau,0.6206307411193848,% change,27135,1976
Minnesota,St. Louis,-23.091205596923828,% change,27137,1978
Minnesota,Scott,-25.221132278442383,% change,27139,1979
Minnesota,Sherburne,-24.96187973022461,% change,27141,1980
Minnesota,Sibley,-7.498037815093994,% change,27143,1982
Minnesota,Stearns,-2.1681201457977295,% change,27145,1984
Minnesota,Steele,-22.09713363647461,% change,27147,1985
Minnesota,Stevens,-8.866660118103027,% change,27149,1987
Minnesota,Swift,7.396899700164795,% change,27151,1988
Minnesota,Todd,-24.7240047454834,% change,27153,1989
Minnesota,Traverse,20.23419952392578,% change,27155,1990
Minnesota,Wabasha,-20.838457107543945,% change,27157,1991
Minnesota,Wadena,-20.65951156616211,% change,27159,1992
Minnesota,Waseca,-11.374982833862305,% change,27161,1993
Minnesota,Washington,-16.96155548095703,% change,27163,1994
Minnesota,Watonwan,-19.638954162597656,% change,27165,1996
Minnesota,Wilkin,3.781306743621826,% change,27167,1997
Minnesota,Winona,-19.08509635925293,% change,27169,1998
Minnesota,Wright,-43.3115119934082,% change,27171,1999
Minnesota,Yellow Medicine,13.172868728637695,% change,27173,1531
Mississippi,Adams,-25.60801887512207,% change,28001,1534
Mississippi,Alcorn,-28.342132568359375,% change,28003,1538
Mississippi,Amite,-25.52056884765625,% change,28005,1539
Mississippi,Attala,-25.71424102783203,% change,28007,1541
Mississippi,Benton,-25.444948196411133,% change,28009,1544
Mississippi,Bolivar,-23.73478889465332,% change,28011,1547
Mississippi,Calhoun,-26.635940551757812,% change,28013,1548
Mississippi,Carroll,-26.494489669799805,% change,28015,1549
Mississippi,Chickasaw,-26.847116470336914,% change,28017,1550
Mississippi,Choctaw,-27.086658477783203,% change,28019,1552
Mississippi,Claiborne,-25.08909797668457,% change,28021,1555
Mississippi,Clarke,-25.1367130279541,% change,28023,1557
Mississippi,Clay,-25.608169555664062,% change,28025,1559
Mississippi,Coahoma,-20.70698356628418,% change,28027,1562
Mississippi,Copiah,-27.047136306762695,% change,28029,1564
Mississippi,Covington,-26.953330993652344,% change,28031,1567
Mississippi,DeSoto,-33.28860092163086,% change,28033,1571
Mississippi,Forrest,-27.39448356628418,% change,28035,1572
Mississippi,Franklin,-27.04197120666504,% change,28037,1575
Mississippi,George,-31.854272842407227,% change,28039,1577
Mississippi,Greene,-22.976987838745117,% change,28041,1579
Mississippi,Grenada,-26.50775146484375,% change,28043,1581
Mississippi,Hancock,-31.094436645507812,% change,28045,1583
Mississippi,Harrison,-32.369972229003906,% change,28047,1587
Mississippi,Hinds,-25.811670303344727,% change,28049,1591
Mississippi,Holmes,-23.542829513549805,% change,28051,1593
Mississippi,Humphreys,-20.83037757873535,% change,28053,1596
Mississippi,Issaquena,-24.90789794921875,% change,28055,1598
Mississippi,Itawamba,-28.936275482177734,% change,28057,1601
Mississippi,Jackson,-29.461170196533203,% change,28059,1605
Mississippi,Jasper,-28.4518985748291,% change,28061,1607
Mississippi,Jefferson,-24.217666625976562,% change,28063,1610
Mississippi,Jefferson Davis,-23.505313873291016,% change,28065,1612
Mississippi,Jones,-27.8995361328125,% change,28067,1615
Mississippi,Kemper,-24.497634887695312,% change,28069,1616
Mississippi,Lafayette,-33.846824645996094,% change,28071,1620
Mississippi,Lamar,-32.16483688354492,% change,28073,1623
Mississippi,Lauderdale,-24.46354103088379,% change,28075,1628
Mississippi,Lawrence,-28.202556610107422,% change,28077,1632
Mississippi,Leake,-26.800901412963867,% change,28079,1636
Mississippi,Lee,-28.44368553161621,% change,28081,1638
Mississippi,Leflore,-24.484230041503906,% change,28083,1643
Mississippi,Lincoln,-27.29503059387207,% change,28085,1645
Mississippi,Lowndes,-27.82148551940918,% change,28087,1647
Mississippi,Madison,-32.85024642944336,% change,28089,1651
Mississippi,Marion,-24.70543098449707,% change,28091,1653
Mississippi,Marshall,-26.4589786529541,% change,28093,1655
Mississippi,Monroe,-27.234378814697266,% change,28095,1656
Mississippi,Montgomery,-25.30412483215332,% change,28097,1658
Mississippi,Neshoba,-27.482826232910156,% change,28099,1661
Mississippi,Newton,-27.265077590942383,% change,28101,1663
Mississippi,Noxubee,-25.598739624023438,% change,28103,1666
Mississippi,Oktibbeha,-29.740774154663086,% change,28105,1668
Mississippi,Panola,-27.412086486816406,% change,28107,1671
Mississippi,Pearl River,-28.67070770263672,% change,28109,1676
Mississippi,Perry,-28.54103660583496,% change,28111,1679
Mississippi,Pike,-27.194734573364258,% change,28113,1680
Mississippi,Pontotoc,-31.349605560302734,% change,28115,1682
Mississippi,Prentiss,-28.055362701416016,% change,28117,1684
Mississippi,Quitman,-23.072664260864258,% change,28119,1685
Mississippi,Rankin,-31.284818649291992,% change,28121,1690
Mississippi,Scott,-28.54053497314453,% change,28123,1692
Mississippi,Sharkey,-22.66138458251953,% change,28125,1695
Mississippi,Simpson,-27.08255958557129,% change,28127,1698
Mississippi,Smith,-27.140962600708008,% change,28129,1709
Mississippi,Stone,-28.601850509643555,% change,28131,1712
Mississippi,Sunflower,-21.631772994995117,% change,28133,1721
Mississippi,Tallahatchie,-23.682472229003906,% change,28135,1725
Mississippi,Tate,-28.079837799072266,% change,28137,1727
Mississippi,Tippah,-28.53531265258789,% change,28139,1730
Mississippi,Tishomingo,-28.087173461914062,% change,28141,1732
Mississippi,Tunica,-25.418289184570312,% change,28143,1735
Mississippi,Union,-31.396047592163086,% change,28145,1737
Mississippi,Walthall,-25.492382049560547,% change,28147,1740
Mississippi,Warren,-26.109769821166992,% change,28149,1746
Mississippi,Washington,-22.440399169921875,% change,28151,1750
Mississippi,Wayne,-27.74008560180664,% change,28153,1753
Mississippi,Webster,-26.03739356994629,% change,28155,1756
Mississippi,Wilkinson,-22.995275497436523,% change,28157,1757
Mississippi,Winston,-25.462812423706055,% change,28159,1758
Mississippi,Yalobusha,-28.927499771118164,% change,28161,1759
Mississippi,Yazoo,-24.927248001098633,% change,28163,1760
Missouri,Adair,-21.085668563842773,% change,29001,1761
Missouri,Andrew,-24.21424674987793,% change,29003,1762
Missouri,Atchison,-19.60307502746582,% change,29005,1763
Missouri,Audrain,-23.259008407592773,% change,29007,1766
Missouri,Barry,-25.65655517578125,% change,29009,1767
Missouri,Barton,-34.44110107421875,% change,29011,1771
Missouri,Bates,-32.15167236328125,% change,29013,1776
Missouri,Benton,-29.545734405517578,% change,29015,1778
Missouri,Bollinger,-27.729169845581055,% change,29017,1781
Missouri,Boone,-30.03936195373535,% change,29019,1783
Missouri,Buchanan,-21.40850067138672,% change,29021,1789
Missouri,Butler,-15.888228416442871,% change,29023,1792
Missouri,Caldwell,-38.44562911987305,% change,29025,1795
Missouri,Callaway,-28.56125259399414,% change,29027,1799
Missouri,Camden,-30.2285099029541,% change,29029,1803
Missouri,Cape Girardeau,-17.98533058166504,% change,29031,1808
Missouri,Carroll,-30.788145065307617,% change,29033,1822
Missouri,Carter,-18.513385772705078,% change,29035,1001
Missouri,Cass,-35.445556640625,% change,29037,1004
Missouri,Cedar,-35.515716552734375,% change,29039,1007
Missouri,Chariton,-28.634769439697266,% change,29041,1011
Missouri,Christian,-35.35413360595703,% change,29043,1014
Missouri,Clark,-26.235010147094727,% change,29045,1015
Missouri,Clay,-34.58720779418945,% change,29047,1018
