State,County,SNAP benefits per capita (% change) 2012-17 (PCH_PC_SNAPBEN_12_17),Units,FIPS,FID
Georgia,Screven,-27.5112247467041,% change,13251,34
Georgia,Seminole,-14.461904525756836,% change,13253,38
Georgia,Spalding,-34.690853118896484,% change,13255,41
Georgia,Stephens,-19.36833953857422,% change,13257,45
Georgia,Stewart,-27.227828979492188,% change,13259,48
Georgia,Sumter,-29.608322143554688,% change,13261,52
Georgia,Talbot,-27.565773010253906,% change,13263,57
Georgia,Taliaferro,-19.930273056030273,% change,13265,60
Georgia,Tattnall,-8.442137718200684,% change,13267,63
Georgia,Taylor,-32.481056213378906,% change,13269,69
Georgia,Telfair,-11.433536529541016,% change,13271,75
Georgia,Terrell,-13.494684219360352,% change,13273,78
Georgia,Thomas,-9.412144660949707,% change,13275,83
Georgia,Tift,-16.3454647064209,% change,13277,87
Georgia,Toombs,-29.057435989379883,% change,13279,91
Georgia,Towns,-49.94524383544922,% change,13281,95
Georgia,Treutlen,-23.454601287841797,% change,13283,102
Georgia,Troup,-29.098587036132812,% change,13285,105
Georgia,Turner,-23.506114959716797,% change,13287,108
Georgia,Twiggs,-12.278650283813477,% change,13289,116
Georgia,Union,-39.33906555175781,% change,13291,120
Georgia,Upson,-25.32905387878418,% change,13293,123
Georgia,Walker,-34.446319580078125,% change,13295,126
Georgia,Walton,-33.168663024902344,% change,13297,127
Georgia,Ware,-6.843724727630615,% change,13299,132
Georgia,Warren,-23.512794494628906,% change,13301,135
Georgia,Washington,-11.581808090209961,% change,13303,143
Georgia,Wayne,-21.687767028808594,% change,13305,147
Georgia,Webster,-24.06743621826172,% change,13307,149
Georgia,Wheeler,-19.40329360961914,% change,13309,154
Georgia,White,-35.47486877441406,% change,13311,157
Georgia,Whitfield,-33.338958740234375,% change,13313,159
Georgia,Wilcox,-21.80352210998535,% change,13315,163
Georgia,Wilkes,-16.58368682861328,% change,13317,167
Georgia,Wilkinson,-22.102567672729492,% change,13319,169
Georgia,Worth,-15.495672225952148,% change,13321,173
Hawaii,Hawaii,-0.7825330495834351,% change,15001,198
Hawaii,Honolulu,-4.401167869567871,% change,15003,234
Hawaii,Kalawao,0,% change,15005,247
Hawaii,Kauai,-6.43460750579834,% change,15007,261
Hawaii,Maui,0,% change,15009,323
Idaho,Ada,-46.93544387817383,% change,16001,336
Idaho,Adams,-39.588809967041016,% change,16003,338
Idaho,Bannock,-37.53426742553711,% change,16005,343
Idaho,Bear Lake,-24.125648498535156,% change,16007,349
Idaho,Benewah,-30.758291244506836,% change,16009,354
Idaho,Bingham,-32.67639923095703,% change,16011,362
Idaho,Blaine,-51.31085968017578,% change,16013,371
Idaho,Boise,-40.34689712524414,% change,16015,380
Idaho,Bonner,-45.28112030029297,% change,16017,387
Idaho,Bonneville,-37.566715240478516,% change,16019,395
Idaho,Boundary,-31.981327056884766,% change,16021,405
Idaho,Butte,-11.250513076782227,% change,16023,414
Idaho,Camas,-49.18605422973633,% change,16025,429
Idaho,Canyon,-47.18894577026367,% change,16027,441
Idaho,Caribou,-42.16604232788086,% change,16029,449
Idaho,Cassia,-33.64683151245117,% change,16031,456
Idaho,Clark,-34.03726577758789,% change,16033,464
Idaho,Clearwater,-27.410112380981445,% change,16035,474
Idaho,Custer,2.1753015518188477,% change,16037,484
Idaho,Elmore,-25.091581344604492,% change,16039,490
Idaho,Franklin,-53.90042495727539,% change,16041,498
Idaho,Fremont,-40.033565521240234,% change,16043,502
Idaho,Gem,-42.56216049194336,% change,16045,510
Idaho,Gooding,-43.79159164428711,% change,16047,519
Idaho,Idaho,-38.205413818359375,% change,16049,528
Idaho,Jefferson,-44.006263732910156,% change,16051,540
Idaho,Jerome,-43.78299331665039,% change,16053,547
Idaho,Kootenai,-47.38915252685547,% change,16055,552
Idaho,Latah,-42.406227111816406,% change,16057,559
Idaho,Lemhi,-27.287832260131836,% change,16059,566
Idaho,Lewis,-32.95061492919922,% change,16061,574
Idaho,Lincoln,-41.38697814941406,% change,16063,578
Idaho,Madison,-28.88019371032715,% change,16065,581
Idaho,Minidoka,-46.620609283447266,% change,16067,585
Idaho,Nez Perce,-36.815406799316406,% change,16069,589
Idaho,Oneida,-24.70753288269043,% change,16071,593
Idaho,Owyhee,-34.220489501953125,% change,16073,601
Idaho,Payette,-40.736270904541016,% change,16075,606
Idaho,Power,-34.260250091552734,% change,16077,613
Idaho,Shoshone,-28.29829216003418,% change,16079,621
Idaho,Teton,-59.50333786010742,% change,16081,627
Idaho,Twin Falls,-40.793212890625,% change,16083,634
Idaho,Valley,-45.20661544799805,% change,16085,643
Idaho,Washington,-31.794641494750977,% change,16087,649
Illinois,Adams,-10.752609252929688,% change,17001,650
Illinois,Alexander,7.563131809234619,% change,17003,651
Illinois,Bond,-8.907017707824707,% change,17005,652
Illinois,Boone,-11.564868927001953,% change,17007,653
Illinois,Brown,-9.730152130126953,% change,17009,654
Illinois,Bureau,-9.068674087524414,% change,17011,2
Illinois,Calhoun,-9.246938705444336,% change,17013,4
Illinois,Carroll,-8.343001365661621,% change,17015,6
Illinois,Cass,-5.498078346252441,% change,17017,10
Illinois,Champaign,-14.186904907226562,% change,17019,12
Illinois,Christian,-8.194674491882324,% change,17021,14
Illinois,Clark,-9.219663619995117,% change,17023,19
Illinois,Clay,-9.046646118164062,% change,17025,22
Illinois,Clinton,-11.276604652404785,% change,17027,27
Illinois,Coles,-9.725753784179688,% change,17029,30
Illinois,Cook,-11.520906448364258,% change,17031,36
Illinois,Crawford,-9.07296371459961,% change,17033,40
Illinois,Cumberland,-11.687761306762695,% change,17035,44
Illinois,DeKalb,-12.313410758972168,% change,17037,49
Illinois,De Witt,-8.927752494812012,% change,17039,53
Illinois,Douglas,-11.315696716308594,% change,17041,55
Illinois,DuPage,-12.133475303649902,% change,17043,64
Illinois,Edgar,-7.775734901428223,% change,17045,66
Illinois,Edwards,-8.780115127563477,% change,17047,71
Illinois,Effingham,-11.622685432434082,% change,17049,76
Illinois,Fayette,-10.480888366699219,% change,17051,79
Illinois,Ford,-7.997644424438477,% change,17053,81
Illinois,Franklin,-10.131470680236816,% change,17055,85
Illinois,Fulton,-8.258703231811523,% change,17057,89
Illinois,Gallatin,-6.568457126617432,% change,17059,92
Illinois,Greene,-8.731581687927246,% change,17061,96
Illinois,Grundy,-12.710644721984863,% change,17063,99
Illinois,Hamilton,-9.903799057006836,% change,17065,106
Illinois,Hancock,-8.030085563659668,% change,17067,111
Illinois,Hardin,-6.922029972076416,% change,17069,113
Illinois,Henderson,-8.818976402282715,% change,17071,117
Illinois,Henry,-10.308627128601074,% change,17073,121
Illinois,Iroquois,-7.56579065322876,% change,17075,125
Illinois,Jackson,-10.891266822814941,% change,17077,129
Illinois,Jasper,-11.183306694030762,% change,17079,133
Illinois,Jefferson,-10.872268676757812,% change,17081,137
Illinois,Jersey,-9.019824028015137,% change,17083,142
Illinois,Jo Daviess,-8.094531059265137,% change,17085,145
Illinois,Johnson,-12.228126525878906,% change,17087,152
Illinois,Kane,-14.207709312438965,% change,17089,156
Illinois,Kankakee,-9.270792007446289,% change,17091,161
Illinois,Kendall,-17.523836135864258,% change,17093,165
Illinois,Knox,-9.125290870666504,% change,17095,166
Illinois,Lake,-12.129133224487305,% change,17097,170
Illinois,LaSalle,-9.688329696655273,% change,17099,175
Illinois,Lawrence,-8.920220375061035,% change,17101,177
Illinois,Lee,-9.912799835205078,% change,17103,180
Illinois,Livingston,-7.157463073730469,% change,17105,182
Illinois,Logan,-8.689042091369629,% change,17107,186
Illinois,McDonough,-7.053343772888184,% change,17109,189
Illinois,McHenry,-12.232068061828613,% change,17111,192
Illinois,McLean,-11.837936401367188,% change,17113,193
Illinois,Macon,-8.377703666687012,% change,17115,194
Illinois,Macoupin,-8.858687400817871,% change,17117,196
Illinois,Madison,-11.097090721130371,% change,17119,199
Illinois,Marion,-9.392387390136719,% change,17121,201
Illinois,Marshall,-8.020410537719727,% change,17123,202
Illinois,Mason,-8.082335472106934,% change,17125,206
Illinois,Massac,-7.547712802886963,% change,17127,208
Illinois,Menard,-8.7437162399292,% change,17129,212
Illinois,Mercer,-8.907875061035156,% change,17131,216
Illinois,Monroe,-14.089579582214355,% change,17133,219
Illinois,Montgomery,-9.440693855285645,% change,17135,223
Illinois,Morgan,-7.9954609870910645,% change,17137,225
Illinois,Moultrie,-10.853832244873047,% change,17139,227
Illinois,Ogle,-8.977218627929688,% change,17141,229
Illinois,Peoria,-9.9473876953125,% change,17143,233
Illinois,Perry,-9.679219245910645,% change,17145,235
Illinois,Piatt,-11.62199878692627,% change,17147,238
Illinois,Pike,-9.6502685546875,% change,17149,241
Illinois,Pope,-9.347155570983887,% change,17151,245
Illinois,Pulaski,-4.731987476348877,% change,17153,248
Illinois,Putnam,-9.232279777526855,% change,17155,253
Illinois,Randolph,-10.205665588378906,% change,17157,255
Illinois,Richland,-10.655367851257324,% change,17159,259
Illinois,Rock Island,-10.269420623779297,% change,17161,265
Illinois,St. Clair,-9.900148391723633,% change,17163,269
Illinois,Saline,-9.009970664978027,% change,17165,271
Illinois,Sangamon,-10.67371940612793,% change,17167,274
Illinois,Schuyler,-6.718832492828369,% change,17169,278
Illinois,Scott,-6.895818710327148,% change,17171,280
Illinois,Shelby,-9.978527069091797,% change,17173,283
Illinois,Stark,-6.949065685272217,% change,17175,285
Illinois,Stephenson,-8.386178016662598,% change,17177,290
Illinois,Tazewell,-10.253750801086426,% change,17179,291
Illinois,Union,-8.801737785339355,% change,17181,293
Illinois,Vermilion,-8.66513729095459,% change,17183,296
Illinois,Wabash,-10.493098258972168,% change,17185,299
Illinois,Warren,-9.033647537231445,% change,17187,301
Illinois,Washington,-8.351835250854492,% change,17189,305
Illinois,Wayne,-11.132284164428711,% change,17191,310
Illinois,White,-8.27649211883545,% change,17193,312
Illinois,Whiteside,-9.379512786865234,% change,17195,314
Illinois,Will,-13.259215354919434,% change,17197,320
Illinois,Williamson,-12.705904960632324,% change,17199,324
Illinois,Winnebago,-9.711709976196289,% change,17201,325
Illinois,Woodford,-11.696930885314941,% change,17203,328
Indiana,Adams,-37.193878173828125,% change,18001,330
Indiana,Allen,-37.333717346191406,% change,18003,335
Indiana,Bartholomew,-37.67402267456055,% change,18005,342
Indiana,Benton,-33.60554122924805,% change,18007,179
Indiana,Blackford,-32.2456169128418,% change,18009,183
Indiana,Boone,-41.96611404418945,% change,18011,185
Indiana,Brown,-35.172061920166016,% change,18013,188
Indiana,Carroll,-34.97040939331055,% change,18015,195
Indiana,Cass,-33.88071060180664,% change,18017,211
Indiana,Clark,-38.03096389770508,% change,18019,215
Indiana,Clay,-33.74589157104492,% change,18021,221
Indiana,Clinton,-34.01784133911133,% change,18023,226
Indiana,Crawford,-34.58119583129883,% change,18025,232
Indiana,Daviess,-37.16193771362305,% change,18027,239
Indiana,Dearborn,-35.23097229003906,% change,18029,242
Indiana,Decatur,-36.94336700439453,% change,18031,246
Indiana,DeKalb,-36.03893280029297,% change,18033,249
Indiana,Delaware,-34.21316146850586,% change,18035,252
Indiana,Dubois,-35.93840789794922,% change,18037,254
Indiana,Elkhart,-37.085968017578125,% change,18039,260
Indiana,Fayette,-33.14455032348633,% change,18041,263
Indiana,Floyd,-36.735538482666016,% change,18043,267
Indiana,Fountain,-32.7967529296875,% change,18045,270
Indiana,Franklin,-34.0395393371582,% change,18047,272
Indiana,Fulton,-33.3361930847168,% change,18049,276
Indiana,Gibson,-35.301788330078125,% change,18051,286
Indiana,Grant,-32.647701263427734,% change,18053,297
Indiana,Greene,-33.695899963378906,% change,18055,309
Indiana,Hamilton,-42.04125213623047,% change,18057,321
Indiana,Hancock,-39.025489807128906,% change,18059,329
Indiana,Harrison,-36.66608428955078,% change,18061,334
Indiana,Hendricks,-40.40618896484375,% change,18063,341
Indiana,Henry,-34.353057861328125,% change,18065,344
Indiana,Howard,-34.8564567565918,% change,18067,348
Indiana,Huntington,-34.06616973876953,% change,18069,352
Indiana,Jackson,-36.513511657714844,% change,18071,355
Indiana,Jasper,-35.11167526245117,% change,18073,356
Indiana,Jay,-33.97148895263672,% change,18075,358
Indiana,Jefferson,-34.47123336791992,% change,18077,363
Indiana,Jennings,-34.01099395751953,% change,18079,367
Indiana,Johnson,-39.60552215576172,% change,18081,370
Indiana,Knox,-34.41875076293945,% change,18083,376
Indiana,Kosciusko,-36.399749755859375,% change,18085,384
Indiana,LaGrange,-37.92341995239258,% change,18087,386
Indiana,Lake,-34.178497314453125,% change,18089,389
Indiana,LaPorte,-34.46240997314453,% change,18091,392
Indiana,Lawrence,-34.58890914916992,% change,18093,396
Indiana,Madison,-34.86979293823242,% change,18095,401
Indiana,Marion,-37.295166015625,% change,18097,409
Indiana,Marshall,-34.602821350097656,% change,18099,412
Indiana,Martin,-34.56453323364258,% change,18101,418
Indiana,Miami,-33.953102111816406,% change,18103,420
Indiana,Monroe,-37.726524353027344,% change,18105,422
Indiana,Montgomery,-35.78936004638672,% change,18107,425
Indiana,Morgan,-35.70486831665039,% change,18109,430
Indiana,Newton,-35.60352325439453,% change,18111,433
Indiana,Noble,-35.530067443847656,% change,18113,436
Indiana,Ohio,-32.61234664916992,% change,18115,440
Indiana,Orange,-34.15755081176758,% change,18117,444
Indiana,Owen,-33.525028228759766,% change,18119,448
Indiana,Parke,-34.29654312133789,% change,18121,452
Indiana,Perry,-34.21779251098633,% change,18123,459
Indiana,Pike,-33.542118072509766,% change,18125,465
Indiana,Porter,-36.243465423583984,% change,18127,468
Indiana,Posey,-35.16218948364258,% change,18129,471
Indiana,Pulaski,-32.73535919189453,% change,18131,477
Indiana,Putnam,-35.212890625,% change,18133,480
Indiana,Randolph,-32.805397033691406,% change,18135,485
Indiana,Ripley,-35.213768005371094,% change,18137,488
Indiana,Rush,-33.416507720947266,% change,18139,493
Indiana,St. Joseph,-36.17876052856445,% change,18141,496
Indiana,Scott,-35.61894226074219,% change,18143,504
Indiana,Shelby,-35.38800048828125,% change,18145,506
Indiana,Spencer,-33.97016906738281,% change,18147,509
Indiana,Starke,-34.45808410644531,% change,18149,512
Indiana,Steuben,-35.76803970336914,% change,18151,515
Indiana,Sullivan,-33.77401351928711,% change,18153,518
Indiana,Switzerland,-36.75072479248047,% change,18155,526
Indiana,Tippecanoe,-39.33979415893555,% change,18157,530
Indiana,Tipton,-32.93989562988281,% change,18159,534
Indiana,Union,-33.8798942565918,% change,18161,538
Indiana,Vanderburgh,-35.391048431396484,% change,18163,543
Indiana,Vermillion,-33.46613693237305,% change,18165,548
Indiana,Vigo,-34.650146484375,% change,18167,553
Indiana,Wabash,-33.25168991088867,% change,18169,555
Indiana,Warren,-33.69053649902344,% change,18171,567
Indiana,Warrick,-37.48944854736328,% change,18173,575
Indiana,Washington,-34.982234954833984,% change,18175,584
Indiana,Wayne,-33.210693359375,% change,18177,586
Indiana,Wells,-35.86092758178711,% change,18179,590
Indiana,White,-34.44172668457031,% change,18181,594
Indiana,Whitley,-36.03366470336914,% change,18183,597
Iowa,Adair,-25.78160285949707,% change,19001,598
Iowa,Adams,-24.98076820373535,% change,19003,602
Iowa,Allamakee,-31.351659774780273,% change,19005,608
Iowa,Appanoose,-24.775894165039062,% change,19007,611
Iowa,Audubon,-14.44618034362793,% change,19009,615
Iowa,Benton,-28.614948272705078,% change,19011,619
Iowa,Black Hawk,-17.666749954223633,% change,19013,623
Iowa,Boone,-32.37479782104492,% change,19015,625
Iowa,Bremer,-18.408353805541992,% change,19017,631
Iowa,Buchanan,-24.595304489135742,% change,19019,632
Iowa,Buena Vista,-20.506385803222656,% change,19021,633
Iowa,Butler,-12.655791282653809,% change,19023,361
Iowa,Calhoun,-23.131484985351562,% change,19025,365
Iowa,Carroll,-16.991640090942383,% change,19027,369
Iowa,Cass,-15.989896774291992,% change,19029,374
Iowa,Cedar,-31.157424926757812,% change,19031,379
Iowa,Cerro Gordo,-30.695138931274414,% change,19033,383
Iowa,Cherokee,-22.507932662963867,% change,19035,388
Iowa,Chickasaw,-22.172502517700195,% change,19037,393
Iowa,Clarke,-23.037561416625977,% change,19039,397
Iowa,Clay,-26.53778839111328,% change,19041,398
Iowa,Clayton,-26.14826774597168,% change,19043,402
Iowa,Clinton,-20.81972885131836,% change,19045,404
Iowa,Crawford,-18.034320831298828,% change,19047,408
Iowa,Dallas,-40.031864166259766,% change,19049,413
Iowa,Davis,-31.7412166595459,% change,19051,416
Iowa,Decatur,-26.979122161865234,% change,19053,419
Iowa,Delaware,-18.066091537475586,% change,19055,421
Iowa,Des Moines,-26.730770111083984,% change,19057,424
Iowa,Dickinson,-22.539997100830078,% change,19059,427
Iowa,Dubuque,-14.53016185760498,% change,19061,434
Iowa,Emmet,-19.23700714111328,% change,19063,437
Iowa,Fayette,-17.63442611694336,% change,19065,442
Iowa,Floyd,-23.484167098999023,% change,19067,447
Iowa,Franklin,-13.308890342712402,% change,19069,451
Iowa,Fremont,-5.837652206420898,% change,19071,455
Iowa,Greene,-18.480310440063477,% change,19073,458
Iowa,Grundy,-18.501529693603516,% change,19075,460
Iowa,Guthrie,-21.61723518371582,% change,19077,467
Iowa,Hamilton,-38.151939392089844,% change,19079,469
Iowa,Hancock,-28.937267303466797,% change,19081,470
Iowa,Hardin,-29.37571907043457,% change,19083,475
Iowa,Harrison,-21.970247268676758,% change,19085,478
Iowa,Henry,-30.92322540283203,% change,19087,479
Iowa,Howard,-41.359619140625,% change,19089,481
Iowa,Humboldt,-21.686832427978516,% change,19091,487
Iowa,Ida,-27.390657424926758,% change,19093,491
Iowa,Iowa,-28.07334327697754,% change,19095,495
Iowa,Jackson,-31.013774871826172,% change,19097,499
Iowa,Jasper,-25.646686553955078,% change,19099,505
Iowa,Jefferson,-39.178611755371094,% change,19101,507
Iowa,Johnson,-27.5872859954834,% change,19103,508
Iowa,Jones,-20.500003814697266,% change,19105,516
Iowa,Keokuk,-30.39546775817871,% change,19107,520
Iowa,Kossuth,-19.834875106811523,% change,19109,523
Iowa,Lee,-22.35453224182129,% change,19111,531
Iowa,Linn,-18.34413719177246,% change,19113,535
Iowa,Louisa,-43.58980941772461,% change,19115,539
Iowa,Lucas,-31.697481155395508,% change,19117,542
Iowa,Lyon,-20.846317291259766,% change,19119,546
Iowa,Madison,-25.634965896606445,% change,19121,550
Iowa,Mahaska,-35.17437744140625,% change,19123,554
Iowa,Marion,-21.59104347229004,% change,19125,561
Iowa,Marshall,-31.502124786376953,% change,19127,568
Iowa,Mills,-21.57497215270996,% change,19129,569
Iowa,Mitchell,-25.917264938354492,% change,19131,572
Iowa,Monona,-13.879693984985352,% change,19133,576
Iowa,Monroe,-25.381786346435547,% change,19135,580
Iowa,Montgomery,-22.174882888793945,% change,19137,595
Iowa,Muscatine,-27.90880012512207,% change,19139,600
Iowa,O'Brien,-18.80573272705078,% change,19141,604
Iowa,Osceola,-4.175458908081055,% change,19143,607
Iowa,Page,-21.6630916595459,% change,19145,612
Iowa,Palo Alto,-21.494140625,% change,19147,618
Iowa,Plymouth,-17.93632698059082,% change,19149,622
Iowa,Pocahontas,-15.922151565551758,% change,19151,624
Iowa,Polk,-20.570819854736328,% change,19153,629
Iowa,Pottawattamie,-23.4421329498291,% change,19155,637
Iowa,Poweshiek,-31.79471206665039,% change,19157,640
Iowa,Ringgold,-20.236366271972656,% change,19159,642
Iowa,Sac,-19.317096710205078,% change,19161,647
Iowa,Scott,-22.369504928588867,% change,19163,657
Iowa,Shelby,-24.4696044921875,% change,19165,660
Iowa,Sioux,-17.808441162109375,% change,19167,663
Iowa,Story,-37.27991485595703,% change,19169,668
Iowa,Tama,-25.489410400390625,% change,19171,671
Iowa,Taylor,-19.262849807739258,% change,19173,674
Iowa,Union,-15.019622802734375,% change,19175,675
Iowa,Van Buren,-26.490108489990234,% change,19177,678
Iowa,Wapello,-32.08653259277344,% change,19179,681
Iowa,Warren,-31.98284149169922,% change,19181,685
Iowa,Washington,-35.69923400878906,% change,19183,687
Iowa,Wayne,-20.89875602722168,% change,19185,691
Iowa,Webster,-15.280800819396973,% change,19187,694
Iowa,Winnebago,-23.304706573486328,% change,19189,696
Iowa,Winneshiek,-29.445886611938477,% change,19191,698
Iowa,Woodbury,-22.33614158630371,% change,19193,702
Iowa,Worth,-26.039417266845703,% change,19195,703
Iowa,Wright,-13.134651184082031,% change,19197,705
Kansas,Allen,-38.45118713378906,% change,20001,709
Kansas,Anderson,-58.63260269165039,% change,20003,712
Kansas,Atchison,-59.40135192871094,% change,20005,715
Kansas,Barber,-43.07583999633789,% change,20007,717
Kansas,Barton,4.052302837371826,% change,20009,719
Kansas,Bourbon,-51.600032806396484,% change,20011,722
Kansas,Brown,-53.287139892578125,% change,20013,723
Kansas,Butler,-5.173036575317383,% change,20015,726
Kansas,Chase,-43.57761764526367,% change,20017,729
Kansas,Chautauqua,-9.29410171508789,% change,20019,730
Kansas,Cherokee,-47.98347473144531,% change,20021,732
Kansas,Cheyenne,-3.8733911514282227,% change,20023,736
Kansas,Clark,-55.4552001953125,% change,20025,738
Kansas,Clay,11.85538101196289,% change,20027,739
Kansas,Cloud,-17.6036319732666,% change,20029,740
Kansas,Coffey,-59.39999008178711,% change,20031,745
Kansas,Comanche,-32.608055114746094,% change,20033,748
Kansas,Cowley,-16.372621536254883,% change,20035,752
Kansas,Crawford,-54.98127746582031,% change,20037,756
Kansas,Decatur,-50.80931854248047,% change,20039,759
Kansas,Dickinson,-22.72117805480957,% change,20041,762
Kansas,Doniphan,-52.75586700439453,% change,20043,765
Kansas,Douglas,-46.450927734375,% change,20045,767
Kansas,Edwards,-22.097963333129883,% change,20047,770
Kansas,Elk,-45.57670593261719,% change,20049,773
Kansas,Ellis,-25.844512939453125,% change,20051,774
Kansas,Ellsworth,21.996978759765625,% change,20053,776
Kansas,Finney,-15.485621452331543,% change,20055,778
Kansas,Ford,-2.4465444087982178,% change,20057,784
Kansas,Franklin,-65.59590148925781,% change,20059,786
Kansas,Geary,-21.31889533996582,% change,20061,788
Kansas,Gove,-15.594500541687012,% change,20063,790
Kansas,Graham,-61.579933166503906,% change,20065,791
Kansas,Grant,-32.66324234008789,% change,20067,794
Kansas,Gray,-43.83331298828125,% change,20069,798
Kansas,Greeley,-55.584468841552734,% change,20071,801
Kansas,Greenwood,-20.66948127746582,% change,20073,803
Kansas,Hamilton,97.03857421875,% change,20075,805
Kansas,Harper,-31.666669845581055,% change,20077,807
Kansas,Harvey,-23.30516815185547,% change,20079,812
Kansas,Haskell,-81.82717895507812,% change,20081,815
Kansas,Hodgeman,-18.377559661865234,% change,20083,818
Kansas,Jackson,-10.018351554870605,% change,20085,819
Kansas,Jefferson,-40.34142303466797,% change,20087,821
Kansas,Jewell,-65.03315734863281,% change,20089,822
Kansas,Johnson,-50.4473991394043,% change,20091,824
Kansas,Kearny,-42.82571029663086,% change,20093,826
Kansas,Kingman,-83.39798736572266,% change,20095,827
Kansas,Kiowa,8.306979179382324,% change,20097,829
Kansas,Labette,-22.24749183654785,% change,20099,831
Kansas,Lane,-73.72177124023438,% change,20101,833
Kansas,Leavenworth,-39.12675094604492,% change,20103,836
Kansas,Lincoln,6.85711669921875,% change,20105,838
Kansas,Linn,-46.17323684692383,% change,20107,840
Kansas,Logan,-27.76938819885254,% change,20109,842
Kansas,Lyon,-51.314884185791016,% change,20111,844
Kansas,McPherson,-57.42869567871094,% change,20113,846
Kansas,Marion,-23.708335876464844,% change,20115,848
Kansas,Marshall,-30.977113723754883,% change,20117,850
Kansas,Meade,-58.077125549316406,% change,20119,851
Kansas,Miami,-37.732261657714844,% change,20121,853
Kansas,Mitchell,-24.915212631225586,% change,20123,854
Kansas,Montgomery,-24.731853485107422,% change,20125,856
Kansas,Morris,-54.17881774902344,% change,20127,858
Kansas,Morton,35.94740295410156,% change,20129,859
Kansas,Nemaha,-46.54655456542969,% change,20131,861
Kansas,Neosho,-48.222023010253906,% change,20133,862
Kansas,Ness,-4.097360610961914,% change,20135,864
Kansas,Norton,73.7516860961914,% change,20137,866
Kansas,Osage,-33.88188171386719,% change,20139,867
Kansas,Osborne,-61.167808532714844,% change,20141,869
Kansas,Ottawa,-23.958349227905273,% change,20143,870
Kansas,Pawnee,-18.13589859008789,% change,20145,872
Kansas,Phillips,-7.9439849853515625,% change,20147,873
Kansas,Pottawatomie,-57.209144592285156,% change,20149,876
Kansas,Pratt,8.777161598205566,% change,20151,878
Kansas,Rawlins,-59.97548294067383,% change,20153,880
Kansas,Reno,-1.033958077430725,% change,20155,882
Kansas,Republic,11.909920692443848,% change,20157,884
Kansas,Rice,-11.87229061126709,% change,20159,886
Kansas,Riley,-0.5429344177246094,% change,20161,888
Kansas,Rooks,-24.49550437927246,% change,20163,889
Kansas,Rush,-26.37694549560547,% change,20165,891
Kansas,Russell,-7.776753902435303,% change,20167,893
Kansas,Saline,-25.793874740600586,% change,20169,895
Kansas,Scott,-51.294647216796875,% change,20171,897
Kansas,Sedgwick,-33.71232223510742,% change,20173,898
Kansas,Seward,-30.781105041503906,% change,20175,900
Kansas,Shawnee,-24.460180282592773,% change,20177,902
Kansas,Sheridan,9.329056739807129,% change,20179,904
Kansas,Sherman,-49.79658889770508,% change,20181,907
Kansas,Smith,-11.178509712219238,% change,20183,909
Kansas,Stafford,47.08052444458008,% change,20185,911
Kansas,Stanton,-33.58829879760742,% change,20187,913
Kansas,Stevens,-56.862361907958984,% change,20189,914
Kansas,Sumner,-12.519917488098145,% change,20191,916
Kansas,Thomas,-34.951171875,% change,20193,917
Kansas,Trego,39.14115905761719,% change,20195,919
Kansas,Wabaunsee,-11.180420875549316,% change,20197,920
Kansas,Wallace,54.44403839111328,% change,20199,921
Kansas,Washington,-70.31758880615234,% change,20201,922
Kansas,Wichita,-85.8923110961914,% change,20203,923
Kansas,Wilson,-38.892276763916016,% change,20205,925
Kansas,Woodson,-13.0239896774292,% change,20207,926
Kansas,Wyandotte,-33.4295654296875,% change,20209,927
Kentucky,Adair,-30.975383758544922,% change,21001,928
Kentucky,Allen,-31.313426971435547,% change,21003,929
Kentucky,Anderson,-31.747806549072266,% change,21005,930
Kentucky,Ballard,-26.7197208404541,% change,21007,932
Kentucky,Barren,-30.88338279724121,% change,21009,933
Kentucky,Bath,-32.37571334838867,% change,21011,934
Kentucky,Bell,-25.246503829956055,% change,21013,936
Kentucky,Boone,-33.15752410888672,% change,21015,1002
Kentucky,Bourbon,-29.186771392822266,% change,21017,1005
Kentucky,Boyd,-27.06455421447754,% change,21019,1008
Kentucky,Boyle,-31.188283920288086,% change,21021,1010
Kentucky,Bracken,-27.34233283996582,% change,21023,1013
Kentucky,Breathitt,-25.31656837463379,% change,21025,1017
Kentucky,Breckinridge,-29.07975959777832,% change,21027,1020
Kentucky,Bullitt,-32.77333068847656,% change,21029,1024
Kentucky,Butler,-29.517114639282227,% change,21031,1026
Kentucky,Caldwell,-26.992647171020508,% change,21033,1031
Kentucky,Calloway,-30.584779739379883,% change,21035,1033
Kentucky,Campbell,-30.179861068725586,% change,21037,1035
Kentucky,Carlisle,-26.243844985961914,% change,21039,1039
Kentucky,Carroll,-28.124958038330078,% change,21041,1041
Kentucky,Carter,-27.65342140197754,% change,21043,1044
Kentucky,Casey,-27.707809448242188,% change,21045,1048
Kentucky,Christian,-24.411909103393555,% change,21047,1050
Kentucky,Clark,-29.635591506958008,% change,21049,1053
Kentucky,Clay,-24.906871795654297,% change,21051,1056
Kentucky,Clinton,-28.99382209777832,% change,21053,1059
Kentucky,Crittenden,-27.87025260925293,% change,21055,1064
Kentucky,Cumberland,-27.29364776611328,% change,21057,1067
Kentucky,Daviess,-30.718244552612305,% change,21059,1071
Kentucky,Edmonson,-29.792991638183594,% change,21061,1073
Kentucky,Elliott,-27.8997802734375,% change,21063,1075
Kentucky,Estill,-27.841522216796875,% change,21065,1077
