State,County,Population low access to store (%) 2015 (PCT_LACCESS_POP15),Units,FIPS,FID
Georgia,Rockdale,41.108128335046054,Percent,13247,28
Georgia,Schley,0.5540058520117904,Percent,13249,31
Georgia,Screven,20.720873138773932,Percent,13251,34
Georgia,Seminole,5.610586278269768,Percent,13253,38
Georgia,Spalding,15.625143838052532,Percent,13255,41
Georgia,Stephens,13.291959939224107,Percent,13257,45
Georgia,Stewart,9.823710433311703,Percent,13259,48
Georgia,Sumter,21.523359874651817,Percent,13261,52
Georgia,Talbot,22.029154032846467,Percent,13263,57
Georgia,Taliaferro,68.28300176482878,Percent,13265,60
Georgia,Tattnall,3.912004736151454,Percent,13267,63
Georgia,Taylor,4.607214830870054,Percent,13269,69
Georgia,Telfair,2.2998156596864545,Percent,13271,75
Georgia,Terrell,6.758959777917735,Percent,13273,78
Georgia,Thomas,27.36685377877952,Percent,13275,83
Georgia,Tift,8.592865096185703,Percent,13277,87
Georgia,Toombs,18.12002536353139,Percent,13279,91
Georgia,Towns,0.0135249805431423,Percent,13281,95
Georgia,Treutlen,5.728189002946856,Percent,13283,102
Georgia,Troup,16.22963320799445,Percent,13285,105
Georgia,Turner,5.910964210161903,Percent,13287,108
Georgia,Twiggs,0.16559441535760058,Percent,13289,116
Georgia,Union,1.3893578086272709,Percent,13291,120
Georgia,Upson,25.045697722097337,Percent,13293,123
Georgia,Walker,25.495609809335622,Percent,13295,126
Georgia,Walton,16.881451650696327,Percent,13297,127
Georgia,Ware,39.252018024996424,Percent,13299,132
Georgia,Warren,2.087917754542938,Percent,13301,135
Georgia,Washington,25.151384884577098,Percent,13303,143
Georgia,Wayne,28.681406215101894,Percent,13305,147
Georgia,Webster,1.7844781442129833,Percent,13307,149
Georgia,Wheeler,4.93683578151803,Percent,13309,154
Georgia,White,0,Percent,13311,157
Georgia,Whitfield,22.63208930709149,Percent,13313,159
Georgia,Wilcox,0.7866832077731691,Percent,13315,163
Georgia,Wilkes,18.538641921442366,Percent,13317,167
Georgia,Wilkinson,21.716794774472024,Percent,13319,169
Georgia,Worth,7.841309274906684,Percent,13321,173
Hawaii,Hawaii,38.9775049891354,Percent,15001,198
Hawaii,Honolulu,23.12878291607143,Percent,15003,234
Hawaii,Kalawao,0.0,Percent,15005,247
Hawaii,Kauai,39.208589105101424,Percent,15007,261
Hawaii,Maui,29.754571351507618,Percent,15009,323
Idaho,Ada,17.173566155174495,Percent,16001,336
Idaho,Adams,10.669243002710362,Percent,16003,338
Idaho,Bannock,28.82256378863265,Percent,16005,343
Idaho,Bear Lake,25.87994814108587,Percent,16007,349
Idaho,Benewah,25.769015445860095,Percent,16009,354
Idaho,Bingham,20.442146097251015,Percent,16011,362
Idaho,Blaine,28.420783001854044,Percent,16013,371
Idaho,Boise,63.72571562845318,Percent,16015,380
Idaho,Bonner,20.044297641244928,Percent,16017,387
Idaho,Bonneville,23.12215314429303,Percent,16019,395
Idaho,Boundary,14.569684872369304,Percent,16021,405
Idaho,Butte,21.393054643497614,Percent,16023,414
Idaho,Camas,99.99999943891137,Percent,16025,429
Idaho,Canyon,19.312128270563615,Percent,16027,441
Idaho,Caribou,31.45379006653095,Percent,16029,449
Idaho,Cassia,28.534553480019305,Percent,16031,456
Idaho,Clark,100.00000059283695,Percent,16033,464
Idaho,Clearwater,17.640341475854925,Percent,16035,474
Idaho,Custer,42.98642117242285,Percent,16037,484
Idaho,Elmore,32.22324990702637,Percent,16039,490
Idaho,Franklin,7.161530520989598,Percent,16041,498
Idaho,Fremont,12.338833682423653,Percent,16043,502
Idaho,Gem,30.260951383621393,Percent,16045,510
Idaho,Gooding,1.06360784760227,Percent,16047,519
Idaho,Idaho,34.32711395223963,Percent,16049,528
Idaho,Jefferson,11.699119831749465,Percent,16051,540
Idaho,Jerome,21.91358390809341,Percent,16053,547
Idaho,Kootenai,24.599386178272344,Percent,16055,552
Idaho,Latah,11.820195341614381,Percent,16057,559
Idaho,Lemhi,36.864992649267265,Percent,16059,566
Idaho,Lewis,48.48661575478801,Percent,16061,574
Idaho,Lincoln,97.42763042791015,Percent,16063,578
Idaho,Madison,18.905998516431694,Percent,16065,581
Idaho,Minidoka,17.60423291430953,Percent,16067,585
Idaho,Nez Perce,18.059290599844978,Percent,16069,589
Idaho,Oneida,11.456657681902099,Percent,16071,593
Idaho,Owyhee,18.74556137734869,Percent,16073,601
Idaho,Payette,23.899515335882068,Percent,16075,606
Idaho,Power,13.881686062598057,Percent,16077,613
Idaho,Shoshone,8.959027773092988,Percent,16079,621
Idaho,Teton,8.907499722829519,Percent,16081,627
Idaho,Twin Falls,6.205942766568976,Percent,16083,634
Idaho,Valley,18.614624935619446,Percent,16085,643
Idaho,Washington,20.913425576219165,Percent,16087,649
Illinois,Adams,15.41878120924996,Percent,17001,650
Illinois,Alexander,21.219338557870113,Percent,17003,651
Illinois,Bond,7.212030347964318,Percent,17005,652
Illinois,Boone,21.064373273656418,Percent,17007,653
Illinois,Brown,23.967994478876314,Percent,17009,654
Illinois,Bureau,35.768447432281725,Percent,17011,2
Illinois,Calhoun,11.348071617553822,Percent,17013,4
Illinois,Carroll,18.72604885814129,Percent,17015,6
Illinois,Cass,11.201393600682671,Percent,17017,10
Illinois,Champaign,15.77293879473257,Percent,17019,12
Illinois,Christian,11.025547840907414,Percent,17021,14
Illinois,Clark,8.758929720389716,Percent,17023,19
Illinois,Clay,15.589984211545497,Percent,17025,22
Illinois,Clinton,15.17154383505654,Percent,17027,27
Illinois,Coles,15.375452089683442,Percent,17029,30
Illinois,Cook,7.194721403198064,Percent,17031,36
Illinois,Crawford,14.87840360007332,Percent,17033,40
Illinois,Cumberland,0,Percent,17035,44
Illinois,DeKalb,28.31506193846843,Percent,17037,49
Illinois,De Witt,3.943839188409341,Percent,17039,53
Illinois,Douglas,9.865965971923174,Percent,17041,55
Illinois,DuPage,23.586720769695088,Percent,17043,64
Illinois,Edgar,35.983440928772666,Percent,17045,66
Illinois,Edwards,18.499599861018748,Percent,17047,71
Illinois,Effingham,17.143168858972196,Percent,17049,76
Illinois,Fayette,34.597011819663635,Percent,17051,79
Illinois,Ford,18.3928747900713,Percent,17053,81
Illinois,Franklin,10.722795600949143,Percent,17055,85
Illinois,Fulton,17.001624099577086,Percent,17057,89
Illinois,Gallatin,75.23049582238002,Percent,17059,92
Illinois,Greene,11.926949128454055,Percent,17061,96
Illinois,Grundy,18.59072646658039,Percent,17063,99
Illinois,Hamilton,14.114002450897365,Percent,17065,106
Illinois,Hancock,38.44182570681407,Percent,17067,111
Illinois,Hardin,16.54436110096808,Percent,17069,113
Illinois,Henderson,1.3584877807224023,Percent,17071,117
Illinois,Henry,18.50815333809983,Percent,17073,121
Illinois,Iroquois,21.857153742495523,Percent,17075,125
Illinois,Jackson,21.998405751002856,Percent,17077,129
Illinois,Jasper,14.942661016963084,Percent,17079,133
Illinois,Jefferson,22.015180137063748,Percent,17081,137
Illinois,Jersey,15.65233165987766,Percent,17083,142
Illinois,Jo Daviess,19.94055631558894,Percent,17085,145
Illinois,Johnson,21.119296657967652,Percent,17087,152
Illinois,Kane,18.488561181724034,Percent,17089,156
Illinois,Kankakee,12.753009293881037,Percent,17091,161
Illinois,Kendall,15.662829050201243,Percent,17093,165
Illinois,Knox,17.970795788662294,Percent,17095,166
Illinois,Lake,35.26383711301805,Percent,17097,170
Illinois,LaSalle,20.708654761923825,Percent,17099,175
Illinois,Lawrence,14.219109803727381,Percent,17101,177
Illinois,Lee,10.867492957561462,Percent,17103,180
Illinois,Livingston,8.4480018435886,Percent,17105,182
Illinois,Logan,36.444585034153434,Percent,17107,186
Illinois,McDonough,12.668104707978872,Percent,17109,189
Illinois,McHenry,43.17121435946529,Percent,17111,192
Illinois,McLean,27.419697337016846,Percent,17113,193
Illinois,Macon,26.91715147045961,Percent,17115,194
Illinois,Macoupin,16.117360107173077,Percent,17117,196
Illinois,Madison,35.81255320456191,Percent,17119,199
Illinois,Marion,27.25698339420088,Percent,17121,201
Illinois,Marshall,18.51919513872832,Percent,17123,202
Illinois,Mason,31.11233655205169,Percent,17125,206
Illinois,Massac,9.88421573526152,Percent,17127,208
Illinois,Menard,2.7616612691869658,Percent,17129,212
Illinois,Mercer,18.05793020472563,Percent,17131,216
Illinois,Monroe,29.23656601233911,Percent,17133,219
Illinois,Montgomery,23.670597862869485,Percent,17135,223
Illinois,Morgan,32.304743334724165,Percent,17137,225
Illinois,Moultrie,3.0217049791868114,Percent,17139,227
Illinois,Ogle,17.587971342641794,Percent,17141,229
Illinois,Peoria,25.503420648643978,Percent,17143,233
Illinois,Perry,21.45420315669423,Percent,17145,235
Illinois,Piatt,3.031813250880567,Percent,17147,238
Illinois,Pike,18.442011830885267,Percent,17149,241
Illinois,Pope,24.203465693293733,Percent,17151,245
Illinois,Pulaski,20.842936924197044,Percent,17153,248
Illinois,Putnam,10.920091688051565,Percent,17155,253
Illinois,Randolph,11.45849641590889,Percent,17157,255
Illinois,Richland,5.7872747582138295,Percent,17159,259
Illinois,Rock Island,17.69473007136127,Percent,17161,265
Illinois,St. Clair,33.64078061467511,Percent,17163,269
Illinois,Saline,39.047788719749896,Percent,17165,271
Illinois,Sangamon,24.251411859733167,Percent,17167,274
Illinois,Schuyler,14.145910885953208,Percent,17169,278
Illinois,Scott,4.16085957929113,Percent,17171,280
Illinois,Shelby,24.299150351608684,Percent,17173,283
Illinois,Stark,30.02026271035302,Percent,17175,285
Illinois,Stephenson,7.447060444434092,Percent,17177,290
Illinois,Tazewell,43.124298918901204,Percent,17179,291
Illinois,Union,13.265028591422507,Percent,17181,293
Illinois,Vermilion,14.54329173710236,Percent,17183,296
Illinois,Wabash,8.560870581968192,Percent,17185,299
Illinois,Warren,6.649266933553003,Percent,17187,301
Illinois,Washington,11.062299504700054,Percent,17189,305
Illinois,Wayne,20.040455186825774,Percent,17191,310
Illinois,White,29.236628841164542,Percent,17193,312
Illinois,Whiteside,22.311514123482855,Percent,17195,314
Illinois,Will,32.13050391737175,Percent,17197,320
Illinois,Williamson,14.458377959377547,Percent,17199,324
Illinois,Winnebago,25.84869674469976,Percent,17201,325
Illinois,Woodford,11.73007753478882,Percent,17203,328
Indiana,Adams,8.645048652968331,Percent,18001,330
Indiana,Allen,30.361757364610263,Percent,18003,335
Indiana,Bartholomew,27.30378353315298,Percent,18005,342
Indiana,Benton,1.5861470888052855,Percent,18007,179
Indiana,Blackford,2.1220439711821166,Percent,18009,183
Indiana,Boone,11.917685009430844,Percent,18011,185
Indiana,Brown,3.077083204066002,Percent,18013,188
Indiana,Carroll,4.532992153864465,Percent,18015,195
Indiana,Cass,4.017449250873454,Percent,18017,211
Indiana,Clark,21.93505957338241,Percent,18019,215
Indiana,Clay,3.9771832301890298,Percent,18021,221
Indiana,Clinton,1.867995271413057,Percent,18023,226
Indiana,Crawford,14.569219547644078,Percent,18025,232
Indiana,Daviess,9.602525523391177,Percent,18027,239
Indiana,Dearborn,26.385941085482443,Percent,18029,242
Indiana,Decatur,15.273764042880769,Percent,18031,246
Indiana,DeKalb,21.452785683070744,Percent,18033,249
Indiana,Delaware,25.527485419367046,Percent,18035,252
Indiana,Dubois,5.756478551883311,Percent,18037,254
Indiana,Elkhart,20.406363305868474,Percent,18039,260
Indiana,Fayette,21.428677355603,Percent,18041,263
Indiana,Floyd,29.459926081529137,Percent,18043,267
Indiana,Fountain,18.70315825020882,Percent,18045,270
Indiana,Franklin,9.073076969804305,Percent,18047,272
Indiana,Fulton,12.905219602361154,Percent,18049,276
Indiana,Gibson,3.8606216855284003,Percent,18051,286
Indiana,Grant,17.954377619313455,Percent,18053,297
Indiana,Greene,11.94169698512881,Percent,18055,309
Indiana,Hamilton,31.86530235410345,Percent,18057,321
Indiana,Hancock,29.28121136150967,Percent,18059,329
Indiana,Harrison,4.73720800339371,Percent,18061,334
Indiana,Hendricks,27.18561396535717,Percent,18063,341
Indiana,Henry,3.6923867589285106,Percent,18065,344
Indiana,Howard,26.849629076347277,Percent,18067,348
Indiana,Huntington,22.21052548344157,Percent,18069,352
Indiana,Jackson,15.625946691309398,Percent,18071,355
Indiana,Jasper,9.130084719420635,Percent,18073,356
Indiana,Jay,19.396884541158755,Percent,18075,358
Indiana,Jefferson,16.590376318208648,Percent,18077,363
Indiana,Jennings,28.04520283152407,Percent,18079,367
Indiana,Johnson,28.66137125664005,Percent,18081,370
Indiana,Knox,27.41040284835744,Percent,18083,376
Indiana,Kosciusko,18.28011439598697,Percent,18085,384
Indiana,LaGrange,0.15901091937104156,Percent,18087,386
Indiana,Lake,29.779742539578834,Percent,18089,389
Indiana,LaPorte,25.457688616103418,Percent,18091,392
Indiana,Lawrence,9.473856576325096,Percent,18093,396
Indiana,Madison,26.10795281169414,Percent,18095,401
Indiana,Marion,24.24301532364054,Percent,18097,409
Indiana,Marshall,15.174028327690593,Percent,18099,412
Indiana,Martin,2.6683890032439908,Percent,18101,418
Indiana,Miami,19.750419000901445,Percent,18103,420
Indiana,Monroe,14.5698908717117,Percent,18105,422
Indiana,Montgomery,14.45573113905957,Percent,18107,425
Indiana,Morgan,14.565229142535344,Percent,18109,430
Indiana,Newton,15.915712200437868,Percent,18111,433
Indiana,Noble,5.723952277874853,Percent,18113,436
Indiana,Ohio,0,Percent,18115,440
Indiana,Orange,10.417078739267035,Percent,18117,444
Indiana,Owen,0.7972066089360186,Percent,18119,448
Indiana,Parke,12.398924049975259,Percent,18121,452
Indiana,Perry,30.9035738362885,Percent,18123,459
Indiana,Pike,7.711308211555282,Percent,18125,465
Indiana,Porter,31.888740831622155,Percent,18127,468
Indiana,Posey,22.02324056244894,Percent,18129,471
Indiana,Pulaski,2.6468698463944786,Percent,18131,477
Indiana,Putnam,4.740978335161868,Percent,18133,480
Indiana,Randolph,14.348280841278516,Percent,18135,485
Indiana,Ripley,2.546396885860226,Percent,18137,488
Indiana,Rush,3.280470453416783,Percent,18139,493
Indiana,St. Joseph,31.247389860701002,Percent,18141,496
Indiana,Scott,3.436512399218271,Percent,18143,504
Indiana,Shelby,13.387979838617742,Percent,18145,506
Indiana,Spencer,0.010001508740149247,Percent,18147,509
Indiana,Starke,5.582463943934811,Percent,18149,512
Indiana,Steuben,18.775260881848148,Percent,18151,515
Indiana,Sullivan,4.854096274645449,Percent,18153,518
Indiana,Switzerland,4.594595828071977,Percent,18155,526
Indiana,Tippecanoe,18.66746137097633,Percent,18157,530
Indiana,Tipton,11.79054299774222,Percent,18159,534
Indiana,Union,0,Percent,18161,538
Indiana,Vanderburgh,19.969116844943265,Percent,18163,543
Indiana,Vermillion,12.780686090183504,Percent,18165,548
Indiana,Vigo,33.93488613282963,Percent,18167,553
Indiana,Wabash,10.471593779147257,Percent,18169,555
Indiana,Warren,4.73730920581012,Percent,18171,567
Indiana,Warrick,29.64171673095512,Percent,18173,575
Indiana,Washington,9.600848724423855,Percent,18175,584
Indiana,Wayne,14.502531044749741,Percent,18177,586
Indiana,Wells,9.204469135852113,Percent,18179,590
Indiana,White,15.67980192169671,Percent,18181,594
Indiana,Whitley,5.0701320325634684,Percent,18183,597
Iowa,Adair,6.375785630823197,Percent,19001,598
Iowa,Adams,6.422805721424026,Percent,19003,602
Iowa,Allamakee,8.128616843486043,Percent,19005,608
Iowa,Appanoose,12.487120883714907,Percent,19007,611
Iowa,Audubon,7.554671537806014,Percent,19009,615
Iowa,Benton,13.674111126142122,Percent,19011,619
Iowa,Black Hawk,29.04271464711046,Percent,19013,623
Iowa,Boone,11.720602712762298,Percent,19015,625
Iowa,Bremer,9.13524391202554,Percent,19017,631
Iowa,Buchanan,19.75663961145009,Percent,19019,632
Iowa,Buena Vista,9.535049221840277,Percent,19021,633
Iowa,Butler,44.79580995274029,Percent,19023,361
Iowa,Calhoun,2.735491197082782,Percent,19025,365
Iowa,Carroll,4.99423682099462,Percent,19027,369
Iowa,Cass,25.49221679046768,Percent,19029,374
Iowa,Cedar,20.13404620395562,Percent,19031,379
Iowa,Cerro Gordo,16.554934604745533,Percent,19033,383
Iowa,Cherokee,7.750899097787177,Percent,19035,388
Iowa,Chickasaw,15.078540286269718,Percent,19037,393
Iowa,Clarke,7.917829196797093,Percent,19039,397
Iowa,Clay,10.489974322262075,Percent,19041,398
Iowa,Clayton,3.4717856793676045,Percent,19043,402
Iowa,Clinton,20.890096326584207,Percent,19045,404
Iowa,Crawford,26.535203174332594,Percent,19047,408
Iowa,Dallas,5.309258677009874,Percent,19049,413
Iowa,Davis,10.918927427723455,Percent,19051,416
Iowa,Decatur,9.852791408994609,Percent,19053,419
Iowa,Delaware,8.762064688263397,Percent,19055,421
Iowa,Des Moines,28.13875407244141,Percent,19057,424
Iowa,Dickinson,19.89870343770187,Percent,19059,427
Iowa,Dubuque,19.59538545499023,Percent,19061,434
Iowa,Emmet,27.72065903304533,Percent,19063,437
Iowa,Fayette,5.446921808941666,Percent,19065,442
Iowa,Floyd,18.564786179816416,Percent,19067,447
Iowa,Franklin,17.112188076928653,Percent,19069,451
Iowa,Fremont,75.46749172635869,Percent,19071,455
Iowa,Greene,13.116902292183696,Percent,19073,458
Iowa,Grundy,11.112636181320646,Percent,19075,460
Iowa,Guthrie,11.270599761697554,Percent,19077,467
Iowa,Hamilton,18.020412393337267,Percent,19079,469
Iowa,Hancock,12.563345444475003,Percent,19081,470
Iowa,Hardin,14.49990566756918,Percent,19083,475
Iowa,Harrison,17.805438874417337,Percent,19085,478
Iowa,Henry,30.577309242184906,Percent,19087,479
Iowa,Howard,36.84791691938448,Percent,19089,481
Iowa,Humboldt,14.855078192644525,Percent,19091,487
Iowa,Ida,1.0615059754717224,Percent,19093,491
Iowa,Iowa,15.840576547596394,Percent,19095,495
Iowa,Jackson,22.920963207772015,Percent,19097,499
Iowa,Jasper,16.73780690939504,Percent,19099,505
Iowa,Jefferson,12.266716698673038,Percent,19101,507
Iowa,Johnson,15.420278314751688,Percent,19103,508
Iowa,Jones,16.119979264833994,Percent,19105,516
Iowa,Keokuk,25.41497764023927,Percent,19107,520
Iowa,Kossuth,53.25479074498881,Percent,19109,523
Iowa,Lee,19.763878061994035,Percent,19111,531
Iowa,Linn,24.818289781152465,Percent,19113,535
Iowa,Louisa,1.139075447870159,Percent,19115,539
Iowa,Lucas,21.663540029105306,Percent,19117,542
Iowa,Lyon,11.216915822972108,Percent,19119,546
Iowa,Madison,16.450510450570512,Percent,19121,550
Iowa,Mahaska,22.94849961189192,Percent,19123,554
Iowa,Marion,12.938980732701493,Percent,19125,561
Iowa,Marshall,21.364130767439974,Percent,19127,568
Iowa,Mills,10.38998167375078,Percent,19129,569
Iowa,Mitchell,20.623842436065424,Percent,19131,572
Iowa,Monona,15.139010436661907,Percent,19133,576
Iowa,Monroe,24.942370083807404,Percent,19135,580
Iowa,Montgomery,20.00175521009888,Percent,19137,595
Iowa,Muscatine,20.253333989794175,Percent,19139,600
Iowa,O'Brien,28.33728364277754,Percent,19141,604
Iowa,Osceola,18.48569949179356,Percent,19143,607
Iowa,Page,23.85096972095531,Percent,19145,612
Iowa,Palo Alto,21.810578316222905,Percent,19147,618
Iowa,Plymouth,2.9919036612206917,Percent,19149,622
Iowa,Pocahontas,18.139753977671955,Percent,19151,624
Iowa,Polk,14.984919026568317,Percent,19153,629
Iowa,Pottawattamie,34.49313949471554,Percent,19155,637
Iowa,Poweshiek,18.94014873568267,Percent,19157,640
Iowa,Ringgold,10.918965118736367,Percent,19159,642
Iowa,Sac,36.093480452152946,Percent,19161,647
Iowa,Scott,10.997287182920216,Percent,19163,657
Iowa,Shelby,26.15210324796548,Percent,19165,660
Iowa,Sioux,4.244419666995728,Percent,19167,663
Iowa,Story,19.983043655423934,Percent,19169,668
Iowa,Tama,17.069596567364272,Percent,19171,671
Iowa,Taylor,4.241950315275938,Percent,19173,674
Iowa,Union,19.532103737343466,Percent,19175,675
Iowa,Van Buren,52.11640904767146,Percent,19177,678
Iowa,Wapello,44.21464446915116,Percent,19179,681
Iowa,Warren,14.158687217087312,Percent,19181,685
Iowa,Washington,6.876041445496912,Percent,19183,687
Iowa,Wayne,39.986779332422614,Percent,19185,691
Iowa,Webster,23.281715104406626,Percent,19187,694
Iowa,Winnebago,17.648487271496684,Percent,19189,696
Iowa,Winneshiek,12.304367802042695,Percent,19191,698
Iowa,Woodbury,25.79036597929952,Percent,19193,702
Iowa,Worth,8.149160094260345,Percent,19195,703
Iowa,Wright,6.724004543065062,Percent,19197,705
Kansas,Allen,39.960507594298114,Percent,20001,709
Kansas,Anderson,22.318243352576893,Percent,20003,712
Kansas,Atchison,16.016591753482864,Percent,20005,715
Kansas,Barber,11.201789374224337,Percent,20007,717
Kansas,Barton,23.024857199058644,Percent,20009,719
Kansas,Bourbon,20.79649758978633,Percent,20011,722
Kansas,Brown,8.067382654855619,Percent,20013,723
Kansas,Butler,26.360033878937006,Percent,20015,726
Kansas,Chase,93.74360547812832,Percent,20017,729
Kansas,Chautauqua,36.63934540823167,Percent,20019,730
Kansas,Cherokee,12.40415851224279,Percent,20021,732
Kansas,Cheyenne,9.556638055154695,Percent,20023,736
Kansas,Clark,99.99999976453815,Percent,20025,738
Kansas,Clay,26.486717749023438,Percent,20027,739
Kansas,Cloud,33.77953347382524,Percent,20029,740
Kansas,Coffey,38.84835447752692,Percent,20031,745
Kansas,Comanche,17.82066212783141,Percent,20033,748
Kansas,Cowley,31.452377237356448,Percent,20035,752
Kansas,Crawford,29.62843629660551,Percent,20037,756
Kansas,Decatur,27.86965230471709,Percent,20039,759
Kansas,Dickinson,8.05619874571373,Percent,20041,762
Kansas,Doniphan,61.50697033811869,Percent,20043,765
Kansas,Douglas,13.644773161581217,Percent,20045,767
Kansas,Edwards,15.999345970405795,Percent,20047,770
Kansas,Elk,99.35701108510547,Percent,20049,773
Kansas,Ellis,14.433070000748277,Percent,20051,774
Kansas,Ellsworth,30.502884281200863,Percent,20053,776
Kansas,Finney,19.415731625469572,Percent,20055,778
Kansas,Ford,20.94083700890871,Percent,20057,784
Kansas,Franklin,47.044038202249155,Percent,20059,786
Kansas,Geary,36.725712290038416,Percent,20061,788
Kansas,Gove,41.510505371399624,Percent,20063,790
Kansas,Graham,21.6241785147032,Percent,20065,791
Kansas,Grant,9.48450134580622,Percent,20067,794
Kansas,Gray,45.41797465835465,Percent,20069,798
Kansas,Greeley,99.99999991347475,Percent,20071,801
Kansas,Greenwood,46.44483489213649,Percent,20073,803
Kansas,Hamilton,100.00000004825725,Percent,20075,805
Kansas,Harper,25.95120503612247,Percent,20077,807
Kansas,Harvey,14.640005818888941,Percent,20079,812
Kansas,Haskell,100.00000004658953,Percent,20081,815
Kansas,Hodgeman,31.924523803233352,Percent,20083,818
Kansas,Jackson,13.367243929145372,Percent,20085,819
Kansas,Jefferson,0.8563510955627157,Percent,20087,821
Kansas,Jewell,26.844852551512215,Percent,20089,822
Kansas,Johnson,17.29923408317024,Percent,20091,824
Kansas,Kearny,100.00000001220342,Percent,20093,826
Kansas,Kingman,33.956737539545045,Percent,20095,827
Kansas,Kiowa,99.65433865458871,Percent,20097,829
Kansas,Labette,19.53284059599482,Percent,20099,831
Kansas,Lane,22.2850755462672,Percent,20101,833
Kansas,Leavenworth,30.871125135517076,Percent,20103,836
Kansas,Lincoln,31.509130702344954,Percent,20105,838
Kansas,Linn,13.994334411319178,Percent,20107,840
Kansas,Logan,18.23510166932043,Percent,20109,842
Kansas,Lyon,17.14655577419282,Percent,20111,844
Kansas,McPherson,25.66684568864962,Percent,20113,846
Kansas,Marion,22.843429182422433,Percent,20115,848
Kansas,Marshall,13.893920846989522,Percent,20117,850
Kansas,Meade,50.71630149723432,Percent,20119,851
Kansas,Miami,7.6423227592068805,Percent,20121,853
Kansas,Mitchell,20.221974520340183,Percent,20123,854
Kansas,Montgomery,23.903009594702294,Percent,20125,856
Kansas,Morris,32.95946099612089,Percent,20127,858
Kansas,Morton,26.135319706178844,Percent,20129,859
Kansas,Nemaha,13.906593939843583,Percent,20131,861
Kansas,Neosho,6.426940723238675,Percent,20133,862
Kansas,Ness,26.823895342483684,Percent,20135,864
Kansas,Norton,35.42352733926186,Percent,20137,866
Kansas,Osage,12.521076166648296,Percent,20139,867
Kansas,Osborne,23.114509749057152,Percent,20141,869
Kansas,Ottawa,28.495840732553273,Percent,20143,870
Kansas,Pawnee,16.925732198181556,Percent,20145,872
Kansas,Phillips,35.351942281197445,Percent,20147,873
Kansas,Pottawatomie,2.672780648077023,Percent,20149,876
Kansas,Pratt,23.156452771267812,Percent,20151,878
Kansas,Rawlins,28.38696094853815,Percent,20153,880
Kansas,Reno,23.8122821504345,Percent,20155,882
Kansas,Republic,25.5924579792253,Percent,20157,884
Kansas,Rice,18.747990824849552,Percent,20159,886
Kansas,Riley,42.48157273451804,Percent,20161,888
Kansas,Rooks,14.48004512342376,Percent,20163,889
Kansas,Rush,21.150930376059147,Percent,20165,891
Kansas,Russell,24.85822622829742,Percent,20167,893
Kansas,Saline,18.74145646031615,Percent,20169,895
Kansas,Scott,11.543691797245604,Percent,20171,897
Kansas,Sedgwick,27.21830059920801,Percent,20173,898
Kansas,Seward,5.358191199010064,Percent,20175,900
Kansas,Shawnee,24.355489027245103,Percent,20177,902
Kansas,Sheridan,32.08693503890223,Percent,20179,904
Kansas,Sherman,71.58454725143429,Percent,20181,907
Kansas,Smith,37.370192739948095,Percent,20183,909
Kansas,Stafford,30.520407679650212,Percent,20185,911
Kansas,Stanton,10.542213455100134,Percent,20187,913
Kansas,Stevens,16.52434795624752,Percent,20189,914
Kansas,Sumner,29.017394616949073,Percent,20191,916
Kansas,Thomas,47.03082917812279,Percent,20193,917
Kansas,Trego,7.159332870913163,Percent,20195,919
Kansas,Wabaunsee,41.782495073839506,Percent,20197,920
Kansas,Wallace,100.00000030844444,Percent,20199,921
Kansas,Washington,50.167777773676505,Percent,20201,922
Kansas,Wichita,99.99999992612847,Percent,20203,923
Kansas,Wilson,12.185973096657454,Percent,20205,925
Kansas,Woodson,18.540356137331155,Percent,20207,926
Kansas,Wyandotte,26.57325866947525,Percent,20209,927
Kentucky,Adair,9.259422345469124,Percent,21001,928
Kentucky,Allen,0.9735059641139756,Percent,21003,929
Kentucky,Anderson,21.357715938207832,Percent,21005,930
Kentucky,Ballard,5.0488649262914045,Percent,21007,932
Kentucky,Barren,7.2110218059931706,Percent,21009,933
Kentucky,Bath,0.11996825675363298,Percent,21011,934
Kentucky,Bell,17.39368826472615,Percent,21013,936
Kentucky,Boone,34.9919376881144,Percent,21015,1002
Kentucky,Bourbon,15.72326654258884,Percent,21017,1005
Kentucky,Boyd,21.565509055178637,Percent,21019,1008
Kentucky,Boyle,27.30954113795136,Percent,21021,1010
Kentucky,Bracken,0.5639836422239208,Percent,21023,1013
Kentucky,Breathitt,14.902822994307824,Percent,21025,1017
Kentucky,Breckinridge,9.023191820659754,Percent,21027,1020
Kentucky,Bullitt,32.62574816247958,Percent,21029,1024
Kentucky,Butler,8.125408696215445,Percent,21031,1026
Kentucky,Caldwell,11.006803021210876,Percent,21033,1031
Kentucky,Calloway,14.77036486965263,Percent,21035,1033
Kentucky,Campbell,30.39513197492384,Percent,21037,1035
Kentucky,Carlisle,2.2623582086838163,Percent,21039,1039
Kentucky,Carroll,37.832753986598185,Percent,21041,1041
Kentucky,Carter,5.515168476408839,Percent,21043,1044
Kentucky,Casey,4.409284137874403,Percent,21045,1048
Kentucky,Christian,25.607782063939155,Percent,21047,1050
Kentucky,Clark,10.30666220533864,Percent,21049,1053
Kentucky,Clay,9.155988184881869,Percent,21051,1056
Kentucky,Clinton,0.10413792150420073,Percent,21053,1059
Kentucky,Crittenden,2.894907236195609,Percent,21055,1064
Kentucky,Cumberland,1.6129488853890313,Percent,21057,1067
Kentucky,Daviess,16.481657984767732,Percent,21059,1071
