State,County,Children low access to store (% change) 2010 - 15 (LACCESS_CHILD_10_15),Units,FIPS,FID
Georgia,Taylor,-63.07940299562067,% change,13269,69
Georgia,Telfair,-71.41576837159916,% change,13271,75
Georgia,Terrell,610.5354289805513,% change,13273,78
Georgia,Thomas,1.215311987164244,% change,13275,83
Georgia,Tift,-17.450128234707062,% change,13277,87
Georgia,Toombs,10.827857939190523,% change,13279,91
Georgia,Towns,0.0,% change,13281,95
Georgia,Treutlen,-66.61244023632993,% change,13283,102
Georgia,Troup,15.316530751860183,% change,13285,105
Georgia,Turner,-23.436693891219743,% change,13287,108
Georgia,Twiggs,-78.56358387548178,% change,13289,116
Georgia,Union,4772.437208154995,% change,13291,120
Georgia,Upson,31.67006739311024,% change,13293,123
Georgia,Walker,0.17390733506097553,% change,13295,126
Georgia,Walton,-8.867451899211169,% change,13297,127
Georgia,Ware,2.905213096672028,% change,13299,132
Georgia,Warren,57.161623993464175,% change,13301,135
Georgia,Washington,-8.538692163689033,% change,13303,143
Georgia,Wayne,1.3026868764400936,% change,13305,147
Georgia,Webster,-9.350908134289352,% change,13307,149
Georgia,Wheeler,2833.1602998102917,% change,13309,154
Georgia,White,0,% change,13311,157
Georgia,Whitfield,-17.409904175837866,% change,13313,159
Georgia,Wilcox,-0.44792325441035596,% change,13315,163
Georgia,Wilkes,-38.2488364132154,% change,13317,167
Georgia,Wilkinson,3.037362422636903,% change,13319,169
Georgia,Worth,-31.68891431915306,% change,13321,173
Hawaii,Hawaii,4.174920672729379,% change,15001,198
Hawaii,Honolulu,20.72731976129675,% change,15003,234
Hawaii,Kalawao,0.0,% change,15005,247
Hawaii,Kauai,-8.661485284450194,% change,15007,261
Hawaii,Maui,-17.24461732047472,% change,15009,323
Idaho,Ada,-6.173891844357595,% change,16001,336
Idaho,Adams,0.0,% change,16003,338
Idaho,Bannock,-4.740597917302922,% change,16005,343
Idaho,Bear Lake,0.0,% change,16007,349
Idaho,Benewah,-7.434511148317864,% change,16009,354
Idaho,Bingham,-0.2529465770360097,% change,16011,362
Idaho,Blaine,-0.5523828448386128,% change,16013,371
Idaho,Boise,-27.41499291358977,% change,16015,380
Idaho,Bonner,4.362553233303313,% change,16017,387
Idaho,Bonneville,-3.007176978677884,% change,16019,395
Idaho,Boundary,-16.909677420078555,% change,16021,405
Idaho,Butte,1.5989400811324377,% change,16023,414
Idaho,Camas,0.0,% change,16025,429
Idaho,Canyon,-10.767561365354783,% change,16027,441
Idaho,Caribou,-0.013695412962502908,% change,16029,449
Idaho,Cassia,16.602220748738326,% change,16031,456
Idaho,Clark,0.0,% change,16033,464
Idaho,Clearwater,-25.236132563719675,% change,16035,474
Idaho,Custer,109.25074693784791,% change,16037,484
Idaho,Elmore,1.6905963200949639,% change,16039,490
Idaho,Franklin,-0.4061416103821174,% change,16041,498
Idaho,Fremont,-2.086999140270156,% change,16043,502
Idaho,Gem,-21.752857934326457,% change,16045,510
Idaho,Gooding,-91.08729813737395,% change,16047,519
Idaho,Idaho,0.0,% change,16049,528
Idaho,Jefferson,0.22096144451512786,% change,16051,540
Idaho,Jerome,-0.10949884634006986,% change,16053,547
Idaho,Kootenai,-3.5787764507148117,% change,16055,552
Idaho,Latah,-12.016681775760999,% change,16057,559
Idaho,Lemhi,-13.497970198329536,% change,16059,566
Idaho,Lewis,-0.004821572071861096,% change,16061,574
Idaho,Lincoln,0.0,% change,16063,578
Idaho,Madison,9.720122205343424,% change,16065,581
Idaho,Minidoka,31.20686413611744,% change,16067,585
Idaho,Nez Perce,12.796626359617335,% change,16069,589
Idaho,Oneida,0.0,% change,16071,593
Idaho,Owyhee,6.645032431811336,% change,16073,601
Idaho,Payette,0.0,% change,16075,606
Idaho,Power,0.0,% change,16077,613
Idaho,Shoshone,138.2538425293334,% change,16079,621
Idaho,Teton,-0.06648105566900923,% change,16081,627
Idaho,Twin Falls,-33.8890815386358,% change,16083,634
Idaho,Valley,2.2934791188298815,% change,16085,643
Idaho,Washington,0.0,% change,16087,649
Illinois,Adams,-1.652835582442248,% change,17001,650
Illinois,Alexander,-49.89268408055392,% change,17003,651
Illinois,Bond,-40.57686582925645,% change,17005,652
Illinois,Boone,24.434543612773307,% change,17007,653
Illinois,Brown,6.7696549189538535,% change,17009,654
Illinois,Bureau,-0.001857499827574103,% change,17011,2
Illinois,Calhoun,-25.53574864188313,% change,17013,4
Illinois,Carroll,63.38625412136791,% change,17015,6
Illinois,Cass,4.479891565982353,% change,17017,10
Illinois,Champaign,1.4358567083611569,% change,17019,12
Illinois,Christian,10.908655555961719,% change,17021,14
Illinois,Clark,0.1938833406478,% change,17023,19
Illinois,Clay,1.0651474923307152,% change,17025,22
Illinois,Clinton,54.58669096524752,% change,17027,27
Illinois,Coles,2.5609696963106563,% change,17029,30
Illinois,Cook,-11.411285260377428,% change,17031,36
Illinois,Crawford,1.30507982453071,% change,17033,40
Illinois,Cumberland,0,% change,17035,44
Illinois,DeKalb,4.825964453261877,% change,17037,49
Illinois,De Witt,-8.16269478828569,% change,17039,53
Illinois,Douglas,0.0,% change,17041,55
Illinois,DuPage,-12.67368643198837,% change,17043,64
Illinois,Edgar,-0.7785502411163566,% change,17045,66
Illinois,Edwards,0.0,% change,17047,71
Illinois,Effingham,0.29097268685645045,% change,17049,76
Illinois,Fayette,6.781214125044557,% change,17051,79
Illinois,Ford,0.33107249469970046,% change,17053,81
Illinois,Franklin,-3.0952766027543785,% change,17055,85
Illinois,Fulton,41.961212200127136,% change,17057,89
Illinois,Gallatin,-14.348612419460274,% change,17059,92
Illinois,Greene,550.3033457327531,% change,17061,96
Illinois,Grundy,2.3089021308078004,% change,17063,99
Illinois,Hamilton,-22.25132511944409,% change,17065,106
Illinois,Hancock,-26.707040364838463,% change,17067,111
Illinois,Hardin,-31.940771489948744,% change,17069,113
Illinois,Henderson,-2.9397871074124873,% change,17071,117
Illinois,Henry,-1.2513086091503927,% change,17073,121
Illinois,Iroquois,55.57273128908591,% change,17075,125
Illinois,Jackson,-7.6091210124964395,% change,17077,129
Illinois,Jasper,-3.0143205479711854,% change,17079,133
Illinois,Jefferson,-1.5266696008969012,% change,17081,137
Illinois,Jersey,2.7319093184233223,% change,17083,142
Illinois,Jo Daviess,-0.008948265499617393,% change,17085,145
Illinois,Johnson,47.21343391952747,% change,17087,152
Illinois,Kane,-1.2404648555671334,% change,17089,156
Illinois,Kankakee,-13.641538392301648,% change,17091,161
Illinois,Kendall,-35.16326481917621,% change,17093,165
Illinois,Knox,39.43775110938045,% change,17095,166
Illinois,Lake,-5.8148759641179995,% change,17097,170
Illinois,LaSalle,-11.29537905097039,% change,17099,175
Illinois,Lawrence,13.788701367687164,% change,17101,177
Illinois,Lee,-0.05610413146381941,% change,17103,180
Illinois,Livingston,-0.9826930862771803,% change,17105,182
Illinois,Logan,25.204640565503027,% change,17107,186
Illinois,McDonough,-49.20253757249523,% change,17109,189
Illinois,McHenry,-0.29565968558730993,% change,17111,192
Illinois,McLean,-1.1745812707502732,% change,17113,193
Illinois,Macon,-16.227750266489387,% change,17115,194
Illinois,Macoupin,69.25734218334108,% change,17117,196
Illinois,Madison,15.3649514809688,% change,17119,199
Illinois,Marion,7.970874545696955,% change,17121,201
Illinois,Marshall,27.10244574539611,% change,17123,202
Illinois,Mason,377.70058950533047,% change,17125,206
Illinois,Massac,-22.058091873802034,% change,17127,208
Illinois,Menard,0.0,% change,17129,212
Illinois,Mercer,-24.400152620963343,% change,17131,216
Illinois,Monroe,42.96747854005271,% change,17133,219
Illinois,Montgomery,58.174708556919455,% change,17135,223
Illinois,Morgan,31.261348581290992,% change,17137,225
Illinois,Moultrie,0.06081666302897632,% change,17139,227
Illinois,Ogle,31.62677085589891,% change,17141,229
Illinois,Peoria,-13.781633695246018,% change,17143,233
Illinois,Perry,3.4144803422890404,% change,17145,235
Illinois,Piatt,-0.9170825218792145,% change,17147,238
Illinois,Pike,-23.78870596552403,% change,17149,241
Illinois,Pope,-20.207564913623358,% change,17151,245
Illinois,Pulaski,-60.01229708629923,% change,17153,248
Illinois,Putnam,0,% change,17155,253
Illinois,Randolph,-14.996263481910594,% change,17157,255
Illinois,Richland,23.428922607778457,% change,17159,259
Illinois,Rock Island,-11.728039314279192,% change,17161,265
Illinois,St. Clair,-19.079634922450854,% change,17163,269
Illinois,Saline,12.149277879995163,% change,17165,271
Illinois,Sangamon,-21.099159307645714,% change,17167,274
Illinois,Schuyler,0.8191614933772944,% change,17169,278
Illinois,Scott,-0.15269424764318865,% change,17171,280
Illinois,Shelby,32.831318259542726,% change,17173,283
Illinois,Stark,0.0,% change,17175,285
Illinois,Stephenson,-20.901094240204856,% change,17177,290
Illinois,Tazewell,6.4299159461862905,% change,17179,291
Illinois,Union,66.06234424764627,% change,17181,293
Illinois,Vermilion,-19.143621264867374,% change,17183,296
Illinois,Wabash,0.5594777952330299,% change,17185,299
Illinois,Warren,973.3918637811296,% change,17187,301
Illinois,Washington,0.0,% change,17189,305
Illinois,Wayne,-0.21017922395639516,% change,17191,310
Illinois,White,-11.12383300004585,% change,17193,312
Illinois,Whiteside,31.063659717609944,% change,17195,314
Illinois,Will,-9.858207156480308,% change,17197,320
Illinois,Williamson,-19.590657513241833,% change,17199,324
Illinois,Winnebago,4.248458054076465,% change,17201,325
Illinois,Woodford,61.10238617132614,% change,17203,328
Indiana,Adams,28.644540435225668,% change,18001,330
Indiana,Allen,-10.863198588002396,% change,18003,335
Indiana,Bartholomew,18.162371675295578,% change,18005,342
Indiana,Benton,26.1207552535491,% change,18007,179
Indiana,Blackford,3.1481921908578006,% change,18009,183
Indiana,Boone,-14.971843506947613,% change,18011,185
Indiana,Brown,4.873453519284333,% change,18013,188
Indiana,Carroll,1.7884883104253309,% change,18015,195
Indiana,Cass,1.0839593112971753,% change,18017,211
Indiana,Clark,1.7670557447024566,% change,18019,215
Indiana,Clay,2.8256412909296884,% change,18021,221
Indiana,Clinton,-46.50089050632991,% change,18023,226
Indiana,Crawford,35.839612275445276,% change,18025,232
Indiana,Daviess,148.36431304980414,% change,18027,239
Indiana,Dearborn,0.0,% change,18029,242
Indiana,Decatur,8.673014991096537,% change,18031,246
Indiana,DeKalb,-20.191540209156297,% change,18033,249
Indiana,Delaware,4.249420642936431,% change,18035,252
Indiana,Dubois,1.983482195209942,% change,18037,254
Indiana,Elkhart,2.262764702768201,% change,18039,260
Indiana,Fayette,0.0,% change,18041,263
Indiana,Floyd,23.245387933054616,% change,18043,267
Indiana,Fountain,433.930778877222,% change,18045,270
Indiana,Franklin,0.0,% change,18047,272
Indiana,Fulton,-13.914706601723198,% change,18049,276
Indiana,Gibson,-66.40540821608684,% change,18051,286
Indiana,Grant,-12.879834593677423,% change,18053,297
Indiana,Greene,46.75543994800792,% change,18055,309
Indiana,Hamilton,-7.953336656318692,% change,18057,321
Indiana,Hancock,-9.757698786079212,% change,18059,329
Indiana,Harrison,-13.265937892680874,% change,18061,334
Indiana,Hendricks,-23.483497415160095,% change,18063,341
Indiana,Henry,-20.321793120413524,% change,18065,344
Indiana,Howard,-15.728143085648636,% change,18067,348
Indiana,Huntington,8.675443083684014,% change,18069,352
Indiana,Jackson,1.8795736199437179,% change,18071,355
Indiana,Jasper,30.571408940613935,% change,18073,356
Indiana,Jay,0.49578356139280394,% change,18075,358
Indiana,Jefferson,13.410647948063858,% change,18077,363
Indiana,Jennings,46.22368798602056,% change,18079,367
Indiana,Johnson,-5.204083130256519,% change,18081,370
Indiana,Knox,124.00466302534056,% change,18083,376
Indiana,Kosciusko,-19.800168683413492,% change,18085,384
Indiana,LaGrange,-85.41739416929508,% change,18087,386
Indiana,Lake,5.797496631665672,% change,18089,389
Indiana,LaPorte,51.38197621941757,% change,18091,392
Indiana,Lawrence,5.784883577120277,% change,18093,396
Indiana,Madison,11.717444421576658,% change,18095,401
Indiana,Marion,0.2108170835606821,% change,18097,409
Indiana,Marshall,-4.246806159023034,% change,18099,412
Indiana,Martin,2.216212665378734,% change,18101,418
Indiana,Miami,3.449641865841256,% change,18103,420
Indiana,Monroe,-21.8281066429003,% change,18105,422
Indiana,Montgomery,18.42466340566043,% change,18107,425
Indiana,Morgan,-25.169495394001405,% change,18109,430
Indiana,Newton,978.1498385789771,% change,18111,433
Indiana,Noble,-17.54169768069909,% change,18113,436
Indiana,Ohio,0,% change,18115,440
Indiana,Orange,57.77686523011979,% change,18117,444
Indiana,Owen,22.353762123358198,% change,18119,448
Indiana,Parke,23.774471862787504,% change,18121,452
Indiana,Perry,17.82512791618764,% change,18123,459
Indiana,Pike,57.289041808480356,% change,18125,465
Indiana,Porter,-19.51030056313216,% change,18127,468
Indiana,Posey,-1.2145691272504617,% change,18129,471
Indiana,Pulaski,0.0,% change,18131,477
Indiana,Putnam,48.968812206357924,% change,18133,480
Indiana,Randolph,-26.33625806981128,% change,18135,485
Indiana,Ripley,0.1464643913174126,% change,18137,488
Indiana,Rush,-6.316157988372098,% change,18139,493
Indiana,St. Joseph,-8.44076423912917,% change,18141,496
Indiana,Scott,-34.57112657606803,% change,18143,504
Indiana,Shelby,24.807891246636142,% change,18145,506
Indiana,Spencer,2.5520860054606284e-12,% change,18147,509
Indiana,Starke,-3.854327644965899,% change,18149,512
Indiana,Steuben,-9.706579410249784,% change,18151,515
Indiana,Sullivan,-1.6169237029536672,% change,18153,518
Indiana,Switzerland,0.0,% change,18155,526
Indiana,Tippecanoe,-10.550356868375884,% change,18157,530
Indiana,Tipton,-67.74326770123385,% change,18159,534
Indiana,Union,0,% change,18161,538
Indiana,Vanderburgh,1.4615651341869489,% change,18163,543
Indiana,Vermillion,-12.437697147933745,% change,18165,548
Indiana,Vigo,25.90359843912653,% change,18167,553
Indiana,Wabash,34.18234339770209,% change,18169,555
Indiana,Warren,41.676306366461006,% change,18171,567
Indiana,Warrick,1.4745813174432594,% change,18173,575
Indiana,Washington,-1.8068831945572228,% change,18175,584
Indiana,Wayne,-15.306924991735995,% change,18177,586
Indiana,Wells,-11.990870337286683,% change,18179,590
Indiana,White,81.31183542261859,% change,18181,594
Indiana,Whitley,0.0,% change,18183,597
Iowa,Adair,-24.108694414566408,% change,19001,598
Iowa,Adams,6.532996888288804,% change,19003,602
Iowa,Allamakee,-60.1658539252748,% change,19005,608
Iowa,Appanoose,-16.564662791832188,% change,19007,611
Iowa,Audubon,74.3408886489551,% change,19009,615
Iowa,Benton,-7.598145549332852,% change,19011,619
Iowa,Black Hawk,9.483325982202054,% change,19013,623
Iowa,Boone,-10.583782552391547,% change,19015,625
Iowa,Bremer,19.41963584279353,% change,19017,631
Iowa,Buchanan,47.538928748137856,% change,19019,632
Iowa,Buena Vista,-30.20959060931117,% change,19021,633
Iowa,Butler,-1.5800298897623772,% change,19023,361
Iowa,Calhoun,-94.59626336001237,% change,19025,365
Iowa,Carroll,0.10563926351023631,% change,19027,369
Iowa,Cass,0.0,% change,19029,374
Iowa,Cedar,87.8723329715233,% change,19031,379
Iowa,Cerro Gordo,-0.43686586658265053,% change,19033,383
Iowa,Cherokee,5.674046420318978,% change,19035,388
Iowa,Chickasaw,2.0797327648654034,% change,19037,393
Iowa,Clarke,0.0,% change,19039,397
Iowa,Clay,10.564726826542064,% change,19041,398
Iowa,Clayton,-85.73869809174907,% change,19043,402
Iowa,Clinton,0.5629470297588166,% change,19045,404
Iowa,Crawford,-0.8316967257595167,% change,19047,408
Iowa,Dallas,2.3314390491584356,% change,19049,413
Iowa,Davis,-25.09255921312578,% change,19051,416
Iowa,Decatur,-10.358296796690283,% change,19053,419
Iowa,Delaware,-2.3144473424098444,% change,19055,421
Iowa,Des Moines,20.950284052853167,% change,19057,424
Iowa,Dickinson,-2.904787550834198,% change,19059,427
Iowa,Dubuque,7.471217666553991,% change,19061,434
Iowa,Emmet,0.0,% change,19063,437
Iowa,Fayette,-7.122587910275399,% change,19065,442
Iowa,Floyd,0.0,% change,19067,447
Iowa,Franklin,-3.4966906592890643,% change,19069,451
Iowa,Fremont,71.44149811510407,% change,19071,455
Iowa,Greene,-49.123414886125815,% change,19073,458
Iowa,Grundy,-0.3341873207948593,% change,19075,460
Iowa,Guthrie,0.4522572141331156,% change,19077,467
Iowa,Hamilton,-19.484025915797268,% change,19079,469
Iowa,Hancock,0.07679411041513709,% change,19081,470
Iowa,Hardin,-0.8512884335601573,% change,19083,475
Iowa,Harrison,-0.9662651531926316,% change,19085,478
Iowa,Henry,5.275074400301601,% change,19087,479
Iowa,Howard,-5.771992123627689,% change,19089,481
Iowa,Humboldt,-17.65486950189154,% change,19091,487
Iowa,Ida,0.0,% change,19093,491
Iowa,Iowa,25.53984083810245,% change,19095,495
Iowa,Jackson,10.501193806163021,% change,19097,499
Iowa,Jasper,2.2479092299969317,% change,19099,505
Iowa,Jefferson,-9.739341186155428,% change,19101,507
Iowa,Johnson,-5.787536825745506,% change,19103,508
Iowa,Jones,36.686225851252175,% change,19105,516
Iowa,Keokuk,0.0,% change,19107,520
Iowa,Kossuth,10.671166548016771,% change,19109,523
Iowa,Lee,56.39757580715118,% change,19111,531
Iowa,Linn,-1.2356633781192463,% change,19113,535
Iowa,Louisa,-4.7530069994473605,% change,19115,539
Iowa,Lucas,0.0,% change,19117,542
Iowa,Lyon,-33.16891203785179,% change,19119,546
Iowa,Madison,-8.992062399598497,% change,19121,550
Iowa,Mahaska,0.00301920721498675,% change,19123,554
Iowa,Marion,-8.012408058702317,% change,19125,561
Iowa,Marshall,-9.159910900254157,% change,19127,568
Iowa,Mills,21.052176747644722,% change,19129,569
Iowa,Mitchell,0.0,% change,19131,572
Iowa,Monona,0.0,% change,19133,576
Iowa,Monroe,16.091519067792873,% change,19135,580
Iowa,Montgomery,0.06596970569970101,% change,19137,595
Iowa,Muscatine,-18.460723444683317,% change,19139,600
Iowa,O'Brien,38.206923250811535,% change,19141,604
Iowa,Osceola,1.0262489042730436,% change,19143,607
Iowa,Page,-19.106602915292306,% change,19145,612
Iowa,Palo Alto,-33.635481263632315,% change,19147,618
Iowa,Plymouth,-26.537569368983615,% change,19149,622
Iowa,Pocahontas,-27.954854940661335,% change,19151,624
Iowa,Polk,-29.360898026834874,% change,19153,629
Iowa,Pottawattamie,-7.820340408655664,% change,19155,637
Iowa,Poweshiek,0.0,% change,19157,640
Iowa,Ringgold,-6.2847565425204035,% change,19159,642
Iowa,Sac,80.36263298997875,% change,19161,647
Iowa,Scott,-4.562319623011824,% change,19163,657
Iowa,Shelby,-0.28913013398261095,% change,19165,660
Iowa,Sioux,0.7657375359580584,% change,19167,663
Iowa,Story,7.824712549269135,% change,19169,668
Iowa,Tama,-3.525235052354969,% change,19171,671
Iowa,Taylor,-43.44854836664627,% change,19173,674
Iowa,Union,0.16816576553913165,% change,19175,675
Iowa,Van Buren,-43.099473866327976,% change,19177,678
Iowa,Wapello,60.72663533009563,% change,19179,681
Iowa,Warren,-37.7411148046647,% change,19181,685
Iowa,Washington,-1.298812266782644,% change,19183,687
Iowa,Wayne,0.0,% change,19185,691
Iowa,Webster,-7.304177633337448,% change,19187,694
Iowa,Winnebago,-0.14123765788706094,% change,19189,696
Iowa,Winneshiek,-7.904163859773214,% change,19191,698
Iowa,Woodbury,-20.206607073987033,% change,19193,702
Iowa,Worth,1.199199424112386,% change,19195,703
Iowa,Wright,0.0,% change,19197,705
Kansas,Allen,0.0,% change,20001,709
Kansas,Anderson,0.0,% change,20003,712
Kansas,Atchison,-23.518881938128544,% change,20005,715
Kansas,Barber,-1.4094037675068392,% change,20007,717
Kansas,Barton,0.0,% change,20009,719
Kansas,Bourbon,-0.8366664406704302,% change,20011,722
Kansas,Brown,35.98071294499559,% change,20013,723
Kansas,Butler,7.995922922967298,% change,20015,726
Kansas,Chase,0.0,% change,20017,729
Kansas,Chautauqua,26.31753965871723,% change,20019,730
Kansas,Cherokee,-22.254333857659446,% change,20021,732
Kansas,Cheyenne,-87.59909072956084,% change,20023,736
Kansas,Clark,0.0,% change,20025,738
Kansas,Clay,0.9917115599192431,% change,20027,739
Kansas,Cloud,0.009698822554277812,% change,20029,740
Kansas,Coffey,-29.192168236091575,% change,20031,745
Kansas,Comanche,0.0,% change,20033,748
Kansas,Cowley,99.10591351136851,% change,20035,752
Kansas,Crawford,-2.9883863991827844,% change,20037,756
Kansas,Decatur,38.7932920361393,% change,20039,759
Kansas,Dickinson,-57.815592307599836,% change,20041,762
Kansas,Doniphan,0.3507255618290254,% change,20043,765
Kansas,Douglas,2.4499657478278927,% change,20045,767
Kansas,Edwards,0.0,% change,20047,770
Kansas,Elk,0.0,% change,20049,773
Kansas,Ellis,-41.47052958014717,% change,20051,774
Kansas,Ellsworth,-0.8692089946277367,% change,20053,776
Kansas,Finney,-3.121864440147464,% change,20055,778
Kansas,Ford,-39.559613309339646,% change,20057,784
Kansas,Franklin,0.0,% change,20059,786
Kansas,Geary,17.399526307971634,% change,20061,788
Kansas,Gove,-63.79264515139557,% change,20063,790
Kansas,Graham,-6.078074810349503,% change,20065,791
Kansas,Grant,0.0,% change,20067,794
Kansas,Gray,-15.129109693751042,% change,20069,798
Kansas,Greeley,0.0,% change,20071,801
Kansas,Greenwood,8.296746209008779,% change,20073,803
Kansas,Hamilton,0.0,% change,20075,805
Kansas,Harper,41.70812478902178,% change,20077,807
Kansas,Harvey,-34.55546696506774,% change,20079,812
Kansas,Haskell,0.0,% change,20081,815
Kansas,Hodgeman,-72.75859041170209,% change,20083,818
Kansas,Jackson,-10.820546742235361,% change,20085,819
Kansas,Jefferson,-94.51451644125363,% change,20087,821
Kansas,Jewell,-1.1730423178032723,% change,20089,822
Kansas,Johnson,-22.182087214835644,% change,20091,824
Kansas,Kearny,1083.3768203209586,% change,20093,826
Kansas,Kingman,2.004362066740552,% change,20095,827
Kansas,Kiowa,0.0,% change,20097,829
Kansas,Labette,-0.0007401849019686205,% change,20099,831
Kansas,Lane,-72.85177924576936,% change,20101,833
Kansas,Leavenworth,68.58698003003889,% change,20103,836
Kansas,Lincoln,0.0,% change,20105,838
Kansas,Linn,-61.14263778648389,% change,20107,840
Kansas,Logan,0.0,% change,20109,842
Kansas,Lyon,90.71342477056704,% change,20111,844
Kansas,McPherson,-11.25963305673421,% change,20113,846
Kansas,Marion,-4.548423231267347,% change,20115,848
Kansas,Marshall,-0.6499686000452418,% change,20117,850
Kansas,Meade,0.0,% change,20119,851
Kansas,Miami,-26.987106169834814,% change,20121,853
Kansas,Mitchell,-5.801269809167169,% change,20123,854
Kansas,Montgomery,124.11227917606438,% change,20125,856
Kansas,Morris,0.0,% change,20127,858
Kansas,Morton,0.0,% change,20129,859
Kansas,Nemaha,-5.781335817483214,% change,20131,861
Kansas,Neosho,-71.92494630944495,% change,20133,862
Kansas,Ness,-0.6145030746961707,% change,20135,864
Kansas,Norton,31.221643786943375,% change,20137,866
Kansas,Osage,6.551253663314963,% change,20139,867
Kansas,Osborne,0.0,% change,20141,869
Kansas,Ottawa,0.0,% change,20143,870
Kansas,Pawnee,0.0,% change,20145,872
Kansas,Phillips,0.0,% change,20147,873
Kansas,Pottawatomie,-86.02822372202623,% change,20149,876
Kansas,Pratt,0.5374643240525119,% change,20151,878
Kansas,Rawlins,-18.306253684213818,% change,20153,880
Kansas,Reno,-13.613402618214346,% change,20155,882
Kansas,Republic,0.0,% change,20157,884
Kansas,Rice,0.3123805081290127,% change,20159,886
Kansas,Riley,-13.812721840574241,% change,20161,888
Kansas,Rooks,0.0,% change,20163,889
Kansas,Rush,-80.71227098015883,% change,20165,891
Kansas,Russell,0.0,% change,20167,893
Kansas,Saline,-5.714678445562018,% change,20169,895
Kansas,Scott,24.435509252927567,% change,20171,897
Kansas,Sedgwick,-7.79833344834919,% change,20173,898
Kansas,Seward,-88.000197775421,% change,20175,900
Kansas,Shawnee,-8.823926087661924,% change,20177,902
Kansas,Sheridan,-63.32229475748294,% change,20179,904
Kansas,Sherman,0.0,% change,20181,907
Kansas,Smith,-5.458324622820501,% change,20183,909
Kansas,Stafford,0.0,% change,20185,911
Kansas,Stanton,0.0,% change,20187,913
Kansas,Stevens,-9.19721021663579,% change,20189,914
Kansas,Sumner,17.618309676932594,% change,20191,916
Kansas,Thomas,0.0,% change,20193,917
Kansas,Trego,-65.20821812982346,% change,20195,919
Kansas,Wabaunsee,-34.6020676528726,% change,20197,920
Kansas,Wallace,200.07494079845767,% change,20199,921
Kansas,Washington,7.441298216781432,% change,20201,922
Kansas,Wichita,0.0,% change,20203,923
Kansas,Wilson,11.048823843387492,% change,20205,925
Kansas,Woodson,678.4237148732578,% change,20207,926
Kansas,Wyandotte,-13.88089012346462,% change,20209,927
Kentucky,Adair,10.53878852441993,% change,21001,928
Kentucky,Allen,-11.312881707818706,% change,21003,929
Kentucky,Anderson,-16.810136301666788,% change,21005,930
Kentucky,Ballard,-12.651052295157767,% change,21007,932
Kentucky,Barren,-1.1810434555334466,% change,21009,933
Kentucky,Bath,-6.711208062675585,% change,21011,934
Kentucky,Bell,-14.473823842730866,% change,21013,936
Kentucky,Boone,1.387509549346197,% change,21015,1002
Kentucky,Bourbon,93.15985084156124,% change,21017,1005
Kentucky,Boyd,-8.416633837281772,% change,21019,1008
Kentucky,Boyle,27.896848285207334,% change,21021,1010
Kentucky,Bracken,0.0,% change,21023,1013
Kentucky,Breathitt,112.94898058334115,% change,21025,1017
Kentucky,Breckinridge,-3.3070788174839367,% change,21027,1020
Kentucky,Bullitt,28.46191739398351,% change,21029,1024
Kentucky,Butler,-24.95266641437977,% change,21031,1026
Kentucky,Caldwell,-4.350933053603543,% change,21033,1031
Kentucky,Calloway,-1.520473250430187,% change,21035,1033
Kentucky,Campbell,0.9209628112846887,% change,21037,1035
Kentucky,Carlisle,-61.83118348511183,% change,21039,1039
Kentucky,Carroll,0.0,% change,21041,1041
Kentucky,Carter,21.851410897106696,% change,21043,1044
Kentucky,Casey,-23.233482964983647,% change,21045,1048
Kentucky,Christian,24.07391525229753,% change,21047,1050
Kentucky,Clark,-2.9280123384218117,% change,21049,1053
Kentucky,Clay,-40.452607156673956,% change,21051,1056
Kentucky,Clinton,-90.23714216575196,% change,21053,1059
Kentucky,Crittenden,0,% change,21055,1064
Kentucky,Cumberland,-12.158079108481859,% change,21057,1067
Kentucky,Daviess,-8.011985132956474,% change,21059,1071
Kentucky,Edmonson,22.95512097122738,% change,21061,1073
Kentucky,Elliott,-64.68889713819439,% change,21063,1075
Kentucky,Estill,-26.59007531204276,% change,21065,1077
Kentucky,Fayette,1.0560062316199885,% change,21067,1080
Kentucky,Fleming,-4.349730783893311,% change,21069,1083
Kentucky,Floyd,7.960367245123166,% change,21071,1085
Kentucky,Franklin,-38.65775411829324,% change,21073,1086
Kentucky,Fulton,164.01331669550586,% change,21075,1088
Kentucky,Gallatin,0,% change,21077,1090
Kentucky,Garrard,-98.08895762460443,% change,21079,1092
Kentucky,Grant,3.291759242182885,% change,21081,1094
Kentucky,Graves,-21.453910546551985,% change,21083,1097
Kentucky,Grayson,-0.030393434133055182,% change,21085,1100
Kentucky,Green,69.51296616067575,% change,21087,1102
Kentucky,Greenup,-2.254918133528168,% change,21089,1105
Kentucky,Hancock,643.2602928566185,% change,21091,1107
Kentucky,Hardin,25.016352136045672,% change,21093,1110
Kentucky,Harlan,6.834119806291053,% change,21095,1114
Kentucky,Harrison,-40.04526491431952,% change,21097,1119
Kentucky,Hart,-4.89547054291744,% change,21099,1121
Kentucky,Henderson,2.63182389703742,% change,21101,1126
Kentucky,Henry,-77.23369893823076,% change,21103,1129
Kentucky,Hickman,-100.0,% change,21105,1130
Kentucky,Hopkins,43.56086289796227,% change,21107,1136
Kentucky,Jackson,-2.316575953369144,% change,21109,1140
Kentucky,Jefferson,-11.166018135151592,% change,21111,1143
Kentucky,Jessamine,74.20593987151103,% change,21113,1145
