State,County,Children low access to store (% change) 2010 - 15 (LACCESS_CHILD_10_15),Units,FIPS,FID
Kentucky,Johnson,56.40227684085358,% change,21115,1148
Kentucky,Kenton,-5.545873312334042,% change,21117,1151
Kentucky,Knott,165.18970344300564,% change,21119,1154
Kentucky,Knox,58.46128662331911,% change,21121,1159
Kentucky,Larue,-8.487864985576001,% change,21123,1162
Kentucky,Laurel,-17.76027484079304,% change,21125,1166
Kentucky,Lawrence,36.13662706269413,% change,21127,1167
Kentucky,Lee,41.808972950415615,% change,21129,1171
Kentucky,Leslie,-19.17962082085111,% change,21131,1175
Kentucky,Letcher,0,% change,21133,1178
Kentucky,Lewis,3.1868280990181646,% change,21135,1180
Kentucky,Lincoln,127.4573080066833,% change,21137,1184
Kentucky,Livingston,819.2532967184244,% change,21139,1187
Kentucky,Logan,419.47669684464415,% change,21141,1190
Kentucky,Lyon,71.75062979350787,% change,21143,1193
Kentucky,McCracken,10.135625658130715,% change,21145,1196
Kentucky,McCreary,-61.69670469759387,% change,21147,1198
Kentucky,McLean,26128.162530164445,% change,21149,1201
Kentucky,Madison,89.18692255197065,% change,21151,1204
Kentucky,Magoffin,133.71382404185215,% change,21153,1206
Kentucky,Marion,-30.267294562634433,% change,21155,1210
Kentucky,Marshall,0.0,% change,21157,1213
Kentucky,Martin,-75.0180098688282,% change,21159,1215
Kentucky,Mason,30.00500034786866,% change,21161,1217
Kentucky,Meade,-0.9940735889352561,% change,21163,1220
Kentucky,Menifee,0,% change,21165,1222
Kentucky,Mercer,26.539165970380395,% change,21167,1225
Kentucky,Metcalfe,-0.9521369751484524,% change,21169,1228
Kentucky,Monroe,-15.926106147354169,% change,21171,1230
Kentucky,Montgomery,-49.643253072809074,% change,21173,1233
Kentucky,Morgan,49.905168811506556,% change,21175,1235
Kentucky,Muhlenberg,11.202460756405717,% change,21177,1238
Kentucky,Nelson,-8.491023417565655,% change,21179,1243
Kentucky,Nicholas,-9.580379845234201,% change,21181,1246
Kentucky,Ohio,58.38485113976195,% change,21183,1249
Kentucky,Oldham,-5.479181374206902,% change,21185,1252
Kentucky,Owen,42.099499030282665,% change,21187,1255
Kentucky,Owsley,-59.19009631147388,% change,21189,1257
Kentucky,Pendleton,1.304384716196077,% change,21191,1260
Kentucky,Perry,-62.82615575942846,% change,21193,1265
Kentucky,Pike,10.39789256208058,% change,21195,1267
Kentucky,Powell,44.60953104344358,% change,21197,1270
Kentucky,Pulaski,21.065557430108925,% change,21199,1272
Kentucky,Robertson,-4.588333968612799,% change,21201,1273
Kentucky,Rockcastle,-19.765486700494854,% change,21203,1276
Kentucky,Rowan,15.773312814253067,% change,21205,1279
Kentucky,Russell,-51.42043573822554,% change,21207,1282
Kentucky,Scott,59.02463802024515,% change,21209,1283
Kentucky,Shelby,15.531377983774398,% change,21211,1285
Kentucky,Simpson,0.0001808707748485204,% change,21213,1287
Kentucky,Spencer,0,% change,21215,1000
Kentucky,Taylor,135.66957300216015,% change,21217,1003
Kentucky,Todd,-94.38862645027528,% change,21219,1006
Kentucky,Trigg,6.360453775618299,% change,21221,1009
Kentucky,Trimble,-80.95921368894395,% change,21223,1012
Kentucky,Union,11.046957035822329,% change,21225,1016
Kentucky,Warren,18.350897357014986,% change,21227,1019
Kentucky,Washington,86.79994563724506,% change,21229,1023
Kentucky,Wayne,-13.424127176548678,% change,21231,1027
Kentucky,Webster,490.73932729524563,% change,21233,1029
Kentucky,Whitley,-1.3236581162018235,% change,21235,1034
Kentucky,Wolfe,-74.66815701206637,% change,21237,1037
Kentucky,Woodford,22.90057996544707,% change,21239,1042
Louisiana,Acadia,3.3200329363652146,% change,22001,1046
Louisiana,Allen,-15.09332534956744,% change,22003,1051
Louisiana,Ascension,-20.302086666753013,% change,22005,1055
Louisiana,Assumption,0.2053320182858915,% change,22007,1060
Louisiana,Avoyelles,-11.028013796540547,% change,22009,1062
Louisiana,Beauregard,-16.76837745525842,% change,22011,1066
Louisiana,Bienville,0.0,% change,22013,1069
Louisiana,Bossier,-8.547553841898152,% change,22015,1076
Louisiana,Caddo,-1.8382733341717374,% change,22017,1079
Louisiana,Calcasieu,-1.9008680054514417,% change,22019,1081
Louisiana,Caldwell,-15.831179271470647,% change,22021,1084
Louisiana,Cameron,4.74791431685554,% change,22023,1089
Louisiana,Catahoula,6.487825661925036,% change,22025,1093
Louisiana,Claiborne,44.426923239233254,% change,22027,1095
Louisiana,Concordia,19.25678366159392,% change,22029,1098
Louisiana,De Soto,-7.219858235280855,% change,22031,1103
Louisiana,East Baton Rouge,-6.721001214722884,% change,22033,1108
Louisiana,East Carroll,69.62911881933024,% change,22035,1111
Louisiana,East Feliciana,-36.66518369827507,% change,22037,1115
Louisiana,Evangeline,48.19280579622089,% change,22039,1118
Louisiana,Franklin,-21.606540256812178,% change,22041,1123
Louisiana,Grant,-12.81385786023262,% change,22043,1127
Louisiana,Iberia,20.218569890375413,% change,22045,1133
Louisiana,Iberville,6.4546153061023155,% change,22047,1134
Louisiana,Jackson,0.0,% change,22049,1138
Louisiana,Jefferson,-5.686748774760176,% change,22051,1147
Louisiana,Jefferson Davis,-3.166501009310524,% change,22053,1155
Louisiana,Lafayette,-8.004420497277085,% change,22055,1161
Louisiana,Lafourche,-6.128039671178434,% change,22057,1280
Louisiana,La Salle,54.16045128767269,% change,22059,1289
Louisiana,Lincoln,-0.04237263942537028,% change,22061,1291
Louisiana,Livingston,-18.255719161203405,% change,22063,1295
Louisiana,Madison,0.13558197310891543,% change,22065,1297
Louisiana,Morehouse,-4.25706509287327,% change,22067,1299
Louisiana,Natchitoches,1.2113028891675417,% change,22069,1301
Louisiana,Orleans,-31.38049416298508,% change,22071,1304
Louisiana,Ouachita,-27.36468398892957,% change,22073,1306
Louisiana,Plaquemines,-12.539916271639942,% change,22075,1427
Louisiana,Pointe Coupee,-12.301545916220034,% change,22077,1431
Louisiana,Rapides,-5.057493035838637,% change,22079,1434
Louisiana,Red River,26.26651825036686,% change,22081,1436
Louisiana,Richland,68.4823949818078,% change,22083,1439
Louisiana,Sabine,-1.5466850520267115,% change,22085,1441
Louisiana,St. Bernard,6.5301047520037905,% change,22087,1463
Louisiana,St. Charles,4.0949479377615265,% change,22089,1466
Louisiana,St. Helena,-50.187702383335605,% change,22091,1467
Louisiana,St. James,16.43738802221792,% change,22093,1468
Louisiana,St. John the Baptist,-6.886047052418563,% change,22095,1469
Louisiana,St. Landry,22.09009755023287,% change,22097,1471
Louisiana,St. Martin,-49.90673120890584,% change,22099,1473
Louisiana,St. Mary,36.907467294835314,% change,22101,1474
Louisiana,St. Tammany,6.0892208025272625,% change,22103,1475
Louisiana,Tangipahoa,-4.801402063457871,% change,22105,1476
Louisiana,Tensas,-57.930114432211035,% change,22107,1479
Louisiana,Terrebonne,0.060033406238906885,% change,22109,1501
Louisiana,Union,-0.5187986025882196,% change,22111,1507
Louisiana,Vermilion,9.01195910817229,% change,22113,1510
Louisiana,Vernon,40.02068922775508,% change,22115,1513
Louisiana,Washington,-38.811261476805655,% change,22117,1516
Louisiana,Webster,37.81399770968664,% change,22119,1518
Louisiana,West Baton Rouge,18.321150264319765,% change,22121,1520
Louisiana,West Carroll,0.0,% change,22123,1522
Louisiana,West Feliciana,-1.1661468289923793,% change,22125,1524
Louisiana,Winn,-2.1003771117178682,% change,22127,1529
Maine,Androscoggin,11.273991104729417,% change,23001,1532
Maine,Aroostook,7.634269433720004,% change,23003,1535
Maine,Cumberland,-1.4927440558277676,% change,23005,1608
Maine,Franklin,109.59510138095862,% change,23007,1619
Maine,Hancock,-34.03049762451833,% change,23009,1748
Maine,Kennebec,-21.080794496269046,% change,23011,1755
Maine,Knox,51.15008310825131,% change,23013,1774
Maine,Lincoln,-7.048919945717186,% change,23015,1835
Maine,Oxford,-23.78906715510333,% change,23017,1842
Maine,Penobscot,-18.333604162349857,% change,23019,1846
Maine,Piscataquis,6.422911496782257,% change,23021,1851
Maine,Sagadahoc,-13.91000366489127,% change,23023,1855
Maine,Somerset,110.26893840241003,% change,23025,1860
Maine,Waldo,-17.525186208817754,% change,23027,1865
Maine,Washington,-2.149504729792926,% change,23029,1884
Maine,York,-11.439502259170018,% change,23031,1901
Maryland,Allegany,-8.31170821834792,% change,24001,1905
Maryland,Anne Arundel,23.80404069021074,% change,24003,1925
Maryland,Baltimore County,-11.707206642226495,% change,24005,1939
Maryland,Calvert,8.393815046684642,% change,24009,1946
Maryland,Caroline,-20.438371155628865,% change,24011,1949
Maryland,Carroll,-7.065803616727486,% change,24013,1955
Maryland,Cecil,10.540750662434126,% change,24015,1963
Maryland,Charles,-8.469327603540858,% change,24017,1294
Maryland,Dorchester,44.29639238144578,% change,24019,1346
Maryland,Frederick,15.942998014328804,% change,24021,1357
Maryland,Garrett,-26.407419107985426,% change,24023,1361
Maryland,Harford,-9.873238868237628,% change,24025,1372
Maryland,Howard,-12.353180805914375,% change,24027,1379
Maryland,Kent,-83.27861620469982,% change,24029,1394
Maryland,Montgomery,17.385978316181454,% change,24031,1398
Maryland,Prince George's,-13.597075122922412,% change,24033,1403
Maryland,Queen Anne's,2.623133618571824,% change,24035,1413
Maryland,St. Mary's,54.52720426985671,% change,24037,1421
Maryland,Somerset,-13.477679614252274,% change,24039,1430
Maryland,Talbot,0.0,% change,24041,1438
Maryland,Washington,1.7788433747669852,% change,24043,1445
Maryland,Wicomico,1.3069533974432341,% change,24045,1446
Maryland,Worcester,2.134874753874284,% change,24047,1456
Maryland,Baltimore City,-31.20513028746781,% change,24510,1460
Massachusetts,Barnstable,-3.7101119994081375,% change,25001,1478
Massachusetts,Berkshire,7.4478082706077124,% change,25003,1480
Massachusetts,Bristol,-7.059543695445436,% change,25005,1486
Massachusetts,Dukes,-49.699379786512196,% change,25007,1491
Massachusetts,Essex,-6.578309519075326,% change,25009,1519
Massachusetts,Franklin,-9.40256286820873,% change,25011,1523
Massachusetts,Hampden,-15.69561233527042,% change,25013,1526
Massachusetts,Hampshire,6.246778886103077,% change,25015,1527
Massachusetts,Middlesex,-5.855175501435826,% change,25017,1533
Massachusetts,Nantucket,-30.969372790430395,% change,25019,1537
Massachusetts,Norfolk,-6.848906534108297,% change,25021,1543
Massachusetts,Plymouth,-9.332549004074526,% change,25023,1569
Massachusetts,Suffolk,-73.8902204964113,% change,25025,1585
Massachusetts,Worcester,-7.230914252951924,% change,25027,1599
Michigan,Alcona,-7.817453763105098,% change,26001,1603
Michigan,Alger,0.2878611421843875,% change,26003,1609
Michigan,Allegan,-27.918723827916264,% change,26005,1611
Michigan,Alpena,-8.361113472583757,% change,26007,1614
Michigan,Antrim,-53.491608168858065,% change,26009,1617
Michigan,Arenac,11232.759410102526,% change,26011,1621
Michigan,Baraga,13.919627020106907,% change,26013,1624
Michigan,Barry,-0.8918057995716442,% change,26015,1627
Michigan,Bay,19.607573539856674,% change,26017,1631
Michigan,Benzie,0,% change,26019,1634
Michigan,Berrien,9.375972540852363,% change,26021,1635
Michigan,Branch,-81.78288184375523,% change,26023,1640
Michigan,Calhoun,-3.9487742856177266,% change,26025,1641
Michigan,Cass,49.0286621626823,% change,26027,1644
Michigan,Charlevoix,-7.364057282205868,% change,26029,1648
Michigan,Cheboygan,-17.07894988963801,% change,26031,1649
Michigan,Chippewa,-21.221444117416212,% change,26033,1660
Michigan,Clare,-54.22095801627651,% change,26035,1665
Michigan,Clinton,19.86918931829459,% change,26037,1669
Michigan,Crawford,3.2565198317779758,% change,26039,1672
Michigan,Delta,19.960340910104176,% change,26041,1675
Michigan,Dickinson,4.4920042521976695,% change,26043,1677
Michigan,Eaton,38.632190468314526,% change,26045,1678
Michigan,Emmet,-33.2204863094448,% change,26047,1686
Michigan,Genesee,4.229998203952237,% change,26049,1688
Michigan,Gladwin,-84.84578776791246,% change,26051,1691
Michigan,Gogebic,-71.22195653897927,% change,26053,1693
Michigan,Grand Traverse,8.807226210561323,% change,26055,1697
Michigan,Gratiot,334.6213546785604,% change,26057,1700
Michigan,Hillsdale,18.37324228526681,% change,26059,1701
Michigan,Houghton,7.791296829943019,% change,26061,1705
Michigan,Huron,-14.401377347953767,% change,26063,1708
Michigan,Ingham,-11.54073495982967,% change,26065,1710
Michigan,Ionia,104.09569163172692,% change,26067,1713
Michigan,Iosco,-16.574167572900112,% change,26069,1715
Michigan,Iron,-33.02149888462561,% change,26071,1716
Michigan,Isabella,-12.109512605827062,% change,26073,1717
Michigan,Jackson,-1.9346051802587632,% change,26075,1719
Michigan,Kalamazoo,-0.8766748061002458,% change,26077,1720
Michigan,Kalkaska,-37.847704487930756,% change,26079,1722
Michigan,Kent,-6.48937404234531,% change,26081,1726
Michigan,Keweenaw,8.960834579145315,% change,26083,1743
Michigan,Lake,0.3674992633090519,% change,26085,1749
Michigan,Lapeer,-11.99471585247215,% change,26087,1752
Michigan,Leelanau,-86.0147948605837,% change,26089,1765
Michigan,Lenawee,-11.777910401192516,% change,26091,1768
Michigan,Livingston,4.638107516623011,% change,26093,1770
Michigan,Luce,3.965570224734668,% change,26095,1773
Michigan,Mackinac,0.3386240465805598,% change,26097,1779
Michigan,Macomb,0.4397694589911706,% change,26099,1785
Michigan,Manistee,-30.822653107784507,% change,26101,1787
Michigan,Marquette,7.196137464204664,% change,26103,1793
Michigan,Mason,13.288111453665508,% change,26105,1797
Michigan,Mecosta,0.08218329543111513,% change,26107,1800
Michigan,Menominee,736.1115459982336,% change,26109,1802
Michigan,Midland,-16.784954748985154,% change,26111,1806
Michigan,Missaukee,-56.03202735082806,% change,26113,1810
Michigan,Monroe,-8.145288549296604,% change,26115,1812
Michigan,Montcalm,27.82678014106168,% change,26117,1815
Michigan,Montmorency,4.681335540858508,% change,26119,1816
Michigan,Muskegon,4.1678247259831895,% change,26121,1818
Michigan,Newaygo,63.7567321071684,% change,26123,1820
Michigan,Oakland,-0.0847040026043239,% change,26125,1824
Michigan,Oceana,-0.9629413062776618,% change,26127,1825
Michigan,Ogemaw,-100.0,% change,26129,1827
Michigan,Ontonagon,2.409956822452891,% change,26131,1829
Michigan,Osceola,-0.39089385582553793,% change,26133,1830
Michigan,Oscoda,592130.5637640554,% change,26135,1832
Michigan,Otsego,8.544616046222712,% change,26137,1834
Michigan,Ottawa,1.1885394291688045,% change,26139,1837
Michigan,Presque Isle,-5.5324130136260985,% change,26141,1840
Michigan,Roscommon,25.12815520586719,% change,26143,1843
Michigan,Saginaw,29.42508525991133,% change,26145,1845
Michigan,St. Clair,7.281584048256017,% change,26147,1854
Michigan,St. Joseph,2.0387643459057796,% change,26149,1857
Michigan,Sanilac,6.616368547621463,% change,26151,1858
Michigan,Schoolcraft,-1.617018425720687,% change,26153,1861
Michigan,Shiawassee,4.276907123511725,% change,26155,1863
Michigan,Tuscola,-46.615457020051934,% change,26157,1866
Michigan,Van Buren,-8.894671888179634,% change,26159,1867
Michigan,Washtenaw,-2.194872067299137,% change,26161,1869
Michigan,Wayne,-6.094663850542583,% change,26163,1871
Michigan,Wexford,2.958377031955357,% change,26165,1873
Minnesota,Aitkin,9.938223876470067,% change,27001,1875
Minnesota,Anoka,-7.030051273640598,% change,27003,1877
Minnesota,Becker,-9.121468498963614,% change,27005,1878
Minnesota,Beltrami,1.5120885917949678,% change,27007,1880
Minnesota,Benton,-32.79387575134163,% change,27009,1881
Minnesota,Big Stone,-4.551927076498598,% change,27011,1882
Minnesota,Blue Earth,-3.506087144030466,% change,27013,1886
Minnesota,Brown,-18.297012867013756,% change,27015,1892
Minnesota,Carlton,18.03045159033258,% change,27017,1893
Minnesota,Carver,1.8146479633551433,% change,27019,1894
Minnesota,Cass,-26.120493297188368,% change,27021,1895
Minnesota,Chippewa,-32.792181214119395,% change,27023,1896
Minnesota,Chisago,35.95654742128207,% change,27025,1897
Minnesota,Clay,-54.72134014901046,% change,27027,1898
Minnesota,Clearwater,-0.7053484150083255,% change,27029,1899
Minnesota,Cook,1.105684253749413,% change,27031,1900
Minnesota,Cottonwood,-7.519076440157122,% change,27033,1902
Minnesota,Crow Wing,-14.600355941834762,% change,27035,1903
Minnesota,Dakota,-11.458027667487208,% change,27037,1904
Minnesota,Dodge,-12.942070661202154,% change,27039,1906
Minnesota,Douglas,-29.52837309050947,% change,27041,1907
Minnesota,Faribault,-15.452794588882107,% change,27043,1908
Minnesota,Fillmore,-15.065618688517498,% change,27045,1909
Minnesota,Freeborn,-1.9528200280619281,% change,27047,1910
Minnesota,Goodhue,-27.045012105254735,% change,27049,1911
Minnesota,Grant,-0.9453000922891327,% change,27051,1912
Minnesota,Hennepin,-11.391015050981562,% change,27053,1913
Minnesota,Houston,0.0,% change,27055,1914
Minnesota,Hubbard,1.4862333735581925,% change,27057,1915
Minnesota,Isanti,-25.3221029853763,% change,27059,1916
Minnesota,Itasca,-2.976768178686783,% change,27061,1917
Minnesota,Jackson,-55.06549827843521,% change,27063,1918
Minnesota,Kanabec,163.46768987257948,% change,27065,1919
Minnesota,Kandiyohi,3.8264745025575766,% change,27067,1920
Minnesota,Kittson,174.59128297186885,% change,27069,1921
Minnesota,Koochiching,-0.27951450366011626,% change,27071,1922
Minnesota,Lac qui Parle,-16.958999922443212,% change,27073,1923
Minnesota,Lake,-0.8556905192323421,% change,27075,1926
Minnesota,Lake of the Woods,0.0,% change,27077,1927
Minnesota,Le Sueur,139.91448765387526,% change,27079,1929
Minnesota,Lincoln,-85.85082914620078,% change,27081,1931
Minnesota,Lyon,6.198568431657245,% change,27083,1932
Minnesota,McLeod,26.00688559162449,% change,27085,1934
Minnesota,Mahnomen,0.0,% change,27087,1936
Minnesota,Marshall,-1.6321561949464751,% change,27089,1937
Minnesota,Martin,2.018755984029845,% change,27091,1940
Minnesota,Meeker,46.30454369465411,% change,27093,1941
Minnesota,Mille Lacs,-75.5807246127197,% change,27095,1943
Minnesota,Morrison,-12.307352823789506,% change,27097,1944
Minnesota,Mower,-59.154858533468314,% change,27099,1945
Minnesota,Murray,-56.758510012355366,% change,27101,1947
Minnesota,Nicollet,-0.3184853289321079,% change,27103,1948
Minnesota,Nobles,-25.499293744118596,% change,27105,1950
Minnesota,Norman,26.166271203822944,% change,27107,1951
Minnesota,Olmsted,-7.684865109476566,% change,27109,1953
Minnesota,Otter Tail,13.794057639378446,% change,27111,1954
Minnesota,Pennington,4.114760959001868,% change,27113,1956
Minnesota,Pine,-46.885819587208715,% change,27115,1957
Minnesota,Pipestone,-16.680606440794413,% change,27117,1958
Minnesota,Polk,26.64138727481951,% change,27119,1959
Minnesota,Pope,2.9292044410172386,% change,27121,1961
Minnesota,Ramsey,-15.218742715222088,% change,27123,1964
Minnesota,Red Lake,145.02572955299414,% change,27125,1966
Minnesota,Redwood,-2.6356450865981382,% change,27127,1969
Minnesota,Renville,-34.09118080560495,% change,27129,1971
Minnesota,Rice,-1.466821801540761,% change,27131,1973
Minnesota,Rock,-34.70431327722337,% change,27133,1974
Minnesota,Roseau,-1.1800905249371418,% change,27135,1976
Minnesota,St. Louis,-5.116956310701713,% change,27137,1978
Minnesota,Scott,-13.71566287156922,% change,27139,1979
Minnesota,Sherburne,7.177666978967053,% change,27141,1980
Minnesota,Sibley,-48.81140981239206,% change,27143,1982
Minnesota,Stearns,3.8548396296904484,% change,27145,1984
Minnesota,Steele,-16.675038422295348,% change,27147,1985
Minnesota,Stevens,-14.926009230746537,% change,27149,1987
Minnesota,Swift,-40.97774134736641,% change,27151,1988
Minnesota,Todd,-2.2973968505862894,% change,27153,1989
Minnesota,Traverse,0.0,% change,27155,1990
Minnesota,Wabasha,-0.09734941628982992,% change,27157,1991
Minnesota,Wadena,-51.260841298497816,% change,27159,1992
Minnesota,Waseca,0.3560202186148304,% change,27161,1993
Minnesota,Washington,-0.7928415606288206,% change,27163,1994
Minnesota,Watonwan,0.0,% change,27165,1996
Minnesota,Wilkin,-5.451705546449044,% change,27167,1997
Minnesota,Winona,-5.3627247376891525,% change,27169,1998
Minnesota,Wright,-17.162448239518525,% change,27171,1999
Minnesota,Yellow Medicine,-0.0034317733721686582,% change,27173,1531
Mississippi,Adams,-9.944993917077355,% change,28001,1534
Mississippi,Alcorn,2.5057560251900153,% change,28003,1538
Mississippi,Amite,-3.7864525977941974,% change,28005,1539
Mississippi,Attala,126.64388573537389,% change,28007,1541
Mississippi,Benton,3.6310162180104766,% change,28009,1544
Mississippi,Bolivar,-0.41735870852252577,% change,28011,1547
Mississippi,Calhoun,-3.656603177301269,% change,28013,1548
Mississippi,Carroll,-9.967584572428873,% change,28015,1549
Mississippi,Chickasaw,-22.403652137358065,% change,28017,1550
Mississippi,Choctaw,-6.453495277284517,% change,28019,1552
Mississippi,Claiborne,0.1735885251047755,% change,28021,1555
Mississippi,Clarke,1.2803933908340726,% change,28023,1557
Mississippi,Clay,82.01766024346172,% change,28025,1559
Mississippi,Coahoma,3.2317857130631045,% change,28027,1562
Mississippi,Copiah,-22.12508075957643,% change,28029,1564
Mississippi,Covington,0,% change,28031,1567
Mississippi,DeSoto,-2.99424550738369,% change,28033,1571
Mississippi,Forrest,-5.912552251237654,% change,28035,1572
Mississippi,Franklin,-2.2420145080325486,% change,28037,1575
Mississippi,George,-2.56035986890465,% change,28039,1577
Mississippi,Greene,-70.44425248103043,% change,28041,1579
Mississippi,Grenada,-23.155043320300848,% change,28043,1581
Mississippi,Hancock,-23.50053561874237,% change,28045,1583
Mississippi,Harrison,-14.918140101553698,% change,28047,1587
Mississippi,Hinds,-4.611045858603663,% change,28049,1591
Mississippi,Holmes,59.23161291023246,% change,28051,1593
Mississippi,Humphreys,15.190856106237291,% change,28053,1596
Mississippi,Issaquena,62.62822632003421,% change,28055,1598
Mississippi,Itawamba,-6.915589122892593,% change,28057,1601
Mississippi,Jackson,17.94764132662518,% change,28059,1605
Mississippi,Jasper,-8.135746740422347,% change,28061,1607
Mississippi,Jefferson,3.0152902295710517,% change,28063,1610
Mississippi,Jefferson Davis,757.846504254745,% change,28065,1612
Mississippi,Jones,-28.71631244960241,% change,28067,1615
Mississippi,Kemper,35.683013605918134,% change,28069,1616
Mississippi,Lafayette,15.749507902592969,% change,28071,1620
Mississippi,Lamar,-0.6594892561443335,% change,28073,1623
Mississippi,Lauderdale,12.443354058453037,% change,28075,1628
Mississippi,Lawrence,-25.97512286302391,% change,28077,1632
Mississippi,Leake,53.47553868336846,% change,28079,1636
Mississippi,Lee,9.646204052356099,% change,28081,1638
Mississippi,Leflore,52.74425021651311,% change,28083,1643
Mississippi,Lincoln,-9.970321310297967,% change,28085,1645
Mississippi,Lowndes,-22.429884248715105,% change,28087,1647
Mississippi,Madison,-1.64352159594329,% change,28089,1651
Mississippi,Marion,72.76735147212095,% change,28091,1653
Mississippi,Marshall,10.387732693729719,% change,28093,1655
Mississippi,Monroe,-4.486617091514906,% change,28095,1656
Mississippi,Montgomery,-77.66016342886304,% change,28097,1658
Mississippi,Neshoba,24.270437669247848,% change,28099,1661
Mississippi,Newton,3.007447772338588,% change,28101,1663
Mississippi,Noxubee,-0.2353348610136336,% change,28103,1666
Mississippi,Oktibbeha,1.9577896518239442,% change,28105,1668
Mississippi,Panola,-3.725442528600192,% change,28107,1671
Mississippi,Pearl River,-8.248414117893587,% change,28109,1676
Mississippi,Perry,47.15250727084621,% change,28111,1679
Mississippi,Pike,79.02316065359021,% change,28113,1680
Mississippi,Pontotoc,6.70736616601458,% change,28115,1682
Mississippi,Prentiss,36.01578296668131,% change,28117,1684
Mississippi,Quitman,0.0,% change,28119,1685
Mississippi,Rankin,5.802570842498862,% change,28121,1690
Mississippi,Scott,-14.93085429289932,% change,28123,1692
Mississippi,Sharkey,347.7439735236987,% change,28125,1695
Mississippi,Simpson,35.83597557570995,% change,28127,1698
Mississippi,Smith,14.81858901580333,% change,28129,1709
Mississippi,Stone,-11.23703462579732,% change,28131,1712
Mississippi,Sunflower,4.522691679698982,% change,28133,1721
Mississippi,Tallahatchie,-1.6877761988876785,% change,28135,1725
Mississippi,Tate,-9.195452977150739,% change,28137,1727
Mississippi,Tippah,72.92651319662077,% change,28139,1730
Mississippi,Tishomingo,0.0,% change,28141,1732
Mississippi,Tunica,-38.32479116677428,% change,28143,1735
Mississippi,Union,-3.9384562904673626,% change,28145,1737
Mississippi,Walthall,-65.25151157736914,% change,28147,1740
Mississippi,Warren,-15.867965113443514,% change,28149,1746
Mississippi,Washington,86.7336920305518,% change,28151,1750
Mississippi,Wayne,-66.34793595837031,% change,28153,1753
Mississippi,Webster,-11.44131742838183,% change,28155,1756
Mississippi,Wilkinson,2.221587489585293,% change,28157,1757
Mississippi,Winston,-13.50364642612595,% change,28159,1758
Mississippi,Yalobusha,-68.57750659647823,% change,28161,1759
Mississippi,Yazoo,1.6313049246265032,% change,28163,1760
Missouri,Adair,-6.003471298732001,% change,29001,1761
Missouri,Andrew,-33.32629800580561,% change,29003,1762
Missouri,Atchison,157.7382076687782,% change,29005,1763
Missouri,Audrain,-39.13920815751563,% change,29007,1766
Missouri,Barry,50.17974649354539,% change,29009,1767
Missouri,Barton,-4.11011819989975,% change,29011,1771
Missouri,Bates,-6.129510811465224,% change,29013,1776
Missouri,Benton,51.102013432106396,% change,29015,1778
Missouri,Bollinger,-1.0498808912453894,% change,29017,1781
Missouri,Boone,-9.2086617688156,% change,29019,1783
Missouri,Buchanan,11.090022480242187,% change,29021,1789
Missouri,Butler,-9.705594719647436,% change,29023,1792
Missouri,Caldwell,0.0,% change,29025,1795
Missouri,Callaway,14.411803703520306,% change,29027,1799
Missouri,Camden,96.50493620852627,% change,29029,1803
Missouri,Cape Girardeau,-2.3177215026301643,% change,29031,1808
Missouri,Carroll,-14.379913719527327,% change,29033,1822
Missouri,Carter,0.8005272024272163,% change,29035,1001
Missouri,Cass,-5.622637597109638,% change,29037,1004
Missouri,Cedar,45.96091058697997,% change,29039,1007
Missouri,Chariton,-72.0917233761568,% change,29041,1011
Missouri,Christian,28.35455089494976,% change,29043,1014
Missouri,Clark,-6.081295636480929,% change,29045,1015
Missouri,Clay,-2.620385352836934,% change,29047,1018
Missouri,Clinton,-3.2611621197815968,% change,29049,1021
Missouri,Cole,10.674761285986245,% change,29051,1022
Missouri,Cooper,4.007591909137003,% change,29053,1025
Missouri,Crawford,15.743777956446728,% change,29055,1028
Missouri,Dade,43.231462158515654,% change,29057,1030
Missouri,Dallas,-27.888526266625995,% change,29059,1032
Missouri,Daviess,-1.2032909662952067,% change,29061,1036
Missouri,DeKalb,-1.2827163464946245,% change,29063,1038
Missouri,Dent,38.80826022789626,% change,29065,1040
Missouri,Douglas,-19.418560980000052,% change,29067,1043
Missouri,Dunklin,180.37694072080342,% change,29069,1045
Missouri,Franklin,46.07059156503327,% change,29071,1047
Missouri,Gasconade,-66.73421032431858,% change,29073,1049
Missouri,Gentry,-9.805574290576226,% change,29075,1052
Missouri,Greene,-12.421991593101808,% change,29077,1054
Missouri,Grundy,6.026803930093605,% change,29079,1057
Missouri,Harrison,8.457189956774148,% change,29081,1058
Missouri,Henry,25.12829797886649,% change,29083,1061
Missouri,Hickory,82.92726772291444,% change,29085,1063
Missouri,Holt,0.0,% change,29087,1065
Missouri,Howard,-35.309206284264064,% change,29089,1068
Missouri,Howell,2.5751525789835443,% change,29091,1070
Missouri,Iron,18.880945407520557,% change,29093,1072
Missouri,Jackson,-6.361933328802841,% change,29095,1074
Missouri,Jasper,15.205508165173134,% change,29097,1078
Missouri,Jefferson,6.445408290668572,% change,29099,1082
Missouri,Johnson,7.036771698677638,% change,29101,1087
Missouri,Knox,0.0,% change,29103,1091
Missouri,Laclede,3.6754119462619204,% change,29105,1096
Missouri,Lafayette,7.292901366730497,% change,29107,1099
Missouri,Lawrence,6.535707831903725,% change,29109,1101
Missouri,Lewis,0.0,% change,29111,1104
Missouri,Lincoln,-50.87035943935811,% change,29113,1106
