State,County,White low access to store (%) 2015 (PCT_LACCESS_WHITE15),Units,FIPS,FID
Georgia,Dodge,1.8656962746541477,Percent,13091,720
Georgia,Dooly,1.5155819990778725,Percent,13093,724
Georgia,Dougherty,9.233353763133687,Percent,13095,728
Georgia,Douglas,16.405910606575837,Percent,13097,731
Georgia,Early,4.752440227266924,Percent,13099,735
Georgia,Echols,4.096525648729698,Percent,13101,737
Georgia,Effingham,9.298447725026412,Percent,13103,742
Georgia,Elbert,11.8912612104759,Percent,13105,746
Georgia,Emanuel,17.858460759695728,Percent,13107,750
Georgia,Evans,4.3136953277894365,Percent,13109,754
Georgia,Fannin,1.090958760661017,Percent,13111,755
Georgia,Fayette,22.342170211978658,Percent,13113,760
Georgia,Floyd,15.68604050273368,Percent,13115,764
Georgia,Forsyth,23.08941570230054,Percent,13117,768
Georgia,Franklin,0.6937989918186153,Percent,13119,772
Georgia,Fulton,9.206000270045504,Percent,13121,779
Georgia,Gilmer,5.492576765484023,Percent,13123,781
Georgia,Glascock,62.190606493343935,Percent,13125,783
Georgia,Glynn,18.258697945324016,Percent,13127,793
Georgia,Gordon,10.968592364738956,Percent,13129,796
Georgia,Grady,5.560895948285595,Percent,13131,797
Georgia,Greene,2.068983006632937,Percent,13133,800
Georgia,Gwinnett,17.086458725902343,Percent,13135,804
Georgia,Habersham,13.627385599464093,Percent,13137,806
Georgia,Hall,20.55065940297083,Percent,13139,808
Georgia,Hancock,5.468212725635848,Percent,13141,810
Georgia,Haralson,4.900574830467096,Percent,13143,813
Georgia,Harris,0.1984365464491044,Percent,13145,814
Georgia,Hart,7.520889963780469,Percent,13147,816
Georgia,Heard,6.110683909757317,Percent,13149,817
Georgia,Henry,18.240595316558686,Percent,13151,820
Georgia,Houston,25.186381711117654,Percent,13153,823
Georgia,Irwin,6.060072584746236,Percent,13155,825
Georgia,Jackson,3.443841757931851,Percent,13157,828
Georgia,Jasper,17.403568848707554,Percent,13159,830
Georgia,Jeff Davis,8.884026849678657,Percent,13161,832
Georgia,Jefferson,0.732090215524306,Percent,13163,834
Georgia,Jenkins,3.1766189200873742,Percent,13165,835
Georgia,Johnson,8.277176458421835,Percent,13167,837
Georgia,Jones,3.679484925233841,Percent,13169,839
Georgia,Lamar,4.024852472930824,Percent,13171,841
Georgia,Lanier,3.174607108228339,Percent,13173,845
Georgia,Laurens,4.591434138200459,Percent,13175,847
Georgia,Lee,12.210992749670789,Percent,13177,849
Georgia,Liberty,20.077338688311507,Percent,13179,855
Georgia,Lincoln,3.4987885958032017,Percent,13181,857
Georgia,Long,7.020750053239076,Percent,13183,860
Georgia,Lowndes,12.816917060301192,Percent,13185,863
Georgia,Lumpkin,1.0276095846596043,Percent,13187,865
Georgia,McDuffie,3.1508277760858285,Percent,13189,868
Georgia,McIntosh,6.483486990739405,Percent,13191,871
Georgia,Macon,4.059187938438725,Percent,13193,874
Georgia,Madison,2.2941222493619735,Percent,13195,875
Georgia,Marion,0.05590747049501498,Percent,13197,877
Georgia,Meriwether,2.6137762564273963,Percent,13199,879
Georgia,Miller,1.9878389427826777,Percent,13201,881
Georgia,Mitchell,4.994266501464465,Percent,13205,883
Georgia,Monroe,3.4829683042012336,Percent,13207,885
Georgia,Montgomery,9.35534757601996,Percent,13209,887
Georgia,Morgan,8.576888774957242,Percent,13211,890
Georgia,Murray,11.534687706640835,Percent,13213,892
Georgia,Muscogee,11.8167652421799,Percent,13215,896
Georgia,Newton,10.903623464320415,Percent,13217,899
Georgia,Oconee,26.23702442321083,Percent,13219,901
Georgia,Oglethorpe,3.0082514365276998,Percent,13221,905
Georgia,Paulding,18.33780508526011,Percent,13223,908
Georgia,Peach,8.95732791406586,Percent,13225,910
Georgia,Pickens,5.373210465815025,Percent,13227,912
Georgia,Pierce,10.67864424033799,Percent,13229,915
Georgia,Pike,0.028419647792761318,Percent,13231,7
Georgia,Polk,8.92941632828844,Percent,13233,8
Georgia,Pulaski,6.769045104980533,Percent,13235,11
Georgia,Putnam,1.4744755946512584,Percent,13237,13
Georgia,Quitman,12.984970975431517,Percent,13239,16
Georgia,Rabun,0.5889440620137995,Percent,13241,18
Georgia,Randolph,9.344072554117735,Percent,13243,23
Georgia,Richmond,14.461212297118612,Percent,13245,24
Georgia,Rockdale,18.68897747760664,Percent,13247,28
