State,County,SNAP-authorized stores per 1000 pop (% change) 2012-17 (PCH_SNAPSPTH_12_17),Units,FIPS,FID
Georgia,Tattnall,-25.365517596078107,% change,13267,63
Georgia,Taylor,-0.22695742126547375,% change,13269,69
Georgia,Telfair,11.395995315885365,% change,13271,75
Georgia,Terrell,-32.016431271786985,% change,13273,78
Georgia,Thomas,-1.4138347385589787,% change,13275,83
Georgia,Tift,2.6386809711815515,% change,13277,87
Georgia,Toombs,-5.986957806028791,% change,13279,91
Georgia,Towns,25.726413011307837,% change,13281,95
Georgia,Treutlen,13.710302376339605,% change,13283,102
Georgia,Troup,20.919547085592065,% change,13285,105
Georgia,Turner,26.889419252187775,% change,13287,108
Georgia,Twiggs,12.325932702843573,% change,13289,116
Georgia,Union,-3.969942795127168,% change,13291,120
Georgia,Upson,-12.631759221491071,% change,13293,123
Georgia,Walker,-5.6717654653542935,% change,13295,126
Georgia,Walton,5.731810320286618,% change,13297,127
Georgia,Ware,-2.4483042398394996,% change,13299,132
Georgia,Warren,-29.220807830517376,% change,13301,135
Georgia,Washington,21.170951039003853,% change,13303,143
Georgia,Wayne,-4.2487682659322195,% change,13305,147
Georgia,Webster,-6.185220729366592,% change,13307,149
Georgia,Wheeler,-17.998658618376933,% change,13309,154
Georgia,White,-7.144222897242438,% change,13311,157
Georgia,Whitfield,-6.276689179400212,% change,13313,159
Georgia,Wilcox,-9.835227272727286,% change,13315,163
Georgia,Wilkes,19.871933959938083,% change,13317,167
Georgia,Wilkinson,-14.67327241138881,% change,13319,169
Georgia,Worth,5.452792827251294,% change,13321,173
Hawaii,Hawaii,-3.251272939141356,% change,15001,198
Hawaii,Honolulu,-8.407396310348986,% change,15003,234
Hawaii,Kalawao,0,% change,15005,247
Hawaii,Kauai,-15.100807209419681,% change,15007,261
Hawaii,Maui,12.672769225303515,% change,15009,323
Idaho,Ada,-1.698712553305189,% change,16001,336
Idaho,Adams,-21.570736955352345,% change,16003,338
Idaho,Bannock,2.9570842750309905,% change,16005,343
Idaho,Bear Lake,-21.60583941605839,% change,16007,349
Idaho,Benewah,-13.965592334494762,% change,16009,354
Idaho,Bingham,31.138081448095168,% change,16011,362
Idaho,Blaine,29.560304421463577,% change,16013,371
Idaho,Boise,10.374016773454182,% change,16015,380
Idaho,Bonner,-9.40289256198347,% change,16017,387
Idaho,Bonneville,9.41783329020117,% change,16019,395
Idaho,Boundary,10.164168360163856,% change,16021,405
Idaho,Butte,5.303612605687932,% change,16023,414
Idaho,Camas,-2.2686025408348507,% change,16025,429
Idaho,Canyon,-10.799575837985623,% change,16027,441
Idaho,Caribou,15.7861814046062,% change,16029,449
Idaho,Cassia,73.05766976198895,% change,16031,456
Idaho,Clark,0,% change,16033,464
Idaho,Clearwater,0.5148607535689208,% change,16035,474
Idaho,Custer,35.89819576396759,% change,16037,484
Idaho,Elmore,0.7867152017175314,% change,16039,490
Idaho,Franklin,-21.44647596579181,% change,16041,498
Idaho,Fremont,27.815220711776416,% change,16043,502
Idaho,Gem,-10.566619951412246,% change,16045,510
Idaho,Gooding,12.338005818566511,% change,16047,519
Idaho,Idaho,3.545273643451828,% change,16049,528
Idaho,Jefferson,5.107712012360776,% change,16051,540
Idaho,Jerome,61.958842629328736,% change,16053,547
Idaho,Kootenai,3.3124951963932006,% change,16055,552
Idaho,Latah,11.887417603797564,% change,16057,559
Idaho,Lemhi,18.756947162426602,% change,16059,566
Idaho,Lewis,25.064316953949056,% change,16061,574
Idaho,Lincoln,36.439921022940965,% change,16063,578
Idaho,Madison,-38.65701844547556,% change,16065,581
Idaho,Minidoka,-57.82035707550687,% change,16067,585
Idaho,Nez Perce,16.543851935385863,% change,16069,589
Idaho,Oneida,48.10631729538436,% change,16071,593
Idaho,Owyhee,23.21668699377676,% change,16073,601
Idaho,Payette,8.406872021562926,% change,16075,606
Idaho,Power,27.92763157894737,% change,16077,613
Idaho,Shoshone,18.61119611079746,% change,16079,621
Idaho,Teton,36.75764077650638,% change,16081,627
Idaho,Twin Falls,17.05225652169785,% change,16083,634
Idaho,Valley,20.52025825769625,% change,16085,643
Idaho,Washington,-1.215196126864925,% change,16087,649
Illinois,Adams,4.858430543083666,% change,17001,650
Illinois,Alexander,43.14067036157298,% change,17003,651
Illinois,Bond,-15.097465462602916,% change,17005,652
Illinois,Boone,20.316612602048288,% change,17007,653
Illinois,Brown,2.948183442525312,% change,17009,654
Illinois,Bureau,-8.75687065435705,% change,17011,2
Illinois,Calhoun,-48.12745706600455,% change,17013,4
Illinois,Carroll,21.59344262295079,% change,17015,6
Illinois,Cass,3.7940952651197484,% change,17017,10
Illinois,Champaign,12.34699824813815,% change,17019,12
Illinois,Christian,14.937244262415211,% change,17021,14
Illinois,Clark,-7.541665120965554,% change,17023,19
Illinois,Clay,-3.7057670664270077,% change,17025,22
Illinois,Clinton,5.337341679472088,% change,17027,27
Illinois,Coles,9.40832805307852,% change,17029,30
Illinois,Cook,-14.099716862008185,% change,17031,36
Illinois,Crawford,9.345224286053554,% change,17033,40
Illinois,Cumberland,20.450586725339207,% change,17035,44
Illinois,DeKalb,15.81407667409214,% change,17037,49
Illinois,De Witt,12.845826476005099,% change,17039,53
Illinois,Douglas,24.214647831912874,% change,17041,55
Illinois,DuPage,6.521936249670201,% change,17043,64
Illinois,Edgar,4.9803785780240135,% change,17045,66
Illinois,Edwards,26.66897934011719,% change,17047,71
Illinois,Effingham,29.403910867053952,% change,17049,76
Illinois,Fayette,-3.779385950269444,% change,17051,79
Illinois,Ford,-3.0706610224682476,% change,17053,81
Illinois,Franklin,6.911326606409091,% change,17055,85
Illinois,Fulton,5.910769401954544,% change,17057,89
Illinois,Gallatin,-54.19010123734533,% change,17059,92
Illinois,Greene,14.828775293326697,% change,17061,96
Illinois,Grundy,-3.0404638562478135,% change,17063,99
Illinois,Hamilton,0.06326181925048308,% change,17065,106
Illinois,Hancock,-12.766269432990121,% change,17067,111
Illinois,Hardin,0.8547536661723566,% change,17069,113
Illinois,Henderson,1.9505663518257332,% change,17071,117
Illinois,Henry,2.9422155765185387,% change,17073,121
Illinois,Iroquois,11.471759204400945,% change,17075,125
Illinois,Jackson,21.325749776954197,% change,17077,129
Illinois,Jasper,-0.8050311375333001,% change,17079,133
Illinois,Jefferson,2.9269400109981873,% change,17081,137
Illinois,Jersey,12.28825790377226,% change,17083,142
Illinois,Jo Daviess,59.70503789178909,% change,17085,145
Illinois,Johnson,26.447694397826275,% change,17087,152
Illinois,Kane,8.945315693827514,% change,17089,156
Illinois,Kankakee,26.212913950699644,% change,17091,161
Illinois,Kendall,-0.2367883861393716,% change,17093,165
Illinois,Knox,14.86640489145001,% change,17095,166
Illinois,Lake,8.76055930927189,% change,17097,170
Illinois,LaSalle,8.672325245288613,% change,17099,175
Illinois,Lawrence,25.518170322722515,% change,17101,177
Illinois,Lee,12.65384307969542,% change,17103,180
Illinois,Livingston,18.477977449143008,% change,17105,182
Illinois,Logan,-6.407896859701531,% change,17107,186
Illinois,McDonough,11.535921166440865,% change,17109,189
Illinois,McHenry,8.596332198786936,% change,17111,192
Illinois,McLean,6.037201932800584,% change,17113,193
Illinois,Macon,12.600052757707253,% change,17115,194
Illinois,Macoupin,5.978943778272441,% change,17117,196
Illinois,Madison,1.3154975799119233,% change,17119,199
Illinois,Marion,7.600896607644899,% change,17121,201
Illinois,Marshall,40.11935208866154,% change,17123,202
Illinois,Mason,-10.376122692473407,% change,17125,206
Illinois,Massac,23.641274941522152,% change,17127,208
Illinois,Menard,-6.494079216006529,% change,17129,212
Illinois,Mercer,14.483172798763249,% change,17131,216
Illinois,Monroe,-18.553246556790615,% change,17133,219
Illinois,Montgomery,0.032284509647294825,% change,17135,223
Illinois,Morgan,-3.571238315553402,% change,17137,225
Illinois,Moultrie,-4.891199311265728,% change,17139,227
Illinois,Ogle,19.126608576268083,% change,17141,229
Illinois,Peoria,11.84930416645828,% change,17143,233
Illinois,Perry,-5.648782163881092,% change,17145,235
Illinois,Piatt,11.689600721858795,% change,17147,238
Illinois,Pike,27.331878329993277,% change,17149,241
Illinois,Pope,31.699421965317924,% change,17151,245
Illinois,Pulaski,59.331293803045114,% change,17153,248
Illinois,Putnam,4.48926139339967,% change,17155,253
Illinois,Randolph,19.470670155801077,% change,17157,255
Illinois,Richland,35.639267970567886,% change,17159,259
Illinois,Rock Island,-10.456353054291533,% change,17161,265
Illinois,St. Clair,-1.2333868690901604,% change,17163,269
Illinois,Saline,20.320823998008482,% change,17165,271
Illinois,Sangamon,8.535921368740066,% change,17167,274
Illinois,Schuyler,-9.14407554066403,% change,17169,278
Illinois,Scott,-20.681727309076365,% change,17171,280
Illinois,Shelby,-12.147097334939179,% change,17173,283
Illinois,Stark,2.3168219340468017,% change,17175,285
Illinois,Stephenson,18.716419964092886,% change,17177,290
Illinois,Tazewell,17.785549880422778,% change,17179,291
Illinois,Union,-1.580271920088774,% change,17181,293
Illinois,Vermilion,0.44970728082099404,% change,17183,296
Illinois,Wabash,22.48585603620853,% change,17185,299
Illinois,Warren,7.711889089532244,% change,17187,301
Illinois,Washington,-3.725268513284318,% change,17189,305
Illinois,Wayne,-9.244834700642418,% change,17191,310
Illinois,White,21.317877129327858,% change,17193,312
Illinois,Whiteside,4.440649655342148,% change,17195,314
Illinois,Will,16.74177038430032,% change,17197,320
Illinois,Williamson,18.130606314296195,% change,17199,324
Illinois,Winnebago,14.253389729973023,% change,17201,325
Illinois,Woodford,24.81293326732031,% change,17203,328
Indiana,Adams,-12.052000636362791,% change,18001,330
Indiana,Allen,2.4161852851103727,% change,18003,335
Indiana,Bartholomew,-2.9899378440222812,% change,18005,342
Indiana,Benton,17.834152508482006,% change,18007,179
Indiana,Blackford,-18.88450324071568,% change,18009,183
Indiana,Boone,18.878655462184888,% change,18011,185
Indiana,Brown,-34.613342676611694,% change,18013,188
Indiana,Carroll,0.27945506262784237,% change,18015,195
Indiana,Cass,15.54091655465899,% change,18017,211
Indiana,Clark,-3.703036858048238,% change,18019,215
Indiana,Clay,4.54403086296453,% change,18021,221
Indiana,Clinton,2.181514373240094,% change,18023,226
Indiana,Crawford,31.316054977588863,% change,18025,232
Indiana,Daviess,47.988619871691505,% change,18027,239
Indiana,Dearborn,13.191448586796492,% change,18029,242
Indiana,Decatur,13.122750949096181,% change,18031,246
Indiana,DeKalb,6.746983684364757,% change,18033,249
Indiana,Delaware,8.96722455816489,% change,18035,252
Indiana,Dubois,21.714199748881807,% change,18037,254
Indiana,Elkhart,4.817026349880111,% change,18039,260
Indiana,Fayette,5.477395951101234,% change,18041,263
Indiana,Floyd,-8.270730007295535,% change,18043,267
Indiana,Fountain,25.76060284762192,% change,18045,270
Indiana,Franklin,9.836953040201896,% change,18047,272
Indiana,Fulton,51.42133646918057,% change,18049,276
Indiana,Gibson,37.17853506988602,% change,18051,286
Indiana,Grant,-5.272023535046822,% change,18053,297
Indiana,Greene,4.903410255838646,% change,18055,309
Indiana,Hamilton,5.734661466291519,% change,18057,321
Indiana,Hancock,10.436662804258964,% change,18059,329
Indiana,Harrison,19.91913282981187,% change,18061,334
Indiana,Hendricks,6.171776865616174,% change,18063,341
Indiana,Henry,14.68054896950024,% change,18065,344
Indiana,Howard,7.117724313825066,% change,18067,348
Indiana,Huntington,-8.504440176586664,% change,18069,352
Indiana,Jackson,0.651618863408873,% change,18071,355
Indiana,Jasper,35.76985678835175,% change,18073,356
Indiana,Jay,-13.598065190252381,% change,18075,358
Indiana,Jefferson,29.509482602575403,% change,18077,363
Indiana,Jennings,22.739965456971177,% change,18079,367
Indiana,Johnson,-0.6277604946996524,% change,18081,370
Indiana,Knox,-6.402099378874534,% change,18083,376
Indiana,Kosciusko,-1.8579677940065462,% change,18085,384
Indiana,LaGrange,-2.949507196086821,% change,18087,386
Indiana,Lake,-2.0076159782059015,% change,18089,389
Indiana,LaPorte,-0.10757425850133516,% change,18091,392
Indiana,Lawrence,26.127753689834897,% change,18093,396
Indiana,Madison,-1.4305936088918407,% change,18095,401
Indiana,Marion,7.34366952169287,% change,18097,409
Indiana,Marshall,-3.6329807374460046,% change,18099,412
Indiana,Martin,10.006293266205166,% change,18101,418
Indiana,Miami,2.6248707811601193,% change,18103,420
Indiana,Monroe,3.915326879946591,% change,18105,422
Indiana,Montgomery,19.933496477799633,% change,18107,425
Indiana,Morgan,-0.6801534941910493,% change,18109,430
Indiana,Newton,18.25396087425935,% change,18111,433
Indiana,Noble,2.900183844928021,% change,18113,436
Indiana,Ohio,61.50729514911328,% change,18115,440
Indiana,Orange,1.8463062984580738,% change,18117,444
Indiana,Owen,15.555600455623441,% change,18119,448
Indiana,Parke,86.61613170673932,% change,18121,452
Indiana,Perry,-3.6697354552813013,% change,18123,459
Indiana,Pike,6.221188839466219,% change,18125,465
Indiana,Porter,12.900877188391572,% change,18127,468
Indiana,Posey,4.778277007227998,% change,18129,471
Indiana,Pulaski,36.119355353438635,% change,18131,477
Indiana,Putnam,36.71229438960594,% change,18133,480
Indiana,Randolph,5.146699210972194,% change,18135,485
Indiana,Ripley,11.428337313637476,% change,18137,488
Indiana,Rush,0.6764715182368591,% change,18139,493
Indiana,St. Joseph,11.065440891440472,% change,18141,496
Indiana,Scott,-8.402747865492065,% change,18143,504
Indiana,Shelby,17.7794075205541,% change,18145,506
Indiana,Spencer,-34.317866599419986,% change,18147,509
Indiana,Starke,2.271926217470497,% change,18149,512
Indiana,Steuben,-10.086942353104014,% change,18151,515
Indiana,Sullivan,-9.019090121860701,% change,18153,518
Indiana,Switzerland,-1.799060217988342,% change,18155,526
Indiana,Tippecanoe,2.478948089340342,% change,18157,530
Indiana,Tipton,2.7504398364723404,% change,18159,534
Indiana,Union,43.15000000000001,% change,18161,538
Indiana,Vanderburgh,-0.7114652190223544,% change,18163,543
Indiana,Vermillion,2.431283091581755,% change,18165,548
Indiana,Vigo,27.227532370720326,% change,18167,553
Indiana,Wabash,-5.37117429422554,% change,18169,555
Indiana,Warren,1.7193025240824351,% change,18171,567
Indiana,Warrick,-6.758984258984266,% change,18173,575
Indiana,Washington,-11.176372517080086,% change,18175,584
Indiana,Wayne,22.767166150047093,% change,18177,586
Indiana,Wells,13.289486622018758,% change,18179,590
Indiana,White,-2.3027560128045392,% change,18181,594
Indiana,Whitley,-2.746041729333562,% change,18183,597
Iowa,Adair,-21.855460880724646,% change,19001,598
Iowa,Adams,-11.57985169108338,% change,19003,602
Iowa,Allamakee,23.430780968234142,% change,19005,608
Iowa,Appanoose,-1.1590043798127856,% change,19007,611
Iowa,Audubon,26.794961470413625,% change,19009,615
Iowa,Benton,37.289140974426445,% change,19011,619
Iowa,Black Hawk,8.737279180203675,% change,19013,623
Iowa,Boone,-3.8943075859108713,% change,19015,625
Iowa,Bremer,30.149950846289357,% change,19017,631
Iowa,Buchanan,11.943527340188016,% change,19019,632
Iowa,Buena Vista,31.308860093017792,% change,19021,633
Iowa,Butler,7.848346881107414,% change,19023,361
Iowa,Calhoun,-7.570471801951389,% change,19025,365
Iowa,Carroll,28.214812992125992,% change,19027,369
Iowa,Cass,-24.12375055389331,% change,19029,374
Iowa,Cedar,13.951015704606927,% change,19031,379
Iowa,Cerro Gordo,13.393987112141994,% change,19033,383
Iowa,Cherokee,19.12644595133623,% change,19035,388
Iowa,Chickasaw,-0.70658964561869,% change,19037,393
Iowa,Clarke,20.58344424463475,% change,19039,397
Iowa,Clay,9.49659863945577,% change,19041,398
Iowa,Clayton,30.18086976243126,% change,19043,402
Iowa,Clinton,2.5216011719225095,% change,19045,404
Iowa,Crawford,-5.515502684867698,% change,19047,408
Iowa,Dallas,-10.08491141980195,% change,19049,413
Iowa,Davis,-5.243016829008338,% change,19051,416
Iowa,Decatur,-2.619469026548701,% change,19053,419
Iowa,Delaware,-48.77280942109251,% change,19055,421
Iowa,Des Moines,16.99796133585279,% change,19057,424
Iowa,Dickinson,0.41138662692547806,% change,19059,427
Iowa,Dubuque,-1.6499233967720315,% change,19061,434
Iowa,Emmet,-10.172199538434231,% change,19063,437
Iowa,Fayette,0.3262198188337249,% change,19065,442
Iowa,Floyd,-13.484712749971084,% change,19067,447
Iowa,Franklin,23.77378984651711,% change,19069,451
Iowa,Fremont,8.278035330121503,% change,19071,455
Iowa,Greene,5.20273983427379,% change,19073,458
Iowa,Grundy,22.427332870858375,% change,19075,460
Iowa,Guthrie,-1.587004061230873,% change,19077,467
Iowa,Hamilton,-3.423518788388112,% change,19079,469
Iowa,Hancock,-19.971488554990845,% change,19081,470
Iowa,Hardin,3.0881771524218937,% change,19083,475
Iowa,Harrison,3.6006413884172734,% change,19085,478
Iowa,Henry,7.177867816508404,% change,19087,479
Iowa,Howard,2.071906032962757,% change,19089,481
Iowa,Humboldt,2.5390213299874262,% change,19091,487
Iowa,Ida,114.60954777196577,% change,19093,491
Iowa,Iowa,35.305241306084575,% change,19095,495
Iowa,Jackson,12.669484287121909,% change,19097,499
Iowa,Jasper,-8.057210873312162,% change,19099,505
Iowa,Jefferson,-9.016837265260499,% change,19101,507
Iowa,Johnson,19.624975145341914,% change,19103,508
Iowa,Jones,2.7856845628076483,% change,19105,516
Iowa,Keokuk,-0.23692621008801232,% change,19107,520
Iowa,Kossuth,28.273626201945778,% change,19109,523
Iowa,Lee,13.95616701327786,% change,19111,531
Iowa,Linn,2.511446112149071,% change,19113,535
Iowa,Louisa,-10.56409241092715,% change,19115,539
Iowa,Lucas,14.053589563315347,% change,19117,542
Iowa,Lyon,16.32038670284939,% change,19119,546
Iowa,Madison,-14.542612934937384,% change,19121,550
Iowa,Mahaska,-11.58937625463897,% change,19123,554
Iowa,Marion,-8.523881888523523,% change,19125,561
Iowa,Marshall,-6.920144896624077,% change,19127,568
Iowa,Mills,2.674939136314251,% change,19129,569
Iowa,Mitchell,25.67778275558052,% change,19131,572
Iowa,Monona,47.379189662134905,% change,19133,576
Iowa,Monroe,-7.167499331811911,% change,19135,580
Iowa,Montgomery,9.977093348682125,% change,19137,595
Iowa,Muscatine,-9.452661144825308,% change,19139,600
Iowa,O'Brien,17.807947588042644,% change,19141,604
Iowa,Osceola,22.368808013969304,% change,19143,607
Iowa,Page,-12.866222864189588,% change,19145,612
Iowa,Palo Alto,-23.216203302915474,% change,19147,618
Iowa,Plymouth,17.986322135122414,% change,19149,622
Iowa,Pocahontas,13.329106606746603,% change,19151,624
Iowa,Polk,1.814088138396535,% change,19153,629
Iowa,Pottawattamie,24.526319832160652,% change,19155,637
Iowa,Poweshiek,17.059668517569566,% change,19157,640
Iowa,Ringgold,20.767552572332708,% change,19159,642
Iowa,Sac,26.090608826455647,% change,19161,647
Iowa,Scott,8.235635410617888,% change,19163,657
Iowa,Shelby,65.06770114513782,% change,19165,660
Iowa,Sioux,-4.990625523282431,% change,19167,663
Iowa,Story,-7.353428677916448,% change,19169,668
Iowa,Tama,25.176801638699832,% change,19171,671
Iowa,Taylor,28.95651235567065,% change,19173,674
Iowa,Union,10.352683461117214,% change,19175,675
Iowa,Van Buren,-4.59340505798519,% change,19177,678
Iowa,Wapello,-10.385710044817664,% change,19179,681
Iowa,Warren,15.069965479787347,% change,19181,685
Iowa,Washington,32.77635653695975,% change,19183,687
Iowa,Wayne,0.16309137975308352,% change,19185,691
Iowa,Webster,0.04295178254338355,% change,19187,694
Iowa,Winnebago,0.12279210352317695,% change,19189,696
Iowa,Winneshiek,7.194037946803632,% change,19191,698
Iowa,Woodbury,-3.8316815648379583,% change,19193,702
Iowa,Worth,14.651299445113894,% change,19195,703
Iowa,Wright,22.768387514850406,% change,19197,705
Kansas,Allen,14.431413089313573,% change,20001,709
Kansas,Anderson,29.028577947635636,% change,20003,712
Kansas,Atchison,-1.07615608927262,% change,20005,715
Kansas,Barber,35.89296297538774,% change,20007,717
Kansas,Barton,13.782428774338648,% change,20009,719
Kansas,Bourbon,1.8106389227780135,% change,20011,722
Kansas,Brown,-19.71666148048266,% change,20013,723
Kansas,Butler,3.9232755950045854,% change,20015,726
Kansas,Chase,-31.494595601938123,% change,20017,729
Kansas,Chautauqua,7.793816848232569,% change,20019,730
Kansas,Cherokee,11.918589323511029,% change,20021,732
Kansas,Cheyenne,49.72046216921358,% change,20023,736
Kansas,Clark,53.64564987671715,% change,20025,738
Kansas,Clay,44.72040713747174,% change,20027,739
Kansas,Cloud,39.35416898379864,% change,20029,740
Kansas,Coffey,20.443126440255362,% change,20031,745
Kansas,Comanche,6.871508379888269,% change,20033,748
Kansas,Cowley,4.360880199817944,% change,20035,752
Kansas,Crawford,12.212719180401855,% change,20037,756
Kansas,Decatur,-0.4852686308492128,% change,20039,759
Kansas,Dickinson,38.922314519156444,% change,20041,762
Kansas,Doniphan,-9.082783313920874,% change,20043,765
Kansas,Douglas,9.569966881256914,% change,20045,767
Kansas,Edwards,7.449766302469247,% change,20047,770
Kansas,Elk,63.33066453162529,% change,20049,773
Kansas,Ellis,13.182752971522177,% change,20051,774
Kansas,Ellsworth,32.18434803742862,% change,20053,776
Kansas,Finney,51.69253191830811,% change,20055,778
Kansas,Ford,44.10248952350695,% change,20057,784
Kansas,Franklin,25.129398137018104,% change,20059,786
Kansas,Geary,51.410292557833536,% change,20061,788
Kansas,Gove,96.53123687211183,% change,20063,790
Kansas,Graham,54.98997995991982,% change,20065,791
Kansas,Grant,28.90822021075241,% change,20067,794
Kansas,Gray,26.510574018126892,% change,20069,798
Kansas,Greeley,3.9231385108086436,% change,20071,801
Kansas,Greenwood,-9.652131308182295,% change,20073,803
Kansas,Hamilton,33.28282828282827,% change,20075,805
Kansas,Harper,-3.321236902632251,% change,20077,807
Kansas,Harvey,24.809887639552144,% change,20079,812
Kansas,Haskell,46.52367755151223,% change,20081,815
Kansas,Hodgeman,50.45027783100211,% change,20083,818
Kansas,Jackson,4.982982905588948,% change,20085,819
Kansas,Jefferson,16.837318303733447,% change,20087,821
Kansas,Jewell,9.930827067669167,% change,20089,822
Kansas,Johnson,8.956176268877462,% change,20091,824
Kansas,Kearny,150.5050505050505,% change,20093,826
Kansas,Kingman,26.420516304347835,% change,20095,827
Kansas,Kiowa,-4.843799639944934,% change,20097,829
Kansas,Labette,6.854622171077882,% change,20099,831
Kansas,Lane,45.734445157152024,% change,20101,833
Kansas,Leavenworth,-11.356174131283938,% change,20103,836
Kansas,Lincoln,108.60992441669404,% change,20105,838
Kansas,Linn,-26.67396003000192,% change,20107,840
Kansas,Logan,-15.409935686433391,% change,20109,842
Kansas,Lyon,5.277212106692204,% change,20111,844
Kansas,McPherson,37.18665373573728,% change,20113,846
Kansas,Marion,7.780914152931503,% change,20115,848
Kansas,Marshall,-15.702882520670535,% change,20117,850
Kansas,Meade,18.292011693188375,% change,20119,851
Kansas,Miami,-11.058612726372745,% change,20121,853
Kansas,Mitchell,40.000815926892955,% change,20123,854
Kansas,Montgomery,39.270148278917,% change,20125,856
Kansas,Morris,60.97158570119158,% change,20127,858
Kansas,Morton,73.485401459854,% change,20129,859
Kansas,Nemaha,19.39574558669242,% change,20131,861
Kansas,Neosho,17.869392023291393,% change,20133,862
Kansas,Ness,113.87242941791564,% change,20135,864
Kansas,Norton,8.299944863076657,% change,20137,866
Kansas,Osage,10.874756953250472,% change,20139,867
Kansas,Osborne,75.7156048014774,% change,20141,869
Kansas,Ottawa,55.34709193245778,% change,20143,870
Kansas,Pawnee,46.41775272983445,% change,20145,872
Kansas,Phillips,23.329608938547484,% change,20147,873
Kansas,Pottawatomie,-20.04350008365402,% change,20149,876
Kansas,Pratt,-1.7432551736521709,% change,20151,878
Kansas,Rawlins,2.5230276331597943,% change,20153,880
Kansas,Reno,-4.5814540515004785,% change,20155,882
Kansas,Republic,72.60001421161088,% change,20157,884
Kansas,Rice,-13.994515828236398,% change,20159,886
Kansas,Riley,35.47981748579506,% change,20161,888
Kansas,Rooks,55.35395597858416,% change,20163,889
Kansas,Rush,315.0821785368998,% change,20165,891
Kansas,Russell,63.2284887924801,% change,20167,893
Kansas,Saline,22.05185741287617,% change,20169,895
Kansas,Scott,15.614439688392997,% change,20171,897
Kansas,Sedgwick,1.4326347993508706,% change,20173,898
Kansas,Seward,52.01629887028596,% change,20175,900
Kansas,Shawnee,4.002516820230826,% change,20177,902
Kansas,Sheridan,-5.303861156651042,% change,20179,904
Kansas,Sherman,112.0626355095158,% change,20181,907
Kansas,Smith,16.330425299890944,% change,20183,909
Kansas,Stafford,-28.063016665346137,% change,20185,911
Kansas,Stanton,111.1650485436893,% change,20187,913
Kansas,Stevens,-28.442374314177265,% change,20189,914
Kansas,Sumner,14.216488829589746,% change,20191,916
Kansas,Thomas,47.41864221137245,% change,20193,917
Kansas,Trego,98.44544613962094,% change,20195,919
Kansas,Wabaunsee,33.35859423104249,% change,20197,920
Kansas,Wallace,-0.45931758530184447,% change,20199,921
Kansas,Washington,70.81037652766402,% change,20201,922
Kansas,Wichita,112.32941176470585,% change,20203,923
Kansas,Wilson,14.498297091957035,% change,20205,925
Kansas,Woodson,-31.19528428122894,% change,20207,926
Kansas,Wyandotte,-8.542849120284204,% change,20209,927
Kentucky,Adair,-17.687814155685366,% change,21001,928
Kentucky,Allen,-14.632901462561005,% change,21003,929
Kentucky,Anderson,11.825990427835718,% change,21005,930
Kentucky,Ballard,37.78819110494872,% change,21007,932
Kentucky,Barren,-8.232819211564008,% change,21009,933
Kentucky,Bath,-15.247482091883485,% change,21011,934
Kentucky,Bell,-5.061486720205679,% change,21013,936
Kentucky,Boone,15.872752193783471,% change,21015,1002
Kentucky,Bourbon,9.851728209954615,% change,21017,1005
Kentucky,Boyd,9.42873245584842,% change,21019,1008
Kentucky,Boyle,16.975337521721677,% change,21021,1010
Kentucky,Bracken,0.8945803187970761,% change,21023,1013
Kentucky,Breathitt,-8.7476399324027,% change,21025,1017
Kentucky,Breckinridge,-25.06945875312144,% change,21027,1020
Kentucky,Bullitt,10.961632266494817,% change,21029,1024
Kentucky,Butler,-43.979872311339264,% change,21031,1026
Kentucky,Caldwell,-0.42404141620851976,% change,21033,1031
Kentucky,Calloway,15.30745098618945,% change,21035,1033
Kentucky,Campbell,-8.95935458530024,% change,21037,1035
Kentucky,Carlisle,-5.920463482817975,% change,21039,1039
Kentucky,Carroll,9.13488389556468,% change,21041,1041
Kentucky,Carter,4.384415595456699,% change,21043,1044
Kentucky,Casey,-15.296825396825382,% change,21045,1048
Kentucky,Christian,24.96899378929032,% change,21047,1050
Kentucky,Clark,-18.103256949453506,% change,21049,1053
Kentucky,Clay,2.9612059703466382,% change,21051,1056
Kentucky,Clinton,-16.514622946948577,% change,21053,1059
Kentucky,Crittenden,10.117975375571158,% change,21055,1064
Kentucky,Cumberland,0.018089990368308703,% change,21057,1067
Kentucky,Daviess,-4.463988543081815,% change,21059,1071
Kentucky,Edmonson,-27.59637930094335,% change,21061,1073
Kentucky,Elliott,14.697956569550374,% change,21063,1075
Kentucky,Estill,-32.82233044510092,% change,21065,1077
Kentucky,Fayette,-3.114089497808805,% change,21067,1080
Kentucky,Fleming,-27.2449212550416,% change,21069,1083
Kentucky,Floyd,13.051636139840388,% change,21071,1085
Kentucky,Franklin,0.9618306035063384,% change,21073,1086
Kentucky,Fulton,-24.730066445182718,% change,21075,1088
Kentucky,Gallatin,-0.2675919663598831,% change,21077,1090
Kentucky,Garrard,-5.971948388569483,% change,21079,1092
Kentucky,Grant,-18.543192318408508,% change,21081,1094
Kentucky,Graves,49.329521738923724,% change,21083,1097
Kentucky,Grayson,-30.165753839780713,% change,21085,1100
Kentucky,Green,-51.194388530583744,% change,21087,1102
Kentucky,Greenup,-4.254983550513151,% change,21089,1105
Kentucky,Hancock,31.454758928909595,% change,21091,1107
Kentucky,Hardin,-3.3999086935117244,% change,21093,1110
Kentucky,Harlan,-17.926352961728988,% change,21095,1114
Kentucky,Harrison,8.070999261261298,% change,21097,1119
