State,County,Households no car & low access to store (% change) 2010 - 15 (PCH_LACCESS_HHNV_10_15),Units,FIPS,FID
Georgia,Thomas,10.533943562134299,% change,13275,83
Georgia,Tift,24.861010059436694,% change,13277,87
Georgia,Toombs,21.374393974477712,% change,13279,91
Georgia,Towns,26.38371376993551,% change,13281,95
Georgia,Treutlen,-34.52165680955619,% change,13283,102
Georgia,Troup,28.836339680956947,% change,13285,105
Georgia,Turner,-30.860206250943328,% change,13287,108
Georgia,Twiggs,21.300363984094112,% change,13289,116
Georgia,Union,29.35635415978477,% change,13291,120
Georgia,Upson,23.95431562105382,% change,13293,123
Georgia,Walker,-1.7563187781970198,% change,13295,126
Georgia,Walton,7.070893103844562,% change,13297,127
Georgia,Ware,68.67555163944438,% change,13299,132
Georgia,Warren,-2.2915928087949613,% change,13301,135
Georgia,Washington,21.814616682065623,% change,13303,143
Georgia,Wayne,48.054252262858405,% change,13305,147
Georgia,Webster,-4.119591038148187,% change,13307,149
Georgia,Wheeler,128.08570906895196,% change,13309,154
Georgia,White,45.21877443156275,% change,13311,157
Georgia,Whitfield,-1.7302385899581552,% change,13313,159
Georgia,Wilcox,-24.8593739033688,% change,13315,163
Georgia,Wilkes,-24.743771484361286,% change,13317,167
Georgia,Wilkinson,2.4981919676350226,% change,13319,169
Georgia,Worth,19.54935414721696,% change,13321,173
Hawaii,Hawaii,15.056269071234803,% change,15001,198
Hawaii,Honolulu,11.353691319101856,% change,15003,234
Hawaii,Kalawao,0,% change,15005,247
Hawaii,Kauai,-13.03032817870494,% change,15007,261
Hawaii,Maui,-22.869259014133448,% change,15009,323
Idaho,Ada,17.644332363697885,% change,16001,336
Idaho,Adams,78.85002155778305,% change,16003,338
Idaho,Bannock,14.051316325793348,% change,16005,343
Idaho,Bear Lake,-69.40541897686806,% change,16007,349
Idaho,Benewah,177.45550000506068,% change,16009,354
Idaho,Bingham,77.38773828845376,% change,16011,362
Idaho,Blaine,154.48465263487046,% change,16013,371
Idaho,Boise,1.9647596454286629,% change,16015,380
Idaho,Bonner,19.87597333065686,% change,16017,387
Idaho,Bonneville,-1.0794482503023677,% change,16019,395
Idaho,Boundary,77.16403881473632,% change,16021,405
Idaho,Butte,36.116934137139424,% change,16023,414
Idaho,Camas,-23.476701159738123,% change,16025,429
Idaho,Canyon,33.63259853950999,% change,16027,441
Idaho,Caribou,121.17686226714541,% change,16029,449
Idaho,Cassia,144.74591946855207,% change,16031,456
Idaho,Clark,0,% change,16033,464
Idaho,Clearwater,-23.791488873597917,% change,16035,474
Idaho,Custer,146.92869642812173,% change,16037,484
Idaho,Elmore,40.56681981674659,% change,16039,490
Idaho,Franklin,32.4432376487731,% change,16041,498
Idaho,Fremont,-38.77276206466133,% change,16043,502
Idaho,Gem,-49.74207992476104,% change,16045,510
Idaho,Gooding,-24.543793939807802,% change,16047,519
Idaho,Idaho,47.58513441180966,% change,16049,528
Idaho,Jefferson,2.025775534178369,% change,16051,540
Idaho,Jerome,7.315744982437275,% change,16053,547
Idaho,Kootenai,29.778939996401927,% change,16055,552
Idaho,Latah,5.2315807456273795,% change,16057,559
Idaho,Lemhi,-17.284463969798555,% change,16059,566
Idaho,Lewis,-21.598294928804908,% change,16061,574
Idaho,Lincoln,12.57652989282392,% change,16063,578
Idaho,Madison,5.519051293792252,% change,16065,581
Idaho,Minidoka,32.686651232581184,% change,16067,585
Idaho,Nez Perce,21.47918156492468,% change,16069,589
Idaho,Oneida,302.71535178262576,% change,16071,593
Idaho,Owyhee,57.92932798069524,% change,16073,601
Idaho,Payette,-2.0441487591311818,% change,16075,606
Idaho,Power,628.0531151745578,% change,16077,613
Idaho,Shoshone,90.02342323437414,% change,16079,621
Idaho,Teton,265.0344741405415,% change,16081,627
Idaho,Twin Falls,32.44064249855605,% change,16083,634
Idaho,Valley,3.8512672931131737,% change,16085,643
Idaho,Washington,52.05715094543751,% change,16087,649
Illinois,Adams,-8.510235798379146,% change,17001,650
Illinois,Alexander,-28.39334151678666,% change,17003,651
Illinois,Bond,82.06251635419001,% change,17005,652
Illinois,Boone,17.01261800447607,% change,17007,653
Illinois,Brown,-32.886013679331754,% change,17009,654
Illinois,Bureau,18.532736998945403,% change,17011,2
Illinois,Calhoun,-33.14448970828063,% change,17013,4
Illinois,Carroll,-30.389305900155566,% change,17015,6
Illinois,Cass,69.40407022183291,% change,17017,10
Illinois,Champaign,-3.7726839178194997,% change,17019,12
Illinois,Christian,-3.4393127718946515,% change,17021,14
Illinois,Clark,-27.162913210939323,% change,17023,19
Illinois,Clay,90.84536025966402,% change,17025,22
Illinois,Clinton,27.857383488307757,% change,17027,27
Illinois,Coles,-2.3844567631246196,% change,17029,30
Illinois,Cook,-6.191668584758156,% change,17031,36
Illinois,Crawford,10.524615799273242,% change,17033,40
Illinois,Cumberland,-21.449366660424275,% change,17035,44
Illinois,DeKalb,13.105889679599505,% change,17037,49
Illinois,De Witt,21.60034267150944,% change,17039,53
Illinois,Douglas,-9.68593247596031,% change,17041,55
Illinois,DuPage,-14.80872044001475,% change,17043,64
Illinois,Edgar,29.385392612609333,% change,17045,66
Illinois,Edwards,16.179277911314294,% change,17047,71
Illinois,Effingham,-28.777678090201945,% change,17049,76
Illinois,Fayette,43.362309689622236,% change,17051,79
Illinois,Ford,-9.029087738207217,% change,17053,81
Illinois,Franklin,0.9965280296333784,% change,17055,85
Illinois,Fulton,13.95470313917,% change,17057,89
Illinois,Gallatin,-16.52236716410087,% change,17059,92
Illinois,Greene,155.02871181757257,% change,17061,96
Illinois,Grundy,7.2072365903177715,% change,17063,99
Illinois,Hamilton,110.73820915478471,% change,17065,106
Illinois,Hancock,-10.45218405122404,% change,17067,111
Illinois,Hardin,68.21420565442322,% change,17069,113
Illinois,Henderson,-48.15131936813901,% change,17071,117
Illinois,Henry,-25.183733358763092,% change,17073,121
Illinois,Iroquois,101.18837369519001,% change,17075,125
Illinois,Jackson,34.45912622919287,% change,17077,129
Illinois,Jasper,0.5769321211706568,% change,17079,133
Illinois,Jefferson,-14.662911545130985,% change,17081,137
Illinois,Jersey,162.79158615634043,% change,17083,142
Illinois,Jo Daviess,15.837096896054298,% change,17085,145
Illinois,Johnson,128.52989203782153,% change,17087,152
Illinois,Kane,-2.421937127317015,% change,17089,156
Illinois,Kankakee,-9.861302138291743,% change,17091,161
Illinois,Kendall,-26.649651036833884,% change,17093,165
Illinois,Knox,14.594678309905461,% change,17095,166
Illinois,Lake,-4.515492568086043,% change,17097,170
Illinois,LaSalle,-3.8982599486272083,% change,17099,175
Illinois,Lawrence,-17.309460464801322,% change,17101,177
Illinois,Lee,28.70128844971366,% change,17103,180
Illinois,Livingston,30.754700731115133,% change,17105,182
Illinois,Logan,58.05737946986884,% change,17107,186
Illinois,McDonough,-46.48711274512666,% change,17109,189
Illinois,McHenry,-3.0906715731165457,% change,17111,192
Illinois,McLean,40.305083161391,% change,17113,193
Illinois,Macon,-29.00713951203816,% change,17115,194
Illinois,Macoupin,39.68005666958693,% change,17117,196
Illinois,Madison,49.209239847979184,% change,17119,199
Illinois,Marion,18.375563329721693,% change,17121,201
Illinois,Marshall,-12.271626814898186,% change,17123,202
Illinois,Mason,212.38107254057007,% change,17125,206
Illinois,Massac,-10.65260795208868,% change,17127,208
Illinois,Menard,104.00050626408941,% change,17129,212
Illinois,Mercer,-5.271924757501732,% change,17131,216
Illinois,Monroe,43.35236605414467,% change,17133,219
Illinois,Montgomery,28.454843384557293,% change,17135,223
Illinois,Morgan,38.222786068454226,% change,17137,225
Illinois,Moultrie,20.507179444872627,% change,17139,227
Illinois,Ogle,59.995220816734076,% change,17141,229
Illinois,Peoria,-2.1888378753569833,% change,17143,233
Illinois,Perry,-1.5412005979326089,% change,17145,235
Illinois,Piatt,19.418038128537255,% change,17147,238
Illinois,Pike,-4.11272955347211,% change,17149,241
Illinois,Pope,-37.60236891806844,% change,17151,245
Illinois,Pulaski,-28.361378962164853,% change,17153,248
Illinois,Putnam,2.0309282675227807,% change,17155,253
Illinois,Randolph,-14.984920335599531,% change,17157,255
Illinois,Richland,-42.7614435056461,% change,17159,259
Illinois,Rock Island,5.35206380369757,% change,17161,265
Illinois,St. Clair,-28.486541495081813,% change,17163,269
Illinois,Saline,25.941287184034135,% change,17165,271
Illinois,Sangamon,-47.97873062396735,% change,17167,274
Illinois,Schuyler,-60.72832886049346,% change,17169,278
Illinois,Scott,86.23513484229169,% change,17171,280
Illinois,Shelby,2.672724856577178,% change,17173,283
Illinois,Stark,90.50519128358727,% change,17175,285
Illinois,Stephenson,-14.686937275575747,% change,17177,290
Illinois,Tazewell,0.6459673763776702,% change,17179,291
Illinois,Union,-0.9783655120047462,% change,17181,293
Illinois,Vermilion,-23.27656285222934,% change,17183,296
Illinois,Wabash,12.127086929442768,% change,17185,299
Illinois,Warren,-39.75403665402122,% change,17187,301
Illinois,Washington,9.216477129431832,% change,17189,305
Illinois,Wayne,3.043475352465408,% change,17191,310
Illinois,White,-30.659337929261177,% change,17193,312
Illinois,Whiteside,43.2694860561593,% change,17195,314
Illinois,Will,-2.710809932682088,% change,17197,320
Illinois,Williamson,-16.186281297347723,% change,17199,324
Illinois,Winnebago,14.497543818306982,% change,17201,325
Illinois,Woodford,33.14434600034588,% change,17203,328
Indiana,Adams,-4.6018147181673,% change,18001,330
Indiana,Allen,1.9379181697962846,% change,18003,335
Indiana,Bartholomew,31.27190828406749,% change,18005,342
Indiana,Benton,124.17046143028716,% change,18007,179
Indiana,Blackford,145.44112054209285,% change,18009,183
Indiana,Boone,8.127453087777404,% change,18011,185
Indiana,Brown,18.18680919302986,% change,18013,188
Indiana,Carroll,29.479011384132995,% change,18015,195
Indiana,Cass,13.902404084108062,% change,18017,211
Indiana,Clark,12.950196717260857,% change,18019,215
Indiana,Clay,34.898102349007296,% change,18021,221
Indiana,Clinton,52.92742250940113,% change,18023,226
Indiana,Crawford,-6.668218958923172,% change,18025,232
Indiana,Daviess,11.418490839575044,% change,18027,239
Indiana,Dearborn,7.87611346276088,% change,18029,242
Indiana,Decatur,18.507762274534954,% change,18031,246
Indiana,DeKalb,35.080510141749045,% change,18033,249
Indiana,Delaware,30.902513960758647,% change,18035,252
Indiana,Dubois,0.9172988182246546,% change,18037,254
Indiana,Elkhart,15.321892537734236,% change,18039,260
Indiana,Fayette,-17.744697772207335,% change,18041,263
Indiana,Floyd,101.87308907161785,% change,18043,267
Indiana,Fountain,25.292968310525865,% change,18045,270
Indiana,Franklin,-7.597476300823966,% change,18047,272
Indiana,Fulton,-15.705446994230558,% change,18049,276
Indiana,Gibson,-34.7732614985703,% change,18051,286
Indiana,Grant,105.4145280023022,% change,18053,297
Indiana,Greene,59.18855972754462,% change,18055,309
Indiana,Hamilton,47.32884344220699,% change,18057,321
Indiana,Hancock,35.012286135029356,% change,18059,329
Indiana,Harrison,36.997295092272864,% change,18061,334
Indiana,Hendricks,-23.58996392461943,% change,18063,341
Indiana,Henry,2.6049566832571927,% change,18065,344
Indiana,Howard,-4.2402547038305185,% change,18067,348
Indiana,Huntington,42.94488218310565,% change,18069,352
Indiana,Jackson,10.711679291224604,% change,18071,355
Indiana,Jasper,-7.19157007744672,% change,18073,356
Indiana,Jay,62.76804728284051,% change,18075,358
Indiana,Jefferson,-0.10483304149764548,% change,18077,363
Indiana,Jennings,165.40465923845994,% change,18079,367
Indiana,Johnson,19.502841170128637,% change,18081,370
Indiana,Knox,47.576816649555006,% change,18083,376
Indiana,Kosciusko,-13.49749827065504,% change,18085,384
Indiana,LaGrange,-1.5502384730154233,% change,18087,386
Indiana,Lake,36.29050055628325,% change,18089,389
Indiana,LaPorte,55.54090213843346,% change,18091,392
Indiana,Lawrence,6.1182573157771705,% change,18093,396
Indiana,Madison,7.47115795689339,% change,18095,401
Indiana,Marion,17.218215732135842,% change,18097,409
Indiana,Marshall,15.887136892334292,% change,18099,412
Indiana,Martin,32.9693774668918,% change,18101,418
Indiana,Miami,26.73645105176759,% change,18103,420
Indiana,Monroe,-35.2042064492158,% change,18105,422
Indiana,Montgomery,17.69058231387747,% change,18107,425
Indiana,Morgan,30.005877847173785,% change,18109,430
Indiana,Newton,173.117398156604,% change,18111,433
Indiana,Noble,6.146032833998608,% change,18113,436
Indiana,Ohio,208.35105608727002,% change,18115,440
Indiana,Orange,22.832028891488726,% change,18117,444
Indiana,Owen,-10.053432251720082,% change,18119,448
Indiana,Parke,-9.571920579520153,% change,18121,452
Indiana,Perry,18.37155010532536,% change,18123,459
Indiana,Pike,-21.007794877670957,% change,18125,465
Indiana,Porter,24.773794523064556,% change,18127,468
Indiana,Posey,17.102882121741487,% change,18129,471
Indiana,Pulaski,6.567271245883063,% change,18131,477
Indiana,Putnam,16.7953851651112,% change,18133,480
Indiana,Randolph,14.658998704808344,% change,18135,485
Indiana,Ripley,12.703800595170314,% change,18137,488
Indiana,Rush,66.72991810948002,% change,18139,493
Indiana,St. Joseph,8.276188195535902,% change,18141,496
Indiana,Scott,0.7726909040941354,% change,18143,504
Indiana,Shelby,25.076025681126694,% change,18145,506
Indiana,Spencer,60.769687919998226,% change,18147,509
Indiana,Starke,29.65479533026586,% change,18149,512
Indiana,Steuben,-22.906954595120382,% change,18151,515
Indiana,Sullivan,-0.9847658447811332,% change,18153,518
Indiana,Switzerland,-36.32662324558036,% change,18155,526
Indiana,Tippecanoe,-14.510285448973411,% change,18157,530
Indiana,Tipton,-62.574327829871876,% change,18159,534
Indiana,Union,14.045494469125178,% change,18161,538
Indiana,Vanderburgh,-2.4449978707913007,% change,18163,543
Indiana,Vermillion,26.5977755647615,% change,18165,548
Indiana,Vigo,30.761707723724236,% change,18167,553
Indiana,Wabash,49.575761338153605,% change,18169,555
Indiana,Warren,-27.498066704990627,% change,18171,567
Indiana,Warrick,27.840373687834084,% change,18173,575
Indiana,Washington,-8.230151140815034,% change,18175,584
Indiana,Wayne,10.072915551842536,% change,18177,586
Indiana,Wells,28.49945201183471,% change,18179,590
Indiana,White,27.619014028377144,% change,18181,594
Indiana,Whitley,-5.233723237476657,% change,18183,597
Iowa,Adair,20.967392893690544,% change,19001,598
Iowa,Adams,-45.039103461365954,% change,19003,602
Iowa,Allamakee,-49.09921936119011,% change,19005,608
Iowa,Appanoose,10.242073485389472,% change,19007,611
Iowa,Audubon,-44.51080121188789,% change,19009,615
Iowa,Benton,10.153031237588777,% change,19011,619
Iowa,Black Hawk,10.337275915318642,% change,19013,623
Iowa,Boone,22.00159365860532,% change,19015,625
Iowa,Bremer,-23.71256505188443,% change,19017,631
Iowa,Buchanan,40.32583196560106,% change,19019,632
Iowa,Buena Vista,-13.973948533969255,% change,19021,633
Iowa,Butler,-16.904253878340082,% change,19023,361
Iowa,Calhoun,-75.22556378762573,% change,19025,365
Iowa,Carroll,-11.133367934596873,% change,19027,369
Iowa,Cass,5.954936047421005,% change,19029,374
Iowa,Cedar,-3.571876895388186,% change,19031,379
Iowa,Cerro Gordo,26.58401869594906,% change,19033,383
Iowa,Cherokee,51.8830915128184,% change,19035,388
Iowa,Chickasaw,27.829334866985793,% change,19037,393
Iowa,Clarke,62.73228481814416,% change,19039,397
Iowa,Clay,-29.29915184419758,% change,19041,398
Iowa,Clayton,20.56449472191261,% change,19043,402
Iowa,Clinton,-25.52117525718997,% change,19045,404
Iowa,Crawford,4.144176266141679,% change,19047,408
Iowa,Dallas,52.51638501246948,% change,19049,413
Iowa,Davis,4.682248573397229,% change,19051,416
Iowa,Decatur,159.81972559904167,% change,19053,419
Iowa,Delaware,37.1317210913998,% change,19055,421
Iowa,Des Moines,50.057300974332406,% change,19057,424
Iowa,Dickinson,2.1909435076644668,% change,19059,427
Iowa,Dubuque,-29.663928661656602,% change,19061,434
Iowa,Emmet,18.097925605070476,% change,19063,437
Iowa,Fayette,-8.571671408455545,% change,19065,442
Iowa,Floyd,32.286248439330585,% change,19067,447
Iowa,Franklin,26.18350505764698,% change,19069,451
Iowa,Fremont,12.172048275130933,% change,19071,455
Iowa,Greene,-22.338200109753842,% change,19073,458
Iowa,Grundy,-9.679699612211827,% change,19075,460
Iowa,Guthrie,-43.93759112677802,% change,19077,467
Iowa,Hamilton,-13.50627164751414,% change,19079,469
Iowa,Hancock,-35.95242522198496,% change,19081,470
Iowa,Hardin,25.975440345292363,% change,19083,475
Iowa,Harrison,-22.724615967759526,% change,19085,478
Iowa,Henry,-16.39183939687587,% change,19087,479
Iowa,Howard,39.4978039549506,% change,19089,481
Iowa,Humboldt,-26.882986944972735,% change,19091,487
Iowa,Ida,13.036790453460927,% change,19093,491
Iowa,Iowa,110.27848605283313,% change,19095,495
Iowa,Jackson,9.150689656248353,% change,19097,499
Iowa,Jasper,14.504585572896683,% change,19099,505
Iowa,Jefferson,31.521944183776853,% change,19101,507
Iowa,Johnson,15.069761294086447,% change,19103,508
Iowa,Jones,-4.294819116607604,% change,19105,516
Iowa,Keokuk,-5.485464725619487,% change,19107,520
Iowa,Kossuth,7.482035636971833,% change,19109,523
Iowa,Lee,84.88540779749127,% change,19111,531
Iowa,Linn,-7.243486414320444,% change,19113,535
Iowa,Louisa,67.82257824824258,% change,19115,539
Iowa,Lucas,1.18486913849115,% change,19117,542
Iowa,Lyon,105.18769869798794,% change,19119,546
Iowa,Madison,-5.767851955785338,% change,19121,550
Iowa,Mahaska,41.5984560072081,% change,19123,554
Iowa,Marion,-1.7162500591783252,% change,19125,561
Iowa,Marshall,-10.516396905397638,% change,19127,568
Iowa,Mills,1.7258056306455665,% change,19129,569
Iowa,Mitchell,4.516154114832021,% change,19131,572
Iowa,Monona,-24.130394091201644,% change,19133,576
Iowa,Monroe,109.34853409433754,% change,19135,580
Iowa,Montgomery,-9.464777397971154,% change,19137,595
Iowa,Muscatine,-53.942693353475576,% change,19139,600
Iowa,O'Brien,-11.460443184933538,% change,19141,604
Iowa,Osceola,58.84335080697783,% change,19143,607
Iowa,Page,-16.07552885281514,% change,19145,612
Iowa,Palo Alto,7.280547218947582,% change,19147,618
Iowa,Plymouth,-13.773460378421523,% change,19149,622
Iowa,Pocahontas,-21.949048031053977,% change,19151,624
Iowa,Polk,-41.43155830017345,% change,19153,629
Iowa,Pottawattamie,14.213846008840694,% change,19155,637
Iowa,Poweshiek,-21.427937190378444,% change,19157,640
Iowa,Ringgold,59.8690623254888,% change,19159,642
Iowa,Sac,19.358056814683604,% change,19161,647
Iowa,Scott,-8.074111262356015,% change,19163,657
Iowa,Shelby,-3.8550885314536543,% change,19165,660
Iowa,Sioux,38.03239259358639,% change,19167,663
Iowa,Story,-13.817932841040289,% change,19169,668
Iowa,Tama,-12.463519594614944,% change,19171,671
Iowa,Taylor,-1.4202533533174866,% change,19173,674
Iowa,Union,-11.031524244885984,% change,19175,675
Iowa,Van Buren,-8.972087003913503,% change,19177,678
Iowa,Wapello,73.03086509854732,% change,19179,681
Iowa,Warren,-25.60334715337287,% change,19181,685
Iowa,Washington,-28.28218328451585,% change,19183,687
Iowa,Wayne,-31.22456175764432,% change,19185,691
Iowa,Webster,41.03429664877254,% change,19187,694
Iowa,Winnebago,-34.08669420270149,% change,19189,696
Iowa,Winneshiek,-22.108066677840135,% change,19191,698
Iowa,Woodbury,-34.35972257086566,% change,19193,702
Iowa,Worth,32.71051899807925,% change,19195,703
Iowa,Wright,-34.65262536219193,% change,19197,705
Kansas,Allen,-25.482151918965553,% change,20001,709
Kansas,Anderson,74.11191736070094,% change,20003,712
Kansas,Atchison,-28.164709549954324,% change,20005,715
Kansas,Barber,-15.999121543297248,% change,20007,717
Kansas,Barton,1.7491591013535486,% change,20009,719
Kansas,Bourbon,14.706637086953616,% change,20011,722
Kansas,Brown,16.94226394619466,% change,20013,723
Kansas,Butler,57.70923122938246,% change,20015,726
Kansas,Chase,2.377600152266553,% change,20017,729
Kansas,Chautauqua,69.74017212078662,% change,20019,730
Kansas,Cherokee,-14.75065435605522,% change,20021,732
Kansas,Cheyenne,-97.3923858227572,% change,20023,736
Kansas,Clark,25.164185730149185,% change,20025,738
Kansas,Clay,18.886687565273853,% change,20027,739
Kansas,Cloud,23.597673623121153,% change,20029,740
Kansas,Coffey,11.94643241873794,% change,20031,745
Kansas,Comanche,-71.722307242809,% change,20033,748
Kansas,Cowley,81.8938644983078,% change,20035,752
Kansas,Crawford,-21.185599510616232,% change,20037,756
Kansas,Decatur,1414.9742534899246,% change,20039,759
Kansas,Dickinson,-3.310271683371377,% change,20041,762
Kansas,Doniphan,5.575985993511545,% change,20043,765
Kansas,Douglas,24.705551725470176,% change,20045,767
Kansas,Edwards,108.75999042604585,% change,20047,770
Kansas,Elk,5.87482421148698,% change,20049,773
Kansas,Ellis,14.512275898825832,% change,20051,774
Kansas,Ellsworth,147.97062727128957,% change,20053,776
Kansas,Finney,-33.80345410604125,% change,20055,778
Kansas,Ford,-36.01578125896131,% change,20057,784
Kansas,Franklin,17.110396237295873,% change,20059,786
Kansas,Geary,-26.014346647149406,% change,20061,788
Kansas,Gove,62.03452085178915,% change,20063,790
Kansas,Graham,520.1897343033471,% change,20065,791
Kansas,Grant,-89.70554801539107,% change,20067,794
Kansas,Gray,-31.77534877536683,% change,20069,798
Kansas,Greeley,32.48065900489832,% change,20071,801
Kansas,Greenwood,-30.386211073802183,% change,20073,803
Kansas,Hamilton,33.20980898898351,% change,20075,805
Kansas,Harper,207.35509460254588,% change,20077,807
Kansas,Harvey,-27.578786401239714,% change,20079,812
Kansas,Haskell,-66.21356256717192,% change,20081,815
Kansas,Hodgeman,-79.28200177996551,% change,20083,818
Kansas,Jackson,-6.77272723751412,% change,20085,819
Kansas,Jefferson,-45.29330935855806,% change,20087,821
Kansas,Jewell,-40.877192170357965,% change,20089,822
Kansas,Johnson,4.685030923303296,% change,20091,824
Kansas,Kearny,-17.235531432067276,% change,20093,826
Kansas,Kingman,-6.591102486401154,% change,20095,827
Kansas,Kiowa,105.60992917144894,% change,20097,829
Kansas,Labette,23.23736989966903,% change,20099,831
Kansas,Lane,-84.66191215822772,% change,20101,833
Kansas,Leavenworth,10.782813217284398,% change,20103,836
Kansas,Lincoln,52.41932705720698,% change,20105,838
Kansas,Linn,-6.13215730934678,% change,20107,840
Kansas,Logan,-39.98285454441735,% change,20109,842
Kansas,Lyon,79.07317875645535,% change,20111,844
Kansas,McPherson,-22.910146395712946,% change,20113,846
Kansas,Marion,87.22598780729757,% change,20115,848
Kansas,Marshall,21.547479585308103,% change,20117,850
Kansas,Meade,-17.863036724600935,% change,20119,851
Kansas,Miami,-32.86226430538917,% change,20121,853
Kansas,Mitchell,-12.529676170024706,% change,20123,854
Kansas,Montgomery,62.17284264639923,% change,20125,856
Kansas,Morris,-3.7150190176745514,% change,20127,858
Kansas,Morton,0.325676437818788,% change,20129,859
Kansas,Nemaha,-54.13700905738173,% change,20131,861
Kansas,Neosho,34.77232029981187,% change,20133,862
Kansas,Ness,106.06175000607799,% change,20135,864
Kansas,Norton,49.018546175666245,% change,20137,866
Kansas,Osage,39.12229788518824,% change,20139,867
Kansas,Osborne,-8.778872124865417,% change,20141,869
Kansas,Ottawa,117.1309470912041,% change,20143,870
Kansas,Pawnee,156.11793316236296,% change,20145,872
Kansas,Phillips,7.489330458513005,% change,20147,873
Kansas,Pottawatomie,-3.3322472915488124,% change,20149,876
Kansas,Pratt,-12.297274317599861,% change,20151,878
Kansas,Rawlins,-27.58822549917093,% change,20153,880
Kansas,Reno,-17.10424129304964,% change,20155,882
Kansas,Republic,-11.361400443658061,% change,20157,884
Kansas,Rice,-5.427652996532634,% change,20159,886
Kansas,Riley,-23.85227026154629,% change,20161,888
Kansas,Rooks,-7.020936448250083,% change,20163,889
Kansas,Rush,-20.316149175070596,% change,20165,891
Kansas,Russell,-16.387901306456463,% change,20167,893
Kansas,Saline,36.01151680151492,% change,20169,895
Kansas,Scott,1418.1396799536421,% change,20171,897
Kansas,Sedgwick,17.680962423326097,% change,20173,898
Kansas,Seward,-89.78167893021262,% change,20175,900
Kansas,Shawnee,7.169667180331637,% change,20177,902
Kansas,Sheridan,-73.73111304768798,% change,20179,904
Kansas,Sherman,4.882477556115361,% change,20181,907
Kansas,Smith,-12.76671551835567,% change,20183,909
Kansas,Stafford,-9.590962877468211,% change,20185,911
Kansas,Stanton,-94.86540134812407,% change,20187,913
Kansas,Stevens,59.492290329266794,% change,20189,914
Kansas,Sumner,-4.554641636268599,% change,20191,916
Kansas,Thomas,-35.90945579585607,% change,20193,917
Kansas,Trego,332.0517509653551,% change,20195,919
Kansas,Wabaunsee,-43.81363911773405,% change,20197,920
Kansas,Wallace,727.4971748171008,% change,20199,921
Kansas,Washington,-46.4142584583975,% change,20201,922
Kansas,Wichita,141.70332076335387,% change,20203,923
Kansas,Wilson,59.42267419397417,% change,20205,925
Kansas,Woodson,-0.24196070258479516,% change,20207,926
Kansas,Wyandotte,3.0820258640079357,% change,20209,927
Kentucky,Adair,11.116217335788004,% change,21001,928
Kentucky,Allen,15.582223203311072,% change,21003,929
Kentucky,Anderson,-14.637226078783991,% change,21005,930
Kentucky,Ballard,-49.97924536588771,% change,21007,932
Kentucky,Barren,-1.202500416073051,% change,21009,933
Kentucky,Bath,39.57388331892676,% change,21011,934
Kentucky,Bell,28.410201617502935,% change,21013,936
Kentucky,Boone,-22.889488597258786,% change,21015,1002
Kentucky,Bourbon,80.27241811652027,% change,21017,1005
Kentucky,Boyd,-21.7845595206002,% change,21019,1008
Kentucky,Boyle,44.52817671061675,% change,21021,1010
Kentucky,Bracken,11.914998325440344,% change,21023,1013
Kentucky,Breathitt,24.082625803593828,% change,21025,1017
Kentucky,Breckinridge,13.402156397156626,% change,21027,1020
Kentucky,Bullitt,2.2622340603931006,% change,21029,1024
Kentucky,Butler,17.63475103714064,% change,21031,1026
Kentucky,Caldwell,58.23812509220151,% change,21033,1031
Kentucky,Calloway,10.086772735198215,% change,21035,1033
Kentucky,Campbell,72.0684177433567,% change,21037,1035
Kentucky,Carlisle,-0.4978667988780765,% change,21039,1039
Kentucky,Carroll,-8.273006695767632,% change,21041,1041
Kentucky,Carter,-7.382158454840323,% change,21043,1044
Kentucky,Casey,1.1529030195146288,% change,21045,1048
Kentucky,Christian,10.931153007898079,% change,21047,1050
Kentucky,Clark,32.15265693096801,% change,21049,1053
Kentucky,Clay,11.762341266137136,% change,21051,1056
Kentucky,Clinton,-40.00217226391148,% change,21053,1059
Kentucky,Crittenden,-6.100929597007496,% change,21055,1064
Kentucky,Cumberland,10.27901485471551,% change,21057,1067
Kentucky,Daviess,-22.4735139315629,% change,21059,1071
Kentucky,Edmonson,29.826445843664377,% change,21061,1073
Kentucky,Elliott,-12.665799919687235,% change,21063,1075
Kentucky,Estill,-45.200608242259094,% change,21065,1077
Kentucky,Fayette,30.748899691513152,% change,21067,1080
Kentucky,Fleming,-13.223167716252032,% change,21069,1083
Kentucky,Floyd,9.218331794502394,% change,21071,1085
Kentucky,Franklin,-11.161879885470738,% change,21073,1086
Kentucky,Fulton,-9.48901097989731,% change,21075,1088
Kentucky,Gallatin,-47.09247461731594,% change,21077,1090
Kentucky,Garrard,-40.99185128831011,% change,21079,1092
Kentucky,Grant,-8.643645020308753,% change,21081,1094
Kentucky,Graves,24.6260034352185,% change,21083,1097
Kentucky,Grayson,-25.706865950027396,% change,21085,1100
Kentucky,Green,24.123152789844333,% change,21087,1102
Kentucky,Greenup,-8.088893081891099,% change,21089,1105
Kentucky,Hancock,-13.834384783900136,% change,21091,1107
Kentucky,Hardin,16.572860647868282,% change,21093,1110
Kentucky,Harlan,27.73751193137742,% change,21095,1114
Kentucky,Harrison,-44.7126448323604,% change,21097,1119
Kentucky,Hart,20.276412110472208,% change,21099,1121
Kentucky,Henderson,-8.29137252927349,% change,21101,1126
Kentucky,Henry,-31.85307807400177,% change,21103,1129
Kentucky,Hickman,-43.91542931484588,% change,21105,1130
