State,County,Low income & low access to store (% change) 2010 - 15 (PCH_LACCESS_LOWI_10_15),Units,FIPS,FID
Kentucky,Harrison,-49.589442062647564,% change,21097,1119
Kentucky,Hart,-10.013028703711695,% change,21099,1121
Kentucky,Henderson,17.238271112977902,% change,21101,1126
Kentucky,Henry,-80.77489093203036,% change,21103,1129
Kentucky,Hickman,-100.0,% change,21105,1130
Kentucky,Hopkins,47.61625282321092,% change,21107,1136
Kentucky,Jackson,-30.134885924032766,% change,21109,1140
Kentucky,Jefferson,-4.41970721212717,% change,21111,1143
Kentucky,Jessamine,104.07883199589769,% change,21113,1145
Kentucky,Johnson,68.06050183382405,% change,21115,1148
Kentucky,Kenton,-1.67211872873343,% change,21117,1151
Kentucky,Knott,148.05347511248317,% change,21119,1154
Kentucky,Knox,67.36147490973887,% change,21121,1159
Kentucky,Larue,-17.722773211612814,% change,21123,1162
Kentucky,Laurel,-9.049880839158526,% change,21125,1166
Kentucky,Lawrence,39.67008194518852,% change,21127,1167
Kentucky,Lee,119.21528636347789,% change,21129,1171
Kentucky,Leslie,-9.645446360041062,% change,21131,1175
Kentucky,Letcher,0,% change,21133,1178
Kentucky,Lewis,5.602424748395337,% change,21135,1180
Kentucky,Lincoln,175.9749350804351,% change,21137,1184
Kentucky,Livingston,737.6652496445735,% change,21139,1187
Kentucky,Logan,479.98652498895655,% change,21141,1190
Kentucky,Lyon,245.26631228363618,% change,21143,1193
Kentucky,McCracken,16.157809285438752,% change,21145,1196
Kentucky,McCreary,-56.96397570799439,% change,21147,1198
Kentucky,McLean,1501.739068949583,% change,21149,1201
Kentucky,Madison,200.6228862204246,% change,21151,1204
Kentucky,Magoffin,88.49663473537588,% change,21153,1206
Kentucky,Marion,-11.523419905947756,% change,21155,1210
Kentucky,Marshall,25.870116582960133,% change,21157,1213
Kentucky,Martin,-83.6387458960003,% change,21159,1215
Kentucky,Mason,41.89468367876542,% change,21161,1217
Kentucky,Meade,11.351249675573765,% change,21163,1220
Kentucky,Menifee,0,% change,21165,1222
Kentucky,Mercer,38.21809763097928,% change,21167,1225
Kentucky,Metcalfe,23.941488809393135,% change,21169,1228
Kentucky,Monroe,-44.63520656996137,% change,21171,1230
Kentucky,Montgomery,-50.10900949797171,% change,21173,1233
Kentucky,Morgan,77.47388685129057,% change,21175,1235
Kentucky,Muhlenberg,28.26430674882372,% change,21177,1238
Kentucky,Nelson,-10.140619221042199,% change,21179,1243
Kentucky,Nicholas,0.6945002470293847,% change,21181,1246
Kentucky,Ohio,84.94197609202912,% change,21183,1249
Kentucky,Oldham,37.26222309493488,% change,21185,1252
Kentucky,Owen,146.3573527577804,% change,21187,1255
Kentucky,Owsley,-27.019728721254864,% change,21189,1257
Kentucky,Pendleton,-31.91955251897909,% change,21191,1260
Kentucky,Perry,-60.237356051144644,% change,21193,1265
Kentucky,Pike,55.51623011168284,% change,21195,1267
Kentucky,Powell,72.16168091668112,% change,21197,1270
Kentucky,Pulaski,22.15777311330548,% change,21199,1272
Kentucky,Robertson,-8.041242892245577,% change,21201,1273
Kentucky,Rockcastle,-19.8158494886973,% change,21203,1276
Kentucky,Rowan,5.857002095596264,% change,21205,1279
Kentucky,Russell,-61.99921668255959,% change,21207,1282
Kentucky,Scott,116.3054306908609,% change,21209,1283
Kentucky,Shelby,53.169307051405845,% change,21211,1285
Kentucky,Simpson,10.77431227311694,% change,21213,1287
Kentucky,Spencer,0,% change,21215,1000
Kentucky,Taylor,243.7497035511925,% change,21217,1003
Kentucky,Todd,-94.56618109643735,% change,21219,1006
Kentucky,Trigg,71.38145838485542,% change,21221,1009
Kentucky,Trimble,-73.76721259937408,% change,21223,1012
Kentucky,Union,3.670974430115247,% change,21225,1016
Kentucky,Warren,81.38855811276959,% change,21227,1019
Kentucky,Washington,133.170619434438,% change,21229,1023
Kentucky,Wayne,-4.040594722609603,% change,21231,1027
Kentucky,Webster,473.93443023554875,% change,21233,1029
Kentucky,Whitley,10.302762255507998,% change,21235,1034
Kentucky,Wolfe,-76.63949014878753,% change,21237,1037
Kentucky,Woodford,43.90500934625225,% change,21239,1042
Louisiana,Acadia,5.141540206960037,% change,22001,1046
Louisiana,Allen,-34.203767617475094,% change,22003,1051
Louisiana,Ascension,-25.49711557912046,% change,22005,1055
Louisiana,Assumption,10.210763686865455,% change,22007,1060
Louisiana,Avoyelles,-18.436699082319237,% change,22009,1062
Louisiana,Beauregard,-5.678559678383127,% change,22011,1066
Louisiana,Bienville,0.21911672245101968,% change,22013,1069
Louisiana,Bossier,14.892551914942075,% change,22015,1076
Louisiana,Caddo,-1.3164069353569339,% change,22017,1079
Louisiana,Calcasieu,17.68271366437105,% change,22019,1081
Louisiana,Caldwell,-22.379048912118414,% change,22021,1084
Louisiana,Cameron,-40.131208021587454,% change,22023,1089
Louisiana,Catahoula,34.25927342157979,% change,22025,1093
Louisiana,Claiborne,62.91849474822867,% change,22027,1095
Louisiana,Concordia,28.662719513146957,% change,22029,1098
Louisiana,De Soto,-6.23035576519502,% change,22031,1103
Louisiana,East Baton Rouge,-6.4180342059483335,% change,22033,1108
Louisiana,East Carroll,97.71189205462777,% change,22035,1111
Louisiana,East Feliciana,-31.22197675944898,% change,22037,1115
Louisiana,Evangeline,88.72012348041665,% change,22039,1118
Louisiana,Franklin,0.39111277115403437,% change,22041,1123
Louisiana,Grant,-3.2569446093148344,% change,22043,1127
Louisiana,Iberia,50.54219660568571,% change,22045,1133
Louisiana,Iberville,22.724607411603827,% change,22047,1134
Louisiana,Jackson,9.660649908862727,% change,22049,1138
Louisiana,Jefferson,8.790127052100575,% change,22051,1147
Louisiana,Jefferson Davis,16.753993889096545,% change,22053,1155
Louisiana,Lafayette,-24.148476733846397,% change,22055,1161
Louisiana,Lafourche,-7.355775707368329,% change,22057,1280
Louisiana,La Salle,87.91555385980737,% change,22059,1289
Louisiana,Lincoln,7.926172139336413,% change,22061,1291
Louisiana,Livingston,-2.002933073493263,% change,22063,1295
Louisiana,Madison,105.5605501124679,% change,22065,1297
Louisiana,Morehouse,8.634985378781721,% change,22067,1299
Louisiana,Natchitoches,-6.782131956166454,% change,22069,1301
Louisiana,Orleans,-26.606867752912656,% change,22071,1304
Louisiana,Ouachita,-28.087968141531228,% change,22073,1306
Louisiana,Plaquemines,-12.469531954260338,% change,22075,1427
Louisiana,Pointe Coupee,0.8769112954605912,% change,22077,1431
Louisiana,Rapides,6.698147805801435,% change,22079,1434
Louisiana,Red River,18.286699887369146,% change,22081,1436
Louisiana,Richland,36.4814818149499,% change,22083,1439
Louisiana,Sabine,11.290635043692504,% change,22085,1441
Louisiana,St. Bernard,5.259191180513218,% change,22087,1463
Louisiana,St. Charles,17.97377047784853,% change,22089,1466
Louisiana,St. Helena,-13.323226013737976,% change,22091,1467
Louisiana,St. James,93.6751311204933,% change,22093,1468
Louisiana,St. John the Baptist,-6.8165180851738425,% change,22095,1469
Louisiana,St. Landry,38.02998704724845,% change,22097,1471
Louisiana,St. Martin,-43.80394665345342,% change,22099,1473
Louisiana,St. Mary,36.26072622041024,% change,22101,1474
Louisiana,St. Tammany,13.709501679953284,% change,22103,1475
Louisiana,Tangipahoa,0.7362301045562889,% change,22105,1476
Louisiana,Tensas,-48.120736513861864,% change,22107,1479
Louisiana,Terrebonne,6.59310370201206,% change,22109,1501
Louisiana,Union,35.81907790888141,% change,22111,1507
Louisiana,Vermilion,6.336597697793367,% change,22113,1510
Louisiana,Vernon,42.49784761057876,% change,22115,1513
Louisiana,Washington,-52.441591956021405,% change,22117,1516
Louisiana,Webster,46.71432709118265,% change,22119,1518
Louisiana,West Baton Rouge,32.10949354193812,% change,22121,1520
Louisiana,West Carroll,12.951386575865452,% change,22123,1522
Louisiana,West Feliciana,-1.329108735948299,% change,22125,1524
Louisiana,Winn,-1.8631715650424936,% change,22127,1529
Maine,Androscoggin,22.221151348776182,% change,23001,1532
Maine,Aroostook,8.974373770961174,% change,23003,1535
Maine,Cumberland,-0.004256544170772003,% change,23005,1608
Maine,Franklin,76.23724012555994,% change,23007,1619
Maine,Hancock,-14.280575271548582,% change,23009,1748
Maine,Kennebec,-7.275860552954709,% change,23011,1755
Maine,Knox,36.91297024598299,% change,23013,1774
Maine,Lincoln,-5.448055176671178,% change,23015,1835
Maine,Oxford,-25.927454884667338,% change,23017,1842
Maine,Penobscot,-7.689810142760992,% change,23019,1846
Maine,Piscataquis,-8.693773723411576,% change,23021,1851
Maine,Sagadahoc,12.230716033122327,% change,23023,1855
Maine,Somerset,94.2942783885229,% change,23025,1860
Maine,Waldo,-8.062144833827102,% change,23027,1865
Maine,Washington,1.594514648827918,% change,23029,1884
Maine,York,-8.36558323955025,% change,23031,1901
Maryland,Allegany,-16.047959199681177,% change,24001,1905
Maryland,Anne Arundel,49.54708699967232,% change,24003,1925
Maryland,Baltimore County,-6.091383729426537,% change,24005,1939
Maryland,Calvert,12.300159213142688,% change,24009,1946
Maryland,Caroline,0.4336484131342955,% change,24011,1949
Maryland,Carroll,-13.29528563039492,% change,24013,1955
Maryland,Cecil,39.256931143754315,% change,24015,1963
Maryland,Charles,20.74448342212369,% change,24017,1294
Maryland,Dorchester,104.17703382624586,% change,24019,1346
Maryland,Frederick,57.83965000287164,% change,24021,1357
Maryland,Garrett,-22.252417309756993,% change,24023,1361
Maryland,Harford,2.2041594968967875,% change,24025,1372
Maryland,Howard,8.230743591058472,% change,24027,1379
Maryland,Kent,-85.21062752563955,% change,24029,1394
Maryland,Montgomery,56.31220029572334,% change,24031,1398
Maryland,Prince George's,4.06031114091554,% change,24033,1403
Maryland,Queen Anne's,-13.12959052123069,% change,24035,1413
Maryland,St. Mary's,69.6364999638821,% change,24037,1421
Maryland,Somerset,8.390368583955041,% change,24039,1430
Maryland,Talbot,48.56079937209535,% change,24041,1438
Maryland,Washington,4.059493237921384,% change,24043,1445
Maryland,Wicomico,24.538445833883987,% change,24045,1446
Maryland,Worcester,13.760970421509446,% change,24047,1456
Maryland,Baltimore City,-27.612621725349225,% change,24510,1460
Massachusetts,Barnstable,12.86281538637718,% change,25001,1478
Massachusetts,Berkshire,3.0939675409615135,% change,25003,1480
Massachusetts,Bristol,-0.4964837877640326,% change,25005,1486
Massachusetts,Dukes,-68.35689160871752,% change,25007,1491
Massachusetts,Essex,-2.2334328195874513,% change,25009,1519
Massachusetts,Franklin,7.304271355743426,% change,25011,1523
Massachusetts,Hampden,-7.113227914699394,% change,25013,1526
Massachusetts,Hampshire,55.450367926739375,% change,25015,1527
Massachusetts,Middlesex,3.0028930880681823,% change,25017,1533
Massachusetts,Nantucket,-41.46768959131902,% change,25019,1537
Massachusetts,Norfolk,-4.736308888246654,% change,25021,1543
Massachusetts,Plymouth,-4.473731044690109,% change,25023,1569
Massachusetts,Suffolk,-69.90377645186605,% change,25025,1585
Massachusetts,Worcester,6.735564796362242,% change,25027,1599
Michigan,Alcona,-10.503874916513592,% change,26001,1603
Michigan,Alger,11.444344017267923,% change,26003,1609
Michigan,Allegan,-43.01415648619524,% change,26005,1611
Michigan,Alpena,-16.75754888645635,% change,26007,1614
Michigan,Antrim,-56.63156305786766,% change,26009,1617
Michigan,Arenac,14926.324862082938,% change,26011,1621
Michigan,Baraga,41.73356855334758,% change,26013,1624
Michigan,Barry,12.120190517306973,% change,26015,1627
Michigan,Bay,19.33116581374964,% change,26017,1631
Michigan,Benzie,0,% change,26019,1634
Michigan,Berrien,20.538324320292816,% change,26021,1635
Michigan,Branch,-76.52545628092851,% change,26023,1640
Michigan,Calhoun,-7.382880082654876,% change,26025,1641
Michigan,Cass,65.3859971774806,% change,26027,1644
Michigan,Charlevoix,19.082882312478326,% change,26029,1648
Michigan,Cheboygan,-8.647033055540042,% change,26031,1649
Michigan,Chippewa,-19.705352912080404,% change,26033,1660
Michigan,Clare,-49.9730280561211,% change,26035,1665
Michigan,Clinton,65.83595750144927,% change,26037,1669
Michigan,Crawford,-3.9996393455874064,% change,26039,1672
Michigan,Delta,18.701478311485886,% change,26041,1675
Michigan,Dickinson,19.210395321393552,% change,26043,1677
Michigan,Eaton,72.2072794802139,% change,26045,1678
Michigan,Emmet,-16.81965638987231,% change,26047,1686
Michigan,Genesee,22.59542173439891,% change,26049,1688
Michigan,Gladwin,-84.9323466027152,% change,26051,1691
Michigan,Gogebic,-52.74748282978115,% change,26053,1693
Michigan,Grand Traverse,36.367637513303265,% change,26055,1697
Michigan,Gratiot,473.6759000929619,% change,26057,1700
Michigan,Hillsdale,7.152318600728373,% change,26059,1701
Michigan,Houghton,-3.3534888099939346,% change,26061,1705
Michigan,Huron,-8.77332262569516,% change,26063,1708
Michigan,Ingham,-16.205101160714012,% change,26065,1710
Michigan,Ionia,63.29132974253503,% change,26067,1713
Michigan,Iosco,-4.037893507119975,% change,26069,1715
Michigan,Iron,-12.180524927939453,% change,26071,1716
Michigan,Isabella,-6.618324151009509,% change,26073,1717
Michigan,Jackson,1.9240802839934785,% change,26075,1719
Michigan,Kalamazoo,5.100406296311146,% change,26077,1720
Michigan,Kalkaska,-9.653967098867051,% change,26079,1722
Michigan,Kent,0.8548769510822631,% change,26081,1726
Michigan,Keweenaw,40.97540419848322,% change,26083,1743
Michigan,Lake,18.10699476015777,% change,26085,1749
Michigan,Lapeer,-20.548805951336462,% change,26087,1752
Michigan,Leelanau,-87.40254344204288,% change,26089,1765
Michigan,Lenawee,18.247780945192055,% change,26091,1768
Michigan,Livingston,29.722565989648064,% change,26093,1770
Michigan,Luce,-6.305611694674511,% change,26095,1773
Michigan,Mackinac,13.820439251752816,% change,26097,1779
Michigan,Macomb,15.287979541521704,% change,26099,1785
Michigan,Manistee,1.0523397396365546,% change,26101,1787
Michigan,Marquette,-17.98334191287225,% change,26103,1793
Michigan,Mason,23.84699664081465,% change,26105,1797
Michigan,Mecosta,4.423153557123159,% change,26107,1800
Michigan,Menominee,576.0310559519683,% change,26109,1802
Michigan,Midland,-14.786290819610004,% change,26111,1806
Michigan,Missaukee,-39.901769415549715,% change,26113,1810
Michigan,Monroe,17.003129217365316,% change,26115,1812
Michigan,Montcalm,8.522790904958203,% change,26117,1815
Michigan,Montmorency,-6.082126677968211,% change,26119,1816
Michigan,Muskegon,18.438289323636862,% change,26121,1818
Michigan,Newaygo,63.1513794517897,% change,26123,1820
Michigan,Oakland,13.338360373452998,% change,26125,1824
Michigan,Oceana,-2.3209389607626765,% change,26127,1825
Michigan,Ogemaw,40.09935700395321,% change,26129,1827
Michigan,Ontonagon,-1.9848994723861333,% change,26131,1829
Michigan,Osceola,3.0833683745545364,% change,26133,1830
Michigan,Oscoda,2189.0772261930992,% change,26135,1832
Michigan,Otsego,11.249651907413792,% change,26137,1834
Michigan,Ottawa,7.326400451332561,% change,26139,1837
Michigan,Presque Isle,-3.343854915967326,% change,26141,1840
Michigan,Roscommon,28.378594572405163,% change,26143,1843
Michigan,Saginaw,43.734038162179075,% change,26145,1845
Michigan,St. Clair,24.56849735236942,% change,26147,1854
Michigan,St. Joseph,16.041254269025067,% change,26149,1857
Michigan,Sanilac,19.490272871133918,% change,26151,1858
Michigan,Schoolcraft,0.8848496225044186,% change,26153,1861
Michigan,Shiawassee,12.981806782052072,% change,26155,1863
Michigan,Tuscola,-58.833450913395154,% change,26157,1866
Michigan,Van Buren,1.0125840101364987,% change,26159,1867
Michigan,Washtenaw,-11.867213209053807,% change,26161,1869
Michigan,Wayne,7.444569261077988,% change,26163,1871
Michigan,Wexford,-6.189710324145718,% change,26165,1873
Minnesota,Aitkin,-1.8729491338103283,% change,27001,1875
Minnesota,Anoka,-1.4050035642002838,% change,27003,1877
Minnesota,Becker,-10.860269205743812,% change,27005,1878
Minnesota,Beltrami,-13.994685005048671,% change,27007,1880
Minnesota,Benton,-30.51944653722704,% change,27009,1881
Minnesota,Big Stone,-21.74017439032197,% change,27011,1882
Minnesota,Blue Earth,-3.2668937579396475,% change,27013,1886
Minnesota,Brown,-23.175119760211444,% change,27015,1892
Minnesota,Carlton,37.02136995665295,% change,27017,1893
Minnesota,Carver,-5.444325495307,% change,27019,1894
Minnesota,Cass,-25.820805294838923,% change,27021,1895
Minnesota,Chippewa,-33.258486538496584,% change,27023,1896
Minnesota,Chisago,32.53517824545992,% change,27025,1897
Minnesota,Clay,-58.09031596719595,% change,27027,1898
Minnesota,Clearwater,-11.482206748999783,% change,27029,1899
Minnesota,Cook,50.35389487545741,% change,27031,1900
Minnesota,Cottonwood,17.750932778590478,% change,27033,1902
Minnesota,Crow Wing,-6.338566347449044,% change,27035,1903
Minnesota,Dakota,8.627144309487921,% change,27037,1904
Minnesota,Dodge,-7.065579805831991,% change,27039,1906
Minnesota,Douglas,-31.517173160696675,% change,27041,1907
Minnesota,Faribault,-5.512829133910218,% change,27043,1908
Minnesota,Fillmore,-20.58420831720526,% change,27045,1909
Minnesota,Freeborn,2.793817355806548,% change,27047,1910
Minnesota,Goodhue,-28.03190272407497,% change,27049,1911
Minnesota,Grant,-12.742440634261776,% change,27051,1912
Minnesota,Hennepin,-5.088135288328139,% change,27053,1913
Minnesota,Houston,29.56855869559733,% change,27055,1914
Minnesota,Hubbard,16.416186767549124,% change,27057,1915
Minnesota,Isanti,-20.518047136835108,% change,27059,1916
Minnesota,Itasca,-3.126414034554898,% change,27061,1917
Minnesota,Jackson,-53.305620853725785,% change,27063,1918
Minnesota,Kanabec,169.12197831558123,% change,27065,1919
Minnesota,Kandiyohi,-2.6251735979719837,% change,27067,1920
Minnesota,Kittson,139.20794138650083,% change,27069,1921
Minnesota,Koochiching,4.040274002218707,% change,27071,1922
Minnesota,Lac qui Parle,-8.236260551349906,% change,27073,1923
Minnesota,Lake,15.64882562295516,% change,27075,1926
Minnesota,Lake of the Woods,-17.915386214831912,% change,27077,1927
Minnesota,Le Sueur,168.5541956169353,% change,27079,1929
Minnesota,Lincoln,-86.06581295141606,% change,27081,1931
Minnesota,Lyon,-0.9594899621399845,% change,27083,1932
Minnesota,McLeod,57.580941014956366,% change,27085,1934
Minnesota,Mahnomen,-7.54814295572876,% change,27087,1936
Minnesota,Marshall,-6.9543537185467645,% change,27089,1937
Minnesota,Martin,19.35811653227072,% change,27091,1940
Minnesota,Meeker,78.03510620353929,% change,27093,1941
Minnesota,Mille Lacs,-72.89898533690433,% change,27095,1943
Minnesota,Morrison,-5.332216504430964,% change,27097,1944
Minnesota,Mower,-52.443441099303655,% change,27099,1945
Minnesota,Murray,-64.77565902700273,% change,27101,1947
Minnesota,Nicollet,-1.518758077506337,% change,27103,1948
Minnesota,Nobles,-33.53439764081066,% change,27105,1950
Minnesota,Norman,18.803142847970697,% change,27107,1951
Minnesota,Olmsted,-20.233835279711386,% change,27109,1953
Minnesota,Otter Tail,14.887163871013648,% change,27111,1954
Minnesota,Pennington,9.625780483573655,% change,27113,1956
Minnesota,Pine,-43.28836332987088,% change,27115,1957
Minnesota,Pipestone,-22.282202753154298,% change,27117,1958
Minnesota,Polk,44.06717488226989,% change,27119,1959
Minnesota,Pope,9.831969598434217,% change,27121,1961
Minnesota,Ramsey,-8.859707314600197,% change,27123,1964
Minnesota,Red Lake,188.22812604279537,% change,27125,1966
Minnesota,Redwood,-12.154774460494302,% change,27127,1969
Minnesota,Renville,-37.64175937254863,% change,27129,1971
Minnesota,Rice,10.244227777374203,% change,27131,1973
Minnesota,Rock,-45.16080237068124,% change,27133,1974
Minnesota,Roseau,-11.681714976586886,% change,27135,1976
Minnesota,St. Louis,-5.018713572205019,% change,27137,1978
Minnesota,Scott,-19.449219313759585,% change,27139,1979
Minnesota,Sherburne,35.05039092256118,% change,27141,1980
Minnesota,Sibley,-45.201045928046504,% change,27143,1982
Minnesota,Stearns,3.590302250841949,% change,27145,1984
Minnesota,Steele,-25.783845089701824,% change,27147,1985
Minnesota,Stevens,-1.5128719542209155,% change,27149,1987
Minnesota,Swift,-50.23120249681472,% change,27151,1988
Minnesota,Todd,-5.063251411172287,% change,27153,1989
Minnesota,Traverse,-17.70988352457444,% change,27155,1990
Minnesota,Wabasha,-19.206744633599154,% change,27157,1991
Minnesota,Wadena,-33.508094617366055,% change,27159,1992
Minnesota,Waseca,20.20220200935263,% change,27161,1993
Minnesota,Washington,31.891026668358407,% change,27163,1994
Minnesota,Watonwan,-4.122148455584851,% change,27165,1996
Minnesota,Wilkin,-14.471578471132515,% change,27167,1997
Minnesota,Winona,11.964804077357577,% change,27169,1998
Minnesota,Wright,8.71189320357162,% change,27171,1999
Minnesota,Yellow Medicine,-16.65964050136509,% change,27173,1531
Mississippi,Adams,-15.259596122083908,% change,28001,1534
Mississippi,Alcorn,2.1656261240018293,% change,28003,1538
Mississippi,Amite,-17.85057321174986,% change,28005,1539
Mississippi,Attala,152.4606531627164,% change,28007,1541
Mississippi,Benton,-3.377362940554566,% change,28009,1544
Mississippi,Bolivar,0.7869474821127056,% change,28011,1547
Mississippi,Calhoun,2.022176242775516,% change,28013,1548
Mississippi,Carroll,-19.107475973217426,% change,28015,1549
Mississippi,Chickasaw,-11.372202882944428,% change,28017,1550
Mississippi,Choctaw,-40.99944587092415,% change,28019,1552
Mississippi,Claiborne,7.038193217820392,% change,28021,1555
Mississippi,Clarke,-13.01981122984515,% change,28023,1557
Mississippi,Clay,52.51112715709853,% change,28025,1559
Mississippi,Coahoma,1.7524170279461146,% change,28027,1562
Mississippi,Copiah,-25.647547515895635,% change,28029,1564
Mississippi,Covington,0,% change,28031,1567
Mississippi,DeSoto,17.425509028548806,% change,28033,1571
Mississippi,Forrest,7.1881659945963765,% change,28035,1572
Mississippi,Franklin,-18.754640982567114,% change,28037,1575
Mississippi,George,-22.779395148382417,% change,28039,1577
Mississippi,Greene,-75.2817249086543,% change,28041,1579
Mississippi,Grenada,-9.700337626063801,% change,28043,1581
Mississippi,Hancock,-12.823413254434143,% change,28045,1583
Mississippi,Harrison,-2.98391164156817,% change,28047,1587
Mississippi,Hinds,12.006750518217705,% change,28049,1591
Mississippi,Holmes,63.032920415042156,% change,28051,1593
Mississippi,Humphreys,6.8872626609054395,% change,28053,1596
Mississippi,Issaquena,67.97589316477755,% change,28055,1598
Mississippi,Itawamba,5.781822791032078,% change,28057,1601
Mississippi,Jackson,27.289548361747112,% change,28059,1605
Mississippi,Jasper,10.816245385956078,% change,28061,1607
Mississippi,Jefferson,45.633289944947855,% change,28063,1610
Mississippi,Jefferson Davis,542.4032029575372,% change,28065,1612
Mississippi,Jones,-30.03749382759095,% change,28067,1615
Mississippi,Kemper,52.69798222359998,% change,28069,1616
Mississippi,Lafayette,17.720826259252846,% change,28071,1620
Mississippi,Lamar,-8.954292433235613,% change,28073,1623
Mississippi,Lauderdale,29.83418426452516,% change,28075,1628
Mississippi,Lawrence,-23.53094235357909,% change,28077,1632
Mississippi,Leake,62.290888293611914,% change,28079,1636
Mississippi,Lee,21.577808816999156,% change,28081,1638
Mississippi,Leflore,47.442819089811636,% change,28083,1643
Mississippi,Lincoln,9.14757843269991,% change,28085,1645
Mississippi,Lowndes,-33.60852697224197,% change,28087,1647
Mississippi,Madison,-10.627751866147591,% change,28089,1651
Mississippi,Marion,101.54214493779989,% change,28091,1653
Mississippi,Marshall,17.489855903919004,% change,28093,1655
Mississippi,Monroe,15.936214517410969,% change,28095,1656
Mississippi,Montgomery,-74.05195017146978,% change,28097,1658
Mississippi,Neshoba,58.53535155469886,% change,28099,1661
Mississippi,Newton,2.1056521044371315,% change,28101,1663
Mississippi,Noxubee,12.653511071684267,% change,28103,1666
Mississippi,Oktibbeha,-2.6331230108707926,% change,28105,1668
Mississippi,Panola,-7.770292157197749,% change,28107,1671
Mississippi,Pearl River,-1.8719985437440567,% change,28109,1676
Mississippi,Perry,26.09788927293174,% change,28111,1679
Mississippi,Pike,94.6120997352493,% change,28113,1680
Mississippi,Pontotoc,3.010947786212214,% change,28115,1682
Mississippi,Prentiss,38.56167827293173,% change,28117,1684
Mississippi,Quitman,3.6867100244575473,% change,28119,1685
Mississippi,Rankin,23.51995630505346,% change,28121,1690
Mississippi,Scott,-4.458111964829478,% change,28123,1692
Mississippi,Sharkey,321.13300068422876,% change,28125,1695
Mississippi,Simpson,66.69758146807513,% change,28127,1698
Mississippi,Smith,29.18480610786924,% change,28129,1709
Mississippi,Stone,-0.44857178174648754,% change,28131,1712
Mississippi,Sunflower,50.9418359714838,% change,28133,1721
Mississippi,Tallahatchie,-20.24143195334756,% change,28135,1725
Mississippi,Tate,1.4520831427717344,% change,28137,1727
Mississippi,Tippah,47.82425400977126,% change,28139,1730
Mississippi,Tishomingo,0.0,% change,28141,1732
Mississippi,Tunica,-50.866891618880864,% change,28143,1735
Mississippi,Union,0.8572578491800379,% change,28145,1737
Mississippi,Walthall,-56.44375384565157,% change,28147,1740
Mississippi,Warren,-2.6378208064391444,% change,28149,1746
Mississippi,Washington,99.8691341077643,% change,28151,1750
Mississippi,Wayne,-55.295418767112245,% change,28153,1753
Mississippi,Webster,-12.664451288741748,% change,28155,1756
Mississippi,Wilkinson,3.568154619020985,% change,28157,1757
Mississippi,Winston,-13.777297989742104,% change,28159,1758
Mississippi,Yalobusha,-67.10184019621775,% change,28161,1759
Mississippi,Yazoo,-3.558591309671607,% change,28163,1760
Missouri,Adair,6.17032714795941,% change,29001,1761
Missouri,Andrew,-32.26196224489305,% change,29003,1762
Missouri,Atchison,180.3174943402065,% change,29005,1763
Missouri,Audrain,-10.002865904531145,% change,29007,1766
Missouri,Barry,75.11059495233893,% change,29009,1767
Missouri,Barton,26.181420019057498,% change,29011,1771
Missouri,Bates,-12.199717355702859,% change,29013,1776
Missouri,Benton,111.66368464243138,% change,29015,1778
Missouri,Bollinger,0.6220971191588459,% change,29017,1781
Missouri,Boone,-27.687820936794516,% change,29019,1783
Missouri,Buchanan,0.5659297136040368,% change,29021,1789
Missouri,Butler,6.728334741082804,% change,29023,1792
Missouri,Caldwell,0.383485240502256,% change,29025,1795
Missouri,Callaway,38.51426474279444,% change,29027,1799
Missouri,Camden,128.58517708737932,% change,29029,1803
Missouri,Cape Girardeau,0.22273867870443595,% change,29031,1808
Missouri,Carroll,6.243591807237698,% change,29033,1822
Missouri,Carter,-1.373145754718138,% change,29035,1001
Missouri,Cass,13.840809883283297,% change,29037,1004
Missouri,Cedar,82.43471316754213,% change,29039,1007
Missouri,Chariton,-66.38176960862492,% change,29041,1011
Missouri,Christian,70.95016681773293,% change,29043,1014
Missouri,Clark,13.080309025107223,% change,29045,1015
Missouri,Clay,8.993357463296732,% change,29047,1018
Missouri,Clinton,6.301417602496177,% change,29049,1021
Missouri,Cole,38.314826483046346,% change,29051,1022
Missouri,Cooper,7.468919007665676,% change,29053,1025
Missouri,Crawford,53.37180164114251,% change,29055,1028
Missouri,Dade,-2.113952739263554,% change,29057,1030
Missouri,Dallas,8.437902394042016,% change,29059,1032
Missouri,Daviess,9.257546242224748,% change,29061,1036
Missouri,DeKalb,-18.014459218530284,% change,29063,1038
Missouri,Dent,36.59814886655571,% change,29065,1040
Missouri,Douglas,-23.167669179624827,% change,29067,1043
Missouri,Dunklin,175.9883740904824,% change,29069,1045
Missouri,Franklin,57.10448648783426,% change,29071,1047
Missouri,Gasconade,-60.262760339669484,% change,29073,1049
Missouri,Gentry,-10.776906663917915,% change,29075,1052
Missouri,Greene,11.120597628624186,% change,29077,1054
Missouri,Grundy,-2.2585693003598437,% change,29079,1057
Missouri,Harrison,24.78982240578038,% change,29081,1058
Missouri,Henry,25.804475667735094,% change,29083,1061
Missouri,Hickory,110.62832881485554,% change,29085,1063
Missouri,Holt,3.7842357430989404,% change,29087,1065
Missouri,Howard,-38.385106074369965,% change,29089,1068
Missouri,Howell,7.829432939229093,% change,29091,1070
Missouri,Iron,9.72304095218023,% change,29093,1072
Missouri,Jackson,10.016974834689139,% change,29095,1074
Missouri,Jasper,19.361725414911277,% change,29097,1078
