State,County,Low income & low access to store (% change) 2010 - 15 (PCH_LACCESS_LOWI_10_15),Units,FIPS,FID
Georgia,Taliaferro,-4.6370349556114245,% change,13265,60
Georgia,Tattnall,0.25121551235102113,% change,13267,63
Georgia,Taylor,-45.6370270094365,% change,13269,69
Georgia,Telfair,-69.46923432247736,% change,13271,75
Georgia,Terrell,836.6364368827357,% change,13273,78
Georgia,Thomas,0.11130949592871713,% change,13275,83
Georgia,Tift,-16.96390687514572,% change,13277,87
Georgia,Toombs,12.78993607776672,% change,13279,91
Georgia,Towns,41.5561568530004,% change,13281,95
Georgia,Treutlen,-75.78950268633356,% change,13283,102
Georgia,Troup,13.667274439299923,% change,13285,105
Georgia,Turner,-13.294783344238093,% change,13287,108
Georgia,Twiggs,-85.00260409381967,% change,13289,116
Georgia,Union,4115.5216403558015,% change,13291,120
Georgia,Upson,74.97644718355274,% change,13293,123
Georgia,Walker,14.931403570561121,% change,13295,126
Georgia,Walton,-16.10684203319516,% change,13297,127
Georgia,Ware,23.571102085501273,% change,13299,132
Georgia,Warren,65.33910466891255,% change,13301,135
Georgia,Washington,-17.404860162171982,% change,13303,143
Georgia,Wayne,19.86452656007356,% change,13305,147
Georgia,Webster,-0.8029067549850366,% change,13307,149
Georgia,Wheeler,4740.263776417809,% change,13309,154
Georgia,White,0,% change,13311,157
Georgia,Whitfield,-12.654071568871597,% change,13313,159
Georgia,Wilcox,20.115185285938185,% change,13315,163
Georgia,Wilkes,-31.127025087841574,% change,13317,167
Georgia,Wilkinson,2.4534584618087063,% change,13319,169
Georgia,Worth,-35.011088940229506,% change,13321,173
Hawaii,Hawaii,23.478217870982494,% change,15001,198
Hawaii,Honolulu,30.586872657528573,% change,15003,234
Hawaii,Kalawao,0.0,% change,15005,247
Hawaii,Kauai,4.251835763845543,% change,15007,261
Hawaii,Maui,-5.955896093365277,% change,15009,323
Idaho,Ada,12.961765776410624,% change,16001,336
Idaho,Adams,22.256613867964383,% change,16003,338
Idaho,Bannock,-1.898791506094289,% change,16005,343
Idaho,Bear Lake,-19.67454539162555,% change,16007,349
Idaho,Benewah,-34.46928160940939,% change,16009,354
Idaho,Bingham,6.367545011321972,% change,16011,362
Idaho,Blaine,34.003926629136664,% change,16013,371
Idaho,Boise,-16.22924715744131,% change,16015,380
Idaho,Bonner,16.7741424245983,% change,16017,387
Idaho,Bonneville,6.665113181436507,% change,16019,395
Idaho,Boundary,-20.759796069264834,% change,16021,405
Idaho,Butte,15.119659892771226,% change,16023,414
Idaho,Camas,28.919129209659104,% change,16025,429
Idaho,Canyon,0.2912267143680398,% change,16027,441
Idaho,Caribou,-17.284796850664407,% change,16029,449
Idaho,Cassia,9.994682675011715,% change,16031,456
Idaho,Clark,8.993385182903992,% change,16033,464
Idaho,Clearwater,-17.68678508573574,% change,16035,474
Idaho,Custer,101.58461782700381,% change,16037,484
Idaho,Elmore,4.632948974047971,% change,16039,490
Idaho,Franklin,14.087318490093207,% change,16041,498
Idaho,Fremont,1.4725119155705242,% change,16043,502
Idaho,Gem,-9.512617340176789,% change,16045,510
Idaho,Gooding,-88.11344390792696,% change,16047,519
Idaho,Idaho,-9.13670302357827,% change,16049,528
Idaho,Jefferson,21.31083003261783,% change,16051,540
Idaho,Jerome,22.392981772136906,% change,16053,547
Idaho,Kootenai,3.6899253455342875,% change,16055,552
Idaho,Latah,-41.38752251427113,% change,16057,559
Idaho,Lemhi,-20.213265168304485,% change,16059,566
Idaho,Lewis,-7.812909860583023,% change,16061,574
Idaho,Lincoln,11.331276258015864,% change,16063,578
Idaho,Madison,24.00721585421505,% change,16065,581
Idaho,Minidoka,38.85597426916443,% change,16067,585
Idaho,Nez Perce,-0.40396335428502883,% change,16069,589
Idaho,Oneida,4.494095548358608,% change,16071,593
Idaho,Owyhee,22.35493615760636,% change,16073,601
Idaho,Payette,12.2515152722913,% change,16075,606
Idaho,Power,0.008558449433941783,% change,16077,613
Idaho,Shoshone,126.68588576318223,% change,16079,621
Idaho,Teton,-21.0706823217002,% change,16081,627
Idaho,Twin Falls,-34.67914450104009,% change,16083,634
Idaho,Valley,-7.970069798610453,% change,16085,643
Idaho,Washington,2.971436047377219,% change,16087,649
Illinois,Adams,-9.785491117215193,% change,17001,650
Illinois,Alexander,-40.2333265662188,% change,17003,651
Illinois,Bond,-29.169795154580974,% change,17005,652
Illinois,Boone,96.45219365021318,% change,17007,653
Illinois,Brown,9.150058316432524,% change,17009,654
Illinois,Bureau,-12.843675251250996,% change,17011,2
Illinois,Calhoun,-7.830611372944039,% change,17013,4
Illinois,Carroll,70.11201192008234,% change,17015,6
Illinois,Cass,-6.56493519021949,% change,17017,10
Illinois,Champaign,16.69556773855969,% change,17019,12
Illinois,Christian,19.13150926695193,% change,17021,14
Illinois,Clark,13.283282501358299,% change,17023,19
Illinois,Clay,-28.37513012487445,% change,17025,22
Illinois,Clinton,36.51575594790621,% change,17027,27
Illinois,Coles,9.761492667858416,% change,17029,30
Illinois,Cook,-3.5294188979373966,% change,17031,36
Illinois,Crawford,-16.32585569311592,% change,17033,40
Illinois,Cumberland,0,% change,17035,44
Illinois,DeKalb,9.850200713411262,% change,17037,49
Illinois,De Witt,-14.96840299773026,% change,17039,53
Illinois,Douglas,8.619148374380387,% change,17041,55
Illinois,DuPage,0.11931622404836195,% change,17043,64
Illinois,Edgar,17.643338554203165,% change,17045,66
Illinois,Edwards,101.78910563464136,% change,17047,71
Illinois,Effingham,15.606312463558014,% change,17049,76
Illinois,Fayette,10.990552258556784,% change,17051,79
Illinois,Ford,38.52945865518836,% change,17053,81
Illinois,Franklin,-9.54435022994257,% change,17055,85
Illinois,Fulton,63.99361501405206,% change,17057,89
Illinois,Gallatin,-10.2975912012586,% change,17059,92
Illinois,Greene,1132.9564756360046,% change,17061,96
Illinois,Grundy,48.49175096829615,% change,17063,99
Illinois,Hamilton,-25.215090491169832,% change,17065,106
Illinois,Hancock,-20.435342207749898,% change,17067,111
Illinois,Hardin,-45.790172229273786,% change,17069,113
Illinois,Henderson,3.824338477678463,% change,17071,117
Illinois,Henry,-3.8313713393205386,% change,17073,121
Illinois,Iroquois,115.26698744914374,% change,17075,125
Illinois,Jackson,6.675680130783338,% change,17077,129
Illinois,Jasper,-13.145735155974927,% change,17079,133
Illinois,Jefferson,0.7732886896569942,% change,17081,137
Illinois,Jersey,2.6209534681945383,% change,17083,142
Illinois,Jo Daviess,13.845100593753825,% change,17085,145
Illinois,Johnson,5.694016156333143,% change,17087,152
Illinois,Kane,11.348480874245501,% change,17089,156
Illinois,Kankakee,-19.109765476375678,% change,17091,161
Illinois,Kendall,-4.14632939553693,% change,17093,165
Illinois,Knox,58.71839595110043,% change,17095,166
Illinois,Lake,11.311474747805159,% change,17097,170
Illinois,LaSalle,-5.872303528312563,% change,17099,175
Illinois,Lawrence,-0.9096711547159164,% change,17101,177
Illinois,Lee,15.79898178162565,% change,17103,180
Illinois,Livingston,-4.277966641041892,% change,17105,182
Illinois,Logan,64.96064671841937,% change,17107,186
Illinois,McDonough,-61.28688945993241,% change,17109,189
Illinois,McHenry,10.819814679740078,% change,17111,192
Illinois,McLean,19.030686132193956,% change,17113,193
Illinois,Macon,-18.370797780941935,% change,17115,194
Illinois,Macoupin,91.44763201397771,% change,17117,196
Illinois,Madison,25.16147314839396,% change,17119,199
Illinois,Marion,11.08414942024739,% change,17121,201
Illinois,Marshall,48.08072368518525,% change,17123,202
Illinois,Mason,337.15078872948,% change,17125,206
Illinois,Massac,13.258836023328783,% change,17127,208
Illinois,Menard,36.36807428838639,% change,17129,212
Illinois,Mercer,-21.21627896698884,% change,17131,216
Illinois,Monroe,61.55870910389213,% change,17133,219
Illinois,Montgomery,30.640673253277857,% change,17135,223
Illinois,Morgan,49.546013767203476,% change,17137,225
Illinois,Moultrie,2.5894121429291377,% change,17139,227
Illinois,Ogle,77.93177425515319,% change,17141,229
Illinois,Peoria,-1.9358559932645125,% change,17143,233
Illinois,Perry,3.5741186596241223,% change,17145,235
Illinois,Piatt,55.790281139620454,% change,17147,238
Illinois,Pike,-11.656762021069904,% change,17149,241
Illinois,Pope,-5.221367947003466,% change,17151,245
Illinois,Pulaski,-59.63694173301133,% change,17153,248
Illinois,Putnam,22348934.36326209,% change,17155,253
Illinois,Randolph,-7.718330348548655,% change,17157,255
Illinois,Richland,12.49937301165933,% change,17159,259
Illinois,Rock Island,-5.474615702126058,% change,17161,265
Illinois,St. Clair,-18.923325705596852,% change,17163,269
Illinois,Saline,19.63689500332878,% change,17165,271
Illinois,Sangamon,-27.10350729910671,% change,17167,274
Illinois,Schuyler,-37.609981852144095,% change,17169,278
Illinois,Scott,32.328891182900435,% change,17171,280
Illinois,Shelby,55.37377898439154,% change,17173,283
Illinois,Stark,-3.781976907074452,% change,17175,285
Illinois,Stephenson,-18.12910359382468,% change,17177,290
Illinois,Tazewell,17.805674294269632,% change,17179,291
Illinois,Union,39.3193676271358,% change,17181,293
Illinois,Vermilion,-16.746001569799187,% change,17183,296
Illinois,Wabash,-8.383959807649822,% change,17185,299
Illinois,Warren,1225.1688370989734,% change,17187,301
Illinois,Washington,-5.008889219779894,% change,17189,305
Illinois,Wayne,-3.955839255602752,% change,17191,310
Illinois,White,2.787931081365354,% change,17193,312
Illinois,Whiteside,44.53768776322048,% change,17195,314
Illinois,Will,-0.4466187366506784,% change,17197,320
Illinois,Williamson,-26.107197399243432,% change,17199,324
Illinois,Winnebago,18.085615635623377,% change,17201,325
Illinois,Woodford,63.26021059028827,% change,17203,328
Indiana,Adams,20.070246733085906,% change,18001,330
Indiana,Allen,-2.844553629616463,% change,18003,335
Indiana,Bartholomew,41.472322746534005,% change,18005,342
Indiana,Benton,126.08362230367274,% change,18007,179
Indiana,Blackford,22.588592610755533,% change,18009,183
Indiana,Boone,6.8874252251621275,% change,18011,185
Indiana,Brown,106.94754536762154,% change,18013,188
Indiana,Carroll,-25.200517497426873,% change,18015,195
Indiana,Cass,6.694405110469091,% change,18017,211
Indiana,Clark,3.9372584061503817,% change,18019,215
Indiana,Clay,3.817566303337699,% change,18021,221
Indiana,Clinton,-40.944719322838544,% change,18023,226
Indiana,Crawford,7.1470172445665,% change,18025,232
Indiana,Daviess,297.7414166786863,% change,18027,239
Indiana,Dearborn,-3.568522903669021,% change,18029,242
Indiana,Decatur,20.570799903181644,% change,18031,246
Indiana,DeKalb,0.3112184255179924,% change,18033,249
Indiana,Delaware,17.686212795763623,% change,18035,252
Indiana,Dubois,16.699961517523295,% change,18037,254
Indiana,Elkhart,27.324986268641734,% change,18039,260
Indiana,Fayette,-9.054222884324517,% change,18041,263
Indiana,Floyd,80.46276721022497,% change,18043,267
Indiana,Fountain,516.462252986145,% change,18045,270
Indiana,Franklin,5.65100256746511,% change,18047,272
Indiana,Fulton,-9.915496103149971,% change,18049,276
Indiana,Gibson,-65.79705123794295,% change,18051,286
Indiana,Grant,0.30999177994661603,% change,18053,297
Indiana,Greene,88.06184217858683,% change,18055,309
Indiana,Hamilton,-7.409497810351548,% change,18057,321
Indiana,Hancock,-11.255277558977422,% change,18059,329
Indiana,Harrison,51.60182579584316,% change,18061,334
Indiana,Hendricks,-30.08622131809918,% change,18063,341
Indiana,Henry,-4.297393337420816,% change,18065,344
Indiana,Howard,-12.577570806341273,% change,18067,348
Indiana,Huntington,16.875911760357187,% change,18069,352
Indiana,Jackson,20.918284190505776,% change,18071,355
Indiana,Jasper,31.565859366954403,% change,18073,356
Indiana,Jay,-3.68258074196648,% change,18075,358
Indiana,Jefferson,35.947761580270424,% change,18077,363
Indiana,Jennings,52.63998162465601,% change,18079,367
Indiana,Johnson,33.76135842348421,% change,18081,370
Indiana,Knox,81.45453224739752,% change,18083,376
Indiana,Kosciusko,-21.028552751423973,% change,18085,384
Indiana,LaGrange,-84.9148866157519,% change,18087,386
Indiana,Lake,25.810104453885707,% change,18089,389
Indiana,LaPorte,61.61028898707356,% change,18091,392
Indiana,Lawrence,16.3228167500497,% change,18093,396
Indiana,Madison,56.49046278548736,% change,18095,401
Indiana,Marion,8.990304462890125,% change,18097,409
Indiana,Marshall,14.82135417026832,% change,18099,412
Indiana,Martin,-2.702716219283781,% change,18101,418
Indiana,Miami,20.534373584415793,% change,18103,420
Indiana,Monroe,-26.485846865710037,% change,18105,422
Indiana,Montgomery,59.49163070656163,% change,18107,425
Indiana,Morgan,-20.569336582374177,% change,18109,430
Indiana,Newton,3351.334628544074,% change,18111,433
Indiana,Noble,-30.264134496790955,% change,18113,436
Indiana,Ohio,0,% change,18115,440
Indiana,Orange,100.82160498742536,% change,18117,444
Indiana,Owen,61.41393209776648,% change,18119,448
Indiana,Parke,98.87362111817785,% change,18121,452
Indiana,Perry,26.267154132021098,% change,18123,459
Indiana,Pike,37.11351975408081,% change,18125,465
Indiana,Porter,-12.23575833383035,% change,18127,468
Indiana,Posey,-3.279261050246603,% change,18129,471
Indiana,Pulaski,19.361075882321686,% change,18131,477
Indiana,Putnam,148.14147807699294,% change,18133,480
Indiana,Randolph,-19.89926559036993,% change,18135,485
Indiana,Ripley,-7.088476538083821,% change,18137,488
Indiana,Rush,43.325364672299784,% change,18139,493
Indiana,St. Joseph,7.6075441536770105,% change,18141,496
Indiana,Scott,-36.273753195365074,% change,18143,504
Indiana,Shelby,44.469825421042195,% change,18145,506
Indiana,Spencer,-40.55660987813389,% change,18147,509
Indiana,Starke,-2.7035006444541385,% change,18149,512
Indiana,Steuben,1.8182326954873276,% change,18151,515
Indiana,Sullivan,-0.39820251825170616,% change,18153,518
Indiana,Switzerland,40.64852612198655,% change,18155,526
Indiana,Tippecanoe,-32.753018608531384,% change,18157,530
Indiana,Tipton,-67.89908681022004,% change,18159,534
Indiana,Union,0,% change,18161,538
Indiana,Vanderburgh,7.602211103096529,% change,18163,543
Indiana,Vermillion,-11.881878828204922,% change,18165,548
Indiana,Vigo,50.00330734259775,% change,18167,553
Indiana,Wabash,48.16868619098831,% change,18169,555
Indiana,Warren,52.679630674122045,% change,18171,567
Indiana,Warrick,19.684895767444807,% change,18173,575
Indiana,Washington,24.618328565884475,% change,18175,584
Indiana,Wayne,10.499185556156657,% change,18177,586
Indiana,Wells,-21.085417794465016,% change,18179,590
Indiana,White,11.551240230216269,% change,18181,594
Indiana,Whitley,8.204036632182534,% change,18183,597
Iowa,Adair,-37.33578370324356,% change,19001,598
Iowa,Adams,-27.0903440572772,% change,19003,602
Iowa,Allamakee,-66.47124537577291,% change,19005,608
Iowa,Appanoose,-14.511055307866375,% change,19007,611
Iowa,Audubon,82.24141893435824,% change,19009,615
Iowa,Benton,-2.01582961703577,% change,19011,619
Iowa,Black Hawk,21.633887371818147,% change,19013,623
Iowa,Boone,12.427925558239927,% change,19015,625
Iowa,Bremer,-13.139920201502134,% change,19017,631
Iowa,Buchanan,47.84721264732319,% change,19019,632
Iowa,Buena Vista,-10.154944296819131,% change,19021,633
Iowa,Butler,-0.8801165607881977,% change,19023,361
Iowa,Calhoun,-94.79842576832965,% change,19025,365
Iowa,Carroll,38.63109770708005,% change,19027,369
Iowa,Cass,14.956747783472768,% change,19029,374
Iowa,Cedar,81.10535984016288,% change,19031,379
Iowa,Cerro Gordo,-6.872045178596445,% change,19033,383
Iowa,Cherokee,2.7946474805859176,% change,19035,388
Iowa,Chickasaw,-19.77123488676875,% change,19037,393
Iowa,Clarke,3.475472814573605,% change,19039,397
Iowa,Clay,50.37089218432471,% change,19041,398
Iowa,Clayton,-84.87807504254322,% change,19043,402
Iowa,Clinton,-0.26317709999945255,% change,19045,404
Iowa,Crawford,14.400618349331879,% change,19047,408
Iowa,Dallas,40.84604516755711,% change,19049,413
Iowa,Davis,13.058837817153293,% change,19051,416
Iowa,Decatur,-2.866471046311791,% change,19053,419
Iowa,Delaware,8.30126308131127,% change,19055,421
Iowa,Des Moines,33.0561377686665,% change,19057,424
Iowa,Dickinson,-15.048339674002559,% change,19059,427
Iowa,Dubuque,7.12033554667963,% change,19061,434
Iowa,Emmet,31.55109630366162,% change,19063,437
Iowa,Fayette,-8.860459076917575,% change,19065,442
Iowa,Floyd,-0.5228887390826151,% change,19067,447
Iowa,Franklin,26.19919199735107,% change,19069,451
Iowa,Fremont,62.84596214526239,% change,19071,455
Iowa,Greene,-47.85425404343217,% change,19073,458
Iowa,Grundy,8.906749602193855,% change,19075,460
Iowa,Guthrie,30.277759115277934,% change,19077,467
Iowa,Hamilton,-9.307357577448473,% change,19079,469
Iowa,Hancock,-0.25295852658668866,% change,19081,470
Iowa,Hardin,-13.371986561783732,% change,19083,475
Iowa,Harrison,6.965879279449701,% change,19085,478
Iowa,Henry,-11.540936895983094,% change,19087,479
Iowa,Howard,7.409471977692171,% change,19089,481
Iowa,Humboldt,-12.153671320758077,% change,19091,487
Iowa,Ida,2.412121457279141,% change,19093,491
Iowa,Iowa,50.26299369538353,% change,19095,495
Iowa,Jackson,35.167918403205995,% change,19097,499
Iowa,Jasper,-4.05555130995101,% change,19099,505
Iowa,Jefferson,-8.828471417310837,% change,19101,507
Iowa,Johnson,-10.200381112436038,% change,19103,508
Iowa,Jones,12.970599276527144,% change,19105,516
Iowa,Keokuk,0.14282898434789387,% change,19107,520
Iowa,Kossuth,30.72108997250096,% change,19109,523
Iowa,Lee,111.46114986990968,% change,19111,531
Iowa,Linn,-13.353882392886707,% change,19113,535
Iowa,Louisa,-11.919225090676273,% change,19115,539
Iowa,Lucas,-3.3106758924770476,% change,19117,542
Iowa,Lyon,-33.5166629087153,% change,19119,546
Iowa,Madison,-5.410736933911103,% change,19121,550
Iowa,Mahaska,3.1165462766370133,% change,19123,554
Iowa,Marion,-10.31871239476827,% change,19125,561
Iowa,Marshall,-14.510304819749123,% change,19127,568
Iowa,Mills,4.368063761344658,% change,19129,569
Iowa,Mitchell,34.35103842123701,% change,19131,572
Iowa,Monona,23.053473855399616,% change,19133,576
Iowa,Monroe,26.270415354955006,% change,19135,580
Iowa,Montgomery,7.5162667314597424,% change,19137,595
Iowa,Muscatine,-18.890270642424177,% change,19139,600
Iowa,O'Brien,6.1964435095545864,% change,19141,604
Iowa,Osceola,-22.750801118675888,% change,19143,607
Iowa,Page,-12.570721339737611,% change,19145,612
Iowa,Palo Alto,-16.02522661280173,% change,19147,618
Iowa,Plymouth,-0.10622772448268285,% change,19149,622
Iowa,Pocahontas,-23.409805962830454,% change,19151,624
Iowa,Polk,-41.122402292643976,% change,19153,629
Iowa,Pottawattamie,-7.698737939591401,% change,19155,637
Iowa,Poweshiek,10.59437459344063,% change,19157,640
Iowa,Ringgold,-0.5191995961722244,% change,19159,642
Iowa,Sac,80.8719562652562,% change,19161,647
Iowa,Scott,-3.2008365677939925,% change,19163,657
Iowa,Shelby,6.458315251324881,% change,19165,660
Iowa,Sioux,-17.31340784717143,% change,19167,663
Iowa,Story,28.310372156407794,% change,19169,668
Iowa,Tama,-8.684635143711155,% change,19171,671
Iowa,Taylor,-57.5626695116187,% change,19173,674
Iowa,Union,17.170694099052774,% change,19175,675
Iowa,Van Buren,-38.21639738822149,% change,19177,678
Iowa,Wapello,94.99219791455262,% change,19179,681
Iowa,Warren,-40.51272520362049,% change,19181,685
Iowa,Washington,-35.45886160684615,% change,19183,687
Iowa,Wayne,-3.522321853229713,% change,19185,691
Iowa,Webster,25.88065440666117,% change,19187,694
Iowa,Winnebago,-1.4535513708066041,% change,19189,696
Iowa,Winneshiek,5.757174906557396,% change,19191,698
Iowa,Woodbury,-21.7551170936302,% change,19193,702
Iowa,Worth,130.00597103517694,% change,19195,703
Iowa,Wright,4.5250294805336395,% change,19197,705
Kansas,Allen,46.08167922981172,% change,20001,709
Kansas,Anderson,-16.975784184456362,% change,20003,712
Kansas,Atchison,-26.805177045085358,% change,20005,715
Kansas,Barber,-35.86797472777551,% change,20007,717
Kansas,Barton,19.935497346491143,% change,20009,719
Kansas,Bourbon,8.63378932659697,% change,20011,722
Kansas,Brown,38.43409854379464,% change,20013,723
Kansas,Butler,16.646544545180166,% change,20015,726
Kansas,Chase,10.294928289007528,% change,20017,729
Kansas,Chautauqua,101.56162242751287,% change,20019,730
Kansas,Cherokee,-26.075606936067995,% change,20021,732
Kansas,Cheyenne,-92.88128403444205,% change,20023,736
Kansas,Clark,7.683436876252293,% change,20025,738
Kansas,Clay,-22.41070293683551,% change,20027,739
Kansas,Cloud,-1.9125859621578918,% change,20029,740
Kansas,Coffey,-36.63584362459146,% change,20031,745
Kansas,Comanche,-51.19902446593678,% change,20033,748
Kansas,Cowley,142.40136537323264,% change,20035,752
Kansas,Crawford,1.1560276113281953,% change,20037,756
Kansas,Decatur,36.352481858554704,% change,20039,759
Kansas,Dickinson,-44.400202978347046,% change,20041,762
Kansas,Doniphan,-6.708439183118708,% change,20043,765
Kansas,Douglas,7.875530551715859,% change,20045,767
Kansas,Edwards,9.22157472767209,% change,20047,770
Kansas,Elk,-15.508949974901784,% change,20049,773
Kansas,Ellis,11.938664835693574,% change,20051,774
Kansas,Ellsworth,-8.931585956532013,% change,20053,776
Kansas,Finney,2.449389703881465,% change,20055,778
Kansas,Ford,-43.861786081953,% change,20057,784
Kansas,Franklin,20.919025586138197,% change,20059,786
Kansas,Geary,0.3637370883939037,% change,20061,788
Kansas,Gove,-50.32202158341149,% change,20063,790
Kansas,Graham,-16.45674306490376,% change,20065,791
Kansas,Grant,-5.9517752682359735,% change,20067,794
Kansas,Gray,-15.87067110183155,% change,20069,798
Kansas,Greeley,50.446140580233944,% change,20071,801
Kansas,Greenwood,19.39198913866345,% change,20073,803
Kansas,Hamilton,-13.409998173726656,% change,20075,805
Kansas,Harper,19.67410109365291,% change,20077,807
Kansas,Harvey,-29.757899495830387,% change,20079,812
Kansas,Haskell,-4.084116139435816,% change,20081,815
Kansas,Hodgeman,-73.66344711870322,% change,20083,818
Kansas,Jackson,2.700419240939421,% change,20085,819
Kansas,Jefferson,-95.80277152827111,% change,20087,821
Kansas,Jewell,-9.653735088487371,% change,20089,822
Kansas,Johnson,-15.591980915449302,% change,20091,824
Kansas,Kearny,1082.7033622026422,% change,20093,826
Kansas,Kingman,10.557342264844495,% change,20095,827
Kansas,Kiowa,-11.888868541564092,% change,20097,829
Kansas,Labette,10.606190185480775,% change,20099,831
Kansas,Lane,-87.96806381834452,% change,20101,833
Kansas,Leavenworth,97.77026449082531,% change,20103,836
Kansas,Lincoln,39.83757858222801,% change,20105,838
Kansas,Linn,-58.696483947475016,% change,20107,840
Kansas,Logan,40.494696539503025,% change,20109,842
Kansas,Lyon,144.78538089083568,% change,20111,844
Kansas,McPherson,-9.395348607134443,% change,20113,846
Kansas,Marion,5.515819114892666,% change,20115,848
Kansas,Marshall,15.10658093321759,% change,20117,850
Kansas,Meade,-5.877728208047703,% change,20119,851
Kansas,Miami,-42.101813499957146,% change,20121,853
Kansas,Mitchell,-15.019295235635216,% change,20123,854
Kansas,Montgomery,248.8447927778028,% change,20125,856
Kansas,Morris,-21.639070942923805,% change,20127,858
Kansas,Morton,15.504400585544884,% change,20129,859
Kansas,Nemaha,2.1493371176755613,% change,20131,861
Kansas,Neosho,-71.13560716848765,% change,20133,862
Kansas,Ness,57.74635218012715,% change,20135,864
Kansas,Norton,-9.27746618846361,% change,20137,866
Kansas,Osage,12.086951450631041,% change,20139,867
Kansas,Osborne,-9.785371222552927,% change,20141,869
Kansas,Ottawa,0.6364317707772577,% change,20143,870
Kansas,Pawnee,15.607970345732625,% change,20145,872
Kansas,Phillips,13.39542058593534,% change,20147,873
Kansas,Pottawatomie,-92.04252657812897,% change,20149,876
Kansas,Pratt,3.806992899466275,% change,20151,878
Kansas,Rawlins,-24.32397021665119,% change,20153,880
Kansas,Reno,-14.999277348560025,% change,20155,882
Kansas,Republic,5.264872927958125,% change,20157,884
Kansas,Rice,1.860754413878361,% change,20159,886
Kansas,Riley,-8.722566796729042,% change,20161,888
Kansas,Rooks,-15.479016923294855,% change,20163,889
Kansas,Rush,-83.63623802138746,% change,20165,891
Kansas,Russell,-1.9486084807002086,% change,20167,893
Kansas,Saline,15.835706965104054,% change,20169,895
Kansas,Scott,267.166564388251,% change,20171,897
Kansas,Sedgwick,12.427393628062804,% change,20173,898
Kansas,Seward,-91.60884619924964,% change,20175,900
Kansas,Shawnee,-2.1180928283280362,% change,20177,902
Kansas,Sheridan,-73.34028569340411,% change,20179,904
Kansas,Sherman,-1.1968302093731862,% change,20181,907
Kansas,Smith,-1.9905011607843623,% change,20183,909
Kansas,Stafford,-6.347096709744967,% change,20185,911
Kansas,Stanton,2.341313484593054,% change,20187,913
Kansas,Stevens,-26.46484608382556,% change,20189,914
Kansas,Sumner,27.25230704554657,% change,20191,916
Kansas,Thomas,-24.862316495106178,% change,20193,917
Kansas,Trego,-67.41272014685299,% change,20195,919
Kansas,Wabaunsee,-24.615715673668976,% change,20197,920
Kansas,Wallace,152.3358152646698,% change,20199,921
Kansas,Washington,-4.271455831742861,% change,20201,922
Kansas,Wichita,21.216461263420648,% change,20203,923
Kansas,Wilson,16.305014353145648,% change,20205,925
Kansas,Woodson,824.1361624704462,% change,20207,926
Kansas,Wyandotte,1.295892206105001,% change,20209,927
Kentucky,Adair,18.440534188568076,% change,21001,928
Kentucky,Allen,-4.303235038580762,% change,21003,929
Kentucky,Anderson,3.153549249546017,% change,21005,930
Kentucky,Ballard,-34.61920166988888,% change,21007,932
Kentucky,Barren,20.186923126570843,% change,21009,933
Kentucky,Bath,-11.374153088666423,% change,21011,934
Kentucky,Bell,-5.865503896055717,% change,21013,936
Kentucky,Boone,33.33076741288809,% change,21015,1002
Kentucky,Bourbon,195.0312158452607,% change,21017,1005
Kentucky,Boyd,-13.557877127523232,% change,21019,1008
Kentucky,Boyle,23.176193547055707,% change,21021,1010
Kentucky,Bracken,1.7450412150317542,% change,21023,1013
Kentucky,Breathitt,159.3956127976229,% change,21025,1017
Kentucky,Breckinridge,-3.9103956916244185,% change,21027,1020
Kentucky,Bullitt,26.640982089085874,% change,21029,1024
Kentucky,Butler,-14.438672727997776,% change,21031,1026
Kentucky,Caldwell,-15.535610215859794,% change,21033,1031
Kentucky,Calloway,-9.237209550819278,% change,21035,1033
Kentucky,Campbell,21.753080599003326,% change,21037,1035
Kentucky,Carlisle,-67.56500335096109,% change,21039,1039
Kentucky,Carroll,3.523186625696876,% change,21041,1041
Kentucky,Carter,49.533675078917796,% change,21043,1044
Kentucky,Casey,-29.419796725192093,% change,21045,1048
Kentucky,Christian,34.24607000557003,% change,21047,1050
Kentucky,Clark,-13.58587287996027,% change,21049,1053
Kentucky,Clay,-36.4247950608442,% change,21051,1056
Kentucky,Clinton,-95.54612066090841,% change,21053,1059
Kentucky,Crittenden,0,% change,21055,1064
Kentucky,Cumberland,-22.2840288843219,% change,21057,1067
Kentucky,Daviess,8.776181900940138,% change,21059,1071
Kentucky,Edmonson,48.10914534501657,% change,21061,1073
Kentucky,Elliott,-80.67350038535844,% change,21063,1075
Kentucky,Estill,-14.137541227924496,% change,21065,1077
Kentucky,Fayette,15.090420506750615,% change,21067,1080
Kentucky,Fleming,-6.133495965232849,% change,21069,1083
Kentucky,Floyd,9.760974984857794,% change,21071,1085
Kentucky,Franklin,-30.099039926295855,% change,21073,1086
Kentucky,Fulton,132.50845890065236,% change,21075,1088
Kentucky,Gallatin,0,% change,21077,1090
Kentucky,Garrard,-97.96510254694672,% change,21079,1092
Kentucky,Grant,-6.775655153361429,% change,21081,1094
Kentucky,Graves,-18.382285887486574,% change,21083,1097
Kentucky,Grayson,6.7334548218770625,% change,21085,1100
Kentucky,Green,54.3103521548087,% change,21087,1102
Kentucky,Greenup,5.826228231273283,% change,21089,1105
Kentucky,Hancock,903.1120142084653,% change,21091,1107
Kentucky,Hardin,20.009069268029666,% change,21093,1110
Kentucky,Harlan,16.54217267156856,% change,21095,1114
