State,County,American Indian or Alaska Native low access to store (%) 2015 (PCT_LACCESS_NHNA15),Units,FIPS,FID
Georgia,Peach,0.05165662324244521,Percent,13225,910
Georgia,Pickens,0.013672042249186979,Percent,13227,912
Georgia,Pierce,0.08552637172484806,Percent,13229,915
Georgia,Pike,0.0,Percent,13231,7
Georgia,Polk,0.03436308370756046,Percent,13233,8
Georgia,Pulaski,0.032595117405044546,Percent,13235,11
Georgia,Putnam,0.006923357754993496,Percent,13237,13
Georgia,Quitman,0.04311168703662874,Percent,13239,16
Georgia,Rabun,0.0,Percent,13241,18
Georgia,Randolph,0.0003052494135263104,Percent,13243,23
Georgia,Richmond,0.14323471472897645,Percent,13245,24
Georgia,Rockdale,0.15206263521794988,Percent,13247,28
Georgia,Schley,0.0,Percent,13249,31
Georgia,Screven,0.04986860875716549,Percent,13251,34
Georgia,Seminole,0.02223644767825902,Percent,13253,38
Georgia,Spalding,0.02382885357207451,Percent,13255,41
Georgia,Stephens,0.038880048013148046,Percent,13257,45
Georgia,Stewart,0.016223526066263684,Percent,13259,48
Georgia,Sumter,0.02624132537337759,Percent,13261,52
Georgia,Talbot,0.029133284518934304,Percent,13263,57
Georgia,Taliaferro,0.11142474196712406,Percent,13265,60
Georgia,Tattnall,0.00664447585125725,Percent,13267,63
Georgia,Taylor,0.009223867115990152,Percent,13269,69
Georgia,Telfair,0.0,Percent,13271,75
Georgia,Terrell,0.006990947201248148,Percent,13273,78
Georgia,Thomas,0.11251794157474955,Percent,13275,83
Georgia,Tift,0.01731337981973117,Percent,13277,87
Georgia,Toombs,0.04729796824323477,Percent,13279,91
Georgia,Towns,0.0,Percent,13281,95
Georgia,Treutlen,0.0,Percent,13283,102
Georgia,Troup,0.04688743950174363,Percent,13285,105
Georgia,Turner,0.013192841845335052,Percent,13287,108
Georgia,Twiggs,0.0,Percent,13289,116
Georgia,Union,0.001880250918377772,Percent,13291,120
Georgia,Upson,0.0585957796164549,Percent,13293,123
Georgia,Walker,0.05267851827098595,Percent,13295,126
Georgia,Walton,0.04162530672749475,Percent,13297,127
Georgia,Ware,0.0968925815211291,Percent,13299,132
Georgia,Warren,0.004559615982123637,Percent,13301,135
Georgia,Washington,0.020903005487261952,Percent,13303,143
Georgia,Wayne,0.1114410528910874,Percent,13305,147
Georgia,Webster,0.0,Percent,13307,149
Georgia,Wheeler,0.0,Percent,13309,154
Georgia,White,0,Percent,13311,157
Georgia,Whitfield,0.17623565955127535,Percent,13313,159
Georgia,Wilcox,0.0,Percent,13315,163
Georgia,Wilkes,0.0,Percent,13317,167
Georgia,Wilkinson,0.041827877891017363,Percent,13319,169
Georgia,Worth,0.02022599005593376,Percent,13321,173
Hawaii,Hawaii,0.15244829350754868,Percent,15001,198
Hawaii,Honolulu,0.0808012373800717,Percent,15003,234
Hawaii,Kalawao,0.0,Percent,15005,247
Hawaii,Kauai,0.13029578731491243,Percent,15007,261
Hawaii,Maui,0.14187268016273752,Percent,15009,323
Idaho,Ada,0.10127770484665707,Percent,16001,336
Idaho,Adams,0.15461737801846628,Percent,16003,338
Idaho,Bannock,0.4012133955873405,Percent,16005,343
Idaho,Bear Lake,0.13364516858308953,Percent,16007,349
Idaho,Benewah,2.2979253446494132,Percent,16009,354
Idaho,Bingham,0.37333317627151535,Percent,16011,362
Idaho,Blaine,0.2698895178913917,Percent,16013,371
Idaho,Boise,0.41947701075887733,Percent,16015,380
Idaho,Bonner,0.17085238230531374,Percent,16017,387
Idaho,Bonneville,0.14673162290462421,Percent,16019,395
Idaho,Boundary,0.1924579947133768,Percent,16021,405
Idaho,Butte,0.034590105492534697,Percent,16023,414
Idaho,Camas,0.5371530805596141,Percent,16025,429
Idaho,Canyon,0.1740278268233227,Percent,16027,441
Idaho,Caribou,0.10053138038374264,Percent,16029,449
Idaho,Cassia,0.09022620448305986,Percent,16031,456
Idaho,Clark,1.0183299574627902,Percent,16033,464
Idaho,Clearwater,0.3026305539226013,Percent,16035,474
Idaho,Custer,0.21885018117837315,Percent,16037,484
Idaho,Elmore,0.2515025541468141,Percent,16039,490
Idaho,Franklin,0.039105270807357345,Percent,16041,498
Idaho,Fremont,0.044163391686183585,Percent,16043,502
Idaho,Gem,0.18174427901549076,Percent,16045,510
Idaho,Gooding,0.00945357250469167,Percent,16047,519
Idaho,Idaho,0.3726863181376695,Percent,16049,528
Idaho,Jefferson,0.0793513951495241,Percent,16051,540
Idaho,Jerome,0.2808758260157164,Percent,16053,547
Idaho,Kootenai,0.21485065438053416,Percent,16055,552
Idaho,Latah,0.05359183728677532,Percent,16057,559
Idaho,Lemhi,0.2596862523883392,Percent,16059,566
Idaho,Lewis,1.258821571248914,Percent,16061,574
Idaho,Lincoln,0.7104454670829358,Percent,16063,578
Idaho,Madison,0.036024677817580994,Percent,16065,581
Idaho,Minidoka,0.2815795466950077,Percent,16067,585
Idaho,Nez Perce,0.17060130598464893,Percent,16069,589
Idaho,Oneida,0.0,Percent,16071,593
Idaho,Owyhee,0.45774271073996353,Percent,16073,601
Idaho,Payette,0.27310643132055473,Percent,16075,606
Idaho,Power,0.8572516301520838,Percent,16077,613
Idaho,Shoshone,0.10513567248606659,Percent,16079,621
Idaho,Teton,0.019665683675539038,Percent,16081,627
Idaho,Twin Falls,0.039302051991768096,Percent,16083,634
Idaho,Valley,0.07756507867239434,Percent,16085,643
Idaho,Washington,0.2307204710425603,Percent,16087,649
Illinois,Adams,0.009198581132201572,Percent,17001,650
Illinois,Alexander,0.09037987960823476,Percent,17003,651
Illinois,Bond,0.05030035435858206,Percent,17005,652
Illinois,Boone,0.03264025090134349,Percent,17007,653
Illinois,Brown,0.09252792719686623,Percent,17009,654
Illinois,Bureau,0.051819877585047455,Percent,17011,2
Illinois,Calhoun,0.0,Percent,17013,4
Illinois,Carroll,0.01997976951422636,Percent,17015,6
Illinois,Cass,0.03665151696320664,Percent,17017,10
Illinois,Champaign,0.04565429788714284,Percent,17019,12
Illinois,Christian,0.01618163833453523,Percent,17021,14
Illinois,Clark,0.029052568726731676,Percent,17023,19
Illinois,Clay,0.014477017339975607,Percent,17025,22
Illinois,Clinton,0.05248667632865102,Percent,17027,27
Illinois,Coles,0.04112878957435859,Percent,17029,30
Illinois,Cook,0.01881196251127524,Percent,17031,36
Illinois,Crawford,0.026284055853429023,Percent,17033,40
Illinois,Cumberland,0,Percent,17035,44
Illinois,DeKalb,0.05330236994602672,Percent,17037,49
Illinois,De Witt,0.0,Percent,17039,53
Illinois,Douglas,0.005776976198852953,Percent,17041,55
Illinois,DuPage,0.0570715593003129,Percent,17043,64
Illinois,Edgar,0.04416480186874596,Percent,17045,66
Illinois,Edwards,0.0,Percent,17047,71
Illinois,Effingham,0.006348119861953362,Percent,17049,76
Illinois,Fayette,0.08085708739148645,Percent,17051,79
Illinois,Ford,0.09542170440578794,Percent,17053,81
Illinois,Franklin,0.028744995985836554,Percent,17055,85
Illinois,Fulton,0.029550548199362002,Percent,17057,89
Illinois,Gallatin,0.2147074620210843,Percent,17059,92
Illinois,Greene,0.016400719157536943,Percent,17061,96
Illinois,Grundy,0.04877080155709146,Percent,17063,99
Illinois,Hamilton,0.006538799981125989,Percent,17065,106
Illinois,Hancock,0.04188247093129088,Percent,17067,111
Illinois,Hardin,0.0,Percent,17069,113
Illinois,Henderson,0.0,Percent,17071,117
Illinois,Henry,0.035542454215055266,Percent,17073,121
Illinois,Iroquois,0.0337961354291739,Percent,17075,125
Illinois,Jackson,0.06584934180886114,Percent,17077,129
Illinois,Jasper,0.04205087783577851,Percent,17079,133
Illinois,Jefferson,0.04852074426161331,Percent,17081,137
Illinois,Jersey,0.02670257569479356,Percent,17083,142
Illinois,Jo Daviess,0.050053404716943736,Percent,17085,145
Illinois,Johnson,0.018488953105881497,Percent,17087,152
Illinois,Kane,0.06840196299060762,Percent,17089,156
Illinois,Kankakee,0.03026073128482948,Percent,17091,161
Illinois,Kendall,0.048556513790977286,Percent,17093,165
Illinois,Knox,0.030558814562792566,Percent,17095,166
Illinois,Lake,0.10708630632527316,Percent,17097,170
Illinois,LaSalle,0.057899912931523294,Percent,17099,175
Illinois,Lawrence,0.02250638956133571,Percent,17101,177
Illinois,Lee,0.017348632565088867,Percent,17103,180
Illinois,Livingston,0.01714793650839307,Percent,17105,182
Illinois,Logan,0.07920040548333378,Percent,17107,186
Illinois,McDonough,0.0037006714414575923,Percent,17109,189
Illinois,McHenry,0.1373536625541683,Percent,17111,192
Illinois,McLean,0.06638431648270528,Percent,17113,193
Illinois,Macon,0.051278273876673684,Percent,17115,194
Illinois,Macoupin,0.039743137612773996,Percent,17117,196
Illinois,Madison,0.09268809147482639,Percent,17119,199
Illinois,Marion,0.0972092700295603,Percent,17121,201
Illinois,Marshall,0.03164556962025317,Percent,17123,202
Illinois,Mason,0.09331817847493591,Percent,17125,206
Illinois,Massac,0.037099054018399504,Percent,17127,208
Illinois,Menard,0.008330049037853443,Percent,17129,212
Illinois,Mercer,0.00045876031963874836,Percent,17131,216
Illinois,Monroe,0.049187249095719573,Percent,17133,219
Illinois,Montgomery,0.052158152738012886,Percent,17135,223
Illinois,Morgan,0.08123862579265058,Percent,17137,225
Illinois,Moultrie,0.0027569604300591876,Percent,17139,227
Illinois,Ogle,0.05408199930064004,Percent,17141,229
Illinois,Peoria,0.051171547263786935,Percent,17143,233
Illinois,Perry,0.046704342191355705,Percent,17145,235
Illinois,Piatt,0.0014502187925043816,Percent,17147,238
Illinois,Pike,0.00679880530276969,Percent,17149,241
Illinois,Pope,0.06207944890854609,Percent,17151,245
Illinois,Pulaski,0.15321514724747265,Percent,17153,248
Illinois,Putnam,0.0,Percent,17155,253
Illinois,Randolph,0.022158616124846518,Percent,17157,255
Illinois,Richland,0.022453005590691737,Percent,17159,259
Illinois,Rock Island,0.04783921899119563,Percent,17161,265
Illinois,St. Clair,0.0884539760034441,Percent,17163,269
Illinois,Saline,0.12463507621914544,Percent,17165,271
Illinois,Sangamon,0.03821522396605961,Percent,17167,274
Illinois,Schuyler,0.013255566844473713,Percent,17169,278
Illinois,Scott,0.0,Percent,17171,280
Illinois,Shelby,0.04070904459525685,Percent,17173,283
Illinois,Stark,0.04432594051729897,Percent,17175,285
Illinois,Stephenson,0.01834485605220092,Percent,17177,290
Illinois,Tazewell,0.1311934635630028,Percent,17179,291
Illinois,Union,0.06888449884054076,Percent,17181,293
Illinois,Vermilion,0.028436585419770656,Percent,17183,296
Illinois,Wabash,0.0075753267148822466,Percent,17185,299
Illinois,Warren,0.02441712383572384,Percent,17187,301
Illinois,Washington,0.013590649175066595,Percent,17189,305
Illinois,Wayne,0.01193317435770728,Percent,17191,310
Illinois,White,0.10893628686765565,Percent,17193,312
Illinois,Whiteside,0.07069027040164057,Percent,17195,314
Illinois,Will,0.0845135383087691,Percent,17197,320
Illinois,Williamson,0.026515259347183715,Percent,17199,324
Illinois,Winnebago,0.07056307986721973,Percent,17201,325
Illinois,Woodford,0.009260884993820918,Percent,17203,328
Indiana,Adams,0.02652612196033847,Percent,18001,330
Indiana,Allen,0.08715525803298801,Percent,18003,335
Indiana,Bartholomew,0.06408779244629985,Percent,18005,342
Indiana,Benton,0.0,Percent,18007,179
Indiana,Blackford,0.006158040498241665,Percent,18009,183
Indiana,Boone,0.009318601008238914,Percent,18011,185
Indiana,Brown,0.0009481487646811704,Percent,18013,188
Indiana,Carroll,0.013601310367258646,Percent,18015,195
Indiana,Cass,0.014179814763515654,Percent,18017,211
Indiana,Clark,0.06259724188610177,Percent,18019,215
Indiana,Clay,0.022591643382449834,Percent,18021,221
Indiana,Clinton,0.0017515270861550567,Percent,18023,226
Indiana,Crawford,0.04908785498373686,Percent,18025,232
Indiana,Daviess,0.032372085172287346,Percent,18027,239
Indiana,Dearborn,0.05062843361052011,Percent,18029,242
Indiana,Decatur,0.026647318693005594,Percent,18031,246
Indiana,DeKalb,0.05218271658148616,Percent,18033,249
Indiana,Delaware,0.05539120216283511,Percent,18035,252
Indiana,Dubois,0.00897256327697534,Percent,18037,254
Indiana,Elkhart,0.068779931919173,Percent,18039,260
Indiana,Fayette,0.030253715784004574,Percent,18041,263
Indiana,Floyd,0.07680368413540388,Percent,18043,267
Indiana,Fountain,0.07729735854378945,Percent,18045,270
Indiana,Franklin,0.03398834025410578,Percent,18047,272
Indiana,Fulton,0.021594024220770062,Percent,18049,276
Indiana,Gibson,0.005510098129387219,Percent,18051,286
Indiana,Grant,0.06846144403876137,Percent,18053,297
Indiana,Greene,0.04700158100878004,Percent,18055,309
Indiana,Hamilton,0.06931255719598862,Percent,18057,321
Indiana,Hancock,0.08205465285597768,Percent,18059,329
Indiana,Harrison,0.013273599488588205,Percent,18061,334
Indiana,Hendricks,0.047039618394808795,Percent,18063,341
Indiana,Henry,5.249169167735373e-05,Percent,18065,344
Indiana,Howard,0.10157145382826493,Percent,18067,348
Indiana,Huntington,0.055283089926994676,Percent,18069,352
Indiana,Jackson,0.03651224841041769,Percent,18071,355
Indiana,Jasper,0.01303684025374398,Percent,18073,356
Indiana,Jay,0.021279052243262032,Percent,18075,358
Indiana,Jefferson,0.0177209725339757,Percent,18077,363
Indiana,Jennings,0.048553673683532694,Percent,18079,367
Indiana,Johnson,0.06067088857655942,Percent,18081,370
Indiana,Knox,0.024973469898971874,Percent,18083,376
Indiana,Kosciusko,0.04132565789720417,Percent,18085,384
Indiana,LaGrange,0.0,Percent,18087,386
Indiana,Lake,0.0827256715209754,Percent,18089,389
Indiana,LaPorte,0.0824823587696224,Percent,18091,392
Indiana,Lawrence,0.010413515338867625,Percent,18093,396
Indiana,Madison,0.06020256443887234,Percent,18095,401
Indiana,Marion,0.07072257223604687,Percent,18097,409
Indiana,Marshall,0.061942462249701596,Percent,18099,412
Indiana,Martin,0.027519608645895102,Percent,18101,418
Indiana,Miami,0.1541115263659586,Percent,18103,420
Indiana,Monroe,0.0349384140963022,Percent,18105,422
Indiana,Montgomery,0.047136337955428605,Percent,18107,425
Indiana,Morgan,0.03616020591130301,Percent,18109,430
Indiana,Newton,0.0754951911939715,Percent,18111,433
Indiana,Noble,0.0161116243095881,Percent,18113,436
Indiana,Ohio,0,Percent,18115,440
Indiana,Orange,0.03705478119070081,Percent,18117,444
Indiana,Owen,0.012054228046471889,Percent,18119,448
Indiana,Parke,0.050783297056639025,Percent,18121,452
Indiana,Perry,0.025486919003786225,Percent,18123,459
Indiana,Pike,0.011427731261544805,Percent,18125,465
Indiana,Porter,0.0782175353377071,Percent,18127,468
Indiana,Posey,0.054059296760729444,Percent,18129,471
Indiana,Pulaski,0.002929647246740091,Percent,18131,477
Indiana,Putnam,0.019160723494983482,Percent,18133,480
Indiana,Randolph,0.052152170132184865,Percent,18135,485
Indiana,Ripley,0.0,Percent,18137,488
Indiana,Rush,0.015929059606137993,Percent,18139,493
Indiana,St. Joseph,0.12334595790945338,Percent,18141,496
Indiana,Scott,0.012293840587458957,Percent,18143,504
Indiana,Shelby,0.02231797966565526,Percent,18145,506
Indiana,Spencer,0.0,Percent,18147,509
Indiana,Starke,0.014902275593879041,Percent,18149,512
Indiana,Steuben,0.04758275779918649,Percent,18151,515
Indiana,Sullivan,0.02785536884064587,Percent,18153,518
Indiana,Switzerland,0.0,Percent,18155,526
Indiana,Tippecanoe,0.04412314521415818,Percent,18157,530
Indiana,Tipton,0.034501778577121486,Percent,18159,534
Indiana,Union,0,Percent,18161,538
Indiana,Vanderburgh,0.02836222448431011,Percent,18163,543
Indiana,Vermillion,0.03843624356195657,Percent,18165,548
Indiana,Vigo,0.13594465280751242,Percent,18167,553
Indiana,Wabash,0.06274591763227134,Percent,18169,555
Indiana,Warren,0.023507287259050304,Percent,18171,567
Indiana,Warrick,0.05554727715558328,Percent,18173,575
Indiana,Washington,0.025354703927144895,Percent,18175,584
Indiana,Wayne,0.0273346158245594,Percent,18177,586
Indiana,Wells,0.07828187742302214,Percent,18179,590
Indiana,White,0.05678242326047113,Percent,18181,594
Indiana,Whitley,0.0044124065269705035,Percent,18183,597
Iowa,Adair,0.011061948919399649,Percent,19001,598
Iowa,Adams,0.0,Percent,19003,602
Iowa,Allamakee,0.015700025124313746,Percent,19005,608
Iowa,Appanoose,0.043618256589186076,Percent,19007,611
Iowa,Audubon,0.0,Percent,19009,615
Iowa,Benton,0.026609079749771666,Percent,19011,619
Iowa,Black Hawk,0.06671503877283128,Percent,19013,623
Iowa,Boone,0.04458951746885881,Percent,19015,625
Iowa,Bremer,0.004419816596825466,Percent,19017,631
Iowa,Buchanan,0.03558824334903154,Percent,19019,632
Iowa,Buena Vista,0.008994232190208392,Percent,19021,633
Iowa,Butler,0.03599966048373451,Percent,19023,361
Iowa,Calhoun,0.0,Percent,19025,365
Iowa,Carroll,0.0010992159106289776,Percent,19027,369
Iowa,Cass,0.03119727129711379,Percent,19029,374
Iowa,Cedar,0.03243418473579929,Percent,19031,379
Iowa,Cerro Gordo,0.011979164788355779,Percent,19033,383
Iowa,Cherokee,0.0002346186410460429,Percent,19035,388
Iowa,Chickasaw,0.0,Percent,19037,393
Iowa,Clarke,0.07702716084869331,Percent,19039,397
Iowa,Clay,0.015400664146296456,Percent,19041,398
Iowa,Clayton,0.013216491136201611,Percent,19043,402
Iowa,Clinton,0.04847774356619635,Percent,19045,404
Iowa,Crawford,0.07670187466122719,Percent,19047,408
Iowa,Dallas,0.00531588509732916,Percent,19049,413
Iowa,Davis,0.012962578231565979,Percent,19051,416
Iowa,Decatur,0.02361489748398333,Percent,19053,419
Iowa,Delaware,0.00735145724682397,Percent,19055,421
Iowa,Des Moines,0.05673986643735225,Percent,19057,424
Iowa,Dickinson,0.007836672543872082,Percent,19059,427
Iowa,Dubuque,0.018338439560986727,Percent,19061,434
Iowa,Emmet,0.1508318703927684,Percent,19063,437
Iowa,Fayette,0.004290221258997916,Percent,19065,442
Iowa,Floyd,0.036818038941899896,Percent,19067,447
Iowa,Franklin,0.0374531832371912,Percent,19069,451
Iowa,Fremont,0.2956591866106585,Percent,19071,455
Iowa,Greene,0.03149358008213293,Percent,19073,458
Iowa,Grundy,0.01606038729464643,Percent,19075,460
Iowa,Guthrie,0.045645426328281904,Percent,19077,467
Iowa,Hamilton,0.0,Percent,19079,469
Iowa,Hancock,0.05290538666726602,Percent,19081,470
Iowa,Hardin,0.012272929243069521,Percent,19083,475
Iowa,Harrison,0.05932922977509948,Percent,19085,478
Iowa,Henry,0.09061433738141475,Percent,19087,479
Iowa,Howard,0.035964047844682726,Percent,19089,481
Iowa,Humboldt,0.04075394803871625,Percent,19091,487
Iowa,Ida,0.0,Percent,19093,491
Iowa,Iowa,0.007324447762534271,Percent,19095,495
Iowa,Jackson,0.017733900841206924,Percent,19097,499
Iowa,Jasper,0.03545962242956327,Percent,19099,505
Iowa,Jefferson,0.02817625169744624,Percent,19101,507
Iowa,Johnson,0.033570009537074764,Percent,19103,508
Iowa,Jones,0.09474418165667797,Percent,19105,516
Iowa,Keokuk,0.03805536914649786,Percent,19107,520
Iowa,Kossuth,0.1005712347516792,Percent,19109,523
Iowa,Lee,0.05153528469774191,Percent,19111,531
Iowa,Linn,0.07085494135703892,Percent,19113,535
Iowa,Louisa,0.0,Percent,19115,539
Iowa,Lucas,0.016770121564213196,Percent,19117,542
Iowa,Lyon,0.008634832401306925,Percent,19119,546
Iowa,Madison,0.021545514154462212,Percent,19121,550
Iowa,Mahaska,0.07331260139094276,Percent,19123,554
Iowa,Marion,0.03545802830829656,Percent,19125,561
Iowa,Marshall,0.08323457639938817,Percent,19127,568
Iowa,Mills,0.018927137450546916,Percent,19129,569
Iowa,Mitchell,0.009499764472852728,Percent,19131,572
Iowa,Monona,0.02163799599910938,Percent,19133,576
Iowa,Monroe,0.039564338810695106,Percent,19135,580
Iowa,Montgomery,0.12104283101697115,Percent,19137,595
Iowa,Muscatine,0.02354805000936975,Percent,19139,600
Iowa,O'Brien,0.03654883437416057,Percent,19141,604
Iowa,Osceola,0.06316466127553715,Percent,19143,607
Iowa,Page,0.3280314117410049,Percent,19145,612
Iowa,Palo Alto,0.07804645586452595,Percent,19147,618
Iowa,Plymouth,0.0017289461562481428,Percent,19149,622
Iowa,Pocahontas,0.0026738818305055267,Percent,19151,624
Iowa,Polk,0.0443606630695595,Percent,19153,629
Iowa,Pottawattamie,0.15918902700341572,Percent,19155,637
Iowa,Poweshiek,0.03537828904529623,Percent,19157,640
Iowa,Ringgold,0.03867969447806763,Percent,19159,642
Iowa,Sac,0.028985507534321935,Percent,19161,647
Iowa,Scott,0.033880851540949074,Percent,19163,657
Iowa,Shelby,0.09579089960822634,Percent,19165,660
Iowa,Sioux,0.011872429647066788,Percent,19167,663
Iowa,Story,0.026827848260914205,Percent,19169,668
Iowa,Tama,0.6221333699560478,Percent,19171,671
Iowa,Taylor,0.0,Percent,19173,674
Iowa,Union,0.07180469005839885,Percent,19175,675
Iowa,Van Buren,0.13210039886324834,Percent,19177,678
Iowa,Wapello,0.28579356602147926,Percent,19179,681
Iowa,Warren,0.050573997784319306,Percent,19181,685
Iowa,Washington,0.005373833472812799,Percent,19183,687
Iowa,Wayne,0.04685303580956098,Percent,19185,691
Iowa,Webster,0.13206428164286507,Percent,19187,694
Iowa,Winnebago,0.06442113040615947,Percent,19189,696
Iowa,Winneshiek,0.0005490968428838051,Percent,19191,698
Iowa,Woodbury,0.33784203389513956,Percent,19193,702
Iowa,Worth,0.02278113965630021,Percent,19195,703
Iowa,Wright,0.0005913352325836881,Percent,19197,705
Kansas,Allen,0.4366696291038194,Percent,20001,709
Kansas,Anderson,0.13831649295673784,Percent,20003,712
Kansas,Atchison,0.06865621045576518,Percent,20005,715
Kansas,Barber,0.0,Percent,20007,717
Kansas,Barton,0.11779232286323879,Percent,20009,719
Kansas,Bourbon,0.1244311494442826,Percent,20011,722
Kansas,Brown,1.0053839477995394,Percent,20013,723
Kansas,Butler,0.24181234591537643,Percent,20015,726
Kansas,Chase,0.21505375776613478,Percent,20017,729
Kansas,Chautauqua,1.3846865985992993,Percent,20019,730
Kansas,Cherokee,0.39368620325690884,Percent,20021,732
Kansas,Cheyenne,0.0,Percent,20023,736
Kansas,Clark,0.632054168046018,Percent,20025,738
Kansas,Clay,0.10544815528472232,Percent,20027,739
Kansas,Cloud,0.08554116007127001,Percent,20029,740
Kansas,Coffey,0.2170351315342716,Percent,20031,745
Kansas,Comanche,0.0,Percent,20033,748
Kansas,Cowley,0.5419230345627,Percent,20035,752
Kansas,Crawford,0.2522521588016957,Percent,20037,756
Kansas,Decatur,0.03377237319141094,Percent,20039,759
Kansas,Dickinson,0.04348144688785613,Percent,20041,762
Kansas,Doniphan,0.8638555234208735,Percent,20043,765
Kansas,Douglas,0.3902345983135952,Percent,20045,767
Kansas,Edwards,0.13170892343288146,Percent,20047,770
Kansas,Elk,1.4573213134541638,Percent,20049,773
Kansas,Ellis,0.06949012692013531,Percent,20051,774
Kansas,Ellsworth,0.07695859573983807,Percent,20053,776
Kansas,Finney,0.13020938677739233,Percent,20055,778
Kansas,Ford,0.15018383106352842,Percent,20057,784
Kansas,Franklin,0.5004680186571367,Percent,20059,786
Kansas,Geary,0.3461511461300594,Percent,20061,788
Kansas,Gove,0.0,Percent,20063,790
Kansas,Graham,0.1600535529182014,Percent,20065,791
Kansas,Grant,0.04139366883369128,Percent,20067,794
Kansas,Gray,0.25779670677980854,Percent,20069,798
Kansas,Greeley,0.5613472240018228,Percent,20071,801
Kansas,Greenwood,0.5265880553653371,Percent,20073,803
Kansas,Hamilton,1.2267658029740074,Percent,20075,805
Kansas,Harper,0.26510739368469344,Percent,20077,807
Kansas,Harvey,0.1364525011276093,Percent,20079,812
Kansas,Haskell,0.6578947339782237,Percent,20081,815
Kansas,Hodgeman,0.052191280596853074,Percent,20083,818
Kansas,Jackson,2.8262635917399423,Percent,20085,819
Kansas,Jefferson,0.0,Percent,20087,821
Kansas,Jewell,0.19499512249429835,Percent,20089,822
Kansas,Johnson,0.06741745093288606,Percent,20091,824
Kansas,Kearny,0.9806386695392381,Percent,20093,826
Kansas,Kingman,0.20380140719534107,Percent,20095,827
Kansas,Kiowa,0.9400705038718762,Percent,20097,829
Kansas,Labette,0.38388036803510855,Percent,20099,831
Kansas,Lane,0.2857142830400594,Percent,20101,833
Kansas,Leavenworth,0.3145375960472392,Percent,20103,836
Kansas,Lincoln,0.09256402210256864,Percent,20105,838
Kansas,Linn,0.0401813664678839,Percent,20107,840
Kansas,Logan,0.0,Percent,20109,842
Kansas,Lyon,0.07084605653910418,Percent,20111,844
Kansas,McPherson,0.10123946266226387,Percent,20113,846
Kansas,Marion,0.24486571990650868,Percent,20115,848
Kansas,Marshall,0.0,Percent,20117,850
Kansas,Meade,0.5027322412628809,Percent,20119,851
Kansas,Miami,0.009567652040944856,Percent,20121,853
Kansas,Mitchell,0.07845598572411236,Percent,20123,854
Kansas,Montgomery,0.8780496023676159,Percent,20125,856
Kansas,Morris,0.287016719770807,Percent,20127,858
Kansas,Morton,0.21651716395276926,Percent,20129,859
Kansas,Nemaha,0.18621410753596776,Percent,20131,861
Kansas,Neosho,0.03149196676788911,Percent,20133,862
Kansas,Ness,0.2574831026713872,Percent,20135,864
Kansas,Norton,0.12320747388468664,Percent,20137,866
Kansas,Osage,0.0882590914230273,Percent,20139,867
Kansas,Osborne,0.0,Percent,20141,869
Kansas,Ottawa,0.11492365757298521,Percent,20143,870
Kansas,Pawnee,0.13653489641817698,Percent,20145,872
Kansas,Phillips,0.301311593449938,Percent,20147,873
Kansas,Pottawatomie,0.023540221311989767,Percent,20149,876
Kansas,Pratt,0.15683234372322286,Percent,20151,878
Kansas,Rawlins,0.0,Percent,20153,880
Kansas,Reno,0.1688964969201051,Percent,20155,882
Kansas,Republic,0.08032128371926667,Percent,20157,884
Kansas,Rice,0.10909451537338888,Percent,20159,886
Kansas,Riley,0.27529511791381706,Percent,20161,888
Kansas,Rooks,0.05790388129458849,Percent,20163,889
Kansas,Rush,0.12095554883580284,Percent,20165,891
Kansas,Russell,0.18517455058585797,Percent,20167,893
Kansas,Saline,0.07132029222902385,Percent,20169,895
Kansas,Scott,0.13412752031572042,Percent,20171,897
Kansas,Sedgwick,0.3432113994350306,Percent,20173,898
Kansas,Seward,0.0455876261353686,Percent,20175,900
Kansas,Shawnee,0.35295305296069723,Percent,20177,902
Kansas,Sheridan,0.3912363095149218,Percent,20179,904
Kansas,Sherman,0.17230740344282028,Percent,20181,907
Kansas,Smith,0.08918936841737113,Percent,20183,909
Kansas,Stafford,0.36060401246337837,Percent,20185,911
Kansas,Stanton,0.08677962234022908,Percent,20187,913
Kansas,Stevens,0.24447887699861112,Percent,20189,914
Kansas,Sumner,0.339314925183543,Percent,20191,916
Kansas,Thomas,0.2869839703559557,Percent,20193,917
Kansas,Trego,0.0,Percent,20195,919
Kansas,Wabaunsee,0.21368528148475258,Percent,20197,920
Kansas,Wallace,0.47138047265829636,Percent,20199,921
Kansas,Washington,0.12931822163007417,Percent,20201,922
Kansas,Wichita,0.492390328432556,Percent,20203,923
Kansas,Wilson,0.08925366514729706,Percent,20205,925
Kansas,Woodson,0.27139187843155216,Percent,20207,926
Kansas,Wyandotte,0.18436236885678361,Percent,20209,927
Kentucky,Adair,0.000733359103605446,Percent,21001,928
Kentucky,Allen,0.0035198879245429498,Percent,21003,929
Kentucky,Anderson,0.02781077764717357,Percent,21005,930
Kentucky,Ballard,0.0,Percent,21007,932
Kentucky,Barren,0.01929738574963029,Percent,21009,933
Kentucky,Bath,0.0,Percent,21011,934
Kentucky,Bell,0.010503365357217943,Percent,21013,936
Kentucky,Boone,0.058585467473097536,Percent,21015,1002
Kentucky,Bourbon,0.025432383809830525,Percent,21017,1005
Kentucky,Boyd,0.03238407277100925,Percent,21019,1008
Kentucky,Boyle,0.083636775425204,Percent,21021,1010
