State,County,Households no car & low access to store (%) 2015 (PCT_LACCESS_HHNV15),Units,FIPS,FID
Alabama,Autauga,3.3513316313738293,Percent,1001,5
Alabama,Baldwin,1.9051144660996444,Percent,1003,20
Alabama,Barbour,4.329378079092943,Percent,1005,25
Alabama,Bibb,2.8214274439833398,Percent,1007,29
Alabama,Blount,3.3364141441489017,Percent,1009,33
Alabama,Bullock,11.104440609899546,Percent,1011,37
Alabama,Butler,3.770678377587316,Percent,1013,39
Alabama,Calhoun,2.6098954796953793,Percent,1015,43
Alabama,Chambers,5.240802890493261,Percent,1017,47
Alabama,Cherokee,2.822199537318709,Percent,1019,51
Alabama,Chilton,3.8719094601946606,Percent,1021,56
Alabama,Choctaw,7.211671047223731,Percent,1023,58
Alabama,Clarke,9.129547508159378,Percent,1025,61
Alabama,Clay,3.401923080286155,Percent,1027,65
Alabama,Cleburne,3.552265349129044,Percent,1029,67
Alabama,Coffee,2.7371308876188927,Percent,1031,70
Alabama,Colbert,2.9959598358393227,Percent,1033,73
Alabama,Conecuh,5.789568182885138,Percent,1035,80
Alabama,Coosa,5.844221712676971,Percent,1037,82
Alabama,Covington,3.3001270001401,Percent,1039,88
Alabama,Crenshaw,4.438704254915358,Percent,1041,90
Alabama,Cullman,3.2982458046664886,Percent,1043,98
Alabama,Dale,3.0655048470906654,Percent,1045,101
Alabama,Dallas,5.794713907896636,Percent,1047,110
Alabama,DeKalb,2.7566603192181693,Percent,1049,112
Alabama,Elmore,3.4673392169905797,Percent,1051,118
Alabama,Escambia,4.0093011367225335,Percent,1053,122
Alabama,Etowah,3.236266680360548,Percent,1055,131
Alabama,Fayette,6.266506819350999,Percent,1057,134
Alabama,Franklin,3.7128103535906885,Percent,1059,138
Alabama,Geneva,2.3201701272453295,Percent,1061,140
Alabama,Greene,8.343311725592004,Percent,1063,148
Alabama,Hale,9.59633824115071,Percent,1065,150
Alabama,Henry,4.541688785004347,Percent,1067,158
Alabama,Houston,2.2414950813933046,Percent,1069,160
Alabama,Jackson,3.513836919596346,Percent,1071,164
Alabama,Jefferson,2.742853707431759,Percent,1073,171
Alabama,Lamar,3.9088334348910534,Percent,1075,174
Alabama,Lauderdale,3.2198110778161064,Percent,1077,176
Alabama,Lawrence,3.4652881819801085,Percent,1079,181
Alabama,Lee,2.279176288188176,Percent,1081,187
Alabama,Limestone,2.6679963209080997,Percent,1083,197
Alabama,Lowndes,10.474890006356205,Percent,1085,205
Alabama,Macon,10.475654407325827,Percent,1087,210
Alabama,Madison,1.7338991941515443,Percent,1089,217
Alabama,Marengo,6.731829490502273,Percent,1091,220
Alabama,Marion,4.232911071957055,Percent,1093,224
Alabama,Marshall,3.1729326463622454,Percent,1095,231
Alabama,Mobile,2.049897305396693,Percent,1097,240
Alabama,Monroe,8.979837313153723,Percent,1099,250
Alabama,Montgomery,3.1347536972372616,Percent,1101,256
Alabama,Morgan,2.0816150923051095,Percent,1103,262
Alabama,Perry,8.853715303061819,Percent,1105,264
Alabama,Pickens,5.962544691342499,Percent,1107,273
Alabama,Pike,4.262256911782687,Percent,1109,279
Alabama,Randolph,4.9946081685551285,Percent,1111,284
Alabama,Russell,2.8429722390176835,Percent,1113,288
Alabama,St. Clair,2.1613219819675025,Percent,1115,292
Alabama,Shelby,1.8346760109252618,Percent,1117,298
Alabama,Sumter,10.544689098323236,Percent,1119,303
Alabama,Talladega,3.903612535632487,Percent,1121,306
Alabama,Tallapoosa,6.270150241114454,Percent,1123,308
Alabama,Tuscaloosa,1.8598990416876058,Percent,1125,313
Alabama,Walker,4.4985011031331155,Percent,1127,317
Alabama,Washington,4.0705808495029006,Percent,1129,319
Alabama,Wilcox,13.32527101311075,Percent,1131,326
Alabama,Winston,4.0061800916301,Percent,1133,332
Alaska,Aleutians East,21.93798278694322,Percent,2013,346
Alaska,Aleutians West,11.509969603352145,Percent,2016,381
Alaska,Anchorage,0.9256766594867039,Percent,2020,400
Alaska,Bethel,53.51506658816814,Percent,2050,411
Alaska,Bristol Bay,9.798994991956809,Percent,2060,423
Alaska,Denali,0.44985904511372204,Percent,2068,426
Alaska,Dillingham,34.63980046012655,Percent,2070,445
Alaska,Fairbanks North Star,2.247470511732439,Percent,2090,454
Alaska,Haines,2.682935335782106,Percent,2100,462
Alaska,Hoonah-Angoon,28.731276066327048,Percent,2105,476
Alaska,Juneau,2.6803449751634365,Percent,2110,482
Alaska,Kenai Peninsula,3.920923572278557,Percent,2122,494
Alaska,Ketchikan Gateway,0.9127432114369878,Percent,2130,514
Alaska,Kodiak Island,2.065797689080734,Percent,2150,533
Alaska,Lake and Peninsula,49.19482970211735,Percent,2164,544
