State,County,Seniors low access to store (% change) 2010 -15 (PCH_LACCESS_SENIORS_10_15),Units,FIPS,FID
Georgia,Taylor,-46.42878531001442,% change,13269,69
Georgia,Telfair,-70.16261703554301,% change,13271,75
Georgia,Terrell,247.60973543473366,% change,13273,78
Georgia,Thomas,1.7111199782452755,% change,13275,83
Georgia,Tift,-1.0987510771707236,% change,13277,87
Georgia,Toombs,6.246694577752389,% change,13279,91
Georgia,Towns,0,% change,13281,95
Georgia,Treutlen,-63.592740780792965,% change,13283,102
Georgia,Troup,0.8297083097693445,% change,13285,105
Georgia,Turner,-33.153777762577946,% change,13287,108
Georgia,Twiggs,-84.31845604442175,% change,13289,116
Georgia,Union,4208.840596271858,% change,13291,120
Georgia,Upson,35.435436873854805,% change,13293,123
Georgia,Walker,-0.0777919264062469,% change,13295,126
Georgia,Walton,-8.65727584913563,% change,13297,127
Georgia,Ware,13.52990228735733,% change,13299,132
Georgia,Warren,35.728408129335,% change,13301,135
Georgia,Washington,-4.846692614954902,% change,13303,143
Georgia,Wayne,1.5730478655560785,% change,13305,147
Georgia,Webster,-6.192223476022925,% change,13307,149
Georgia,Wheeler,1240.227040915499,% change,13309,154
Georgia,White,0,% change,13311,157
Georgia,Whitfield,-13.200787770698005,% change,13313,159
Georgia,Wilcox,46.285065905201925,% change,13315,163
Georgia,Wilkes,-39.46297417044636,% change,13317,167
Georgia,Wilkinson,1.3886876190022144,% change,13319,169
Georgia,Worth,-30.269721760973518,% change,13321,173
Hawaii,Hawaii,4.847872008656567,% change,15001,198
Hawaii,Honolulu,5.466002068926663,% change,15003,234
Hawaii,Kalawao,0.0,% change,15005,247
Hawaii,Kauai,-7.144648644141667,% change,15007,261
Hawaii,Maui,-22.94091055658363,% change,15009,323
Idaho,Ada,-6.864320385651065,% change,16001,336
Idaho,Adams,0.0,% change,16003,338
Idaho,Bannock,-6.071165782922991,% change,16005,343
Idaho,Bear Lake,0.0,% change,16007,349
Idaho,Benewah,-7.2084821198056845,% change,16009,354
Idaho,Bingham,-0.339139713814629,% change,16011,362
Idaho,Blaine,-0.3670327638596567,% change,16013,371
Idaho,Boise,-28.499265882817436,% change,16015,380
Idaho,Bonner,12.800506649660514,% change,16017,387
Idaho,Bonneville,-0.8741639170286206,% change,16019,395
Idaho,Boundary,-25.610275694553025,% change,16021,405
Idaho,Butte,3.9169699459538485,% change,16023,414
Idaho,Camas,0.0,% change,16025,429
Idaho,Canyon,0.5737827356059172,% change,16027,441
Idaho,Caribou,0.0,% change,16029,449
Idaho,Cassia,38.88605971680707,% change,16031,456
Idaho,Clark,0.0,% change,16033,464
Idaho,Clearwater,-16.27619297707398,% change,16035,474
Idaho,Custer,121.43926109714303,% change,16037,484
Idaho,Elmore,-46.73797206379638,% change,16039,490
Idaho,Franklin,-0.3069266050333357,% change,16041,498
Idaho,Fremont,-0.9495695745591569,% change,16043,502
Idaho,Gem,-10.241611274572607,% change,16045,510
Idaho,Gooding,-94.47677579313459,% change,16047,519
Idaho,Idaho,0.0,% change,16049,528
Idaho,Jefferson,0.7825172359893761,% change,16051,540
Idaho,Jerome,-0.9994064465233977,% change,16053,547
Idaho,Kootenai,2.433878426498897,% change,16055,552
Idaho,Latah,-36.09242498879585,% change,16057,559
Idaho,Lemhi,-10.207803079485283,% change,16059,566
Idaho,Lewis,-0.0016645569064074343,% change,16061,574
Idaho,Lincoln,0.0,% change,16063,578
Idaho,Madison,28.23398351584524,% change,16065,581
Idaho,Minidoka,51.72267850064358,% change,16067,585
Idaho,Nez Perce,-4.528063606733802,% change,16069,589
Idaho,Oneida,-1.2828235654692806e-13,% change,16071,593
Idaho,Owyhee,4.2939472625843536,% change,16073,601
Idaho,Payette,0.0,% change,16075,606
Idaho,Power,0.0,% change,16077,613
Idaho,Shoshone,66.44111332482846,% change,16079,621
Idaho,Teton,-0.015431118965786774,% change,16081,627
Idaho,Twin Falls,-27.945790959953452,% change,16083,634
Idaho,Valley,5.523567097657313,% change,16085,643
Idaho,Washington,1.8996926645799453e-13,% change,16087,649
Illinois,Adams,-0.6236671310019646,% change,17001,650
Illinois,Alexander,-57.9771402266702,% change,17003,651
Illinois,Bond,-26.63997255129809,% change,17005,652
Illinois,Boone,31.578011690369046,% change,17007,653
Illinois,Brown,137.53043119390836,% change,17009,654
Illinois,Bureau,1.3943902014810305,% change,17011,2
Illinois,Calhoun,-26.86119652066995,% change,17013,4
Illinois,Carroll,45.91456273531386,% change,17015,6
Illinois,Cass,8.530887867949465,% change,17017,10
Illinois,Champaign,2.4469305674639354,% change,17019,12
Illinois,Christian,20.488913977350396,% change,17021,14
Illinois,Clark,1.0501377067603976,% change,17023,19
Illinois,Clay,0.06289867267928072,% change,17025,22
Illinois,Clinton,76.42665284311788,% change,17027,27
Illinois,Coles,6.967183910734801,% change,17029,30
Illinois,Cook,-7.656668097952905,% change,17031,36
Illinois,Crawford,0.8976977275856042,% change,17033,40
Illinois,Cumberland,0,% change,17035,44
Illinois,DeKalb,17.365846186273963,% change,17037,49
Illinois,De Witt,-10.877627237060782,% change,17039,53
Illinois,Douglas,0.0,% change,17041,55
Illinois,DuPage,-18.65901686070081,% change,17043,64
Illinois,Edgar,-0.9133610861064062,% change,17045,66
Illinois,Edwards,0.0,% change,17047,71
Illinois,Effingham,0.058414964465698695,% change,17049,76
Illinois,Fayette,6.47550503039158,% change,17051,79
Illinois,Ford,0.2991785516105995,% change,17053,81
Illinois,Franklin,-4.416425537597031,% change,17055,85
Illinois,Fulton,28.74990547496158,% change,17057,89
Illinois,Gallatin,-11.509249838321049,% change,17059,92
Illinois,Greene,553.9211294686548,% change,17061,96
Illinois,Grundy,1.4200084538261448,% change,17063,99
Illinois,Hamilton,-30.873998152576448,% change,17065,106
Illinois,Hancock,-30.273937059005267,% change,17067,111
Illinois,Hardin,-34.40691582615679,% change,17069,113
Illinois,Henderson,-5.983708636199243,% change,17071,117
Illinois,Henry,7.024712254645671,% change,17073,121
Illinois,Iroquois,57.776554793997434,% change,17075,125
Illinois,Jackson,-11.108763000421794,% change,17077,129
Illinois,Jasper,-2.679822044871911,% change,17079,133
Illinois,Jefferson,-1.669025662353422,% change,17081,137
Illinois,Jersey,2.066781760864317,% change,17083,142
Illinois,Jo Daviess,0.0,% change,17085,145
Illinois,Johnson,43.34851815762083,% change,17087,152
Illinois,Kane,-15.340379489028367,% change,17089,156
Illinois,Kankakee,-12.577638302367442,% change,17091,161
Illinois,Kendall,-28.85576462909191,% change,17093,165
Illinois,Knox,25.398662194427306,% change,17095,166
Illinois,Lake,-9.622769308866703,% change,17097,170
Illinois,LaSalle,-12.249414922471548,% change,17099,175
Illinois,Lawrence,9.91399115375096,% change,17101,177
Illinois,Lee,2.8294684832514947,% change,17103,180
Illinois,Livingston,-0.5637317898225296,% change,17105,182
Illinois,Logan,14.82499378423162,% change,17107,186
Illinois,McDonough,-38.3418558051113,% change,17109,189
Illinois,McHenry,0.6752341188851968,% change,17111,192
Illinois,McLean,2.8011004186016613,% change,17113,193
Illinois,Macon,-3.035175395160689,% change,17115,194
Illinois,Macoupin,83.9874986048184,% change,17117,196
Illinois,Madison,12.134315005373345,% change,17119,199
Illinois,Marion,6.2059305813171015,% change,17121,201
Illinois,Marshall,34.56715448125639,% change,17123,202
Illinois,Mason,298.77325480851505,% change,17125,206
Illinois,Massac,-18.80004696446456,% change,17127,208
Illinois,Menard,0.0,% change,17129,212
Illinois,Mercer,-15.478758414277177,% change,17131,216
Illinois,Monroe,56.36882544137555,% change,17133,219
Illinois,Montgomery,50.51056981722981,% change,17135,223
Illinois,Morgan,19.18856547233049,% change,17137,225
Illinois,Moultrie,4.341058947302036,% change,17139,227
Illinois,Ogle,88.47285013892512,% change,17141,229
Illinois,Peoria,-14.23424581446366,% change,17143,233
Illinois,Perry,5.960511604558556,% change,17145,235
Illinois,Piatt,-0.3393176684426756,% change,17147,238
Illinois,Pike,-23.87098344909161,% change,17149,241
Illinois,Pope,-16.645807133535683,% change,17151,245
Illinois,Pulaski,-62.51611038393433,% change,17153,248
Illinois,Putnam,6181695.627413133,% change,17155,253
Illinois,Randolph,-28.05269714111467,% change,17157,255
Illinois,Richland,14.283504693927243,% change,17159,259
Illinois,Rock Island,-19.157570214176832,% change,17161,265
Illinois,St. Clair,-22.390181322329887,% change,17163,269
Illinois,Saline,12.288937016658622,% change,17165,271
Illinois,Sangamon,-21.817845334540557,% change,17167,274
Illinois,Schuyler,1.2720206954522617,% change,17169,278
Illinois,Scott,0.0,% change,17171,280
Illinois,Shelby,87.78935878516839,% change,17173,283
Illinois,Stark,0.0,% change,17175,285
Illinois,Stephenson,-4.0283169322126,% change,17177,290
Illinois,Tazewell,6.101461000592537,% change,17179,291
Illinois,Union,83.12247599565237,% change,17181,293
Illinois,Vermilion,-20.372408658290606,% change,17183,296
Illinois,Wabash,2.008623085326669,% change,17185,299
Illinois,Warren,879.2972930974659,% change,17187,301
Illinois,Washington,-0.004705397212673735,% change,17189,305
Illinois,Wayne,-3.1785571281719043,% change,17191,310
Illinois,White,25.43675084867884,% change,17193,312
Illinois,Whiteside,28.94502936635832,% change,17195,314
Illinois,Will,-11.055635475809233,% change,17197,320
Illinois,Williamson,-26.062008750084015,% change,17199,324
Illinois,Winnebago,4.467844654540371,% change,17201,325
Illinois,Woodford,40.30860797191088,% change,17203,328
Indiana,Adams,7.381794487119158,% change,18001,330
Indiana,Allen,-5.918843355896146,% change,18003,335
Indiana,Bartholomew,12.475422565278269,% change,18005,342
Indiana,Benton,24.17812233737185,% change,18007,179
Indiana,Blackford,-24.3084133980101,% change,18009,183
Indiana,Boone,2.9926515195508556,% change,18011,185
Indiana,Brown,0.9392369095644874,% change,18013,188
Indiana,Carroll,-4.554399866918927,% change,18015,195
Indiana,Cass,-5.470765989087076,% change,18017,211
Indiana,Clark,-2.3616951416094936,% change,18019,215
Indiana,Clay,3.7884630149407608,% change,18021,221
Indiana,Clinton,-53.121654372198854,% change,18023,226
Indiana,Crawford,23.258839616250096,% change,18025,232
Indiana,Daviess,37.21523086244349,% change,18027,239
Indiana,Dearborn,0.0,% change,18029,242
Indiana,Decatur,12.330788892612397,% change,18031,246
Indiana,DeKalb,-24.48433760882695,% change,18033,249
Indiana,Delaware,6.80354723452247,% change,18035,252
Indiana,Dubois,-7.558478839869869,% change,18037,254
Indiana,Elkhart,6.096787206099514,% change,18039,260
Indiana,Fayette,0.0,% change,18041,263
Indiana,Floyd,15.225200575580592,% change,18043,267
Indiana,Fountain,525.0383112782448,% change,18045,270
Indiana,Franklin,0.0,% change,18047,272
Indiana,Fulton,-19.357759616689822,% change,18049,276
Indiana,Gibson,-54.65301617790153,% change,18051,286
Indiana,Grant,-16.610142593828535,% change,18053,297
Indiana,Greene,55.49319948512321,% change,18055,309
Indiana,Hamilton,-7.897263388719382,% change,18057,321
Indiana,Hancock,-11.903024659707091,% change,18059,329
Indiana,Harrison,-12.852439382058057,% change,18061,334
Indiana,Hendricks,-20.34372619604,% change,18063,341
Indiana,Henry,-16.31920684789151,% change,18065,344
Indiana,Howard,-12.018705593676323,% change,18067,348
Indiana,Huntington,5.91495327945864,% change,18069,352
Indiana,Jackson,2.1401393558123125,% change,18071,355
Indiana,Jasper,13.955267644056027,% change,18073,356
Indiana,Jay,0.19812281616115682,% change,18075,358
Indiana,Jefferson,7.339910275808531,% change,18077,363
Indiana,Jennings,58.72783234923028,% change,18079,367
Indiana,Johnson,-7.198922928867627,% change,18081,370
Indiana,Knox,116.31825834210889,% change,18083,376
Indiana,Kosciusko,-19.645030062005496,% change,18085,384
Indiana,LaGrange,-84.39371012466013,% change,18087,386
Indiana,Lake,13.347552799458645,% change,18089,389
Indiana,LaPorte,27.13552075092097,% change,18091,392
Indiana,Lawrence,4.8755556719158974,% change,18093,396
Indiana,Madison,4.434626257583134,% change,18095,401
Indiana,Marion,-10.898448057401016,% change,18097,409
Indiana,Marshall,-2.824714607366632,% change,18099,412
Indiana,Martin,1.4359597305552614,% change,18101,418
Indiana,Miami,27.003358430413467,% change,18103,420
Indiana,Monroe,-23.621079061739895,% change,18105,422
Indiana,Montgomery,13.441623056899543,% change,18107,425
Indiana,Morgan,-9.357305556363487,% change,18109,430
Indiana,Newton,1018.1232526086275,% change,18111,433
Indiana,Noble,-23.166799836083342,% change,18113,436
Indiana,Ohio,0,% change,18115,440
Indiana,Orange,114.94468352279297,% change,18117,444
Indiana,Owen,15.743374014652852,% change,18119,448
Indiana,Parke,51.48613701831043,% change,18121,452
Indiana,Perry,18.754503197196485,% change,18123,459
Indiana,Pike,48.31866202852152,% change,18125,465
Indiana,Porter,-14.843734048741105,% change,18127,468
Indiana,Posey,-12.073712487141984,% change,18129,471
Indiana,Pulaski,0.0,% change,18131,477
Indiana,Putnam,27.581319111126,% change,18133,480
Indiana,Randolph,-24.624596517086758,% change,18135,485
Indiana,Ripley,0.5058193045520241,% change,18137,488
Indiana,Rush,-1.2424926432107337,% change,18139,493
Indiana,St. Joseph,-6.73102479939804,% change,18141,496
Indiana,Scott,-28.717646309000898,% change,18143,504
Indiana,Shelby,53.697514400865266,% change,18145,506
Indiana,Spencer,0.0,% change,18147,509
Indiana,Starke,-5.785410900726375,% change,18149,512
Indiana,Steuben,-16.33236754013428,% change,18151,515
Indiana,Sullivan,2.7068716057443107,% change,18153,518
Indiana,Switzerland,0.0,% change,18155,526
Indiana,Tippecanoe,-4.943622817500202,% change,18157,530
Indiana,Tipton,-49.016816204888414,% change,18159,534
Indiana,Union,0,% change,18161,538
Indiana,Vanderburgh,1.1200053714674099,% change,18163,543
Indiana,Vermillion,-7.819980384227687,% change,18165,548
Indiana,Vigo,10.813435429181773,% change,18167,553
Indiana,Wabash,15.231066094210075,% change,18169,555
Indiana,Warren,41.308839126686564,% change,18171,567
Indiana,Warrick,7.820432961900761,% change,18173,575
Indiana,Washington,-0.5249673817249931,% change,18175,584
Indiana,Wayne,-16.090381618970888,% change,18177,586
Indiana,Wells,-16.52306110267017,% change,18179,590
Indiana,White,51.71346436342964,% change,18181,594
Indiana,Whitley,0.0,% change,18183,597
Iowa,Adair,-12.49156589966138,% change,19001,598
Iowa,Adams,1.6864913910807429,% change,19003,602
Iowa,Allamakee,-56.47013888959375,% change,19005,608
Iowa,Appanoose,-10.909394028004202,% change,19007,611
Iowa,Audubon,154.17833554037907,% change,19009,615
Iowa,Benton,-5.704209760987022,% change,19011,619
Iowa,Black Hawk,3.947355695613227,% change,19013,623
Iowa,Boone,-9.680168655607064,% change,19015,625
Iowa,Bremer,9.491015735344057,% change,19017,631
Iowa,Buchanan,44.033512754699764,% change,19019,632
Iowa,Buena Vista,-26.588249957894234,% change,19021,633
Iowa,Butler,-0.6944699859403691,% change,19023,361
Iowa,Calhoun,-93.69358983407842,% change,19025,365
Iowa,Carroll,67.49600856492228,% change,19027,369
Iowa,Cass,0.0,% change,19029,374
Iowa,Cedar,82.01597938137444,% change,19031,379
Iowa,Cerro Gordo,-0.6097759957613779,% change,19033,383
Iowa,Cherokee,9.074406207230421,% change,19035,388
Iowa,Chickasaw,2.0015962689179108,% change,19037,393
Iowa,Clarke,0.0,% change,19039,397
Iowa,Clay,9.615230527333546,% change,19041,398
Iowa,Clayton,-76.81571593738742,% change,19043,402
Iowa,Clinton,0.4890220200579993,% change,19045,404
Iowa,Crawford,-0.25326159437653645,% change,19047,408
Iowa,Dallas,25.55778161178744,% change,19049,413
Iowa,Davis,-10.786404656804951,% change,19051,416
Iowa,Decatur,-3.8100518049192984,% change,19053,419
Iowa,Delaware,13.901294091307456,% change,19055,421
Iowa,Des Moines,3.7293988687722783,% change,19057,424
Iowa,Dickinson,-5.334705060003342,% change,19059,427
Iowa,Dubuque,-7.129488654485537,% change,19061,434
Iowa,Emmet,0.0,% change,19063,437
Iowa,Fayette,4.858181026593035,% change,19065,442
Iowa,Floyd,1.8762633892743983e-13,% change,19067,447
Iowa,Franklin,-12.259596094179564,% change,19069,451
Iowa,Fremont,57.6760289927397,% change,19071,455
Iowa,Greene,-48.32878139389691,% change,19073,458
Iowa,Grundy,-0.27312199313587127,% change,19075,460
Iowa,Guthrie,1.10767045484022,% change,19077,467
Iowa,Hamilton,-19.847859644448036,% change,19079,469
Iowa,Hancock,0.0,% change,19081,470
Iowa,Hardin,-0.8454462121944832,% change,19083,475
Iowa,Harrison,-0.07928694467371752,% change,19085,478
Iowa,Henry,3.757702860135966,% change,19087,479
Iowa,Howard,-6.9011974423876215,% change,19089,481
Iowa,Humboldt,-12.002818617046533,% change,19091,487
Iowa,Ida,0.0,% change,19093,491
Iowa,Iowa,50.06283018366703,% change,19095,495
Iowa,Jackson,19.049281066902388,% change,19097,499
Iowa,Jasper,0.8972007704543197,% change,19099,505
Iowa,Jefferson,-11.613628731346283,% change,19101,507
Iowa,Johnson,-8.200691289481995,% change,19103,508
Iowa,Jones,52.64288505149912,% change,19105,516
Iowa,Keokuk,0.0,% change,19107,520
Iowa,Kossuth,21.873070022043247,% change,19109,523
Iowa,Lee,40.10666184023148,% change,19111,531
Iowa,Linn,-6.139420282164075,% change,19113,535
Iowa,Louisa,-8.932473942516346,% change,19115,539
Iowa,Lucas,0.0,% change,19117,542
Iowa,Lyon,-20.519200427467222,% change,19119,546
Iowa,Madison,-12.977956533143391,% change,19121,550
Iowa,Mahaska,-0.003117942385139962,% change,19123,554
Iowa,Marion,-10.021319695672927,% change,19125,561
Iowa,Marshall,-11.51200751248388,% change,19127,568
Iowa,Mills,19.40441642461908,% change,19129,569
Iowa,Mitchell,0.0,% change,19131,572
Iowa,Monona,0.0,% change,19133,576
Iowa,Monroe,17.719499805686773,% change,19135,580
Iowa,Montgomery,0.26331850184466693,% change,19137,595
Iowa,Muscatine,-7.7205419471963594,% change,19139,600
Iowa,O'Brien,17.566518351066883,% change,19141,604
Iowa,Osceola,1.8773764110409916,% change,19143,607
Iowa,Page,-23.730677572852795,% change,19145,612
Iowa,Palo Alto,-39.917358828105556,% change,19147,618
Iowa,Plymouth,-26.72641966362596,% change,19149,622
Iowa,Pocahontas,-20.261675037463537,% change,19151,624
Iowa,Polk,-28.50178776795499,% change,19153,629
Iowa,Pottawattamie,-10.02481645937029,% change,19155,637
Iowa,Poweshiek,0.0,% change,19157,640
Iowa,Ringgold,-4.670320290011259,% change,19159,642
Iowa,Sac,120.15936228280101,% change,19161,647
Iowa,Scott,-4.244640047580106,% change,19163,657
Iowa,Shelby,-0.8648456547276145,% change,19165,660
Iowa,Sioux,0.763845664509377,% change,19167,663
Iowa,Story,10.150819769676307,% change,19169,668
Iowa,Tama,-6.590639251434204,% change,19171,671
Iowa,Taylor,-56.853060809760045,% change,19173,674
Iowa,Union,0.16358219621280698,% change,19175,675
Iowa,Van Buren,-45.83305019173521,% change,19177,678
Iowa,Wapello,42.71542315096864,% change,19179,681
Iowa,Warren,-33.691486060873416,% change,19181,685
Iowa,Washington,3.527990205800874,% change,19183,687
Iowa,Wayne,0.0,% change,19185,691
Iowa,Webster,8.043303306322201,% change,19187,694
Iowa,Winnebago,-0.05253848251002745,% change,19189,696
Iowa,Winneshiek,-15.618286812370494,% change,19191,698
Iowa,Woodbury,-20.97692463979344,% change,19193,702
Iowa,Worth,2.4684365151630625,% change,19195,703
Iowa,Wright,0.31051637838477714,% change,19197,705
Kansas,Allen,0.0,% change,20001,709
Kansas,Anderson,0.0,% change,20003,712
Kansas,Atchison,-26.554414904401984,% change,20005,715
Kansas,Barber,-2.5447297951642556,% change,20007,717
Kansas,Barton,0.0,% change,20009,719
Kansas,Bourbon,-0.26872563077849987,% change,20011,722
Kansas,Brown,19.2888176396039,% change,20013,723
Kansas,Butler,11.424929029259383,% change,20015,726
Kansas,Chase,0.0,% change,20017,729
Kansas,Chautauqua,18.45340296016492,% change,20019,730
Kansas,Cherokee,-31.306824646371545,% change,20021,732
Kansas,Cheyenne,-93.47438254188228,% change,20023,736
Kansas,Clark,0.0,% change,20025,738
Kansas,Clay,0.8260585406136137,% change,20027,739
Kansas,Cloud,1.442647623710485e-13,% change,20029,740
Kansas,Coffey,-25.02352045395876,% change,20031,745
Kansas,Comanche,1.2674510926996558e-13,% change,20033,748
Kansas,Cowley,88.0677600199267,% change,20035,752
Kansas,Crawford,-1.5651950592124426,% change,20037,756
Kansas,Decatur,121.20084763096932,% change,20039,759
Kansas,Dickinson,-60.420792807397994,% change,20041,762
Kansas,Doniphan,0.35494929408937576,% change,20043,765
Kansas,Douglas,4.555722435145166,% change,20045,767
Kansas,Edwards,0.0,% change,20047,770
Kansas,Elk,0.0,% change,20049,773
Kansas,Ellis,-46.70904224298201,% change,20051,774
Kansas,Ellsworth,-3.4108173229372833,% change,20053,776
Kansas,Finney,-8.299425567408806,% change,20055,778
Kansas,Ford,-25.296967338121508,% change,20057,784
Kansas,Franklin,0.0,% change,20059,786
Kansas,Geary,-8.57872788348913,% change,20061,788
Kansas,Gove,-56.96404456066866,% change,20063,790
Kansas,Graham,-1.519796913086274,% change,20065,791
Kansas,Grant,0.0,% change,20067,794
Kansas,Gray,-8.921525438956014,% change,20069,798
Kansas,Greeley,0.0,% change,20071,801
Kansas,Greenwood,8.119001643602601,% change,20073,803
Kansas,Hamilton,0.0,% change,20075,805
Kansas,Harper,24.74752131748078,% change,20077,807
Kansas,Harvey,-34.75261871604391,% change,20079,812
Kansas,Haskell,0.0,% change,20081,815
Kansas,Hodgeman,-68.05699222435152,% change,20083,818
Kansas,Jackson,-12.472351412507992,% change,20085,819
Kansas,Jefferson,-95.02394268506076,% change,20087,821
Kansas,Jewell,0.12651230697320304,% change,20089,822
Kansas,Johnson,-15.986757788092444,% change,20091,824
Kansas,Kearny,1119.531354626006,% change,20093,826
Kansas,Kingman,2.0399638902030173,% change,20095,827
Kansas,Kiowa,0.0,% change,20097,829
Kansas,Labette,-0.09253396816999993,% change,20099,831
Kansas,Lane,-82.15948699125512,% change,20101,833
Kansas,Leavenworth,15.804146209016254,% change,20103,836
Kansas,Lincoln,-1.529725891732517,% change,20105,838
Kansas,Linn,-57.61901834090284,% change,20107,840
Kansas,Logan,-1.1144666193212758e-13,% change,20109,842
Kansas,Lyon,52.549860128163374,% change,20111,844
Kansas,McPherson,-13.391942134863616,% change,20113,846
Kansas,Marion,-7.448278254682665,% change,20115,848
Kansas,Marshall,-2.862406203451646,% change,20117,850
Kansas,Meade,0.0,% change,20119,851
Kansas,Miami,-18.251753971941167,% change,20121,853
Kansas,Mitchell,-11.620276843633627,% change,20123,854
Kansas,Montgomery,95.0099039152986,% change,20125,856
Kansas,Morris,0.0,% change,20127,858
Kansas,Morton,0.0,% change,20129,859
Kansas,Nemaha,-16.402183679801134,% change,20131,861
Kansas,Neosho,-77.91789725526537,% change,20133,862
Kansas,Ness,0.323127743813216,% change,20135,864
Kansas,Norton,28.488903089783502,% change,20137,866
Kansas,Osage,3.9772796059992594,% change,20139,867
Kansas,Osborne,0.0,% change,20141,869
Kansas,Ottawa,0.0,% change,20143,870
Kansas,Pawnee,0.0,% change,20145,872
Kansas,Phillips,0.0,% change,20147,873
Kansas,Pottawatomie,-90.12096559957726,% change,20149,876
Kansas,Pratt,0.3704992850836612,% change,20151,878
Kansas,Rawlins,-24.892394045096626,% change,20153,880
Kansas,Reno,-8.35740186091557,% change,20155,882
Kansas,Republic,0.0,% change,20157,884
Kansas,Rice,0.3457810358646076,% change,20159,886
Kansas,Riley,-22.300300241406305,% change,20161,888
Kansas,Rooks,0.0,% change,20163,889
Kansas,Rush,-79.98013643302951,% change,20165,891
Kansas,Russell,0.0,% change,20167,893
Kansas,Saline,-14.980061159488123,% change,20169,895
Kansas,Scott,15.579794916743456,% change,20171,897
Kansas,Sedgwick,-11.977522088438029,% change,20173,898
Kansas,Seward,-84.69780278850611,% change,20175,900
Kansas,Shawnee,-7.957330172070272,% change,20177,902
Kansas,Sheridan,-73.38905629928372,% change,20179,904
Kansas,Sherman,0.0,% change,20181,907
Kansas,Smith,-2.4139488159760116,% change,20183,909
Kansas,Stafford,0.0,% change,20185,911
Kansas,Stanton,0.0,% change,20187,913
Kansas,Stevens,-9.647675656725315,% change,20189,914
Kansas,Sumner,23.333110182247346,% change,20191,916
Kansas,Thomas,0.0,% change,20193,917
Kansas,Trego,-51.391000117800644,% change,20195,919
Kansas,Wabaunsee,-36.437306923769626,% change,20197,920
Kansas,Wallace,379.34261527670776,% change,20199,921
Kansas,Washington,7.305416232181379,% change,20201,922
Kansas,Wichita,0.0,% change,20203,923
Kansas,Wilson,13.711331146039054,% change,20205,925
Kansas,Woodson,1389.4941080987592,% change,20207,926
Kansas,Wyandotte,-13.3975170839112,% change,20209,927
Kentucky,Adair,5.937484193476433,% change,21001,928
Kentucky,Allen,-43.546059200047694,% change,21003,929
Kentucky,Anderson,-24.053415146587724,% change,21005,930
Kentucky,Ballard,-22.901981300896388,% change,21007,932
Kentucky,Barren,-6.42309679870996,% change,21009,933
Kentucky,Bath,-11.280158390191227,% change,21011,934
Kentucky,Bell,-17.87908215559815,% change,21013,936
Kentucky,Boone,8.676797600223185,% change,21015,1002
Kentucky,Bourbon,135.47851311391557,% change,21017,1005
Kentucky,Boyd,-10.978078791424311,% change,21019,1008
Kentucky,Boyle,40.798880991969405,% change,21021,1010
Kentucky,Bracken,0.0,% change,21023,1013
Kentucky,Breathitt,140.69798432336756,% change,21025,1017
Kentucky,Breckinridge,-11.107126442220418,% change,21027,1020
Kentucky,Bullitt,31.78828451755405,% change,21029,1024
Kentucky,Butler,-32.72762912053652,% change,21031,1026
Kentucky,Caldwell,-6.024343500532254,% change,21033,1031
Kentucky,Calloway,-7.579032431170826,% change,21035,1033
Kentucky,Campbell,-5.817195170437013,% change,21037,1035
Kentucky,Carlisle,-78.46655063515826,% change,21039,1039
Kentucky,Carroll,0.0,% change,21041,1041
Kentucky,Carter,22.21569845931679,% change,21043,1044
Kentucky,Casey,-23.033583780130215,% change,21045,1048
Kentucky,Christian,41.92439453432774,% change,21047,1050
Kentucky,Clark,-2.6159108098653445,% change,21049,1053
Kentucky,Clay,-24.96880751306601,% change,21051,1056
Kentucky,Clinton,-96.98498499190835,% change,21053,1059
Kentucky,Crittenden,0,% change,21055,1064
Kentucky,Cumberland,-24.681400357896432,% change,21057,1067
Kentucky,Daviess,-10.202790172721718,% change,21059,1071
Kentucky,Edmonson,15.762891474211498,% change,21061,1073
Kentucky,Elliott,-68.81616888423352,% change,21063,1075
Kentucky,Estill,-21.834916133148006,% change,21065,1077
Kentucky,Fayette,1.1945141127939898,% change,21067,1080
Kentucky,Fleming,3.376386685952478,% change,21069,1083
Kentucky,Floyd,19.80067147654863,% change,21071,1085
Kentucky,Franklin,-45.232006265960564,% change,21073,1086
Kentucky,Fulton,109.65143200650552,% change,21075,1088
Kentucky,Gallatin,0,% change,21077,1090
Kentucky,Garrard,-96.29819645372865,% change,21079,1092
Kentucky,Grant,5.8551679449302245,% change,21081,1094
Kentucky,Graves,-17.97660947228938,% change,21083,1097
Kentucky,Grayson,-3.706646668090871,% change,21085,1100
Kentucky,Green,86.29104541183924,% change,21087,1102
Kentucky,Greenup,0.39260924763170485,% change,21089,1105
Kentucky,Hancock,841.0991068486323,% change,21091,1107
Kentucky,Hardin,6.357395024346443,% change,21093,1110
Kentucky,Harlan,7.579137534581512,% change,21095,1114
Kentucky,Harrison,-36.48366958527823,% change,21097,1119
Kentucky,Hart,3.197325827596216,% change,21099,1121
Kentucky,Henderson,-10.732923165548728,% change,21101,1126
Kentucky,Henry,-69.54347042862469,% change,21103,1129
Kentucky,Hickman,-100.0,% change,21105,1130
Kentucky,Hopkins,31.707726929367645,% change,21107,1136
Kentucky,Jackson,-5.994342618567891,% change,21109,1140
Kentucky,Jefferson,-2.458267312772823,% change,21111,1143
Kentucky,Jessamine,58.351940626763934,% change,21113,1145
