State,County,High schoolers physically active (%) 2017 (PCT_HSPA17),Units,FIPS,FID
Louisiana,Claiborne,20.5,Percent,22027,1095
Louisiana,Concordia,20.5,Percent,22029,1098
Louisiana,De Soto,20.5,Percent,22031,1103
Louisiana,East Baton Rouge,20.5,Percent,22033,1108
Louisiana,East Carroll,20.5,Percent,22035,1111
Louisiana,East Feliciana,20.5,Percent,22037,1115
Louisiana,Evangeline,20.5,Percent,22039,1118
Louisiana,Franklin,20.5,Percent,22041,1123
Louisiana,Grant,20.5,Percent,22043,1127
Louisiana,Iberia,20.5,Percent,22045,1133
Louisiana,Iberville,20.5,Percent,22047,1134
Louisiana,Jackson,20.5,Percent,22049,1138
Louisiana,Jefferson,20.5,Percent,22051,1147
Louisiana,Jefferson Davis,20.5,Percent,22053,1155
Louisiana,Lafayette,20.5,Percent,22055,1161
Louisiana,Lafourche,20.5,Percent,22057,1280
Louisiana,La Salle,20.5,Percent,22059,1289
Louisiana,Lincoln,20.5,Percent,22061,1291
Louisiana,Livingston,20.5,Percent,22063,1295
Louisiana,Madison,20.5,Percent,22065,1297
Louisiana,Morehouse,20.5,Percent,22067,1299
Louisiana,Natchitoches,20.5,Percent,22069,1301
Louisiana,Orleans,20.5,Percent,22071,1304
Louisiana,Ouachita,20.5,Percent,22073,1306
Louisiana,Plaquemines,20.5,Percent,22075,1427
Louisiana,Pointe Coupee,20.5,Percent,22077,1431
Louisiana,Rapides,20.5,Percent,22079,1434
Louisiana,Red River,20.5,Percent,22081,1436
Louisiana,Richland,20.5,Percent,22083,1439
Louisiana,Sabine,20.5,Percent,22085,1441
Louisiana,St. Bernard,20.5,Percent,22087,1463
Louisiana,St. Charles,20.5,Percent,22089,1466
Louisiana,St. Helena,20.5,Percent,22091,1467
Louisiana,St. James,20.5,Percent,22093,1468
Louisiana,St. John the Baptist,20.5,Percent,22095,1469
Louisiana,St. Landry,20.5,Percent,22097,1471
Louisiana,St. Martin,20.5,Percent,22099,1473
Louisiana,St. Mary,20.5,Percent,22101,1474
Louisiana,St. Tammany,20.5,Percent,22103,1475
Louisiana,Tangipahoa,20.5,Percent,22105,1476
Louisiana,Tensas,20.5,Percent,22107,1479
Louisiana,Terrebonne,20.5,Percent,22109,1501
Louisiana,Union,20.5,Percent,22111,1507
Louisiana,Vermilion,20.5,Percent,22113,1510
Louisiana,Vernon,20.5,Percent,22115,1513
Louisiana,Washington,20.5,Percent,22117,1516
Louisiana,Webster,20.5,Percent,22119,1518
Louisiana,West Baton Rouge,20.5,Percent,22121,1520
Louisiana,West Carroll,20.5,Percent,22123,1522
Louisiana,West Feliciana,20.5,Percent,22125,1524
Louisiana,Winn,20.5,Percent,22127,1529
Maine,Androscoggin,19.599999999999994,Percent,23001,1532
Maine,Aroostook,19.599999999999994,Percent,23003,1535
Maine,Cumberland,19.599999999999994,Percent,23005,1608
Maine,Franklin,19.599999999999994,Percent,23007,1619
Maine,Hancock,19.599999999999994,Percent,23009,1748
Maine,Kennebec,19.599999999999994,Percent,23011,1755
Maine,Knox,19.599999999999994,Percent,23013,1774
Maine,Lincoln,19.599999999999994,Percent,23015,1835
Maine,Oxford,19.599999999999994,Percent,23017,1842
Maine,Penobscot,19.599999999999994,Percent,23019,1846
Maine,Piscataquis,19.599999999999994,Percent,23021,1851
Maine,Sagadahoc,19.599999999999994,Percent,23023,1855
Maine,Somerset,19.599999999999994,Percent,23025,1860
Maine,Waldo,19.599999999999994,Percent,23027,1865
Maine,Washington,19.599999999999994,Percent,23029,1884
Maine,York,19.599999999999994,Percent,23031,1901
Maryland,Allegany,17.900000000000006,Percent,24001,1905
Maryland,Anne Arundel,17.900000000000006,Percent,24003,1925
Maryland,Baltimore County,17.900000000000006,Percent,24005,1939
Maryland,Calvert,17.900000000000006,Percent,24009,1946
Maryland,Caroline,17.900000000000006,Percent,24011,1949
Maryland,Carroll,17.900000000000006,Percent,24013,1955
Maryland,Cecil,17.900000000000006,Percent,24015,1963
Maryland,Charles,17.900000000000006,Percent,24017,1294
Maryland,Dorchester,17.900000000000006,Percent,24019,1346
Maryland,Frederick,17.900000000000006,Percent,24021,1357
Maryland,Garrett,17.900000000000006,Percent,24023,1361
Maryland,Harford,17.900000000000006,Percent,24025,1372
Maryland,Howard,17.900000000000006,Percent,24027,1379
Maryland,Kent,17.900000000000006,Percent,24029,1394
Maryland,Montgomery,17.900000000000006,Percent,24031,1398
Maryland,Prince George's,17.900000000000006,Percent,24033,1403
Maryland,Queen Anne's,17.900000000000006,Percent,24035,1413
Maryland,St. Mary's,17.900000000000006,Percent,24037,1421
Maryland,Somerset,17.900000000000006,Percent,24039,1430
Maryland,Talbot,17.900000000000006,Percent,24041,1438
Maryland,Washington,17.900000000000006,Percent,24043,1445
Maryland,Wicomico,17.900000000000006,Percent,24045,1446
Maryland,Worcester,17.900000000000006,Percent,24047,1456
Maryland,Baltimore City,17.900000000000006,Percent,24510,1460
Massachusetts,Barnstable,22.700000000000003,Percent,25001,1478
Massachusetts,Berkshire,22.700000000000003,Percent,25003,1480
Massachusetts,Bristol,22.700000000000003,Percent,25005,1486
Massachusetts,Dukes,22.700000000000003,Percent,25007,1491
Massachusetts,Essex,22.700000000000003,Percent,25009,1519
Massachusetts,Franklin,22.700000000000003,Percent,25011,1523
Massachusetts,Hampden,22.700000000000003,Percent,25013,1526
Massachusetts,Hampshire,22.700000000000003,Percent,25015,1527
Massachusetts,Middlesex,22.700000000000003,Percent,25017,1533
Massachusetts,Nantucket,22.700000000000003,Percent,25019,1537
Massachusetts,Norfolk,22.700000000000003,Percent,25021,1543
Massachusetts,Plymouth,22.700000000000003,Percent,25023,1569
Massachusetts,Suffolk,22.700000000000003,Percent,25025,1585
Massachusetts,Worcester,22.700000000000003,Percent,25027,1599
Michigan,Alcona,22.900000000000006,Percent,26001,1603
Michigan,Alger,22.900000000000006,Percent,26003,1609
Michigan,Allegan,22.900000000000006,Percent,26005,1611
Michigan,Alpena,22.900000000000006,Percent,26007,1614
Michigan,Antrim,22.900000000000006,Percent,26009,1617
Michigan,Arenac,22.900000000000006,Percent,26011,1621
Michigan,Baraga,22.900000000000006,Percent,26013,1624
Michigan,Barry,22.900000000000006,Percent,26015,1627
Michigan,Bay,22.900000000000006,Percent,26017,1631
Michigan,Benzie,22.900000000000006,Percent,26019,1634
Michigan,Berrien,22.900000000000006,Percent,26021,1635
Michigan,Branch,22.900000000000006,Percent,26023,1640
Michigan,Calhoun,22.900000000000006,Percent,26025,1641
Michigan,Cass,22.900000000000006,Percent,26027,1644
Michigan,Charlevoix,22.900000000000006,Percent,26029,1648
Michigan,Cheboygan,22.900000000000006,Percent,26031,1649
Michigan,Chippewa,22.900000000000006,Percent,26033,1660
Michigan,Clare,22.900000000000006,Percent,26035,1665
Michigan,Clinton,22.900000000000006,Percent,26037,1669
Michigan,Crawford,22.900000000000006,Percent,26039,1672
Michigan,Delta,22.900000000000006,Percent,26041,1675
Michigan,Dickinson,22.900000000000006,Percent,26043,1677
Michigan,Eaton,22.900000000000006,Percent,26045,1678
Michigan,Emmet,22.900000000000006,Percent,26047,1686
Michigan,Genesee,22.900000000000006,Percent,26049,1688
Michigan,Gladwin,22.900000000000006,Percent,26051,1691
Michigan,Gogebic,22.900000000000006,Percent,26053,1693
Michigan,Grand Traverse,22.900000000000006,Percent,26055,1697
Michigan,Gratiot,22.900000000000006,Percent,26057,1700
Michigan,Hillsdale,22.900000000000006,Percent,26059,1701
Michigan,Houghton,22.900000000000006,Percent,26061,1705
Michigan,Huron,22.900000000000006,Percent,26063,1708
Michigan,Ingham,22.900000000000006,Percent,26065,1710
Michigan,Ionia,22.900000000000006,Percent,26067,1713
Michigan,Iosco,22.900000000000006,Percent,26069,1715
Michigan,Iron,22.900000000000006,Percent,26071,1716
Michigan,Isabella,22.900000000000006,Percent,26073,1717
Michigan,Jackson,22.900000000000006,Percent,26075,1719
Michigan,Kalamazoo,22.900000000000006,Percent,26077,1720
Michigan,Kalkaska,22.900000000000006,Percent,26079,1722
Michigan,Kent,22.900000000000006,Percent,26081,1726
Michigan,Keweenaw,22.900000000000006,Percent,26083,1743
Michigan,Lake,22.900000000000006,Percent,26085,1749
Michigan,Lapeer,22.900000000000006,Percent,26087,1752
Michigan,Leelanau,22.900000000000006,Percent,26089,1765
Michigan,Lenawee,22.900000000000006,Percent,26091,1768
Michigan,Livingston,22.900000000000006,Percent,26093,1770
Michigan,Luce,22.900000000000006,Percent,26095,1773
Michigan,Mackinac,22.900000000000006,Percent,26097,1779
Michigan,Macomb,22.900000000000006,Percent,26099,1785
Michigan,Manistee,22.900000000000006,Percent,26101,1787
Michigan,Marquette,22.900000000000006,Percent,26103,1793
Michigan,Mason,22.900000000000006,Percent,26105,1797
Michigan,Mecosta,22.900000000000006,Percent,26107,1800
Michigan,Menominee,22.900000000000006,Percent,26109,1802
Michigan,Midland,22.900000000000006,Percent,26111,1806
Michigan,Missaukee,22.900000000000006,Percent,26113,1810
Michigan,Monroe,22.900000000000006,Percent,26115,1812
Michigan,Montcalm,22.900000000000006,Percent,26117,1815
Michigan,Montmorency,22.900000000000006,Percent,26119,1816
Michigan,Muskegon,22.900000000000006,Percent,26121,1818
Michigan,Newaygo,22.900000000000006,Percent,26123,1820
Michigan,Oakland,22.900000000000006,Percent,26125,1824
Michigan,Oceana,22.900000000000006,Percent,26127,1825
Michigan,Ogemaw,22.900000000000006,Percent,26129,1827
Michigan,Ontonagon,22.900000000000006,Percent,26131,1829
Michigan,Osceola,22.900000000000006,Percent,26133,1830
Michigan,Oscoda,22.900000000000006,Percent,26135,1832
Michigan,Otsego,22.900000000000006,Percent,26137,1834
Michigan,Ottawa,22.900000000000006,Percent,26139,1837
Michigan,Presque Isle,22.900000000000006,Percent,26141,1840
Michigan,Roscommon,22.900000000000006,Percent,26143,1843
Michigan,Saginaw,22.900000000000006,Percent,26145,1845
Michigan,St. Clair,22.900000000000006,Percent,26147,1854
Michigan,St. Joseph,22.900000000000006,Percent,26149,1857
Michigan,Sanilac,22.900000000000006,Percent,26151,1858
Michigan,Schoolcraft,22.900000000000006,Percent,26153,1861
Michigan,Shiawassee,22.900000000000006,Percent,26155,1863
Michigan,Tuscola,22.900000000000006,Percent,26157,1866
Michigan,Van Buren,22.900000000000006,Percent,26159,1867
Michigan,Washtenaw,22.900000000000006,Percent,26161,1869
Michigan,Wayne,22.900000000000006,Percent,26163,1871
Michigan,Wexford,22.900000000000006,Percent,26165,1873
Minnesota,Aitkin,nan,Percent,27001,1875
Minnesota,Anoka,nan,Percent,27003,1877
Minnesota,Becker,nan,Percent,27005,1878
Minnesota,Beltrami,nan,Percent,27007,1880
Minnesota,Benton,nan,Percent,27009,1881
Minnesota,Big Stone,nan,Percent,27011,1882
Minnesota,Blue Earth,nan,Percent,27013,1886
Minnesota,Brown,nan,Percent,27015,1892
Minnesota,Carlton,nan,Percent,27017,1893
Minnesota,Carver,nan,Percent,27019,1894
Minnesota,Cass,nan,Percent,27021,1895
Minnesota,Chippewa,nan,Percent,27023,1896
Minnesota,Chisago,nan,Percent,27025,1897
Minnesota,Clay,nan,Percent,27027,1898
Minnesota,Clearwater,nan,Percent,27029,1899
Minnesota,Cook,nan,Percent,27031,1900
Minnesota,Cottonwood,nan,Percent,27033,1902
Minnesota,Crow Wing,nan,Percent,27035,1903
Minnesota,Dakota,nan,Percent,27037,1904
Minnesota,Dodge,nan,Percent,27039,1906
Minnesota,Douglas,nan,Percent,27041,1907
Minnesota,Faribault,nan,Percent,27043,1908
Minnesota,Fillmore,nan,Percent,27045,1909
Minnesota,Freeborn,nan,Percent,27047,1910
Minnesota,Goodhue,nan,Percent,27049,1911
Minnesota,Grant,nan,Percent,27051,1912
Minnesota,Hennepin,nan,Percent,27053,1913
Minnesota,Houston,nan,Percent,27055,1914
Minnesota,Hubbard,nan,Percent,27057,1915
Minnesota,Isanti,nan,Percent,27059,1916
Minnesota,Itasca,nan,Percent,27061,1917
Minnesota,Jackson,nan,Percent,27063,1918
Minnesota,Kanabec,nan,Percent,27065,1919
Minnesota,Kandiyohi,nan,Percent,27067,1920
Minnesota,Kittson,nan,Percent,27069,1921
Minnesota,Koochiching,nan,Percent,27071,1922
Minnesota,Lac qui Parle,nan,Percent,27073,1923
Minnesota,Lake,nan,Percent,27075,1926
Minnesota,Lake of the Woods,nan,Percent,27077,1927
Minnesota,Le Sueur,nan,Percent,27079,1929
Minnesota,Lincoln,nan,Percent,27081,1931
Minnesota,Lyon,nan,Percent,27083,1932
Minnesota,McLeod,nan,Percent,27085,1934
Minnesota,Mahnomen,nan,Percent,27087,1936
Minnesota,Marshall,nan,Percent,27089,1937
Minnesota,Martin,nan,Percent,27091,1940
Minnesota,Meeker,nan,Percent,27093,1941
Minnesota,Mille Lacs,nan,Percent,27095,1943
Minnesota,Morrison,nan,Percent,27097,1944
Minnesota,Mower,nan,Percent,27099,1945
Minnesota,Murray,nan,Percent,27101,1947
Minnesota,Nicollet,nan,Percent,27103,1948
Minnesota,Nobles,nan,Percent,27105,1950
Minnesota,Norman,nan,Percent,27107,1951
Minnesota,Olmsted,nan,Percent,27109,1953
Minnesota,Otter Tail,nan,Percent,27111,1954
Minnesota,Pennington,nan,Percent,27113,1956
Minnesota,Pine,nan,Percent,27115,1957
Minnesota,Pipestone,nan,Percent,27117,1958
Minnesota,Polk,nan,Percent,27119,1959
Minnesota,Pope,nan,Percent,27121,1961
Minnesota,Ramsey,nan,Percent,27123,1964
Minnesota,Red Lake,nan,Percent,27125,1966
Minnesota,Redwood,nan,Percent,27127,1969
Minnesota,Renville,nan,Percent,27129,1971
Minnesota,Rice,nan,Percent,27131,1973
Minnesota,Rock,nan,Percent,27133,1974
Minnesota,Roseau,nan,Percent,27135,1976
Minnesota,St. Louis,nan,Percent,27137,1978
Minnesota,Scott,nan,Percent,27139,1979
Minnesota,Sherburne,nan,Percent,27141,1980
Minnesota,Sibley,nan,Percent,27143,1982
Minnesota,Stearns,nan,Percent,27145,1984
Minnesota,Steele,nan,Percent,27147,1985
Minnesota,Stevens,nan,Percent,27149,1987
Minnesota,Swift,nan,Percent,27151,1988
Minnesota,Todd,nan,Percent,27153,1989
Minnesota,Traverse,nan,Percent,27155,1990
Minnesota,Wabasha,nan,Percent,27157,1991
Minnesota,Wadena,nan,Percent,27159,1992
Minnesota,Waseca,nan,Percent,27161,1993
Minnesota,Washington,nan,Percent,27163,1994
Minnesota,Watonwan,nan,Percent,27165,1996
Minnesota,Wilkin,nan,Percent,27167,1997
Minnesota,Winona,nan,Percent,27169,1998
Minnesota,Wright,nan,Percent,27171,1999
Minnesota,Yellow Medicine,nan,Percent,27173,1531
Mississippi,Adams,nan,Percent,28001,1534
Mississippi,Alcorn,nan,Percent,28003,1538
Mississippi,Amite,nan,Percent,28005,1539
Mississippi,Attala,nan,Percent,28007,1541
Mississippi,Benton,nan,Percent,28009,1544
Mississippi,Bolivar,nan,Percent,28011,1547
Mississippi,Calhoun,nan,Percent,28013,1548
Mississippi,Carroll,nan,Percent,28015,1549
Mississippi,Chickasaw,nan,Percent,28017,1550
Mississippi,Choctaw,nan,Percent,28019,1552
Mississippi,Claiborne,nan,Percent,28021,1555
Mississippi,Clarke,nan,Percent,28023,1557
Mississippi,Clay,nan,Percent,28025,1559
Mississippi,Coahoma,nan,Percent,28027,1562
Mississippi,Copiah,nan,Percent,28029,1564
Mississippi,Covington,nan,Percent,28031,1567
Mississippi,DeSoto,nan,Percent,28033,1571
Mississippi,Forrest,nan,Percent,28035,1572
Mississippi,Franklin,nan,Percent,28037,1575
Mississippi,George,nan,Percent,28039,1577
Mississippi,Greene,nan,Percent,28041,1579
Mississippi,Grenada,nan,Percent,28043,1581
Mississippi,Hancock,nan,Percent,28045,1583
Mississippi,Harrison,nan,Percent,28047,1587
Mississippi,Hinds,nan,Percent,28049,1591
Mississippi,Holmes,nan,Percent,28051,1593
Mississippi,Humphreys,nan,Percent,28053,1596
Mississippi,Issaquena,nan,Percent,28055,1598
Mississippi,Itawamba,nan,Percent,28057,1601
Mississippi,Jackson,nan,Percent,28059,1605
Mississippi,Jasper,nan,Percent,28061,1607
Mississippi,Jefferson,nan,Percent,28063,1610
Mississippi,Jefferson Davis,nan,Percent,28065,1612
Mississippi,Jones,nan,Percent,28067,1615
Mississippi,Kemper,nan,Percent,28069,1616
Mississippi,Lafayette,nan,Percent,28071,1620
Mississippi,Lamar,nan,Percent,28073,1623
Mississippi,Lauderdale,nan,Percent,28075,1628
Mississippi,Lawrence,nan,Percent,28077,1632
Mississippi,Leake,nan,Percent,28079,1636
Mississippi,Lee,nan,Percent,28081,1638
Mississippi,Leflore,nan,Percent,28083,1643
Mississippi,Lincoln,nan,Percent,28085,1645
Mississippi,Lowndes,nan,Percent,28087,1647
Mississippi,Madison,nan,Percent,28089,1651
Mississippi,Marion,nan,Percent,28091,1653
Mississippi,Marshall,nan,Percent,28093,1655
Mississippi,Monroe,nan,Percent,28095,1656
Mississippi,Montgomery,nan,Percent,28097,1658
Mississippi,Neshoba,nan,Percent,28099,1661
Mississippi,Newton,nan,Percent,28101,1663
Mississippi,Noxubee,nan,Percent,28103,1666
Mississippi,Oktibbeha,nan,Percent,28105,1668
Mississippi,Panola,nan,Percent,28107,1671
Mississippi,Pearl River,nan,Percent,28109,1676
Mississippi,Perry,nan,Percent,28111,1679
Mississippi,Pike,nan,Percent,28113,1680
Mississippi,Pontotoc,nan,Percent,28115,1682
Mississippi,Prentiss,nan,Percent,28117,1684
Mississippi,Quitman,nan,Percent,28119,1685
Mississippi,Rankin,nan,Percent,28121,1690
Mississippi,Scott,nan,Percent,28123,1692
Mississippi,Sharkey,nan,Percent,28125,1695
Mississippi,Simpson,nan,Percent,28127,1698
Mississippi,Smith,nan,Percent,28129,1709
Mississippi,Stone,nan,Percent,28131,1712
Mississippi,Sunflower,nan,Percent,28133,1721
Mississippi,Tallahatchie,nan,Percent,28135,1725
Mississippi,Tate,nan,Percent,28137,1727
Mississippi,Tippah,nan,Percent,28139,1730
Mississippi,Tishomingo,nan,Percent,28141,1732
Mississippi,Tunica,nan,Percent,28143,1735
Mississippi,Union,nan,Percent,28145,1737
Mississippi,Walthall,nan,Percent,28147,1740
Mississippi,Warren,nan,Percent,28149,1746
Mississippi,Washington,nan,Percent,28151,1750
Mississippi,Wayne,nan,Percent,28153,1753
Mississippi,Webster,nan,Percent,28155,1756
Mississippi,Wilkinson,nan,Percent,28157,1757
Mississippi,Winston,nan,Percent,28159,1758
Mississippi,Yalobusha,nan,Percent,28161,1759
Mississippi,Yazoo,nan,Percent,28163,1760
Missouri,Adair,28.599999999999994,Percent,29001,1761
Missouri,Andrew,28.599999999999994,Percent,29003,1762
Missouri,Atchison,28.599999999999994,Percent,29005,1763
Missouri,Audrain,28.599999999999994,Percent,29007,1766
Missouri,Barry,28.599999999999994,Percent,29009,1767
Missouri,Barton,28.599999999999994,Percent,29011,1771
Missouri,Bates,28.599999999999994,Percent,29013,1776
Missouri,Benton,28.599999999999994,Percent,29015,1778
Missouri,Bollinger,28.599999999999994,Percent,29017,1781
Missouri,Boone,28.599999999999994,Percent,29019,1783
Missouri,Buchanan,28.599999999999994,Percent,29021,1789
Missouri,Butler,28.599999999999994,Percent,29023,1792
Missouri,Caldwell,28.599999999999994,Percent,29025,1795
Missouri,Callaway,28.599999999999994,Percent,29027,1799
Missouri,Camden,28.599999999999994,Percent,29029,1803
Missouri,Cape Girardeau,28.599999999999994,Percent,29031,1808
Missouri,Carroll,28.599999999999994,Percent,29033,1822
Missouri,Carter,28.599999999999994,Percent,29035,1001
Missouri,Cass,28.599999999999994,Percent,29037,1004
Missouri,Cedar,28.599999999999994,Percent,29039,1007
Missouri,Chariton,28.599999999999994,Percent,29041,1011
Missouri,Christian,28.599999999999994,Percent,29043,1014
Missouri,Clark,28.599999999999994,Percent,29045,1015
Missouri,Clay,28.599999999999994,Percent,29047,1018
Missouri,Clinton,28.599999999999994,Percent,29049,1021
Missouri,Cole,28.599999999999994,Percent,29051,1022
Missouri,Cooper,28.599999999999994,Percent,29053,1025
Missouri,Crawford,28.599999999999994,Percent,29055,1028
Missouri,Dade,28.599999999999994,Percent,29057,1030
Missouri,Dallas,28.599999999999994,Percent,29059,1032
Missouri,Daviess,28.599999999999994,Percent,29061,1036
Missouri,DeKalb,28.599999999999994,Percent,29063,1038
Missouri,Dent,28.599999999999994,Percent,29065,1040
Missouri,Douglas,28.599999999999994,Percent,29067,1043
Missouri,Dunklin,28.599999999999994,Percent,29069,1045
Missouri,Franklin,28.599999999999994,Percent,29071,1047
Missouri,Gasconade,28.599999999999994,Percent,29073,1049
Missouri,Gentry,28.599999999999994,Percent,29075,1052
Missouri,Greene,28.599999999999994,Percent,29077,1054
Missouri,Grundy,28.599999999999994,Percent,29079,1057
Missouri,Harrison,28.599999999999994,Percent,29081,1058
Missouri,Henry,28.599999999999994,Percent,29083,1061
Missouri,Hickory,28.599999999999994,Percent,29085,1063
Missouri,Holt,28.599999999999994,Percent,29087,1065
Missouri,Howard,28.599999999999994,Percent,29089,1068
Missouri,Howell,28.599999999999994,Percent,29091,1070
Missouri,Iron,28.599999999999994,Percent,29093,1072
Missouri,Jackson,28.599999999999994,Percent,29095,1074
Missouri,Jasper,28.599999999999994,Percent,29097,1078
Missouri,Jefferson,28.599999999999994,Percent,29099,1082
Missouri,Johnson,28.599999999999994,Percent,29101,1087
Missouri,Knox,28.599999999999994,Percent,29103,1091
Missouri,Laclede,28.599999999999994,Percent,29105,1096
Missouri,Lafayette,28.599999999999994,Percent,29107,1099
Missouri,Lawrence,28.599999999999994,Percent,29109,1101
Missouri,Lewis,28.599999999999994,Percent,29111,1104
Missouri,Lincoln,28.599999999999994,Percent,29113,1106
Missouri,Linn,28.599999999999994,Percent,29115,1109
Missouri,Livingston,28.599999999999994,Percent,29117,1112
Missouri,McDonald,28.599999999999994,Percent,29119,1113
Missouri,Macon,28.599999999999994,Percent,29121,1116
Missouri,Madison,28.599999999999994,Percent,29123,1117
Missouri,Maries,28.599999999999994,Percent,29125,1120
Missouri,Marion,28.599999999999994,Percent,29127,1122
Missouri,Mercer,28.599999999999994,Percent,29129,1125
Missouri,Miller,28.599999999999994,Percent,29131,1128
Missouri,Mississippi,28.599999999999994,Percent,29133,1131
Missouri,Moniteau,28.599999999999994,Percent,29135,1135
Missouri,Monroe,28.599999999999994,Percent,29137,1139
Missouri,Montgomery,28.599999999999994,Percent,29139,1142
Missouri,Morgan,28.599999999999994,Percent,29141,1146
Missouri,New Madrid,28.599999999999994,Percent,29143,1149
Missouri,Newton,28.599999999999994,Percent,29145,1152
Missouri,Nodaway,28.599999999999994,Percent,29147,1156
Missouri,Oregon,28.599999999999994,Percent,29149,1158
Missouri,Osage,28.599999999999994,Percent,29151,1164
Missouri,Ozark,28.599999999999994,Percent,29153,1168
Missouri,Pemiscot,28.599999999999994,Percent,29155,1170
Missouri,Perry,28.599999999999994,Percent,29157,1172
Missouri,Pettis,28.599999999999994,Percent,29159,1174
Missouri,Phelps,28.599999999999994,Percent,29161,1176
Missouri,Pike,28.599999999999994,Percent,29163,1179
Missouri,Platte,28.599999999999994,Percent,29165,1181
Missouri,Polk,28.599999999999994,Percent,29167,1183
Missouri,Pulaski,28.599999999999994,Percent,29169,1185
Missouri,Putnam,28.599999999999994,Percent,29171,1188
Missouri,Ralls,28.599999999999994,Percent,29173,1191
Missouri,Randolph,28.599999999999994,Percent,29175,1194
Missouri,Ray,28.599999999999994,Percent,29177,1197
Missouri,Reynolds,28.599999999999994,Percent,29179,1200
Missouri,Ripley,28.599999999999994,Percent,29181,1203
Missouri,St. Charles,28.599999999999994,Percent,29183,1205
Missouri,St. Clair,28.599999999999994,Percent,29185,1208
Missouri,Ste. Genevieve,28.599999999999994,Percent,29186,1209
Missouri,St. Francois,28.599999999999994,Percent,29187,1212
Missouri,St. Louis County,28.599999999999994,Percent,29189,1216
Missouri,Saline,28.599999999999994,Percent,29195,1218
Missouri,Schuyler,28.599999999999994,Percent,29197,1221
Missouri,Scotland,28.599999999999994,Percent,29199,1224
Missouri,Scott,28.599999999999994,Percent,29201,1227
Missouri,Shannon,28.599999999999994,Percent,29203,1229
Missouri,Shelby,28.599999999999994,Percent,29205,1232
Missouri,Stoddard,28.599999999999994,Percent,29207,1236
Missouri,Stone,28.599999999999994,Percent,29209,1237
Missouri,Sullivan,28.599999999999994,Percent,29211,1240
Missouri,Taney,28.599999999999994,Percent,29213,1242
Missouri,Texas,28.599999999999994,Percent,29215,1245
Missouri,Vernon,28.599999999999994,Percent,29217,1248
Missouri,Warren,28.599999999999994,Percent,29219,1251
Missouri,Washington,28.599999999999994,Percent,29221,1253
Missouri,Wayne,28.599999999999994,Percent,29223,1256
Missouri,Webster,28.599999999999994,Percent,29225,1258
Missouri,Worth,28.599999999999994,Percent,29227,1261
Missouri,Wright,28.599999999999994,Percent,29229,1263
Missouri,St. Louis City,28.599999999999994,Percent,29510,1266
Montana,Beaverhead,28.0,Percent,30001,1269
Montana,Big Horn,28.0,Percent,30003,1274
Montana,Blaine,28.0,Percent,30005,1124
Montana,Broadwater,28.0,Percent,30007,1132
Montana,Carbon,28.0,Percent,30009,1137
Montana,Carter,28.0,Percent,30011,1141
Montana,Cascade,28.0,Percent,30013,1144
Montana,Chouteau,28.0,Percent,30015,1150
Montana,Custer,28.0,Percent,30017,1153
Montana,Daniels,28.0,Percent,30019,1157
Montana,Dawson,28.0,Percent,30021,1160
Montana,Deer Lodge,28.0,Percent,30023,1163
Montana,Fallon,28.0,Percent,30025,1165
Montana,Fergus,28.0,Percent,30027,1169
Montana,Flathead,28.0,Percent,30029,1173
Montana,Gallatin,28.0,Percent,30031,1177
Montana,Garfield,28.0,Percent,30033,1182
Montana,Glacier,28.0,Percent,30035,1186
Montana,Golden Valley,28.0,Percent,30037,1189
Montana,Granite,28.0,Percent,30039,1192
Montana,Hill,28.0,Percent,30041,1195
Montana,Jefferson,28.0,Percent,30043,1199
Montana,Judith Basin,28.0,Percent,30045,1202
Montana,Lake,28.0,Percent,30047,1207
Montana,Lewis and Clark,28.0,Percent,30049,1211
Montana,Liberty,28.0,Percent,30051,1214
Montana,Lincoln,28.0,Percent,30053,1219
Montana,McCone,28.0,Percent,30055,1223
Montana,Madison,28.0,Percent,30057,1226
Montana,Meagher,28.0,Percent,30059,1231
Montana,Mineral,28.0,Percent,30061,1234
Montana,Missoula,28.0,Percent,30063,1239
Montana,Musselshell,28.0,Percent,30065,1241
Montana,Park,28.0,Percent,30067,1244
Montana,Petroleum,28.0,Percent,30069,1247
Montana,Phillips,28.0,Percent,30071,1250
Montana,Pondera,28.0,Percent,30073,1254
Montana,Powder River,28.0,Percent,30075,1259
Montana,Powell,28.0,Percent,30077,1262
Montana,Prairie,28.0,Percent,30079,1264
Montana,Ravalli,28.0,Percent,30081,1268
Montana,Richland,28.0,Percent,30083,1271
Montana,Roosevelt,28.0,Percent,30085,1275
Montana,Rosebud,28.0,Percent,30087,1277
Montana,Sanders,28.0,Percent,30089,1278
Montana,Sheridan,28.0,Percent,30091,1281
Montana,Silver Bow,28.0,Percent,30093,1284
Montana,Stillwater,28.0,Percent,30095,1286
Montana,Sweet Grass,28.0,Percent,30097,1288
Montana,Teton,28.0,Percent,30099,1290
Montana,Toole,28.0,Percent,30101,1292
Montana,Treasure,28.0,Percent,30103,1293
Montana,Valley,28.0,Percent,30105,1296
Montana,Wheatland,28.0,Percent,30107,1298
Montana,Wibaux,28.0,Percent,30109,1300
Montana,Yellowstone,28.0,Percent,30111,1302
Nebraska,Adams,26.799999999999997,Percent,31001,1303
Nebraska,Antelope,26.799999999999997,Percent,31003,1305
Nebraska,Arthur,26.799999999999997,Percent,31005,1307
