State,County,High schoolers physically active (%) 2017 (PCT_HSPA17),Units,FIPS,FID
Idaho,Cassia,23.700000000000003,Percent,16031,456
Idaho,Clark,23.700000000000003,Percent,16033,464
Idaho,Clearwater,23.700000000000003,Percent,16035,474
Idaho,Custer,23.700000000000003,Percent,16037,484
Idaho,Elmore,23.700000000000003,Percent,16039,490
Idaho,Franklin,23.700000000000003,Percent,16041,498
Idaho,Fremont,23.700000000000003,Percent,16043,502
Idaho,Gem,23.700000000000003,Percent,16045,510
Idaho,Gooding,23.700000000000003,Percent,16047,519
Idaho,Idaho,23.700000000000003,Percent,16049,528
Idaho,Jefferson,23.700000000000003,Percent,16051,540
Idaho,Jerome,23.700000000000003,Percent,16053,547
Idaho,Kootenai,23.700000000000003,Percent,16055,552
Idaho,Latah,23.700000000000003,Percent,16057,559
Idaho,Lemhi,23.700000000000003,Percent,16059,566
Idaho,Lewis,23.700000000000003,Percent,16061,574
Idaho,Lincoln,23.700000000000003,Percent,16063,578
Idaho,Madison,23.700000000000003,Percent,16065,581
Idaho,Minidoka,23.700000000000003,Percent,16067,585
Idaho,Nez Perce,23.700000000000003,Percent,16069,589
Idaho,Oneida,23.700000000000003,Percent,16071,593
Idaho,Owyhee,23.700000000000003,Percent,16073,601
Idaho,Payette,23.700000000000003,Percent,16075,606
Idaho,Power,23.700000000000003,Percent,16077,613
Idaho,Shoshone,23.700000000000003,Percent,16079,621
Idaho,Teton,23.700000000000003,Percent,16081,627
Idaho,Twin Falls,23.700000000000003,Percent,16083,634
Idaho,Valley,23.700000000000003,Percent,16085,643
Idaho,Washington,23.700000000000003,Percent,16087,649
Illinois,Adams,23.200000000000003,Percent,17001,650
Illinois,Alexander,23.200000000000003,Percent,17003,651
Illinois,Bond,23.200000000000003,Percent,17005,652
Illinois,Boone,23.200000000000003,Percent,17007,653
Illinois,Brown,23.200000000000003,Percent,17009,654
Illinois,Bureau,23.200000000000003,Percent,17011,2
Illinois,Calhoun,23.200000000000003,Percent,17013,4
Illinois,Carroll,23.200000000000003,Percent,17015,6
Illinois,Cass,23.200000000000003,Percent,17017,10
Illinois,Champaign,23.200000000000003,Percent,17019,12
Illinois,Christian,23.200000000000003,Percent,17021,14
Illinois,Clark,23.200000000000003,Percent,17023,19
Illinois,Clay,23.200000000000003,Percent,17025,22
Illinois,Clinton,23.200000000000003,Percent,17027,27
Illinois,Coles,23.200000000000003,Percent,17029,30
Illinois,Cook,23.200000000000003,Percent,17031,36
Illinois,Crawford,23.200000000000003,Percent,17033,40
Illinois,Cumberland,23.200000000000003,Percent,17035,44
Illinois,DeKalb,23.200000000000003,Percent,17037,49
Illinois,De Witt,23.200000000000003,Percent,17039,53
Illinois,Douglas,23.200000000000003,Percent,17041,55
Illinois,DuPage,23.200000000000003,Percent,17043,64
Illinois,Edgar,23.200000000000003,Percent,17045,66
Illinois,Edwards,23.200000000000003,Percent,17047,71
Illinois,Effingham,23.200000000000003,Percent,17049,76
Illinois,Fayette,23.200000000000003,Percent,17051,79
Illinois,Ford,23.200000000000003,Percent,17053,81
Illinois,Franklin,23.200000000000003,Percent,17055,85
Illinois,Fulton,23.200000000000003,Percent,17057,89
Illinois,Gallatin,23.200000000000003,Percent,17059,92
Illinois,Greene,23.200000000000003,Percent,17061,96
Illinois,Grundy,23.200000000000003,Percent,17063,99
Illinois,Hamilton,23.200000000000003,Percent,17065,106
Illinois,Hancock,23.200000000000003,Percent,17067,111
Illinois,Hardin,23.200000000000003,Percent,17069,113
Illinois,Henderson,23.200000000000003,Percent,17071,117
Illinois,Henry,23.200000000000003,Percent,17073,121
Illinois,Iroquois,23.200000000000003,Percent,17075,125
Illinois,Jackson,23.200000000000003,Percent,17077,129
Illinois,Jasper,23.200000000000003,Percent,17079,133
Illinois,Jefferson,23.200000000000003,Percent,17081,137
Illinois,Jersey,23.200000000000003,Percent,17083,142
Illinois,Jo Daviess,23.200000000000003,Percent,17085,145
Illinois,Johnson,23.200000000000003,Percent,17087,152
Illinois,Kane,23.200000000000003,Percent,17089,156
Illinois,Kankakee,23.200000000000003,Percent,17091,161
Illinois,Kendall,23.200000000000003,Percent,17093,165
Illinois,Knox,23.200000000000003,Percent,17095,166
Illinois,Lake,23.200000000000003,Percent,17097,170
Illinois,LaSalle,23.200000000000003,Percent,17099,175
Illinois,Lawrence,23.200000000000003,Percent,17101,177
Illinois,Lee,23.200000000000003,Percent,17103,180
Illinois,Livingston,23.200000000000003,Percent,17105,182
Illinois,Logan,23.200000000000003,Percent,17107,186
Illinois,McDonough,23.200000000000003,Percent,17109,189
Illinois,McHenry,23.200000000000003,Percent,17111,192
Illinois,McLean,23.200000000000003,Percent,17113,193
Illinois,Macon,23.200000000000003,Percent,17115,194
Illinois,Macoupin,23.200000000000003,Percent,17117,196
Illinois,Madison,23.200000000000003,Percent,17119,199
Illinois,Marion,23.200000000000003,Percent,17121,201
Illinois,Marshall,23.200000000000003,Percent,17123,202
Illinois,Mason,23.200000000000003,Percent,17125,206
Illinois,Massac,23.200000000000003,Percent,17127,208
Illinois,Menard,23.200000000000003,Percent,17129,212
Illinois,Mercer,23.200000000000003,Percent,17131,216
Illinois,Monroe,23.200000000000003,Percent,17133,219
Illinois,Montgomery,23.200000000000003,Percent,17135,223
Illinois,Morgan,23.200000000000003,Percent,17137,225
Illinois,Moultrie,23.200000000000003,Percent,17139,227
Illinois,Ogle,23.200000000000003,Percent,17141,229
Illinois,Peoria,23.200000000000003,Percent,17143,233
Illinois,Perry,23.200000000000003,Percent,17145,235
Illinois,Piatt,23.200000000000003,Percent,17147,238
Illinois,Pike,23.200000000000003,Percent,17149,241
Illinois,Pope,23.200000000000003,Percent,17151,245
Illinois,Pulaski,23.200000000000003,Percent,17153,248
Illinois,Putnam,23.200000000000003,Percent,17155,253
Illinois,Randolph,23.200000000000003,Percent,17157,255
Illinois,Richland,23.200000000000003,Percent,17159,259
Illinois,Rock Island,23.200000000000003,Percent,17161,265
Illinois,St. Clair,23.200000000000003,Percent,17163,269
Illinois,Saline,23.200000000000003,Percent,17165,271
Illinois,Sangamon,23.200000000000003,Percent,17167,274
Illinois,Schuyler,23.200000000000003,Percent,17169,278
Illinois,Scott,23.200000000000003,Percent,17171,280
Illinois,Shelby,23.200000000000003,Percent,17173,283
Illinois,Stark,23.200000000000003,Percent,17175,285
Illinois,Stephenson,23.200000000000003,Percent,17177,290
Illinois,Tazewell,23.200000000000003,Percent,17179,291
Illinois,Union,23.200000000000003,Percent,17181,293
Illinois,Vermilion,23.200000000000003,Percent,17183,296
Illinois,Wabash,23.200000000000003,Percent,17185,299
Illinois,Warren,23.200000000000003,Percent,17187,301
Illinois,Washington,23.200000000000003,Percent,17189,305
Illinois,Wayne,23.200000000000003,Percent,17191,310
Illinois,White,23.200000000000003,Percent,17193,312
Illinois,Whiteside,23.200000000000003,Percent,17195,314
Illinois,Will,23.200000000000003,Percent,17197,320
Illinois,Williamson,23.200000000000003,Percent,17199,324
Illinois,Winnebago,23.200000000000003,Percent,17201,325
Illinois,Woodford,23.200000000000003,Percent,17203,328
Indiana,Adams,nan,Percent,18001,330
Indiana,Allen,nan,Percent,18003,335
Indiana,Bartholomew,nan,Percent,18005,342
Indiana,Benton,nan,Percent,18007,179
Indiana,Blackford,nan,Percent,18009,183
Indiana,Boone,nan,Percent,18011,185
Indiana,Brown,nan,Percent,18013,188
Indiana,Carroll,nan,Percent,18015,195
Indiana,Cass,nan,Percent,18017,211
Indiana,Clark,nan,Percent,18019,215
Indiana,Clay,nan,Percent,18021,221
Indiana,Clinton,nan,Percent,18023,226
Indiana,Crawford,nan,Percent,18025,232
Indiana,Daviess,nan,Percent,18027,239
Indiana,Dearborn,nan,Percent,18029,242
Indiana,Decatur,nan,Percent,18031,246
Indiana,DeKalb,nan,Percent,18033,249
Indiana,Delaware,nan,Percent,18035,252
Indiana,Dubois,nan,Percent,18037,254
Indiana,Elkhart,nan,Percent,18039,260
Indiana,Fayette,nan,Percent,18041,263
Indiana,Floyd,nan,Percent,18043,267
Indiana,Fountain,nan,Percent,18045,270
Indiana,Franklin,nan,Percent,18047,272
Indiana,Fulton,nan,Percent,18049,276
Indiana,Gibson,nan,Percent,18051,286
Indiana,Grant,nan,Percent,18053,297
Indiana,Greene,nan,Percent,18055,309
Indiana,Hamilton,nan,Percent,18057,321
Indiana,Hancock,nan,Percent,18059,329
Indiana,Harrison,nan,Percent,18061,334
Indiana,Hendricks,nan,Percent,18063,341
Indiana,Henry,nan,Percent,18065,344
Indiana,Howard,nan,Percent,18067,348
Indiana,Huntington,nan,Percent,18069,352
Indiana,Jackson,nan,Percent,18071,355
Indiana,Jasper,nan,Percent,18073,356
Indiana,Jay,nan,Percent,18075,358
Indiana,Jefferson,nan,Percent,18077,363
Indiana,Jennings,nan,Percent,18079,367
Indiana,Johnson,nan,Percent,18081,370
Indiana,Knox,nan,Percent,18083,376
Indiana,Kosciusko,nan,Percent,18085,384
Indiana,LaGrange,nan,Percent,18087,386
Indiana,Lake,nan,Percent,18089,389
Indiana,LaPorte,nan,Percent,18091,392
Indiana,Lawrence,nan,Percent,18093,396
Indiana,Madison,nan,Percent,18095,401
Indiana,Marion,nan,Percent,18097,409
Indiana,Marshall,nan,Percent,18099,412
Indiana,Martin,nan,Percent,18101,418
Indiana,Miami,nan,Percent,18103,420
Indiana,Monroe,nan,Percent,18105,422
Indiana,Montgomery,nan,Percent,18107,425
Indiana,Morgan,nan,Percent,18109,430
Indiana,Newton,nan,Percent,18111,433
Indiana,Noble,nan,Percent,18113,436
Indiana,Ohio,nan,Percent,18115,440
Indiana,Orange,nan,Percent,18117,444
Indiana,Owen,nan,Percent,18119,448
Indiana,Parke,nan,Percent,18121,452
Indiana,Perry,nan,Percent,18123,459
Indiana,Pike,nan,Percent,18125,465
Indiana,Porter,nan,Percent,18127,468
Indiana,Posey,nan,Percent,18129,471
Indiana,Pulaski,nan,Percent,18131,477
Indiana,Putnam,nan,Percent,18133,480
Indiana,Randolph,nan,Percent,18135,485
Indiana,Ripley,nan,Percent,18137,488
Indiana,Rush,nan,Percent,18139,493
Indiana,St. Joseph,nan,Percent,18141,496
Indiana,Scott,nan,Percent,18143,504
Indiana,Shelby,nan,Percent,18145,506
Indiana,Spencer,nan,Percent,18147,509
Indiana,Starke,nan,Percent,18149,512
Indiana,Steuben,nan,Percent,18151,515
Indiana,Sullivan,nan,Percent,18153,518
Indiana,Switzerland,nan,Percent,18155,526
Indiana,Tippecanoe,nan,Percent,18157,530
Indiana,Tipton,nan,Percent,18159,534
Indiana,Union,nan,Percent,18161,538
Indiana,Vanderburgh,nan,Percent,18163,543
Indiana,Vermillion,nan,Percent,18165,548
Indiana,Vigo,nan,Percent,18167,553
Indiana,Wabash,nan,Percent,18169,555
Indiana,Warren,nan,Percent,18171,567
Indiana,Warrick,nan,Percent,18173,575
Indiana,Washington,nan,Percent,18175,584
Indiana,Wayne,nan,Percent,18177,586
Indiana,Wells,nan,Percent,18179,590
Indiana,White,nan,Percent,18181,594
Indiana,Whitley,nan,Percent,18183,597
Iowa,Adair,29.400000000000006,Percent,19001,598
Iowa,Adams,29.400000000000006,Percent,19003,602
Iowa,Allamakee,29.400000000000006,Percent,19005,608
Iowa,Appanoose,29.400000000000006,Percent,19007,611
Iowa,Audubon,29.400000000000006,Percent,19009,615
Iowa,Benton,29.400000000000006,Percent,19011,619
Iowa,Black Hawk,29.400000000000006,Percent,19013,623
Iowa,Boone,29.400000000000006,Percent,19015,625
Iowa,Bremer,29.400000000000006,Percent,19017,631
Iowa,Buchanan,29.400000000000006,Percent,19019,632
Iowa,Buena Vista,29.400000000000006,Percent,19021,633
Iowa,Butler,29.400000000000006,Percent,19023,361
Iowa,Calhoun,29.400000000000006,Percent,19025,365
Iowa,Carroll,29.400000000000006,Percent,19027,369
Iowa,Cass,29.400000000000006,Percent,19029,374
Iowa,Cedar,29.400000000000006,Percent,19031,379
Iowa,Cerro Gordo,29.400000000000006,Percent,19033,383
Iowa,Cherokee,29.400000000000006,Percent,19035,388
Iowa,Chickasaw,29.400000000000006,Percent,19037,393
Iowa,Clarke,29.400000000000006,Percent,19039,397
Iowa,Clay,29.400000000000006,Percent,19041,398
Iowa,Clayton,29.400000000000006,Percent,19043,402
Iowa,Clinton,29.400000000000006,Percent,19045,404
Iowa,Crawford,29.400000000000006,Percent,19047,408
Iowa,Dallas,29.400000000000006,Percent,19049,413
Iowa,Davis,29.400000000000006,Percent,19051,416
Iowa,Decatur,29.400000000000006,Percent,19053,419
Iowa,Delaware,29.400000000000006,Percent,19055,421
Iowa,Des Moines,29.400000000000006,Percent,19057,424
Iowa,Dickinson,29.400000000000006,Percent,19059,427
Iowa,Dubuque,29.400000000000006,Percent,19061,434
Iowa,Emmet,29.400000000000006,Percent,19063,437
Iowa,Fayette,29.400000000000006,Percent,19065,442
Iowa,Floyd,29.400000000000006,Percent,19067,447
Iowa,Franklin,29.400000000000006,Percent,19069,451
Iowa,Fremont,29.400000000000006,Percent,19071,455
Iowa,Greene,29.400000000000006,Percent,19073,458
Iowa,Grundy,29.400000000000006,Percent,19075,460
Iowa,Guthrie,29.400000000000006,Percent,19077,467
Iowa,Hamilton,29.400000000000006,Percent,19079,469
Iowa,Hancock,29.400000000000006,Percent,19081,470
Iowa,Hardin,29.400000000000006,Percent,19083,475
Iowa,Harrison,29.400000000000006,Percent,19085,478
Iowa,Henry,29.400000000000006,Percent,19087,479
Iowa,Howard,29.400000000000006,Percent,19089,481
Iowa,Humboldt,29.400000000000006,Percent,19091,487
Iowa,Ida,29.400000000000006,Percent,19093,491
Iowa,Iowa,29.400000000000006,Percent,19095,495
Iowa,Jackson,29.400000000000006,Percent,19097,499
Iowa,Jasper,29.400000000000006,Percent,19099,505
Iowa,Jefferson,29.400000000000006,Percent,19101,507
Iowa,Johnson,29.400000000000006,Percent,19103,508
Iowa,Jones,29.400000000000006,Percent,19105,516
Iowa,Keokuk,29.400000000000006,Percent,19107,520
Iowa,Kossuth,29.400000000000006,Percent,19109,523
Iowa,Lee,29.400000000000006,Percent,19111,531
Iowa,Linn,29.400000000000006,Percent,19113,535
Iowa,Louisa,29.400000000000006,Percent,19115,539
Iowa,Lucas,29.400000000000006,Percent,19117,542
Iowa,Lyon,29.400000000000006,Percent,19119,546
Iowa,Madison,29.400000000000006,Percent,19121,550
Iowa,Mahaska,29.400000000000006,Percent,19123,554
Iowa,Marion,29.400000000000006,Percent,19125,561
Iowa,Marshall,29.400000000000006,Percent,19127,568
Iowa,Mills,29.400000000000006,Percent,19129,569
Iowa,Mitchell,29.400000000000006,Percent,19131,572
Iowa,Monona,29.400000000000006,Percent,19133,576
Iowa,Monroe,29.400000000000006,Percent,19135,580
Iowa,Montgomery,29.400000000000006,Percent,19137,595
Iowa,Muscatine,29.400000000000006,Percent,19139,600
Iowa,O'Brien,29.400000000000006,Percent,19141,604
Iowa,Osceola,29.400000000000006,Percent,19143,607
Iowa,Page,29.400000000000006,Percent,19145,612
Iowa,Palo Alto,29.400000000000006,Percent,19147,618
Iowa,Plymouth,29.400000000000006,Percent,19149,622
Iowa,Pocahontas,29.400000000000006,Percent,19151,624
Iowa,Polk,29.400000000000006,Percent,19153,629
Iowa,Pottawattamie,29.400000000000006,Percent,19155,637
Iowa,Poweshiek,29.400000000000006,Percent,19157,640
Iowa,Ringgold,29.400000000000006,Percent,19159,642
Iowa,Sac,29.400000000000006,Percent,19161,647
Iowa,Scott,29.400000000000006,Percent,19163,657
Iowa,Shelby,29.400000000000006,Percent,19165,660
Iowa,Sioux,29.400000000000006,Percent,19167,663
Iowa,Story,29.400000000000006,Percent,19169,668
Iowa,Tama,29.400000000000006,Percent,19171,671
Iowa,Taylor,29.400000000000006,Percent,19173,674
Iowa,Union,29.400000000000006,Percent,19175,675
Iowa,Van Buren,29.400000000000006,Percent,19177,678
Iowa,Wapello,29.400000000000006,Percent,19179,681
Iowa,Warren,29.400000000000006,Percent,19181,685
Iowa,Washington,29.400000000000006,Percent,19183,687
Iowa,Wayne,29.400000000000006,Percent,19185,691
Iowa,Webster,29.400000000000006,Percent,19187,694
Iowa,Winnebago,29.400000000000006,Percent,19189,696
Iowa,Winneshiek,29.400000000000006,Percent,19191,698
Iowa,Woodbury,29.400000000000006,Percent,19193,702
Iowa,Worth,29.400000000000006,Percent,19195,703
Iowa,Wright,29.400000000000006,Percent,19197,705
Kansas,Allen,26.5,Percent,20001,709
Kansas,Anderson,26.5,Percent,20003,712
Kansas,Atchison,26.5,Percent,20005,715
Kansas,Barber,26.5,Percent,20007,717
Kansas,Barton,26.5,Percent,20009,719
Kansas,Bourbon,26.5,Percent,20011,722
Kansas,Brown,26.5,Percent,20013,723
Kansas,Butler,26.5,Percent,20015,726
Kansas,Chase,26.5,Percent,20017,729
Kansas,Chautauqua,26.5,Percent,20019,730
Kansas,Cherokee,26.5,Percent,20021,732
Kansas,Cheyenne,26.5,Percent,20023,736
Kansas,Clark,26.5,Percent,20025,738
Kansas,Clay,26.5,Percent,20027,739
Kansas,Cloud,26.5,Percent,20029,740
Kansas,Coffey,26.5,Percent,20031,745
Kansas,Comanche,26.5,Percent,20033,748
Kansas,Cowley,26.5,Percent,20035,752
Kansas,Crawford,26.5,Percent,20037,756
Kansas,Decatur,26.5,Percent,20039,759
Kansas,Dickinson,26.5,Percent,20041,762
Kansas,Doniphan,26.5,Percent,20043,765
Kansas,Douglas,26.5,Percent,20045,767
Kansas,Edwards,26.5,Percent,20047,770
Kansas,Elk,26.5,Percent,20049,773
Kansas,Ellis,26.5,Percent,20051,774
Kansas,Ellsworth,26.5,Percent,20053,776
Kansas,Finney,26.5,Percent,20055,778
Kansas,Ford,26.5,Percent,20057,784
Kansas,Franklin,26.5,Percent,20059,786
Kansas,Geary,26.5,Percent,20061,788
Kansas,Gove,26.5,Percent,20063,790
Kansas,Graham,26.5,Percent,20065,791
Kansas,Grant,26.5,Percent,20067,794
Kansas,Gray,26.5,Percent,20069,798
Kansas,Greeley,26.5,Percent,20071,801
Kansas,Greenwood,26.5,Percent,20073,803
Kansas,Hamilton,26.5,Percent,20075,805
Kansas,Harper,26.5,Percent,20077,807
Kansas,Harvey,26.5,Percent,20079,812
Kansas,Haskell,26.5,Percent,20081,815
Kansas,Hodgeman,26.5,Percent,20083,818
Kansas,Jackson,26.5,Percent,20085,819
Kansas,Jefferson,26.5,Percent,20087,821
Kansas,Jewell,26.5,Percent,20089,822
Kansas,Johnson,26.5,Percent,20091,824
Kansas,Kearny,26.5,Percent,20093,826
Kansas,Kingman,26.5,Percent,20095,827
Kansas,Kiowa,26.5,Percent,20097,829
Kansas,Labette,26.5,Percent,20099,831
Kansas,Lane,26.5,Percent,20101,833
Kansas,Leavenworth,26.5,Percent,20103,836
Kansas,Lincoln,26.5,Percent,20105,838
Kansas,Linn,26.5,Percent,20107,840
Kansas,Logan,26.5,Percent,20109,842
Kansas,Lyon,26.5,Percent,20111,844
Kansas,McPherson,26.5,Percent,20113,846
Kansas,Marion,26.5,Percent,20115,848
Kansas,Marshall,26.5,Percent,20117,850
Kansas,Meade,26.5,Percent,20119,851
Kansas,Miami,26.5,Percent,20121,853
Kansas,Mitchell,26.5,Percent,20123,854
Kansas,Montgomery,26.5,Percent,20125,856
Kansas,Morris,26.5,Percent,20127,858
Kansas,Morton,26.5,Percent,20129,859
Kansas,Nemaha,26.5,Percent,20131,861
Kansas,Neosho,26.5,Percent,20133,862
Kansas,Ness,26.5,Percent,20135,864
Kansas,Norton,26.5,Percent,20137,866
Kansas,Osage,26.5,Percent,20139,867
Kansas,Osborne,26.5,Percent,20141,869
Kansas,Ottawa,26.5,Percent,20143,870
Kansas,Pawnee,26.5,Percent,20145,872
Kansas,Phillips,26.5,Percent,20147,873
Kansas,Pottawatomie,26.5,Percent,20149,876
Kansas,Pratt,26.5,Percent,20151,878
Kansas,Rawlins,26.5,Percent,20153,880
Kansas,Reno,26.5,Percent,20155,882
Kansas,Republic,26.5,Percent,20157,884
Kansas,Rice,26.5,Percent,20159,886
Kansas,Riley,26.5,Percent,20161,888
Kansas,Rooks,26.5,Percent,20163,889
Kansas,Rush,26.5,Percent,20165,891
Kansas,Russell,26.5,Percent,20167,893
Kansas,Saline,26.5,Percent,20169,895
Kansas,Scott,26.5,Percent,20171,897
Kansas,Sedgwick,26.5,Percent,20173,898
Kansas,Seward,26.5,Percent,20175,900
Kansas,Shawnee,26.5,Percent,20177,902
Kansas,Sheridan,26.5,Percent,20179,904
Kansas,Sherman,26.5,Percent,20181,907
Kansas,Smith,26.5,Percent,20183,909
Kansas,Stafford,26.5,Percent,20185,911
Kansas,Stanton,26.5,Percent,20187,913
Kansas,Stevens,26.5,Percent,20189,914
Kansas,Sumner,26.5,Percent,20191,916
Kansas,Thomas,26.5,Percent,20193,917
Kansas,Trego,26.5,Percent,20195,919
Kansas,Wabaunsee,26.5,Percent,20197,920
Kansas,Wallace,26.5,Percent,20199,921
Kansas,Washington,26.5,Percent,20201,922
Kansas,Wichita,26.5,Percent,20203,923
Kansas,Wilson,26.5,Percent,20205,925
Kansas,Woodson,26.5,Percent,20207,926
Kansas,Wyandotte,26.5,Percent,20209,927
Kentucky,Adair,22.0,Percent,21001,928
Kentucky,Allen,22.0,Percent,21003,929
Kentucky,Anderson,22.0,Percent,21005,930
Kentucky,Ballard,22.0,Percent,21007,932
Kentucky,Barren,22.0,Percent,21009,933
Kentucky,Bath,22.0,Percent,21011,934
Kentucky,Bell,22.0,Percent,21013,936
Kentucky,Boone,22.0,Percent,21015,1002
Kentucky,Bourbon,22.0,Percent,21017,1005
Kentucky,Boyd,22.0,Percent,21019,1008
Kentucky,Boyle,22.0,Percent,21021,1010
Kentucky,Bracken,22.0,Percent,21023,1013
Kentucky,Breathitt,22.0,Percent,21025,1017
Kentucky,Breckinridge,22.0,Percent,21027,1020
Kentucky,Bullitt,22.0,Percent,21029,1024
Kentucky,Butler,22.0,Percent,21031,1026
Kentucky,Caldwell,22.0,Percent,21033,1031
Kentucky,Calloway,22.0,Percent,21035,1033
Kentucky,Campbell,22.0,Percent,21037,1035
Kentucky,Carlisle,22.0,Percent,21039,1039
Kentucky,Carroll,22.0,Percent,21041,1041
Kentucky,Carter,22.0,Percent,21043,1044
Kentucky,Casey,22.0,Percent,21045,1048
Kentucky,Christian,22.0,Percent,21047,1050
Kentucky,Clark,22.0,Percent,21049,1053
Kentucky,Clay,22.0,Percent,21051,1056
Kentucky,Clinton,22.0,Percent,21053,1059
Kentucky,Crittenden,22.0,Percent,21055,1064
Kentucky,Cumberland,22.0,Percent,21057,1067
Kentucky,Daviess,22.0,Percent,21059,1071
Kentucky,Edmonson,22.0,Percent,21061,1073
Kentucky,Elliott,22.0,Percent,21063,1075
Kentucky,Estill,22.0,Percent,21065,1077
Kentucky,Fayette,22.0,Percent,21067,1080
Kentucky,Fleming,22.0,Percent,21069,1083
Kentucky,Floyd,22.0,Percent,21071,1085
Kentucky,Franklin,22.0,Percent,21073,1086
Kentucky,Fulton,22.0,Percent,21075,1088
Kentucky,Gallatin,22.0,Percent,21077,1090
Kentucky,Garrard,22.0,Percent,21079,1092
Kentucky,Grant,22.0,Percent,21081,1094
Kentucky,Graves,22.0,Percent,21083,1097
Kentucky,Grayson,22.0,Percent,21085,1100
Kentucky,Green,22.0,Percent,21087,1102
Kentucky,Greenup,22.0,Percent,21089,1105
Kentucky,Hancock,22.0,Percent,21091,1107
Kentucky,Hardin,22.0,Percent,21093,1110
Kentucky,Harlan,22.0,Percent,21095,1114
Kentucky,Harrison,22.0,Percent,21097,1119
Kentucky,Hart,22.0,Percent,21099,1121
Kentucky,Henderson,22.0,Percent,21101,1126
Kentucky,Henry,22.0,Percent,21103,1129
Kentucky,Hickman,22.0,Percent,21105,1130
Kentucky,Hopkins,22.0,Percent,21107,1136
Kentucky,Jackson,22.0,Percent,21109,1140
Kentucky,Jefferson,22.0,Percent,21111,1143
Kentucky,Jessamine,22.0,Percent,21113,1145
Kentucky,Johnson,22.0,Percent,21115,1148
Kentucky,Kenton,22.0,Percent,21117,1151
Kentucky,Knott,22.0,Percent,21119,1154
Kentucky,Knox,22.0,Percent,21121,1159
Kentucky,Larue,22.0,Percent,21123,1162
Kentucky,Laurel,22.0,Percent,21125,1166
Kentucky,Lawrence,22.0,Percent,21127,1167
Kentucky,Lee,22.0,Percent,21129,1171
Kentucky,Leslie,22.0,Percent,21131,1175
Kentucky,Letcher,22.0,Percent,21133,1178
Kentucky,Lewis,22.0,Percent,21135,1180
Kentucky,Lincoln,22.0,Percent,21137,1184
Kentucky,Livingston,22.0,Percent,21139,1187
Kentucky,Logan,22.0,Percent,21141,1190
Kentucky,Lyon,22.0,Percent,21143,1193
Kentucky,McCracken,22.0,Percent,21145,1196
Kentucky,McCreary,22.0,Percent,21147,1198
Kentucky,McLean,22.0,Percent,21149,1201
Kentucky,Madison,22.0,Percent,21151,1204
Kentucky,Magoffin,22.0,Percent,21153,1206
Kentucky,Marion,22.0,Percent,21155,1210
Kentucky,Marshall,22.0,Percent,21157,1213
Kentucky,Martin,22.0,Percent,21159,1215
Kentucky,Mason,22.0,Percent,21161,1217
Kentucky,Meade,22.0,Percent,21163,1220
Kentucky,Menifee,22.0,Percent,21165,1222
Kentucky,Mercer,22.0,Percent,21167,1225
Kentucky,Metcalfe,22.0,Percent,21169,1228
Kentucky,Monroe,22.0,Percent,21171,1230
Kentucky,Montgomery,22.0,Percent,21173,1233
Kentucky,Morgan,22.0,Percent,21175,1235
Kentucky,Muhlenberg,22.0,Percent,21177,1238
Kentucky,Nelson,22.0,Percent,21179,1243
Kentucky,Nicholas,22.0,Percent,21181,1246
Kentucky,Ohio,22.0,Percent,21183,1249
Kentucky,Oldham,22.0,Percent,21185,1252
Kentucky,Owen,22.0,Percent,21187,1255
Kentucky,Owsley,22.0,Percent,21189,1257
Kentucky,Pendleton,22.0,Percent,21191,1260
Kentucky,Perry,22.0,Percent,21193,1265
Kentucky,Pike,22.0,Percent,21195,1267
Kentucky,Powell,22.0,Percent,21197,1270
Kentucky,Pulaski,22.0,Percent,21199,1272
Kentucky,Robertson,22.0,Percent,21201,1273
Kentucky,Rockcastle,22.0,Percent,21203,1276
Kentucky,Rowan,22.0,Percent,21205,1279
Kentucky,Russell,22.0,Percent,21207,1282
Kentucky,Scott,22.0,Percent,21209,1283
Kentucky,Shelby,22.0,Percent,21211,1285
Kentucky,Simpson,22.0,Percent,21213,1287
Kentucky,Spencer,22.0,Percent,21215,1000
Kentucky,Taylor,22.0,Percent,21217,1003
Kentucky,Todd,22.0,Percent,21219,1006
Kentucky,Trigg,22.0,Percent,21221,1009
Kentucky,Trimble,22.0,Percent,21223,1012
Kentucky,Union,22.0,Percent,21225,1016
Kentucky,Warren,22.0,Percent,21227,1019
Kentucky,Washington,22.0,Percent,21229,1023
Kentucky,Wayne,22.0,Percent,21231,1027
Kentucky,Webster,22.0,Percent,21233,1029
Kentucky,Whitley,22.0,Percent,21235,1034
Kentucky,Wolfe,22.0,Percent,21237,1037
Kentucky,Woodford,22.0,Percent,21239,1042
Louisiana,Acadia,20.5,Percent,22001,1046
Louisiana,Allen,20.5,Percent,22003,1051
Louisiana,Ascension,20.5,Percent,22005,1055
Louisiana,Assumption,20.5,Percent,22007,1060
Louisiana,Avoyelles,20.5,Percent,22009,1062
Louisiana,Beauregard,20.5,Percent,22011,1066
Louisiana,Bienville,20.5,Percent,22013,1069
Louisiana,Bossier,20.5,Percent,22015,1076
Louisiana,Caddo,20.5,Percent,22017,1079
Louisiana,Calcasieu,20.5,Percent,22019,1081
Louisiana,Caldwell,20.5,Percent,22021,1084
Louisiana,Cameron,20.5,Percent,22023,1089
Louisiana,Catahoula,20.5,Percent,22025,1093
