State,County,Seniors low access to store (%) 2015 (PCT_LACCESS_SENIORS15),Units,FIPS,FID
Florida,Washington,5.293607975480198,Percent,12133,986
Georgia,Appling,3.0372320824360006,Percent,13001,987
Georgia,Atkinson,2.8954172384621373,Percent,13003,988
Georgia,Bacon,1.7261244564476748,Percent,13005,989
Georgia,Baker,12.08501896226911,Percent,13007,990
Georgia,Baldwin,2.375942066711067,Percent,13009,991
Georgia,Banks,0.33596313755528456,Percent,13011,992
Georgia,Barrow,0.9570595311081178,Percent,13013,993
Georgia,Bartow,3.2621394873399066,Percent,13015,994
Georgia,Ben Hill,3.2638263806778554,Percent,13017,995
Georgia,Berrien,2.6414559651456186,Percent,13019,996
Georgia,Bibb,3.4023980816690322,Percent,13021,997
Georgia,Bleckley,1.0975428059242058,Percent,13023,998
Georgia,Brantley,0.7034179982135789,Percent,13025,999
Georgia,Brooks,1.176470334120464,Percent,13027,565
Georgia,Bryan,1.7459215562268249,Percent,13029,573
Georgia,Bulloch,0.7516534368990815,Percent,13031,579
Georgia,Burke,1.0499523528571066,Percent,13033,583
Georgia,Butts,0.3855998501108472,Percent,13035,588
Georgia,Calhoun,2.0061815426832537,Percent,13037,592
Georgia,Camden,3.4926213908832384,Percent,13039,603
Georgia,Candler,0.3782302809341198,Percent,13043,616
Georgia,Carroll,1.7320647944121619,Percent,13045,620
Georgia,Catoosa,4.8358439450049255,Percent,13047,626
Georgia,Charlton,2.5556988308008464,Percent,13049,635
Georgia,Chatham,3.2113726882989164,Percent,13051,646
Georgia,Chattahoochee,3.600833635863415,Percent,13053,656
Georgia,Chattooga,0.6872706721471382,Percent,13055,659
Georgia,Cherokee,2.408140940939397,Percent,13057,662
Georgia,Clarke,2.397869706928012,Percent,13059,666
Georgia,Clay,14.181167016315111,Percent,13061,670
Georgia,Clayton,2.8293911307454787,Percent,13063,673
Georgia,Clinch,1.5683991034272138,Percent,13065,676
Georgia,Cobb,3.454722277090621,Percent,13067,680
Georgia,Coffee,1.823327600838776,Percent,13069,684
Georgia,Colquitt,2.807512548713504,Percent,13071,689
Georgia,Columbia,1.5949282202039612,Percent,13073,692
Georgia,Cook,1.6573144217358762,Percent,13075,697
Georgia,Coweta,2.631038257959817,Percent,13077,700
Georgia,Crawford,0.11662559021435312,Percent,13079,704
Georgia,Crisp,1.174342787885985,Percent,13081,707
Georgia,Dade,0.9412259694036433,Percent,13083,708
Georgia,Dawson,0.04188392383357788,Percent,13085,713
Georgia,Decatur,1.914898241737221,Percent,13087,714
Georgia,DeKalb,2.1449395108337272,Percent,13089,718
Georgia,Dodge,0.40331557359606396,Percent,13091,720
Georgia,Dooly,0.32573733278229927,Percent,13093,724
Georgia,Dougherty,4.546234992347475,Percent,13095,728
Georgia,Douglas,2.901966120828916,Percent,13097,731
Georgia,Early,1.6675431707865098,Percent,13099,735
Georgia,Echols,0.6221199629202182,Percent,13101,737
Georgia,Effingham,1.480885588006115,Percent,13103,742
Georgia,Elbert,3.804688492238833,Percent,13105,746
Georgia,Emanuel,4.108931476958744,Percent,13107,750
Georgia,Evans,0.9386203360156454,Percent,13109,754
Georgia,Fannin,0.2515413399280221,Percent,13111,755
Georgia,Fayette,4.135010552463239,Percent,13113,760
Georgia,Floyd,3.0208793354521735,Percent,13115,764
Georgia,Forsyth,2.2300767200400142,Percent,13117,768
Georgia,Franklin,0.15513811195011137,Percent,13119,772
Georgia,Fulton,2.2695406862446976,Percent,13121,779
Georgia,Gilmer,1.147635493627255,Percent,13123,781
Georgia,Glascock,12.03164882071551,Percent,13125,783
Georgia,Glynn,4.413307830543315,Percent,13127,793
Georgia,Gordon,1.6834409578985396,Percent,13129,796
Georgia,Grady,1.7139596019654233,Percent,13131,797
Georgia,Greene,0.6223832808426447,Percent,13133,800
Georgia,Gwinnett,2.195190806016073,Percent,13135,804
Georgia,Habersham,2.0849568573898094,Percent,13137,806
Georgia,Hall,2.9432244765133286,Percent,13139,808
Georgia,Hancock,1.965232883471057,Percent,13141,810
Georgia,Haralson,0.6319635024518625,Percent,13143,813
Georgia,Harris,0.07520694635650763,Percent,13145,814
Georgia,Hart,2.4153248553949114,Percent,13147,816
Georgia,Heard,0.9757025356405781,Percent,13149,817
Georgia,Henry,3.0952860046333646,Percent,13151,820
