State,County,National School Lunch Program participants (% children) 2017 (PCT_NSLP17),Units,FIPS,FID
Florida,Martin,57.078373315991506,Percent,12085,961
Florida,Miami-Dade,57.078373315991506,Percent,12086,962
Florida,Monroe,57.078373315991506,Percent,12087,963
Florida,Nassau,57.078373315991506,Percent,12089,964
Florida,Okaloosa,57.078373315991506,Percent,12091,965
Florida,Okeechobee,57.078373315991506,Percent,12093,966
Florida,Orange,57.078373315991506,Percent,12095,967
Florida,Osceola,57.078373315991506,Percent,12097,968
Florida,Palm Beach,57.078373315991506,Percent,12099,969
Florida,Pasco,57.078373315991506,Percent,12101,970
Florida,Pinellas,57.078373315991506,Percent,12103,971
Florida,Polk,57.078373315991506,Percent,12105,972
Florida,Putnam,57.078373315991506,Percent,12107,973
Florida,St. Johns,57.078373315991506,Percent,12109,974
Florida,St. Lucie,57.078373315991506,Percent,12111,975
Florida,Santa Rosa,57.078373315991506,Percent,12113,976
Florida,Sarasota,57.078373315991506,Percent,12115,977
Florida,Seminole,57.078373315991506,Percent,12117,978
Florida,Sumter,57.078373315991506,Percent,12119,979
Florida,Suwannee,57.078373315991506,Percent,12121,980
Florida,Taylor,57.078373315991506,Percent,12123,981
Florida,Union,57.078373315991506,Percent,12125,982
Florida,Volusia,57.078373315991506,Percent,12127,983
Florida,Wakulla,57.078373315991506,Percent,12129,984
Florida,Walton,57.078373315991506,Percent,12131,985
Florida,Washington,57.078373315991506,Percent,12133,986
Georgia,Appling,65.76305353802717,Percent,13001,987
Georgia,Atkinson,65.76305353802717,Percent,13003,988
Georgia,Bacon,65.76305353802717,Percent,13005,989
Georgia,Baker,65.76305353802717,Percent,13007,990
Georgia,Baldwin,65.76305353802717,Percent,13009,991
Georgia,Banks,65.76305353802717,Percent,13011,992
Georgia,Barrow,65.76305353802717,Percent,13013,993
Georgia,Bartow,65.76305353802717,Percent,13015,994
Georgia,Ben Hill,65.76305353802717,Percent,13017,995
Georgia,Berrien,65.76305353802717,Percent,13019,996
Georgia,Bibb,65.76305353802717,Percent,13021,997
Georgia,Bleckley,65.76305353802717,Percent,13023,998
Georgia,Brantley,65.76305353802717,Percent,13025,999
Georgia,Brooks,65.76305353802717,Percent,13027,565
Georgia,Bryan,65.76305353802717,Percent,13029,573
Georgia,Bulloch,65.76305353802717,Percent,13031,579
Georgia,Burke,65.76305353802717,Percent,13033,583
Georgia,Butts,65.76305353802717,Percent,13035,588
Georgia,Calhoun,65.76305353802717,Percent,13037,592
Georgia,Camden,65.76305353802717,Percent,13039,603
Georgia,Candler,65.76305353802717,Percent,13043,616
Georgia,Carroll,65.76305353802717,Percent,13045,620
Georgia,Catoosa,65.76305353802717,Percent,13047,626
Georgia,Charlton,65.76305353802717,Percent,13049,635
Georgia,Chatham,65.76305353802717,Percent,13051,646
Georgia,Chattahoochee,65.76305353802717,Percent,13053,656
Georgia,Chattooga,65.76305353802717,Percent,13055,659
Georgia,Cherokee,65.76305353802717,Percent,13057,662
Georgia,Clarke,65.76305353802717,Percent,13059,666
Georgia,Clay,65.76305353802717,Percent,13061,670
Georgia,Clayton,65.76305353802717,Percent,13063,673
Georgia,Clinch,65.76305353802717,Percent,13065,676
Georgia,Cobb,65.76305353802717,Percent,13067,680
Georgia,Coffee,65.76305353802717,Percent,13069,684
Georgia,Colquitt,65.76305353802717,Percent,13071,689
Georgia,Columbia,65.76305353802717,Percent,13073,692
Georgia,Cook,65.76305353802717,Percent,13075,697
Georgia,Coweta,65.76305353802717,Percent,13077,700
Georgia,Crawford,65.76305353802717,Percent,13079,704
Georgia,Crisp,65.76305353802717,Percent,13081,707
Georgia,Dade,65.76305353802717,Percent,13083,708
Georgia,Dawson,65.76305353802717,Percent,13085,713
Georgia,Decatur,65.76305353802717,Percent,13087,714
Georgia,DeKalb,65.76305353802717,Percent,13089,718
Georgia,Dodge,65.76305353802717,Percent,13091,720
Georgia,Dooly,65.76305353802717,Percent,13093,724
Georgia,Dougherty,65.76305353802717,Percent,13095,728
Georgia,Douglas,65.76305353802717,Percent,13097,731
Georgia,Early,65.76305353802717,Percent,13099,735
Georgia,Echols,65.76305353802717,Percent,13101,737
Georgia,Effingham,65.76305353802717,Percent,13103,742
Georgia,Elbert,65.76305353802717,Percent,13105,746
Georgia,Emanuel,65.76305353802717,Percent,13107,750
Georgia,Evans,65.76305353802717,Percent,13109,754
Georgia,Fannin,65.76305353802717,Percent,13111,755
Georgia,Fayette,65.76305353802717,Percent,13113,760
Georgia,Floyd,65.76305353802717,Percent,13115,764
Georgia,Forsyth,65.76305353802717,Percent,13117,768
Georgia,Franklin,65.76305353802717,Percent,13119,772
Georgia,Fulton,65.76305353802717,Percent,13121,779
Georgia,Gilmer,65.76305353802717,Percent,13123,781
Georgia,Glascock,65.76305353802717,Percent,13125,783
Georgia,Glynn,65.76305353802717,Percent,13127,793
Georgia,Gordon,65.76305353802717,Percent,13129,796
Georgia,Grady,65.76305353802717,Percent,13131,797
Georgia,Greene,65.76305353802717,Percent,13133,800
Georgia,Gwinnett,65.76305353802717,Percent,13135,804
Georgia,Habersham,65.76305353802717,Percent,13137,806
Georgia,Hall,65.76305353802717,Percent,13139,808
Georgia,Hancock,65.76305353802717,Percent,13141,810
Georgia,Haralson,65.76305353802717,Percent,13143,813
Georgia,Harris,65.76305353802717,Percent,13145,814
Georgia,Hart,65.76305353802717,Percent,13147,816
Georgia,Heard,65.76305353802717,Percent,13149,817
Georgia,Henry,65.76305353802717,Percent,13151,820
Georgia,Houston,65.76305353802717,Percent,13153,823
Georgia,Irwin,65.76305353802717,Percent,13155,825
Georgia,Jackson,65.76305353802717,Percent,13157,828
Georgia,Jasper,65.76305353802717,Percent,13159,830
Georgia,Jeff Davis,65.76305353802717,Percent,13161,832
Georgia,Jefferson,65.76305353802717,Percent,13163,834
Georgia,Jenkins,65.76305353802717,Percent,13165,835
Georgia,Johnson,65.76305353802717,Percent,13167,837
Georgia,Jones,65.76305353802717,Percent,13169,839
Georgia,Lamar,65.76305353802717,Percent,13171,841
Georgia,Lanier,65.76305353802717,Percent,13173,845
Georgia,Laurens,65.76305353802717,Percent,13175,847
Georgia,Lee,65.76305353802717,Percent,13177,849
Georgia,Liberty,65.76305353802717,Percent,13179,855
Georgia,Lincoln,65.76305353802717,Percent,13181,857
Georgia,Long,65.76305353802717,Percent,13183,860
Georgia,Lowndes,65.76305353802717,Percent,13185,863
Georgia,Lumpkin,65.76305353802717,Percent,13187,865
Georgia,McDuffie,65.76305353802717,Percent,13189,868
Georgia,McIntosh,65.76305353802717,Percent,13191,871
Georgia,Macon,65.76305353802717,Percent,13193,874
Georgia,Madison,65.76305353802717,Percent,13195,875
Georgia,Marion,65.76305353802717,Percent,13197,877
Georgia,Meriwether,65.76305353802717,Percent,13199,879
Georgia,Miller,65.76305353802717,Percent,13201,881
Georgia,Mitchell,65.76305353802717,Percent,13205,883
Georgia,Monroe,65.76305353802717,Percent,13207,885
Georgia,Montgomery,65.76305353802717,Percent,13209,887
Georgia,Morgan,65.76305353802717,Percent,13211,890
Georgia,Murray,65.76305353802717,Percent,13213,892
Georgia,Muscogee,65.76305353802717,Percent,13215,896
Georgia,Newton,65.76305353802717,Percent,13217,899
Georgia,Oconee,65.76305353802717,Percent,13219,901
Georgia,Oglethorpe,65.76305353802717,Percent,13221,905
Georgia,Paulding,65.76305353802717,Percent,13223,908
Georgia,Peach,65.76305353802717,Percent,13225,910
Georgia,Pickens,65.76305353802717,Percent,13227,912
Georgia,Pierce,65.76305353802717,Percent,13229,915
Georgia,Pike,65.76305353802717,Percent,13231,7
Georgia,Polk,65.76305353802717,Percent,13233,8
Georgia,Pulaski,65.76305353802717,Percent,13235,11
Georgia,Putnam,65.76305353802717,Percent,13237,13
Georgia,Quitman,65.76305353802717,Percent,13239,16
Georgia,Rabun,65.76305353802717,Percent,13241,18
Georgia,Randolph,65.76305353802717,Percent,13243,23
Georgia,Richmond,65.76305353802717,Percent,13245,24
Georgia,Rockdale,65.76305353802717,Percent,13247,28
Georgia,Schley,65.76305353802717,Percent,13249,31
Georgia,Screven,65.76305353802717,Percent,13251,34
Georgia,Seminole,65.76305353802717,Percent,13253,38
Georgia,Spalding,65.76305353802717,Percent,13255,41
Georgia,Stephens,65.76305353802717,Percent,13257,45
Georgia,Stewart,65.76305353802717,Percent,13259,48
Georgia,Sumter,65.76305353802717,Percent,13261,52
