State,County,Multiracial low access to store (%) 2015 (PCT_LACCESS_MULTIR15),Units,FIPS,FID
Georgia,Monroe,0.1138560812077214,Percent,13207,885
Georgia,Montgomery,0.4818417220666995,Percent,13209,887
Georgia,Morgan,0.35467023166997536,Percent,13211,890
Georgia,Murray,1.7966788620675154,Percent,13213,892
Georgia,Muscogee,1.5755447666245412,Percent,13215,896
Georgia,Newton,1.2169937196396488,Percent,13217,899
Georgia,Oconee,0.9871047514343331,Percent,13219,901
Georgia,Oglethorpe,0.17120600143289685,Percent,13221,905
Georgia,Paulding,1.0927357992238766,Percent,13223,908
Georgia,Peach,0.7657158115675717,Percent,13225,910
Georgia,Pickens,0.1677951125672152,Percent,13227,912
Georgia,Pierce,0.48748328537837027,Percent,13229,915
Georgia,Pike,0.0,Percent,13231,7
Georgia,Polk,1.0019780990097118,Percent,13233,8
Georgia,Pulaski,0.2148301080648601,Percent,13235,11
Georgia,Putnam,0.10055010516788387,Percent,13237,13
Georgia,Quitman,0.32232683495809433,Percent,13239,16
Georgia,Rabun,0.0,Percent,13241,18
Georgia,Randolph,0.25471065500753076,Percent,13243,23
Georgia,Richmond,1.7570838595234333,Percent,13245,24
Georgia,Rockdale,3.0663556458511882,Percent,13247,28
Georgia,Schley,0.02231862798459581,Percent,13249,31
Georgia,Screven,0.34044734870948196,Percent,13251,34
Georgia,Seminole,0.0922078692481306,Percent,13253,38
Georgia,Spalding,0.43862294556524906,Percent,13255,41
Georgia,Stephens,0.4494324065576428,Percent,13257,45
Georgia,Stewart,0.18782482401197756,Percent,13259,48
Georgia,Sumter,0.5202619789280996,Percent,13261,52
Georgia,Talbot,0.15678220591849235,Percent,13263,57
Georgia,Taliaferro,1.8285069385500408,Percent,13265,60
Georgia,Tattnall,0.15447509689077274,Percent,13267,63
Georgia,Taylor,0.03196820934042421,Percent,13269,69
Georgia,Telfair,0.11783953380818848,Percent,13271,75
Georgia,Terrell,0.09027163395560645,Percent,13273,78
Georgia,Thomas,0.9426315938607446,Percent,13275,83
Georgia,Tift,0.36142333685878164,Percent,13277,87
Georgia,Toombs,1.646055300460618,Percent,13279,91
Georgia,Towns,0.0,Percent,13281,95
Georgia,Treutlen,0.06074029271845606,Percent,13283,102
Georgia,Troup,0.48187197728988285,Percent,13285,105
Georgia,Turner,0.056407010272687685,Percent,13287,108
Georgia,Twiggs,0.019610139572705753,Percent,13289,116
Georgia,Union,0.025921068844503372,Percent,13291,120
Georgia,Upson,0.7409494930689207,Percent,13293,123
Georgia,Walker,0.7098753621804265,Percent,13295,126
Georgia,Walton,0.5436938719465237,Percent,13297,127
Georgia,Ware,1.20869491103948,Percent,13299,132
Georgia,Warren,0.0,Percent,13301,135
Georgia,Washington,0.3487684107791599,Percent,13303,143
Georgia,Wayne,1.1701107806842288,Percent,13305,147
Georgia,Webster,0.008296497530833263,Percent,13307,149
Georgia,Wheeler,0.0931788821967887,Percent,13309,154
Georgia,White,0,Percent,13311,157
Georgia,Whitfield,4.39603823506695,Percent,13313,159
Georgia,Wilcox,0.0006378722373473647,Percent,13315,163
Georgia,Wilkes,0.7666316790976333,Percent,13317,167
Georgia,Wilkinson,0.6996835827738064,Percent,13319,169
Georgia,Worth,0.09808780639606993,Percent,13321,173
Hawaii,Hawaii,11.82341687432048,Percent,15001,198
Hawaii,Honolulu,6.074733105159478,Percent,15003,234
Hawaii,Kalawao,0.0,Percent,15005,247
Hawaii,Kauai,11.201331142891595,Percent,15007,261
Hawaii,Maui,7.3997706766666225,Percent,15009,323
Idaho,Ada,0.6733852311634091,Percent,16001,336
Idaho,Adams,0.2805967046793285,Percent,16003,338
Idaho,Bannock,1.132515112660427,Percent,16005,343
Idaho,Bear Lake,0.7765490518013264,Percent,16007,349
Idaho,Benewah,1.0895408432392246,Percent,16009,354
Idaho,Bingham,2.3089507463446184,Percent,16011,362
Idaho,Blaine,6.068055073124345,Percent,16013,371
Idaho,Boise,1.9625180375789413,Percent,16015,380
Idaho,Bonner,0.4965992227244636,Percent,16017,387
Idaho,Bonneville,1.8758723099584682,Percent,16019,395
Idaho,Boundary,0.32686984378109185,Percent,16021,405
Idaho,Butte,1.1068834222327673,Percent,16023,414
Idaho,Camas,5.013428839718201,Percent,16025,429
Idaho,Canyon,2.494573620587541,Percent,16027,441
Idaho,Caribou,1.9756921325002725,Percent,16029,449
Idaho,Cassia,4.004204477021231,Percent,16031,456
Idaho,Clark,25.356415968257945,Percent,16033,464
Idaho,Clearwater,0.5070705125433022,Percent,16035,474
Idaho,Custer,0.6706598051475572,Percent,16037,484
Idaho,Elmore,2.920080323581637,Percent,16039,490
Idaho,Franklin,0.23761606537350072,Percent,16041,498
Idaho,Fremont,1.2888327140151563,Percent,16043,502
Idaho,Gem,1.2625571744505115,Percent,16045,510
Idaho,Gooding,0.2587466789558659,Percent,16047,519
Idaho,Idaho,0.8533077288335649,Percent,16049,528
Idaho,Jefferson,1.8829977110566183,Percent,16051,540
Idaho,Jerome,3.7454488828539376,Percent,16053,547
Idaho,Kootenai,0.683950590258635,Percent,16055,552
Idaho,Latah,0.34296915937493555,Percent,16057,559
Idaho,Lemhi,1.2516610073099244,Percent,16059,566
Idaho,Lewis,0.9460709129647082,Percent,16061,574
Idaho,Lincoln,17.91188201497283,Percent,16063,578
Idaho,Madison,0.8081459244013746,Percent,16065,581
Idaho,Minidoka,3.771701015299631,Percent,16067,585
Idaho,Nez Perce,0.397242309666749,Percent,16069,589
Idaho,Oneida,0.2790656454483831,Percent,16071,593
Idaho,Owyhee,2.676619306869738,Percent,16073,601
Idaho,Payette,2.4218318227688855,Percent,16075,606
Idaho,Power,1.7156468179149928,Percent,16077,613
Idaho,Shoshone,0.25404441766115393,Percent,16079,621
Idaho,Teton,1.4225215187479152,Percent,16081,627
Idaho,Twin Falls,0.7095290426670426,Percent,16083,634
Idaho,Valley,0.4732258918760424,Percent,16085,643
Idaho,Washington,0.8172787855593098,Percent,16087,649
Illinois,Adams,0.17362462597524403,Percent,17001,650
Illinois,Alexander,0.7217760482039038,Percent,17003,651
Illinois,Bond,0.1525741011190736,Percent,17005,652
Illinois,Boone,1.89713536044154,Percent,17007,653
Illinois,Brown,3.0972825550017875,Percent,17009,654
Illinois,Bureau,0.5669686523180028,Percent,17011,2
Illinois,Calhoun,0.019650225977598742,Percent,17013,4
Illinois,Carroll,0.29041151618611943,Percent,17015,6
Illinois,Cass,0.11518975722065092,Percent,17017,10
Illinois,Champaign,0.8087385763414495,Percent,17019,12
Illinois,Christian,0.2106823453025638,Percent,17021,14
Illinois,Clark,0.10816119105300276,Percent,17023,19
Illinois,Clay,0.17756204990943467,Percent,17025,22
Illinois,Clinton,0.711624218596274,Percent,17027,27
Illinois,Coles,0.33735467712486034,Percent,17029,30
Illinois,Cook,0.434339226503325,Percent,17031,36
Illinois,Crawford,0.5876890516113539,Percent,17033,40
Illinois,Cumberland,0,Percent,17035,44
Illinois,DeKalb,1.6830599993797737,Percent,17037,49
Illinois,De Witt,0.10735828504366705,Percent,17039,53
Illinois,Douglas,0.08467806096422272,Percent,17041,55
Illinois,DuPage,1.507036482959591,Percent,17043,64
Illinois,Edgar,0.28444352752738533,Percent,17045,66
Illinois,Edwards,0.29679625801226006,Percent,17047,71
Illinois,Effingham,0.1710363959476342,Percent,17049,76
Illinois,Fayette,0.3867230628814241,Percent,17051,79
Illinois,Ford,0.267207938619527,Percent,17053,81
Illinois,Franklin,0.0988608137848578,Percent,17055,85
Illinois,Fulton,0.1915879938138825,Percent,17057,89
Illinois,Gallatin,1.382432973916994,Percent,17059,92
Illinois,Greene,0.13467847523467952,Percent,17061,96
Illinois,Grundy,0.6925447548513514,Percent,17063,99
Illinois,Hamilton,0.16444916722931535,Percent,17065,106
Illinois,Hancock,0.36128349623638245,Percent,17067,111
Illinois,Hardin,0.11484348345759468,Percent,17069,113
Illinois,Henderson,0.013640703402978953,Percent,17071,117
Illinois,Henry,0.5037408373530226,Percent,17073,121
Illinois,Iroquois,1.4308737557866344,Percent,17075,125
Illinois,Jackson,0.8735872826552776,Percent,17077,129
Illinois,Jasper,0.15548253832671582,Percent,17079,133
Illinois,Jefferson,0.5983532906153785,Percent,17081,137
Illinois,Jersey,0.25942116016573635,Percent,17083,142
Illinois,Jo Daviess,0.48259832323050095,Percent,17085,145
Illinois,Johnson,1.191375625836131,Percent,17087,152
Illinois,Kane,1.7371286181118815,Percent,17089,156
Illinois,Kankakee,0.7818418715058142,Percent,17091,161
Illinois,Kendall,0.9856079829859766,Percent,17093,165
Illinois,Knox,0.9421077544026645,Percent,17095,166
Illinois,Lake,2.192594652476907,Percent,17097,170
Illinois,LaSalle,0.7524745022466917,Percent,17099,175
Illinois,Lawrence,0.1956773433379582,Percent,17101,177
Illinois,Lee,0.43694574741081565,Percent,17103,180
Illinois,Livingston,0.11631708974339128,Percent,17105,182
Illinois,Logan,1.1916278396350142,Percent,17107,186
Illinois,McDonough,0.2956552555583782,Percent,17109,189
Illinois,McHenry,2.358330329261935,Percent,17111,192
Illinois,McLean,1.27595816366807,Percent,17113,193
Illinois,Macon,0.5593480379420346,Percent,17115,194
Illinois,Macoupin,0.15900739053119292,Percent,17117,196
Illinois,Madison,1.0892133706834097,Percent,17119,199
Illinois,Marion,0.5352223525104446,Percent,17121,201
Illinois,Marshall,0.23734177074459967,Percent,17123,202
Illinois,Mason,0.42407391475191597,Percent,17125,206
Illinois,Massac,0.247282202505093,Percent,17127,208
Illinois,Menard,0.01535275068593412,Percent,17129,212
Illinois,Mercer,0.16995843581284778,Percent,17131,216
Illinois,Monroe,0.3139503230824529,Percent,17133,219
Illinois,Montgomery,0.3848534056148618,Percent,17135,223
Illinois,Morgan,0.766592746581253,Percent,17137,225
Illinois,Moultrie,0.02599374855692227,Percent,17139,227
Illinois,Ogle,1.421700605817347,Percent,17141,229
Illinois,Peoria,0.8794852333963934,Percent,17143,233
Illinois,Perry,0.6398677122931723,Percent,17145,235
Illinois,Piatt,0.06651252450989181,Percent,17147,238
Illinois,Pike,0.11181370521938042,Percent,17149,241
Illinois,Pope,0.3987551670446801,Percent,17151,245
Illinois,Pulaski,0.6648663188062977,Percent,17153,248
Illinois,Putnam,0.14985014666161822,Percent,17155,253
Illinois,Randolph,0.3380595118549737,Percent,17157,255
Illinois,Richland,0.04470584835086761,Percent,17159,259
Illinois,Rock Island,1.5276005034157891,Percent,17161,265
Illinois,St. Clair,1.2888478035009294,Percent,17163,269
Illinois,Saline,0.8735855676863887,Percent,17165,271
Illinois,Sangamon,0.4393951218086729,Percent,17167,274
Illinois,Schuyler,0.18218283922856843,Percent,17169,278
Illinois,Scott,0.01867413716903791,Percent,17171,280
Illinois,Shelby,0.1781636702796597,Percent,17173,283
Illinois,Stark,0.5551814890050083,Percent,17175,285
Illinois,Stephenson,0.209240190749646,Percent,17177,290
Illinois,Tazewell,0.8393422761546081,Percent,17179,291
Illinois,Union,0.25346973750477536,Percent,17181,293
Illinois,Vermilion,0.46156647560287417,Percent,17183,296
Illinois,Wabash,0.20023914804205828,Percent,17185,299
Illinois,Warren,0.532699585828631,Percent,17187,301
Illinois,Washington,0.0978913013663849,Percent,17189,305
Illinois,Wayne,0.1951952820661408,Percent,17191,310
Illinois,White,0.3634306445704494,Percent,17193,312
Illinois,Whiteside,0.9088140750459177,Percent,17195,314
Illinois,Will,2.0794071331526065,Percent,17197,320
Illinois,Williamson,0.37627008812359364,Percent,17199,324
Illinois,Winnebago,1.4100865695270401,Percent,17201,325
Illinois,Woodford,0.16606392610358656,Percent,17203,328
Indiana,Adams,0.23868772038301944,Percent,18001,330
Indiana,Allen,1.428463094518252,Percent,18003,335
Indiana,Bartholomew,1.6108671972567778,Percent,18005,342
Indiana,Benton,0.06776598137737114,Percent,18007,179
Indiana,Blackford,0.05484879023879743,Percent,18009,183
Indiana,Boone,0.25633193861675674,Percent,18011,185
Indiana,Brown,0.04689736204158109,Percent,18013,188
Indiana,Carroll,0.30223957927173506,Percent,18015,195
Indiana,Cass,0.21289439074159344,Percent,18017,211
Indiana,Clark,1.0424092955763935,Percent,18019,215
Indiana,Clay,0.046450374786134244,Percent,18021,221
Indiana,Clinton,0.16345947817063058,Percent,18023,226
Indiana,Crawford,0.15538298789151683,Percent,18025,232
Indiana,Daviess,1.3569697383099373,Percent,18027,239
Indiana,Dearborn,0.488850634743541,Percent,18029,242
Indiana,Decatur,0.18634760916767093,Percent,18031,246
Indiana,DeKalb,0.4922876441779789,Percent,18033,249
Indiana,Delaware,0.5704560517794469,Percent,18035,252
Indiana,Dubois,0.0526078533018845,Percent,18037,254
Indiana,Elkhart,1.8734704750644062,Percent,18039,260
Indiana,Fayette,0.326307508508396,Percent,18041,263
Indiana,Floyd,0.8098303737699267,Percent,18043,267
Indiana,Fountain,0.2755123241314298,Percent,18045,270
Indiana,Franklin,0.15318719752283538,Percent,18047,272
Indiana,Fulton,0.2277185546094255,Percent,18049,276
Indiana,Gibson,0.08654980740574665,Percent,18051,286
Indiana,Grant,0.6380429614551134,Percent,18053,297
Indiana,Greene,0.13267806764514248,Percent,18055,309
Indiana,Hamilton,0.8350855415494648,Percent,18057,321
Indiana,Hancock,0.4599055747885317,Percent,18059,329
Indiana,Harrison,0.11175684229247713,Percent,18061,334
Indiana,Hendricks,0.5691330917273004,Percent,18063,341
Indiana,Henry,0.039688420544040474,Percent,18065,344
Indiana,Howard,0.8063390010162171,Percent,18067,348
Indiana,Huntington,0.3869310711386111,Percent,18069,352
Indiana,Jackson,0.5185666619016165,Percent,18071,355
Indiana,Jasper,0.486818080830178,Percent,18073,356
Indiana,Jay,0.4341278372644168,Percent,18075,358
Indiana,Jefferson,0.49403724734291343,Percent,18077,363
Indiana,Jennings,0.879476995574815,Percent,18079,367
Indiana,Johnson,0.5925263088020751,Percent,18081,370
Indiana,Knox,0.32588531438904006,Percent,18083,376
Indiana,Kosciusko,1.3264138191974846,Percent,18085,384
Indiana,LaGrange,0.006919807367258781,Percent,18087,386
Indiana,Lake,1.7329988383892099,Percent,18089,389
Indiana,LaPorte,1.294205746695596,Percent,18091,392
Indiana,Lawrence,0.1149599145861549,Percent,18093,396
Indiana,Madison,0.8688242892266249,Percent,18095,401
Indiana,Marion,1.7995950815105386,Percent,18097,409
Indiana,Marshall,0.6358873672818601,Percent,18099,412
Indiana,Martin,0.04554494702589791,Percent,18101,418
Indiana,Miami,0.6399575762271333,Percent,18103,420
Indiana,Monroe,0.46334582165327814,Percent,18105,422
Indiana,Montgomery,0.44403048307622495,Percent,18107,425
Indiana,Morgan,0.18021535462336635,Percent,18109,430
Indiana,Newton,0.3204458222692425,Percent,18111,433
Indiana,Noble,0.450958920008684,Percent,18113,436
Indiana,Ohio,0,Percent,18115,440
Indiana,Orange,0.3754395464347324,Percent,18117,444
Indiana,Owen,0.015504454342413118,Percent,18119,448
Indiana,Parke,0.10296348081708057,Percent,18121,452
Indiana,Perry,0.32201115471980196,Percent,18123,459
Indiana,Pike,0.1076257201062203,Percent,18125,465
Indiana,Porter,1.4011455569142466,Percent,18127,468
Indiana,Posey,0.23738235504181743,Percent,18129,471
Indiana,Pulaski,0.06459012453617095,Percent,18131,477
Indiana,Putnam,0.06104500867459263,Percent,18133,480
Indiana,Randolph,0.6219692134794543,Percent,18135,485
Indiana,Ripley,0.03374081354047793,Percent,18137,488
Indiana,Rush,0.04033559588620521,Percent,18139,493
Indiana,St. Joseph,1.4840455518463498,Percent,18141,496
Indiana,Scott,0.0666543590652136,Percent,18143,504
Indiana,Shelby,0.5500457675756841,Percent,18145,506
Indiana,Spencer,0.0,Percent,18147,509
Indiana,Starke,0.15193967976260284,Percent,18149,512
Indiana,Steuben,0.578906985906614,Percent,18151,515
Indiana,Sullivan,0.09256774255161818,Percent,18153,518
Indiana,Switzerland,0.08480165721152727,Percent,18155,526
Indiana,Tippecanoe,0.9480570746445711,Percent,18157,530
Indiana,Tipton,0.17034481941693336,Percent,18159,534
Indiana,Union,0,Percent,18161,538
Indiana,Vanderburgh,0.34795591735314935,Percent,18163,543
Indiana,Vermillion,0.12955194570205958,Percent,18165,548
Indiana,Vigo,0.8704525211304132,Percent,18167,553
Indiana,Wabash,0.26482595799898173,Percent,18169,555
Indiana,Warren,0.09535070062979702,Percent,18171,567
Indiana,Warrick,0.6097729332927575,Percent,18173,575
Indiana,Washington,0.10972095420691175,Percent,18175,584
Indiana,Wayne,0.5095488207597444,Percent,18177,586
Indiana,Wells,0.25662079662423326,Percent,18179,590
Indiana,White,0.6023663143551393,Percent,18181,594
Indiana,Whitley,0.11589023087166644,Percent,18183,597
Iowa,Adair,0.1297206231411712,Percent,19001,598
Iowa,Adams,0.014046592309540732,Percent,19003,602
Iowa,Allamakee,0.06702126050889903,Percent,19005,608
Iowa,Appanoose,0.1483535379840599,Percent,19007,611
Iowa,Audubon,0.17204163533631314,Percent,19009,615
Iowa,Benton,0.08589162621865892,Percent,19011,619
Iowa,Black Hawk,1.1440973648034707,Percent,19013,623
Iowa,Boone,0.2500636562653387,Percent,19015,625
Iowa,Bremer,0.07425178704022697,Percent,19017,631
Iowa,Buchanan,0.25233672898170534,Percent,19019,632
Iowa,Buena Vista,0.43986985649554733,Percent,19021,633
Iowa,Butler,0.4273752732684005,Percent,19023,361
Iowa,Calhoun,0.011007859763586245,Percent,19025,365
Iowa,Carroll,0.04408515625904246,Percent,19027,369
Iowa,Cass,0.1658953813811687,Percent,19029,374
Iowa,Cedar,0.21480606870684466,Percent,19031,379
Iowa,Cerro Gordo,0.27579219579742925,Percent,19033,383
Iowa,Cherokee,0.09662523564478048,Percent,19035,388
Iowa,Chickasaw,0.08578381604300427,Percent,19037,393
Iowa,Clarke,0.1397380025498051,Percent,19039,397
Iowa,Clay,0.1747230325699286,Percent,19041,398
Iowa,Clayton,0.06502922844350102,Percent,19043,402
Iowa,Clinton,0.5686270932566556,Percent,19045,404
Iowa,Crawford,1.8382115720777903,Percent,19047,408
Iowa,Dallas,0.3441933184284388,Percent,19049,413
Iowa,Davis,0.15295322071355077,Percent,19051,416
Iowa,Decatur,0.1300697660134646,Percent,19053,419
Iowa,Delaware,0.0669404573974133,Percent,19055,421
Iowa,Des Moines,0.6103086964425368,Percent,19057,424
Iowa,Dickinson,0.15129983346707446,Percent,19059,427
Iowa,Dubuque,0.31384116718889093,Percent,19061,434
Iowa,Emmet,0.530589553449866,Percent,19063,437
Iowa,Fayette,0.05704545652026676,Percent,19065,442
Iowa,Floyd,0.25629469874327,Percent,19067,447
Iowa,Franklin,0.24783596010014608,Percent,19069,451
Iowa,Fremont,1.558782309574869,Percent,19071,455
Iowa,Greene,0.12537301932010714,Percent,19073,458
Iowa,Grundy,0.12045290164848872,Percent,19075,460
Iowa,Guthrie,0.3048531860632627,Percent,19077,467
Iowa,Hamilton,0.42392435704989145,Percent,19079,469
Iowa,Hancock,0.2175539153816295,Percent,19081,470
Iowa,Hardin,0.281103516820523,Percent,19083,475
Iowa,Harrison,0.17097975983755023,Percent,19085,478
Iowa,Henry,1.1210621990937801,Percent,19087,479
Iowa,Howard,0.34677679929631716,Percent,19089,481
Iowa,Humboldt,0.3602044218358238,Percent,19091,487
Iowa,Ida,7.462490863044577e-05,Percent,19093,491
Iowa,Iowa,0.146779325470491,Percent,19095,495
Iowa,Jackson,0.27168458910911675,Percent,19097,499
Iowa,Jasper,0.1530071210397424,Percent,19099,505
Iowa,Jefferson,0.20278071099612957,Percent,19101,507
Iowa,Johnson,0.7828306799113935,Percent,19103,508
Iowa,Jones,0.12467575750202683,Percent,19105,516
Iowa,Keokuk,0.15572060791168585,Percent,19107,520
Iowa,Kossuth,0.7950260873618543,Percent,19109,523
Iowa,Lee,0.40957791534086774,Percent,19111,531
Iowa,Linn,0.6236991897802685,Percent,19113,535
Iowa,Louisa,0.018717492261154475,Percent,19115,539
Iowa,Lucas,0.14102945379932907,Percent,19117,542
Iowa,Lyon,0.18429622893082462,Percent,19119,546
Iowa,Madison,0.1655933689729549,Percent,19121,550
Iowa,Mahaska,0.17988059611983293,Percent,19123,554
Iowa,Marion,0.11742053873358763,Percent,19125,561
Iowa,Marshall,0.8073896005111346,Percent,19127,568
Iowa,Mills,0.14186948351703235,Percent,19129,569
Iowa,Mitchell,0.1847282801867502,Percent,19131,572
Iowa,Monona,0.19474196560771936,Percent,19133,576
Iowa,Monroe,0.5060845569906939,Percent,19135,580
Iowa,Montgomery,0.20592165415145347,Percent,19137,595
Iowa,Muscatine,2.043952127480978,Percent,19139,600
Iowa,O'Brien,0.47546749512512154,Percent,19141,604
Iowa,Osceola,0.309501702356645,Percent,19143,607
Iowa,Page,0.7053492365031195,Percent,19145,612
Iowa,Palo Alto,0.2821156595518575,Percent,19147,618
Iowa,Plymouth,0.11241309478991394,Percent,19149,622
Iowa,Pocahontas,0.4512064352630136,Percent,19151,624
Iowa,Polk,0.6138666928455275,Percent,19153,629
Iowa,Pottawattamie,1.5759947328265849,Percent,19155,637
Iowa,Poweshiek,0.4687446521544734,Percent,19157,640
Iowa,Ringgold,0.09744688968579478,Percent,19159,642
Iowa,Sac,0.6845070537981681,Percent,19161,647
Iowa,Scott,0.41462687435553974,Percent,19163,657
Iowa,Shelby,0.3395488382446733,Percent,19165,660
Iowa,Sioux,0.16185739074311772,Percent,19167,663
Iowa,Story,0.6280613460056733,Percent,19169,668
Iowa,Tama,1.3379788271454438,Percent,19171,671
Iowa,Taylor,0.07434166662391467,Percent,19173,674
Iowa,Union,0.19801567036309559,Percent,19175,675
Iowa,Van Buren,0.37156238727892205,Percent,19177,678
Iowa,Wapello,3.040911685748379,Percent,19179,681
Iowa,Warren,0.27411501405447053,Percent,19181,685
Iowa,Washington,0.10430593641368917,Percent,19183,687
Iowa,Wayne,0.6272438373584522,Percent,19185,691
Iowa,Webster,0.48688596916104754,Percent,19187,694
Iowa,Winnebago,0.5080225335313243,Percent,19189,696
Iowa,Winneshiek,0.09523689853703933,Percent,19191,698
Iowa,Woodbury,1.619684414817866,Percent,19193,702
Iowa,Worth,0.1377761575931087,Percent,19195,703
Iowa,Wright,0.20992189063941416,Percent,19197,705
Kansas,Allen,1.4707687433713483,Percent,20001,709
Kansas,Anderson,0.4625285195624414,Percent,20003,712
Kansas,Atchison,0.7623688522170053,Percent,20005,715
Kansas,Barber,0.21695700853058836,Percent,20007,717
Kansas,Barton,2.7271965346372697,Percent,20009,719
Kansas,Bourbon,0.4835261657079411,Percent,20011,722
Kansas,Brown,0.3422131428679297,Percent,20013,723
Kansas,Butler,0.7126131831145083,Percent,20015,726
Kansas,Chase,2.3655914137974015,Percent,20017,729
Kansas,Chautauqua,1.4065915907324855,Percent,20019,730
Kansas,Cherokee,0.5849651309704624,Percent,20021,732
Kansas,Cheyenne,0.15454772826326632,Percent,20023,736
Kansas,Clark,6.04966135535034,Percent,20025,738
Kansas,Clay,0.5623901594229983,Percent,20027,739
Kansas,Cloud,0.5827269653788986,Percent,20029,740
Kansas,Coffey,0.6881765750204278,Percent,20031,745
Kansas,Comanche,0.3870945563715124,Percent,20033,748
Kansas,Cowley,1.7341312099402137,Percent,20035,752
Kansas,Crawford,1.7113297709438522,Percent,20037,756
Kansas,Decatur,0.41868964585739277,Percent,20039,759
Kansas,Dickinson,0.4075161860921889,Percent,20041,762
Kansas,Doniphan,1.7062398519526618,Percent,20043,765
Kansas,Douglas,0.9093102281328478,Percent,20045,767
Kansas,Edwards,0.5268356982614522,Percent,20047,770
Kansas,Elk,2.8962790145307427,Percent,20049,773
Kansas,Ellis,0.47430742829235906,Percent,20051,774
Kansas,Ellsworth,0.9322438863835633,Percent,20053,776
Kansas,Finney,3.2933102346657335,Percent,20055,778
Kansas,Ford,2.41181308169509,Percent,20057,784
Kansas,Franklin,2.349491584742109,Percent,20059,786
Kansas,Geary,4.050680290021972,Percent,20061,788
Kansas,Gove,0.4081632669907978,Percent,20063,790
Kansas,Graham,0.7900818765228803,Percent,20065,791
Kansas,Grant,1.0244748310090663,Percent,20067,794
Kansas,Gray,1.7316017338996004,Percent,20069,798
Kansas,Greeley,6.976744145526735,Percent,20071,801
Kansas,Greenwood,0.9839538029040454,Percent,20073,803
Kansas,Hamilton,18.77323422389639,Percent,20075,805
Kansas,Harper,0.6794829400684438,Percent,20077,807
Kansas,Harvey,0.9482552236439972,Percent,20079,812
Kansas,Haskell,13.275375966612499,Percent,20081,815
Kansas,Hodgeman,1.31151116693619,Percent,20083,818
Kansas,Jackson,0.6665601523051515,Percent,20085,819
Kansas,Jefferson,0.005228484744936678,Percent,20087,821
Kansas,Jewell,0.3435808719100423,Percent,20089,822
Kansas,Johnson,0.7037041383905626,Percent,20091,824
Kansas,Kearny,10.812169995916168,Percent,20093,826
Kansas,Kingman,0.4238681414799974,Percent,20095,827
Kansas,Kiowa,2.089526382864309,Percent,20097,829
Kansas,Labette,1.0853102040006617,Percent,20099,831
Kansas,Lane,1.0336708403691373,Percent,20101,833
Kansas,Leavenworth,2.1402133199873665,Percent,20103,836
Kansas,Lincoln,0.47812910691384763,Percent,20105,838
Kansas,Linn,0.2586002059214323,Percent,20107,840
Kansas,Logan,0.580551522946894,Percent,20109,842
Kansas,Lyon,1.62645229216664,Percent,20111,844
Kansas,McPherson,0.8710652218770083,Percent,20113,846
Kansas,Marion,0.5480124202872149,Percent,20115,848
Kansas,Marshall,0.26090539712652167,Percent,20117,850
Kansas,Meade,3.7886048814754103,Percent,20119,851
Kansas,Miami,0.22938217369378078,Percent,20121,853
Kansas,Mitchell,0.1726031683066217,Percent,20123,854
Kansas,Montgomery,1.4264195949167713,Percent,20125,856
Kansas,Morris,1.064707154323228,Percent,20127,858
Kansas,Morton,2.752861133775719,Percent,20129,859
Kansas,Nemaha,0.31608036761537234,Percent,20131,861
Kansas,Neosho,0.21611480536814437,Percent,20133,862
Kansas,Ness,1.833336936595243,Percent,20135,864
Kansas,Norton,0.7672978818628567,Percent,20137,866
Kansas,Osage,0.2581381728713581,Percent,20139,867
Kansas,Osborne,0.570243655710337,Percent,20141,869
Kansas,Ottawa,0.6664325501987833,Percent,20143,870
Kansas,Pawnee,0.36121102860249105,Percent,20145,872
Kansas,Phillips,0.5502550714584438,Percent,20147,873
Kansas,Pottawatomie,0.0711908950161646,Percent,20149,876
Kansas,Pratt,0.824332423258603,Percent,20151,878
Kansas,Rawlins,0.6805321541269154,Percent,20153,880
Kansas,Reno,0.9623389058091334,Percent,20155,882
Kansas,Republic,0.1408468323824488,Percent,20157,884
Kansas,Rice,0.40003871032566407,Percent,20159,886
Kansas,Riley,2.297514359409112,Percent,20161,888
Kansas,Rooks,0.21231422385600657,Percent,20163,889
Kansas,Rush,0.5131416983494375,Percent,20165,891
Kansas,Russell,0.27240740136877906,Percent,20167,893
Kansas,Saline,1.095180704225312,Percent,20169,895
Kansas,Scott,0.4467001592211507,Percent,20171,897
Kansas,Sedgwick,2.3576152310888205,Percent,20173,898
Kansas,Seward,0.6335795454848596,Percent,20175,900
Kansas,Shawnee,2.37530125466274,Percent,20177,902
Kansas,Sheridan,0.7433489792339749,Percent,20179,904
Kansas,Sherman,4.075920907692196,Percent,20181,907
Kansas,Smith,1.1938673468535557,Percent,20183,909
Kansas,Stafford,2.878284078370431,Percent,20185,911
Kansas,Stanton,0.9387296050529887,Percent,20187,913
Kansas,Stevens,2.347674615108036,Percent,20189,914
Kansas,Sumner,1.1646070102526271,Percent,20191,916
Kansas,Thomas,1.8379926591580629,Percent,20193,917
Kansas,Trego,0.38481718474510496,Percent,20195,919
Kansas,Wabaunsee,1.1756445080125804,Percent,20197,920
Kansas,Wallace,5.387205388471488,Percent,20199,921
Kansas,Washington,0.9237236311323261,Percent,20201,922
Kansas,Wichita,10.250671462706624,Percent,20203,923
Kansas,Wilson,0.23395331919913595,Percent,20205,925
